
[00:00:00.000 --> 00:00:02.080]  剛才看到這群小朋友
[00:00:02.080 --> 00:00:07.600]  我想起我小時候第一次去教會
[00:00:07.600 --> 00:00:10.800]  是參加一個暑期聖經班
[00:00:10.800 --> 00:00:13.200]  我還記得教我的那個人
[00:00:13.200 --> 00:00:15.200]  樣子很像陳齊頌
[00:00:15.200 --> 00:00:17.200]  你們知不知道?
[00:00:17.200 --> 00:00:20.000]  全部都說你們不認識
[00:00:20.000 --> 00:00:21.800]  很漂亮
[00:00:21.800 --> 00:00:23.800]  然後我剛才看到那些小朋友
[00:00:23.800 --> 00:00:26.000]  看著Julie、依依的樣子就是這樣
[00:00:26.000 --> 00:00:28.400]  就是看到一個很漂亮的依依
[00:00:28.400 --> 00:00:31.400]  原來對信仰有一個很好的印象
[00:00:31.400 --> 00:00:35.600]  對我來說,當時基督的道理就入了我的心
[00:00:35.600 --> 00:00:37.200]  慢慢慢慢發芽長大
[00:00:37.200 --> 00:00:39.200]  到有一天我信了耶穌
[00:00:39.200 --> 00:00:42.000]  不過信了耶穌也不是那麼平順
[00:00:42.000 --> 00:00:43.000]  其中有一樣東西
[00:00:43.000 --> 00:00:46.000]  我發覺到我心裡面一直有一個心結
[00:00:46.000 --> 00:00:48.000]  那個心結是什麼呢?
[00:00:48.000 --> 00:00:51.200]  是我媽媽、爸爸當時都是做股票的
[00:00:51.200 --> 00:00:54.800]  他們可以用不同人的名字去買股票
[00:00:54.800 --> 00:00:56.600]  有一天媽媽跟我說
[00:00:56.600 --> 00:00:58.600]  女兒,你知不知道
[00:00:58.600 --> 00:01:02.600]  我用你的名字買那隻股票就跌那隻
[00:01:02.600 --> 00:01:05.600]  她說,沒有心的
[00:01:05.600 --> 00:01:08.600]  我聽,傷心
[00:01:08.600 --> 00:01:11.600]  自此,我不抽獎
[00:01:11.600 --> 00:01:13.600]  什麼都不扔
[00:01:13.600 --> 00:01:16.600]  信了耶穌之後,更加大條道理
[00:01:16.600 --> 00:01:18.600]  覺得我不貪慕這些獎品
[00:01:18.600 --> 00:01:20.600]  我不抽獎
[00:01:20.600 --> 00:01:22.600]  誰知道我有這個心結呢?
[00:01:22.600 --> 00:01:24.600]  何牧師
[00:01:24.600 --> 00:01:27.600]  有一次跟我去天馬
[00:01:27.600 --> 00:01:28.600]  不知道大家知不知道
[00:01:28.600 --> 00:01:31.600]  天馬之前是一個嘉年華
[00:01:31.600 --> 00:01:33.600]  他說我們去天馬玩嘉年華
[00:01:33.600 --> 00:01:34.600]  我打算跟他們玩
[00:01:34.600 --> 00:01:36.600]  誰知進去之前何牧師說
[00:01:36.600 --> 00:01:38.600]  我和我女兒都不玩,今天你玩
[00:01:38.600 --> 00:01:41.600]  二百多元代幣,你玩完它
[00:01:41.600 --> 00:01:45.600]  你有沒有試過去嘉年華要祈禱呢?
[00:01:45.600 --> 00:01:46.600]  何牧師就請我去門口
[00:01:46.600 --> 00:01:48.600]  他說我們一起祈禱,祝福媽媽
[00:01:48.600 --> 00:01:49.600]  我很記得那個祈禱
[00:01:49.600 --> 00:01:51.600]  他說主啊,你是信實的主
[00:01:51.600 --> 00:01:54.600]  求你撕掉媽媽這個Bad Luck Girl的標誌
[00:01:54.600 --> 00:01:57.600]  求你的大能在她身上彰顯
[00:01:57.600 --> 00:02:00.600]  那天,如果你扔過彩虹
[00:02:00.600 --> 00:02:02.600]  最難扔的是什麼?
[00:02:02.600 --> 00:02:06.600]  紅心,扔中了
[00:02:06.600 --> 00:02:09.600]  你有沒有扔過那些有瓶的
[00:02:09.600 --> 00:02:11.600]  很大的牛奶瓶那些呢?
[00:02:11.600 --> 00:02:12.600]  要扔一個球進去的
[00:02:12.600 --> 00:02:14.600]  有沒有扔中過?
[00:02:14.600 --> 00:02:16.600]  我又扔中了
[00:02:16.600 --> 00:02:19.600]  我那天拿了兩隻大窩窩
[00:02:19.600 --> 00:02:21.600]  我還記得在外面拍了一張照片
[00:02:21.600 --> 00:02:23.600]  但這個也不是最重要
[00:02:23.600 --> 00:02:24.600]  最重要的是
[00:02:24.600 --> 00:02:26.600]  I am no more a Bad Luck Girl
[00:02:26.600 --> 00:02:27.600]  是不是?
[00:02:27.600 --> 00:02:28.600]  靠著耶穌的能力
[00:02:28.600 --> 00:02:30.600]  原來這個標誌可以撕掉的
[00:02:30.600 --> 00:02:32.600]  接著那個星期
[00:02:32.600 --> 00:02:36.600]  我又去一個老師的春閔廣道
[00:02:36.600 --> 00:02:38.600]  問我抽不抽獎
[00:02:38.600 --> 00:02:39.600]  抽不抽?
[00:02:39.600 --> 00:02:40.600]  抽
[00:02:40.600 --> 00:02:41.600]  有沒有中?
[00:02:41.600 --> 00:02:42.600]  有啊,中了血壓計
[00:02:42.600 --> 00:02:44.600]  可能知道我需要
[00:02:44.600 --> 00:02:47.600]  今天和大家唱這首歌
[00:02:47.600 --> 00:02:49.600]  也是一首很奇妙的歌
[00:02:49.600 --> 00:02:50.600]  我這輩子沒作過歌
[00:02:50.600 --> 00:02:52.600]  暫時也是唯一一首
[00:02:52.600 --> 00:02:53.600]  也不是我作的
[00:02:53.600 --> 00:02:55.600]  是我在人生很低的低谷
[00:02:55.600 --> 00:02:56.600]  無法站起來
[00:02:56.600 --> 00:02:57.600]  甚至當日失聲
[00:02:57.600 --> 00:02:58.600]  在那個角落
[00:02:58.600 --> 00:02:59.600]  我說主啊,你讓我知道
[00:02:59.600 --> 00:03:01.600]  你和我同在就夠了
[00:03:01.600 --> 00:03:02.600]  你很艱難去哪裡
[00:03:02.600 --> 00:03:03.600]  你讓我知道吧
[00:03:03.600 --> 00:03:06.600]  這首歌連曲連詞
[00:03:06.600 --> 00:03:07.600]  何牧師形容得很好
[00:03:07.600 --> 00:03:09.600]  下載了下來
[00:03:09.600 --> 00:03:11.600]  這首歌叫《緊握你手》
[00:03:11.600 --> 00:03:12.600]  有沒有聽過《緊握你手》?
[00:03:12.600 --> 00:03:13.600]  聽過《舉手》?
[00:03:13.600 --> 00:03:14.600]  也有聽過
[00:03:14.600 --> 00:03:16.600]  好,起來
[00:03:16.600 --> 00:03:19.600]  我飄泊你尋找
[00:03:19.600 --> 00:03:22.600]  我流浪你緊張
[00:03:22.600 --> 00:03:24.600]  我是做家庭工作的
[00:03:24.600 --> 00:03:26.600]  做了十幾年
[00:03:26.600 --> 00:03:28.600]  見到很多香港的家庭
[00:03:28.600 --> 00:03:29.600]  昨天見到一幕
