
[00:00:00.000 --> 00:00:01.800]  經之會平安
[00:00:01.800 --> 00:00:04.360]  今集我們可以繼續
[00:00:04.360 --> 00:00:07.160]  來到敬拜直著神的話語
[00:00:07.160 --> 00:00:10.500]  一同思想祂的大愛
[00:00:10.500 --> 00:00:15.880]  今日的講題都是在
[00:00:15.880 --> 00:00:17.400]  約翰一書
[00:00:17.400 --> 00:00:20.740]  約翰一書一路
[00:00:20.740 --> 00:00:22.020]  都是講到
[00:00:22.020 --> 00:00:23.540]  神的愛
[00:00:23.540 --> 00:00:27.140]  亦都是同欣傳我們今年十五週年
[00:00:27.900 --> 00:00:30.980]  一路那個主題講到我們
[00:00:30.980 --> 00:00:34.040]  有個初心有愛心
[00:00:34.040 --> 00:00:35.840]  亦都是有熱心
[00:00:35.840 --> 00:00:39.420]  我們現在就停在第二段講到
[00:00:39.420 --> 00:00:41.720]  那個愛心要湧流
[00:00:41.720 --> 00:00:43.520]  要去湧出去
[00:00:43.520 --> 00:00:46.340]  我們怎樣能夠湧出去呢
[00:00:46.340 --> 00:00:49.660]  這個講題在約翰
[00:00:49.660 --> 00:00:50.680]  的
[00:00:50.680 --> 00:00:54.020]  書信裏面我們已經講到第十八講
[00:00:55.040 --> 00:01:00.160]  今日第十八講講到要活出彼此相愛
[00:01:00.160 --> 00:01:03.500]  我們要留意就是要活出
[00:01:03.500 --> 00:01:05.280]  要活出來
[00:01:05.280 --> 00:01:07.580]  所以愛
[00:01:07.580 --> 00:01:11.420]  不僅僅是一個名詞我們知道愛都是一個名詞
[00:01:11.420 --> 00:01:13.980]  但是如果不是一個動詞
[00:01:13.980 --> 00:01:15.260]  那麼
[00:01:15.260 --> 00:01:17.060]  這個愛沒什麼用
[00:01:17.060 --> 00:01:20.640]  我可以比方這個雅各書
[00:01:20.640 --> 00:01:22.440]  他就講到信心
[00:01:22.440 --> 00:01:24.220]  以及行為
[00:01:25.000 --> 00:01:26.280]  雅各就說
[00:01:26.280 --> 00:01:28.580]  你有信心但是你沒有行為
[00:01:28.580 --> 00:01:31.920]  那麼你的信心都是死的 都是沒用的
[00:01:31.920 --> 00:01:34.740]  如果我用這個比方都可以說
[00:01:34.740 --> 00:01:36.780]  如果我們愛
[00:01:36.780 --> 00:01:39.600]  神給我們的愛我們沒有活出來
[00:01:39.600 --> 00:01:41.380]  沒有行動
[00:01:41.380 --> 00:01:43.940]  那麼你的愛都只有一個「港」字
[00:01:43.940 --> 00:01:49.820]  故此我們今天除了講到要活出彼此相愛
[00:01:49.820 --> 00:01:52.140]  今日這個經文的重點
[00:01:52.140 --> 00:01:54.180]  就是講到
[00:01:54.940 --> 00:01:56.480]  神是愛的源頭
[00:01:56.480 --> 00:01:58.020]  就是說
[00:01:58.020 --> 00:01:59.800]  是的我知道要愛
[00:01:59.800 --> 00:02:02.880]  但是動力在哪裡來呢
[00:02:02.880 --> 00:02:08.000]  按照我們的本性我們的肉體的本性
[00:02:08.000 --> 00:02:09.780]  我們是自私的
[00:02:09.780 --> 00:02:11.320]  同學們
[00:02:11.320 --> 00:02:14.900]  沒錯我們都愛人的不過有時
[00:02:14.900 --> 00:02:16.440]  我們都會計一下
[00:02:16.440 --> 00:02:17.460]  我
[00:02:17.460 --> 00:02:20.020]  這個人值不值得我愛
[00:02:20.020 --> 00:02:21.820]  或者是
[00:02:21.820 --> 00:02:23.360]  我都有少少愛
[00:02:23.360 --> 00:02:24.380]  但是
[00:02:24.900 --> 00:02:26.180]  那個愛究竟
[00:02:26.180 --> 00:02:27.960]  是不是完全呢
[00:02:27.960 --> 00:02:31.300]  就好像神這樣的愛呢
[00:02:31.300 --> 00:02:33.340]  所以我們知道
[00:02:33.340 --> 00:02:34.880]  愛呢
[00:02:34.880 --> 00:02:36.680]  要有一個動力
[00:02:36.680 --> 00:02:37.700]  動力
[00:02:37.700 --> 00:02:38.720]  來自
[00:02:38.720 --> 00:02:39.740]  什麼地方
[00:02:39.740 --> 00:02:46.660]  看到
[00:02:46.660 --> 00:02:48.200]  記不記得
[00:02:48.200 --> 00:02:50.500]  今年5月21日
[00:02:50.500 --> 00:02:51.520]  星期六
[00:02:51.520 --> 00:02:53.580]  安生大停電
[00:02:55.360 --> 00:02:56.140]  那就
[00:02:56.140 --> 00:02:58.180]  第二天
[00:02:58.180 --> 00:02:59.200]  就是主日
[00:02:59.200 --> 00:03:00.740]  那就
[00:03:00.740 --> 00:03:03.040]  大停電沒有動力
[00:03:03.040 --> 00:03:06.620]  那天就沒有得回來崇拜
[00:03:06.620 --> 00:03:08.160]  那就
[00:03:08.160 --> 00:03:09.960]  看直播可以嗎
[00:03:09.960 --> 00:03:11.740]  都不行
[00:03:11.740 --> 00:03:12.520]  因為
[00:03:12.520 --> 00:03:14.060]  回不來做直播
[00:03:14.060 --> 00:03:16.880]  結果可能要去到一些
[00:03:16.880 --> 00:03:20.960]  家裡還是有電力的地方
[00:03:20.960 --> 00:03:21.720]  可以
[00:03:21.720 --> 00:03:22.500]  錄影
[00:03:23.020 --> 00:03:26.100]  剛剛那天我就要在國語堂講到的
[00:03:26.100 --> 00:03:27.380]  那就
[00:03:27.380 --> 00:03:31.460]  就馬上通知我林牧師要在家裡做那個錄影
[00:03:31.460 --> 00:03:34.280]  錄影了之後呢才可以播出來
[00:03:34.280 --> 00:03:36.580]  所以那天的國語堂呢
[00:03:36.580 --> 00:03:38.640]  要下午三點鐘才能出街
[00:03:38.640 --> 00:03:43.500]  所以沒有了電力沒有了動力都是一個問題
[00:03:43.500 --> 00:03:46.320]  我不知道有多少家裡沒有電了那天
[00:03:46.320 --> 00:03:49.380]  有些不像一天沒有電
[00:03:49.380 --> 00:03:51.180]  有些幾天沒有電的
[00:03:51.700 --> 00:03:55.280]  那就生活很不方便沒有了電力沒有了動力
[00:03:55.280 --> 00:03:56.560]  那就
[00:03:56.560 --> 00:03:58.600]  還有呢
[00:03:58.600 --> 00:04:00.140]  7月8日
[00:04:00.140 --> 00:04:02.700]  Roger那個
[00:04:02.700 --> 00:04:03.980]  網絡
[00:04:03.980 --> 00:04:05.260]  又down了
[00:04:05.260 --> 00:04:06.800]  那就
[00:04:06.800 --> 00:04:08.080]  斷線
[00:04:08.080 --> 00:04:09.620]  很多東西都做不到
[00:04:09.620 --> 00:04:10.900]  所以呢
[00:04:10.900 --> 00:04:12.700]  沒有了電力
[00:04:12.700 --> 00:04:15.000]  沒有了動力的能源
[00:04:15.000 --> 00:04:16.020]  你很多東西
[00:04:16.020 --> 00:04:17.300]  是做不到的
[00:04:17.300 --> 00:04:18.840]  那就
[00:04:20.120 --> 00:04:23.960]  這個slide亂了我做的時候不是這樣的
[00:04:23.960 --> 00:04:24.980]  好像
[00:04:24.980 --> 00:04:29.600]  蓋住了那個
[00:04:29.600 --> 00:04:32.420]  神是愛的源頭
[00:04:32.420 --> 00:04:34.960]  有沒有中斷了呢
[00:04:34.960 --> 00:04:40.340]  那就好在我們和神的關係關聯
[00:04:40.340 --> 00:04:41.880]  就不需要靠電
[00:04:41.880 --> 00:04:44.440]  又不需要靠電信網絡
[00:04:44.440 --> 00:04:47.000]  我們可以隨時
[00:04:47.000 --> 00:04:48.280]  都可以和神
[00:04:48.280 --> 00:04:49.560]  可以
[00:04:50.320 --> 00:04:51.100]  連線
[00:04:51.100 --> 00:04:53.660]  我們和神要online
[00:04:53.660 --> 00:04:56.220]  不要offline
[00:04:56.220 --> 00:04:59.800]  也不要斷線
[00:04:59.800 --> 00:05:01.840]  神沒有法子的
[00:05:01.840 --> 00:05:03.640]  神不會和我們斷線
[00:05:03.640 --> 00:05:06.200]  問題是我們自己有沒有斷線
[00:05:06.200 --> 00:05:08.240]  我們有沒有和神的關係
[00:05:08.240 --> 00:05:09.520]  斷了
[00:05:09.520 --> 00:05:12.340]  所以一切的動力源頭
[00:05:12.340 --> 00:05:14.640]  今天的經文講到我們愛
[00:05:14.640 --> 00:05:18.740]  那個動力的源頭是要從神那裡來的
[00:05:21.040 --> 00:05:23.860]  今天的經文我們看到這幾段就是
[00:05:23.860 --> 00:05:28.220]  約翰的書信
[00:05:28.220 --> 00:05:30.320]  那麼就
[00:05:30.320 --> 00:05:36.460]  約翰一二三書都有一個共同的課題
[00:05:36.460 --> 00:05:39.020]  就是講到神是愛
