
[00:00:00.000 --> 00:00:10.000]  此錄音或錄影的版權,是屬基督教宣導會北角堂所有,
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一,是以真理教導為本。
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友,
[00:00:18.000 --> 00:00:24.000]  懇請注意未經授權,請勿轉錄,或剪輯本錄音或錄影。
[00:00:24.000 --> 00:00:30.000]  十月好似《使徒行傳》二十章,三十二節中所說,
[00:00:30.000 --> 00:00:36.000]  這道能建立你們,叫你們和一切成聖的人同得基業。
[00:00:36.000 --> 00:00:38.000]  大英姊妹,平安!
[00:00:38.000 --> 00:00:42.000]  我們今年的學習已經來到尾聲,
[00:00:42.000 --> 00:00:47.000]  你距離成為一個智慧人還有多遠呢?
[00:00:47.000 --> 00:00:51.000]  今天的學習一樣是有關於說話的,
[00:00:51.000 --> 00:00:55.000]  重要的事要說三次,說話說話。
[00:00:55.000 --> 00:00:59.000]  其實在七月份我們已經學過守住口舌,
[00:00:59.000 --> 00:01:04.000]  生命善果,十章十三十五章。
[00:01:04.000 --> 00:01:07.000]  今天就說十六十八章,
[00:01:07.000 --> 00:01:10.000]  一樣是有關於口舌的教導,
[00:01:10.000 --> 00:01:14.000]  而今次的焦點和我們很有關係,
[00:01:14.000 --> 00:01:17.000]  就是講是非。
[00:01:17.000 --> 00:01:22.000]  有沒有聽過一句很熟悉的說話?
[00:01:22.000 --> 00:01:24.000]  什麼說話?
[00:01:24.000 --> 00:01:29.000]  有人的地方就有是非。
[00:01:29.000 --> 00:01:32.000]  是非就出現在有人的地方。
[00:01:32.000 --> 00:01:35.000]  教會有沒有是非?
[00:01:35.000 --> 00:01:36.000]  有。
[00:01:36.000 --> 00:01:38.000]  那你有沒有講是非?
[00:01:38.000 --> 00:01:41.000]  你有沒有聽是非?
[00:01:41.000 --> 00:01:43.000]  大家很誠實。
[00:01:43.000 --> 00:01:46.000]  那你是如何對待教會的是是非非呢?
[00:01:46.000 --> 00:01:51.000]  那你還記不記得今季的主題呢?
[00:01:51.000 --> 00:01:55.000]  今季的主題其實是發出生命的亮光。
[00:01:55.000 --> 00:01:58.000]  在口舌的智慧上面,
[00:01:58.000 --> 00:02:02.000]  我們可以怎樣去發出亮光?
[00:02:02.000 --> 00:02:05.000]  就是有人的地方就有是非,
[00:02:05.000 --> 00:02:07.000]  我們改一改它,
[00:02:07.000 --> 00:02:10.000]  有人的地方就有什麼?
[00:02:10.000 --> 00:02:12.000]  亮光。
[00:02:12.000 --> 00:02:14.000]  我們在看經文之前,
[00:02:14.000 --> 00:02:16.000]  我們就要有個祈禱,
[00:02:16.000 --> 00:02:22.000]  求神幫助我們發出這個亮光。
[00:02:22.000 --> 00:02:23.000]  親愛的神,
[00:02:23.000 --> 00:02:27.000]  我們很感恩,
[00:02:27.000 --> 00:02:28.000]  可以在你的恩典當中,
[00:02:28.000 --> 00:02:31.000]  我們去敬拜你。
[00:02:31.000 --> 00:02:33.000]  求主幫助我們,
[00:02:33.000 --> 00:02:37.000]  怎樣去守住我們的口舌,
[00:02:37.000 --> 00:02:42.000]  特別是守住我們容易偏邪的心,
[00:02:42.000 --> 00:02:45.000]  讓我們成為一個智慧人,
[00:02:45.000 --> 00:02:48.000]  來學習怎樣去說話。
[00:02:48.000 --> 00:02:51.000]  求主去解開今天的經文,
[00:02:51.000 --> 00:02:53.000]  也打開我們的生命,
[00:02:53.000 --> 00:02:55.000]  讓我們不只是聽到,
[00:02:55.000 --> 00:02:59.000]  而是真的今次聽完之後要實踐出來。
[00:02:59.000 --> 00:03:00.000]  求主幫助,
[00:03:00.000 --> 00:03:02.000]  禱告奉耶穌基督的聖名而求。
[00:03:02.000 --> 00:03:05.000]  阿們。
[00:03:05.000 --> 00:03:07.000]  已經是第二次講口舌了,
[00:03:07.000 --> 00:03:11.000]  所以大家聽完真的要去實行了。
[00:03:11.000 --> 00:03:13.000]  在這段經文中,
[00:03:13.000 --> 00:03:18.000]  針言列出了兩類人的例子,
[00:03:18.000 --> 00:03:22.000]  而這兩類人其實都是愚昧人,
[00:03:22.000 --> 00:03:25.000]  他們是引起是非的人,
[00:03:25.000 --> 00:03:29.000]  引起是非的人就會帶來破壞。
[00:03:29.000 --> 00:03:32.000]  所以今天的經文,
[00:03:32.000 --> 00:03:34.000]  其實就是看看這兩類人,
[00:03:34.000 --> 00:03:40.000]  怎樣去破壞弟兄和睦同居的一個群體的生活。
[00:03:40.000 --> 00:03:42.000]  而透過這兩個反面的例子,
[00:03:42.000 --> 00:03:46.000]  針言也提供了一些說話的智慧,
[00:03:46.000 --> 00:03:50.000]  可以幫助我們怎樣去學習說話,
[00:03:50.000 --> 00:03:52.000]  成為一個智慧人,
[00:03:52.000 --> 00:03:56.000]  去真的發出智慧的亮光。
[00:03:56.000 --> 00:03:58.000]  我有兩點,
[00:03:58.000 --> 00:04:01.000]  就是群體和睦相處的亮光。
[00:04:01.000 --> 00:04:02.000]  從經文裡面,
[00:04:02.000 --> 00:04:05.000]  我們首先讓我們看到,
[00:04:05.000 --> 00:04:09.000]  心和智慧是有段距離的。
[00:04:09.000 --> 00:04:12.000]  如果你不認識自己的心的時候,
[00:04:12.000 --> 00:04:16.000]  你和智慧的距離是會越走越遠的。
[00:04:16.000 --> 00:04:18.000]  那我們來看一下,
[00:04:18.000 --> 00:04:21.000]  群體和睦的破壞者的第一類人,
[00:04:21.000 --> 00:04:23.000]  他是一個離群的人,
[00:04:23.000 --> 00:04:25.000]  或者叫他做一個loner,
[00:04:25.000 --> 00:04:28.000]  是一個獨行俠。
[00:04:28.000 --> 00:04:33.000]  有時候我們都需要離開人群自閉一下,
[00:04:33.000 --> 00:04:36.000]  特別對於我們教會有很多"I人",
[00:04:36.000 --> 00:04:38.000]  即是introvert的人,
[00:04:38.000 --> 00:04:39.000]  很內向的,
[00:04:39.000 --> 00:04:42.000]  面對人是一件很累的事。
[00:04:42.000 --> 00:04:45.000]  所以常常需要回到自己安靜的天地,
[00:04:45.000 --> 00:04:47.000]  才可以恢復力量,
[00:04:47.000 --> 00:04:49.000]  支取力量。
[00:04:49.000 --> 00:04:51.000]  耶穌也很需要離群,
[00:04:51.000 --> 00:04:53.000]  去安靜親近神。
[00:04:53.000 --> 00:04:56.000]  但是這裡的離群是負面的意思,
[00:04:56.000 --> 00:04:58.000]  他是刻意的離開群體,
[00:04:58.000 --> 00:05:01.000]  並且去破壞群體的人。
[00:05:01.000 --> 00:05:02.000]  你看看經文,
[00:05:02.000 --> 00:05:04.000]  他有三個特徵,
[00:05:04.000 --> 00:05:07.000]  他離群就是離開群體,
[00:05:07.000 --> 00:05:11.000]  他不喜歡沖慰就是離開智慧,
[00:05:11.000 --> 00:05:15.000]  藐視其實就是離開神。
[00:05:15.000 --> 00:05:18.000]  他和神和人的關係都出現了一個問題,
[00:05:18.000 --> 00:05:20.000]  最主要是什麼問題呢?
[00:05:20.000 --> 00:05:22.000]  是他的心,
[00:05:22.000 --> 00:05:25.000]  是他的心出現了問題。
[00:05:25.000 --> 00:05:27.000]  人的心在聖經裏面,
