
[00:00:00.000 --> 00:00:10.000]  這錄音或錄影的版權是屬於基督教宣導會不覺堂所有
[00:00:10.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:24.000]  懇請注意未經授權請勿轉錄或剪輯本錄音或錄影
[00:00:24.000 --> 00:00:29.000]  甚願好像《使徒行傳》二十章三十二節下所說
[00:00:29.000 --> 00:00:35.000]  「這道能建立你們,叫你們和一切誠誠的人同得基業」
[00:00:35.000 --> 00:00:47.000]  我們都很喜歡用真言的經文來鼓勵你身邊的弟兄姊妹
[00:00:47.000 --> 00:00:51.000]  或者甚至是一些未信的朋友
[00:00:53.000 --> 00:00:59.000]  我記得我小學畢業的時候會寫紀念冊
[00:00:59.000 --> 00:01:05.000]  當時的紀念冊仍然是一張張紙這樣去給
[00:01:05.000 --> 00:01:09.000]  現在的中學生已經不是寫紀念冊
[00:01:09.000 --> 00:01:12.000]  他們寫在校服上
[00:01:12.000 --> 00:01:17.000]  不過當時我寫紀念冊仍然是一張張紙給不同的同學老師
[00:01:17.000 --> 00:01:19.000]  他們寫完就回來
[00:01:19.000 --> 00:01:23.000]  你可能馬上還想起一些金句
[00:01:23.000 --> 00:01:27.000]  我記得其中一位老師將他的文字給我
[00:01:27.000 --> 00:01:34.000]  我一看他寫一句話說得合宜
[00:01:34.000 --> 00:01:39.000]  「就如金蘋果在銀網子裡」
[00:01:39.000 --> 00:01:41.000]  然後他還寫了那一張紙
[00:01:41.000 --> 00:01:44.000]  「真言二十五章十一節」
[00:01:44.000 --> 00:01:50.000]  原來這位老師教了我這麼久原來他是基督徒
[00:01:50.000 --> 00:01:55.000]  不過我們很喜歡用真言的說話
[00:01:55.000 --> 00:01:58.000]  可能剛才你看第四章二十三節的時候
[00:01:58.000 --> 00:02:00.000]  你要保守內心勝過保守一切
[00:02:00.000 --> 00:02:04.000]  都很可能是我們的金句
[00:02:04.000 --> 00:02:07.000]  不過我想說的是我們用真言來鼓勵人
[00:02:07.000 --> 00:02:09.000]  其實這不是一件錯事
[00:02:09.000 --> 00:02:10.000]  你不要誤會我
[00:02:10.000 --> 00:02:12.000]  不過當我們這樣用的時候
[00:02:12.000 --> 00:02:17.000]  是否等於我們完全明白當中的意思
[00:02:17.000 --> 00:02:20.000]  即使你明白當中的意思
[00:02:20.000 --> 00:02:25.000]  又是否等於你會切實進行呢
[00:02:25.000 --> 00:02:28.000]  今天我們來到這個時間
[00:02:28.000 --> 00:02:30.000]  大約是這個季題
[00:02:30.000 --> 00:02:34.000]  我們讀真言已經去到一半的部分
[00:02:34.000 --> 00:02:36.000]  當我們讀真言的時候
[00:02:36.000 --> 00:02:41.000]  當我們留心裡面智慧者對我們的說話
[00:02:41.000 --> 00:02:43.000]  而我們知道當我們聽完
[00:02:43.000 --> 00:02:45.000]  要讓我們的生命成長的時候
[00:02:45.000 --> 00:02:47.000]  有兩方面是很重要的
[00:02:47.000 --> 00:02:48.000]  第一你要聽
[00:02:48.000 --> 00:02:52.000]  不斷重複的「我而我而」你要聽
[00:02:52.000 --> 00:02:55.000]  第二就是你要行出來
[00:02:55.000 --> 00:02:58.000]  今天我們讀第四章的主旨主題
[00:02:58.000 --> 00:03:01.000]  其實都是提及我們在生命的真道上
[00:03:01.000 --> 00:03:06.000]  怎樣持續地去成長
[00:03:06.000 --> 00:03:08.000]  我們今天由第十節開始看
[00:03:08.000 --> 00:03:11.000]  不過如果由再看早一點
[00:03:11.000 --> 00:03:14.000]  即是由第一到第九節
[00:03:14.000 --> 00:03:20.000]  總括而言是父親對孩子的提醒
[00:03:20.000 --> 00:03:22.000]  當中第三節你看到
[00:03:22.000 --> 00:03:24.000]  他說當我即是父親
[00:03:24.000 --> 00:03:27.000]  在父親面前還是小孩
[00:03:27.000 --> 00:03:29.000]  是母親獨一嬌兒的時候
[00:03:29.000 --> 00:03:31.000]  他教導我
[00:03:31.000 --> 00:03:33.000]  說你的心要持守我的話
[00:03:33.000 --> 00:03:35.000]  遵守我的命令
[00:03:35.000 --> 00:03:37.000]  你就會存活
[00:03:37.000 --> 00:03:40.000]  這位父親提到他的父親
[00:03:40.000 --> 00:03:43.000]  即是爺爺
[00:03:43.000 --> 00:03:45.000]  怎樣勉勵他
[00:03:45.000 --> 00:03:48.000]  而現在這個父親也將同一番說話
[00:03:48.000 --> 00:03:51.000]  向他的孩子表達
[00:03:51.000 --> 00:03:53.000]  所以其實是有一種
[00:03:53.000 --> 00:03:58.000]  三代都一起領受智慧的意思
[00:03:58.000 --> 00:03:59.000]  弟兄姊妹
[00:03:59.000 --> 00:04:01.000]  我們信主
[00:04:01.000 --> 00:04:03.000]  在信仰的這條路上走
[00:04:03.000 --> 00:04:05.000]  其實你和我都知道
[00:04:05.000 --> 00:04:07.000]  我們都朝著這條
[00:04:07.000 --> 00:04:09.000]  最終而且是永恆的目標
[00:04:09.000 --> 00:04:11.000]  來去成長和前進
[00:04:11.000 --> 00:04:14.000]  而在這條信仰的道路裏面
[00:04:14.000 --> 00:04:16.000]  在這條路的中間
[00:04:16.000 --> 00:04:18.000]  我們會面對不同的事情
[00:04:18.000 --> 00:04:20.000]  你一路走
[00:04:20.000 --> 00:04:22.000]  你會一路面對
[00:04:22.000 --> 00:04:24.000]  作出不同的選擇
[00:04:24.000 --> 00:04:26.000]  而當我們作出選擇的時候
[00:04:26.000 --> 00:04:29.000]  我們就需要智慧
[00:04:29.000 --> 00:04:31.000]  在經文裏面
[00:04:31.000 --> 00:04:33.000]  父親告訴孩子
[00:04:33.000 --> 00:04:35.000]  因為他正正經歷過
[00:04:35.000 --> 00:04:37.000]  他曾經經歷過
[00:04:37.000 --> 00:04:38.000]  所以他提醒孩子
[00:04:38.000 --> 00:04:41.000]  要作出正確的選擇
[00:04:41.000 --> 00:04:42.000]  弟兄姊妹
[00:04:42.000 --> 00:04:45.000]  當我們從第十節開始來看的時候
[00:04:45.000 --> 00:04:47.000]  我們想不只是聽
[00:04:47.000 --> 00:04:48.000]  你知道
[00:04:48.000 --> 00:04:50.000]  而我們在實踐當中
[00:04:50.000 --> 00:04:53.000]  我們怎樣有正確的選擇
[00:04:53.000 --> 00:04:55.000]  今天從這段經文裏面
[00:04:55.000 --> 00:04:58.000]  有四個行動
[00:04:58.000 --> 00:05:01.000]  四個行動幫助你和我
[00:05:01.000 --> 00:05:04.000]  我們一起來提醒
[00:05:04.000 --> 00:05:08.000]  首先我們看第十和第十一節
[00:05:08.000 --> 00:05:09.000]  經文說
[00:05:09.000 --> 00:05:10.000]  我而要聽
[00:05:10.000 --> 00:05:12.000]  要領受我的言語
[00:05:12.000 --> 00:05:14.000]  你就必然連憶受
[00:05:14.000 --> 00:05:17.000]  我已指教你走智慧的道
[00:05:17.000 --> 00:05:20.000]  引導你走正直的路
[00:05:20.000 --> 00:05:22.000]  我們很多時候都會問
[00:05:22.000 --> 00:05:26.000]  為什麼有人會選擇
[00:05:26.000 --> 00:05:30.000]  走一條惡或者罪的路呢
[00:05:30.000 --> 00:05:32.000]  你想一想
