
[00:00:00.000 --> 00:00:04.200]  各位弟兄姐妹朋友們早安
[00:00:04.200 --> 00:00:07.500]  真的是出去了轉了一圈
[00:00:07.500 --> 00:00:10.000]  還是非常的想念各位
[00:00:10.000 --> 00:00:13.000]  那麼就像我走之前說的
[00:00:13.000 --> 00:00:17.000]  我說我走了這趟回來要多十個人
[00:00:17.000 --> 00:00:20.000]  上個禮拜我剛回來的那個禮拜
[00:00:20.000 --> 00:00:23.000]  哇我們足足多了三十多個人
[00:00:23.000 --> 00:00:25.000]  是的
[00:00:25.000 --> 00:00:29.000]  那麼各位都知道
[00:00:29.000 --> 00:00:33.000]  我們今年教會的意向是什麼
[00:00:33.000 --> 00:00:38.000]  體驗在足裏的成長
[00:00:38.000 --> 00:00:39.000]  是的
[00:00:39.000 --> 00:00:43.000]  這是我們今年整年教會的意向
[00:00:43.000 --> 00:00:45.000]  換一句話說
[00:00:45.000 --> 00:00:49.000]  我每個月第一個禮拜天第一個主日
[00:00:49.000 --> 00:00:54.000]  我都會分享體驗在足裏面的成長
[00:00:54.000 --> 00:00:58.000]  你怎麼樣能夠在足裏面成長
[00:00:58.000 --> 00:01:03.000]  所以我先後講過第一個
[00:01:03.000 --> 00:01:06.000]  1月1號那個主日
[00:01:06.000 --> 00:01:08.000]  我說是新的意向
[00:01:08.000 --> 00:01:10.000]  新的方向
[00:01:10.000 --> 00:01:13.000]  這是在聖命紀第11章10到11節
[00:01:13.000 --> 00:01:16.000]  他說你所要帶我們過去那地是
[00:01:16.000 --> 00:01:19.000]  有山有穀雨水滋潤之地
[00:01:19.000 --> 00:01:22.000]  從歲首到年終
[00:01:22.000 --> 00:01:25.000]  耶和華的眼目眷顧我們
[00:01:25.000 --> 00:01:27.000]  這是我們的神
[00:01:27.000 --> 00:01:29.000]  祂讓我們有一個新的意向
[00:01:29.000 --> 00:01:31.000]  一個新的方向
[00:01:31.000 --> 00:01:35.000]  祂帶領我們從年頭到年尾
[00:01:35.000 --> 00:01:37.000]  一天都不少
[00:01:37.000 --> 00:01:39.000]  祂的眼目眷顧我們
[00:01:39.000 --> 00:01:41.000]  Hallelujah
[00:01:41.000 --> 00:01:45.000]  第二次
[00:01:45.000 --> 00:01:48.000]  我講的是體驗神的時間
[00:01:48.000 --> 00:01:50.000]  如果您記得的話
[00:01:50.000 --> 00:01:53.000]  是在撒加利亞書一章一節
[00:01:53.000 --> 00:01:57.000]  他說耶和華的話臨到
[00:01:57.000 --> 00:01:59.000]  亦多的孫子
[00:01:59.000 --> 00:02:01.000]  比利迦的兒子
[00:02:01.000 --> 00:02:03.000]  先知撒加利亞說
[00:02:03.000 --> 00:02:06.000]  亦多的意思就是
[00:02:06.000 --> 00:02:08.000]  神的時間
[00:02:08.000 --> 00:02:12.000]  那麼比利迦就是神祝福
[00:02:12.000 --> 00:02:15.000]  那麼撒加利亞就是神顧念
[00:02:15.000 --> 00:02:16.000]  神紀念
[00:02:16.000 --> 00:02:18.000]  所以我就一而再的
[00:02:18.000 --> 00:02:21.000]  帶各位做這個動作
[00:02:21.000 --> 00:02:24.000]  不管是我們的時間
[00:02:24.000 --> 00:02:26.000]  或者是我們的境況
[00:02:26.000 --> 00:02:28.000]  或我們的遭遇
[00:02:28.000 --> 00:02:31.000]  其實都在祂的時間裏面
[00:02:31.000 --> 00:02:33.000]  而祂要祝福我們
[00:02:33.000 --> 00:02:35.000]  祂眷顧我們
[00:02:35.000 --> 00:02:37.000]  這是祂的English
[00:02:37.000 --> 00:02:39.000]  因爲這是耶和華說的
[00:02:39.000 --> 00:02:41.000]  感謝神讚美神
[00:02:41.000 --> 00:02:43.000]  第三次我說
[00:02:43.000 --> 00:02:47.000]  我們要親眼看見主
[00:02:47.000 --> 00:02:49.000]  約伯記說
[00:02:49.000 --> 00:02:52.000]  曾經豐文有你
[00:02:52.000 --> 00:02:55.000]  如今我親眼看見你
[00:02:55.000 --> 00:02:58.000]  什麼叫豐文有你呢
[00:02:58.000 --> 00:03:01.000]  就是我聽過有耶和華
[00:03:01.000 --> 00:03:03.000]  我聽過有耶穌這個人
[00:03:03.000 --> 00:03:06.000]  有耶穌這個神
[00:03:06.000 --> 00:03:07.000]  但是
[00:03:07.000 --> 00:03:09.000]  祂跟我好像沒有關係
[00:03:09.000 --> 00:03:11.000]  但是當我在主裏面
[00:03:11.000 --> 00:03:13.000]  有成長的時候呢
[00:03:13.000 --> 00:03:15.000]  祂成爲我的主
[00:03:15.000 --> 00:03:19.000]  祂掌管我的一切的言行
[00:03:19.000 --> 00:03:23.000]  祂甚至於成爲我家之主
[00:03:23.000 --> 00:03:24.000]  我說的話
[00:03:24.000 --> 00:03:25.000]  我做的事
[00:03:25.000 --> 00:03:27.000]  心裏面想的
[00:03:27.000 --> 00:03:31.000]  都是經過祂在那裏掌控
[00:03:31.000 --> 00:03:35.000]  所以就好像來像約伯一樣
[00:03:35.000 --> 00:03:38.000]  我們要親眼看見祂
[00:03:38.000 --> 00:03:40.000]  Hallelujah 讚美神
[00:03:40.000 --> 00:03:42.000]  後來我又講了一個說
[00:03:42.000 --> 00:03:45.000]  活出你的命定
[00:03:45.000 --> 00:03:47.000]  那麼
[00:03:47.000 --> 00:03:48.000]  使徒心在說
[00:03:48.000 --> 00:03:50.000]  我們的命定已經設了
[00:03:50.000 --> 00:03:53.000]  但人要尋求上帝
[00:03:53.000 --> 00:03:56.000]  或者我們可以揣摩得知
[00:03:56.000 --> 00:03:59.000]  而活出命定
[00:03:59.000 --> 00:04:01.000]  所以我們每一個人
[00:04:01.000 --> 00:04:06.000]  我們要體驗在主裏面的成長
[00:04:06.000 --> 00:04:09.000]  那麼你會有一個起點
[00:04:09.000 --> 00:04:11.000]  你會也有受到攔阻
[00:04:11.000 --> 00:04:14.000]  你會有一個過程
[00:04:14.000 --> 00:04:15.000]  你也會有一個
[00:04:15.000 --> 00:04:17.000]  達到一個終點
[00:04:17.000 --> 00:04:20.000]  我常常喜歡講的就是說
[00:04:20.000 --> 00:04:22.000]  我們基督徒的生命
[00:04:22.000 --> 00:04:25.000]  其實有三個過程
[00:04:25.000 --> 00:04:27.000]  有三個重點
[00:04:27.000 --> 00:04:29.000]  第一個是
[00:04:29.000 --> 00:04:33.000]  當我們受洗歸入主的名下的時候
[00:04:33.000 --> 00:04:35.000]  我們說這叫什麼
[00:04:35.000 --> 00:04:36.000]  重生
[00:04:36.000 --> 00:04:38.000]  是不是
[00:04:38.000 --> 00:04:41.000]  第二個是
[00:04:41.000 --> 00:04:43.000]  我們受洗從了神
[00:04:43.000 --> 00:04:45.000]  成爲神的兒女
[00:04:45.000 --> 00:04:46.000]  又怎麼樣呢
[00:04:46.000 --> 00:04:48.000]  我們該做什麼呢
[00:04:48.000 --> 00:04:51.000]  我說這叫做成聖的過程
[00:04:51.000 --> 00:04:54.000]  我們在以前不認識神的時候
[00:04:54.000 --> 00:04:56.000]  我們可以
[00:04:56.000 --> 00:04:59.000]  個人偏行幾路
[00:04:59.000 --> 00:05:02.000]  就好像我以前一樣
[00:05:02.000 --> 00:05:06.000]  我又抽菸又喝酒又打麻將
[00:05:06.000 --> 00:05:08.000]  不是這麼說
[00:05:08.000 --> 00:05:11.000]  但是那是過去的事情
[00:05:11.000 --> 00:05:14.000]  但是當我信了主了以後
[00:05:14.000 --> 00:05:17.000]  我好像一隻毛毛蟲
[00:05:17.000 --> 00:05:19.000]  在結裏面掙扎了出來
[00:05:19.000 --> 00:05:21.000]  這叫做對變
[00:05:21.000 --> 00:05:23.000]  Transformation
[00:05:23.000 --> 00:05:26.000]  當我穿出來的時候呢
[00:05:26.000 --> 00:05:30.000]  就好像我看到各位在座的
[00:05:30.000 --> 00:05:33.000]  出來的是一隻美麗的蝴蝶
[00:05:33.000 --> 00:05:36.000]  我們的生命開始不一樣
[00:05:36.000 --> 00:05:39.000]  我叫做這叫做成聖的過程
[00:05:39.000 --> 00:05:42.000]  這是我們人生的一大段
[00:05:42.000 --> 00:05:44.000]  最後我們要得榮耀
[00:05:44.000 --> 00:05:47.000]  當我們跟神同在的時候
[00:05:47.000 --> 00:05:48.000]  當然了
[00:05:48.000 --> 00:05:49.000]  我的意思強調說
[00:05:49.000 --> 00:05:51.000]  不是說
[00:05:51.000 --> 00:05:54.000]  你要死了纔可以上天堂
[00:05:54.000 --> 00:05:56.000]  我們看到許多人
[00:05:56.000 --> 00:06:00.000]  他活着就如同在天堂
[00:06:00.000 --> 00:06:03.000]  有耶穌同在就是天堂
[00:06:03.000 --> 00:06:04.000]  是不是
[00:06:04.000 --> 00:06:07.000]  我常常喜歡用喬阿姨做例子
[00:06:07.000 --> 00:06:09.000]  你看她一個八九十歲
[00:06:09.000 --> 00:06:11.000]  一個老太婆住個柺杖
[00:06:11.000 --> 00:06:14.000]  渾身是病
[00:06:14.000 --> 00:06:18.000]  但她永遠是沒有怨天尤人
[00:06:18.000 --> 00:06:21.000]  她永遠是笑容迎人
[00:06:21.000 --> 00:06:23.000]  她永遠是不斷的讚美神
[00:06:23.000 --> 00:06:25.000]  不是嗎
[00:06:25.000 --> 00:06:27.000]  她活在天堂裏面
[00:06:27.000 --> 00:06:29.000]  哈雷雷亞讚美神
[00:06:29.000 --> 00:06:32.000]  所以我們得了救
[00:06:32.000 --> 00:06:35.000]  我們有一天要見她的面
[00:06:35.000 --> 00:06:37.000]  中間這段過程
[00:06:37.000 --> 00:06:39.000]  我們要成聖
[00:06:39.000 --> 00:06:40.000]  我們要走
[00:06:40.000 --> 00:06:43.000]  我們要在主裏面要有成長
[00:06:43.000 --> 00:06:45.000]  我們要來體驗
[00:06:45.000 --> 00:06:47.000]  哈雷雷亞讚美神
[00:06:47.000 --> 00:06:51.000]  跟着我又講恩典永留不斷
[00:06:51.000 --> 00:06:56.000]  因爲我們在主裏面成長
[00:06:56.000 --> 00:06:58.000]  你體驗到主裏面成長
[00:06:58.000 --> 00:07:02.000]  你會感覺到恩典永留不斷
[00:07:02.000 --> 00:07:04.000]  我用了波阿斯
[00:07:04.000 --> 00:07:06.000]  用了路德
[00:07:06.000 --> 00:07:09.000]  這個路德記來做例子
[00:07:09.000 --> 00:07:12.000]  它是說有一個人名叫波阿斯
[00:07:12.000 --> 00:07:17.000]  有一個人名叫奈歐尼
[00:07:17.000 --> 00:07:22.000]  她與她的先生跟兩個兒子住在伯利恆
[00:07:22.000 --> 00:07:25.000]  伯利恆是Bethlehem
[00:07:25.000 --> 00:07:28.000]  她的意思是良倉之家
[00:07:28.000 --> 00:07:30.000]  但是遇到大饑荒
[00:07:30.000 --> 00:07:32.000]  換一句話說
[00:07:32.000 --> 00:07:36.000]  在良倉之家也會有大饑荒的
[00:07:36.000 --> 00:07:40.000]  所以她就帶着丈夫跟兩個兒子
[00:07:40.000 --> 00:07:42.000]  下到摩鴉地
[00:07:42.000 --> 00:07:46.000]  摩鴉地是神很厭惡的一個地方
[00:07:46.000 --> 00:07:51.000]  神甚至說摩鴉人永不得進耶和華的殿
[00:07:51.000 --> 00:07:55.000]  但是她帶着全家猶太人
[00:07:55.000 --> 00:07:58.000]  來到神很厭惡的地方的時候
[00:07:58.000 --> 00:08:03.000]  兩個兒子娶了摩鴉人的女子做妻子
[00:08:03.000 --> 00:08:10.000]  結果在那裏三個男人都死了
[00:08:10.000 --> 00:08:17.000]  結果奈歐尼又聽說伯利恆又開始豐收了
[00:08:17.000 --> 00:08:21.000]  就帶着路德回到伯利恆
[00:08:21.000 --> 00:08:23.000]  人家看到他說
[00:08:23.000 --> 00:08:26.000]  這不是奈歐尼嗎
[00:08:26.000 --> 00:08:28.000]  意思是說田的意思
[00:08:28.000 --> 00:08:31.000]  他說你不要叫我奈歐尼叫我馬拉
[00:08:31.000 --> 00:08:34.000]  因爲我現在我滿滿的出去
[00:08:34.000 --> 00:08:37.000]  我空手回來
[00:08:37.000 --> 00:08:39.000]  但是他來到伯利恆地的時候
[00:08:39.000 --> 00:08:42.000]  經上面說正碰到收大麥
[00:08:42.000 --> 00:08:46.000]  所以路德跟到人家後面去撿麥稅
[00:08:46.000 --> 00:08:49.000]  我們有看到十歲那個畫嗎
[00:08:49.000 --> 00:08:51.000]  就是指的是路德
[00:08:51.000 --> 00:08:56.000]  那麼食完了大麥又收小麥
[00:08:56.000 --> 00:09:01.000]  所以神的恩典永留不斷
[00:09:01.000 --> 00:09:03.000]  你只要在神的家裏面
[00:09:03.000 --> 00:09:06.000]  種一時有困難
[00:09:06.000 --> 00:09:09.000]  但是當我們在豬裏面的時候
[00:09:09.000 --> 00:09:11.000]  我們真的會體驗到
[00:09:11.000 --> 00:09:14.000]  他雖然沒有說我們要榮華富貴
[00:09:14.000 --> 00:09:17.000]  但是他卻應允我們
[00:09:17.000 --> 00:09:20.000]  行路有光亮做功得喜
[00:09:20.000 --> 00:09:23.000]  他沒有保證天色長藍
[00:09:23.000 --> 00:09:26.000]  但是他說花香長滿
[00:09:26.000 --> 00:09:28.000]  我必與你同在
[00:09:28.000 --> 00:09:31.000]  這是我們的神
[00:09:31.000 --> 00:09:34.000]  他讓我們恩典永留不斷
[00:09:34.000 --> 00:09:36.000]  後來我又講說
[00:09:36.000 --> 00:09:38.000]  我們在豬裏面成長
