
[00:00:00.000 --> 00:00:01.360]  我很想說
[00:00:01.360 --> 00:00:06.240]  客觀的分析和主觀的感受
[00:00:06.240 --> 00:00:09.380]  往往是有兩者之間有一定的距離
[00:00:09.380 --> 00:00:10.520]  好像很複雜
[00:00:10.520 --> 00:00:11.820]  是什麼呢?
[00:00:11.820 --> 00:00:14.780]  其實我今天是如常地第一和第三個星期
[00:00:14.780 --> 00:00:16.100]  在大埔港渡
[00:00:16.100 --> 00:00:18.960]  前個星期我也有跟大家說過
[00:00:18.960 --> 00:00:22.820]  但是那一晚我去了以色列和約旦
[00:00:22.820 --> 00:00:25.120]  也留在泰國幾天
[00:00:25.120 --> 00:00:27.960]  有差不多兩個星期的時間休息
[00:00:27.960 --> 00:00:30.000]  我昨天十點多才回到香港
[00:00:30.000 --> 00:00:32.960]  但是今天好像沒見到大家很久
[00:00:32.960 --> 00:00:34.340]  但是其實也是兩個星期而已
[00:00:34.340 --> 00:00:35.500]  也是如常的
[00:00:35.500 --> 00:00:37.060]  第一,去了很多的地方
[00:00:37.060 --> 00:00:39.660]  所以有一種感覺跟大家好像沒見很久
[00:00:39.660 --> 00:00:43.200]  所以很深體會到原來主觀和客觀
[00:00:43.200 --> 00:00:44.540]  是有一定的距離的
[00:00:44.540 --> 00:00:45.400]  好
[00:00:45.400 --> 00:00:49.140]  我不知道大家在崇拜整個過程裡面
[00:00:49.140 --> 00:00:51.500]  如果我們分開不同的環節
[00:00:51.500 --> 00:00:55.100]  你最享受的是哪一個環節?
[00:00:55.100 --> 00:00:57.860]  可能有人說敬拜
[00:00:58.200 --> 00:00:59.700]  有人說是聽道
[00:00:59.700 --> 00:01:02.760]  當然是很在乎戴敬拜的人是怎樣的
[00:01:02.760 --> 00:01:04.600]  以及講道的內容是怎樣的
[00:01:04.600 --> 00:01:06.260]  有些人覺得很痛苦的
[00:01:06.260 --> 00:01:09.800]  但是如果真的要做一個普查的話
[00:01:09.800 --> 00:01:14.200]  我想你最不享受或者你覺得你最不喜歡的是哪一個環節呢?
[00:01:14.200 --> 00:01:16.800]  我很相信90%是什麼呢?
[00:01:16.800 --> 00:01:18.560]  是家事報告
[00:01:18.560 --> 00:01:20.600]  關心上帝家
[00:01:20.600 --> 00:01:22.100]  代禱的時間
[00:01:22.100 --> 00:01:24.840]  在這些時間裡面是特別多人離開的
[00:01:24.840 --> 00:01:26.400]  就是你祈完禱之後
[00:01:26.400 --> 00:01:27.760]  剛剛好奇怪的
[00:01:28.000 --> 00:01:29.760]  在崇拜的時候
[00:01:29.760 --> 00:01:30.600]  敬拜的時間
[00:01:30.600 --> 00:01:32.160]  你禱告完之後會有更多人
[00:01:32.160 --> 00:01:33.360]  禱告完之後會有更多人的
[00:01:33.360 --> 00:01:35.660]  但是如果在關心上帝家裡面
[00:01:35.660 --> 00:01:37.840]  一祈完禱之後你發覺少了很多人
[00:01:37.840 --> 00:01:40.200]  特別是星期六上午的崇拜
[00:01:40.200 --> 00:01:41.560]  是更多這個現象
[00:01:41.560 --> 00:01:44.700]  因為有很多都不是我們自己冥銀堂的弟兄姊妹
[00:01:44.700 --> 00:01:47.160]  就算是也是我們會離開
[00:01:47.160 --> 00:01:50.960]  又或者我們在關心上帝家裡面的時候
[00:01:50.960 --> 00:01:52.400]  我們去代禱呢
[00:01:52.400 --> 00:01:54.360]  我不知道大家有什麼感受
[00:01:54.360 --> 00:01:57.540]  可能在我們的程序表裡面列出
[00:01:57.760 --> 00:02:00.140]  有哪個人家裡有問題
[00:02:00.140 --> 00:02:02.040]  哪個人在病患裡面
[00:02:02.040 --> 00:02:03.500]  請我們為他祈禱
[00:02:03.500 --> 00:02:06.760]  但是往往有時候我們對這些人是完全不熟悉的
[00:02:06.760 --> 00:02:07.840]  包括
