
[00:00:00.000 --> 00:00:03.000]  讓我們聆聽上帝話語之先 一起同心祈禱
[00:00:03.000 --> 00:00:13.000]  願我口中的言語
[00:00:13.000 --> 00:00:15.000]  眾弟兄姊妹的心思意念
[00:00:15.000 --> 00:00:17.000]  同蒙上主的月立
[00:00:17.000 --> 00:00:19.000]  禱告奉耶穌基督名求
[00:00:19.000 --> 00:00:20.000]  阿們
[00:00:20.000 --> 00:00:26.000]  幸福是不斷懷疑
[00:00:26.000 --> 00:00:29.000]  不斷拷問和揚棄
[00:00:29.000 --> 00:00:31.000]  是一種痛苦
[00:00:31.000 --> 00:00:33.000]  是一種苦惱的歡欣
[00:00:33.000 --> 00:00:35.000]  而不是簡單的信仰
[00:00:35.000 --> 00:00:38.000]  而這種高層次的懷疑
[00:00:38.000 --> 00:00:40.000]  原來是對自己
[00:00:40.000 --> 00:00:43.000]  而不是對任何人
[00:00:43.000 --> 00:00:45.000]  或者任何權勢
[00:00:45.000 --> 00:00:48.000]  任何意識形態的教條的忠誠
[00:00:48.000 --> 00:00:50.000]  對自己
[00:00:50.000 --> 00:00:53.000]  也不是指外在的名利權
[00:00:53.000 --> 00:00:56.000]  而是內在的良知
[00:00:56.000 --> 00:00:59.000]  以信仰某種的價值
[00:00:59.000 --> 00:01:02.000]  上帝和平或者學術
[00:01:02.000 --> 00:01:05.000]  為藉口而逃避去懷疑的人
[00:01:05.000 --> 00:01:07.000]  是愚蠢的
[00:01:07.000 --> 00:01:09.000]  因為你逃不走
[00:01:09.000 --> 00:01:11.000]  又懷疑
[00:01:11.000 --> 00:01:12.000]  拷問
[00:01:12.000 --> 00:01:13.000]  苦惱
[00:01:13.000 --> 00:01:14.000]  揚棄
[00:01:14.000 --> 00:01:17.000]  而導致的認知的改變
[00:01:17.000 --> 00:01:19.000]  是會有歡欣的
[00:01:19.000 --> 00:01:21.000]  但可能這個只是過程
[00:01:21.000 --> 00:01:23.000]  而不是歸宿
[00:01:23.000 --> 00:01:26.000]  人類對於外在世界
[00:01:26.000 --> 00:01:28.000]  和自我的認識
[00:01:28.000 --> 00:01:30.000]  都是透過一切的知識
[00:01:30.000 --> 00:01:32.000]  觀念
[00:01:32.000 --> 00:01:34.000]  經驗的不斷懷疑
[00:01:34.000 --> 00:01:36.000]  才能夠獲得的
[00:01:36.000 --> 00:01:39.000]  意見不同的各種對話
[00:01:39.000 --> 00:01:41.000]  是每一次
[00:01:41.000 --> 00:01:44.000]  都會能夠令人增長知識
[00:01:44.000 --> 00:01:46.000]  懷疑
[00:01:46.000 --> 00:01:51.000]  總是給人有種傾向負面的感覺
[00:01:51.000 --> 00:01:53.000]  特別在香港讀書
[00:01:53.000 --> 00:01:56.000]  中小幼的教育制度底下
[00:01:56.000 --> 00:01:58.000]  很少被鼓勵
[00:01:58.000 --> 00:02:02.000]  你因為懷疑老師而去發問
[00:02:02.000 --> 00:02:05.000]  最好就是坐定定
[00:02:05.000 --> 00:02:06.000]  跟著做
[00:02:06.000 --> 00:02:08.000]  有好成績
[00:02:08.000 --> 00:02:12.000]  大概就是好學生的先決條件
[00:02:12.000 --> 00:02:15.000]  倘若提出過多的疑問
[00:02:15.000 --> 00:02:19.000]  總是給人有種搞事的感覺
[00:02:19.000 --> 00:02:21.000]  不過有位老前輩的目者
[00:02:21.000 --> 00:02:23.000]  和我分享
[00:02:23.000 --> 00:02:25.000]  他說所謂學問
[00:02:25.000 --> 00:02:27.000]  學問 學問
[00:02:27.000 --> 00:02:29.000]  要學就要問
[00:02:29.000 --> 00:02:33.000]  有懷疑就更加要問
[00:02:33.000 --> 00:02:35.000]  教會的張林奇
[00:02:35.000 --> 00:02:38.000]  在聖誕前有四個主日
[00:02:38.000 --> 00:02:41.000]  而今天是第三個主日
[00:02:41.000 --> 00:02:43.000]  新教Protestant傳統上
[00:02:43.000 --> 00:02:45.000]  每個主日都有一個主題
[00:02:45.000 --> 00:02:49.000]  包括重生 聖經 施洗約翰
[00:02:49.000 --> 00:02:50.000]  即是今天的主日
[00:02:50.000 --> 00:02:52.000]  以及瑪利亞
[00:02:52.000 --> 00:02:53.000]  而施洗約翰
[00:02:53.000 --> 00:02:56.000]  也是今天經文裡提到
[00:02:56.000 --> 00:02:59.000]  對耶穌產生懷疑的那一位
[00:02:59.000 --> 00:03:02.000]  今天的講題是選治和合本修訂版
[00:03:02.000 --> 00:03:04.000]  馬太方十一章六節
[00:03:04.000 --> 00:03:08.000]  凡不因我跌倒的就有福了
[00:03:08.000 --> 00:03:12.000]  現代中文譯本修訂版是這樣翻譯的
[00:03:12.000 --> 00:03:17.000]  那對我不懷疑的是多麼有福
[00:03:17.000 --> 00:03:20.000]  無論是跌倒 懷疑都好
[00:03:20.000 --> 00:03:23.000]  耶穌講這句說話正是代表著
[00:03:23.000 --> 00:03:25.000]  信他的人對他的懷疑
[00:03:25.000 --> 00:03:27.000]  是正常不過的事
[00:03:27.000 --> 00:03:30.000]  一點都不驚訝
[00:03:30.000 --> 00:03:31.000]  不過可能我們要問
[00:03:31.000 --> 00:03:33.000]  為什麼一個歡天喜地
[00:03:33.000 --> 00:03:36.000]  迎接著聖誕來臨的時刻
[00:03:36.000 --> 00:03:39.000]  會提到懷疑呢
[00:03:39.000 --> 00:03:40.000]  經文一開始就提到
[00:03:40.000 --> 00:03:43.000]  施洗約翰是一個在囚的人士
[00:03:43.000 --> 00:03:47.000]  當時耶穌被試探四十天之後
[00:03:47.000 --> 00:03:50.000]  就聽到約翰下鑑
[00:03:50.000 --> 00:03:54.000]  在馬太福音四章十二節已經提到
[00:03:54.000 --> 00:03:56.000]  究竟發生什麼事呢
[00:03:56.000 --> 00:03:59.000]  在十四章之後的十四章
[00:03:59.000 --> 00:04:01.000]  一至三節 一至十三節
[00:04:01.000 --> 00:04:03.000]  清楚提到是因為當時
[00:04:03.000 --> 00:04:06.000]  他在批評希律王的婚姻
[00:04:06.000 --> 00:04:08.000]  因為這個希律王叫安提柏
[00:04:08.000 --> 00:04:10.000]  是大希律的兒子
[00:04:10.000 --> 00:04:12.000]  他就跟妻子離婚
[00:04:12.000 --> 00:04:16.000]  然後就娶了兄弟的妻子希羅底
[00:04:16.000 --> 00:04:18.000]  這個是一個很不道德
[00:04:18.000 --> 00:04:20.000]  更加是犯了猶太的法規
[00:04:20.000 --> 00:04:23.000]  由於當時安提柏喜歡希羅底
[00:04:23.000 --> 00:04:26.000]  而希羅底又喜歡他
[00:04:26.000 --> 00:04:28.000]  約翰就指出這個問題
[00:04:28.000 --> 00:04:32.000]  因此就被抓去下獄
[00:04:32.000 --> 00:04:35.000]  而且最終大家如果知道故事
[00:04:35.000 --> 00:04:38.000]  就是約翰被斬了個頭
[00:04:38.000 --> 00:04:42.000]  皇帝都敢批評以下犯上
[00:04:42.000 --> 00:04:44.000]  惹來殺身之禍
[00:04:44.000 --> 00:04:46.000]  似乎是必然的
[00:04:46.000 --> 00:04:50.000]  今日讀的經文馬太福音十一章
[00:04:50.000 --> 00:04:53.000]  就是施捨約翰未被殺之前
[00:04:53.000 --> 00:04:55.000]  他聽過耶穌的事
[00:04:55.000 --> 00:04:59.000]  於是就派他自己的門徒去見耶穌
[00:04:59.000 --> 00:05:03.000]  並且問他將來要來的那個是不是你
[00:05:03.000 --> 00:05:06.000]  還是要等其他的人
[00:05:06.000 --> 00:05:09.000]  我想在監獄裏面
[00:05:09.000 --> 00:05:11.000]  沒有理由只聽到這件事
[00:05:11.000 --> 00:05:15.000]  明顯這件事也是約翰一直有留意
[00:05:15.000 --> 00:05:17.000]  一直有等待著
[00:05:17.000 --> 00:05:19.000]  一直有留意著的
[00:05:19.000 --> 00:05:23.000]  所以約翰知道所謂拯救者要來的時候
[00:05:23.000 --> 00:05:24.000]  他都在想
[00:05:24.000 --> 00:05:29.000]  這個耶穌是不是真的那位彌賽亞
[00:05:29.000 --> 00:05:32.000]  於是就派門徒去見耶穌
[00:05:32.000 --> 00:05:35.000]  顯明約翰去的時候
[00:05:35.000 --> 00:05:37.000]  不是要朝拜耶穌
[00:05:37.000 --> 00:05:39.000]  是他都帶著疑問
[00:05:39.000 --> 00:05:44.000]  而疑問亦都傳到給門徒有一種疑問
[00:05:44.000 --> 00:05:47.000]  那幫門徒就問耶穌
[00:05:47.000 --> 00:05:51.000]  將來要來的那個是不是你
[00:05:51.000 --> 00:05:56.000]  還是我們要等其他人
[00:05:56.000 --> 00:05:58.000]  你想像一下
[00:05:58.000 --> 00:06:02.000]  如果你的老師他都帶著疑問
[00:06:02.000 --> 00:06:04.000]  叫你問一個帶著疑問的問題
