
[00:00:00.000 --> 00:00:03.000]  大英聖會平安,中秋節快樂
[00:00:03.000 --> 00:00:07.000]  感謝主讓我再一次有機會跟大家分享訊息
[00:00:07.000 --> 00:00:11.000]  上個星期教會有「亦要加加力」的報道會
[00:00:11.000 --> 00:00:12.000]  有多少人參與?
[00:00:12.000 --> 00:00:14.000]  可不可以舉手?
[00:00:14.000 --> 00:00:18.000]  那天很開心有200人參與
[00:00:18.000 --> 00:00:22.000]  當中見到有不同堂會一起服侍的美麗圖畫
[00:00:22.000 --> 00:00:24.000]  更加感謝主的地方是
[00:00:24.000 --> 00:00:26.000]  那天有人脫節信耶穌
[00:00:26.000 --> 00:00:30.000]  在報道會裏面有一句說話
[00:00:30.000 --> 00:00:33.000]  余德信博士分享了一句令我很深刻的說話
[00:00:33.000 --> 00:00:41.000]  他說:小孩子每天笑三百次四百次
[00:00:41.000 --> 00:00:44.000]  當活動的時間是十個小時
[00:00:44.000 --> 00:00:47.000]  即是每小時笑三十次
[00:00:47.000 --> 00:00:49.000]  兩分鐘就會笑一次
[00:00:49.000 --> 00:00:50.000]  但是成年人呢?
[00:00:50.000 --> 00:00:52.000]  大家知不知道答案是什麼?
[00:00:53.000 --> 00:00:56.000]  只是每天笑六次
[00:00:56.000 --> 00:00:58.000]  我發現是喔
[00:00:58.000 --> 00:01:00.000]  果然是真的
[00:01:00.000 --> 00:01:01.000]  為什麼這樣說呢?
[00:01:01.000 --> 00:01:04.000]  我的女兒經常都很容易就笑
[00:01:04.000 --> 00:01:08.000]  而且她那種笑是從心底而發出來的笑容
[00:01:08.000 --> 00:01:13.000]  簡單到我只要說一句
[00:01:13.000 --> 00:01:15.000]  爸爸有一隻臭腳
[00:01:15.000 --> 00:01:17.000]  她就會笑一頓
[00:01:17.000 --> 00:01:20.000]  大家下次見到她的時候
[00:01:20.000 --> 00:01:22.000]  可以聞一下她的臭腳
[00:01:22.000 --> 00:01:25.000]  因為這種臭腳她拍了很多照片
[00:01:25.000 --> 00:01:27.000]  我整個電話
[00:01:27.000 --> 00:01:30.000]  大概有千張都是這些腳的照片
[00:01:30.000 --> 00:01:33.000]  不知道有什麼好笑的
[00:01:33.000 --> 00:01:36.000]  然後我又再想
[00:01:36.000 --> 00:01:40.000]  到底自己在我自己裏面
[00:01:40.000 --> 00:01:44.000]  有多久沒有真正從心底裏面笑過
[00:01:44.000 --> 00:01:47.000]  大家也有多久沒有從心底裏面笑過呢?
[00:01:49.000 --> 00:01:52.000]  大家知不知道有一份報告
[00:01:52.000 --> 00:01:54.000]  叫做世界快樂報告
[00:01:54.000 --> 00:01:57.000]  這份報告去衡量國家
[00:01:57.000 --> 00:01:59.000]  或者城市是否快樂
[00:01:59.000 --> 00:02:04.000]  他們會透過人均的國內生產總值
[00:02:04.000 --> 00:02:06.000]  或者他的健康壽命
[00:02:06.000 --> 00:02:07.000]  社會的支援
[00:02:07.000 --> 00:02:10.000]  或者人生抉擇的自由等等
[00:02:10.000 --> 00:02:11.000]  去衡量
[00:02:11.000 --> 00:02:13.000]  到底去計算那個國家
[00:02:13.000 --> 00:02:16.000]  到底在世界裏面的快樂排名是多少
[00:02:16.000 --> 00:02:19.000]  見到新聞裏面這樣說
[00:02:19.000 --> 00:02:22.000]  香港的快樂排名其實不是很高的
[00:02:22.000 --> 00:02:24.000]  2017年排在71
[00:02:24.000 --> 00:02:26.000]  但是今年2022年
[00:02:26.000 --> 00:02:28.000]  已經跌到81位了
[00:02:28.000 --> 00:02:31.000]  最近幾年的新聞
[00:02:31.000 --> 00:02:33.000]  真的叫我們很不開心
[00:02:33.000 --> 00:02:34.000]  加上疫情
[00:02:34.000 --> 00:02:36.000]  現在每一天都過萬宗
[00:02:36.000 --> 00:02:38.000]  有新聞這樣形容
[00:02:38.000 --> 00:02:40.000]  就是說香港在第五個裏面
[00:02:40.000 --> 00:02:42.000]  其實有五個家庭裏面
[00:02:42.000 --> 00:02:45.000]  有一個家庭其實會在不開心裏面
[00:02:45.000 --> 00:02:47.000]  有研究就是香港
[00:02:47.000 --> 00:02:49.000]  大概有四成的香港人都不快樂
[00:02:49.000 --> 00:02:51.000]  我於是去看
[00:02:51.000 --> 00:02:53.000]  就是看這個環境
[00:02:53.000 --> 00:02:55.000]  我們只會越看越傷心
[00:02:55.000 --> 00:02:57.000]  但是有些什麼方法
[00:02:57.000 --> 00:02:59.000]  令到我們可以開心一點呢
[00:02:59.000 --> 00:03:02.000]  於是我又再上網去找一找
[00:03:02.000 --> 00:03:04.000]  我就搜尋到
[00:03:04.000 --> 00:03:07.000]  這個23個快樂的方法
[00:03:07.000 --> 00:03:09.000]  不知道大家一路看的時候
[00:03:09.000 --> 00:03:11.000]  認不認同裏面所講的東西
[00:03:11.000 --> 00:03:13.000]  但是當我越看的時候
[00:03:13.000 --> 00:03:14.000]  我就越不快樂
[00:03:14.000 --> 00:03:15.000]  為什麼呢
[00:03:15.000 --> 00:03:17.000]  因為越看就越覺得有壓力
[00:03:17.000 --> 00:03:19.000]  譬如這樣講
[00:03:19.000 --> 00:03:20.000]  他說其中一個方法
[00:03:20.000 --> 00:03:22.000]  就是翻轉你的想法
[00:03:22.000 --> 00:03:23.000]  他這樣形容
[00:03:23.000 --> 00:03:24.000]  就是調轉你的想法
[00:03:24.000 --> 00:03:28.000]  如果我們上班的人很明白
[00:03:28.000 --> 00:03:31.000]  就是星期一會被形容為一個Blue Monday
[00:03:31.000 --> 00:03:34.000]  就是一個很灰
[00:03:34.000 --> 00:03:36.000]  因為又要再上班的一個星期一
[00:03:36.000 --> 00:03:39.000]  星期五就形容一個Good Friday
[00:03:39.000 --> 00:03:41.000]  他說你可以試試調轉去想
[00:03:41.000 --> 00:03:44.000]  可以去想星期一是一個新的開始
[00:03:44.000 --> 00:03:46.000]  這個是一個方法
[00:03:46.000 --> 00:03:49.000]  另外一個方法叫做十五的原則
[00:03:49.000 --> 00:03:51.000]  這個十五的原則是什麼呢
[00:03:51.000 --> 00:03:54.000]  就是對著距離你十尺以外的人
[00:03:54.000 --> 00:03:56.000]  展示一個微笑
[00:03:56.000 --> 00:03:58.000]  對著你五尺的人
[00:03:58.000 --> 00:04:01.000]  展示你的眼神關注
[00:04:01.000 --> 00:04:02.000]  並且Say Hi
[00:04:02.000 --> 00:04:04.000]  你就會快樂
[00:04:04.000 --> 00:04:06.000]  現在試試對著大家微笑
[00:04:06.000 --> 00:04:08.000]  對著大家Say Hi
[00:04:08.000 --> 00:04:10.000]  看看大家會不會快樂一點呢
[00:04:10.000 --> 00:04:15.000]  又或者寫下一些感謝
[00:04:15.000 --> 00:04:16.000]  或者令你快樂的事
[00:04:16.000 --> 00:04:19.000]  要寫十樣
[00:04:19.000 --> 00:04:21.000]  這件事就令我很大壓力
[00:04:21.000 --> 00:04:23.000]  為什麼寫來寫去只有兩三樣
[00:04:23.000 --> 00:04:25.000]  越寫就越覺得自己很不快樂
[00:04:25.000 --> 00:04:28.000]  這些到底是不是真的叫我們快樂的方法
[00:04:28.000 --> 00:04:31.000]  也不知道大家認同有多少這些方法
[00:04:31.000 --> 00:04:33.000]  令我們可以換取快樂
[00:04:33.000 --> 00:04:37.000]  所以我覺得應該有另一個方法
[00:04:37.000 --> 00:04:38.000]  一個更加有效的方法
[00:04:38.000 --> 00:04:40.000]  就是回到神那裡
[00:04:40.000 --> 00:04:41.000]  去祈禱
[00:04:41.000 --> 00:04:43.000]  去看神的話
[00:04:43.000 --> 00:04:45.000]  而聖經有一本書
[00:04:45.000 --> 00:04:47.000]  它是以喜樂為主題
[00:04:47.000 --> 00:04:49.000]  沒錯就是今天我們要講的經文
[00:04:49.000 --> 00:04:50.000]  肥大秘書
[00:04:50.000 --> 00:04:54.000]  容許我們一起去祈禱
[00:04:54.000 --> 00:04:55.000]  親愛的主啊
[00:04:55.000 --> 00:04:56.000]  感謝你今天裡面
[00:04:56.000 --> 00:04:59.000]  你藉著你的話再一次去鼓勵我們
[00:04:59.000 --> 00:05:01.000]  今天你藉著經文
[00:05:01.000 --> 00:05:02.000]  你告訴我們
[00:05:02.000 --> 00:05:04.000]  賜下我們生命中的喜樂
[00:05:04.000 --> 00:05:06.000]  是能夠去認識你
[00:05:06.000 --> 00:05:07.000]  主啊
[00:05:07.000 --> 00:05:08.000]  求你在今天裡面
[00:05:08.000 --> 00:05:10.000]  願你的聖靈去指引我們
[00:05:10.000 --> 00:05:12.000]  也教我們好像保羅一樣
[00:05:12.000 --> 00:05:15.000]  去擁有耶穌基督在他生命當中
[00:05:15.000 --> 00:05:18.000]  那個喜樂是世界不能夠似的
[00:05:18.000 --> 00:05:21.000]  所以主願你在當中去引領我們
[00:05:21.000 --> 00:05:23.000]  一步一步地帶領我們
[00:05:23.000 --> 00:05:24.000]  聖靈我有求你
[00:05:24.000 --> 00:05:25.000]  在這一刻
[00:05:25.000 --> 00:05:26.000]  你來充滿我們
[00:05:26.000 --> 00:05:28.000]  那份真正的喜樂
[00:05:28.000 --> 00:05:30.000]  唯有在聖靈的同在裡面
[00:05:30.000 --> 00:05:31.000]  我們才能夠感受得到
[00:05:31.000 --> 00:05:33.000]  所以主願你親自來引領
[00:05:33.000 --> 00:05:34.000]  聽我們祈禱
[00:05:34.000 --> 00:05:37.000]  奉教主耶穌 得信名至祈求 阿們
[00:05:37.000 --> 00:05:39.000]  讓我們先了解
[00:05:39.000 --> 00:05:41.000]  菲勒比書的背景
[00:05:41.000 --> 00:05:43.000]  菲勒比書是一個
[00:05:43.000 --> 00:05:46.000]  菲勒比市是一個什麼地方呢
[00:05:46.000 --> 00:05:49.000]  它就是位於在希臘的東北部
[00:05:49.000 --> 00:05:52.000]  是在愛琴海的北岸的地方
[00:05:52.000 --> 00:05:53.000]  那個地方其實是一個
[00:05:53.000 --> 00:05:55.000]  很小的市鎮
[00:05:55.000 --> 00:05:59.000]  那裡有很少的猶太人居住
[00:05:59.000 --> 00:06:02.000]  所以那裡是沒有猶太的會堂
[00:06:02.000 --> 00:06:04.000]  這個地方經歷了兩場
[00:06:04.000 --> 00:06:06.000]  暗殺海撒大帝的戰爭
[00:06:06.000 --> 00:06:08.000]  因為戰爭失敗之後
[00:06:08.000 --> 00:06:10.000]  成為了羅馬
[00:06:10.000 --> 00:06:12.000]  即是殖民地的地方
[00:06:12.000 --> 00:06:15.000]  如果你在菲勒比城裡面
[00:06:15.000 --> 00:06:16.000]  是一個羅馬的公民
[00:06:16.000 --> 00:06:19.000]  你會享有一些法律的權利
[00:06:19.000 --> 00:06:20.000]  那是什麼呢
[00:06:20.000 --> 00:06:21.000]  就是男子 男人
[00:06:21.000 --> 00:06:23.000]  你可以有權去投票
[00:06:23.000 --> 00:06:24.000]  有權去納約
