
[00:00:00.000 --> 00:00:02.000]  今天在復活節的主題裡面
[00:00:02.000 --> 00:00:04.200]  也成為了我們的主題
[00:00:04.200 --> 00:00:06.700]  是要成為一個神蹟的器皿
[00:00:06.700 --> 00:00:09.400]  在人類歷史裡面曾經有一段時間
[00:00:09.400 --> 00:00:16.000]  因為人民主義、哲學、理性主義、科學主義的興起
[00:00:16.000 --> 00:00:19.900]  曾經是一段非常長的時間
[00:00:19.900 --> 00:00:23.400]  直到今天這個影響都繼續存在的
[00:00:23.400 --> 00:00:29.700]  有人認為所有的真理必須要經過理性和科學的審批之下
[00:00:29.700 --> 00:00:32.200]  才能夠可以站立
[00:00:32.200 --> 00:00:34.200]  其實到今天開始
[00:00:34.200 --> 00:00:36.800]  我們大家知道人的理性是很有限
[00:00:36.800 --> 00:00:39.000]  甚至有很多的盲點
[00:00:39.000 --> 00:00:43.200]  又科學都不能夠完全解釋所有的問題
[00:00:43.200 --> 00:00:46.900]  我們感謝主在這段教會歷史裡面
[00:00:46.900 --> 00:00:49.800]  曾經有神學家甚至悉經學者
[00:00:49.800 --> 00:00:53.000]  這個影響到今天都是仍然存在的
[00:00:53.000 --> 00:00:56.600]  不要忘記我們在說的不是已經發生完
[00:00:56.600 --> 00:00:59.600]  不再存在的一種思潮
[00:00:59.600 --> 00:01:02.700]  這種思潮影響到今天是繼續存在的
[00:01:02.700 --> 00:01:04.700]  有一班的神學家
[00:01:04.700 --> 00:01:06.700]  或者一班的
[00:01:06.700 --> 00:01:08.700]  聯同一班的悉經學者
[00:01:08.700 --> 00:01:14.500]  因為受到理性和科學主義的影響底下
[00:01:14.500 --> 00:01:21.000]  去試圖將聖經裡面難以接受的神蹟去除了
[00:01:21.000 --> 00:01:26.000]  我們叫做在神學上的專稱叫做「非神話化」
[00:01:26.000 --> 00:01:30.400]  在這個過程裡面差不多是由舊約到新約
[00:01:30.400 --> 00:01:34.600]  所有的神蹟包括約旦河水的分開
[00:01:34.600 --> 00:01:37.600]  紅海的分開
[00:01:37.600 --> 00:01:40.200]  瑪那的出現
[00:01:40.200 --> 00:01:43.800]  五餅二魚的餵飽五千人等等的神蹟
[00:01:43.800 --> 00:01:47.600]  包括復活都是不可信的
[00:01:47.600 --> 00:01:51.800]  很難想像神學家會不相信神蹟
[00:01:51.800 --> 00:01:54.800]  解經學者不相信神蹟
[00:01:54.800 --> 00:01:59.800]  不要忘記到今天這個影響仍然存在
[00:01:59.800 --> 00:02:02.800]  我們感謝神在教會歷史裡面
[00:02:02.800 --> 00:02:06.800]  也都容讓了靈隱運動在1900年出現
[00:02:06.800 --> 00:02:11.800]  將一股新氣就是神蹟騎士再一次在教會發生
[00:02:11.800 --> 00:02:15.800]  當然靈隱運動帶來的另一種負面的影響
[00:02:15.800 --> 00:02:16.800]  我們遲一點再說
[00:02:16.800 --> 00:02:19.800]  但是確實神容許這件事情發生
[00:02:19.800 --> 00:02:23.800]  是帶給當時高舉理性和科學主義的人
[00:02:23.800 --> 00:02:27.800]  一個很大的衝擊到今天為止仍然是
[00:02:27.800 --> 00:02:29.800]  這個衝擊再一次告訴我們
[00:02:29.800 --> 00:02:32.800]  我們的信仰不是單單只是理性的
[00:02:32.800 --> 00:02:35.800]  我們的信仰不是只是講道德的
[00:02:35.800 --> 00:02:40.800]  我們的信仰不是只是講品格的修為
[00:02:40.800 --> 00:02:43.800]  如果基督教信仰只是淪落到
[00:02:43.800 --> 00:02:46.800]  是剩下理性品格的修為
[00:02:46.800 --> 00:02:50.800]  或者道德倫理的一個標準的話
[00:02:50.800 --> 00:02:53.800]  基督教就不是基督教
[00:02:53.800 --> 00:02:55.800]  為什麼這麼說呢?
[00:02:55.800 --> 00:02:56.800]  因為在保羅來說
[00:02:56.800 --> 00:03:03.800]  是再次重申了復活是基督教一個偉大的神蹟
[00:03:03.800 --> 00:03:04.800]  不只是這樣
[00:03:04.800 --> 00:03:08.800]  也是一個非常重要的核心信仰
[00:03:08.800 --> 00:03:10.800]  試想一下,弟兄姊妹
[00:03:10.800 --> 00:03:13.800]  當我們今天下午去浸禮的時候
[00:03:13.800 --> 00:03:15.800]  我們往往要問一個問題
[00:03:15.800 --> 00:03:17.800]  就是受浸的人
[00:03:17.800 --> 00:03:21.800]  願不願意口裏面承認耶穌基督為主
[00:03:21.800 --> 00:03:25.800]  心裏面相信耶穌基督從死裏面復活
[00:03:25.800 --> 00:03:28.800]  保羅用了一個這麼簡單的騙語
[00:03:28.800 --> 00:03:33.800]  在初期教會裏面就成為了信仰的核心
[00:03:33.800 --> 00:03:34.800]  這麼簡單的騙語
[00:03:34.800 --> 00:03:36.800]  就告訴你和我知道
[00:03:36.800 --> 00:03:39.800]  基督教的信仰就是這麼簡單
[00:03:39.800 --> 00:03:42.800]  是我們要將我們的生命宣告
[00:03:42.800 --> 00:03:44.800]  耶穌基督是我們生命的主
[00:03:44.800 --> 00:03:47.800]  但是怎麼說,耶穌基督是你生命的主
[00:03:47.800 --> 00:03:50.800]  其實從我們信主到我們死
[00:03:50.800 --> 00:03:52.800]  都是在學習的功課
[00:03:52.800 --> 00:03:55.800]  我們不斷要將我們生命的主權交給你為主
[00:03:55.800 --> 00:03:58.800]  不斷將我們生命的主權交給你為主
[00:03:58.800 --> 00:04:00.800]  何時我們不願意交給他的時候
[00:04:00.800 --> 00:04:06.800]  何時我們就是任意妄為驕傲的時刻
[00:04:06.800 --> 00:04:10.800]  第二,就是我們必須相信他從死裏面復活
[00:04:10.800 --> 00:04:13.800]  也是復活是一個很重要的信息
[00:04:13.800 --> 00:04:15.800]  因為在保羅來講
[00:04:15.800 --> 00:04:18.800]  若死人沒有復活,耶穌沒有復活
[00:04:18.800 --> 00:04:21.800]  今日所有的信徒和不信者
[00:04:21.800 --> 00:04:23.800]  對於不信者來說
[00:04:23.800 --> 00:04:27.800]  兩者比較是一個更加悲哀的群體
[00:04:27.800 --> 00:04:29.800]  倒不如我們喝喝玩樂
[00:04:29.800 --> 00:04:32.800]  等候死亡就算了
[00:04:32.800 --> 00:04:34.800]  但是今日我們要確信
[00:04:34.800 --> 00:04:36.800]  從心底裏面確信
[00:04:36.800 --> 00:04:40.800]  耶穌基督真是從死裏面復活
[00:04:40.800 --> 00:04:44.800]  初期教會試圖藉著神蹟騎士證明了
[00:04:44.800 --> 00:04:46.800]  和彰顯了基督復活的大能
[00:04:46.800 --> 00:04:50.800]  在《少林寺傳》4章29-30節
[00:04:50.800 --> 00:04:52.800]  主啊,伸出你的手
[00:04:52.800 --> 00:04:54.800]  讓醫治神蹟騎士
[00:04:54.800 --> 00:04:58.800]  藉著你聖伯耶穌的名行出來
[00:04:58.800 --> 00:05:00.800]  你就開始很明顯知道
[00:05:00.800 --> 00:05:03.800]  為什麼當理性主義和科學主義高舉
[00:05:03.800 --> 00:05:05.800]  是影響了基督教信仰的時候
[00:05:05.800 --> 00:05:07.800]  神蹟騎士不再發生
[00:05:07.800 --> 00:05:10.800]  因為神蹟騎士不是在我們的控制底下
[00:05:10.800 --> 00:05:13.800]  反而我們往往要信服在上帝的帶領底下
[00:05:13.800 --> 00:05:17.800]  去懇求上帝伸出祂大能的手
[00:05:17.800 --> 00:05:18.800]  換句話說
[00:05:18.800 --> 00:05:21.800]  在理性主義和科學主義裏面所信的神
[00:05:21.800 --> 00:05:25.800]  是要透過人理性能夠批判
[00:05:25.800 --> 00:05:27.800]  是能夠思考得通
[00:05:27.800 --> 00:05:29.800]  想得明,解得透
[00:05:29.800 --> 00:05:31.800]  才能夠相信
[00:05:31.800 --> 00:05:34.800]  那位上帝是有限的上帝
[00:05:34.800 --> 00:05:37.800]  因為是人理性能夠完全明白掌握的
[00:05:37.800 --> 00:05:43.800]  所以當有人只是相信理性主義和科學主義的話
[00:05:43.800 --> 00:05:48.800]  他的信仰某程度上是不會相信神蹟的
[00:05:48.800 --> 00:05:51.800]  也都不可能相信神蹟
[00:05:51.800 --> 00:05:53.800]  因為在人的有限裏面
[00:05:53.800 --> 00:05:56.800]  神蹟是不能出現的
[00:05:56.800 --> 00:05:58.800]  在初期教會裏面
[00:05:58.800 --> 00:05:59.800]  使徒都懇求神
[00:05:59.800 --> 00:06:01.800]  神啊,求你伸出你的手
[00:06:01.800 --> 00:06:03.800]  藉著你聖伯耶穌的名
[00:06:03.800 --> 00:06:06.800]  彰顯出神蹟奇事來
[00:06:06.800 --> 00:06:07.800]  為什麼要這樣做?
[00:06:07.800 --> 00:06:10.800]  因為在四章三十三節
[00:06:10.800 --> 00:06:13.800]  使徒以大能見證主耶穌的復活
[00:06:13.800 --> 00:06:16.800]  眾人也都蒙了大恩
[00:06:16.800 --> 00:06:21.800]  今天我們教會能夠彰顯神蹟奇事
[00:06:21.800 --> 00:06:26.800]  不是證明我們的福音的可信性
[00:06:26.800 --> 00:06:29.800]  而是要證明我們的復活主
[00:06:29.800 --> 00:06:31.800]  今天仍然活著
[00:06:31.800 --> 00:06:35.800]  今天主耶穌仍然活著
[00:06:35.800 --> 00:06:37.800]  主耶穌未死之前
[00:06:37.800 --> 00:06:39.800]  未復活之先
[00:06:39.800 --> 00:06:41.800]  祂能夠叫盲的看見
[00:06:41.800 --> 00:06:42.800]  跛的行走
[00:06:42.800 --> 00:06:44.800]  死人復活
[00:06:44.800 --> 00:06:47.800]  如果今天我們說這位主已經復活了
[00:06:47.800 --> 00:06:50.800]  祂能不能夠藉著祂的信仰群體
[00:06:50.800 --> 00:06:52.800]  去施行神蹟
[00:06:52.800 --> 00:06:58.800]  證明祂仍然還在存活
[00:06:58.800 --> 00:07:01.800]  在當中彰顯出祂的大能
[00:07:01.800 --> 00:07:06.800]  這是初期教會一個很重要的核心信仰
[00:07:06.800 --> 00:07:09.800]  不是我們去彰顯神蹟奇事
[00:07:09.800 --> 00:07:13.800]  而是神要藉著我們去彰顯
[00:07:13.800 --> 00:07:16.800]  初期教會使徒的生命是這樣
[00:07:16.800 --> 00:07:19.800]  但是後世的信徒又如何呢?
[00:07:19.800 --> 00:07:21.800]  馬科15:17-18
[00:07:21.800 --> 00:07:33.800]  「信的人將有神蹟,隨著他們者就是奉我名趕鬼,說新方言,手能夠拿蛇,若確了什麼毒物也不會受害,手按病人,病人就好了。」
[00:07:33.800 --> 00:07:35.800]  弟兄姊妹,如果你相信這句話的話
[00:07:35.800 --> 00:07:37.800]  為什麼我們身邊有病的人
[00:07:37.800 --> 00:07:40.800]  我們沒有為他祈禱呢?
[00:07:40.800 --> 00:07:42.800]  我再重申,弟兄姊妹
[00:07:42.800 --> 00:07:44.800]  如果我們相信復活主
[00:07:44.800 --> 00:07:46.800]  我們相信神有醫治的大能
[00:07:46.800 --> 00:07:48.800]  我不知道神醫不醫這個人
[00:07:48.800 --> 00:07:50.800]  但起碼我相信神有醫治的大能
[00:07:50.800 --> 00:07:52.800]  醫不醫這個人是神的主權的話
[00:07:52.800 --> 00:07:55.800]  當我們身邊有人有病的時候
[00:07:55.800 --> 00:07:56.800]  我們不為他祈禱
[00:07:56.800 --> 00:08:02.800]  其實某程度上是剝削了這個病人的權利
[00:08:02.800 --> 00:08:04.800]  想清楚是不是?
[00:08:04.800 --> 00:08:07.800]  不會因為你的信心大小成不成就了這件事
[00:08:07.800 --> 00:08:10.800]  反而是你有沒有做這件事
