
[00:00:00.000 --> 00:00:03.040]  今日和大家分享的題目是
[00:00:03.040 --> 00:00:07.120]  「跨界牧養 建立生命」
[00:00:07.120 --> 00:00:10.640]  我用的經文是《要向方》第四章
[00:00:10.640 --> 00:00:13.580]  一段我們都算是熟悉的經文
[00:00:13.580 --> 00:00:22.480]  是耶穌在井旁和撒瑪利亞婦人一段對話
[00:00:22.480 --> 00:00:27.640]  我想起很多年前我牧養教會的時候
[00:00:27.640 --> 00:00:31.640]  有一次我和一個剛剛離婚的姐妹聊天
[00:00:31.640 --> 00:00:35.360]  我約她聊天 我知道她離婚
[00:00:35.360 --> 00:00:42.560]  我就約她某時某日在一個地方見面
[00:00:42.560 --> 00:00:46.260]  她很聰明 她一坐下就和我說
[00:00:46.260 --> 00:00:52.980]  「牧師 我不想談過去的事情」
[00:00:52.980 --> 00:00:56.200]  這個可以理解 過去的事情 發生的事情
[00:00:56.200 --> 00:01:00.460]  又不開心的事情 是不想談的
[00:01:00.460 --> 00:01:03.120]  我就和她說「不如這樣吧」
[00:01:03.120 --> 00:01:07.500]  「我們不要談過去的事情 我們談將來的事情」
[00:01:07.500 --> 00:01:12.060]  我問她「你前面有什麼打算?」
[00:01:12.060 --> 00:01:17.400]  「你將來的日子計劃怎樣過?」
[00:01:17.400 --> 00:01:22.280]  突然間靜了下來 沉默、無言
[00:01:22.280 --> 00:01:26.280]  我見到她的眼神空洞、面無表情
[00:01:26.280 --> 00:01:31.920]  我見到她迷茫、憔悴
[00:01:31.920 --> 00:01:38.880]  間接告訴我 其實她將來是空白、沒有明天
[00:01:38.880 --> 00:01:41.420]  當然我問這個問題 我不是要為難她
[00:01:41.420 --> 00:01:43.420]  不是要令她尷尬
[00:01:43.420 --> 00:01:48.840]  其實我的目的就是不發生的事情都發生了
[00:01:48.840 --> 00:01:50.840]  我總要活下去的
[00:01:50.840 --> 00:01:58.980]  我沒理由下半生就任由她糟蹋了、浪費了、放棄了
[00:01:58.980 --> 00:02:02.020]  其實我和她談 我很想和她探討一下
[00:02:02.020 --> 00:02:05.740]  是前半生活得不開心
[00:02:05.740 --> 00:02:12.980]  下半生我就想辦法怎樣活得充實一點
[00:02:12.980 --> 00:02:16.120]  經文裏面這位撒瑪利亞婦人
[00:02:16.120 --> 00:02:21.240]  其實聖經對她的著墨不多
[00:02:21.240 --> 00:02:23.920]  特別不知道她有很多的背景
[00:02:23.920 --> 00:02:27.520]  只是看到她有五個丈夫
[00:02:27.520 --> 00:02:30.220]  其實大家可以想像到
[00:02:30.220 --> 00:02:34.800]  第一世紀一個相對保守的社會
[00:02:34.800 --> 00:02:38.720]  一個女人有五個丈夫
[00:02:38.720 --> 00:02:42.620]  很難被社會接納
[00:02:42.620 --> 00:02:46.660]  可能因為這個原因 在正午的時份
[00:02:46.660 --> 00:02:48.420]  她來到井棚打水
[00:02:48.420 --> 00:02:55.880]  正午 全世界的人都躲在室內的地方
[00:02:55.880 --> 00:02:59.060]  避開這個猛烈的陽光
[00:02:59.060 --> 00:03:04.300]  她選擇這個時候來打水 什麼目的?
[00:03:04.300 --> 00:03:08.440]  可能是避開人群 不敢面對淪陷
[00:03:08.440 --> 00:03:14.360]  免得跟人碰面打招呼 人家問長問短
[00:03:14.360 --> 00:03:18.260]  我又想一下 其實她有沒有朋友呢?
[00:03:18.260 --> 00:03:21.720]  有沒有社交生活呢? 有沒有閨密呢?
[00:03:21.720 --> 00:03:24.440]  有沒有可以談心事的人呢?
[00:03:24.440 --> 00:03:32.520]  有沒有對象可以和她來分擔生活裏面的擔子呢?
[00:03:32.520 --> 00:03:35.280]  或者我要說 如果她要在個人生活上
[00:03:35.280 --> 00:03:41.580]  家庭或者職場活出她真實勇毅
[00:03:41.580 --> 00:03:45.820]  緊貼時代的使命 她怎樣可以活得出來呢?
[00:03:45.820 --> 00:03:52.180]  或者我們想她的下半生還有沒有使命可講呢?
[00:03:52.180 --> 00:03:55.860]  如果我有機會讀《楊康第四章》
[00:03:55.860 --> 00:04:04.200]  我會留意到超過三分二的篇幅是說話、對白
[00:04:04.200 --> 00:04:08.840]  而且那個對白不是獨白 是對話、是聊天的
[00:04:08.840 --> 00:04:12.320]  有計談的、有交流的、有問有答的
[00:04:12.320 --> 00:04:14.660]  你發覺耶穌問出第一句話
[00:04:14.660 --> 00:04:18.300]  我們叫祂破冰 Break the ice
[00:04:18.300 --> 00:04:23.060]  然後和這個撒瑪利亞婦人展開一連串的對話
[00:04:23.060 --> 00:04:25.880]  你可以說《楊康第四章》
[00:04:25.880 --> 00:04:28.720]  耶穌和撒瑪利亞婦人的交談
[00:04:28.720 --> 00:04:32.920]  是一個非常有意義的談話
[00:04:32.920 --> 00:04:38.040]  改變了撒瑪利亞婦人的一生的方向
[00:04:38.040 --> 00:04:40.680]  所以今天我想和大家探討一下
[00:04:40.680 --> 00:04:44.960]  耶穌和撒瑪利亞婦人他們這一段的談話
[00:04:44.960 --> 00:04:51.180]  我們想看看耶穌所做的三個行動
[00:04:51.180 --> 00:04:53.940]  我們先來看第一個行動
[00:04:53.940 --> 00:04:59.240]  祂跨越圍牆 主動打破沉默
[00:04:59.240 --> 00:05:02.760]  《楊康第四章》三到六節
[00:05:02.760 --> 00:05:05.360]  祂 指的是耶穌
[00:05:05.360 --> 00:05:09.560]  耶穌就離開猶太 又回加利尼去
[00:05:09.560 --> 00:05:11.600]  祂必須經過撒瑪利亞
[00:05:11.600 --> 00:05:14.320]  於是到了撒瑪利亞的一座城
[00:05:14.320 --> 00:05:19.220]  名叫聚加靠近雅各及他兒子約瑟的那塊地
[00:05:19.220 --> 00:05:22.100]  雅各井就在那裡
[00:05:22.100 --> 00:05:24.960]  耶穌因裡逃避佛坐在城堡
[00:05:24.960 --> 00:05:29.640]  那時約瑟交代了很多當時的場景
[00:05:29.640 --> 00:05:37.780]  他特別提到從南面的猶太地要北上加利尼
[00:05:37.780 --> 00:05:41.600]  最直接的路線或者最短的路線
[00:05:41.600 --> 00:05:45.960]  就是穿過撒瑪利亞 由南到北
[00:05:45.960 --> 00:05:50.500]  不過當時猶太人多數不是這麼走
[00:05:50.500 --> 00:05:53.960]  他不屑經過撒瑪利亞地區
[00:05:53.960 --> 00:05:56.880]  他選擇不經過 寧願走遠一點的路
[00:05:56.880 --> 00:06:00.160]  繞路走 避開撒瑪利亞
[00:06:00.160 --> 00:06:04.280]  在《約翰福音》第四章第九節
[00:06:04.280 --> 00:06:07.660]  他提了一個這樣的說法
[00:06:07.660 --> 00:06:12.980]  他說猶太人和撒瑪利亞人沒有來往的
[00:06:12.980 --> 00:06:17.640]  這個是他們當時兩個不同的種族之間
[00:06:17.640 --> 00:06:23.700]  有很大的鴻溝、社交距離
[00:06:23.700 --> 00:06:28.380]  我們去到第四章 第四節他說
[00:06:28.380 --> 00:06:32.480]  他耶穌必須經過撒瑪利亞
[00:06:32.480 --> 00:06:34.700]  這個必須為什麼必須呢?
[00:06:34.700 --> 00:06:37.460]  我們說這個必須是神學性的必須
[00:06:37.460 --> 00:06:40.300]  是帶著使命的必須
[00:06:40.300 --> 00:06:44.600]  他為了要達成他的使命
[00:06:44.600 --> 00:06:47.360]  他必須經過撒瑪利亞
[00:06:47.360 --> 00:06:50.380]  是真的 事實上後來我們發現
[00:06:50.380 --> 00:06:57.060]  因為這個必須扭轉了撒瑪利亞婦人的人生
[00:06:57.060 --> 00:07:01.000]  第七節 有一個撒瑪利亞婦人來打水
[00:07:01.000 --> 00:07:03.340]  耶穌對她說 請你給我水喝
[00:07:03.340 --> 00:07:06.500]  因為那時滿土樽城賣食物去了
[00:07:06.500 --> 00:07:07.960]  撒瑪利亞婦人對她說
[00:07:07.960 --> 00:07:08.820]  你是猶太人
[00:07:08.820 --> 00:07:12.920]  怎麼向我一個撒瑪利亞人要水喝呢?
[00:07:12.920 --> 00:07:17.460]  因為猶太人和撒瑪利亞人沒有來往
[00:07:17.460 --> 00:07:21.300]  耶穌不僅打破了地域的界限
[00:07:21.300 --> 00:07:23.540]  刻意經過撒瑪利亞
[00:07:23.540 --> 00:07:27.260]  他跨越了社群的隔膜
[00:07:27.260 --> 00:07:30.240]  請你給我水喝
[00:07:30.240 --> 00:07:32.420]  祂說請你給我水喝
[00:07:32.420 --> 00:07:35.860]  他打破了種族的隔膜
[00:07:35.860 --> 00:07:36.860]  社群的隔膜
[00:07:36.860 --> 00:07:38.480]  宗教的隔膜
[00:07:38.480 --> 00:07:42.000]  和性別的隔膜
[00:07:42.000 --> 00:07:44.940]  撒瑪利亞人和猶太人
[00:07:44.940 --> 00:07:51.760]  在種族、身份、信仰、文化、理念上很多的差異
[00:07:51.760 --> 00:07:55.020]  耶穌這個主動的跨界行動
[00:07:55.020 --> 00:07:57.460]  為撒瑪利亞婦人帶來不安
[00:07:57.460 --> 00:07:59.580]  祂說你是猶太人
[00:07:59.580 --> 00:08:03.840]  怎麼向我一個撒瑪利亞人要水喝呢?
[00:08:03.840 --> 00:08:05.120]  你是猶太人
[00:08:05.120 --> 00:08:06.700]  我和你不同種族
[00:08:06.700 --> 00:08:07.900]  我和你不同的階層
[00:08:07.900 --> 00:08:09.300]  我和你不同的性別
[00:08:09.300 --> 00:08:16.540]  你為什麼會向我這個人要水喝呢?
[00:08:16.540 --> 00:08:23.300]  耶穌跨界主動的溝通
[00:08:23.300 --> 00:08:28.860]  啟動了一次不一樣的對話
[00:08:28.860 --> 00:08:30.780]  高靈
[00:08:30.780 --> 00:08:32.700]  他原本是埃及人
[00:08:32.700 --> 00:08:35.100]  一個記者
[00:08:35.100 --> 00:08:43.100]  他曾經在埃及透過社交媒體動員很多的群眾
[00:08:43.100 --> 00:08:47.560]  結果當時推翻了當時埃及的獨裁者
[00:08:47.560 --> 00:08:50.060]  穆巴拉克總統
[00:08:50.060 --> 00:08:53.060]  後來經過一輪的政治動盪之後
[00:08:53.060 --> 00:08:56.140]  他離開了埃及 去了美國
[00:08:56.140 --> 00:08:58.220]  他在美國定居
[00:08:58.220 --> 00:08:59.660]  後來進入了Facebook
[00:08:59.660 --> 00:09:03.320]  這個社交媒體機構裡面工作
[00:09:03.320 --> 00:09:06.160]  有一次他給了一個TikTok
[00:09:06.160 --> 00:09:08.320]  猶太人很出名的TikTok
[00:09:08.320 --> 00:09:11.980]  他在TikTok裡面講了一句這樣的說話
[00:09:11.980 --> 00:09:15.380]  I once said if you want to liberate a society
[00:09:15.380 --> 00:09:17.780]  all you need is the internet
[00:09:17.780 --> 00:09:18.900]  他說我曾經說過
[00:09:18.900 --> 00:09:20.900]  如果我想要解放一個社會
[00:09:20.900 --> 00:09:24.980]  我只需要運用互聯網就可以了
[00:09:24.980 --> 00:09:26.460]  然後他接著說
[00:09:26.460 --> 00:09:29.660]  I was wrong 我錯了
[00:09:29.660 --> 00:09:31.100]  什麼意思?
[00:09:31.100 --> 00:09:35.380]  他的心願原來就是要用互聯網這個工具
[00:09:35.380 --> 00:09:37.840]  去打破社會的界線
[00:09:37.840 --> 00:09:42.640]  他很想強調不同階層的人是需要有溝通
[00:09:42.640 --> 00:09:45.380]  然後他一直以為互聯網
[00:09:45.380 --> 00:09:49.420]  是打破人際關係界線的一個最有效的武器
[00:09:49.420 --> 00:09:54.120]  他竟然說I was wrong 我錯了
[00:09:54.120 --> 00:09:57.980]  那個年他在Facebook裡面做
[00:09:57.980 --> 00:10:00.380]  他很倒霉 我要說他
[00:10:00.380 --> 00:10:07.360]  他說很多人在Facebook看兩三段的短片
[00:10:07.360 --> 00:10:10.920]  就以為能夠知道天下事
[00:10:10.920 --> 00:10:13.540]  他說那些短片不是新聞
[00:10:13.540 --> 00:10:18.760]  那些視頻的短片只是傳遞了一些觀點
[00:10:18.760 --> 00:10:20.340]  一些單一的觀點
[00:10:20.340 --> 00:10:22.640]  是經過發帖文的人
[00:10:22.640 --> 00:10:27.260]  他修葺過、自裁剪過的一些觀點
[00:10:27.260 --> 00:10:30.800]  他說那些觀點、那些短片不能夠為我們帶來
[00:10:30.800 --> 00:10:33.540]  consensus 不能夠為我們帶來交流
[00:10:33.540 --> 00:10:36.920]  只是為我們帶來polarization 帶來兩極化
[00:10:36.920 --> 00:10:38.160]  他還這麼說
[00:10:38.160 --> 00:10:41.060]  他說Social media amplifies the effect
[00:10:41.060 --> 00:10:44.820]  by facilitating the spread of misinformation
[00:10:44.820 --> 00:10:48.520]  rumors, echo chambers, and hate speech
[00:10:48.520 --> 00:10:51.280]  他說社交媒體強化了這種情況
[00:10:51.280 --> 00:11:00.280]  就助長了散佈錯誤的信息、謠言和溫層、仇恨言論
[00:11:00.280 --> 00:11:02.380]  說出一番這樣的說話的人
[00:11:02.380 --> 00:11:05.200]  是曾經活躍在社交媒體
[00:11:05.200 --> 00:11:08.380]  曾經用互聯網來動員群眾
[00:11:08.380 --> 00:11:12.700]  甚至他仍然在社交媒體機構裡面任職的人
[00:11:12.700 --> 00:11:14.860]  他說出一番這樣的說話
[00:11:14.860 --> 00:11:16.680]  I was wrong
[00:11:16.680 --> 00:11:21.740]  是的 當人長期活在自我感覺良好的同溫層
[00:11:21.740 --> 00:11:26.360]  我們只是和一些和我們背景相近、觀點相同
[00:11:26.360 --> 00:11:29.040]  和我們類近的生活方式相同的人
[00:11:29.040 --> 00:11:32.360]  來到一起生活的時候、社交的時候
[00:11:32.360 --> 00:11:35.040]  就不能夠好像耶穌那樣
[00:11:35.040 --> 00:11:38.860]  接觸世界被忽略的人
[00:11:38.860 --> 00:11:42.800]  接觸在自我隔離的人、接觸自我放棄的人
[00:11:42.800 --> 00:11:47.740]  我們活不出真實、勇毅、緊貼時代的使命
[00:11:47.740 --> 00:11:50.040]  我記得我以前
[00:11:50.040 --> 00:11:53.020]  我的舞會是一間潮語教會
[00:11:53.020 --> 00:11:55.020]  潮州話的教會
[00:11:55.020 --> 00:11:59.200]  這間教會就是在50、60年代開始的時候
[00:11:59.200 --> 00:12:06.200]  就見到很多在潮汕鄉下走難來香港的人
[00:12:06.200 --> 00:12:09.900]  向他們傳福音、幫助他們
[00:12:09.900 --> 00:12:13.160]  我後來參加了這間教會
[00:12:13.160 --> 00:12:14.660]  我雖然是潮州人
[00:12:14.660 --> 00:12:17.460]  不過我其實在香港長大 受教育
[00:12:17.460 --> 00:12:20.460]  所以我舞語都是講廣東話的
[00:12:20.460 --> 00:12:24.880]  在家裡 我爸爸媽媽和我說話的時候
[00:12:24.880 --> 00:12:26.500]  聊天的時候 他用潮州話
[00:12:26.500 --> 00:12:28.500]  我用廣東話回答他
[00:12:28.500 --> 00:12:30.000]  我們相安無事
[00:12:30.000 --> 00:12:34.100]  我的潮州話 我叫「識聽唔識講」
[00:12:34.100 --> 00:12:37.100]  潮州話「北聽唔北答」
[00:12:37.100 --> 00:12:42.320]  在教會有時候遇見年長的會友
[00:12:42.320 --> 00:12:44.320]  他們講潮州話
[00:12:44.320 --> 00:12:49.300]  和他們打招呼 聊天 聊幾句
[00:12:49.300 --> 00:12:52.680]  我就是很想盡量遷就他們
[00:12:52.680 --> 00:12:54.680]  盡量用潮州話
[00:12:54.680 --> 00:12:58.580]  用那些不含淡、不是很純正的潮州話
[00:12:58.580 --> 00:13:00.580]  和他們聊天
[00:13:00.580 --> 00:13:06.120]  聊了幾句 他們自然就發現我的潮州話很不濟
[00:13:06.120 --> 00:13:08.680]  於是他就遷就我
[00:13:08.680 --> 00:13:13.760]  他就用廣東話、本地話來和我聊天
[00:13:13.760 --> 00:13:17.160]  但其實他的廣東話、本地話都是很不純正
[00:13:17.160 --> 00:13:19.160]  很不流利的
[00:13:19.160 --> 00:13:24.100]  於是我又不忍心對方用他的很吃力的廣東話
[00:13:24.100 --> 00:13:26.860]  我又用潮州話和他聊天
[00:13:26.860 --> 00:13:28.060]  聊著聊著就發現
[00:13:28.060 --> 00:13:33.260]  大家都是用自己不是太熟悉的語言
[00:13:33.260 --> 00:13:37.580]  的第二語言來和對方溝通
[00:13:37.580 --> 00:13:41.980]  我發覺這個似乎是一幅很美麗的圖畫
[00:13:41.980 --> 00:13:42.640]  什麼意思呢?
[00:13:42.640 --> 00:13:47.140]  就是說大家為了遷就對方、適應對方
[00:13:47.140 --> 00:13:51.300]  不想令對方為難、不想為對方帶來不方便
[00:13:51.300 --> 00:13:57.840]  而選擇用對方的母語來交談
[00:13:57.840 --> 00:14:00.060]  跨界的溝通
[00:14:00.060 --> 00:14:02.860]  要服侍人、要活出使命
[00:14:02.860 --> 00:14:07.320]  耶穌的第一行動就是跨越圍牆
[00:14:07.320 --> 00:14:10.620]  主動打破侵略
[00:14:10.620 --> 00:14:12.300]  耶穌的第二個行動
[00:14:12.300 --> 00:14:20.160]  祂耐性、寬容、締造、平等為至
[00:14:20.160 --> 00:14:23.580]  《約翰福音》第四章第七到第九節
[00:14:23.580 --> 00:14:26.400]  祂說有一個撒瑪利亞婦人來打說
[00:14:26.400 --> 00:14:28.920]  耶穌對她說:請你給我水喝
[00:14:28.920 --> 00:14:31.860]  因為那時門徒遵聖、買食物去了
[00:14:31.860 --> 00:14:33.460]  撒瑪利亞婦人對她說:
[00:14:33.460 --> 00:14:37.700]  你是猶太人,怎麼向我一個撒瑪利亞女人要水喝呢?
[00:14:37.700 --> 00:14:41.720]  因為猶太人和撒瑪利亞人會有來往
[00:14:41.720 --> 00:14:43.960]  故事裡面有兩個主角
[00:14:43.960 --> 00:14:46.840]  耶穌和撒瑪利亞女人
[00:14:46.840 --> 00:14:49.800]  兩個是不對等的人
[00:14:49.800 --> 00:14:54.080]  性別不對等、種族文化不對等
[00:14:54.080 --> 00:14:56.080]  社會地位不對等
[00:14:56.080 --> 00:15:00.400]  然後耶穌對這個婦人說:請你給我水喝
[00:15:00.400 --> 00:15:06.840]  耶穌跟一個不對等的人跟她說話
[00:15:06.840 --> 00:15:10.200]  主動的跟她說話
[00:15:10.200 --> 00:15:13.320]  我們說是一個社會地位高的人
[00:15:13.320 --> 00:15:18.360]  主動向一個社會地位低的人說話
[00:15:18.360 --> 00:15:25.960]  一個高端人士主動向一個低端人士開口說話
[00:15:25.960 --> 00:15:33.080]  一個握有權力的、主動向一個無權無勢的人說話
[00:15:33.080 --> 00:15:37.280]  而且這個對話、這個聊天的起點
[00:15:37.280 --> 00:15:41.860]  是一個請求、是表達祂的一個需要
[00:15:41.860 --> 00:15:44.400]  耶穌對這個婦人說:請你給我水喝
[00:15:44.400 --> 00:15:47.440]  即是祂表達祂有需要、祂有缺乏
[00:15:47.440 --> 00:15:51.780]  祂需要對方幫祂手、加以援手
[00:15:51.780 --> 00:15:53.520]  一個這樣的請求
[00:15:53.520 --> 00:15:57.200]  耶穌突然間變成了一個脆弱的人
[00:15:57.200 --> 00:15:59.200]  vulnerable的人
[00:15:59.200 --> 00:16:00.800]  這個經文其實很有趣的
[00:16:00.800 --> 00:16:05.080]  我們讀的時候一直認為耶穌是一個施瘾者
[00:16:05.080 --> 00:16:09.600]  是一個giver、一個赦罪者、是一個釋放者
[00:16:09.600 --> 00:16:11.480]  liberator
[00:16:11.480 --> 00:16:14.480]  但是經此一問,問了這個問題
[00:16:14.480 --> 00:16:15.800]  請你給我水喝
[00:16:15.800 --> 00:16:17.400]  耶穌發出這個請求之後
[00:16:17.400 --> 00:16:20.560]  突然間祂成為了一個不是一個giver
[00:16:20.560 --> 00:16:23.560]  是一個有需要的領受者
[00:16:23.560 --> 00:16:26.480]  需要接受幫助的領受者
[00:16:26.480 --> 00:16:27.920]  receiver
[00:16:27.920 --> 00:16:31.520]  而反過來,撒瑪尼亞婦人原本
[00:16:31.520 --> 00:16:35.560]  其實她是一個領受者
[00:16:35.560 --> 00:16:38.960]  不過因為耶穌向她發出這個要求
[00:16:38.960 --> 00:16:41.960]  請她給水喝的時候
[00:16:41.960 --> 00:16:45.360]  她突然間身份逆轉,交換了地位
[00:16:45.360 --> 00:16:48.600]  她成為了一個giver、一個施瘾者
[00:16:48.600 --> 00:16:51.680]  這種地位的交換
[00:16:51.680 --> 00:16:58.880]  我們說建構了一個對等的談話的平台
