
[00:00:00.000 --> 00:00:03.200]  大家聽完剛才所讀的經文之後
[00:00:03.200 --> 00:00:08.240]  弟兄們會不會覺得有期盼和雀躍的感覺呢?
[00:00:08.240 --> 00:00:10.240]  而太太們會不會覺得
[00:00:10.240 --> 00:00:13.440]  今天在家裡看崇拜比較好
[00:00:13.440 --> 00:00:14.320]  為什麼呢?
[00:00:14.320 --> 00:00:17.520]  因為剛才我們所讀的第24節
[00:00:17.520 --> 00:00:20.480]  那裡說教會怎樣信奉基督
[00:00:20.480 --> 00:00:24.320]  妻子也要怎樣信奉丈夫
[00:00:24.320 --> 00:00:27.440]  那麼男士們可能馬上說
[00:00:27.440 --> 00:00:30.320]  「穆斯你講多點這類題目吧」
[00:00:30.320 --> 00:00:32.000]  女士們可能會說
[00:00:32.000 --> 00:00:34.000]  「穆斯你看著說啊」
[00:00:34.000 --> 00:00:35.680]  「不要說錯話」
[00:00:35.680 --> 00:00:37.200]  會有很大壓力
[00:00:37.200 --> 00:00:40.400]  我其實真的聽過一些
[00:00:40.400 --> 00:00:43.280]  真實的弟兄的分享
[00:00:43.280 --> 00:00:44.880]  他說有一次
[00:00:44.880 --> 00:00:46.320]  可能也不止一次
[00:00:46.320 --> 00:00:49.040]  跟太太爭執有不同的意見
[00:00:49.040 --> 00:00:51.840]  這個丈夫就引用這一節的經文
[00:00:51.840 --> 00:00:55.360]  來要求他的太太信奉
[00:00:55.360 --> 00:00:56.800]  太太聽完之後說
[00:00:56.800 --> 00:00:58.800]  「信耶穌是這樣的嗎?」
[00:00:58.800 --> 00:01:01.520]  「如果是這樣的我寧願不信」
[00:01:01.520 --> 00:01:08.080]  事實上我最近聽到這對夫婦的近況
[00:01:08.080 --> 00:01:10.080]  覺得太太真的離開了教會
[00:01:10.080 --> 00:01:12.080]  不知道是不是因為這個原因
[00:01:12.080 --> 00:01:16.800]  很多人都相信剛才我們所讀的那段經文
[00:01:16.800 --> 00:01:18.880]  似乎是討論了一個很重要
[00:01:18.880 --> 00:01:20.640]  它是很爭拗性的問題
[00:01:20.640 --> 00:01:21.840]  什麼問題呢?
[00:01:21.840 --> 00:01:27.920]  妻子是否完全信奉她的丈夫呢?
[00:01:27.920 --> 00:01:30.240]  有不少的丈夫
[00:01:30.240 --> 00:01:32.720]  用這段經文成為一個理據
[00:01:32.720 --> 00:01:34.880]  要求他們的太太信奉
[00:01:34.880 --> 00:01:38.400]  而有些太太為了要做一個虔誠
[00:01:38.400 --> 00:01:39.920]  好的基督徒
[00:01:39.920 --> 00:01:41.280]  她就被迫
[00:01:41.280 --> 00:01:42.240]  就算是不自願
[00:01:42.240 --> 00:01:45.040]  都要被迫信奉他們的丈夫
[00:01:45.040 --> 00:01:47.440]  究竟這個看法
[00:01:47.440 --> 00:01:50.480]  是不是真實聖經的教導呢?
[00:01:50.480 --> 00:01:53.840]  讓我們一同通過這段經文
[00:01:53.840 --> 00:01:55.760]  去嘗試探討
[00:01:55.760 --> 00:02:02.320]  理解究竟神建立地上不同類型的關係
[00:02:02.320 --> 00:02:05.040]  祂的心意是怎麼樣的呢?
[00:02:05.040 --> 00:02:07.920]  我們都跟大家說過
[00:02:07.920 --> 00:02:10.080]  要理解某一段經文
[00:02:10.080 --> 00:02:14.320]  我們必須要按照上文下理來理解
[00:02:14.320 --> 00:02:16.960]  我們不可以抽離斷章取義
[00:02:16.960 --> 00:02:20.960]  這段經文最重要的
[00:02:20.960 --> 00:02:24.160]  我們需要理解的就是第十八節
[00:02:24.160 --> 00:02:27.520]  那是整段經文的理解基礎
[00:02:27.520 --> 00:02:29.200]  第十八節說什麼呢?
[00:02:29.200 --> 00:02:31.280]  祂說我們不要醉酒
[00:02:31.280 --> 00:02:33.440]  酒能使人放蕩
[00:02:33.440 --> 00:02:35.920]  乃要被聖靈充滿
[00:02:35.920 --> 00:02:38.800]  而當一個人被聖靈充滿之後
[00:02:38.800 --> 00:02:41.040]  我們就應該有個表現
[00:02:41.040 --> 00:02:42.160]  接著保羅就說
[00:02:42.160 --> 00:02:44.720]  就會用詩章頌詞靈歌
[00:02:44.720 --> 00:02:46.800]  來感謝天父上帝
[00:02:46.800 --> 00:02:47.920]  不僅如此
[00:02:47.920 --> 00:02:53.200]  我們也能夠彼此信服
[00:02:53.200 --> 00:02:56.000]  一個被聖靈充滿的基督徒
[00:02:56.000 --> 00:03:00.880]  是應該有一個能夠信服的心
[00:03:00.880 --> 00:03:02.240]  但是大家要留意
[00:03:02.240 --> 00:03:06.080]  不代表基督徒就像門前的地毯
[00:03:06.080 --> 00:03:08.000]  人人走過都可以踩兩下
[00:03:08.000 --> 00:03:09.600]  搓兩下
[00:03:09.600 --> 00:03:13.520]  基督徒不要因為這段經文就覺得我們是一個弱者
[00:03:13.520 --> 00:03:15.120]  這段經文告訴我們
[00:03:15.120 --> 00:03:19.440]  我們反而是因為主耶穌的緣故
[00:03:19.440 --> 00:03:23.680]  我們自願的犧牲一些我們的權利
[00:03:23.680 --> 00:03:26.880]  來讓對方得到好處
[00:03:26.880 --> 00:03:32.080]  接著保羅在接下來幾節的經文
[00:03:32.080 --> 00:03:35.840]  就分享用三個不同的關係
[00:03:35.840 --> 00:03:38.320]  來分享我們作為神兒女
[00:03:38.320 --> 00:03:42.080]  應該怎麼活出這些地上的關係
[00:03:42.080 --> 00:03:45.360]  這三個關係雖然是不同的
[00:03:45.360 --> 00:03:51.280]  但是他們共同有一個相同的基礎原則
[00:03:51.280 --> 00:03:54.880]  原則記載在第21節
[00:03:54.880 --> 00:03:57.920]  全敬畏基督的心
[00:03:57.920 --> 00:04:00.160]  彼此信服
[00:04:00.160 --> 00:04:04.000]  告訴我們這不是一個單方面的命令
[00:04:04.000 --> 00:04:08.320]  而是建基於我們對耶穌基督的敬畏和尊重
[00:04:08.320 --> 00:04:11.120]  彼此謙卑服侍的態度
[00:04:11.120 --> 00:04:13.440]  在今天這個世代裡面
[00:04:13.440 --> 00:04:16.640]  這個世界是講權力的
[00:04:16.640 --> 00:04:18.800]  我們經常說
[00:04:18.800 --> 00:04:21.040]  誰大誰惡誰正確
[00:04:21.040 --> 00:04:23.200]  所以我們說著說著
[00:04:23.200 --> 00:04:26.000]  想贏就越來越大聲
[00:04:26.000 --> 00:04:30.640]  我們從小到大的教育就是
[00:04:30.640 --> 00:04:34.480]  我們一定要懂得維護我們自己的權益
[00:04:34.480 --> 00:04:36.800]  千萬不要被人欺負
[00:04:36.800 --> 00:04:39.280]  要比其他人厲害
[00:04:39.280 --> 00:04:43.040]  這是我們普遍在世的教育
[00:04:43.040 --> 00:04:47.040]  我想大家想像一下一個遊戲
[00:04:47.040 --> 00:04:48.000]  大家都玩過了
[00:04:48.000 --> 00:04:49.760]  扯大欄,有玩過扯大欄嗎?
[00:04:49.760 --> 00:04:51.280]  扯大欄是怎麼玩的?
[00:04:51.280 --> 00:04:52.400]  出盡你的力
[00:04:52.400 --> 00:04:53.920]  將對方拉過來
[00:04:53.920 --> 00:04:54.960]  拉到對方
[00:04:54.960 --> 00:04:58.480]  這就是遊戲的勝負規則
[00:04:58.480 --> 00:05:02.080]  這個世界其實看關係
[00:05:02.080 --> 00:05:04.720]  很多時候都是這樣
[00:05:04.720 --> 00:05:06.720]  誰有力一點
[00:05:06.720 --> 00:05:08.560]  那邊就贏了
[00:05:08.560 --> 00:05:11.600]  而這個關係的建立方式
[00:05:11.600 --> 00:05:13.600]  不只是人與人之間
[00:05:13.600 --> 00:05:16.240]  國與國之間都是這樣
[00:05:16.240 --> 00:05:19.120]  有些國家有些政治家就說
[00:05:19.120 --> 00:05:20.800]  我以實力出發
[00:05:20.800 --> 00:05:22.240]  就是說我有實力的時候
[00:05:22.240 --> 00:05:23.920]  我就怎麼做都行
[00:05:23.920 --> 00:05:26.080]  這個世界是這樣的似乎
[00:05:26.080 --> 00:05:29.360]  不過教會卻不一樣
[00:05:29.360 --> 00:05:30.560]  教會不是這樣
[00:05:30.560 --> 00:05:33.040]  教會玩的遊戲不是扯大欄的遊戲
[00:05:33.040 --> 00:05:34.480]  教會玩的遊戲是
[00:05:34.480 --> 00:05:38.000]  一起成為一個對攻去做一些事情
[00:05:38.000 --> 00:05:41.200]  例如托起一條大木頭
[00:05:41.200 --> 00:05:43.360]  這個就是教會的遊戲
[00:05:43.360 --> 00:05:45.680]  彼此信服
[00:05:45.680 --> 00:05:50.320]  並不是雙方面去爭勁去拿權力
[00:05:50.320 --> 00:05:52.320]  誰大力就誰贏
[00:05:52.320 --> 00:05:54.720]  不是這樣
[00:05:54.720 --> 00:05:55.920]  我們玩的遊戲
[00:05:55.920 --> 00:05:58.160]  是在耶穌基督的主權底下
[00:05:58.160 --> 00:06:01.040]  共同努力去達到一些目的
[00:06:01.040 --> 00:06:02.800]  所以我們所追求的
[00:06:02.800 --> 00:06:05.200]  不是自身的權益
[00:06:05.200 --> 00:06:06.560]  我有些什麼
[00:06:06.560 --> 00:06:08.080]  我可以得到些什麼
[00:06:08.080 --> 00:06:09.920]  我們所說的不是這件事
[00:06:09.920 --> 00:06:12.640]  教會我們所追求的
[00:06:12.640 --> 00:06:16.000]  就是可以去考慮到
[00:06:16.000 --> 00:06:18.400]  其他人的需要和好處
[00:06:18.400 --> 00:06:24.400]  為的是神的榮耀
[00:06:24.400 --> 00:06:25.760]  換言之
[00:06:25.760 --> 00:06:29.040]  當我們說要信服給其他人的時候
[00:06:29.040 --> 00:06:31.760]  我們首先要明白一件事
[00:06:31.760 --> 00:06:34.160]  我們首先有一個基本態度
[00:06:34.160 --> 00:06:37.760]  就是我們看神的榮耀
[00:06:37.760 --> 00:06:41.040]  重要過我們自身的利益
[00:06:41.040 --> 00:06:47.680]  敬畏神可以說是彼此信服的先決條件
[00:06:47.680 --> 00:06:51.040]  所以大家一定要不要搞錯
[00:06:51.040 --> 00:06:54.800]  我們願意和能夠去信服
[00:06:54.800 --> 00:06:59.760]  不是因為對方配得我們信服
[00:06:59.760 --> 00:07:01.200]  不是這個原因
[00:07:01.200 --> 00:07:05.840]  我們願意和能夠信服是因為我們對神的敬畏
[00:07:05.840 --> 00:07:08.160]  我們盼望信服神
[00:07:08.160 --> 00:07:10.160]  我們盼望侍奉神
[00:07:10.160 --> 00:07:10.880]  為什麼?
[00:07:10.880 --> 00:07:14.240]  耶穌基督為我們成就救恩
[00:07:14.240 --> 00:07:17.440]  祂配得我們的侍奉
[00:07:17.440 --> 00:07:18.640]  好了
[00:07:18.640 --> 00:07:23.280]  保羅用的第一個例子來講解彼此信服
[00:07:23.280 --> 00:07:27.840]  就是丈夫與妻子彼此信服
[00:07:27.840 --> 00:07:30.240]  保羅一口一句就說
