
[00:00:00.000 --> 00:00:03.080]  唔知大家有冇買過呢隻錶呀
[00:00:03.080 --> 00:00:04.860]  呢隻錶唔係
[00:00:04.860 --> 00:00:07.680]  普通錶,叫Ticker
[00:00:07.680 --> 00:00:11.520]  唔知你哋啲細蚊仔或者你自己有冇買過
[00:00:11.520 --> 00:00:17.160]  當然呢個錶呢就係代表時間啦
[00:00:17.160 --> 00:00:18.180]  所以今日
[00:00:18.180 --> 00:00:19.720]  我嘅題目係
[00:00:19.720 --> 00:00:22.520]  把握末期事主嘅契機
[00:00:22.520 --> 00:00:26.880]  咁就係繼續呢我哋睇呢個彼得前書第四章嘅經文
[00:00:26.880 --> 00:00:28.160]  嚟到第二段
[00:00:28.420 --> 00:00:31.500]  呢度係第七至十一節呢段經文
[00:00:31.500 --> 00:00:37.640]  只有五節嘅經文但係呢卻係有非常重要嘅提醒
[00:00:37.640 --> 00:00:40.960]  呢個錶呢就係我所謂解釋下佢嘅淵源
[00:00:40.960 --> 00:00:46.860]  咁我哋個個人都睇過錶嘅睇錶做人呀因為好似而家咁我都睇住時間嘅因為唔可以
[00:00:46.860 --> 00:00:48.400]  太過超時呀
[00:00:48.400 --> 00:00:51.720]  我哋一陣可能睇住時間我哋可能要上主一學
[00:00:51.720 --> 00:00:55.560]  睇住時間今日要有啲咩嘅事要辦成
[00:00:55.560 --> 00:00:57.600]  大家或者試過呢去過
[00:00:57.860 --> 00:00:58.620]  呀
[00:00:58.620 --> 00:01:03.500]  啲買嘢嘅地方乜costco啦
[00:01:03.500 --> 00:01:06.560]  Costco收幾點㗎而家平時收八點半
[00:01:06.560 --> 00:01:09.640]  星期日就早啲㗎嘛
[00:01:09.640 --> 00:01:16.040]  咁所以你入去嘅時候睇住話咗三個字咗呀咁你要買呢你要完成買嗰啲嘢下咁一定要
[00:01:16.040 --> 00:01:22.440]  睇住個標呢盡快嗰三個字裏邊下嚟到完成呢你要需要去購買嘅東西
[00:01:22.440 --> 00:01:24.480]  有時呢個心好急
[00:01:24.480 --> 00:01:27.300]  一路睇住個標希望呢能夠呢
[00:01:27.560 --> 00:01:28.580]  把握住呢
[00:01:28.580 --> 00:01:30.620]  分秒嚟到完成
[00:01:30.620 --> 00:01:33.440]  去過旅行嗰啲呢又知道下
[00:01:33.440 --> 00:01:36.520]  如果參加旅行團嘅呢就限時限刻㗎嘛係咪
[00:01:36.520 --> 00:01:39.080]  咁樣落車咁呀而家畀你幾分鐘呀
[00:01:39.080 --> 00:01:43.940]  十分鐘呀十五分鐘呀半個鐘呀咁樣集合㗎啦
[00:01:43.940 --> 00:01:44.960]  遲嚟咁點呀
[00:01:44.960 --> 00:01:46.760]  哎呀可能啦
[00:01:46.760 --> 00:01:52.380]  真係呢一次警告兩次警告咁呀發你錢呀或者呢係啦唔等你㗎啦
[00:01:52.640 --> 00:01:58.020]  咁呀你又唔落去明知呢度呢我又要幫三妹呀買嗰啲咩化妝品呀
[00:01:58.020 --> 00:02:01.600]  表姨媽又叫我唔知買買件咩呀咁樣呀
[00:02:01.600 --> 00:02:05.960]  睇住個標有心急呀我哋上次去聖地我哋有個姊妹話買十幾樣嘢
[00:02:05.960 --> 00:02:07.240]  睇住個標呢
[00:02:07.240 --> 00:02:12.860]  係咁係咁趕係咁趕係因為呢個搭佢買呢啲嗰個搭佢買嗰啲咁樣呀
[00:02:12.860 --> 00:02:14.920]  咁佢一定要呢係
[00:02:14.920 --> 00:02:17.980]  有限嘅時間嗰度呢要完成呢
[00:02:17.980 --> 00:02:21.580]  嗰個嘅需要佢要完成呢佢要所做嘅嘢
[00:02:22.840 --> 00:02:25.400]  我哋人生都係咁樣好多deadline好多嘅
[00:02:25.400 --> 00:02:28.980]  時間下規定我哋幾點鐘要完成啲乜嘢
[00:02:28.980 --> 00:02:32.580]  但係有個大標呢個大標呢就係呢
[00:02:32.580 --> 00:02:34.360]  今日我哋要睇呢
[00:02:34.360 --> 00:02:36.920]  我哋需要睇住呢個嘅時間
[00:02:36.920 --> 00:02:38.460]  呢個標可能係
[00:02:38.460 --> 00:02:41.280]  完全個個一樣嘅因為就係主在內嘅時間
[00:02:41.280 --> 00:02:45.380]  但亦都可能個別唔同嘅因為就係我哋唔知幾時去見主
[00:02:45.380 --> 00:02:47.420]  所以
[00:02:47.420 --> 00:02:52.040]  喺彼得講到呢度嘅時候喺四章第七到十一節嘅時候
[00:02:52.300 --> 00:02:54.080]  佢提醒我哋佢話萬物
[00:02:54.080 --> 00:02:56.140]  萬物嘅結局近了
[00:02:56.140 --> 00:02:59.460]  咁我哋應該點樣嚟到去預備我哋自己呢
[00:02:59.460 --> 00:03:03.560]  我哋一齊先讀一讀呢五節經文一陣我哋再詳細講解
[00:03:03.560 --> 00:03:05.600]  同聲請讀
[00:03:05.600 --> 00:03:07.660]  萬物的結局近了
[00:03:07.660 --> 00:03:10.980]  所以你哋要謹慎自守
[00:03:10.980 --> 00:03:12.780]  警醒普告
[00:03:12.780 --> 00:03:17.120]  最要緊的是彼者切實相愛
[00:03:17.120 --> 00:03:19.940]  因為愛能遮掩
[00:03:19.940 --> 00:03:21.480]  許多嘅罪
[00:03:21.740 --> 00:03:24.300]  你哋要互相款待
[00:03:24.300 --> 00:03:26.100]  不發怨言
[00:03:26.100 --> 00:03:27.120]  各人
[00:03:27.120 --> 00:03:29.420]  要照所得的恩賜
[00:03:29.420 --> 00:03:30.960]  彼此服侍
[00:03:30.960 --> 00:03:35.300]  作上帝百般恩賜的好管家
[00:03:35.300 --> 00:03:36.840]  若有講道的
[00:03:36.840 --> 00:03:39.920]  要按著上帝的聖言講
[00:03:39.920 --> 00:03:45.800]  若有服侍人的要按著上帝所賜的力量服侍
[00:03:45.800 --> 00:03:48.620]  叫上帝在凡事上
[00:03:48.620 --> 00:03:51.440]  因耶穌基督得榮耀
[00:03:51.700 --> 00:03:55.540]  原來榮耀權能都是他的
[00:03:55.540 --> 00:03:58.100]  直到永永遠遠
[00:03:58.100 --> 00:03:58.860]  阿門
[00:03:58.860 --> 00:04:03.220]  你一讀呢五節經文你會發覺一個好強烈嘅對比
[00:04:03.220 --> 00:04:04.760]  兩個都係時間性嘅
[00:04:04.760 --> 00:04:08.340]  第一個開始就話萬物的結局近了
[00:04:08.340 --> 00:04:10.900]  一開始就話有限有限
[00:04:10.900 --> 00:04:17.040]  去到最尾嘅時候佢話直到永永遠遠阿門直到永永遠遠
[00:04:17.040 --> 00:04:19.080]  有個極大嘅分別
[00:04:19.080 --> 00:04:20.620]  一個好大嘅對比
[00:04:21.640 --> 00:04:23.420]  將會有一個嘅時間
[00:04:23.420 --> 00:04:24.720]  會結束
[00:04:24.720 --> 00:04:27.020]  但係另外一個畀我哋睇見
[00:04:27.020 --> 00:04:30.100]  係直到永永遠遠冇知識
[00:04:30.100 --> 00:04:32.140]  我哋今日
[00:04:32.140 --> 00:04:33.420]  喺呢個嘅
[00:04:33.420 --> 00:04:35.460]  在世嘅日子就係
[00:04:35.460 --> 00:04:37.260]  喺呢個兩個嘅
[00:04:37.260 --> 00:04:39.820]  係所謂對軌之間
[00:04:39.820 --> 00:04:42.120]  一個就係我哋有限嘅年日
[00:04:42.120 --> 00:04:44.420]  一個就係仰望永恆
[00:04:44.420 --> 00:04:47.240]  今日就係我哋要把握我哋有限嘅年日
[00:04:47.240 --> 00:04:50.320]  嚟到為永恆作好預備
[00:04:50.580 --> 00:04:53.900]  嚟到呢將榮耀讚美歸比神
[00:04:53.900 --> 00:04:56.200]  就係透過你今日我哋能夠所作
[00:04:56.200 --> 00:04:58.260]  我哋喺將來嘅時候
[00:04:58.260 --> 00:05:01.060]  讓我哋所顯出嘅
[00:05:01.060 --> 00:05:03.880]  神嘅榮耀喺我哋身上喺我哋人生身上嘅
[00:05:03.880 --> 00:05:05.940]  能夠傳到永永遠遠
[00:05:05.940 --> 00:05:06.960]  呢個呢就係
[00:05:06.960 --> 00:05:08.240]  我哋今日
[00:05:08.240 --> 00:05:11.560]  今年我哋話呢我哋所等候
[00:05:11.560 --> 00:05:12.840]  盼望嘅福
[00:05:12.840 --> 00:05:14.380]  呢個在世嘅日子
[00:05:14.380 --> 00:05:18.220]  嚟到眼望永恆為永恆預備
[00:05:18.980 --> 00:05:22.040]  咁我哋真係睇見世界嘅歷史真係好似去到
[00:05:22.040 --> 00:05:23.840]  近乎終局
[00:05:23.840 --> 00:05:25.380]  萬物嘅結局
[00:05:25.380 --> 00:05:27.940]  近了如果喺比特時代
[00:05:27.940 --> 00:05:31.780]  寫呢句說話今日我哋呢係更加嘅迫切
[00:05:31.780 --> 00:05:34.840]  我哋無論個人嘅命運
[00:05:34.840 --> 00:05:37.660]  我哋都唔知道我哋人生有幾長短
[00:05:37.660 --> 00:05:40.740]  我哋實在有經歷咗周圍嘅苦難
[00:05:40.740 --> 00:05:41.760]  試煉
[00:05:41.760 --> 00:05:48.920]  但我哋知道呢我哋等候呢個日子淨係呢所有呢啲嘅艱難試煉痛苦疾病都會結束㗎啦
[00:05:49.440 --> 00:05:49.960]  Hallelujah
[00:05:49.960 --> 00:05:52.260]  呢個淨係我哋嘅盼望
[00:05:52.260 --> 00:05:55.320]  今日呢個世界並非我哋最終極
[00:05:55.320 --> 00:05:56.860]  嘅目的地
[00:05:56.860 --> 00:06:00.200]  主在來其實帶畀我哋苦難嘅結束
[00:06:00.200 --> 00:06:03.260]  所有都要終結
[00:06:03.260 --> 00:06:06.080]  惡人卻要面對審判
