
[00:00:00.000 --> 00:00:02.040]  我們繼續說《仕途信經》那邊
[00:00:02.040 --> 00:00:04.060]  去到《信經》那邊的第二部份
[00:00:04.060 --> 00:00:06.300]  關於耶穌基督的那部份
[00:00:06.300 --> 00:00:08.180]  我會用十篇道
[00:00:08.180 --> 00:00:12.020]  說到關於耶穌基督的身份
[00:00:12.020 --> 00:00:13.760]  究竟與我們有何關係
[00:00:13.760 --> 00:00:16.860]  而今天去到這十篇道的第二篇
[00:00:16.860 --> 00:00:18.200]  就是《約翰福音》那邊
[00:00:18.200 --> 00:00:22.220]  耶穌基督七個宣告當中的第二個宣告
[00:00:22.220 --> 00:00:25.580]  第一個宣告說我是生命的糧
[00:00:25.580 --> 00:00:27.860]  當耶穌基督用了五餅二魚
[00:00:27.860 --> 00:00:30.400]  去餵飽了超過萬多人的時候
[00:00:30.400 --> 00:00:34.180]  當時很多人要去擁戴耶穌做皇帝
[00:00:34.180 --> 00:00:36.100]  他說這個皇帝真是不得了
[00:00:36.100 --> 00:00:37.380]  這個耶穌真是不得了
[00:00:37.380 --> 00:00:38.500]  如果他做皇帝
[00:00:38.500 --> 00:00:39.860]  只要給五餅二魚他
[00:00:39.860 --> 00:00:41.260]  就可以祝福一下
[00:00:41.260 --> 00:00:42.460]  就可以餵飽這麼多人
[00:00:42.460 --> 00:00:46.980]  還有十二男子的稅來靜下來
[00:00:46.980 --> 00:00:50.100]  仍然可以繼續去餵飽更多的人
[00:00:50.100 --> 00:00:52.180]  所以在一個這樣的背景那邊
[00:00:52.180 --> 00:00:53.580]  耶穌就忽然之間說
[00:00:53.580 --> 00:00:55.540]  他說我是生命的糧
[00:00:55.540 --> 00:00:57.420]  他說我們所要追求的
[00:00:57.420 --> 00:01:01.380]  不只是地上的滿足我們的禱福
[00:01:01.380 --> 00:01:04.460]  而是真正滿足我們的生命的耶穌基督
[00:01:04.460 --> 00:01:06.580]  而我們得著耶穌基督的時候
[00:01:06.580 --> 00:01:09.700]  我們就不會再是飢餓
[00:01:09.700 --> 00:01:11.780]  這個飢餓就是生命的飢餓
[00:01:11.780 --> 00:01:13.940]  我們能夠得著真正的滿足
[00:01:13.940 --> 00:01:17.380]  我們的人生就曉得什麼叫做滿足
[00:01:17.380 --> 00:01:18.620]  而第二個宣告
[00:01:18.620 --> 00:01:21.380]  我們今天就讀一讀第八章十二節
[00:01:21.380 --> 00:01:24.300]  我們一起讀一讀耶穌基督第二個宣告
[00:01:24.300 --> 00:01:25.660]  準備一二三
[00:01:25.660 --> 00:01:27.820]  耶穌又對眾人說
[00:01:27.820 --> 00:01:29.860]  我是世界的光
[00:01:29.860 --> 00:01:31.100]  跟從我的
[00:01:31.100 --> 00:01:33.460]  就不再光暗裡走
[00:01:33.460 --> 00:01:36.100]  必要得著生命的光
[00:01:36.100 --> 00:01:38.700]  耶穌說我是世界的光
[00:01:38.700 --> 00:01:39.980]  《約翰福音》第一章
[00:01:39.980 --> 00:01:41.140]  耶穌曾經說過
[00:01:41.140 --> 00:01:42.860]  祂是真光
[00:01:42.860 --> 00:01:44.420]  祂是真的光
[00:01:44.420 --> 00:01:46.460]  光照在黑暗那一邊
[00:01:46.460 --> 00:01:47.660]  但是聖經說
[00:01:47.660 --> 00:01:51.660]  黑暗其實是不想接受光
[00:01:51.660 --> 00:01:55.300]  所以光和黑暗永遠是對立的
[00:01:55.300 --> 00:01:57.060]  當耶穌被捉的時候
[00:01:57.060 --> 00:01:59.580]  在《路加福音》二十二章第五十三節
[00:01:59.580 --> 00:02:00.900]  耶穌自己也說
[00:02:00.900 --> 00:02:02.100]  當祂被捉的時候
[00:02:02.100 --> 00:02:02.740]  祂自己也說
[00:02:02.740 --> 00:02:05.620]  祂說黑暗的就掌權了
[00:02:05.620 --> 00:02:08.460]  在這個時候是被黑暗掌權
[00:02:08.460 --> 00:02:09.580]  所以換言之
[00:02:09.580 --> 00:02:11.780]  當耶穌說祂是世界的光
[00:02:11.780 --> 00:02:13.460]  祂說你跟從我的時候
[00:02:13.460 --> 00:02:17.860]  就不會再在黑暗裡行走
[00:02:17.860 --> 00:02:21.380]  光和黑暗永遠是對立
[00:02:21.380 --> 00:02:24.180]  耶穌說我是世界的光
[00:02:24.180 --> 00:02:25.580]  究竟世界的光
[00:02:25.580 --> 00:02:27.860]  對我們今天作為一個基督徒
[00:02:27.860 --> 00:02:31.460]  或者對於今天的世界的意義是什麼呢?
[00:02:31.460 --> 00:02:33.700]  我們很希望透過耶穌這個宣告
[00:02:33.700 --> 00:02:35.980]  再一次給我們一些反省
[00:02:35.980 --> 00:02:38.340]  當然我們又要看回一點背景
[00:02:38.340 --> 00:02:42.140]  為什麼耶穌忽然在這個時候說
[00:02:42.140 --> 00:02:43.500]  祂是世界的光
[00:02:43.500 --> 00:02:44.980]  正如祂第一個宣告
[00:02:44.980 --> 00:02:46.580]  祂說我是生命的糧
[00:02:46.580 --> 00:02:48.740]  的背景祂就做了一個神蹟
[00:02:48.740 --> 00:02:52.180]  為什麼耶穌在這個時候會忽然說
[00:02:52.180 --> 00:02:54.180]  祂說我是世界的光
[00:02:54.180 --> 00:02:56.060]  我們一定要回到第七章
[00:02:56.060 --> 00:02:58.300]  《約翰福音》第七章的上文
[00:02:58.300 --> 00:03:00.300]  第七章第二節提到
[00:03:00.300 --> 00:03:01.860]  當時耶穌說
[00:03:01.860 --> 00:03:06.140]  祂說當時鑄盤節的節期近
[00:03:06.140 --> 00:03:07.220]  換言之
[00:03:07.220 --> 00:03:11.620]  當時耶穌準備去守這個鑄盤節
[00:03:11.620 --> 00:03:13.340]  究竟什麼叫鑄盤節呢?
[00:03:13.340 --> 00:03:14.860]  鑄盤節是在舊約那邊
[00:03:14.860 --> 00:03:17.260]  一個很重要的節期之一
[00:03:17.260 --> 00:03:18.420]  其實在舊約那邊
[00:03:18.420 --> 00:03:20.980]  他們是用八天的時間
[00:03:20.980 --> 00:03:23.900]  來慶祝這個鑄盤節
[00:03:23.900 --> 00:03:25.060]  最重要的目的
[00:03:25.060 --> 00:03:26.580]  就是他們要紀念
[00:03:26.580 --> 00:03:29.820]  要慶賀秋天的豐收
[00:03:29.820 --> 00:03:31.940]  就是說當他們有足夠的食物
[00:03:31.940 --> 00:03:34.620]  上帝給他們有足夠的糧的時候
[00:03:34.620 --> 00:03:36.340]  他們就用八天的時間
[00:03:36.340 --> 00:03:39.460]  來感謝天父給他們的供應
[00:03:39.460 --> 00:03:41.140]  所以這個鑄盤節
[00:03:41.140 --> 00:03:43.340]  給我們一個很重要的提醒
[00:03:43.340 --> 00:03:46.340]  一切的供應都是來自上帝
[00:03:46.340 --> 00:03:47.820]  對於猶太人來說
[00:03:47.820 --> 00:03:49.180]  他們在舊約那邊
[00:03:49.180 --> 00:03:51.980]  他們曾經有四十年在曠野
[00:03:51.980 --> 00:03:53.620]  當他們離開埃及
[00:03:53.620 --> 00:03:55.460]  摩西帶他們離開埃及
[00:03:55.460 --> 00:03:57.620]  去到曠野那四十年那邊
[00:03:57.620 --> 00:04:00.420]  上帝給他們每一天有足夠的供應
[00:04:00.420 --> 00:04:01.820]  上帝給他們有馬拿
[00:04:01.820 --> 00:04:03.260]  上帝給他們有肉食
[00:04:03.260 --> 00:04:05.820]  上帝可以用石頭來出水
[00:04:05.820 --> 00:04:07.380]  很多的神蹟奇事
[00:04:07.380 --> 00:04:08.980]  上帝給他們知道
[00:04:08.980 --> 00:04:11.420]  每一天上帝都有供應
[00:04:11.420 --> 00:04:13.620]  甚至一個神蹟奇事就是
[00:04:13.620 --> 00:04:14.900]  他們穿的那雙鞋
[00:04:14.900 --> 00:04:17.060]  穿四十年都不會爛
[00:04:17.060 --> 00:04:18.620]  你想想穿四十年的鞋這麼爛
[00:04:18.620 --> 00:04:19.820]  你不知道是什麼鞋
[00:04:19.820 --> 00:04:21.500]  你看看隔壁的鞋穿了多久
[00:04:21.500 --> 00:04:23.540]  四十年都不會爛
[00:04:23.540 --> 00:04:24.540]  神蹟奇事
[00:04:24.540 --> 00:04:27.060]  所以在這麼多的神蹟奇事那邊
[00:04:27.060 --> 00:04:30.020]  上帝其實就要以色列百姓去說
[00:04:30.020 --> 00:04:32.980]  我們要感謝我們的天父
[00:04:32.980 --> 00:04:35.020]  祂每一天的供應
[00:04:35.020 --> 00:04:37.260]  正如主通文上一次說過
[00:04:37.260 --> 00:04:39.260]  就是我今天的飲食
[00:04:39.260 --> 00:04:41.220]  是今天賜給我們
[00:04:41.220 --> 00:04:44.900]  是一個每一天都去倚靠神的供應
[00:04:44.900 --> 00:04:45.860]  所以駐盤節
[00:04:45.860 --> 00:04:46.940]  一個意義就是
[00:04:46.940 --> 00:04:49.500]  我們要學習去倚靠神
[00:04:49.500 --> 00:04:50.660]  是一種信心
[00:04:50.660 --> 00:04:52.220]  是一種很特別的信心
[00:04:52.220 --> 00:04:53.580]  是紀念
[00:04:53.580 --> 00:04:55.260]  不單止紀念祖先
[00:04:55.260 --> 00:04:57.060]  他們的腳踭去倚靠神
[00:04:57.060 --> 00:04:58.340]  甚至提醒我們
[00:04:58.340 --> 00:05:00.940]  我們都要學每一天去倚靠神
[00:05:00.940 --> 00:05:02.820]  當然對於我們今天這個時代
[00:05:02.820 --> 00:05:04.300]  我們新的時代的人
[00:05:04.300 --> 00:05:06.620]  我們很難去明白這個駐盤節
[00:05:06.620 --> 00:05:08.020]  因為我們做事
[00:05:08.020 --> 00:05:09.300]  我們會儲錢
[00:05:09.300 --> 00:05:10.980]  我們會積高房積
[00:05:10.980 --> 00:05:12.340]  我們會儲到一筆錢
[00:05:12.340 --> 00:05:13.540]  到時我退休了
[00:05:13.540 --> 00:05:15.460]  還可以慢慢撕
[00:05:15.460 --> 00:05:17.780]  我們很少再去想
[00:05:17.780 --> 00:05:19.220]  嘩 今天的飲食
[00:05:19.220 --> 00:05:20.580]  今天賜給我們
[00:05:20.580 --> 00:05:22.180]  我深信我們大部分的人
[00:05:22.180 --> 00:05:23.260]  明天吃什麼
[00:05:23.260 --> 00:05:24.820]  都應該可以吧
[00:05:24.820 --> 00:05:27.820]  不用等天上給我一些馬蘭
