
[00:00:00.000 --> 00:00:05.900]  今天訊息的題目是關於撒狄的教會
[00:00:05.900 --> 00:00:08.880]  而撒狄的教會特別之處是
[00:00:08.880 --> 00:00:14.160]  他好像是活着 卻卻是死的
[00:00:14.160 --> 00:00:17.080]  所以各位弟兄姊妹 各位朋友
[00:00:17.080 --> 00:00:20.540]  首先跟大家說一聲主內平安
[00:00:20.540 --> 00:00:22.980]  在剛纔的經文裏
[00:00:22.980 --> 00:00:28.320]  就是主耶穌基督親自跟撒狄教會所說的話
[00:00:28.320 --> 00:00:34.320]  這段話在啓示錄裏是一封書信
[00:00:34.320 --> 00:00:37.560]  先講述了教會的情況
[00:00:37.560 --> 00:00:44.320]  然後講述了耶穌祂希望教會怎樣去回應
[00:00:44.320 --> 00:00:49.920]  這封簡短的書信可以是平衡
[00:00:49.920 --> 00:00:52.400]  又可以是關懷
[00:00:52.400 --> 00:00:54.480]  也可以是圈面
[00:00:54.480 --> 00:00:56.960]  甚至乎是責備
[00:00:56.960 --> 00:01:00.200]  有一次在講道之後
[00:01:00.200 --> 00:01:02.360]  有一個肢體來問我
[00:01:02.360 --> 00:01:07.160]  如何可以像你們這樣去看聖經呢?
[00:01:07.160 --> 00:01:11.320]  這個問題我也思考了一段時間
[00:01:11.320 --> 00:01:14.560]  所以今天我想在這個訊息裏
[00:01:14.560 --> 00:01:18.440]  跟大家試一下新的活動
[00:01:18.440 --> 00:01:20.400]  試一下新的活動
[00:01:20.400 --> 00:01:26.600]  我會一次過交代這篇經文的歷史背景
[00:01:26.600 --> 00:01:29.080]  請留意是一次過
[00:01:29.080 --> 00:01:31.960]  再配合剛纔所讀的經文
[00:01:31.960 --> 00:01:34.320]  你們就有兩點資料
[00:01:34.320 --> 00:01:36.920]  可以去自己想象一下
[00:01:36.920 --> 00:01:42.720]  這些歷史背景和經文之間有什麼關係呢?
[00:01:42.720 --> 00:01:51.040]  讀聖經其實都是可以運用我們的創造力和幻想的
[00:01:51.040 --> 00:01:53.000]  其次第二件事
[00:01:53.000 --> 00:01:57.600]  查考聖經有時候都需要消化不少的資料
[00:01:57.600 --> 00:02:01.080]  如果有人認爲一時之間因爲資料太多
[00:02:01.080 --> 00:02:03.240]  實在消化不略
[00:02:03.240 --> 00:02:06.760]  不幸地發出低沉的呼吸聲
[00:02:06.760 --> 00:02:08.960]  麻煩你如果聽到的話
[00:02:08.960 --> 00:02:12.640]  輕輕拍一拍你身邊的肢體可以嗎?
[00:02:12.640 --> 00:02:14.040]  可以嗎?
[00:02:14.040 --> 00:02:16.120]  給個回應我可以嗎?
[00:02:16.120 --> 00:02:18.320]  輕輕拍的
[00:02:18.320 --> 00:02:19.720]  不要那麼大力
[00:02:19.720 --> 00:02:21.720]  加拉太書他這麼說
[00:02:21.720 --> 00:02:25.760]  若有人偶然被過犯所成
[00:02:25.760 --> 00:02:28.320]  你們屬靈的人
[00:02:28.320 --> 00:02:31.360]  就當用溫柔的心將他挽回過來
[00:02:31.360 --> 00:02:32.560]  一時之間我們不是挽回
[00:02:32.560 --> 00:02:34.120]  我們輕輕拍一拍他
[00:02:34.120 --> 00:02:36.640]  這樣就挽回一個小生命
[00:02:36.640 --> 00:02:37.280]  做個練習
[00:02:37.280 --> 00:02:40.440]  不如大家現在拍一拍旁邊各位
[00:02:40.440 --> 00:02:41.080]  醒一醒先
[00:02:41.080 --> 00:02:42.480]  勢勢力拍一拍
[00:02:42.480 --> 00:02:46.440]  運用一下我們的腦袋
[00:02:46.440 --> 00:02:47.800]  大家準備好了沒有?
[00:02:47.800 --> 00:02:48.640]  新活動
[00:02:48.640 --> 00:02:50.360]  互動一點
[00:02:50.360 --> 00:02:52.600]  薩迪是一個什麼地方?
[00:02:52.600 --> 00:02:56.640]  薩迪其實是一個很堅固的城堡
[00:02:56.640 --> 00:02:59.520]  建立在一個很陡峭的山坡上面
[00:02:59.520 --> 00:03:02.640]  因爲它的地勢是很險要的
[00:03:02.640 --> 00:03:05.760]  在歷史裏面是很少被攻陷
[00:03:05.760 --> 00:03:08.240]  其中一次它失守
[00:03:08.240 --> 00:03:11.120]  就是因爲城堡裏面的士兵
[00:03:11.120 --> 00:03:14.280]  實在太過大安主義
[00:03:14.280 --> 00:03:16.640]  以爲一定不會出事
[00:03:16.640 --> 00:03:18.160]  結果有一晚
[00:03:18.160 --> 00:03:19.840]  敵軍一個士兵
[00:03:19.840 --> 00:03:21.880]  就如同賊一樣
[00:03:21.880 --> 00:03:24.440]  潛入城堡裏面
[00:03:24.440 --> 00:03:26.240]  打開了城門
[00:03:26.240 --> 00:03:29.560]  整個城市就被攻陷了
[00:03:29.560 --> 00:03:32.480]  薩迪附近還要有個河流
[00:03:32.480 --> 00:03:35.280]  這個河流並非一條普通的河
[00:03:35.280 --> 00:03:37.960]  而是一條有金沙流過的河
[00:03:37.960 --> 00:03:40.680]  不是我們現在喫的那些金沙
[00:03:40.680 --> 00:03:42.840]  是黃金的那些金沙
[00:03:42.840 --> 00:03:46.720]  這條河就令薩迪十分富裕
[00:03:46.720 --> 00:03:49.520]  整個城市又安全
[00:03:49.520 --> 00:03:50.680]  又富裕
[00:03:50.680 --> 00:03:53.280]  完全很理想
[00:03:53.280 --> 00:03:54.560]  除了黃金之外
[00:03:54.560 --> 00:03:57.080]  薩迪的衣服也很出名
[00:03:57.080 --> 00:03:59.560]  因爲河流帶來有條件
[00:03:59.560 --> 00:04:03.680]  薩迪就盛產漂染和紡織
[00:04:03.680 --> 00:04:07.080]  當時達官貴人穿的衣服
[00:04:07.080 --> 00:04:10.400]  甚至很純潔白色的衣服
[00:04:10.400 --> 00:04:12.120]  叫做湯加長袍
[00:04:12.120 --> 00:04:15.680]  其實都可以由薩迪這個地方製造
[00:04:15.680 --> 00:04:18.200]  再出口到其他地方
[00:04:18.200 --> 00:04:22.240]  又安全又富裕又有商業
[00:04:22.240 --> 00:04:23.440]  因爲種種的原因
[00:04:23.440 --> 00:04:26.040]  薩迪就被選擇成爲
[00:04:26.040 --> 00:04:30.920]  建立雅底米斯大神殿的地方
[00:04:30.920 --> 00:04:33.560]  當時很多達官貴人
[00:04:33.560 --> 00:04:36.640]  都會來到這個神殿參拜
[00:04:36.640 --> 00:04:39.640]  參拜的時候也會消費一下
[00:04:39.640 --> 00:04:42.720]  第一世紀大部分的基督教會
[00:04:42.720 --> 00:04:45.960]  其實都仍然離不開猶太教的會堂
[00:04:45.960 --> 00:04:48.240]  英文是Synagogue
[00:04:48.240 --> 00:04:50.200]  在薩迪這個地方
[00:04:50.200 --> 00:04:54.520]  可能裏面的猶太人都幾乎有
[00:04:54.520 --> 00:04:58.800]  所以當時的會堂特別大
[00:04:58.800 --> 00:05:00.400]  特別有影響力
[00:05:00.400 --> 00:05:04.840]  是其中一個最有作爲的會堂
[00:05:04.840 --> 00:05:07.520]  歷史就講到這麼多
[00:05:07.520 --> 00:05:10.680]  加上剛纔我們所讀的經文
[00:05:10.680 --> 00:05:12.120]  有沒有想象得到
[00:05:12.120 --> 00:05:18.360]  兩者之間可能有什麼關係呢?
[00:05:18.360 --> 00:05:20.560]  不知道大家有沒有感受得到
[00:05:20.560 --> 00:05:23.680]  有時候主耶穌基督所講的說話
[00:05:23.680 --> 00:05:27.720]  其實好像衣服一樣度身訂造
[00:05:27.720 --> 00:05:30.000]  耶穌今天也活着
[00:05:30.000 --> 00:05:32.840]  祂今天也會和我們說話
[00:05:32.840 --> 00:05:35.520]  祂的說話也是度身訂造的
[00:05:35.520 --> 00:05:39.360]  裝作一些就叫做很扎心
[00:05:39.360 --> 00:05:45.120]  但貼地的有時候都可以聽起來有點腰心腰肺
[00:05:45.120 --> 00:05:46.280]  求神幫助我們
[00:05:46.280 --> 00:05:50.760]  讓我們首先低頭祈禱
[00:05:50.760 --> 00:05:53.240]  親愛的恩主 求主禰幫助
[00:05:53.240 --> 00:05:54.880]  因爲主耶穌基督禰活着
[00:05:54.880 --> 00:05:56.840]  因爲禰的話語是活的
[00:05:56.840 --> 00:05:58.960]  亦因爲這樣纔有能力
[00:05:58.960 --> 00:06:00.360]  父神求主禰的能力
[00:06:00.360 --> 00:06:03.680]  今天在我們的生命當中彰顯出來
[00:06:03.680 --> 00:06:05.280]  要是我們需要悔改的話
[00:06:05.280 --> 00:06:06.520]  求主禰幫助
[00:06:06.520 --> 00:06:08.680]  要是我們需要有新的思想
[00:06:08.680 --> 00:06:10.000]  求主禰指引我們
[00:06:10.000 --> 00:06:11.600]  要是我們活在黑暗之中
[00:06:11.600 --> 00:06:13.000]  求主禰光照
[00:06:13.000 --> 00:06:14.760]  因爲父神我們不過是人
[00:06:14.760 --> 00:06:17.000]  主禰是蒼天造地的神
[00:06:17.000 --> 00:06:19.000]  我們今天在主禰的面前承認
[00:06:19.000 --> 00:06:20.880]  哪怕只是聽主禰的信息
[00:06:20.880 --> 00:06:22.440]  我們都需要聖靈的幫助
[00:06:22.440 --> 00:06:23.680]  軟化我們的心
[00:06:23.680 --> 00:06:25.600]  將我們造成賽弗的土壤
[00:06:25.600 --> 00:06:28.280]  好叫我們如同孩子在主禰的面前
[00:06:28.280 --> 00:06:30.240]  聆聽父神禰的說話
[00:06:30.240 --> 00:06:31.320]  求主禰幫助我們
[00:06:31.320 --> 00:06:33.120]  祈禱奉耶穌基督的名叫
[00:06:33.120 --> 00:06:34.320]  阿們
[00:06:34.320 --> 00:06:36.200]  一開始問大家
[00:06:36.200 --> 00:06:37.120]  天氣現在這麼冷
[00:06:37.120 --> 00:06:39.480]  大家喜不喜歡睡覺
[00:06:39.480 --> 00:06:40.440]  喜歡的舉手
[00:06:40.440 --> 00:06:41.480]  喜歡睡覺的舉手
[00:06:41.480 --> 00:06:42.640]  很多 我都喜歡
[00:06:42.640 --> 00:06:43.800]  哇 這麼多
[00:06:43.800 --> 00:06:45.640]  大家都真的很喜歡睡覺
[00:06:45.640 --> 00:06:47.880]  在很疲累的時候
[00:06:47.880 --> 00:06:49.920]  如果能夠一覺睡天光
[00:06:49.920 --> 00:06:50.800]  充滿電
[00:06:50.800 --> 00:06:52.920]  真的很舒服
[00:06:52.920 --> 00:06:53.680]  大家知不知道
[00:06:53.680 --> 00:06:57.520]  有什麼比起一覺睡天光更舒服呢
[00:06:57.520 --> 00:06:58.600]  就是即使你
[00:06:58.600 --> 00:07:00.480]  其實真的不是很累
[00:07:00.480 --> 00:07:02.640]  但是你都一覺睡天光
[00:07:02.640 --> 00:07:03.640]  充滿電
[00:07:03.640 --> 00:07:05.400]  第二天好像明天一樣
[00:07:05.400 --> 00:07:06.760]  公衆假期
[00:07:06.760 --> 00:07:08.640]  睡到自然醒
[00:07:08.640 --> 00:07:09.920]  不趕的
[00:07:09.920 --> 00:07:11.440]  那就很舒服了
[00:07:11.440 --> 00:07:13.080]  很幸福
[00:07:13.080 --> 00:07:14.920]  但是有時候我們要記住
[00:07:14.920 --> 00:07:16.240]  睡得太久
[00:07:16.240 --> 00:07:18.560]  都未必一定是好事
[00:07:18.560 --> 00:07:20.920]  長期臥牀
[00:07:20.920 --> 00:07:24.480]  並非一件好事
[00:07:24.480 --> 00:07:26.120]  撒底教會
[00:07:26.120 --> 00:07:27.400]  就是一間
[00:07:27.400 --> 00:07:30.800]  遂在最終的教會
[00:07:30.800 --> 00:07:33.720]  耶穌基督祂很清楚整個情況
[00:07:33.720 --> 00:07:36.200]  經文就說
[00:07:36.200 --> 00:07:39.360]  乃有神的七靈和七星的說
[00:07:39.360 --> 00:07:42.200]  七靈是指舊約撒加利亞書
[00:07:42.200 --> 00:07:46.280]  四章七節的七盞燈的含義
[00:07:46.280 --> 00:07:47.600]  而啓示錄一章
[00:07:47.600 --> 00:07:52.400]  也提到七星是代表守護教會的七位使者
[00:07:52.400 --> 00:07:54.240]  七靈和七星在希臘文
[00:07:54.240 --> 00:07:56.080]  其實是同樣的意思
[00:07:56.080 --> 00:07:58.360]  象徵的是聖靈的完全
[00:07:58.360 --> 00:08:00.520]  和聖靈的全知
[00:08:00.520 --> 00:08:04.120]  耶穌一開始告訴教會
[00:08:04.120 --> 00:08:06.640]  我什麼都知道
[00:08:06.640 --> 00:08:07.800]  我們的事
[00:08:07.800 --> 00:08:10.400]  耶穌所有都知道
[00:08:10.400 --> 00:08:13.480]  這位全知什麼都知道的神
[00:08:13.480 --> 00:08:15.520]  就和撒底教會說
[00:08:15.520 --> 00:08:18.440]  我知道你所做的事
[00:08:18.440 --> 00:08:20.000]  按明
[00:08:20.000 --> 00:08:21.200]  不是明字
[00:08:21.200 --> 00:08:22.480]  是明星
[00:08:22.480 --> 00:08:23.880]  按明星
[00:08:23.880 --> 00:08:25.520]  在別人的眼中
[00:08:25.520 --> 00:08:28.360]  你是很有生命有活力的
[00:08:28.360 --> 00:08:30.520]  但是實際上
[00:08:30.520 --> 00:08:33.160]  你卻是死的
[00:08:33.160 --> 00:08:36.600]  你要留意一下動詞
[00:08:36.600 --> 00:08:42.920]  你擁有生命的明星
[00:08:42.920 --> 00:08:48.560]  但你是死的
[00:08:48.560 --> 00:08:51.200]  大家覺得你擁有什麼比較重要?
[00:08:51.200 --> 00:08:54.440]  還是你是什麼比較重要?
[00:08:54.440 --> 00:08:58.800]  這句話是一句責備
[00:08:58.800 --> 00:09:01.920]  按明星撒底教會有生命
[00:09:01.920 --> 00:09:04.360]  因爲他們富有
[00:09:04.360 --> 00:09:06.120]  可以有作爲
[00:09:06.120 --> 00:09:08.000]  可以做善事
[00:09:08.000 --> 00:09:10.160]  如果我想象這個教會
[00:09:10.160 --> 00:09:14.200]  如果要搞教會裝修應該是怎樣呢?
[00:09:14.200 --> 00:09:17.080]  不需要實而不華
