
[00:00:00.000 --> 00:00:03.000]  很高興又回來「騷機灣浸信會」
[00:00:03.000 --> 00:00:05.000]  跟大家去傳講神的話語
[00:00:05.000 --> 00:00:08.000]  有機會就問阿傑、問一下傳委
[00:00:08.000 --> 00:00:10.000]  「騷浸」有什麼需要呢?
[00:00:10.000 --> 00:00:13.000]  特別說到宣教、說到差傳
[00:00:13.000 --> 00:00:16.000]  我聽到原來有一些宣教士
[00:00:16.000 --> 00:00:18.000]  可能因為身體的需要
[00:00:18.000 --> 00:00:20.000]  有一些宣教士可能因為
[00:00:20.000 --> 00:00:23.000]  工場的局勢的不穩定
[00:00:23.000 --> 00:00:24.000]  現在留在香港
[00:00:24.000 --> 00:00:28.000]  所以要做一些宣教士關顧的事情
[00:00:28.000 --> 00:00:30.000]  所以今天跟大家講一個
[00:00:30.000 --> 00:00:33.000]  宣教士關顧有關聖經的真理
[00:00:33.000 --> 00:00:35.000]  今天選了一段聖經
[00:00:35.000 --> 00:00:38.000]  這段聖經我覺得比較癖的
[00:00:38.000 --> 00:00:41.000]  比較少在講壇裏面講
[00:00:41.000 --> 00:00:43.000]  約翰三書有沒有印象?
[00:00:43.000 --> 00:00:46.000]  其實這本書不多在主日講
[00:00:46.000 --> 00:00:50.000]  但是這本書就是講宣教士的關顧
[00:00:50.000 --> 00:00:56.000]  這本書就是長老約翰寫給一個弟兄
[00:00:56.000 --> 00:00:58.000]  叫做「該有」
[00:00:58.000 --> 00:01:01.000]  所以這本書不單止是教會層面
[00:01:01.000 --> 00:01:03.000]  所以今天不單止是跟「騷浸」講的
[00:01:03.000 --> 00:01:05.000]  是跟每一個弟兄姐妹
[00:01:05.000 --> 00:01:06.000]  跟你有關的
[00:01:06.000 --> 00:01:10.000]  可能就是上帝透過我
[00:01:10.000 --> 00:01:13.000]  或者透過長老約翰去提醒我們
[00:01:13.000 --> 00:01:15.000]  今天我們「騷浸」
[00:01:15.000 --> 00:01:16.000]  或者我們個人
[00:01:16.000 --> 00:01:21.000]  我們怎樣可以做到宣教士的關顧
[00:01:21.000 --> 00:01:24.000]  開始之前先講一些老套的東西
[00:01:24.000 --> 00:01:26.000]  教書在神樂院
[00:01:26.000 --> 00:01:29.000]  教書的時候我經常都跟我的學生講
[00:01:29.000 --> 00:01:32.000]  你要知道我們看到看到的東西
[00:01:32.000 --> 00:01:35.000]  跟著我們看不到什麼你知道嗎?
[00:01:35.000 --> 00:01:37.000]  看不到看不到的東西
[00:01:37.000 --> 00:01:38.000]  是不是很簡單?
[00:01:38.000 --> 00:01:40.000]  這件事我想了二十多年了
[00:01:40.000 --> 00:01:41.000]  再來一次
[00:01:41.000 --> 00:01:42.000]  我們看到什麼?
[00:01:42.000 --> 00:01:43.000]  看到的東西
[00:01:43.000 --> 00:01:44.000]  我們看不到什麼?
[00:01:44.000 --> 00:01:45.000]  看不到的東西
[00:01:45.000 --> 00:01:48.000]  看不到就看不到的了
[00:01:48.000 --> 00:01:49.000]  不是
[00:01:49.000 --> 00:01:51.000]  阿傑你女兒是不是讀小一?
[00:01:51.000 --> 00:01:54.000]  如果她繼續看到幼稚園的東西
[00:01:54.000 --> 00:01:57.000]  看不到小學的東西好不好?
[00:01:57.000 --> 00:01:58.000]  就不好
[00:01:58.000 --> 00:01:59.000]  我們要升班的
[00:01:59.000 --> 00:02:00.000]  我們要升等級的
[00:02:00.000 --> 00:02:02.000]  我們屬靈要升班的
[00:02:02.000 --> 00:02:04.000]  但你知道她信主多久嗎?
[00:02:04.000 --> 00:02:05.000]  不知道
[00:02:05.000 --> 00:02:07.000]  你知道我不知道
[00:02:07.000 --> 00:02:09.000]  我們信了不同的年日
[00:02:09.000 --> 00:02:12.000]  但是我們信仰有沒有升班?
[00:02:12.000 --> 00:02:13.000]  有沒有升?
[00:02:13.000 --> 00:02:14.000]  還是我們信仰是留班?
[00:02:14.000 --> 00:02:18.000]  我們要看到看不到的東西
[00:02:18.000 --> 00:02:21.000]  如果我們永遠都只看到看到的東西
[00:02:21.000 --> 00:02:23.000]  我們就會停滯不前
[00:02:23.000 --> 00:02:24.000]  考考你
[00:02:24.000 --> 00:02:25.000]  你看到的東西多
[00:02:25.000 --> 00:02:28.000]  還是你看不到的東西多?
[00:02:28.000 --> 00:02:29.000]  你要想一想
[00:02:29.000 --> 00:02:31.000]  你看到的東西多
[00:02:31.000 --> 00:02:32.000]  還是看不到的東西多呢?
[00:02:32.000 --> 00:02:33.000]  我們會發現
[00:02:33.000 --> 00:02:35.000]  其實我們不懂的東西
[00:02:35.000 --> 00:02:36.000]  比我們懂的東西多
[00:02:36.000 --> 00:02:39.000]  我們不知道的東西比我們知道的東西多
[00:02:39.000 --> 00:02:41.000]  我們看到
[00:02:41.000 --> 00:02:42.000]  我剛才看了
[00:02:42.000 --> 00:02:43.000]  和你一起看
[00:02:43.000 --> 00:02:45.000]  教會的差傳
[00:02:45.000 --> 00:02:46.000]  奉獻
[00:02:46.000 --> 00:02:48.000]  今個月而已
[00:02:48.000 --> 00:02:50.000]  只看到這個月而已
[00:02:50.000 --> 00:02:51.000]  不敷
[00:02:51.000 --> 00:02:53.000]  但是我們看到自己的不敷
[00:02:53.000 --> 00:02:55.000]  我們可能看到香港
[00:02:55.000 --> 00:02:56.000]  經濟低迷
[00:02:56.000 --> 00:02:57.000]  哪一間店舖倒閉
[00:02:57.000 --> 00:02:58.000]  但是我們看不看到
[00:02:58.000 --> 00:03:01.000]  上帝的榮耀的豐富呢?
[00:03:01.000 --> 00:03:03.000]  今天的詩歌很好
[00:03:03.000 --> 00:03:05.000]  上帝榮耀的供應
[00:03:05.000 --> 00:03:06.000]  上帝是供應者
[00:03:06.000 --> 00:03:08.000]  我們看到我們現實
[00:03:08.000 --> 00:03:10.000]  可能我們有不同的經濟也好
[00:03:10.000 --> 00:03:11.000]  身體也好
[00:03:11.000 --> 00:03:13.000]  各方面的需要
[00:03:13.000 --> 00:03:14.000]  我們看不看到
[00:03:14.000 --> 00:03:16.000]  神那種的榮耀
[00:03:16.000 --> 00:03:17.000]  神那種的豐盛呢?
[00:03:17.000 --> 00:03:18.000]  我們看到
[00:03:18.000 --> 00:03:20.000]  自己香港的景況
[00:03:20.000 --> 00:03:21.000]  但是我們看不看到
[00:03:21.000 --> 00:03:25.000]  遠方未得之民的需要呢?
[00:03:25.000 --> 00:03:27.000]  我們摸不摸得到
[00:03:27.000 --> 00:03:28.000]  看不看到
[00:03:28.000 --> 00:03:30.000]  上帝的宣教心著
[00:03:30.000 --> 00:03:32.000]  上帝在你和我的生命
[00:03:32.000 --> 00:03:35.000]  上帝的計劃是怎樣呢?
[00:03:35.000 --> 00:03:36.000]  開始的時候
[00:03:36.000 --> 00:03:37.000]  邀請你
[00:03:37.000 --> 00:03:39.000]  開始做一個祈禱
[00:03:39.000 --> 00:03:40.000]  剛才祈禱了
[00:03:40.000 --> 00:03:41.000]  再祈禱一次
[00:03:41.000 --> 00:03:42.000]  這次不是牧師祈禱
