
[00:00:00.000 --> 00:00:05.000]  鄧月姐妹平安
[00:00:05.000 --> 00:00:08.000]  前兩個月我們看了一個題目
[00:00:08.000 --> 00:00:15.000]  就是父母的心是為兒女祈求
[00:00:15.000 --> 00:00:20.000]  就是將最好的東西希望神賜給他們
[00:00:20.000 --> 00:00:21.000]  上個月我又提到
[00:00:21.000 --> 00:00:25.000]  兒女的心由父母傳承
[00:00:25.000 --> 00:00:29.000]  其實你想你下一代怎麼辦
[00:00:29.000 --> 00:00:31.000]  就是由你開始做
[00:00:31.000 --> 00:00:33.000]  你想他們
[00:00:33.000 --> 00:00:36.000]  好像剛才師哥說滿有愛心
[00:00:36.000 --> 00:00:40.000]  那你就要先帶頭去做給他們看
[00:00:40.000 --> 00:00:43.000]  什麼叫做有愛心
[00:00:43.000 --> 00:00:46.000]  我本來說有三個人物
[00:00:46.000 --> 00:00:47.000]  但是說了兩個
[00:00:47.000 --> 00:00:51.000]  所以今天我就要跟大家說第三個
[00:00:51.000 --> 00:00:55.000]  然後再繼續說另外的一個
[00:00:55.000 --> 00:01:00.000]  從提摩太太生命的傳承
[00:01:00.000 --> 00:01:03.000]  我們來看看
[00:01:03.000 --> 00:01:06.000]  第一點是信仰的傳承
[00:01:06.000 --> 00:01:12.000]  是從她的外祖母和母親
[00:01:12.000 --> 00:01:14.000]  大家記得
[00:01:14.000 --> 00:01:16.000]  提摩太太是一個很出名的人物
[00:01:16.000 --> 00:01:18.000]  很多人叫做Timothy
[00:01:18.000 --> 00:01:20.000]  因為這個名字的意思是
[00:01:20.000 --> 00:01:23.000]  尊榮上帝的人
[00:01:23.000 --> 00:01:27.000]  她有一個外婆叫做羅爾
[00:01:27.000 --> 00:01:31.000]  羅爾的意思就是歡心
[00:01:31.000 --> 00:01:33.000]  她一生都很開心
[00:01:33.000 --> 00:01:35.000]  是要土主的歡心
[00:01:35.000 --> 00:01:37.000]  她那種的滿足
[00:01:37.000 --> 00:01:41.000]  另外就是她媽媽叫有離基
[00:01:41.000 --> 00:01:45.000]  意思是美好的勝利
[00:01:45.000 --> 00:01:47.000]  我們來讀一讀
[00:01:47.000 --> 00:01:50.000]  提摩太后書第一章第五節
[00:01:50.000 --> 00:01:52.000]  大家一起讀
[00:01:52.000 --> 00:01:56.000]  想到你心裡無毅之信
[00:01:56.000 --> 00:02:00.000]  這信是先在你外祖母羅爾
[00:02:00.000 --> 00:02:04.000]  和你母親有離基的心裡的
[00:02:04.000 --> 00:02:08.000]  我心信也在你心裡
[00:02:08.000 --> 00:02:12.000]  有離基她嫁給了一個希臘人
[00:02:12.000 --> 00:02:14.000]  她不是猶太人
[00:02:14.000 --> 00:02:16.000]  所以她本身是猶太人
[00:02:16.000 --> 00:02:18.000]  但是先生不是
[00:02:18.000 --> 00:02:20.000]  所以要教一個兒子
[00:02:20.000 --> 00:02:23.000]  一生去忠於我們所信的上帝
[00:02:23.000 --> 00:02:25.000]  我們的天父
[00:02:25.000 --> 00:02:28.000]  是可能有一些張力
[00:02:28.000 --> 00:02:29.000]  有一些拉力的
[00:02:29.000 --> 00:02:32.000]  但是她也很好
[00:02:32.000 --> 00:02:33.000]  她有她的媽媽
[00:02:33.000 --> 00:02:36.000]  就是外祖母羅爾來幫她
[00:02:36.000 --> 00:02:37.000]  所以就算一個
[00:02:37.000 --> 00:02:40.000]  不是完全是猶太教的
[00:02:40.000 --> 00:02:43.000]  或者基督教的一個家庭
[00:02:43.000 --> 00:02:46.000]  長大的這個提摩太
[00:02:46.000 --> 00:02:50.000]  也是傳承了她媽媽
[00:02:50.000 --> 00:02:52.000]  外祖母她的信心
[00:02:52.000 --> 00:02:54.000]  無毅的信心就是說
[00:02:54.000 --> 00:02:57.000]  真實的不是假的
[00:02:57.000 --> 00:02:59.000]  是經得起考驗的
[00:02:59.000 --> 00:03:02.000]  是持久的不變的
[00:03:02.000 --> 00:03:04.000]  記不記得上個月
[00:03:04.000 --> 00:03:08.000]  我們提到拿俄米和路德
[00:03:08.000 --> 00:03:11.000]  他們不是母女
[00:03:11.000 --> 00:03:13.000]  他們是婆媳
[00:03:13.000 --> 00:03:15.000]  但是這兩代都是
[00:03:15.000 --> 00:03:16.000]  盡了他們所能
[00:03:16.000 --> 00:03:20.000]  將她的信心傳給他們的下一代
[00:03:20.000 --> 00:03:22.000]  所以他們回到
[00:03:22.000 --> 00:03:24.000]  自己的百里行城的時候
[00:03:24.000 --> 00:03:27.000]  路德、拿俄米對神的信心
[00:03:27.000 --> 00:03:30.000]  是影響了波瓦斯的
[00:03:30.000 --> 00:03:32.000]  波瓦斯很感恩
[00:03:32.000 --> 00:03:35.000]  就是有一兩個婦女
[00:03:35.000 --> 00:03:36.000]  他們婆媳之間
[00:03:36.000 --> 00:03:38.000]  有這麼好的關係
[00:03:38.000 --> 00:03:41.000]  是活出了神那種的愛
[00:03:41.000 --> 00:03:43.000]  後來他和路德結了婚
[00:03:43.000 --> 00:03:45.000]  波瓦斯就生了俄比德
[00:03:45.000 --> 00:03:47.000]  也生了耶西
[00:03:47.000 --> 00:03:51.000]  然後再下去一代就是大衛
[00:03:51.000 --> 00:03:55.000]  然後大衛一直延伸到耶穌基督
[00:03:55.000 --> 00:03:57.000]  所以你看到原來
[00:03:57.000 --> 00:04:00.000]  神真的希望我們一代一代
[00:04:00.000 --> 00:04:01.000]  將我們的信心
[00:04:01.000 --> 00:04:04.000]  我們的信仰傳承下去
[00:04:04.000 --> 00:04:06.000]  我們看到大衛
[00:04:06.000 --> 00:04:07.000]  他也將他的信心
[00:04:07.000 --> 00:04:10.000]  傳給他的兒子索羅門
[00:04:10.000 --> 00:04:12.000]  所以索羅門他祈禱
[00:04:12.000 --> 00:04:14.000]  他祈禱不是為了很多錢
[00:04:14.000 --> 00:04:16.000]  我得到很多錢祈禱
[00:04:16.000 --> 00:04:18.000]  不是為了說我做皇帝
[00:04:18.000 --> 00:04:20.000]  要做個很出名的
[00:04:20.000 --> 00:04:22.000]  很成功的皇帝
[00:04:22.000 --> 00:04:24.000]  他是求什麼?
[00:04:24.000 --> 00:04:25.000]  求什麼?
[00:04:25.000 --> 00:04:27.000]  智慧
[00:04:27.000 --> 00:04:28.000]  為什麼要求智慧呢?
[00:04:28.000 --> 00:04:29.000]  因為他說
[00:04:29.000 --> 00:04:31.000]  神啊你讓我坐在這個位置
[00:04:31.000 --> 00:04:32.000]  我很害怕
[00:04:32.000 --> 00:04:33.000]  因為我很年輕
[00:04:33.000 --> 00:04:34.000]  我沒有經驗
[00:04:34.000 --> 00:04:36.000]  不像我爸爸那樣
[00:04:36.000 --> 00:04:38.000]  打過這麼多仗
[00:04:38.000 --> 00:04:39.000]  他說你可不可以
[00:04:39.000 --> 00:04:40.000]  讓我有智慧
[00:04:40.000 --> 00:04:42.000]  讓我懂得去管理你的百姓
[00:04:42.000 --> 00:04:43.000]  你的子民
[00:04:43.000 --> 00:04:45.000]  他是回到神那裡
[00:04:45.000 --> 00:04:48.000]  為了神去求智慧
[00:04:48.000 --> 00:04:50.000]  結果神真的很滿足
[00:04:50.000 --> 00:04:53.000]  他很愛索羅門
[00:04:53.000 --> 00:04:54.000]  很悅納他的祈禱
[00:04:54.000 --> 00:04:57.000]  就說我給你聰明智慧
[00:04:57.000 --> 00:04:59.000]  之前沒有人像你那麼智慧
[00:04:59.000 --> 00:05:00.000]  之後都沒有一個人
[00:05:00.000 --> 00:05:02.000]  像你那麼聰明
[00:05:02.000 --> 00:05:03.000]  而且你沒有求的
[00:05:03.000 --> 00:05:05.000]  我都給了你
[00:05:05.000 --> 00:05:08.000]  就是富貴富有
[00:05:08.000 --> 00:05:12.000]  還有我要給你長壽
[00:05:12.000 --> 00:05:13.000]  所以說
[00:05:13.000 --> 00:05:15.000]  原來我們先求神的國
[00:05:15.000 --> 00:05:16.000]  和神的義
[00:05:16.000 --> 00:05:19.000]  這些東西都會加給我們
[00:05:19.000 --> 00:05:20.000]  我們不會求
[00:05:20.000 --> 00:05:21.000]  我們沒有求
[00:05:21.000 --> 00:05:23.000]  神說你求對了一件事
[00:05:23.000 --> 00:05:27.000]  其他東西都給你
[00:05:27.000 --> 00:05:29.000]  其實基督教
[00:05:29.000 --> 00:05:32.000]  家庭教育的綱領
[00:05:32.000 --> 00:05:35.000]  總綱是什麼呢
[00:05:35.000 --> 00:05:38.000]  就是讓你的下一代
[00:05:38.000 --> 00:05:39.000]  怎樣呢
[00:05:39.000 --> 00:05:41.000]  好像聖經所說
[00:05:41.000 --> 00:05:43.000]  阿拉罕的神
[00:05:43.000 --> 00:05:44.000]  以撒的神
[00:05:44.000 --> 00:05:46.000]  雅各的神
[00:05:46.000 --> 00:05:47.000]  就是說
[00:05:47.000 --> 00:05:49.000]  你的子孫不是說
[00:05:49.000 --> 00:05:51.000]  這是我爺爺的神
[00:05:51.000 --> 00:05:53.000]  這是我祖母的神
[00:05:53.000 --> 00:05:55.000]  這是我太公的神
[00:05:55.000 --> 00:05:57.000]  而是他們會將
[00:05:57.000 --> 00:05:59.000]  太公也好
[00:05:59.000 --> 00:06:00.000]  太婆也好
[00:06:00.000 --> 00:06:02.000]  哪一代傳給他們的信仰
[00:06:02.000 --> 00:06:03.000]  信心
[00:06:03.000 --> 00:06:05.000]  變成他自己
[00:06:05.000 --> 00:06:07.000]  就是阿巴拉的神
[00:06:07.000 --> 00:06:09.000]  他幫助以撒
[00:06:09.000 --> 00:06:10.000]  認識到這個都是
[00:06:10.000 --> 00:06:11.000]  以撒的神
[00:06:11.000 --> 00:06:13.000]  都是你那個神
[00:06:13.000 --> 00:06:15.000]  而以撒又幫了雅各
[00:06:15.000 --> 00:06:16.000]  告訴他
[00:06:16.000 --> 00:06:17.000]  以撒的神
[00:06:17.000 --> 00:06:19.000]  也是雅各的神
[00:06:19.000 --> 00:06:21.000]  所以你要自己去經歷他
[00:06:21.000 --> 00:06:23.000]  自己去祈求他
