
[00:00:00.000 --> 00:00:02.760]  主持人:首先我們由第一節先看一看
[00:00:02.760 --> 00:00:08.920]  「主啊!祢的名在全地,何其美!祢將祢的榮耀彰顯於天!」
[00:00:08.920 --> 00:00:11.960]  這個不多說了,因為都說過幾次了
[00:00:11.960 --> 00:00:16.880]  只是說,「神」這個字眼的「何其美」
[00:00:16.880 --> 00:00:20.560]  我比較喜歡用英文的表達,是Majestic
[00:00:20.560 --> 00:00:24.240]  Majestic和美,美可以說很Beautiful
[00:00:24.240 --> 00:00:28.120]  但是Beautiful和Majestic就有一點點不同
[00:00:28.120 --> 00:00:33.840]  如果我們稱呼那些叫做皇帝,我們叫Your Majesty
[00:00:33.840 --> 00:00:38.040]  是不是這樣叫的,有一個皇者的風範
[00:00:38.040 --> 00:00:42.040]  所以這種美,不是一種很漂亮的一朵花
[00:00:42.040 --> 00:00:46.320]  這隻小狗多漂亮,這個妹妹多漂亮
[00:00:46.320 --> 00:00:55.000]  不是,那種是一種很有光彩的那種美,是不同的
[00:00:55.000 --> 00:01:05.400]  接著就是「祢因敵人的緣故,從孩童和吃奶的口中建立了能力使仇敵和報仇的閉口無言」
[00:01:05.400 --> 00:01:09.800]  如果有個敵人來,你找個很高大威猛的去打他
[00:01:09.800 --> 00:01:11.280]  那當然可以了,是不是?
[00:01:11.280 --> 00:01:14.640]  但是如果有個敵人來,你找一個小孩子打他
[00:01:14.640 --> 00:01:16.320]  哇,那是什麼意思?
[00:01:16.320 --> 00:01:18.280]  肯定不是這個小孩子好打
[00:01:18.280 --> 00:01:25.120]  肯定你站在後面,那個人已經知道無得揮了
[00:01:25.120 --> 00:01:30.600]  所以這個表示到,又是一樣給我們看見神那種的偉大
[00:01:30.600 --> 00:01:34.240]  神不需要去靠人的力量
[00:01:34.240 --> 00:01:37.360]  神不需要靠人的財富
[00:01:37.360 --> 00:01:43.080]  神不需要靠人的身份地位去成就他的事
[00:01:43.080 --> 00:01:47.320]  就算我們的主耶穌基督來到世上的時候,祂是怎麼樣的?
[00:01:47.320 --> 00:01:50.600]  祂無家營美容,人家不羨慕祂的
[00:01:50.600 --> 00:01:52.400]  祂謙卑的,是不是?
[00:01:52.400 --> 00:01:56.000]  祂出生的地方在哪裡?在一個馬槽而已
[00:01:56.000 --> 00:02:00.240]  連間房都沒得給祂,去到酒店
[00:02:00.240 --> 00:02:03.480]  「我想去一間總統房」「沒有啊」
[00:02:03.480 --> 00:02:07.600]  「那去最頂級的房間」「都沒有啊」
[00:02:07.600 --> 00:02:09.800]  「算了,總之給個房間」「都沒有啊」
[00:02:09.800 --> 00:02:11.800]  「有個雜物房」
[00:02:11.800 --> 00:02:18.560]  雜物房當時就是祂的馬槽,在那裡出生的
[00:02:18.560 --> 00:02:23.520]  你試想想,如果有人說要給一個出生
[00:02:23.520 --> 00:02:25.520]  是將來做一個皇帝的
[00:02:25.520 --> 00:02:28.280]  是萬王之王的,應該在哪裡?
[00:02:28.280 --> 00:02:30.760]  當然是要很輝煌出身,是不是?
[00:02:30.760 --> 00:02:33.200]  背景都要好,成份都要好
[00:02:33.200 --> 00:02:35.560]  但不是,神不是這樣做事的
[00:02:35.560 --> 00:02:40.280]  神就是這麼奇妙,因為如果神都用世界上的人的做法手法的時候
[00:02:40.280 --> 00:02:41.640]  祂不是神
[00:02:41.640 --> 00:02:44.600]  神就是能夠用塵土做人
[00:02:44.600 --> 00:02:48.400]  所以這段經文裡面是第三節
[00:02:48.400 --> 00:02:54.440]  「我看你手指頭所做的天,並你所層次的月亮星宿」
[00:02:54.440 --> 00:02:57.440]  哇,人望高處
[00:02:57.440 --> 00:02:59.440]  香港都有很多高樓大廈
[00:02:59.440 --> 00:03:03.680]  我早前好像去過一個家庭探訪,他住在第61層
[00:03:03.680 --> 00:03:05.680]  啊不是,第63層
[00:03:05.680 --> 00:03:09.480]  在馬鞍山而已,不是在哪裡
[00:03:09.480 --> 00:03:12.920]  原來他進去後還有樓上的
[00:03:12.920 --> 00:03:14.920]  他不知道在跟我說什麼
[00:03:14.920 --> 00:03:16.920]  林鄭月娥說,我想用你的洗手間
[00:03:16.920 --> 00:03:18.920]  哦,你想用樓上的,我都不知道有樓上的
[00:03:18.920 --> 00:03:20.920]  我進去門口就直走
[00:03:20.920 --> 00:03:23.480]  聊完天就走,原來他還有一個樓上的
[00:03:23.480 --> 00:03:26.480]  樓上就是洗手間和書房
[00:03:26.480 --> 00:03:29.720]  但是這裡說什麼?
[00:03:29.720 --> 00:03:33.480]  他說,神所做的是天,望上天
[00:03:33.480 --> 00:03:35.480]  望上天是什麼意思?
[00:03:35.480 --> 00:03:37.480]  望上天根本什麼都看不透
[00:03:37.480 --> 00:03:40.480]  天有多高,誰可以說?
[00:03:40.480 --> 00:03:44.480]  我們看得到的就是神所做的月亮和星宿
[00:03:44.480 --> 00:03:48.480]  所以這個詩人應該是在晚間思想
[00:03:48.480 --> 00:03:50.480]  他沒有說到太陽
[00:03:50.480 --> 00:03:52.480]  他沒有說到白雲
[00:03:52.480 --> 00:03:54.480]  是望見月亮和星宿
[00:03:54.480 --> 00:03:57.480]  當這個人望到這些的時候
[00:03:57.480 --> 00:03:59.480]  正如我上次曾經在這裡跟大家說過
[00:03:59.480 --> 00:04:02.480]  我認識一個人,我不說他的名字
[00:04:02.480 --> 00:04:04.480]  我又不說他真正的身份
[00:04:04.480 --> 00:04:05.480]  我用「類似」
[00:04:05.480 --> 00:04:07.480]  他的哥哥是個大明星
[00:04:07.480 --> 00:04:09.480]  其實他哥哥不是大明星
[00:04:09.480 --> 00:04:11.480]  不過都是差不多
[00:04:11.480 --> 00:04:13.480]  我今早回來的時候,你猜我聽到什麼?
[00:04:13.480 --> 00:04:15.480]  我聽收音機
[00:04:15.480 --> 00:04:17.480]  聽到有一個人姓許
[00:04:17.480 --> 00:04:19.480]  他爸爸是誰?
[00:04:19.480 --> 00:04:23.480]  許什麼傑?許冠傑
[00:04:23.480 --> 00:04:25.480]  差點連名字都忘了
[00:04:25.480 --> 00:04:28.480]  以前曾經有些小朋友說我像許冠文
[00:04:28.480 --> 00:04:32.480]  以前,在1979年我回來香港
[00:04:32.480 --> 00:04:35.480]  下電梯的時候,一開門
[00:04:35.480 --> 00:04:37.480]  兩個女孩,學生女孩
[00:04:37.480 --> 00:04:39.480]  「哎呀,許冠文啊」這樣看著我
[00:04:39.480 --> 00:04:42.480]  我都不知道他們是稱讚我還是批評我
[00:04:42.480 --> 00:04:44.480]  那時候我比較胖
[00:04:44.480 --> 00:04:46.480]  年輕,1979年的時候
[00:04:46.480 --> 00:04:47.480]  我像許冠文
[00:04:47.480 --> 00:04:50.480]  後來在電視有一個妹妹說
[00:04:50.480 --> 00:04:53.480]  「媽咪媽咪,牧師啊牧師啊」
[00:04:53.480 --> 00:04:56.480]  姓盧的,那個比較像
[00:04:56.480 --> 00:04:58.480]  這裡說什麼呢?
[00:04:58.480 --> 00:05:03.480]  她說「人算什麼,你竟顧念他」
[00:05:03.480 --> 00:05:06.480]  「世人算什麼,你竟眷顧他」
[00:05:06.480 --> 00:05:10.480]  這個就是今天要跟大家繼續思想的經文
[00:05:10.480 --> 00:05:13.480]  啊,我想起我剛才說的許冠文
[00:05:13.480 --> 00:05:15.480]  其實那個弟兄
[00:05:15.480 --> 00:05:18.480]  他是名校出身
[00:05:18.480 --> 00:05:20.480]  基督教名校出身
[00:05:20.480 --> 00:05:22.480]  但是他不信耶穌
[00:05:22.480 --> 00:05:24.480]  甚至他哥哥帶壞他
[00:05:24.480 --> 00:05:26.480]  我好像上次說過
[00:05:26.480 --> 00:05:28.480]  沒有說過嗎?那些我不告訴你
[00:05:28.480 --> 00:05:30.480]  他哥哥怎樣帶壞他,不說了
[00:05:30.480 --> 00:05:32.480]  總之他就是敗壞
[00:05:32.480 --> 00:05:34.480]  年輕人已經敗壞了
[00:05:34.480 --> 00:05:36.480]  但是有一天
[00:05:36.480 --> 00:05:38.480]  因為他是基督教學校
[00:05:38.480 --> 00:05:40.480]  學校當然要有基督教聚會
[00:05:40.480 --> 00:05:42.480]  有一晚他們去summer camp
[00:05:42.480 --> 00:05:44.480]  他當然是心不在馬
[00:05:44.480 --> 00:05:46.480]  人家在唱詩歌
[00:05:46.480 --> 00:05:48.480]  有靈修分享
[00:05:48.480 --> 00:05:50.480]  他當然是在望丹田
[00:05:50.480 --> 00:05:52.480]  望到上面,望到什麼?
[00:05:52.480 --> 00:05:54.480]  望到星星
[00:05:54.480 --> 00:05:59.480]  突然間,因為神的創造在天上
[00:05:59.480 --> 00:06:01.480]  他覺得自己很渺小
[00:06:01.480 --> 00:06:03.480]  他從來不覺得自己渺小
[00:06:03.480 --> 00:06:05.480]  這個年輕人
[00:06:05.480 --> 00:06:07.480]  怎會覺得自己渺小,覺得自己很厲害
[00:06:07.480 --> 00:06:09.480]  但是那天他不知道發生什麼事
[00:06:09.480 --> 00:06:12.480]  夢到星星,神就透過星星跟他說話
[00:06:12.480 --> 00:06:16.480]  他覺得自己很渺小
[00:06:16.480 --> 00:06:18.480]  接著他就再思想
[00:06:18.480 --> 00:06:21.480]  一幕一幕想起自己從小到大所做過的事
[00:06:21.480 --> 00:06:24.480]  因為他是在一間基督教學校讀書
[00:06:24.480 --> 00:06:26.480]  名校來的,有個正字的
[00:06:26.480 --> 00:06:28.480]  大家明白我說什麼了
[00:06:28.480 --> 00:06:32.480]  他就想到自己原來是一個罪人
[00:06:32.480 --> 00:06:34.480]  他就低頭流淚
[00:06:34.480 --> 00:06:36.480]  認罪悔改
[00:06:36.480 --> 00:06:39.480]  後來他還奉獻去讀神學
[00:06:39.480 --> 00:06:41.480]  所以我這樣認識他
[00:06:41.480 --> 00:06:43.480]  他跟著一個基督教機構
[00:06:43.480 --> 00:06:45.480]  全世界到處去報道
[00:06:45.480 --> 00:06:47.480]  去到印度他跟我分享
[00:06:47.480 --> 00:06:49.480]  去到印度一望,哇!人山人海
[00:06:49.480 --> 00:06:51.480]  他不會講印度文
[00:06:51.480 --> 00:06:53.480]  就派單張,派單張,派單張
[00:06:53.480 --> 00:06:56.480]  好像我現在經常去西洋菜南街那裡
[00:06:56.480 --> 00:06:59.480]  看到有個機構在那裡派福袋,派單張
[00:06:59.480 --> 00:07:01.480]  你們知不知道?
[00:07:01.480 --> 00:07:03.480]  逢星期一是不派的
[00:07:03.480 --> 00:07:05.480]  因為全隊人放假
[00:07:05.480 --> 00:07:07.480]  星期日他們要回教會,所以沒有派
[00:07:07.480 --> 00:07:09.480]  星期二三四五下午不知道幾點至幾點
[00:07:09.480 --> 00:07:11.480]  一隊人的
[00:07:11.480 --> 00:07:13.480]  派福音單張
[00:07:13.480 --> 00:07:15.480]  派一個袋給你,裡面有CD
[00:07:15.480 --> 00:07:21.480]  有些人看到他有反應就會立即跟他分享聖經
[00:07:21.480 --> 00:07:23.480]  我走過去,他就問我
[00:07:23.480 --> 00:07:25.480]  我說我是牧師來的,朕信會
[00:07:25.480 --> 00:07:27.480]  我就跟他聊了一會兒
[00:07:27.480 --> 00:07:31.480]  這些動作就讓我想起一個弟兄
[00:07:31.480 --> 00:07:33.480]  他去到印度的時候
[00:07:33.480 --> 00:07:35.480]  這個講到一九七幾年的時候
[00:07:35.480 --> 00:07:37.480]  去到印度,他說很貧窮
[00:07:37.480 --> 00:07:39.480]  他們在那裡派單張,後來他去了多倫多那裡
[00:07:39.480 --> 00:07:43.480]  就停下來了,沒有再參加那個機構
[00:07:43.480 --> 00:07:45.480]  他在那裡讀神學
[00:07:45.480 --> 00:07:47.480]  我跟我一起住
[00:07:47.480 --> 00:07:49.480]  和幾個人一起住
[00:07:49.480 --> 00:07:51.480]  就是因為
[00:07:51.480 --> 00:07:53.480]  看見天上的星星、月亮
[00:07:53.480 --> 00:07:55.480]  他覺得自己很渺小
[00:07:55.480 --> 00:07:57.480]  神就透過神自己的話語
[00:07:57.480 --> 00:07:59.480]  在那個時候就跟他說話
[00:07:59.480 --> 00:08:01.480]  在這裡來說
[00:08:01.480 --> 00:08:03.480]  我們繼續看上一次
[00:08:03.480 --> 00:08:05.480]  和大家看的這段經文
[00:08:05.480 --> 00:08:07.480]  最後我記得我是看到第幾節的
[00:08:07.480 --> 00:08:09.480]  在這裡說人算什麼
[00:08:09.480 --> 00:08:11.480]  你竟顧念他,世人算什麼
[00:08:11.480 --> 00:08:13.480]  你竟然是眷顧他
[00:08:13.480 --> 00:08:15.480]  所以我給這個經文的題目
[00:08:15.480 --> 00:08:17.480]  就是神愛世人的世
[00:08:17.480 --> 00:08:19.480]  是小孩子的世,不是世上的世
[00:08:19.480 --> 00:08:21.480]  神愛世人大家都知道
[00:08:21.480 --> 00:08:23.480]  在這個楊坤三章十六字
[00:08:23.480 --> 00:08:25.480]  神愛世人
[00:08:25.480 --> 00:08:27.480]  甚至愛到將獨生子賜給他們
[00:08:27.480 --> 00:08:29.480]  在這裡我們繼續看一點
[00:08:29.480 --> 00:08:31.480]  就是神愛人
[00:08:31.480 --> 00:08:33.480]  人算什麼,你竟然是顧念他
[00:08:33.480 --> 00:08:37.480]  世人算什麼,你竟然是眷顧他
[00:08:37.480 --> 00:08:39.480]  在這裡耶利米蘇第十七章第九字
[00:08:39.480 --> 00:08:43.480]  他形容人比萬物更詭詐
[00:08:43.480 --> 00:08:46.480]  這個世界上的萬物是什麼
[00:08:46.480 --> 00:08:48.480]  當然蛇蟲鼠蟻
[00:08:48.480 --> 00:08:50.480]  猴子狗那些
[00:08:50.480 --> 00:08:53.480]  都算是萬物裡面的其中一部分
[00:08:53.480 --> 00:08:55.480]  但是人比這些更詭詐
[00:08:55.480 --> 00:08:57.480]  壞到極處
[00:08:57.480 --> 00:08:59.480]  還有人是什麼呢
[00:08:59.480 --> 00:09:01.480]  約伯記二十五章第六字
[00:09:01.480 --> 00:09:04.480]  更何況是愚蟲的人,愚追的世人呢
[00:09:04.480 --> 00:09:06.480]  人就是這樣
[00:09:06.480 --> 00:09:08.480]  根據聖經的角度來看
[00:09:08.480 --> 00:09:10.480]  不是根據我們人的角度來看
[00:09:10.480 --> 00:09:12.480]  因為耶利米蘇和約伯
[00:09:12.480 --> 00:09:14.480]  都是神透過他們的口
[00:09:14.480 --> 00:09:16.480]  說出神的心聲
[00:09:16.480 --> 00:09:18.480]  其實人在神的眼裡面
[00:09:18.480 --> 00:09:20.480]  根本就是這樣
[00:09:20.480 --> 00:09:22.480]  到了羅馬書第三章第十節
[00:09:22.480 --> 00:09:24.480]  就如經上所記
[00:09:24.480 --> 00:09:26.480]  沒有二人,連一個也沒有
[00:09:26.480 --> 00:09:28.480]  沒有二人
[00:09:28.480 --> 00:09:30.480]  在神的眼裡面
[00:09:30.480 --> 00:09:32.480]  是一個二人都沒有
[00:09:32.480 --> 00:09:34.480]  我最近有跟一個風水師聊天
[00:09:34.480 --> 00:09:36.480]  大家最近有沒有看到新聞
[00:09:36.480 --> 00:09:38.480]  有個風水師上報紙
[00:09:38.480 --> 00:09:40.480]  又Facebook
[00:09:40.480 --> 00:09:42.480]  報紙我看到又打人
[00:09:42.480 --> 00:09:44.480]  又是西洋菜南街
[00:09:44.480 --> 00:09:46.480]  那條街真的很多東西看
[00:09:46.480 --> 00:09:48.480]  因為有些外國人在玩
[00:09:48.480 --> 00:09:50.480]  那些什麼
[00:09:50.480 --> 00:09:52.480]  那些叫什麼
[00:09:52.480 --> 00:09:54.480]  肥皂店
[00:09:54.480 --> 00:09:56.480]  他們在那裡玩
[00:09:56.480 --> 00:09:58.480]  其實是在那裡表演
[00:09:58.480 --> 00:10:00.480]  然後在那裡拿錢
[00:10:00.480 --> 00:10:02.480]  你發覺在銀行
[00:10:02.480 --> 00:10:04.480]  這個旺角
[00:10:04.480 --> 00:10:06.480]  旺角地鐵站
[00:10:06.480 --> 00:10:08.480]  E2
[00:10:08.480 --> 00:10:10.480]  ABCDE2出口
[00:10:10.480 --> 00:10:12.480]  一出來
[00:10:12.480 --> 00:10:14.480]  你經常會看到一個外國人很大
[00:10:14.480 --> 00:10:16.480]  好像我兩倍那麼大
[00:10:16.480 --> 00:10:18.480]  身形高過我
[00:10:18.480 --> 00:10:20.480]  穿著紅色衣服跪在地上
[00:10:20.480 --> 00:10:22.480]  向人叩頭,向人拿錢
[00:10:22.480 --> 00:10:24.480]  不是很大年紀的,樣子不像一個黑衣
[00:10:24.480 --> 00:10:26.480]  但他就在那裡黑錢
[00:10:26.480 --> 00:10:28.480]  我見過
[00:10:28.480 --> 00:10:30.480]  有時一個外國人
[00:10:30.480 --> 00:10:32.480]  我說外國人不是貶低
[00:10:32.480 --> 00:10:34.480]  有時是男一女
[00:10:34.480 --> 00:10:36.480]  有時多幾個人
[00:10:36.480 --> 00:10:38.480]  寫些什麼在地上
[00:10:38.480 --> 00:10:40.480]  又說沒錢
[00:10:40.480 --> 00:10:42.480]  什麼旅遊
[00:10:42.480 --> 00:10:44.480]  但我經常見到他在那裡拿錢
[00:10:44.480 --> 00:10:46.480]  有些人做街頭表演
[00:10:46.480 --> 00:10:48.480]  都是在那裡拿錢
[00:10:48.480 --> 00:10:50.480]  他們不用拿牌
[00:10:50.480 --> 00:10:52.480]  我問過他們
[00:10:52.480 --> 00:10:54.480]  其中一個
[00:10:54.480 --> 00:10:56.480]  做風水上學
[00:10:56.480 --> 00:10:58.480]  他的名字
[00:10:58.480 --> 00:11:00.480]  叫王大仙
[00:11:00.480 --> 00:11:02.480]  他不是姓王
[00:11:02.480 --> 00:11:04.480]  不過我叫他姓王
[00:11:04.480 --> 00:11:06.480]  他叫大仙
[00:11:06.480 --> 00:11:08.480]  所以我叫他王大仙
[00:11:08.480 --> 00:11:10.480]  如果姓梁就叫梁大仙
[00:11:10.480 --> 00:11:12.480]  如果姓陳就叫陳大仙
[00:11:12.480 --> 00:11:14.480]  他還給我一張卡片
[00:11:14.480 --> 00:11:16.480]  很有內頭
[00:11:16.480 --> 00:11:18.480]  不知道是什麼風水上學協會的會長
[00:11:18.480 --> 00:11:22.480]  我泊下車
[00:11:22.480 --> 00:11:24.480]  見到他
