
[00:00:00.000 --> 00:00:03.000]  讓我們在開始前,我們再一次有禱告。
[00:00:03.000 --> 00:00:06.000]  草枯幹,花必殘,
[00:00:06.000 --> 00:00:10.000]  但惟有我們神的話,必永遠立定。
[00:00:10.000 --> 00:00:15.000]  神在你說過,耶和華所憎惡的有六樣,
[00:00:15.000 --> 00:00:18.000]  連他心中所恨惡的,共有七樣。
[00:00:18.000 --> 00:00:21.000]  就是人高傲的眼,
[00:00:21.000 --> 00:00:23.000]  殺荒的舌,
[00:00:23.000 --> 00:00:26.000]  流無辜人血的手,
[00:00:26.000 --> 00:00:29.000]  圖謀惡計的心,
[00:00:30.000 --> 00:00:32.000]  飛跑吟樂的腳,
[00:00:32.000 --> 00:00:35.000]  套謊言的假見證,
[00:00:35.000 --> 00:00:39.000]  並弟兄中布散一個紛爭。
[00:00:39.000 --> 00:00:43.000]  神願意我們今天除去這一切,
[00:00:43.000 --> 00:00:46.000]  叫我們來聽這一篇道的時候,
[00:00:46.000 --> 00:00:49.000]  我們反照自己的心,
[00:00:49.000 --> 00:00:52.000]  一路聽道一路押門,
[00:00:52.000 --> 00:00:55.000]  就是我們的生命是屬你,
[00:00:55.000 --> 00:00:59.000]  願你帶領我們,願聖靈引導我們的心進入真理,
[00:01:00.000 --> 00:01:01.000]  讓我們得聖放。
[00:01:01.000 --> 00:01:04.000]  我們這樣禱告奉耶穌基督,靈教。
[00:01:04.000 --> 00:01:06.000]  阿們。
[00:01:06.000 --> 00:01:10.000]  以西傑書三十六章二十六節這樣說,
[00:01:10.000 --> 00:01:13.000]  他說神要賜給我們一個新的心,
[00:01:13.000 --> 00:01:17.000]  將新的靈放在生命的裡面,
[00:01:17.000 --> 00:01:20.000]  除去我們肉體的錫心。
[00:01:20.000 --> 00:01:22.000]  好記得,好記得,
[00:01:22.000 --> 00:01:26.000]  這個禮拜我們失去了一位年青人,
[00:01:28.000 --> 00:01:30.000]  他本來是大學生,
[00:01:30.000 --> 00:01:33.000]  但是因為在四月的時候心肌炎,
[00:01:33.000 --> 00:01:36.000]  所以轉轉要換心,
[00:01:36.000 --> 00:01:39.000]  最後命發症死。
[00:01:39.000 --> 00:01:43.000]  這個心是心臟,
[00:01:43.000 --> 00:01:49.000]  但是如果按著一位基督徒的心臟學家說,
[00:01:49.000 --> 00:01:53.000]  他說其實人的心固然是很重要,
[00:01:53.000 --> 00:01:56.000]  但是作為一個基督徒,
[00:01:57.000 --> 00:01:59.000]  我更加看到一個新的心,
[00:01:59.000 --> 00:02:02.000]  在人的心裡面很重要,
[00:02:02.000 --> 00:02:06.000]  他所指的是贖靈一個新的心態。
[00:02:06.000 --> 00:02:12.000]  今天你認為我和你都覺得已經回到教會相當的連日,
[00:02:12.000 --> 00:02:16.000]  但是正因為這樣我們要去檢查自己的心臟,
[00:02:16.000 --> 00:02:18.000]  不是肉心,
[00:02:18.000 --> 00:02:20.000]  是真正心靈,
[00:02:20.000 --> 00:02:24.000]  究竟我們是不是已經有一個更新的心,
[00:02:25.000 --> 00:02:28.000]  由舊我變成一個新人,
[00:02:28.000 --> 00:02:30.000]  是歷久常新。
[00:02:30.000 --> 00:02:36.000]  很多年前探望兩位的父親,
[00:02:36.000 --> 00:02:41.000]  是一位弟兄的爸爸和一位弟兄的岳父,
[00:02:41.000 --> 00:02:45.000]  無端有偶當我去探望他的時候,
[00:02:45.000 --> 00:02:49.000]  兩個最後在那段時間都沒有順主,
[00:02:49.000 --> 00:02:52.000]  感恩的是到近日,
[00:02:53.000 --> 00:02:57.000]  當於在其中一位父親離世之前他終於決志,
[00:02:57.000 --> 00:03:01.000]  傳來消息令我感覺到很感恩,
[00:03:01.000 --> 00:03:05.000]  但是很記得當年奔波去探望他們的時候,
[00:03:05.000 --> 00:03:08.000]  很掃興的離開,
[00:03:08.000 --> 00:03:11.000]  其中一位爸爸跟我說,
[00:03:11.000 --> 00:03:13.000]  他說我是不信的,
[00:03:13.000 --> 00:03:15.000]  你叫我信什麼都沒有用,
[00:03:15.000 --> 00:03:19.000]  因為我看見人版就知道不值得信,
[00:03:19.000 --> 00:03:21.000]  言聽其詳,
[00:03:22.000 --> 00:03:25.000]  當他一說的時候我就大概心裡都沉了一沉,
[00:03:25.000 --> 00:03:28.000]  他說我做裁縫的,
[00:03:28.000 --> 00:03:32.000]  在退休之前我見過很多不同的人,
[00:03:32.000 --> 00:03:36.000]  其中一位是一位很中年的牧師,
[00:03:36.000 --> 00:03:39.000]  而且他還稱是一間大教會的牧師,
[00:03:39.000 --> 00:03:42.000]  這個大應該大過一鎮的,
[00:03:42.000 --> 00:03:47.000]  一位牧師經過三四次光顧他之後,
[00:03:47.000 --> 00:03:49.000]  做西裝,
[00:03:50.000 --> 00:03:52.000]  他突然在做西裝的時候,
[00:03:52.000 --> 00:03:54.000]  在量身尺寸的時候,
[00:03:54.000 --> 00:03:56.000]  他就跟一位世伯說,
[00:03:56.000 --> 00:03:59.000]  他說老徐,你信耶穌了,
[00:03:59.000 --> 00:04:02.000]  這麼好你都不信,
[00:04:02.000 --> 00:04:04.000]  那個牧師一路做,
[00:04:04.000 --> 00:04:06.000]  他說我有時間先,
[00:04:06.000 --> 00:04:08.000]  有時間我會回教會,
[00:04:08.000 --> 00:04:11.000]  不用的,你信了耶穌我保你,
[00:04:11.000 --> 00:04:13.000]  你受針我幫你,
[00:04:13.000 --> 00:04:15.000]  還有你記住,
[00:04:15.000 --> 00:04:17.000]  信了耶穌之後,
[00:04:18.000 --> 00:04:20.000]  我介紹很多教會的會友,
[00:04:20.000 --> 00:04:22.000]  你知道我教會這麼多人,
[00:04:22.000 --> 00:04:24.000]  只要介紹幾個來,
[00:04:24.000 --> 00:04:27.000]  你的生意就滔滔不絕,
[00:04:27.000 --> 00:04:30.000]  這位世伯聽完之後,
[00:04:30.000 --> 00:04:32.000]  他告訴我,
[00:04:32.000 --> 00:04:34.000]  這樣的人版,
[00:04:34.000 --> 00:04:36.000]  信了耶穌,
[00:04:36.000 --> 00:04:38.000]  還是牧師,
[00:04:38.000 --> 00:04:40.000]  當時我馬上低頭,
[00:04:40.000 --> 00:04:42.000]  我都不敢說,
[00:04:42.000 --> 00:04:45.000]  我都是教會這樣的人,
[00:04:45.000 --> 00:04:47.000]  他其實有意思,
[00:04:48.000 --> 00:04:49.000]  離開了他,
[00:04:49.000 --> 00:04:53.000]  去探望另一個弟兄的岳父,
[00:04:53.000 --> 00:04:55.000]  那個岳父又告訴我,
[00:04:55.000 --> 00:04:58.000]  原來他剛剛做完通波波的手術,
[00:04:58.000 --> 00:05:00.000]  在家中休養,
[00:05:00.000 --> 00:05:02.000]  正好你走不了,
[00:05:02.000 --> 00:05:04.000]  我來探望你,
[00:05:04.000 --> 00:05:06.000]  走不掉了,
[00:05:06.000 --> 00:05:08.000]  當跟他談的時候,
[00:05:08.000 --> 00:05:10.000]  他又一口拒絕,
[00:05:10.000 --> 00:05:12.000]  他簡單說,
[00:05:12.000 --> 00:05:14.000]  我這麼多年見這麼多基督徒,
[00:05:14.000 --> 00:05:16.000]  我沒見過這麼壞的基督徒,
[00:05:17.000 --> 00:05:18.000]  他說,
[00:05:18.000 --> 00:05:20.000]  在鄉下,
[00:05:20.000 --> 00:05:22.000]  當打日本仔的時候,
[00:05:22.000 --> 00:05:24.000]  我除了自己的房子,
[00:05:24.000 --> 00:05:26.000]  有一間祖屋,
[00:05:26.000 --> 00:05:28.000]  我好心租給那些所謂基督徒,
[00:05:28.000 --> 00:05:31.000]  以為基督徒很有手尾,
[00:05:31.000 --> 00:05:33.000]  很清楚,
[00:05:33.000 --> 00:05:35.000]  但是,
[00:05:35.000 --> 00:05:37.000]  他終於,
[00:05:37.000 --> 00:05:39.000]  不僅沒有交租,
[00:05:39.000 --> 00:05:41.000]  還有一晚逃跑了,
[00:05:41.000 --> 00:05:43.000]  兩夫妻都逃跑了,
[00:05:43.000 --> 00:05:45.000]  完全沒有交代,
[00:05:46.000 --> 00:05:47.000]  當然,
[00:05:47.000 --> 00:05:49.000]  當我用很多解話的角度,
[00:05:49.000 --> 00:05:51.000]  我說,
[00:05:51.000 --> 00:05:53.000]  其實你說對,
[00:05:53.000 --> 00:05:55.000]  一樣米養百樣人,
[00:05:55.000 --> 00:05:57.000]  日本聖經都出不同的基督徒,
[00:05:57.000 --> 00:05:59.000]  很難說的,
[00:05:59.000 --> 00:06:01.000]  他說,
[00:06:01.000 --> 00:06:03.000]  如果是信到這樣,
[00:06:03.000 --> 00:06:05.000]  我為什麼要信呢?
[00:06:05.000 --> 00:06:07.000]  我的人都比他好,
[00:06:07.000 --> 00:06:09.000]  所以今天早上,
[00:06:09.000 --> 00:06:11.000]  當我們思想的時候,
[00:06:11.000 --> 00:06:13.000]  我們不妨苦心自問,
[00:06:13.000 --> 00:06:15.000]  我這個信耶穌的人,
[00:06:16.000 --> 00:06:19.000]  我可以做一個代表耶穌的人嗎?
[00:06:19.000 --> 00:06:21.000]  我可以告訴別人,
[00:06:21.000 --> 00:06:23.000]  唐二王子說,
[00:06:23.000 --> 00:06:25.000]  信耶穌真是好的,
[00:06:25.000 --> 00:06:27.000]  你看我,
[00:06:27.000 --> 00:06:29.000]  我信了耶穌之後,
[00:06:29.000 --> 00:06:31.000]  改變很大,
[00:06:31.000 --> 00:06:33.000]  求主幫助我們。
[00:06:33.000 --> 00:06:35.000]  這位兩位世伯不期然說,
[00:06:35.000 --> 00:06:37.000]  他說你們這些所謂基督徒,
[00:06:37.000 --> 00:06:42.000]  今天我們不願意成為一個所謂的基督徒,
[00:06:42.000 --> 00:06:44.000]  The so-called Christian,
[00:06:45.000 --> 00:06:46.000]  只有一個名字,
[00:06:46.000 --> 00:06:49.000]  我們中國人說叫浪得虛名。
[00:06:49.000 --> 00:06:51.000]  你知不知道,
[00:06:51.000 --> 00:06:54.000]  當安提柯教會第一次稱呼那群信耶穌的人,
[00:06:54.000 --> 00:06:56.000]  叫基督徒的時候,
[00:06:56.000 --> 00:06:59.000]  大概就是現在我們中國人所說的,
[00:06:59.000 --> 00:07:01.000]  耶穌佬、耶穌婆,
[00:07:01.000 --> 00:07:04.000]  只是每天都說耶穌,
[00:07:04.000 --> 00:07:06.000]  我記得當我初初入教會的時候,
[00:07:06.000 --> 00:07:09.000]  遇到一位比較年紀大的姐妹,
[00:07:09.000 --> 00:07:11.000]  她說因為我在教會裡面,
[00:07:12.000 --> 00:07:15.000]  經常幫助年輕人教聖經,
[00:07:15.000 --> 00:07:18.000]  看著他們的生活行為表現,
[00:07:18.000 --> 00:07:22.000]  他們暗傳我的名字叫做耶穌婆,
[00:07:22.000 --> 00:07:24.000]  我還未結婚的牧師,
[00:07:24.000 --> 00:07:26.000]  就叫做婆了,
[00:07:26.000 --> 00:07:29.000]  用了一個不太好的稱譽,
[00:07:29.000 --> 00:07:31.000]  去講信耶穌的人,
[00:07:31.000 --> 00:07:33.000]  但是在第一世紀,
[00:07:33.000 --> 00:07:37.000]  當安提柯稱呼那些只是認識耶穌的人,
[00:07:37.000 --> 00:07:41.000]  做耶穌佬、基督徒的時候,
[00:07:42.000 --> 00:07:45.000]  他們就震動了整個世界,
[00:07:45.000 --> 00:07:48.000]  反過頭來,
[00:07:48.000 --> 00:07:52.000]  今天很多明星都告訴我們,
[00:07:52.000 --> 00:07:54.000]  多謝主耶穌,
[00:07:54.000 --> 00:07:58.000]  領獎的時候通常都有這句經典的名句,
[00:07:58.000 --> 00:08:00.000]  很多謝神,
[00:08:00.000 --> 00:08:02.000]  然後就講自己的可能,
[00:08:02.000 --> 00:08:04.000]  你就明白什麼叫做差距,
