
[00:00:00.000 --> 00:00:04.280]  我們剛才說,耶穌在離開這個地球上
[00:00:04.280 --> 00:00:07.840]  為我們,你跟旁邊的人說
[00:00:07.840 --> 00:00:11.000]  我們是耶穌禱告的對象
[00:00:11.000 --> 00:00:13.840]  我們每個人都是耶穌當日
[00:00:13.840 --> 00:00:16.720]  上十字架之前禱告的對象
[00:00:16.720 --> 00:00:18.880]  那禱告是說什麼呢?
[00:00:18.880 --> 00:00:21.160]  它說到要我們合而為一
[00:00:21.160 --> 00:00:23.280]  然後說到這個合而為一的根源
[00:00:23.280 --> 00:00:25.520]  我們能夠合一的根源是什麼?
[00:00:25.520 --> 00:00:28.400]  就是我們雖然每個人都不同
[00:00:28.400 --> 00:00:29.720]  真的每個人都不同
[00:00:29.720 --> 00:00:31.240]  但是我們能夠合一是因為
[00:00:31.240 --> 00:00:35.040]  我們全部同在基督當中
[00:00:35.040 --> 00:00:38.440]  我們一起來讀17章21-23節
[00:00:38.440 --> 00:00:39.640]  1,2,3
[00:00:39.640 --> 00:00:42.200]  使他們都合而為一
[00:00:42.200 --> 00:00:44.720]  正如你附在我裡面
[00:00:44.720 --> 00:00:46.440]  我在你裡面
[00:00:46.440 --> 00:00:49.360]  使他們也在我們裡面
[00:00:49.360 --> 00:00:53.120]  叫世人可以信你差了我來
[00:00:53.120 --> 00:00:55.480]  你所賜給我的榮耀
[00:00:55.480 --> 00:00:57.520]  我已賜給他們
[00:00:57.520 --> 00:00:59.920]  使他們合而為一
[00:00:59.920 --> 00:01:02.520]  將我們合而為一
[00:01:02.520 --> 00:01:04.400]  我在他們裡面
[00:01:04.400 --> 00:01:06.040]  你在我裡面
[00:01:06.040 --> 00:01:09.960]  使他們完完全全的合而為一
[00:01:09.960 --> 00:01:12.920]  叫世人知道你差了我來
[00:01:12.920 --> 00:01:15.120]  也知道你愛他們
[00:01:15.120 --> 00:01:16.960]  如同愛我一樣
[00:01:16.960 --> 00:01:18.800]  我現在讀好像很自然
[00:01:18.800 --> 00:01:22.840]  其實當我預備這個信息的時候
[00:01:22.840 --> 00:01:25.640]  我在家裡大聲朗讀
[00:01:25.640 --> 00:01:26.560]  耶穌這個禱告
[00:01:26.560 --> 00:01:27.720]  但是我讀完之後不知道為什麼
[00:01:27.720 --> 00:01:29.640]  我心裡有很大的感觸
[00:01:29.640 --> 00:01:31.720]  然後我就哭了
[00:01:31.720 --> 00:01:33.560]  我跟主說
[00:01:33.560 --> 00:01:35.880]  你為我們祈禱合一
[00:01:35.880 --> 00:01:36.800]  我心裡有很大的感觸
[00:01:36.800 --> 00:01:39.520]  當我們回到歷世歷代
[00:01:39.520 --> 00:01:41.720]  職教會所發生的事情
[00:01:41.720 --> 00:01:44.160]  當我看到我們自己裡面的困難
[00:01:44.160 --> 00:01:46.200]  當我看到我自己
[00:01:46.200 --> 00:01:48.920]  多麼不能夠守護這個合一的時候
[00:01:48.920 --> 00:01:49.960]  我就哭了
[00:01:49.960 --> 00:01:51.200]  跟神說
[00:01:51.200 --> 00:01:53.320]  主啊求你寬恕
[00:01:53.320 --> 00:01:54.720]  但是求你幫助
[00:01:54.720 --> 00:01:56.920]  因為這是你的禱告的時候
[00:01:56.920 --> 00:01:58.640]  你一定會幫助我們
[00:01:58.640 --> 00:01:59.760]  也是你的心意
[00:01:59.760 --> 00:02:01.880]  所以我就說
[00:02:01.880 --> 00:02:03.360]  我要由自己開始
[00:02:03.360 --> 00:02:05.000]  因為要講這篇講宗的時候
[00:02:05.000 --> 00:02:06.800]  我要由我自己開始
[00:02:06.800 --> 00:02:09.320]  來學習合而為一
[00:02:09.320 --> 00:02:10.800]  這裡說到
[00:02:10.800 --> 00:02:16.240]  三次要叫信徒合而為一
[00:02:16.240 --> 00:02:18.440]  所以你看到多麼懇切
[00:02:18.440 --> 00:02:20.920]  一叫他們合而為一
[00:02:20.920 --> 00:02:24.680]  叫他們完完全全的合而為一
[00:02:24.680 --> 00:02:25.440]  你感不感受到
[00:02:25.440 --> 00:02:28.640]  當你今天讀這段主耶穌的禱文
[00:02:28.640 --> 00:02:30.280]  這真是主禱文
[00:02:30.280 --> 00:02:32.400]  之前那些都是教門徒怎麼禱告
[00:02:32.400 --> 00:02:34.200]  這真是主自己的禱文
[00:02:34.200 --> 00:02:35.960]  你感不感受到
[00:02:35.960 --> 00:02:39.160]  主耶穌的那個心懷
[00:02:39.160 --> 00:02:40.360]  還有你感不感受到
[00:02:40.360 --> 00:02:42.360]  祂對你的呼召
[00:02:42.360 --> 00:02:44.560]  你要合而為一
[00:02:44.560 --> 00:02:46.240]  你要去合而為一
[00:02:46.240 --> 00:02:48.680]  其實在這裡
[00:02:48.680 --> 00:02:51.520]  主耶穌就用了祂和父神
[00:02:51.520 --> 00:02:52.720]  祂沒有用其他東西做例證
[00:02:52.720 --> 00:02:55.920]  祂就用祂和父神的關係做一個例證
[00:02:55.920 --> 00:02:57.040]  就告訴我們
[00:02:57.040 --> 00:02:59.080]  其實祂期望我們信徒
[00:02:59.080 --> 00:03:00.600]  我們信祂的人之間
[00:03:00.600 --> 00:03:02.680]  那個關係的合一是怎樣
[00:03:02.680 --> 00:03:04.280]  就正如祂說的
[00:03:04.280 --> 00:03:06.520]  好像祂和父神一樣
[00:03:06.520 --> 00:03:08.240]  完完全全的合一
[00:03:08.240 --> 00:03:09.520]  那種合一不是說
[00:03:09.520 --> 00:03:10.640]  我和你做朋友算了
[00:03:10.640 --> 00:03:13.080]  其實都是很表面的
[00:03:13.080 --> 00:03:16.120]  而是說生命的那種連結
[00:03:16.120 --> 00:03:18.000]  我們怎樣能夠連結
[00:03:18.000 --> 00:03:19.120]  其實我們每個人都不同
[00:03:19.120 --> 00:03:20.520]  但是我們能夠連結起來
[00:03:20.520 --> 00:03:24.160]  因為我們好像天父和耶穌一樣
[00:03:24.160 --> 00:03:24.920]  是連結
[00:03:24.920 --> 00:03:26.840]  生命是連結在一起的
[00:03:26.840 --> 00:03:29.600]  所以如果我們只見到彼此
