
[00:00:00.000 --> 00:00:04.440]  我們今天會繼續看《馬學福音》第八章的訊息
[00:00:04.440 --> 00:00:12.100]  我們兩個星期之前看過其中八章的十一到二十六節
[00:00:12.100 --> 00:00:15.160]  今天我想跟大家一起繼續看下去
[00:00:15.160 --> 00:00:18.460]  所以我用了上一次的講道題目
[00:00:18.460 --> 00:00:20.720]  「你看見什麼?」
[00:00:20.720 --> 00:00:22.340]  是上一次我們提到
[00:00:22.340 --> 00:00:25.220]  在白菜大耶穌一號的一個核子
[00:00:25.220 --> 00:00:26.900]  和祂之間的對話
[00:00:26.900 --> 00:00:29.300]  問祂「你看見什麼?」
[00:00:29.300 --> 00:00:30.600]  來幫助我們
[00:00:30.600 --> 00:00:31.480]  讓我們能夠明白
[00:00:31.480 --> 00:00:32.980]  原來在我們人生裡面
[00:00:32.980 --> 00:00:34.480]  有時我們去看
[00:00:34.480 --> 00:00:37.240]  我們去明白一些事情
[00:00:37.240 --> 00:00:39.860]  原來是有我們不足的地方
[00:00:39.860 --> 00:00:42.160]  我們需要不斷地去學習
[00:00:42.160 --> 00:00:44.380]  所以今天我很想繼續來到
[00:00:44.380 --> 00:00:46.620]  在這個「你看見什麼?」裡面
[00:00:46.620 --> 00:00:49.560]  來幫助我們有更多的認識
[00:00:49.560 --> 00:00:53.280]  我們先邀請大家一起來讀完今天的經文
[00:00:53.280 --> 00:00:57.700]  讓我們準備我們心領受這段經文的訊息
[00:00:57.700 --> 00:01:00.060]  大家可以看聖經或者看螢光幕
[00:01:00.060 --> 00:01:02.140]  我們一起來讀完這段經文
[00:01:02.140 --> 00:01:03.520]  預備起
[00:01:03.520 --> 00:01:06.080]  「耶穌和門徒出去
[00:01:06.080 --> 00:01:10.280]  往凱撒尼亞菲勒比村莊去
[00:01:10.280 --> 00:01:13.180]  在路上問門徒說
[00:01:13.180 --> 00:01:15.500]  人說我是誰
[00:01:15.500 --> 00:01:16.860]  哈門說
[00:01:16.860 --> 00:01:20.220]  有人說是施浸的約翰
[00:01:20.220 --> 00:01:22.840]  有人說是以利亞
[00:01:22.840 --> 00:01:26.900]  又有人說是先知裡的一位
[00:01:26.900 --> 00:01:29.060]  又問他們說
[00:01:29.060 --> 00:01:31.620]  你們說我是誰
[00:01:31.620 --> 00:01:33.500]  彼得回答說
[00:01:33.500 --> 00:01:35.460]  你是基督
[00:01:35.460 --> 00:01:38.340]  耶穌就禁戒他們
[00:01:38.340 --> 00:01:40.380]  不要告訴人
[00:01:40.380 --> 00:01:43.780]  從此他教訓他們說
[00:01:43.780 --> 00:01:47.260]  人子必須受許多的苦
[00:01:47.260 --> 00:01:52.060]  被長老、祭司長和民事氣絕
[00:01:52.060 --> 00:01:53.980]  並且被殺
[00:01:53.980 --> 00:01:56.340]  過三天復活
[00:01:56.340 --> 00:01:59.620]  耶穌冥冥的說者說
[00:01:59.620 --> 00:02:02.060]  彼得就拉他
[00:02:02.060 --> 00:02:03.380]  勸他
[00:02:03.380 --> 00:02:05.300]  耶穌轉過來
[00:02:05.300 --> 00:02:07.060]  看著門徒
[00:02:07.060 --> 00:02:09.460]  就責備彼得說
[00:02:09.460 --> 00:02:12.740]  撒旦退我後邊去吧
[00:02:12.740 --> 00:02:16.220]  因為你不體貼神的意思
[00:02:16.220 --> 00:02:19.260]  只體貼人的意思
[00:02:19.260 --> 00:02:22.740]  於是叫眾人和門徒來
[00:02:22.740 --> 00:02:24.500]  對他們說
[00:02:24.500 --> 00:02:27.260]  若有人要跟從我
[00:02:27.260 --> 00:02:29.180]  就當捨己
[00:02:29.180 --> 00:02:33.340]  背起他的十字架來跟從我
[00:02:33.340 --> 00:02:37.100]  因為凡要救自己生命的
[00:02:37.100 --> 00:02:39.260]  必喪掉生命
[00:02:39.260 --> 00:02:43.420]  凡為我和福音喪掉生命的
[00:02:43.420 --> 00:02:45.700]  必救了生命
[00:02:45.700 --> 00:02:48.980]  人就是賺得全世界
[00:02:48.980 --> 00:02:51.580]  賠償自己的生命
[00:02:51.580 --> 00:02:53.980]  有甚麼益處呢?
[00:02:53.980 --> 00:02:57.940]  人還能拿甚麼換生命呢?
[00:02:57.940 --> 00:03:01.740]  凡在這淫亂罪惡的世代
[00:03:01.740 --> 00:03:05.740]  把我和我的道當作可恥的
[00:03:05.740 --> 00:03:09.100]  人只在他父的榮耀裡
[00:03:09.100 --> 00:03:12.380]  同聖天使降臨的時候
[00:03:12.380 --> 00:03:16.820]  也要把那人當作可恥的
[00:03:16.820 --> 00:03:19.820]  這段經文有些可能是我們在教會
[00:03:19.820 --> 00:03:22.020]  久一點也會聽過的經文
[00:03:22.020 --> 00:03:25.060]  特別是耶穌問門徒
[00:03:25.060 --> 00:03:27.300]  其他人怎樣去說他
[00:03:27.300 --> 00:03:29.380]  門徒有不同的答案
[00:03:29.380 --> 00:03:31.300]  彼得也有他的答案
[00:03:31.300 --> 00:03:32.780]  然後耶穌教訓門徒
[00:03:32.780 --> 00:03:35.780]  怎樣去做一個捨己
[00:03:35.780 --> 00:03:39.660]  背起十字架跟從他的門徒
[00:03:39.660 --> 00:03:40.740]  以至他提到一段
[00:03:40.740 --> 00:03:43.140]  人就是賺得全世界
[00:03:43.140 --> 00:03:45.340]  賠償自己的生命
[00:03:45.340 --> 00:03:47.380]  還可以有甚麼益處
[00:03:47.380 --> 00:03:49.060]  有甚麼得到呢?
[00:03:49.060 --> 00:03:52.140]  這些可能在我們教會過去的日子也聽過
[00:03:52.140 --> 00:03:55.140]  我希望今天我們一起再一次從這段經文
[00:03:55.140 --> 00:03:57.780]  來領受神明我們的訊息
[00:03:57.780 --> 00:03:59.540]  我想和大家也先溫習一下
[00:03:59.540 --> 00:04:00.980]  上一次兩星期前
[00:04:00.980 --> 00:04:04.500]  我們看前面那段經文有甚麼領受
[00:04:04.500 --> 00:04:07.060]  第一個就是我們不要像法利賽人
[00:04:07.060 --> 00:04:10.460]  去追求看見神蹟的心態
[00:04:10.460 --> 00:04:14.540]  這只不過是很多時候出自人的一些私慾
[00:04:14.540 --> 00:04:17.140]  門徒是一班看不見的門徒
[00:04:17.140 --> 00:04:20.900]  雖然他們幾年裡都跟耶穌一起
[00:04:20.900 --> 00:04:23.980]  去經歷了耶穌怎樣去行神蹟
[00:04:23.980 --> 00:04:25.780]  醫病、趕鬼
[00:04:25.780 --> 00:04:27.660]  聽過耶穌很多的教訓
[00:04:27.660 --> 00:04:30.740]  但他們只是停留在一些表面上
[00:04:30.740 --> 00:04:35.220]  他們看見神蹟表面的一些果效
[00:04:35.220 --> 00:04:36.540]  他們追求的
[00:04:36.540 --> 00:04:39.780]  只不過是希望得到神蹟裡的一些祝福
[00:04:39.780 --> 00:04:42.460]  這是門徒的看不見
[00:04:42.460 --> 00:04:43.860]  然後在白菜大的時候
[00:04:43.860 --> 00:04:46.140]  耶穌醫治了一個核子
[00:04:46.140 --> 00:04:49.100]  成為一個看得見的核子
[00:04:49.100 --> 00:04:50.860]  在醫治這個核子的過程當中
[00:04:50.860 --> 00:04:54.100]  是一個漸進式的看見
[00:04:54.100 --> 00:04:57.220]  其實這個可能也是在我們的生活上
[00:04:57.220 --> 00:04:59.260]  我們都會遇到的
[00:04:59.260 --> 00:05:02.780]  有時有些事情是我們逐漸才可以明白多一點
[00:05:02.780 --> 00:05:05.340]  甚至可能有時我們事件完結之後
[00:05:05.340 --> 00:05:06.660]  我們回頭看
[00:05:06.660 --> 00:05:09.940]  我們又發現原來當日我們所看的
[00:05:09.940 --> 00:05:12.220]  仍然有很多是不清楚
[00:05:12.220 --> 00:05:16.580]  但是回頭看的時候能夠又比較看得清楚
[00:05:16.580 --> 00:05:18.820]  明白又多一點
[00:05:18.820 --> 00:05:21.700]  我們用了保羅得看見的見證
[00:05:21.700 --> 00:05:24.180]  這是我們上一次從保羅身上
[00:05:24.180 --> 00:05:27.220]  最後我們做一個反省
[00:05:27.220 --> 00:05:30.100]  我們有沒有對準我們的主
[00:05:30.100 --> 00:05:33.260]  有沒有對焦有一個正確的方向
[00:05:33.260 --> 00:05:36.220]  以致我們能夠可以看得通透
[00:05:36.220 --> 00:05:38.020]  真正的明白
[00:05:38.020 --> 00:05:40.340]  但上次我也提過一個
[00:05:40.340 --> 00:05:42.660]  比較簡單或很快帶過去
[00:05:42.660 --> 00:05:44.540]  沒有跟大家很詳細看的
[00:05:44.540 --> 00:05:47.620]  今天我想先多看一點
[00:05:47.620 --> 00:05:50.820]  我將它叫做一個面對面的看見
[00:05:50.820 --> 00:05:54.300]  這是出自哥倫多前書的十三章
[00:05:54.300 --> 00:05:58.500]  我們比較熟悉可能是對於愛的描述
[00:05:58.500 --> 00:06:00.780]  但其實在哥倫多前書十三章裡面
[00:06:00.780 --> 00:06:02.860]  有一段經文是很特別的
[00:06:02.860 --> 00:06:04.300]  我想跟大家來看
[00:06:04.300 --> 00:06:08.020]  當我們看什麼真正可以看見
[00:06:08.020 --> 00:06:10.100]  看得清楚明白的時候
[00:06:10.100 --> 00:06:13.380]  其實保羅教導教會的弟兄姊妹
[00:06:13.380 --> 00:06:15.500]  原來我們真的要承認
[00:06:15.500 --> 00:06:17.420]  我們要謙卑自己
[00:06:17.420 --> 00:06:19.500]  我們所知道的
[00:06:19.500 --> 00:06:22.540]  在今天其實是很有限
[00:06:22.540 --> 00:06:26.140]  甚至他提到先知所講的也很有限
[00:06:26.140 --> 00:06:29.420]  這裡特別想用我們現代的時候
[00:06:29.420 --> 00:06:30.820]  就是在教會裡面
[00:06:30.820 --> 00:06:33.660]  可能我們有弟兄姊妹負責帶領查經
[00:06:33.660 --> 00:06:35.660]  有時候會教導聖經
[00:06:35.660 --> 00:06:37.860]  可能特別傳道人
[00:06:37.860 --> 00:06:41.140]  他們都在教會裡面有很多不同的
[00:06:41.140 --> 00:06:43.540]  講解聖經的一個服侍
[00:06:43.540 --> 00:06:45.700]  其實我們更加要被提醒
[00:06:45.700 --> 00:06:48.260]  我們作為教導聖經的人
[00:06:48.260 --> 00:06:49.540]  傳講聖經的人
[00:06:49.540 --> 00:06:52.380]  我們其實所知的都是有限
[00:06:52.380 --> 00:06:55.460]  不是因為受過一些神學訓練
[00:06:55.460 --> 00:06:59.660]  我們就完全明白了整本聖經所講的
[00:06:59.660 --> 00:07:01.540]  其實我們要帶著這份謙卑的心
[00:07:01.540 --> 00:07:02.860]  來到神的面前
[00:07:02.860 --> 00:07:05.660]  有時候真的我們只不過好像一個小孩子
[00:07:05.660 --> 00:07:08.620]  我們所知的、所看的、所明的
[00:07:08.620 --> 00:07:10.860]  都是有所限制
[00:07:10.860 --> 00:07:14.380]  所以保羅就用了一個照鏡來做一個例子
[00:07:14.380 --> 00:07:18.620]  當時的鏡子就不是跟我們今天的鏡子那麼漂亮那麼清楚
[00:07:18.620 --> 00:07:20.140]  是一些銅鏡
[00:07:20.140 --> 00:07:21.940]  所以照下來的時候
[00:07:21.940 --> 00:07:24.020]  雖然可以照得到
[00:07:24.020 --> 00:07:26.260]  但還是比較模糊不清
[00:07:26.260 --> 00:07:28.660]  用這個形容詞
[00:07:28.660 --> 00:07:30.860]  所以這是一個讓人明白
[00:07:30.860 --> 00:07:32.380]  其實今天如果我們說
[00:07:32.380 --> 00:07:34.220]  我們好像很明白
[00:07:34.220 --> 00:07:35.820]  很看得清楚這個局面
[00:07:35.820 --> 00:07:38.140]  或者看得見一些事情
[00:07:38.140 --> 00:07:42.100]  背後好像很明白、理解的時候
[00:07:42.100 --> 00:07:43.500]  其實我們要小心
[00:07:43.500 --> 00:07:46.460]  有時候可能真的只不過是一個模糊
[00:07:46.460 --> 00:07:48.860]  或者是不完全的了解
[00:07:48.860 --> 00:07:50.220]  所以去提醒我們
[00:07:50.220 --> 00:07:53.700]  我們真正能夠了解、明白、看得清楚的
[00:07:53.700 --> 00:07:55.900]  是當我們面對面
[00:07:55.900 --> 00:07:58.980]  這個面對面是指我們跟耶穌
[00:07:58.980 --> 00:08:01.580]  跟我們的神面對面的時候
[00:08:01.580 --> 00:08:05.940]  我們就真是有最完全的知道
[00:08:05.940 --> 00:08:07.660]  神就不受這些限制
[00:08:07.660 --> 00:08:10.260]  我們人真的要到跟主見面的時候
[00:08:10.260 --> 00:08:12.580]  才完全明白、了解
[00:08:12.580 --> 00:08:14.740]  有時候就是在我們過往發生的事情
[00:08:14.740 --> 00:08:17.820]  我們都或多或少有一些是我們好像
[00:08:17.820 --> 00:08:20.620]  不是那麼明白又完結了那件事情
[00:08:20.620 --> 00:08:23.580]  但最終我們將這個不明白
[00:08:23.580 --> 00:08:25.020]  你帶到主的面前
[00:08:25.020 --> 00:08:27.940]  神任何的時候都完全明白
[00:08:27.940 --> 00:08:33.020]  但我們要到主跟主見面、面對面的時候
[00:08:33.020 --> 00:08:36.140]  我們才看得見、清清楚楚
[00:08:36.140 --> 00:08:37.860]  所以這個是我們的盼望
[00:08:37.860 --> 00:08:40.780]  這個有一點我叫做終極的看見
[00:08:40.780 --> 00:08:43.380]  我們能夠真正的明白
[00:08:43.380 --> 00:08:45.060]  就是當我們見主面的時候
[00:08:45.060 --> 00:08:46.140]  我們不需要問
[00:08:46.140 --> 00:08:47.180]  又不需要去想
[00:08:47.180 --> 00:08:49.460]  其實就完全知道
[00:08:49.460 --> 00:08:51.700]  曾經經歷過的是什麼
[00:08:51.700 --> 00:08:54.500]  所以這個是幫助我們
[00:08:54.500 --> 00:08:56.380]  帶著一份謙卑的心
[00:08:56.380 --> 00:08:58.020]  承認我們所見的
[00:08:58.020 --> 00:09:00.380]  真是很有限
[00:09:00.380 --> 00:09:02.940]  今天這段經文同樣也是再一次提醒我們
[00:09:02.940 --> 00:09:05.380]  人有時候看不見
[00:09:05.380 --> 00:09:09.660]  不是那麼理解、明白的原因是什麼
[00:09:09.660 --> 00:09:14.020]  是從彼得的身上我們來有一些被提醒
[00:09:14.020 --> 00:09:15.900]  人看不見的原因
[00:09:15.900 --> 00:09:18.220]  從彼得和耶穌的對話
[00:09:18.220 --> 00:09:20.660]  我們當中可以有個學習是什麼呢?
[00:09:20.660 --> 00:09:25.540]  耶穌問門徒人對他的認識是什麼
[00:09:25.540 --> 00:09:27.940]  門徒人就帶了不同的答案出來
[00:09:27.940 --> 00:09:31.060]  彼得的答案是什麼?
[00:09:31.060 --> 00:09:32.540]  他說耶穌是什麼?
[00:09:32.540 --> 00:09:33.780]  基督
[00:09:33.780 --> 00:09:35.180]  耶穌是基督
[00:09:35.180 --> 00:09:37.300]  基督就是尼塞亞
[00:09:37.300 --> 00:09:41.940]  耶穌說彼得這個答案給多少分?
[00:09:41.940 --> 00:09:42.900]  沒有說的
[00:09:42.900 --> 00:09:46.060]  不過其實耶穌給的分數一定是100分
[00:09:46.060 --> 00:09:48.380]  他答基督是答對的
[00:09:48.380 --> 00:09:49.940]  他真是看得準的
[00:09:49.940 --> 00:09:51.300]  彼得在這裡
[00:09:51.300 --> 00:09:52.460]  我們也提到
