
[00:00:00.000 --> 00:00:04.980]  問一個問題,你有沒有覺得自己是坐着的?
[00:00:04.980 --> 00:00:07.640]  有沒有覺得自己是坐着的?
[00:00:07.640 --> 00:00:11.900]  真的坐着嗎?
[00:00:11.900 --> 00:00:15.740]  好了,你知道的,沒那麼簡單的,叫你舉手
[00:00:15.740 --> 00:00:18.840]  下一個問題,有沒有問自己爲什麼坐着的?
[00:00:18.840 --> 00:00:21.020]  我有沒有妨礙着這裏,經常妨礙着這裏
[00:00:21.020 --> 00:00:23.780]  有沒有問過自己爲什麼坐着的問題?
[00:00:23.780 --> 00:00:27.100]  啊?沒有啊?
[00:00:27.100 --> 00:00:31.320]  待會我們問一下,今天想和大家講一個題目
[00:00:31.320 --> 00:00:33.400]  我們不停地講選擇
[00:00:33.400 --> 00:00:37.420]  我想找一箇中文,但是讀不出中文
[00:00:37.420 --> 00:00:40.560]  就講這個題目,叫做Choose Chosen Chosen
[00:00:40.560 --> 00:00:44.300]  我相信你小學三年級已經會學這個文法
[00:00:44.300 --> 00:00:50.280]  現在,過去,和叫做什麼,過去,進行式
[00:00:50.280 --> 00:00:53.640]  即是不斷地發生一件事
[00:00:53.640 --> 00:00:57.040]  我們人生不斷地在選擇
[00:00:57.600 --> 00:01:02.360]  入大學選擇,你辦BF4,選哪個學校去讀
[00:01:02.360 --> 00:01:05.100]  你昨晚不斷地在選,選學校
[00:01:05.100 --> 00:01:06.920]  畢業之後去找工作
[00:01:06.920 --> 00:01:12.240]  昨晚被Jason搞了一輪A或B,結果不是A或B
[00:01:12.240 --> 00:01:15.920]  又在選擇,你又選男女朋友,拍拖對象
[00:01:15.920 --> 00:01:18.800]  到結婚,又選到結婚的對象
[00:01:18.800 --> 00:01:23.780]  結婚之後,生多少個兒女,生不生兒女
[00:01:23.780 --> 00:01:27.380]  兒女之後入大學,讀哪個大學
[00:01:27.380 --> 00:01:32.940]  人生不斷地在On and On,Cycle and Cycle,不斷地在選擇
[00:01:32.940 --> 00:01:37.540]  今天想和大家,剛纔我祈禱也有想
[00:01:37.540 --> 00:01:40.580]  我們要用神的話語,去幫我們去明白
[00:01:40.580 --> 00:01:43.980]  因爲神今天,雖然我們見不到
[00:01:43.980 --> 00:01:46.180]  但是剩下一樣東西在這個世界裏面
[00:01:46.180 --> 00:01:48.460]  讓我們知道神在哪裏
[00:01:48.460 --> 00:01:50.980]  就是我們的聖經
[00:01:50.980 --> 00:01:56.460]  聖經就成爲神的話語,保證我們在當中能夠找到神
[00:01:56.460 --> 00:02:02.220]  從聖經裏面去找一個人生選擇的問題
[00:02:02.220 --> 00:02:05.140]  有一個故事,如果你有聖經
[00:02:05.140 --> 00:02:07.340]  電子聖經也好,手提聖經也好
[00:02:07.340 --> 00:02:10.620]  打開《路加福音》五章一至十二節
[00:02:10.620 --> 00:02:13.540]  我不會全部讀給你聽,我講一個故事給你聽
[00:02:13.540 --> 00:02:15.580]  你有機會跟着這個故事講
[00:02:15.580 --> 00:02:20.020]  《路加福音》五章一至十一節
[00:02:20.020 --> 00:02:24.900]  《路加福音》五章一至十二節
[00:02:24.900 --> 00:02:26.780]  故事講什麼呢?
[00:02:26.780 --> 00:02:31.020]  當時的人很喜歡聽耶穌講道理
[00:02:31.020 --> 00:02:33.020]  耶穌講完一大輪道理之後
[00:02:33.020 --> 00:02:37.300]  似乎就來到一個地方叫提比利亞的海邊,是個海灘
[00:02:37.300 --> 00:02:39.740]  耶穌去到海灘的時候
[00:02:39.740 --> 00:02:41.660]  就見到有兩艘船
[00:02:41.660 --> 00:02:46.100]  一艘船是彼得的,一艘是另外一個人
[00:02:46.100 --> 00:02:48.980]  耶穌一去到之後,就選擇了彼得這艘船
[00:02:48.980 --> 00:02:50.380]  就上了那艘船
[00:02:50.380 --> 00:02:52.580]  那艘船就停泊在岸邊
[00:02:52.580 --> 00:02:55.100]  耶穌上去之後,怎麼做呢?
[00:02:55.100 --> 00:02:58.380]  那艘船就向着海灘
[00:02:58.380 --> 00:03:00.620]  那艘船就變成了一個港臺
[00:03:00.620 --> 00:03:02.780]  於是他就站在彼得那艘船上面
[00:03:02.780 --> 00:03:05.780]  對着岸邊的人講道理
[00:03:05.780 --> 00:03:08.500]  於是很多人聽他講道理
[00:03:08.500 --> 00:03:10.100]  講完道理之後
[00:03:10.100 --> 00:03:11.380]  他就和彼得說
[00:03:11.380 --> 00:03:13.700]  彼得,你去釣魚
[00:03:13.700 --> 00:03:15.780]  故事暫時停在這裏
[00:03:15.780 --> 00:03:19.060]  我賣個關子
[00:03:19.060 --> 00:03:20.980]  大家都很熟悉耶穌
[00:03:20.980 --> 00:03:22.260]  不多不少的耶穌
[00:03:22.260 --> 00:03:24.820]  你都知道耶穌有多少個門徒
[00:03:24.820 --> 00:03:26.140]  12個門徒
[00:03:26.140 --> 00:03:28.140]  12個門徒,但是你知不知道
[00:03:28.140 --> 00:03:34.420]  那些門徒沒跟耶穌之前做些什麼?
[00:03:34.420 --> 00:03:35.900]  不知道的,是吧?
[00:03:35.900 --> 00:03:37.100]  有很多人都不知道
[00:03:37.100 --> 00:03:39.180]  其實他和我們人生都一樣
[00:03:39.180 --> 00:03:40.980]  忙忙碌碌
[00:03:40.980 --> 00:03:42.460]  在這裏搵食
[00:03:42.460 --> 00:03:44.660]  做這樣做那樣
[00:03:44.660 --> 00:03:48.500]  在這裏要爲自己的生計去生活
[00:03:48.500 --> 00:03:49.740]  可能像你們這樣
[00:03:49.740 --> 00:03:50.820]  有些人在讀書
[00:03:50.820 --> 00:03:55.260]  但你仍然都是爲你的生活去生活的
[00:03:55.260 --> 00:03:56.820]  爲你的生存去生活的
[00:03:56.820 --> 00:03:58.700]  看看《約翰福音》
[00:03:58.700 --> 00:03:59.980]  這裏講耶穌
[00:03:59.980 --> 00:04:02.460]  另外一個版本講耶穌去到這個地方
[00:04:02.460 --> 00:04:04.300]  如何向門徒顯現
[00:04:04.300 --> 00:04:06.620]  《約翰福音》21章1至3節
[00:04:06.620 --> 00:04:08.980]  他說耶穌去到提比利亞的海邊
[00:04:08.980 --> 00:04:11.340]  再次向門徒顯現
[00:04:11.340 --> 00:04:12.740]  他當時有誰呢?
[00:04:12.740 --> 00:04:16.260]  有彼得、多瑪、拿彈、葉西比、泰的兩個兒子
[00:04:16.260 --> 00:04:17.700]  和另外兩個門徒
[00:04:17.700 --> 00:04:19.740]  彼得對他們說
[00:04:19.740 --> 00:04:22.860]  我現在要去打魚了
[00:04:22.860 --> 00:04:24.460]  於是他們說
[00:04:24.460 --> 00:04:27.140]  我們一起跟你去
[00:04:27.140 --> 00:04:28.460]  於是上了船
[00:04:28.460 --> 00:04:29.900]  就跟着他一起去什麼?
[00:04:29.900 --> 00:04:31.740]  去搵食
[00:04:31.740 --> 00:04:35.100]  大家知道彼得是以捕魚爲生的
[00:04:35.100 --> 00:04:36.380]  他是一個漁夫
[00:04:36.380 --> 00:04:39.020]  一羣人跟着這個人去搵食
[00:04:39.020 --> 00:04:41.780]  當時其中一個最容易找到工作
[00:04:41.780 --> 00:04:45.300]  又能夠搵到食的就是去打魚
[00:04:45.300 --> 00:04:48.700]  想起我們今天在灣區
[00:04:48.700 --> 00:04:51.660]  如果你讀大學
[00:04:51.660 --> 00:04:53.620]  你讀到這三系
[00:04:53.620 --> 00:04:56.340]  差不多八成到九成
[00:04:56.340 --> 00:04:57.180]  你都能找到工作
[00:04:57.180 --> 00:04:59.860]  第一個行業是什麼?
[00:04:59.860 --> 00:05:01.180]  電腦
[00:05:01.180 --> 00:05:03.220]  第二個是
[00:05:03.220 --> 00:05:04.100]  Jason那些
[00:05:04.100 --> 00:05:06.820]  生物、科技
[00:05:06.820 --> 00:05:08.100]  第三樣是會計
[00:05:08.100 --> 00:05:09.820]  如果你能夠做到這三個行業
[00:05:09.820 --> 00:05:12.060]  讀到這三個行業
[00:05:12.060 --> 00:05:15.700]  差不多八成到九成你都能找到工作
[00:05:15.700 --> 00:05:16.620]  不是問題
[00:05:16.620 --> 00:05:19.100]  所以我們今天選擇
[00:05:19.100 --> 00:05:20.300]  讀什麼好呢?
[00:05:20.300 --> 00:05:20.940]  一生都讀書
[00:05:20.940 --> 00:05:24.460]  其實我做了電腦28年
[00:05:24.460 --> 00:05:27.020]  最近才放棄這份工作
[00:05:27.020 --> 00:05:28.180]  做了全途人
[00:05:28.180 --> 00:05:29.100]  但回想起來
[00:05:29.100 --> 00:05:31.020]  其實我不喜歡做電腦
[00:05:31.020 --> 00:05:36.420]  當時的父母、朋友說
[00:05:36.420 --> 00:05:37.940]  沒得選你讀電腦
[00:05:37.940 --> 00:05:40.140]  起碼找到工作
[00:05:40.140 --> 00:05:41.500]  我們的選擇
[00:05:41.500 --> 00:05:43.580]  就是因爲當時的需要
