
[00:00:00.000 --> 00:00:05.040]  摩西就是一位的民族英雄
[00:00:05.040 --> 00:00:09.720]  因為他帶領了以色列人離開埃及
[00:00:09.720 --> 00:00:16.000]  而很多的以色列人都是很尊重摩西
[00:00:16.000 --> 00:00:19.120]  不過往往是等他死了才尊重他
[00:00:19.120 --> 00:00:23.360]  那麼摩西是不是一個很神化的人物呢?
[00:00:23.360 --> 00:00:24.400]  絕對不是
[00:00:24.400 --> 00:00:28.280]  摩西他自己也有很多的上上落落
[00:00:28.280 --> 00:00:29.800]  在情緒上
[00:00:29.800 --> 00:00:32.520]  但是在神的恩典底下
[00:00:32.520 --> 00:00:35.320]  他終於成為一個屬靈的偉人
[00:00:35.320 --> 00:00:38.280]  在這四堂課程裏面
[00:00:38.280 --> 00:00:42.520]  都想給大家一個很清楚的體會
[00:00:42.520 --> 00:00:47.440]  其實你和我都可以成為神手中合用的器皿
[00:00:47.440 --> 00:00:50.160]  只要我們願意給神你有用
[00:00:50.160 --> 00:00:54.360]  而每一個先聖先賢都有他的一些軟弱
[00:00:54.360 --> 00:00:56.040]  有他的失敗
[00:00:56.040 --> 00:00:58.560]  但如何在失敗當中的軟弱裏面
[00:00:58.560 --> 00:01:01.160]  再站起來、剛強起來呢?
[00:01:01.160 --> 00:01:04.280]  這個才是我們要學習的過程
[00:01:04.280 --> 00:01:07.200]  我們開始的時候就看看摩西
[00:01:07.200 --> 00:01:09.800]  摩西的出生是怎樣呢?
[00:01:09.800 --> 00:01:13.560]  原來摩西是利美家族的人
[00:01:13.560 --> 00:01:17.160]  他父親叫阿姆林 母親叫基別
[00:01:17.160 --> 00:01:21.280]  我想很多人都不會知道摩西的父親叫甚麼名字
[00:01:21.280 --> 00:01:22.920]  反而他岳父叫甚麼名字呢?
[00:01:22.920 --> 00:01:24.880]  我們很容易就會記得
[00:01:24.880 --> 00:01:30.640]  當時埃及人在虐待以色列人
[00:01:30.640 --> 00:01:34.120]  所以以色列人在當中就受到很多的迫害
[00:01:34.120 --> 00:01:37.920]  甚至連應有的權利都被剝奪了
[00:01:37.920 --> 00:01:43.480]  埃及王就下命令如果是男嬰就要即時將他殺了
[00:01:43.480 --> 00:01:45.320]  女的就留在那裏
[00:01:45.320 --> 00:01:49.880]  因為可以做傭人和嫁給一些埃及人
[00:01:49.880 --> 00:01:52.600]  如果你不殺的時候
[00:01:52.600 --> 00:01:56.200]  那就是違背國家的命令
[00:01:56.200 --> 00:01:59.120]  甚至影響到國家的安全
[00:01:59.120 --> 00:02:02.680]  這個就真是違反了國安法的了
[00:02:02.680 --> 00:02:08.680]  如果你留意到有兩個希伯來的修生婆、接生婆
[00:02:08.680 --> 00:02:11.360]  竟然是違抗神的命令
[00:02:11.360 --> 00:02:13.640]  沒有去殺這些嬰孩
[00:02:13.640 --> 00:02:16.080]  就算摩西出了世之後
[00:02:16.080 --> 00:02:20.360]  他們一家人都是違反了國家的指令
[00:02:20.360 --> 00:02:23.480]  用信心將他們收藏了三個月
[00:02:23.480 --> 00:02:25.400]  希伯來書第十一章的二十三節
[00:02:25.400 --> 00:02:26.880]  我們大家看一看
[00:02:26.880 --> 00:02:31.240]  「摩西生下來,他的父母見他是個盡美的孩子
[00:02:31.240 --> 00:02:37.640]  就因著信把他藏了三個月,並不怕皇命」
[00:02:37.640 --> 00:02:40.280]  這裏其實值得我們去思想
[00:02:40.280 --> 00:02:42.680]  甚麼叫做信服政府
[00:02:42.680 --> 00:02:46.640]  是不是凡事都要信服呢?
[00:02:46.640 --> 00:02:51.200]  他們三個月之後發覺都不能夠藏得多久了
[00:02:51.200 --> 00:02:57.560]  於是就將摩西放在一個蒲草造的籃裏面
[00:02:57.560 --> 00:02:58.720]  在尼羅河那裏放
[00:02:58.720 --> 00:03:00.960]  原來神早已有安排
[00:03:00.960 --> 00:03:07.680]  當時埃及的公主就去到被視為神聖的尼羅河那裏沐浴
[00:03:07.680 --> 00:03:09.720]  就好像印度的恒河那樣
[00:03:09.720 --> 00:03:11.280]  很多人去那裏洗澡的
[00:03:11.280 --> 00:03:17.320]  見到這個小孩子這麼有趣 就收養了他
[00:03:17.320 --> 00:03:22.320]  他可能就是第十八王朝的夏西布斯女王
[00:03:22.320 --> 00:03:24.400]  他當時仍然是公主的
[00:03:24.400 --> 00:03:26.400]  他收養了摩西
[00:03:26.400 --> 00:03:32.360]  但是又很巧妙地神安排摩西的親生母親
[00:03:32.360 --> 00:03:36.880]  成為他的乳母、成為他的奶媽去撫養他
[00:03:36.880 --> 00:03:42.080]  直至到他是幼童的時候才交回給這位公主
[00:03:42.080 --> 00:03:46.600]  大家詳細去看出就是第二章第七到第十節了
[00:03:46.600 --> 00:03:50.920]  那時摩西回到皇宮裏面大概是兩三歲左右
[00:03:50.920 --> 00:03:53.760]  接著那四十年裏面
[00:03:53.760 --> 00:03:59.280]  他是學會了埃及一切的知識和學問
[00:03:59.280 --> 00:04:01.960]  《侍郎傳》第七章第二十二節裏面
[00:04:01.960 --> 00:04:03.960]  都是由這裏記載
[00:04:03.960 --> 00:04:05.600]  所以請你記住
[00:04:05.600 --> 00:04:07.600]  原來你未信主之前
[00:04:07.600 --> 00:04:13.360]  可能你一些學術的水平
[00:04:13.360 --> 00:04:15.360]  或者你一些的技能
[00:04:15.360 --> 00:04:17.600]  或者你一些的嗜好
[00:04:17.600 --> 00:04:24.880]  原來都可以將來轉化成為你服侍神的一個幫助
[00:04:24.880 --> 00:04:28.680]  譬如當你很喜歡電腦、很喜歡打機在這方面
[00:04:28.680 --> 00:04:30.960]  電腦的知識是很強的
[00:04:30.960 --> 00:04:33.320]  你未信主之前就經常打機
[00:04:33.320 --> 00:04:36.000]  但是你信主之後不是不打
[00:04:36.000 --> 00:04:38.000]  但是是有限制的
[00:04:38.000 --> 00:04:40.000]  但不是給政府限制你
[00:04:40.000 --> 00:04:41.680]  是你會自製的
[00:04:41.680 --> 00:04:43.920]  自己約制自己
[00:04:43.920 --> 00:04:49.480]  但是你將電腦的技巧用在教的士工上面
[00:04:49.480 --> 00:04:51.480]  那你就差很遠了
[00:04:51.480 --> 00:04:53.480]  正如我到今天為止
[00:04:53.480 --> 00:04:54.480]  我都不是很懂電腦
[00:04:54.480 --> 00:04:56.480]  但是我現在已經厲害了很多了
[00:04:56.480 --> 00:04:59.480]  都懂得做電腦簡報的初稿
[00:04:59.480 --> 00:05:01.480]  要找人幫我潤色
[00:05:01.480 --> 00:05:05.080]  所以你記住原來我們信主之前
[00:05:05.080 --> 00:05:09.560]  所受的訓練或者學習並不是沒有用的
[00:05:09.560 --> 00:05:13.040]  可能是為我們以後將來所準備的
[00:05:13.040 --> 00:05:17.360]  摩西他自己有犯錯
[00:05:17.360 --> 00:05:20.760]  如果你留意到摩西雖然身為埃及王子
[00:05:20.760 --> 00:05:22.760]  但是他知道自己是希伯來人
[00:05:22.760 --> 00:05:23.760]  他沒有離開
[00:05:23.760 --> 00:05:27.280]  因為身居高位而數典忘祖
[00:05:27.280 --> 00:05:31.360]  他知道要為自己的民族做一些事情
[00:05:31.360 --> 00:05:35.880]  但是他會想到現在我自己同胞全部都是做奴隸的
[00:05:35.880 --> 00:05:38.600]  他們怎麼可以離開 他們有什麼作為呢
[00:05:38.600 --> 00:05:40.120]  但是我不同
[00:05:40.120 --> 00:05:42.600]  因為我是有不少的學問
[00:05:42.600 --> 00:05:44.360]  我地位是不錯
[00:05:44.360 --> 00:05:47.240]  我可以成為他們的拯救者
[00:05:47.240 --> 00:05:50.920]  除了我之外 還有誰有這個能力呢?
[00:05:50.920 --> 00:05:53.880]  他想自己一定是一個上街人選
[00:05:53.880 --> 00:05:56.520]  但是很可惜 他年少氣盛
[00:05:56.520 --> 00:06:00.400]  縱使他有愛自己同胞的熱誠
[00:06:00.400 --> 00:06:06.920]  但就是用自己的方法 暴力去解決問題
[00:06:06.920 --> 00:06:11.200]  大家留意 Powerpoint 《出埃及記》第二章11到12節就說到
[00:06:11.200 --> 00:06:14.080]  摩西見到他的同胞被人欺負
[00:06:14.080 --> 00:06:17.200]  於是他左右看看沒有人的時候
[00:06:17.200 --> 00:06:20.720]  就打死了這個埃及人去救自己的同胞
[00:06:20.720 --> 00:06:23.520]  甚至將這個屍體埋葬了
[00:06:23.520 --> 00:06:26.640]  但不要忘記原來只是有熱誠
[00:06:26.640 --> 00:06:28.920]  單是憑肉體的衝動
[00:06:28.920 --> 00:06:31.480]  往往只是帶來傷害而已
[00:06:31.480 --> 00:06:37.000]  血氣之爭 絕對不能夠為神彌大人出頭
[00:06:37.000 --> 00:06:40.240]  但是他願意愛人
[00:06:40.240 --> 00:06:43.840]  愛自己的同胞 願意為神擺上的時候
[00:06:43.840 --> 00:06:46.520]  這個心智是神所預立的
[00:06:46.520 --> 00:06:48.520]  所以神必定會用他
[00:06:48.520 --> 00:06:52.520]  但是神用他之前 就要磨練他
[00:06:52.520 --> 00:06:55.960]  要好好的彌大人去對付他
[00:06:55.960 --> 00:07:01.200]  摩西後來因為殺了人
[00:07:01.200 --> 00:07:04.440]  後來也知道這件事會被揭發了
[00:07:04.440 --> 00:07:09.080]  所以很急 漏夜的逃亡
[00:07:09.080 --> 00:07:14.160]  一晚之內就逆轉了他的形勢
[00:07:14.160 --> 00:07:17.360]  原本是埃及王子 都很高地位
[00:07:17.360 --> 00:07:22.360]  現在成為一個流亡海外的罪犯 通緝犯
[00:07:22.360 --> 00:07:25.920]  在抗疫的40年裏面 神就磨練他的脾性
[00:07:25.920 --> 00:07:28.160]  在抗疫裏面 渺無人跡
[00:07:28.160 --> 00:07:31.640]  於是他那種兇猛或者剛烈的性格
[00:07:31.640 --> 00:07:34.640]  就會慢慢被磨練了過來
[00:07:34.640 --> 00:07:37.040]  甚至是神親自來講
[00:07:37.040 --> 00:07:39.360]  在《文素記》十二章第三次說到
[00:07:39.360 --> 00:07:44.120]  摩西為人極其謙和 勝過世上的眾人
[00:07:44.120 --> 00:07:46.720]  所以這個磨練的過程並不好受
[00:07:46.720 --> 00:07:49.880]  但是不要只是看那個人他很有榮耀
[00:07:49.880 --> 00:07:52.560]  但是沒有看到他背後所付的代價
[00:07:52.560 --> 00:07:56.280]  摩西雖然不好 但是他有一個愛神的心
[00:07:56.280 --> 00:07:58.840]  我到今天都告訴別人
[00:07:58.840 --> 00:08:00.440]  我不是一個好的牧者
[00:08:00.440 --> 00:08:03.000]  我都說我的軟弱就是我的失敗
[00:08:03.000 --> 00:08:09.040]  但我原來從小就已經很願意為神來擺上十幾歲
[00:08:09.040 --> 00:08:13.400]  最近接觸一些人 說他是宣道會華記堂的
[00:08:13.400 --> 00:08:16.800]  我當年 你知不知道我有份開華記堂的
[00:08:16.800 --> 00:08:20.000]  我是開山祖來的 原來這個開封的恩賜
[00:08:20.000 --> 00:08:24.980]  在我十幾歲已經有了 當時我北宣教會開華富邨
[00:08:24.980 --> 00:08:27.480]  我只是十幾歲而已 我去做什麼呢?
[00:08:27.480 --> 00:08:31.280]  就是我去那裏搬桌子搬椅子 設牆
[00:08:31.280 --> 00:08:34.520]  來跟那些小朋友玩 教主一學
[00:08:34.520 --> 00:08:38.320]  現在去建立 剛剛近期又見到一個人
[00:08:38.320 --> 00:08:43.340]  原來是宣道會美孚堂的 我跟他說我有份的
[00:08:43.340 --> 00:08:47.800]  當年開堂的時候 我也是去幫忙開這間教會
[00:08:47.800 --> 00:08:52.160]  我還有份教主一學的 如果你看到就是這本聖經
[00:08:52.160 --> 00:08:56.020]  這本聖經就是當年宣道員送給我的
[00:08:56.020 --> 00:09:02.620]  如果你看回的時候 那個日子就是寫1974年的
[00:09:02.620 --> 00:09:07.480]  但是其實 看不看到? 1974年
[00:09:07.480 --> 00:09:12.280]  但是其實我是1973年已經第一次做他們的導師了
[00:09:12.280 --> 00:09:14.780]  但是那個時候我還沒有進神學院的
[00:09:14.780 --> 00:09:20.420]  就是建立了這一幫人 其中有一個男孩子站在後面
