
[00:00:00.000 --> 00:00:04.440]  很想給大家看一看一幅圖片
[00:00:04.440 --> 00:00:07.800]  可不可以彈出來給我們看看
[00:00:07.800 --> 00:00:09.800]  你們看到是甚麼來的
[00:00:09.800 --> 00:00:12.600]  是
[00:00:12.600 --> 00:00:17.800]  首先會看到是香港的一個特色
[00:00:17.800 --> 00:00:21.320]  每逢到一些特別的節日的時候
[00:00:21.320 --> 00:00:23.320]  實際上每天都有的
[00:00:23.320 --> 00:00:25.320]  在黃大仙上香
[00:00:25.320 --> 00:00:27.320]  人潮湧湧
[00:00:27.320 --> 00:00:30.200]  我不知道大家以前有沒有去過
[00:00:30.200 --> 00:00:32.200]  可不可以舉手
[00:00:32.200 --> 00:00:35.000]  都相當多,所以你們很熟的了
[00:00:35.000 --> 00:00:37.000]  很熟的了
[00:00:37.000 --> 00:00:40.000]  另一幅圖都給大家來看看
[00:00:40.000 --> 00:00:42.000]  車公廟
[00:00:42.000 --> 00:00:46.480]  還有一些關帝廟其他的地方
[00:00:46.480 --> 00:00:49.800]  大嶼山,特別是在長洲
[00:00:49.800 --> 00:00:51.800]  一到長包山的時候
[00:00:51.800 --> 00:00:55.720]  大家一樣都可以看到非常多這些景象
[00:00:55.720 --> 00:00:57.720]  到底為甚麼香港人
[00:00:57.720 --> 00:01:01.520]  每逢到年初一些特別的季節
[00:01:01.520 --> 00:01:03.520]  他會去這個地方來上香呢
[00:01:03.520 --> 00:01:06.800]  主要的原因
[00:01:06.800 --> 00:01:11.520]  就是他們很想心想事成
[00:01:11.520 --> 00:01:13.520]  所以他們選擇的時候
[00:01:13.520 --> 00:01:16.800]  去選擇那些有求必應的
[00:01:16.800 --> 00:01:18.800]  他們就去那個地方
[00:01:18.800 --> 00:01:21.800]  年年就去許願,年年就去求福
[00:01:21.800 --> 00:01:23.800]  就是這樣
[00:01:23.800 --> 00:01:25.800]  我記得
[00:01:25.800 --> 00:01:29.480]  在我帶組裏面
[00:01:29.480 --> 00:01:31.480]  曾經試過在一組人當中
[00:01:31.480 --> 00:01:33.480]  有三個警察
[00:01:33.480 --> 00:01:35.480]  跟我查經
[00:01:35.480 --> 00:01:37.480]  這三個警察跟我查經的時候
[00:01:37.480 --> 00:01:39.480]  後來一個一個就順勢處理
[00:01:39.480 --> 00:01:42.480]  當他們順勢處理的時候
[00:01:42.480 --> 00:01:44.480]  我就問他們為甚麼會缺席呢
[00:01:44.480 --> 00:01:47.080]  其中一個可能你們也認識的
[00:01:47.080 --> 00:01:49.080]  阿彪叔
[00:01:49.080 --> 00:01:51.080]  他跟我說
[00:01:51.080 --> 00:01:56.080]  當他去執行一些任務的時候
[00:01:56.080 --> 00:01:59.080]  就去到那些黑社會當中
[00:01:59.080 --> 00:02:01.080]  來捉人
[00:02:01.080 --> 00:02:04.080]  來搗破他們的巢穴
[00:02:04.080 --> 00:02:06.080]  但當他去到的時候
[00:02:06.080 --> 00:02:08.080]  他發覺有一件事
[00:02:08.080 --> 00:02:10.080]  是和警局一模一樣的
[00:02:10.080 --> 00:02:14.080]  就是拜關帝
[00:02:14.080 --> 00:02:16.080]  而當他去到的時候
[00:02:16.080 --> 00:02:19.080]  看到他們拜的香火比警局更厲害
[00:02:19.080 --> 00:02:22.080]  所以他自己本身就有一個很大的問題
[00:02:22.080 --> 00:02:26.080]  就是我一直拜這麼多年關帝
[00:02:26.080 --> 00:02:28.080]  你說關帝聽誰呢
[00:02:28.080 --> 00:02:30.080]  原來賊又拜關帝
[00:02:30.080 --> 00:02:32.080]  警察又拜關帝
[00:02:32.080 --> 00:02:36.080]  他說做關帝真是很為難
[00:02:36.080 --> 00:02:38.080]  聽賊呢
[00:02:38.080 --> 00:02:41.080]  警察就一定徒勞無功
[00:02:41.080 --> 00:02:43.080]  聽了警察呢
[00:02:43.080 --> 00:02:45.080]  那些賊呢
[00:02:45.080 --> 00:02:47.080]  就計劃落空
[00:02:47.080 --> 00:02:49.080]  所以因為這樣
[00:02:49.080 --> 00:02:51.080]  他感覺到這些關帝
[00:02:51.080 --> 00:02:53.080]  如果是真的話
[00:02:53.080 --> 00:02:55.080]  其實都不值得拜
[00:02:55.080 --> 00:02:57.080]  原因在哪裡呢
[00:02:57.080 --> 00:02:59.080]  因為正邪不分
[00:02:59.080 --> 00:03:01.080]  總之有人拜就聽的話
[00:03:01.080 --> 00:03:03.080]  這個就很大問題
[00:03:03.080 --> 00:03:05.080]  不過接著我就說
[00:03:05.080 --> 00:03:07.080]  那你拜是不是真的靈呢
[00:03:07.080 --> 00:03:09.080]  當然不是真的靈
[00:03:09.080 --> 00:03:11.080]  如果靈就不用那麼多賊
[00:03:11.080 --> 00:03:15.080]  黑社會同樣
[00:03:15.080 --> 00:03:17.080]  他經歷到的不是經常靈
[00:03:17.080 --> 00:03:19.080]  如果不是就那麼多問題產生
[00:03:19.080 --> 00:03:21.080]  那麼多人被人抓
[00:03:21.080 --> 00:03:23.080]  警察也看不到是靈
[00:03:23.080 --> 00:03:26.080]  所以我們可以很清楚看到
[00:03:26.080 --> 00:03:28.080]  所謂有求必應
[00:03:28.080 --> 00:03:30.080]  是人傳出來的
[00:03:30.080 --> 00:03:32.080]  我就給大家看看
[00:03:32.080 --> 00:03:34.080]  以前很多人去過黃大仙
[00:03:34.080 --> 00:03:36.080]  有多少人經歷過
[00:03:36.080 --> 00:03:38.080]  求親都應的
[00:03:38.080 --> 00:03:40.080]  可不可以舉手
[00:03:40.080 --> 00:03:42.080]  我想
[00:03:42.080 --> 00:03:45.080]  如果舉手就不會在這裡了
[00:03:45.080 --> 00:03:47.080]  大家都看得見
[00:03:47.080 --> 00:03:49.080]  就是說
[00:03:49.080 --> 00:03:51.080]  是人都知道
[00:03:51.080 --> 00:03:53.080]  如果你求的十次有一次靈
[00:03:53.080 --> 00:03:55.080]  其實都已經很厲害
[00:03:55.080 --> 00:03:57.080]  為什麼呢
[00:03:57.080 --> 00:03:59.080]  因為這個基本上是不可能的事
[00:03:59.080 --> 00:04:01.080]  接著呢
[00:04:01.080 --> 00:04:04.080]  這些警察後來信了主
[00:04:04.080 --> 00:04:06.080]  信了主之後
[00:04:06.080 --> 00:04:08.080]  他們都
[00:04:08.080 --> 00:04:10.080]  跟我們分享
[00:04:10.080 --> 00:04:12.080]  到了聖經裡面
[00:04:12.080 --> 00:04:14.080]  他們會看到一些很特別不同的地方
[00:04:14.080 --> 00:04:16.080]  其中有一次
[00:04:16.080 --> 00:04:18.080]  我跟他們查到禱告、祈求
[00:04:18.080 --> 00:04:20.080]  就是今天我要和大家分享的
[00:04:20.080 --> 00:04:22.080]  這些經文
[00:04:22.080 --> 00:04:24.080]  讓大家來看看
[00:04:24.080 --> 00:04:26.080]  到底一般世俗的人
[00:04:26.080 --> 00:04:28.080]  他們對祈求、禱告
[00:04:28.080 --> 00:04:30.080]  他們的心願和他們的態度
[00:04:30.080 --> 00:04:32.080]  來到聖經的時候
[00:04:32.080 --> 00:04:34.080]  聖經給我們看的原則
[00:04:34.080 --> 00:04:36.080]  有什麼特別的不同呢
[00:04:36.080 --> 00:04:38.080]  我們一起
[00:04:38.080 --> 00:04:40.080]  來看一看
[00:04:40.080 --> 00:04:42.080]  馬太福音第七章
[00:04:42.080 --> 00:04:44.080]  七到十一節
[00:04:44.080 --> 00:04:46.080]  我們一起讀
[00:05:08.080 --> 00:05:10.080]  雖然不好
[00:05:10.080 --> 00:05:12.080]  尚且知道那好東西給兒女
[00:05:12.080 --> 00:05:14.080]  何況你們在天上的父
[00:05:14.080 --> 00:05:16.080]  豈不更把好東西
[00:05:16.080 --> 00:05:18.080]  給求他的人嗎
[00:05:18.080 --> 00:05:20.080]  在我自己信主的初期
[00:05:20.080 --> 00:05:22.080]  我是抱著一個
[00:05:22.080 --> 00:05:24.080]  這樣的心願
[00:05:24.080 --> 00:05:26.080]  就是希望
[00:05:26.080 --> 00:05:28.080]  這個信仰是靈的
