
[00:00:00.000 --> 00:00:02.140]  各位頂姐妹 早安
[00:00:02.140 --> 00:00:04.400]  網上的頂姐妹 也早安
[00:00:04.400 --> 00:00:07.960]  2021年過得很快
[00:00:07.960 --> 00:00:10.240]  我不知道來到今天
[00:00:10.240 --> 00:00:13.600]  今年最後一個的主日
[00:00:13.600 --> 00:00:15.640]  回顧過去一年
[00:00:15.640 --> 00:00:20.920]  不知道大家有什麼經歷和體會呢
[00:00:20.920 --> 00:00:22.720]  如果大家有心水清
[00:00:22.720 --> 00:00:25.040]  你今天有留意我的講題
[00:00:25.040 --> 00:00:28.160]  或者你過去也有看韓劇的話
[00:00:28.160 --> 00:00:31.360]  你就知道我拿了其中一個行劇
[00:00:31.360 --> 00:00:35.320]  《請回答》系列的戲名
[00:00:35.320 --> 00:00:38.960]  這個系列爆紅的原因
[00:00:38.960 --> 00:00:43.080]  是因為它引起時代的共鳴
[00:00:43.080 --> 00:00:47.680]  今天《請回答》2021
[00:00:47.680 --> 00:00:52.800]  無論如何 我們已經共同走過了360天
[00:00:52.800 --> 00:00:55.440]  作為牧師 我關注的是我們作為
[00:00:55.440 --> 00:00:58.360]  在世上客裡的我們每一個
[00:00:58.360 --> 00:01:03.880]  2021年究竟我們是怎樣來度過呢
[00:01:03.880 --> 00:01:07.200]  《請回答》2021
[00:01:07.200 --> 00:01:08.360]  今天很想
[00:01:08.360 --> 00:01:10.680]  當大家一路來到聽道的時候
[00:01:10.680 --> 00:01:12.640]  我想從四個R
[00:01:12.640 --> 00:01:16.640]  希望大家能夠在過程裡面去回顧
[00:01:16.640 --> 00:01:19.400]  回顧一下這一年
[00:01:19.400 --> 00:01:22.880]  一路神的聖靈怎樣引導我們
[00:01:22.880 --> 00:01:24.080]  在過程裡面
[00:01:24.080 --> 00:01:26.200]  究竟我們有什麼要反思
[00:01:26.200 --> 00:01:28.480]  我們有什麼要反省
[00:01:28.480 --> 00:01:29.720]  有什麼要學習
[00:01:29.720 --> 00:01:31.640]  我們需要去重新設定
[00:01:31.640 --> 00:01:35.280]  我們需要被神的靈重新去調教
[00:01:35.280 --> 00:01:37.720]  我們的心思意念
[00:01:37.720 --> 00:01:39.480]  一些的思想
[00:01:39.480 --> 00:01:41.760]  以致我們能夠重新開始
[00:01:41.760 --> 00:01:44.080]  在2022年的時候
[00:01:44.080 --> 00:01:47.680]  我們可以重新的開始
[00:01:47.680 --> 00:01:49.800]  我們知道明年
[00:01:49.800 --> 00:01:51.640]  就是說下個星期
[00:01:51.640 --> 00:01:53.000]  2022年
[00:01:53.000 --> 00:01:58.200]  講壇我們就會開始去看《啟示錄》
[00:01:58.200 --> 00:02:02.200]  所以今天我就選擇了《猶大書》
[00:02:02.200 --> 00:02:03.120]  一本書
[00:02:03.120 --> 00:02:05.200]  更加準確來說
[00:02:05.200 --> 00:02:07.920]  其實它只不過是一頁的書
[00:02:07.920 --> 00:02:11.040]  我們知道《猶大書》只有一章
[00:02:11.040 --> 00:02:13.000]  它中心的信息
[00:02:13.000 --> 00:02:15.880]  和今天的教會所需要的信息
[00:02:15.880 --> 00:02:18.040]  是有幾密切的關係
[00:02:18.040 --> 00:02:20.840]  它是一篇關乎末世的信息
[00:02:20.840 --> 00:02:24.920]  也是在末世裡面教會一個警鐘
[00:02:24.920 --> 00:02:26.600]  有一些解經家
[00:02:26.600 --> 00:02:30.800]  稱《猶大書》為《啟示錄》的序言
[00:02:30.800 --> 00:02:32.960]  每次當我們翻開《猶大書》的時候
[00:02:32.960 --> 00:02:36.320]  都會好像聽到警鐘聲
[00:02:36.320 --> 00:02:38.160]  它告訴我們
[00:02:38.160 --> 00:02:40.040]  耶穌再回來的日子
[00:02:40.040 --> 00:02:41.480]  近了
[00:02:41.480 --> 00:02:43.080]  《猶大書》的內容
[00:02:43.080 --> 00:02:46.440]  正正就是對應當時信徒群體
[00:02:46.440 --> 00:02:49.880]  一個危機處境的警鐘聲
[00:02:49.880 --> 00:02:52.320]  當時他們面對的是
[00:02:52.320 --> 00:02:54.040]  在教會裡面
[00:02:54.040 --> 00:02:56.400]  出現了一些假教師
[00:02:56.400 --> 00:02:57.920]  假師傅
[00:02:57.920 --> 00:03:02.520]  他們應該是對真理有很多的追求學識
[00:03:02.520 --> 00:03:04.840]  但是他們卻不懷好意
[00:03:04.840 --> 00:03:08.480]  只是每一個人好像裡面有自己的一己之慾
[00:03:08.480 --> 00:03:12.320]  也扮成當時教會的一些目者
[00:03:12.320 --> 00:03:15.600]  但是給教會一個極大的傷害
[00:03:15.600 --> 00:03:16.360]  另一方面
[00:03:16.360 --> 00:03:19.440]  當時的人在罪宗裡面
[00:03:19.440 --> 00:03:21.200]  放縱情慾
[00:03:21.200 --> 00:03:23.960]  那個自我越來越大
[00:03:23.960 --> 00:03:26.920]  只是重視自己的感受
[00:03:26.920 --> 00:03:31.480]  也只是去過肉體舒適的生活
[00:03:31.480 --> 00:03:32.880]  自己的喜好
[00:03:32.880 --> 00:03:35.040]  想做就去做
[00:03:35.040 --> 00:03:37.800]  他們不單止隨從自己的私慾
[00:03:37.800 --> 00:03:43.440]  也會嘲笑當時行憎你的人
[00:03:43.440 --> 00:03:47.960]  所以《猶大》在最後的部分裡面
[00:03:47.960 --> 00:03:50.920]  這兩節的經文可能我們都很熟悉
[00:03:50.920 --> 00:03:52.600]  我想邀請大家一起再讀一次
[00:03:52.600 --> 00:03:54.240]  預備起
[00:03:54.240 --> 00:03:56.320]  親愛的弟兄
[00:03:56.320 --> 00:04:00.000]  你們卻要在至聖的真道上
[00:04:00.000 --> 00:04:01.680]  造就自己
[00:04:01.680 --> 00:04:04.040]  在聖靈裡禱告
[00:04:04.040 --> 00:04:07.800]  保守自己常在神的愛中
[00:04:07.800 --> 00:04:11.680]  仰望我們主耶穌基督的憐憫
[00:04:11.680 --> 00:04:14.040]  直到永生
[00:04:14.040 --> 00:04:18.880]  今天我們是否常在神的愛中呢?
[00:04:18.880 --> 00:04:22.800]  原來這兩節經文的核心重點
[00:04:22.800 --> 00:04:28.040]  是保守自己常在神的愛中
[00:04:28.040 --> 00:04:31.800]  怎樣才能保守自己在神的愛中呢?
[00:04:31.800 --> 00:04:34.200]  《約翰一書》的使徒約翰
[00:04:34.200 --> 00:04:37.600]  透過這節經文告訴我們
[00:04:37.600 --> 00:04:39.800]  神就是愛
[00:04:39.800 --> 00:04:41.400]  住在愛中的
[00:04:41.400 --> 00:04:43.880]  就是住在神中
[00:04:43.880 --> 00:04:47.680]  神也住在祂裡面
[00:04:47.680 --> 00:04:49.000]  簡而言之
[00:04:49.000 --> 00:04:51.760]  只要我們住在神的愛裡面
[00:04:51.760 --> 00:04:57.080]  就是保守自己在神的裡面
[00:04:57.080 --> 00:04:58.080]  我們所信的神
[00:04:58.080 --> 00:05:01.800]  祂很樂意用愛來包圍我們
[00:05:01.800 --> 00:05:02.840]  包裹我們
[00:05:02.840 --> 00:05:03.960]  我們在祂裡面
[00:05:03.960 --> 00:05:06.280]  祂也在我們裡面
[00:05:06.280 --> 00:05:08.200]  回來這一節的經文
[00:05:08.200 --> 00:05:12.160]  保守是有保護的意思
[00:05:12.160 --> 00:05:13.960]  本來我們就很明白
[00:05:13.960 --> 00:05:17.640]  我們不能夠靠自己來保守自己
[00:05:17.640 --> 00:05:19.880]  我們唯有在神的裡面
[00:05:19.880 --> 00:05:21.160]  在主耶穌的裡面
[00:05:21.160 --> 00:05:22.600]  靠著主保守我們
[00:05:22.600 --> 00:05:27.720]  就好像兒女在父母的懷裡面
[00:05:27.720 --> 00:05:30.080]  去看顧保守他們
[00:05:30.080 --> 00:05:33.360]  如果我們在主裡面蒙保守的話
[00:05:33.360 --> 00:05:36.240]  我們什麼愛來的誘惑
[00:05:36.240 --> 00:05:38.800]  都不能夠侵擾我們
[00:05:38.800 --> 00:05:41.160]  原來經文保守這個
[00:05:41.160 --> 00:05:44.440]  是一個主要的動詞
