
[00:00:00.000 --> 00:00:02.860]  今晚我們繼續
[00:00:02.860 --> 00:00:04.920]  哇 這個系列很長
[00:00:04.920 --> 00:00:08.420]  過去與現在的對話系列
[00:00:08.420 --> 00:00:10.880]  即是以前與現在說話
[00:00:10.880 --> 00:00:12.740]  我今天講題是
[00:00:12.740 --> 00:00:16.500]  聽歷史 講歷史 寫歷史
[00:00:16.500 --> 00:00:18.840]  不如這樣吧
[00:00:18.840 --> 00:00:20.940]  上次有Mentee Question
[00:00:20.940 --> 00:00:22.100]  這次我沒有放Mentee
[00:00:22.100 --> 00:00:24.840]  不過也有幾個問題跟大家玩玩
[00:00:24.840 --> 00:00:27.060]  好不好啊 開始了
[00:00:27.460 --> 00:00:30.560]  哇 誠經知識問題
[00:00:30.560 --> 00:00:33.380]  直接回答就可以了
[00:00:33.380 --> 00:00:36.500]  這條是溫暖的 比較簡單
[00:00:36.500 --> 00:00:40.380]  以色列人是誰的後代
[00:00:40.380 --> 00:00:43.620]  阿哥B對不對
[00:00:43.620 --> 00:00:47.420]  OK啊 好 大家很冷靜
[00:00:47.420 --> 00:00:53.020]  好 接着一條就深一點了
[00:00:53.020 --> 00:00:55.380]  好
[00:00:55.700 --> 00:00:58.320]  以東人是誰的後代
[00:00:58.320 --> 00:01:01.100]  A 是以素
[00:01:01.100 --> 00:01:05.040]  B 是以實瑪麗
[00:01:05.040 --> 00:01:08.240]  A 還是B 請A的舉手
[00:01:08.240 --> 00:01:11.520]  以素的舉手 舉高一點
[00:01:11.520 --> 00:01:15.380]  好像是這樣
[00:01:15.380 --> 00:01:20.620]  先不要搜索 以東人
[00:01:20.620 --> 00:01:24.680]  因爲與今天的經文很重要
[00:01:24.680 --> 00:01:26.680]  是有相關的 一會兒你會聽到
[00:01:26.680 --> 00:01:28.680]  以東人是誰的後代
[00:01:28.680 --> 00:01:30.680]  A 以素的舉手
[00:01:30.680 --> 00:01:33.820]  有兩隻手 三隻
[00:01:33.820 --> 00:01:35.820]  阿南是按摩的吧
[00:01:35.820 --> 00:01:37.820]  OK 兩隻
[00:01:37.820 --> 00:01:40.460]  是以實瑪麗的舉手
[00:01:40.460 --> 00:01:44.400]  不舉的那些是什麼
[00:01:44.400 --> 00:01:46.400]  多一點啊 以實瑪麗
[00:01:46.400 --> 00:01:49.620]  很多啊 以實瑪麗
[00:01:51.800 --> 00:01:54.800]  答案是... 我先不說了
[00:01:54.800 --> 00:01:57.220]  一會兒會聽到的
[00:01:57.220 --> 00:01:59.220]  好 第二題
[00:01:59.220 --> 00:02:03.200]  第三題 摩壓人是誰的後裔
[00:02:03.200 --> 00:02:05.780]  好深啊 A 是羅德
[00:02:05.780 --> 00:02:08.960]  B 是拿克
[00:02:08.960 --> 00:02:10.960]  聽過沒有 這個名字
[00:02:10.960 --> 00:02:12.960]  很深啊 這次又弱了
[00:02:12.960 --> 00:02:14.960]  這次講生命計都很深
[00:02:14.960 --> 00:02:16.960]  阿南出的 別問我
[00:02:16.960 --> 00:02:18.960]  (笑)
[00:02:18.960 --> 00:02:21.960]  A 舉手是羅德的後裔
[00:02:21.960 --> 00:02:23.960]  摩壓人
[00:02:23.960 --> 00:02:25.960]  一隻手
[00:02:25.960 --> 00:02:27.960]  兩隻手
[00:02:27.960 --> 00:02:29.960]  另外
[00:02:29.960 --> 00:02:31.960]  B 拿克 舉手
[00:02:31.960 --> 00:02:37.460]  R 痕 這個是R 痕
[00:02:37.460 --> 00:02:39.460]  這個不是手來的
[00:02:39.460 --> 00:02:41.460]  有點迷茫
[00:02:41.460 --> 00:02:43.460]  拿克是哪裏來的
[00:02:43.460 --> 00:02:45.460]  是舊約的
[00:02:45.460 --> 00:02:47.460]  創世紀有的
[00:02:47.460 --> 00:02:49.460]  或者問一下大家
[00:02:49.460 --> 00:02:51.460]  聽過摩壓人沒有
[00:02:51.460 --> 00:02:55.460]  聖經有一個很出名的摩壓人
[00:02:55.460 --> 00:02:58.460]  是聖經一個書卷的名字
[00:02:58.460 --> 00:03:01.460]  猜不猜得到
[00:03:01.460 --> 00:03:05.460]  哦 沒有啊
[00:03:05.460 --> 00:03:07.460]  你早前講完
[00:03:07.460 --> 00:03:09.460]  阿南說他早前講完
[00:03:09.460 --> 00:03:11.460]  有個摩壓人
[00:03:11.460 --> 00:03:14.460]  很出名的 聖經一個書卷的名字
[00:03:14.460 --> 00:03:16.460]  是摩壓的
[00:03:16.460 --> 00:03:18.460]  是一個女子
[00:03:18.460 --> 00:03:20.460]  給了很多提示
[00:03:20.460 --> 00:03:22.460]  叫什麼名字
[00:03:22.460 --> 00:03:24.460]  摩壓的女子
[00:03:24.460 --> 00:03:26.460]  真的沒有想法
[00:03:26.460 --> 00:03:28.460]  路德是對的
[00:03:28.460 --> 00:03:30.460]  路德是很重要的
[00:03:30.460 --> 00:03:32.460]  耶穌的
[00:03:32.460 --> 00:03:34.460]  前人
[00:03:34.460 --> 00:03:36.460]  沒有路德就沒有耶穌
[00:03:36.460 --> 00:03:38.460]  好
[00:03:38.460 --> 00:03:40.460]  先不講特望
[00:03:40.460 --> 00:03:42.460]  一會兒你會聽到
[00:03:42.460 --> 00:03:44.460]  阿滿人是誰的後代
[00:03:44.460 --> 00:03:46.460]  B是羅德
[00:03:46.460 --> 00:03:48.460]  又回來了
[00:03:48.460 --> 00:03:50.460]  含
[00:03:50.460 --> 00:03:52.460]  A是含的
[00:03:52.460 --> 00:03:54.460]  哇 好多A哦
[00:03:54.460 --> 00:03:58.460]  含是誰聽過
[00:03:58.460 --> 00:04:00.460]  羅亞的兒子
[00:04:00.460 --> 00:04:02.460]  哪個兒子
[00:04:02.460 --> 00:04:04.460]  羅亞其中一個兒子
[00:04:04.460 --> 00:04:06.460]  B是羅德的
[00:04:06.460 --> 00:04:08.460]  沒有了
[00:04:08.460 --> 00:04:12.460]  阿滿人是誰的後代
[00:04:12.460 --> 00:04:14.460]  因爲你看歷史書
[00:04:14.460 --> 00:04:16.460]  會經常出現這三個
[00:04:16.460 --> 00:04:18.460]  耳東人
[00:04:18.460 --> 00:04:20.460]  摩壓人 阿滿人
[00:04:20.460 --> 00:04:22.460]  我們先hold住
[00:04:22.460 --> 00:04:24.460]  今天講的主題是
[00:04:24.460 --> 00:04:26.460]  聽歷史
[00:04:26.460 --> 00:04:28.460]  講歷史
[00:04:28.460 --> 00:04:30.460]  寫歷史
[00:04:30.460 --> 00:04:32.460]  其實是一個進程
[00:04:32.460 --> 00:04:34.460]  我想我們每個人都會聽歷史
[00:04:34.460 --> 00:04:36.460]  但不知道大家有沒有講過歷史
[00:04:36.460 --> 00:04:38.460]  有沒有講過
[00:04:38.460 --> 00:04:40.460]  或者有人很喜歡歷史堂
[00:04:40.460 --> 00:04:42.460]  這次真的像歷史堂
[00:04:42.460 --> 00:04:44.460]  有沒有人喜歡歷史的 舉手
[00:04:44.460 --> 00:04:48.460]  我歷史很差
[00:04:48.460 --> 00:04:50.460]  我中學歷史很差
[00:04:50.460 --> 00:04:52.460]  現在開始喜歡
[00:04:52.460 --> 00:04:54.460]  我也是
[00:04:54.460 --> 00:04:56.460]  我中學歷史和中史都非常差
[00:04:56.460 --> 00:04:58.460]  我歷史和中史都不好
[00:04:58.460 --> 00:05:00.460]  但現在開始喜歡
[00:05:00.460 --> 00:05:02.460]  人長大了就開始喜歡
[00:05:02.460 --> 00:05:04.460]  這是一個過程
[00:05:04.460 --> 00:05:06.460]  由聽歷史 講歷史
[00:05:06.460 --> 00:05:08.460]  到寫歷史
[00:05:08.460 --> 00:05:10.460]  不如開始之前我們做一個祈禱
[00:05:10.460 --> 00:05:14.460]  親愛的主愛
[00:05:14.460 --> 00:05:16.460]  感謝讚美你 多謝你
[00:05:16.460 --> 00:05:18.460]  你是歷史的主宰
[00:05:18.460 --> 00:05:20.460]  當今天女兒要分享
[00:05:20.460 --> 00:05:22.460]  以色列人的歷史
[00:05:22.460 --> 00:05:24.460]  是你在他們當中的歷史的時候
[00:05:24.460 --> 00:05:26.460]  求神你開我們的耳朵
[00:05:26.460 --> 00:05:28.460]  你和我們說話
[00:05:28.460 --> 00:05:30.460]  在歷史裏面我們可以學到什麼
[00:05:30.460 --> 00:05:32.460]  在以色列人的歷史裏面
[00:05:32.460 --> 00:05:34.460]  我們會有什麼功課
[00:05:34.460 --> 00:05:36.460]  所以主人求你的靈充滿
[00:05:36.460 --> 00:05:38.460]  像剛纔的祈禱一樣
[00:05:38.460 --> 00:05:40.460]  充滿我們在這裏
[00:05:40.460 --> 00:05:42.460]  充滿我們每一個
[00:05:42.460 --> 00:05:44.460]  讓我們聽的 講的
[00:05:44.460 --> 00:05:46.460]  都能夠合乎你的心意
[00:05:46.460 --> 00:05:48.460]  按你的心意去宣講
[00:05:48.460 --> 00:05:50.460]  去聆聽 祈禱奉耶穌名求
[00:05:50.460 --> 00:05:52.460]  Amen
[00:05:52.460 --> 00:05:54.460]  好 很快
[00:05:54.460 --> 00:05:56.460]  歷史堂
[00:05:56.460 --> 00:05:58.460]  我們用最簡單的查經 識經方法
[00:05:58.460 --> 00:06:00.460]  五個W
[00:06:00.460 --> 00:06:02.460]  我們回顧一下生命記
[00:06:02.460 --> 00:06:04.460]  因爲上個星期應該是
[00:06:04.460 --> 00:06:06.460]  生命記的第一章
[00:06:06.460 --> 00:06:08.460]  應該是主要講信心
[00:06:08.460 --> 00:06:10.460]  我不知道他有沒有講過一點點
[00:06:10.460 --> 00:06:12.460]  不如幾個用What
[00:06:12.460 --> 00:06:14.460]  Who, When, Where, Why
[00:06:14.460 --> 00:06:16.460]  我很快講一次
[00:06:16.460 --> 00:06:18.460]  生命記或Recap
[00:06:18.460 --> 00:06:20.460]  What 生命記
[00:06:20.460 --> 00:06:22.460]  我估計Amen也有講
[00:06:22.460 --> 00:06:24.460]  原文是第二部律法
[00:06:24.460 --> 00:06:26.460]  不是說有另一部律法
[00:06:26.460 --> 00:06:28.460]  是同一部律法
[00:06:28.460 --> 00:06:30.460]  只不過是再重新
[00:06:30.460 --> 00:06:32.460]  西乃山的律法
[00:06:32.460 --> 00:06:34.460]  摩西回顧過去
[00:06:34.460 --> 00:06:36.460]  和摩西臨終的遺言
[00:06:36.460 --> 00:06:38.460]  好像是一整篇遺書
[00:06:38.460 --> 00:06:40.460]  Who
[00:06:40.460 --> 00:06:42.460]  摩西
[00:06:42.460 --> 00:06:44.460]  是摩西寫的
[00:06:44.460 --> 00:06:46.460]  一直都是說摩西寫的
[00:06:46.460 --> 00:06:48.460]  摩西五經
[00:06:48.460 --> 00:06:50.460]  摩西說給新一代的
[00:06:50.460 --> 00:06:52.460]  以色列人
[00:06:52.460 --> 00:06:54.460]  When
[00:06:54.460 --> 00:06:56.460]  我不是說公元前或公元后
[00:06:56.460 --> 00:06:58.460]  是說當以色列人
[00:06:58.460 --> 00:07:00.460]  出了埃及
[00:07:00.460 --> 00:07:02.460]  在曠野四十年
[00:07:02.460 --> 00:07:04.460]  走了四十年
[00:07:04.460 --> 00:07:06.460]  又未開始進入
[00:07:06.460 --> 00:07:08.460]  應許之地
[00:07:08.460 --> 00:07:10.460]  中間這個位置就有生命記
[00:07:10.460 --> 00:07:12.460]  摩西和新一代的以色列人
[00:07:12.460 --> 00:07:14.460]  來一個回顧
[00:07:14.460 --> 00:07:16.460]  即是他們準備進入迦南地
[00:07:16.460 --> 00:07:18.460]  但未進入
[00:07:18.460 --> 00:07:20.460]  但去了曠野兜了四十年
[00:07:20.460 --> 00:07:22.460]  就是上一代那些
[00:07:22.460 --> 00:07:24.460]  都已經走了
[00:07:24.460 --> 00:07:26.460]  去到現在這一代
[00:07:26.460 --> 00:07:28.460]  在哪裏呢?在迦南以東的摩亞平原
[00:07:28.460 --> 00:07:30.460]  Why
[00:07:30.460 --> 00:07:32.460]  爲什麼摩西要再
[00:07:32.460 --> 00:07:34.460]  第二次說這個律法解釋
[00:07:34.460 --> 00:07:36.460]  是要和新一代的
[00:07:36.460 --> 00:07:38.460]  以色列人發出
[00:07:38.460 --> 00:07:40.460]  勸告和警戒
[00:07:40.460 --> 00:07:42.460]  要勸他們要與神同行
[00:07:42.460 --> 00:07:44.460]  好了
[00:07:44.460 --> 00:07:46.460]  我們聽歷史
[00:07:46.460 --> 00:07:48.460]  不如我們一起讀一下經文
[00:07:48.460 --> 00:07:50.460]  大家不要睡着
[00:07:50.460 --> 00:07:52.460]  我們一起讀一下經文
[00:07:52.460 --> 00:07:54.460]  是二章的第一節
[00:07:54.460 --> 00:07:56.460]  我今天是說二章和三章
[00:07:56.460 --> 00:07:58.460]  我們轉回
[00:07:58.460 --> 00:08:00.460]  從紅海的路
[00:08:00.460 --> 00:08:02.460]  往曠野去
[00:08:02.460 --> 00:08:04.460]  是照耶和華所吩咐我的
[00:08:04.460 --> 00:08:06.460]  我們在西義山
[00:08:06.460 --> 00:08:08.460]  繞了許多日子
[00:08:08.460 --> 00:08:10.460]  他們兜了很多圈
[00:08:10.460 --> 00:08:12.460]  但不知道大家
[00:08:12.460 --> 00:08:14.460]  看經文的時候
[00:08:14.460 --> 00:08:16.460]  我一直都有一個問題
[00:08:16.460 --> 00:08:18.460]  明明他們又說跟着耶和華
[00:08:18.460 --> 00:08:20.460]  所吩咐做
[00:08:20.460 --> 00:08:22.460]  爲什麼又要在這裏兜圈
[00:08:22.460 --> 00:08:24.460]  難道耶和華叫他們兜圈
[00:08:24.460 --> 00:08:26.460]  會不會這樣
[00:08:26.460 --> 00:08:28.460]  我們
[00:08:28.460 --> 00:08:30.460]  看聖經要看上下文
[00:08:30.460 --> 00:08:32.460]  我們回到
[00:08:32.460 --> 00:08:34.460]  第一章的結尾
[00:08:34.460 --> 00:08:36.460]  是一章的
[00:08:36.460 --> 00:08:38.460]  四十六節
[00:08:38.460 --> 00:08:40.460]  看不看得很像
[00:08:40.460 --> 00:08:42.460]  不如我讀一章那邊
[00:08:42.460 --> 00:08:44.460]  至於你們
[00:08:44.460 --> 00:08:46.460]  要轉回從紅海的路
[00:08:46.460 --> 00:08:48.460]  往曠野去
[00:08:48.460 --> 00:08:50.460]  和剛纔二章第一節
[00:08:50.460 --> 00:08:52.460]  差不多一樣
[00:08:52.460 --> 00:08:54.460]  但有不同是
[00:08:54.460 --> 00:08:56.460]  中間夾着紅色
[00:08:56.460 --> 00:08:58.460]  最後我都一樣
[00:08:58.460 --> 00:09:00.460]  於是你們在迦底斯
[00:09:00.460 --> 00:09:02.460]  住了許多日子
[00:09:02.460 --> 00:09:04.460]  但爲什麼他們要兜圈
[00:09:04.460 --> 00:09:06.460]  原來中間有紅色
[00:09:06.460 --> 00:09:08.460]  第一章的結尾有說
[00:09:08.460 --> 00:09:10.460]  他們違背了耶和華
[00:09:10.460 --> 00:09:12.460]  第一章的結尾
[00:09:12.460 --> 00:09:14.460]  除了探子
[00:09:14.460 --> 00:09:16.460]  去看迦南地
[00:09:16.460 --> 00:09:18.460]  其實是說
[00:09:18.460 --> 00:09:20.460]  耶和華叫他們不要上去打仗
