
[00:00:00.000 --> 00:00:02.000]  好,兄弟姐妹們,平安!
[00:00:02.000 --> 00:00:05.000]  好,我們一起低頭祈禱吧!
[00:00:05.000 --> 00:00:09.000]  天父,我們求您用您的說話來教導我們
[00:00:09.000 --> 00:00:11.000]  主要給我們有聆聽的耳朵
[00:00:11.000 --> 00:00:14.000]  也給我們聽到您今天要跟我們講的心意
[00:00:14.000 --> 00:00:17.000]  給我們一個願意信服的心來跟從您
[00:00:17.000 --> 00:00:21.000]  因為我們不只是聽了就忘記
[00:00:21.000 --> 00:00:24.000]  而是將您的話來走出來
[00:00:24.000 --> 00:00:26.000]  我們這樣禱告奉耶穌基督的祈禱
[00:00:26.000 --> 00:00:28.000]  阿們!
[00:00:28.000 --> 00:00:32.000]  好,今天繼續講到約翰福音第十八章
[00:00:32.000 --> 00:00:38.000]  剛剛看了巴拿巴團他們全都穿紅衣
[00:00:38.000 --> 00:00:39.000]  又唱新年歌
[00:00:39.000 --> 00:00:43.000]  才記得今天應該是接近農曆新年
[00:00:43.000 --> 00:00:45.000]  但是因為沒辦法
[00:00:45.000 --> 00:00:47.000]  預備的時候我都忘記了是新年
[00:00:47.000 --> 00:00:51.000]  所以都沒有選擇一些應節的題目
[00:00:51.000 --> 00:00:56.000]  都不要緊,我們繼續看約翰福音第十八章
[00:00:56.000 --> 00:01:00.000]  今天約翰福音第十八章其實就講到
[00:01:00.000 --> 00:01:05.000]  主耶穌被捉拿、被捕了
[00:01:05.000 --> 00:01:08.000]  所以上一次講第十七章
[00:01:08.000 --> 00:01:10.000]  基本上就是一個總結來的
[00:01:10.000 --> 00:01:12.000]  一個階段的總結
[00:01:12.000 --> 00:01:15.000]  就是主耶穌一開始的時候
[00:01:15.000 --> 00:01:17.000]  約翰福音的第一部分
[00:01:17.000 --> 00:01:19.000]  第一至第十二章就是
[00:01:19.000 --> 00:01:21.000]  第一章就是一個介紹
[00:01:21.000 --> 00:01:25.000]  然後就是對所有人的一個邀請
[00:01:25.000 --> 00:01:31.000]  希望他們來接受耶穌走進去
[00:01:31.000 --> 00:01:35.000]  由外圍走到內圈的當中
[00:01:35.000 --> 00:01:37.000]  那麼第十三章開始
[00:01:37.000 --> 00:01:46.000]  主耶穌只是願意對那些進入內圈的人對話
[00:01:46.000 --> 00:01:51.000]  當然那些人的代表就是十二個門徒
[00:01:51.000 --> 00:01:53.000]  但是也是代表著我們的
[00:01:53.000 --> 00:01:57.000]  所以在第十七章那個禱告當中
[00:01:57.000 --> 00:02:01.000]  其實他那裡是有提到我們的
[00:02:01.000 --> 00:02:03.000]  他說不但為你們祈求
[00:02:03.000 --> 00:02:05.000]  不只是為那些門徒祈求
[00:02:05.000 --> 00:02:09.000]  也為那些因那些門徒的話而信的人祈求
[00:02:09.000 --> 00:02:12.000]  就是當主耶穌這個禱告本身
[00:02:12.000 --> 00:02:14.000]  其實已經是包括了我們
[00:02:14.000 --> 00:02:18.000]  所以在第十三章到十七章
[00:02:18.000 --> 00:02:21.000]  基本上那段的說話不只是給門徒
[00:02:21.000 --> 00:02:26.000]  就是代表給所有跟著耶穌而信的人
[00:02:26.000 --> 00:02:30.000]  就好像由外圍已經走到內圈了
[00:02:30.000 --> 00:02:32.000]  而走到內圈的當中
[00:02:32.000 --> 00:02:35.000]  主耶穌就跟我們講他的心意了
[00:02:35.000 --> 00:02:39.000]  而今天到了第十八章
[00:02:39.000 --> 00:02:42.000]  就開始又去到另外一個段落
[00:02:42.000 --> 00:02:44.000]  約翰福音第三個的部分
[00:02:44.000 --> 00:02:48.000]  第三個部分就是講主耶穌的被捉拿
[00:02:48.000 --> 00:02:51.000]  釘十字架和復活
[00:02:51.000 --> 00:02:54.000]  這個就是第三個的部分
[00:02:54.000 --> 00:02:57.000]  而一開始的時候
[00:02:57.000 --> 00:02:59.000]  他講主耶穌被捉拿的時候
[00:02:59.000 --> 00:03:01.000]  他說耶穌說了自己說
[00:03:01.000 --> 00:03:03.000]  就同門徒出去到了及鄰溪
[00:03:03.000 --> 00:03:05.000]  在那裡有一個原子
[00:03:05.000 --> 00:03:07.000]  他和門徒進去了
[00:03:07.000 --> 00:03:10.000]  說耶穌的猶大也知道那地方
[00:03:10.000 --> 00:03:13.000]  因為耶穌和門徒屢次想那裡去聚集
[00:03:13.000 --> 00:03:17.000]  猶大領了一隊兵和祭司長
[00:03:17.000 --> 00:03:21.000]  並發利菜人的差役拿著燈籠火把兵器
[00:03:21.000 --> 00:03:22.000]  就來到縣裡
[00:03:22.000 --> 00:03:26.000]  耶穌知道將要臨到自己的一切事
[00:03:26.000 --> 00:03:27.000]  就出來對他們說
[00:03:27.000 --> 00:03:30.000]  你們找誰 他們回答說
[00:03:30.000 --> 00:03:32.000]  找那實行人耶穌 耶穌說
[00:03:32.000 --> 00:03:34.000]  我就是 問他的猶大
[00:03:34.000 --> 00:03:37.000]  也同他們站在那裡
[00:03:37.000 --> 00:03:39.000]  耶穌一說 我就是
[00:03:39.000 --> 00:03:44.000]  他們就退後倒在地上
[00:03:44.000 --> 00:03:45.000]  他又問他們說
[00:03:45.000 --> 00:03:47.000]  你們找誰 他們回答說
[00:03:47.000 --> 00:03:49.000]  拿實行人耶穌
[00:03:49.000 --> 00:03:55.000]  這裏你看到都是一個非常特別的情景
[00:03:55.000 --> 00:04:01.000]  通常如果你想像一些兵丁
[00:04:01.000 --> 00:04:07.000]  一些警察去捉那些人
[00:04:07.000 --> 00:04:11.000]  通常誰是主動 誰是被動
[00:04:11.000 --> 00:04:14.000]  應該是很明顯的
[00:04:14.000 --> 00:04:18.000]  一定是那些兵或者警察是主動的
[00:04:18.000 --> 00:04:22.000]  一定是被捉的人是被動的
[00:04:22.000 --> 00:04:24.000]  沒有可能反過來的
[00:04:24.000 --> 00:04:27.000]  因為如果反過來的情況
[00:04:27.000 --> 00:04:30.000]  誰被捉 誰被捉
[00:04:30.000 --> 00:04:33.000]  根本不會是這樣的
[00:04:33.000 --> 00:04:36.000]  但是你看到這一段的時候
[00:04:36.000 --> 00:04:42.000]  就發覺現在搞到好像將角色調換了
[00:04:42.000 --> 00:04:44.000]  那個被捉的人
[00:04:44.000 --> 00:04:46.000]  當然是主人耶穌 是不是
[00:04:46.000 --> 00:04:48.000]  但是你看到在這個對話當中
[00:04:48.000 --> 00:04:52.000]  他是完全站在主動的位置
[00:04:52.000 --> 00:04:55.000]  他是自己走出來
[00:04:55.000 --> 00:04:58.000]  問你們要找誰
[00:04:58.000 --> 00:05:00.000]  你看那些警匪片
[00:05:00.000 --> 00:05:03.000]  那些警察上門敲門的時候
[00:05:03.000 --> 00:05:08.000]  那些警察還沒敲門的時候
[00:05:08.000 --> 00:05:10.000]  就開門給你
[00:05:10.000 --> 00:05:13.000]  問你們要找誰 是這樣的 不會的
[00:05:13.000 --> 00:05:17.000]  而且這個主人耶穌說你們要找誰呢
[00:05:17.000 --> 00:05:20.000]  他們問了兩次
[00:05:20.000 --> 00:05:22.000]  他說你們要找誰
[00:05:22.000 --> 00:05:25.000]  接著他就說要找拿撒冷人耶穌
[00:05:25.000 --> 00:05:27.000]  耶穌就說我就是
[00:05:27.000 --> 00:05:33.000]  接著耶穌一說了我就是
[00:05:33.000 --> 00:05:36.000]  他們反而就退後
[00:05:36.000 --> 00:05:38.000]  不知道是不是退後呢
[00:05:38.000 --> 00:05:41.000]  前面那個踩到後面那個腳
[00:05:41.000 --> 00:05:43.000]  接著一群人都跌在那裡
[00:05:43.000 --> 00:05:46.000]  接著耶穌還要再問一次
[00:05:46.000 --> 00:05:48.000]  你們要找誰
[00:05:48.000 --> 00:05:53.000]  他們就說要找拿撒冷人耶穌
[00:05:53.000 --> 00:05:56.000]  這個完全是顛覆了
[00:05:56.000 --> 00:05:59.000]  那個被人捉拿的情景
[00:05:59.000 --> 00:06:02.000]  你想想一開始的時候
[00:06:02.000 --> 00:06:05.000]  他們為什麼要給錢去收買郵帶呢
[00:06:05.000 --> 00:06:07.000]  就因為有兩個原因
[00:06:07.000 --> 00:06:11.000]  第一個原因就是要知道耶穌在哪裡出沒
[00:06:11.000 --> 00:06:13.000]  就是耶穌在
[00:06:13.000 --> 00:06:16.000]  譬如說他平時住在哪裡
[00:06:16.000 --> 00:06:17.000]  或者他有什麼親信
[00:06:17.000 --> 00:06:19.000]  通常在哪裡過夜
[00:06:19.000 --> 00:06:21.000]  就去找郵帶
[00:06:21.000 --> 00:06:24.000]  第二個原因就是抓那些士兵
[00:06:24.000 --> 00:06:26.000]  你知道以前的人
[00:06:26.000 --> 00:06:30.000]  就是個個都是一把鬍鬚
[00:06:30.000 --> 00:06:34.000]  如果你把類似Hoodie那些頭巾撈起來
[00:06:34.000 --> 00:06:37.000]  黑黑的很難認人
[00:06:37.000 --> 00:06:39.000]  就要找一個熟人去認
[00:06:39.000 --> 00:06:41.000]  所以很明顯說到郵帶
[00:06:41.000 --> 00:06:44.000]  其實就已經說明暗號了
[00:06:44.000 --> 00:06:46.000]  你們不認得誰是耶穌不要緊
[00:06:46.000 --> 00:06:47.000]  我認得
[00:06:47.000 --> 00:06:49.000]  所以我就去
[00:06:49.000 --> 00:06:53.000]  在那裡親他那個就是耶穌了
[00:06:53.000 --> 00:06:55.000]  第二個原因就是因為
[00:06:55.000 --> 00:06:58.000]  這是一個認人的過程
[00:06:58.000 --> 00:07:01.000]  如果當時沒有人認耶穌
[00:07:01.000 --> 00:07:05.000]  他可能四散四方都不知道抓誰
[00:07:05.000 --> 00:07:07.000]  所以就找一個郵帶出來
[00:07:07.000 --> 00:07:10.000]  所以要抓耶穌的過程
[00:07:10.000 --> 00:07:12.000]  所以要找郵帶
[00:07:12.000 --> 00:07:14.000]  就是因為這兩個原因
[00:07:14.000 --> 00:07:17.000]  第一就是要知道他在哪裡出沒
[00:07:17.000 --> 00:07:21.000]  第二就是要找一個認得耶穌的人
[00:07:21.000 --> 00:07:25.000]  這兩個你就看到
[00:07:25.000 --> 00:07:28.000]  完全是沒有需要的
[00:07:28.000 --> 00:07:29.000]  為什麼呢
[00:07:29.000 --> 00:07:33.000]  因為他說耶穌去的地方
[00:07:33.000 --> 00:07:35.000]  賣耶穌的郵帶也知道那個地方
[00:07:35.000 --> 00:07:39.000]  因為耶穌和門徒屢次上那裡去聚集
[00:07:39.000 --> 00:07:41.000]  那個地方本身
[00:07:41.000 --> 00:07:45.000]  似乎也不是那麼秘密的了
[00:07:45.000 --> 00:07:47.000]  似乎也不是那麼秘密的了
[00:07:47.000 --> 00:07:49.000]  不需要有一個內鬼
[00:07:49.000 --> 00:07:54.000]  才知道有一個秘密的聚集地去找耶穌
[00:07:54.000 --> 00:07:57.000]  第二就是剛才說到
[00:07:57.000 --> 00:07:59.000]  耶穌也不用郵帶去親他
[00:07:59.000 --> 00:08:03.000]  就已經自己走出來問你是找誰
[00:08:03.000 --> 00:08:07.000]  然後就說我就是說了兩次
[00:08:07.000 --> 00:08:09.000]  就是你就看到
[00:08:09.000 --> 00:08:15.000]  從反客為主的捉拿過程
[00:08:15.000 --> 00:08:19.000]  你就看到主耶穌那種堅定
[00:08:19.000 --> 00:08:22.000]  神義子那種堅定
[00:08:22.000 --> 00:08:27.000]  好像面如堅石的走上十字架那裡
[00:08:27.000 --> 00:08:32.000]  這就是主耶穌所表現出來的
[00:08:32.000 --> 00:08:34.000]  很多時候
[00:08:34.000 --> 00:08:37.000]  特別有些可能不認識基督教信仰
[00:08:37.000 --> 00:08:42.000]  或者對於基督教可能有很多偏差
[00:08:42.000 --> 00:08:44.000]  或者誤會的人
[00:08:44.000 --> 00:08:48.000]  他們其中一個想法就是覺得
[00:08:48.000 --> 00:08:52.000]  耶穌哪裏是神的兒子
[00:08:52.000 --> 00:08:54.000]  耶穌被人捉拿上十字架
[00:08:54.000 --> 00:08:58.000]  也可能是形勢所迫
[00:08:58.000 --> 00:09:00.000]  耶穌是一個政治犯
[00:09:00.000 --> 00:09:03.000]  那個罪名是猶太人的王
[00:09:03.000 --> 00:09:07.000]  他在當時反對羅馬帝國
[00:09:07.000 --> 00:09:12.000]  就好像歷史的洪流推動推動
[00:09:12.000 --> 00:09:15.000]  後來迫不失意被人捉拿上十字架
[00:09:15.000 --> 00:09:16.000]  後來迫不失意被人捉拿上十字架
[00:09:16.000 --> 00:09:18.000]  有些人是這樣解釋的
[00:09:18.000 --> 00:09:22.000]  有些特別不是基督徒的歷史
[00:09:22.000 --> 00:09:25.000]  寫歷史的人有些是這樣寫的
[00:09:25.000 --> 00:09:28.000]  後來那些門徒就創立了基督教
[00:09:28.000 --> 00:09:29.000]  有些人是這樣寫的
[00:09:29.000 --> 00:09:33.000]  但是這個很明顯是錯的
[00:09:33.000 --> 00:09:36.000]  主耶穌上十字架這件事情
[00:09:36.000 --> 00:09:41.000]  從由頭到現在第十八章被人捉拿
[00:09:41.000 --> 00:09:47.000]  都是一個主動的事情
[00:09:47.000 --> 00:09:49.000]  是主耶穌好像自己
[00:09:49.000 --> 00:09:52.000]  就是那個火車頭拉著
[00:09:52.000 --> 00:09:54.000]  是怎樣發生的
[00:09:54.000 --> 00:09:56.000]  每一件事情
[00:09:56.000 --> 00:09:58.000]  特別是上十字架那裡
[00:09:58.000 --> 00:10:01.000]  全部都是主耶穌自己走在前頭
[00:10:01.000 --> 00:10:06.000]  好像自己拉著火車那樣
[00:10:06.000 --> 00:10:09.000]  所以主耶穌未到時間上十字架的時候
[00:10:09.000 --> 00:10:11.000]  還沒有到
[00:10:11.000 --> 00:10:13.000]  約翰福音說過多次
[00:10:13.000 --> 00:10:15.000]  說我的時候還沒有到
[00:10:15.000 --> 00:10:17.000]  但是約翰福音說的我的時候
[00:10:17.000 --> 00:10:19.000]  其實就是說上十字架的時候
[00:10:19.000 --> 00:10:21.000]  所以耶穌基督是有了
[00:10:21.000 --> 00:10:26.000]  祂自己的主導權是上十字架
[00:10:26.000 --> 00:10:27.000]  所以主耶穌自己也說
[00:10:27.000 --> 00:10:31.000]  沒有人把我的命拿去
[00:10:31.000 --> 00:10:33.000]  我有權柄來捨棄
[00:10:33.000 --> 00:10:38.000]  也有權柄來取回來
[00:10:38.000 --> 00:10:41.000]  十字架就是一件這樣的事情
[00:10:41.000 --> 00:10:44.000]  人看來是盡量要避免的
[00:10:44.000 --> 00:10:46.000]  怎麼會有人上十字架
[00:10:46.000 --> 00:10:48.000]  你要成就什麼工作
[00:10:48.000 --> 00:10:50.000]  什麼神的計劃
[00:10:50.000 --> 00:10:52.000]  當然是在生的時候成就的
[00:10:52.000 --> 00:10:54.000]  怎麼會等死呢
[00:10:54.000 --> 00:10:58.000]  但是耶穌所表現到的就是
[00:10:58.000 --> 00:11:01.000]  祂是非常堅定地
[00:11:01.000 --> 00:11:04.000]  要走上十字架的道路
[00:11:04.000 --> 00:11:08.000]  祂非常堅定地走上十字架的道路
[00:11:08.000 --> 00:11:13.000]  而祂走上十字架的道路當中
[00:11:13.000 --> 00:11:16.000]  到現在被人捉拿是最後一刻
[00:11:16.000 --> 00:11:19.000]  可以說是其中一個
[00:11:19.000 --> 00:11:23.000]  在人類歷史當中最黑暗的時刻
[00:11:23.000 --> 00:11:25.000]  約翰福音沒有記載
[00:11:25.000 --> 00:11:27.000]  但是其他的福音書記載到
[00:11:27.000 --> 00:11:30.000]  當時天也黑了
[00:11:30.000 --> 00:11:32.000]  太陽也無光
[00:11:32.000 --> 00:11:35.000]  所以你可以想像到
[00:11:35.000 --> 00:11:38.000]  其實這也是一個很象徵性
[00:11:38.000 --> 00:11:40.000]  很象徵性的
[00:11:40.000 --> 00:11:42.000]  說到這個世界
[00:11:42.000 --> 00:11:44.000]  現在好像被黑暗籠罩
[00:11:44.000 --> 00:11:47.000]  因為神的兒子也被釘在十字架
[00:11:47.000 --> 00:11:51.000]  但是在人類最黑暗的時刻當中
[00:11:51.000 --> 00:11:54.000]  我們所看到主耶穌表現出來的
[00:11:54.000 --> 00:11:57.000]  祂仍然都是愛
[00:11:57.000 --> 00:12:00.000]  耶穌說我已經告訴你們
[00:12:00.000 --> 00:12:04.000]  你們若找我就讓這些人去吧
[00:12:04.000 --> 00:12:07.000]  就是要應驗耶穌從前的話說
[00:12:07.000 --> 00:12:09.000]  你所刺激我的人
[00:12:09.000 --> 00:12:11.000]  我沒有失落一過
[00:12:11.000 --> 00:12:15.000]  主耶穌祂在黑暗的時間
[00:12:15.000 --> 00:12:19.000]  祂仍然顧念著祂的門徒
[00:12:19.000 --> 00:12:21.000]  仍然要表現出來的就是
[00:12:21.000 --> 00:12:24.000]  好像被剪壓之下
[00:12:24.000 --> 00:12:27.000]  仍然表現出祂的愛心
[00:12:27.000 --> 00:12:32.000]  祂仍然關心祂的門徒
[00:12:32.000 --> 00:12:35.000]  因為在那一段時間
[00:12:35.000 --> 00:12:37.000]  事實上我們也知道
[00:12:37.000 --> 00:12:39.000]  門徒是非常脆弱的
[00:12:39.000 --> 00:12:42.000]  門徒雖然跟了耶穌幾年
[00:12:42.000 --> 00:12:44.000]  但是在這一刻
