
[00:00:00.000 --> 00:00:05.440]  耶穌十字架裡面第六個十格七言
[00:00:05.440 --> 00:00:07.440]  成了,然後耶穌就說
[00:00:07.440 --> 00:00:09.440]  父啊,我將靈魂交託給你
[00:00:09.440 --> 00:00:11.440]  就斷氣過身
[00:00:11.440 --> 00:00:13.440]  聖經裡面說這個成了
[00:00:13.440 --> 00:00:17.440]  其實要經歷過多少艱難才講到成了
[00:00:17.440 --> 00:00:19.440]  其實耶穌經歷成了
[00:00:19.440 --> 00:00:21.440]  前面經歷過耶穌說
[00:00:21.440 --> 00:00:23.440]  我的神,我的神
[00:00:23.440 --> 00:00:25.440]  你為什麼離棄我
[00:00:25.440 --> 00:00:27.440]  有一段路好像走不下去
[00:00:27.440 --> 00:00:29.440]  身體裡面的痛苦
[00:00:29.440 --> 00:00:31.440]  十字架因為很乾
[00:00:31.440 --> 00:00:33.440]  整個人好像發燒一樣
[00:00:33.440 --> 00:00:35.440]  很乾,整個身體很乾燥
[00:00:35.440 --> 00:00:37.440]  很暴躁,很乾燥的時候
[00:00:37.440 --> 00:00:39.440]  很虛脫的時候
[00:00:39.440 --> 00:00:41.440]  耶穌說,學了
[00:00:41.440 --> 00:00:43.440]  有時人生裡面經過
[00:00:43.440 --> 00:00:45.440]  我的神,我的神
[00:00:45.440 --> 00:00:47.440]  你為什麼離棄我
[00:00:47.440 --> 00:00:49.440]  那種與神隔絕,灰心
[00:00:49.440 --> 00:00:51.440]  迷失的階段
[00:00:51.440 --> 00:00:53.440]  或者經歷身體裡面都受不住
[00:00:53.440 --> 00:00:55.440]  一份我學了
[00:00:55.440 --> 00:00:57.440]  才能夠去到成了的階段
[00:00:57.440 --> 00:00:59.440]  請記著這幾幕
[00:00:59.440 --> 00:01:01.440]  是很連接去發生
[00:01:01.440 --> 00:01:03.440]  在馬太龍說
[00:01:03.440 --> 00:01:05.440]  約在新初,新初就是下午三點
[00:01:05.440 --> 00:01:07.440]  耶穌大概在下午三點去世
[00:01:07.440 --> 00:01:09.440]  耶穌就大聲喊著
[00:01:09.440 --> 00:01:11.440]  伊利,伊利
[00:01:11.440 --> 00:01:13.440]  拉瑪,撒巴,葛達利
[00:01:13.440 --> 00:01:15.440]  意思是我的神,我的神
[00:01:15.440 --> 00:01:17.440]  為什麼離棄我
[00:01:17.440 --> 00:01:19.440]  接著沒多久,馬太龍叔說
[00:01:19.440 --> 00:01:21.440]  就是耶穌的常了這個躁
[00:01:21.440 --> 00:01:23.440]  所以這段經文在一個很短的時候
[00:01:23.440 --> 00:01:25.440]  耶穌經歷很多的艱難
[00:01:25.440 --> 00:01:27.440]  然後才講到成了
[00:01:27.440 --> 00:01:29.440]  成了之前,耶穌多了一件事
[00:01:29.440 --> 00:01:31.440]  在第28節,經文說
[00:01:31.440 --> 00:01:33.440]  這時候耶穌知道
[00:01:33.440 --> 00:01:35.440]  各樣的事已經成了
[00:01:35.440 --> 00:01:37.440]  為使經上的話
[00:01:37.440 --> 00:01:39.440]  應驗就說我學了
[00:01:39.440 --> 00:01:41.440]  一般認為,其中應驗了
[00:01:41.440 --> 00:01:43.440]  這篇內九篇說
[00:01:43.440 --> 00:01:45.440]  他們拿苦膽給我當食物
[00:01:45.440 --> 00:01:47.440]  我學了,他們拿醋
[00:01:47.440 --> 00:01:49.440]  給我喝
[00:01:49.440 --> 00:01:51.440]  即是耶穌在生平裡面,無論是主動
[00:01:51.440 --> 00:01:53.440]  或者被動,應驗了
[00:01:53.440 --> 00:01:55.440]  很多聖經很奇妙的事情
[00:01:55.440 --> 00:01:57.440]  出生於伯利恆
[00:01:57.440 --> 00:01:59.440]  即是鷹孩
[00:01:59.440 --> 00:02:01.440]  在加利地地方
[00:02:01.440 --> 00:02:03.440]  出生,附近長大
[00:02:03.440 --> 00:02:05.440]  接著光照起
[00:02:05.440 --> 00:02:07.440]  加利地等情況
[00:02:07.440 --> 00:02:09.440]  即是耶穌生平裡面,有很多去主動
[00:02:09.440 --> 00:02:11.440]  應驗神的話語的時候
[00:02:11.440 --> 00:02:13.440]  然後有些被動
[00:02:13.440 --> 00:02:15.440]  去應驗神話語的時候
[00:02:15.440 --> 00:02:17.440]  在我們的生平裡面,有多少是我們
[00:02:17.440 --> 00:02:19.440]  主動或者被動去
[00:02:19.440 --> 00:02:21.440]  榮耀神
[00:02:21.440 --> 00:02:23.440]  和回應神呼召的時候
[00:02:23.440 --> 00:02:25.440]  在這些艱難裡面
[00:02:25.440 --> 00:02:27.440]  其中這個學了
[00:02:27.440 --> 00:02:29.440]  去到成了的時候
[00:02:29.440 --> 00:02:31.440]  耶穌經歷了一個很大的,真的痛苦
[00:02:31.440 --> 00:02:33.440]  請講到這個特別
[00:02:33.440 --> 00:02:35.440]  講到耶穌的痛苦提醒我們
[00:02:35.440 --> 00:02:37.440]  一個神學觀念,就是耶穌是完全的神
[00:02:37.440 --> 00:02:39.440]  但也是一個完全的人
[00:02:39.440 --> 00:02:41.440]  即是十字架裡面
[00:02:41.440 --> 00:02:43.440]  一個身心耗盡的時候
[00:02:43.440 --> 00:02:45.440]  十字架裡面,耶穌為什麼
[00:02:45.440 --> 00:02:47.440]  比其他的罪犯
[00:02:47.440 --> 00:02:49.440]  兩個釘的囚犯
[00:02:49.440 --> 00:02:51.440]  為什麼會死呢?
[00:02:51.440 --> 00:02:53.440]  因為耶穌經歷了漫長的鞭打
[00:02:53.440 --> 00:02:55.440]  然後羞辱
[00:02:55.440 --> 00:02:57.440]  然後十架痛苦
[00:02:57.440 --> 00:02:59.440]  所以他經歷裡面
[00:02:59.440 --> 00:03:01.440]  可能是身體虛血的一種
[00:03:01.440 --> 00:03:03.440]  熱量、焚燒
[00:03:03.440 --> 00:03:05.440]  虛脫、失血
[00:03:05.440 --> 00:03:07.440]  嚴重的缺水分
[00:03:07.440 --> 00:03:09.440]  有些留意耶穌生平的末段的時候
[00:03:09.440 --> 00:03:11.440]  說耶穌可能
[00:03:11.440 --> 00:03:13.440]  最後那口喝水
[00:03:13.440 --> 00:03:15.440]  或者液體
[00:03:15.440 --> 00:03:17.440]  就是最後晚餐那杯
[00:03:17.440 --> 00:03:19.440]  之後出去就被捉拿
[00:03:19.440 --> 00:03:21.440]  一直都是這樣打
[00:03:21.440 --> 00:03:23.440]  然後很累,一直被折磨
[00:03:23.440 --> 00:03:25.440]  折磨,折磨,折磨
[00:03:25.440 --> 00:03:27.440]  然後去到釘十字架
[00:03:27.440 --> 00:03:29.440]  最後耶穌說我學了
[00:03:29.440 --> 00:03:31.440]  就是這種很艱難、很濃縮的階段
[00:03:31.440 --> 00:03:33.440]  不單是身心
[00:03:33.440 --> 00:03:35.440]  心靈最痛
[00:03:35.440 --> 00:03:37.440]  身心也是一個最痛
[00:03:37.440 --> 00:03:39.440]  最乏力的時候
[00:03:39.440 --> 00:03:41.440]  我不知道大家有沒有這些生命
[00:03:41.440 --> 00:03:43.440]  有些最乏力的時候
[00:03:43.440 --> 00:03:45.440]  不知道有些時候你很渴望
[00:03:45.440 --> 00:03:47.440]  什麼時候完成你的成了
[00:03:47.440 --> 00:03:49.440]  就是
[00:03:49.440 --> 00:03:51.440]  我記得我自己那時候
[00:03:51.440 --> 00:03:53.440]  1997年去讀博士
[00:03:53.440 --> 00:03:55.440]  想著有幾年就做完了
[00:03:55.440 --> 00:03:57.440]  誰知道來了城鎮都沒做完
[00:03:57.440 --> 00:03:59.440]  大家聽我見證
[00:03:59.440 --> 00:04:01.440]  在城鎮有一天想
[00:04:01.440 --> 00:04:03.440]  差一點不如試一試
[00:04:03.440 --> 00:04:05.440]  請了一個月的大假
[00:04:05.440 --> 00:04:07.440]  過了美國
[00:04:07.440 --> 00:04:09.440]  逗逗下那個老師就懂得做了
[00:04:09.440 --> 00:04:11.440]  因為阻礙我太久
[00:04:11.440 --> 00:04:13.440]  這次改卷就幫我改答案
[00:04:13.440 --> 00:04:15.440]  這個老師很挑剔
[00:04:15.440 --> 00:04:17.440]  這次他想改
[00:04:17.440 --> 00:04:19.440]  就在下面寫了答案給我
[00:04:19.440 --> 00:04:21.440]  你加這句下去
[00:04:21.440 --> 00:04:23.440]  我就將他加的那句放在那些位置
[00:04:23.440 --> 00:04:25.440]  他就不罵我了
[00:04:25.440 --> 00:04:27.440]  他很挑剔要這樣表達
[00:04:27.440 --> 00:04:29.440]  這樣的方式才合他心意
[00:04:29.440 --> 00:04:31.440]  拖拖拉拉竟然有成了
[00:04:31.440 --> 00:04:33.440]  沒想過成了
[00:04:33.440 --> 00:04:35.440]  我們請了一個
[00:04:35.440 --> 00:04:37.440]  我們同工
[00:04:37.440 --> 00:04:39.440]  見到老師來就講到
[00:04:39.440 --> 00:04:41.440]  張雲開
[00:04:41.440 --> 00:04:43.440]  我那個時候是這麼問的
[00:04:43.440 --> 00:04:45.440]  到現在他問都沒問完
[00:04:45.440 --> 00:04:47.440]  我問完了
[00:04:47.440 --> 00:04:49.440]  有時想他幾時成了呢
[00:04:49.440 --> 00:04:51.440]  有時人生裏面
[00:04:51.440 --> 00:04:53.440]  這些相對都很煎熬
[00:04:53.440 --> 00:04:55.440]  很多年的工作成了
[00:04:55.440 --> 00:04:57.440]  我最近都聽到
[00:04:57.440 --> 00:04:59.440]  聽到他們畢業就很開心
[00:04:59.440 --> 00:05:01.440]  有些人不是工作成了
[00:05:01.440 --> 00:05:03.440]  有些人好像我做父母
[00:05:03.440 --> 00:05:05.440]  開始擔心子女問題
[00:05:05.440 --> 00:05:07.440]  子女問題
[00:05:07.440 --> 00:05:09.440]  每日都有一日新的題目
[00:05:09.440 --> 00:05:11.440]  幾時成了呢
[00:05:11.440 --> 00:05:13.440]  有時碰到舊同工
[00:05:13.440 --> 00:05:15.440]  有些同工的小孩比較大
[00:05:15.440 --> 00:05:17.440]  子女結婚
[00:05:17.440 --> 00:05:19.440]  你好呀你結婚去上岸
[00:05:19.440 --> 00:05:21.440]  你放得低成人成家
[00:05:21.440 --> 00:05:23.440]  幾時
[00:05:23.440 --> 00:05:25.440]  中國法骨龍
[00:05:25.440 --> 00:05:27.440]  幾時都養大這幾個法骨龍呢
[00:05:27.440 --> 00:05:29.440]  又要賺錢給他
[00:05:29.440 --> 00:05:31.440]  又要跟他教
[00:05:31.440 --> 00:05:33.440]  故事
[00:05:33.440 --> 00:05:35.440]  成了幾時才成了
[00:05:35.440 --> 00:05:37.440]  有些可能懷孕的姊妹
[00:05:37.440 --> 00:05:39.440]  生出來就是成了
[00:05:39.440 --> 00:05:41.440]  這個階段
[00:05:41.440 --> 00:05:43.440]  有些人可能是經歷一些生命的困難
[00:05:43.440 --> 00:05:45.440]  有些是病患
[00:05:45.440 --> 00:05:47.440]  癌症的化療
[00:05:47.440 --> 00:05:49.440]  有些可能是家庭的問題
[00:05:49.440 --> 00:05:51.440]  有些是自小家裏有很多故事
[00:05:51.440 --> 00:05:53.440]  有些是婚姻的問題
[00:05:53.440 --> 00:05:55.440]  昨日就參加一個機構
[00:05:55.440 --> 00:05:57.440]  他們有個聖誕的聚會
[00:05:57.440 --> 00:05:59.440]  有些報道訊息
[00:05:59.440 --> 00:06:01.440]  以前有講到
[00:06:01.440 --> 00:06:03.440]  講到之前有兩個家庭
[00:06:03.440 --> 00:06:05.440]  講見證
[00:06:05.440 --> 00:06:07.440]  一個是講家庭問題
[00:06:07.440 --> 00:06:09.440]  一個就講到
[00:06:09.440 --> 00:06:11.440]  丈夫竟然後來
[00:06:11.440 --> 00:06:13.440]  年輕時很正直
[00:06:13.440 --> 00:06:15.440]  誰知後來
[00:06:15.440 --> 00:06:17.440]  竟然有一日太太發現
[00:06:17.440 --> 00:06:19.440]  丈夫放假去了長洲
[00:06:19.440 --> 00:06:21.440]  為何傭人又去了長洲
[00:06:21.440 --> 00:06:25.440]  後來發現丈夫和傭人
[00:06:25.440 --> 00:06:27.440]  有複雜的關係
[00:06:27.440 --> 00:06:29.440]  後來婚姻裏面有很長的
[00:06:29.440 --> 00:06:31.440]  黑暗的期
[00:06:31.440 --> 00:06:33.440]  後來夫妻打交
[00:06:33.440 --> 00:06:35.440]  然後又報警
[00:06:35.440 --> 00:06:37.440]  很多很多故事
[00:06:37.440 --> 00:06:39.440]  直到後來有人幫他
[00:06:39.440 --> 00:06:41.440]  回到教會
[00:06:41.440 --> 00:06:43.440]  才解決這個問題
[00:06:43.440 --> 00:06:45.440]  我想這漫長的張力裏面
[00:06:45.440 --> 00:06:47.440]  可能無論太太
[00:06:47.440 --> 00:06:49.440]  或者丈夫
[00:06:49.440 --> 00:06:51.440]  何時可以過這一關
[00:06:51.440 --> 00:06:53.440]  很艱難的一關
[00:06:53.440 --> 00:06:55.440]  但聖經裏面又講到
[00:06:55.440 --> 00:06:57.440]  有神恩典的人
[00:06:57.440 --> 00:06:59.440]  不要放棄的人
[00:06:59.440 --> 00:07:01.440]  他會經歷神的成療
[00:07:01.440 --> 00:07:03.440]  很多人講自己的婚姻問題
[00:07:03.440 --> 00:07:05.440]  都很大勇氣
[00:07:05.440 --> 00:07:07.440]  最特別就是
[00:07:07.440 --> 00:07:09.440]  丈夫這樣講
[00:07:09.440 --> 00:07:11.440]  現在見到太太
[00:07:11.440 --> 00:07:13.440]  好像初戀的太太
[00:07:13.440 --> 00:07:15.440]  其實已經結婚幾十年
[00:07:15.440 --> 00:07:17.440]  所以有很多難關
