
[00:00:00.000 --> 00:00:04.000]  (主席)有請再次同心祈禱
[00:00:04.000 --> 00:00:11.500]  願僕人口中的言語
[00:00:11.500 --> 00:00:14.000]  領姊妹的心思意念
[00:00:14.000 --> 00:00:16.000]  蒙聖靈的啟迪
[00:00:16.000 --> 00:00:17.500]  蒙諸月立
[00:00:17.500 --> 00:00:20.000]  禱告直主耶穌基督的聖名而求
[00:00:20.000 --> 00:00:22.000]  阿門
[00:00:26.000 --> 00:00:33.000]  最近不少人在茶餘飯後都說到一件事
[00:00:33.000 --> 00:00:36.000]  這陣子耶穌很忙
[00:00:36.000 --> 00:00:39.000]  為什麼他們會這樣說呢?
[00:00:39.000 --> 00:00:42.000]  因為近來有不少新聞報道
[00:00:42.000 --> 00:00:45.000]  都是和基督教信仰有關
[00:00:45.000 --> 00:00:50.000]  其中一宗是一位女士
[00:00:50.000 --> 00:00:53.000]  她在法庭上拍照
[00:00:53.000 --> 00:00:57.000]  當然是被法國拘捕
[00:00:57.000 --> 00:01:01.000]  她被控涉嫌藐視法庭
[00:01:01.000 --> 00:01:04.000]  因為在法庭除了不准飲食之外
[00:01:04.000 --> 00:01:07.000]  還不准拍照
[00:01:07.000 --> 00:01:10.000]  在報道中提到
[00:01:10.000 --> 00:01:13.000]  她在作供之前
[00:01:13.000 --> 00:01:18.000]  選擇用基督教的方式進行宣誓
[00:01:18.000 --> 00:01:22.000]  她在法庭作供時說
[00:01:22.000 --> 00:01:26.000]  她曾經和耶穌談過
[00:01:26.000 --> 00:01:31.000]  耶穌說她的情況不算拍照
[00:01:31.000 --> 00:01:35.000]  她還說和耶穌談過很多次
[00:01:35.000 --> 00:01:38.000]  耶穌說她在法庭上拍照的事
[00:01:38.000 --> 00:01:40.000]  其實沒有什麼大不了
[00:01:40.000 --> 00:01:43.000]  耶穌認為她是無辜的
[00:01:43.000 --> 00:01:48.000]  更加說到耶穌說她並非真的有拍照
[00:01:48.000 --> 00:01:54.000]  結果在她的手機裡找到照片
[00:01:54.000 --> 00:01:58.000]  究竟耶穌是否真的有和她談過呢?
[00:01:58.000 --> 00:02:00.000]  或者我們要問
[00:02:00.000 --> 00:02:04.000]  究竟為什麼她會知道她是和耶穌聊天
[00:02:04.000 --> 00:02:06.000]  而不是和其他人呢?
[00:02:06.000 --> 00:02:09.000]  這肯定是懸案
[00:02:09.000 --> 00:02:12.000]  相信連法官都沒有辦法去決定
[00:02:12.000 --> 00:02:15.000]  究竟她是否真的有和耶穌聊天
[00:02:15.000 --> 00:02:19.000]  或者內容是否真的如她所說
[00:02:19.000 --> 00:02:22.000]  另外有一宗新聞
[00:02:22.000 --> 00:02:25.000]  有一位美國的傳道人
[00:02:25.000 --> 00:02:28.000]  他也是相當出名的
[00:02:28.000 --> 00:02:31.000]  也去過不同的地方傳道
[00:02:31.000 --> 00:02:34.000]  近日他要求他的支持者
[00:02:34.000 --> 00:02:37.000]  捐錢給他的傳道機構
[00:02:37.000 --> 00:02:39.000]  去做些什麼事呢?
[00:02:39.000 --> 00:02:41.000]  原來是要去購買一輛
[00:02:41.000 --> 00:02:44.000]  總值五千四百萬美金
[00:02:44.000 --> 00:02:49.000]  折合四億二千萬港元的私人飛機
[00:02:49.000 --> 00:02:52.000]  為什麼他要買這個私人飛機呢?
[00:02:52.000 --> 00:02:55.000]  他說這是耶穌的意思
[00:02:55.000 --> 00:02:59.000]  讓他可以更加容易去接觸到人
[00:02:59.000 --> 00:03:03.000]  他說這是主告訴我的最偉大的說話之一
[00:03:03.000 --> 00:03:04.000]  他問我
[00:03:04.000 --> 00:03:07.000]  你想不想去我所在的地方呢?
[00:03:07.000 --> 00:03:11.000]  所以傳道人在他的網站裡提到
[00:03:11.000 --> 00:03:15.000]  是耶穌叫他去籌募資金
[00:03:15.000 --> 00:03:17.000]  去買私人飛機
[00:03:17.000 --> 00:03:20.000]  讓他可以更加接近主
[00:03:20.000 --> 00:03:22.000]  原來這位傳道人
[00:03:22.000 --> 00:03:26.000]  本身已經擁有三架私人飛機
[00:03:26.000 --> 00:03:30.000]  原來做傳道人這麼厲害
[00:03:30.000 --> 00:03:34.000]  他為什麼不搭民航
[00:03:34.000 --> 00:03:36.000]  像其他人一樣搭飛機呢?
[00:03:36.000 --> 00:03:39.000]  原來因為其他的民航
[00:03:39.000 --> 00:03:42.000]  有太多未信的人
[00:03:42.000 --> 00:03:44.000]  有很多非基督徒
[00:03:44.000 --> 00:03:48.000]  他們的出現會影響了他的傳道工作
[00:03:48.000 --> 00:03:51.000]  影響了他和他的團隊來禱告
[00:03:51.000 --> 00:03:55.000]  所以私人飛機就沒有這個問題了
[00:03:55.000 --> 00:03:59.000]  當然大家聽完我提到這兩宗的新聞
[00:03:59.000 --> 00:04:02.000]  可能都會覺得是令人啼笑皆非
[00:04:02.000 --> 00:04:04.000]  甚至乎覺得荒謬
[00:04:04.000 --> 00:04:08.000]  不過仍然有人這樣來相信
[00:04:08.000 --> 00:04:11.000]  至少有人這樣宣稱
[00:04:11.000 --> 00:04:15.000]  他們真的聽到耶穌叫他們做這件事
[00:04:15.000 --> 00:04:17.000]  做那件事
[00:04:17.000 --> 00:04:19.000]  上帝叫我們去做一些事
[00:04:19.000 --> 00:04:22.000]  耶穌叫我們去做一些事
[00:04:22.000 --> 00:04:24.000]  其實不是新鮮的事
[00:04:24.000 --> 00:04:26.000]  我們看看在聖經裡
[00:04:26.000 --> 00:04:28.000]  或者在歷史當中
[00:04:28.000 --> 00:04:30.000]  的確有很多人
[00:04:30.000 --> 00:04:34.000]  因為回應了神的呼喚來行事
[00:04:34.000 --> 00:04:38.000]  並且令到個人、社群
[00:04:38.000 --> 00:04:42.000]  甚至乎是世界發生了很大很大的改變
[00:04:42.000 --> 00:04:45.000]  當然剛才提到的一些例子
[00:04:45.000 --> 00:04:48.000]  似乎都是比較負面
[00:04:48.000 --> 00:04:50.000]  或者大家覺得很奇怪
[00:04:50.000 --> 00:04:54.000]  但是有更多更多正面的例子
[00:04:54.000 --> 00:04:56.000]  其實讓我們去知道
[00:04:56.000 --> 00:05:00.000]  當我們真的來到去回應神的呼召的時候
[00:05:00.000 --> 00:05:02.000]  去服侍祂
[00:05:02.000 --> 00:05:05.000]  這個是非常正確的
[00:05:05.000 --> 00:05:07.000]  就好像我當日
[00:05:07.000 --> 00:05:09.000]  我都很相信
[00:05:09.000 --> 00:05:10.000]  是神叫我
[00:05:10.000 --> 00:05:12.000]  我才會去讀神學
[00:05:12.000 --> 00:05:14.000]  才會來到去服侍祂
[00:05:14.000 --> 00:05:16.000]  不是因為我自己有空沒事做
[00:05:16.000 --> 00:05:18.000]  就跑去讀神學
[00:05:18.000 --> 00:05:20.000]  或者在座當中
[00:05:20.000 --> 00:05:22.000]  我們的弟兄姊妹
[00:05:22.000 --> 00:05:25.000]  你在教會裡面參與不同的服事
[00:05:25.000 --> 00:05:27.000]  或者你對某一項事情
[00:05:27.000 --> 00:05:28.000]  某一個崗位
[00:05:28.000 --> 00:05:30.000]  那種著重投入
[00:05:30.000 --> 00:05:32.000]  有著信仰的心去做
[00:05:32.000 --> 00:05:34.000]  我相信你都是很確定的
[00:05:34.000 --> 00:05:36.000]  知道或相信
[00:05:36.000 --> 00:05:38.000]  是神叫你這樣去做
[00:05:38.000 --> 00:05:42.000]  這個是回應神對你的呼召
[00:05:42.000 --> 00:05:44.000]  今天我就和大家
[00:05:44.000 --> 00:05:46.000]  去一起看一個
[00:05:46.000 --> 00:05:48.000]  可能都是我們熟悉的
[00:05:48.000 --> 00:05:50.000]  聖經的記載
[00:05:50.000 --> 00:05:55.000]  就是撒姆爾被上主來去呼喚
[00:05:55.000 --> 00:05:57.000]  呼喚他去做
[00:05:57.000 --> 00:05:59.000]  上主要去做的事情
[00:05:59.000 --> 00:06:01.000]  我們去看看
[00:06:01.000 --> 00:06:04.000]  怎樣去聆聽上主的召喚
[00:06:04.000 --> 00:06:07.000]  和怎樣去做這個回應
[00:06:07.000 --> 00:06:11.000]  我們從經文裡面看見
[00:06:11.000 --> 00:06:13.000]  當時的祭司
[00:06:13.000 --> 00:06:15.000]  是以尼
[00:06:15.000 --> 00:06:17.000]  他年紀是相當的大
[00:06:17.000 --> 00:06:20.000]  而撒姆爾按照著
[00:06:20.000 --> 00:06:22.000]  他媽媽向耶和華上帝
[00:06:22.000 --> 00:06:25.000]  所祈求的願望
[00:06:25.000 --> 00:06:28.000]  就是希望能夠得到一個孩子
[00:06:28.000 --> 00:06:31.000]  結果撒姆爾的媽媽
[00:06:31.000 --> 00:06:34.000]  真的生下了撒姆爾
[00:06:34.000 --> 00:06:37.000]  而幫他取了撒姆爾這個名字
[00:06:37.000 --> 00:06:39.000]  我們從聖經當中知道
[00:06:39.000 --> 00:06:41.000]  撒姆爾這個名字的意思
[00:06:41.000 --> 00:06:44.000]  就是從耶和華那裡求回來的
[00:06:44.000 --> 00:06:47.000]  這個就是撒姆爾
[00:06:47.000 --> 00:06:50.000]  年幼的撒姆爾就在
[00:06:50.000 --> 00:06:52.000]  以尼祭司的身旁
[00:06:52.000 --> 00:06:54.000]  去做各種的服事
[00:06:54.000 --> 00:06:56.000]  去服侍神
[00:06:58.000 --> 00:07:01.000]  以尼雖然他年紀很大
[00:07:01.000 --> 00:07:03.000]  但他是祭司
[00:07:03.000 --> 00:07:04.000]  很肯定
[00:07:04.000 --> 00:07:06.000]  他曾經聆聽過
[00:07:06.000 --> 00:07:07.000]  不單止一次
[00:07:07.000 --> 00:07:10.000]  是上主對他的呼喚
[00:07:10.000 --> 00:07:11.000]  告訴他
[00:07:11.000 --> 00:07:14.000]  他應該要去做些什麼
[00:07:14.000 --> 00:07:16.000]  但很可惜
[00:07:16.000 --> 00:07:18.000]  以尼雖然作為一位祭司
[00:07:18.000 --> 00:07:22.000]  他沒有辦法好好教導他自己的兒子
[00:07:22.000 --> 00:07:24.000]  他有兩個兒子
[00:07:24.000 --> 00:07:25.000]  大家如果有聖經
[00:07:25.000 --> 00:07:29.000]  你回到撒姆爾記上第二章就看到了
[00:07:29.000 --> 00:07:31.000]  他這兩個兒子
[00:07:31.000 --> 00:07:32.000]  可以這麼說
[00:07:32.000 --> 00:07:34.000]  是最大惡的
[00:07:34.000 --> 00:07:36.000]  雖然他爸爸是祭司
[00:07:36.000 --> 00:07:39.000]  但他們兩個的所作所為
[00:07:39.000 --> 00:07:41.000]  是令人吃驚的
[00:07:41.000 --> 00:07:44.000]  連一般的人可能都不會做的
[00:07:44.000 --> 00:07:45.000]  他們做了些什麼呢?
[00:07:45.000 --> 00:07:47.000]  在撒姆爾記上的第二章
[00:07:47.000 --> 00:07:49.000]  十二到三十六節
[00:07:49.000 --> 00:07:51.000]  很清楚地說出
[00:07:51.000 --> 00:07:53.000]  人們要來獻祭的時候
[00:07:53.000 --> 00:07:55.000]  被他們攔住
[00:07:55.000 --> 00:07:59.000]  他們拿走了那些百姓
[00:07:59.000 --> 00:08:01.000]  預備獻給上帝的祭
[00:08:01.000 --> 00:08:03.000]  據為己有
[00:08:03.000 --> 00:08:04.000]  那些百姓說
[00:08:04.000 --> 00:08:06.000]  其實當我們處理完獻祭完之後
[00:08:06.000 --> 00:08:09.000]  這些東西都應該給祭司的
[00:08:09.000 --> 00:08:12.000]  但是他們不理會這個規矩
[00:08:12.000 --> 00:08:14.000]  他們任意妄為
[00:08:14.000 --> 00:08:19.000]  也跟這些婦人做出一些糾纏的事情
[00:08:19.000 --> 00:08:22.000]  令到上帝非常憤怒
[00:08:22.000 --> 00:08:25.000]  要將這兩個人除掉
[00:08:25.000 --> 00:08:27.000]  因為他們是沒有資格
[00:08:27.000 --> 00:08:29.000]  來繼承他們爸爸
[00:08:29.000 --> 00:08:31.000]  祭司這個職份
[00:08:31.000 --> 00:08:33.000]  結果
[00:08:33.000 --> 00:08:36.000]  神要去令命人選
[00:08:36.000 --> 00:08:38.000]  這個人選
[00:08:38.000 --> 00:08:40.000]  就是撒姆爾
[00:08:40.000 --> 00:08:44.000]  以利是代表著上一個世代的領袖
[00:08:44.000 --> 00:08:46.000]  當他離開
[00:08:46.000 --> 00:08:49.000]  或者忘記神的呼召
[00:08:49.000 --> 00:08:53.000]  或者沒有辦法去履行神的呼召的時候
[00:08:53.000 --> 00:08:56.000]  神又另外去興起新的一代
[00:08:56.000 --> 00:08:58.000]  新的領袖
[00:08:58.000 --> 00:09:01.000]  來取代這些舊的領袖
[00:09:01.000 --> 00:09:04.000]  撒姆爾就是代表著新一代的領袖
[00:09:04.000 --> 00:09:06.000]  上主要呼召他
[00:09:06.000 --> 00:09:10.000]  來承擔一個重要的職份
[00:09:10.000 --> 00:09:16.000]  也能夠成為神的子民領袖的身份
[00:09:16.000 --> 00:09:19.000]  一代過去,一代的興起
[00:09:19.000 --> 00:09:22.000]  上主的呼召並沒有停止
[00:09:22.000 --> 00:09:24.000]  我們這一代
[00:09:24.000 --> 00:09:26.000]  都需要有新的領袖
[00:09:26.000 --> 00:09:28.000]  來帶領我們
[00:09:28.000 --> 00:09:32.000]  去重建非常重要的核心價值
[00:09:32.000 --> 00:09:35.000]  今天我們看到的是什麼呢?
[00:09:35.000 --> 00:09:37.000]  今天我們看到的這個社會
[00:09:37.000 --> 00:09:42.000]  很多時候是將是非顛倒了
[00:09:42.000 --> 00:09:45.000]  明明是黑的,會說成白
[00:09:45.000 --> 00:09:48.000]  或者是白的,又會變成黑
[00:09:48.000 --> 00:09:51.000]  只要你有權在手的時候
[00:09:51.000 --> 00:09:54.000]  似乎你就可以做很多的事情
[00:09:54.000 --> 00:09:57.000]  有不少的人去趨炎附勢
[00:09:57.000 --> 00:10:01.000]  為了求利潤,可以不惜造假
[00:10:01.000 --> 00:10:05.000]  上主去呼喚這個世代
[00:10:05.000 --> 00:10:07.000]  不單止呼喚領袖
[00:10:07.000 --> 00:10:10.000]  也呼喚你和我
[00:10:10.000 --> 00:10:13.000]  我們有沒有聽到這個呼喚呢?
[00:10:13.000 --> 00:10:16.000]  大家不要以為自己是普通人
[00:10:16.000 --> 00:10:19.000]  你不是一個什麼領袖的人物
[00:10:19.000 --> 00:10:22.000]  所以神的呼召不會臨到你的身上
[00:10:22.000 --> 00:10:24.000]  不是
[00:10:24.000 --> 00:10:26.000]  如果你是一個年輕人
[00:10:26.000 --> 00:10:30.000]  我相信你都會很善用社交媒體
[00:10:30.000 --> 00:10:33.000]  今天的社交媒體是很厲害
[00:10:33.000 --> 00:10:37.000]  是可以讓每一個人都會成為領袖
[00:10:37.000 --> 00:10:39.000]  成為一個什麼領袖呢?
[00:10:39.000 --> 00:10:41.000]  就是成為一個意見的領袖
[00:10:41.000 --> 00:10:43.000]  你說的話
[00:10:43.000 --> 00:10:45.000]  很短的時間之內
