
[00:00:00.000 --> 00:00:04.200]  今天我最主要跟各位分享的是
[00:00:04.200 --> 00:00:07.400]  值不值得等
[00:00:07.400 --> 00:00:09.400]  等我們的神
[00:00:09.400 --> 00:00:10.800]  等祂向我們顯現
[00:00:10.800 --> 00:00:14.000]  等祂啟示我們 等祂彰顯我們
[00:00:14.000 --> 00:00:16.000]  向我們彰顯
[00:00:16.000 --> 00:00:18.200]  那麼最主要的經文是從
[00:00:18.200 --> 00:00:21.000]  以賽亞書四十章這邊出來
[00:00:21.000 --> 00:00:23.200]  那麼它是講說
[00:00:23.200 --> 00:00:26.000]  我們都會疲憊 都會衰殘
[00:00:26.000 --> 00:00:30.400]  但是那等候耶和華的臂重新得力
[00:00:30.400 --> 00:00:31.400]  等等
[00:00:31.400 --> 00:00:34.200]  所以我們等一下要特別來分享
[00:00:34.200 --> 00:00:36.000]  那麼有五個重點
[00:00:36.000 --> 00:00:38.000]  先跟各位講一下
[00:00:38.000 --> 00:00:39.200]  第一
[00:00:39.200 --> 00:00:41.200]  信心有一個特點
[00:00:41.200 --> 00:00:44.600]  它是要等候機考驗出來的
[00:00:44.600 --> 00:00:46.200]  第二
[00:00:46.200 --> 00:00:48.000]  等候是在
[00:00:48.000 --> 00:00:50.800]  waiting room 候診室裡面
[00:00:50.800 --> 00:00:54.000]  發展出來的
[00:00:54.000 --> 00:00:55.400]  那麼第三
[00:00:55.400 --> 00:00:59.400]  神觀察你是否準備好了
[00:00:59.400 --> 00:01:02.200]  所以等候的時候
[00:01:02.200 --> 00:01:04.200]  神在看你
[00:01:04.200 --> 00:01:05.600]  第四
[00:01:05.600 --> 00:01:09.200]  要等候父所應許的成就成全了
[00:01:09.200 --> 00:01:10.400]  第五
[00:01:10.400 --> 00:01:12.200]  要等候上帝
[00:01:12.200 --> 00:01:13.800]  啟示祂自己
[00:01:13.800 --> 00:01:15.800]  好 可以鈴掉
[00:01:15.800 --> 00:01:21.000]  我們知道在灣區有一間教會
[00:01:21.000 --> 00:01:22.800]  就不講名字了
[00:01:22.800 --> 00:01:28.000]  他們很強調所謂叫做等候神
[00:01:28.000 --> 00:01:30.800]  有些人或許不以為然
[00:01:30.800 --> 00:01:33.400]  因為我知道他們主日的時候
[00:01:33.400 --> 00:01:35.400]  有的時候很早
[00:01:35.400 --> 00:01:37.200]  人就來到聖殿裡面
[00:01:37.200 --> 00:01:39.600]  就在那邊等
[00:01:39.600 --> 00:01:41.000]  有的人不以為然說
[00:01:41.000 --> 00:01:42.400]  那要是神不來的話
[00:01:42.400 --> 00:01:45.800]  今天就不聚會了嗎
[00:01:45.800 --> 00:01:47.800]  其實不是
[00:01:47.800 --> 00:01:50.600]  其實他們在那邊禱告
[00:01:50.600 --> 00:01:52.400]  其實他們在那邊敬拜神
[00:01:52.400 --> 00:01:54.800]  其實他們在那邊
[00:01:54.800 --> 00:01:56.800]  為每一個座位來禱告
[00:01:56.800 --> 00:02:00.800]  早早地來到
[00:02:00.800 --> 00:02:02.400]  我們寧可
[00:02:02.400 --> 00:02:04.600]  我們等祂
[00:02:04.600 --> 00:02:07.800]  不要像我們喜歡祂等我們
[00:02:07.800 --> 00:02:11.000]  你懂我意思嗎
[00:02:11.000 --> 00:02:15.600]  在聖經上面有太多這個例子
[00:02:15.600 --> 00:02:18.200]  你等得越久
[00:02:18.200 --> 00:02:20.200]  到的更好
[00:02:20.200 --> 00:02:22.200]  匆匆忙忙拿到了
[00:02:22.200 --> 00:02:28.000]  不見得是好東西
[00:02:28.000 --> 00:02:32.000]  所以讓我們再一次來到神的面前
[00:02:32.000 --> 00:02:36.000]  因為神是值得等候的
[00:02:36.000 --> 00:02:38.400]  有一個寓言是這麼說
[00:02:38.400 --> 00:02:42.400]  他說一隻大象跟一隻狗
[00:02:42.400 --> 00:02:44.600]  在那裡有一個對話
[00:02:44.600 --> 00:02:48.400]  你知道大象懷孕要多久
[00:02:48.400 --> 00:02:50.200]  兩年
[00:02:50.200 --> 00:02:54.200]  狗呢六個月
[00:02:54.200 --> 00:02:55.600]  所以這個狗懷了孕
[00:02:55.600 --> 00:02:57.000]  大象也懷了孕
[00:02:57.000 --> 00:02:58.600]  這個狗說
[00:02:58.600 --> 00:02:59.800]  你一點動靜都沒有
[00:02:59.800 --> 00:03:03.200]  你看我再過兩個月我就要生了
[00:03:03.200 --> 00:03:06.200]  那麼狗一生就是一窩
[00:03:06.200 --> 00:03:09.800]  大象一次只生一次
[00:03:09.800 --> 00:03:11.000]  好了
[00:03:11.000 --> 00:03:12.800]  匆匆快要兩年了
[00:03:12.800 --> 00:03:16.200]  狗已經生過好幾次了
[00:03:16.200 --> 00:03:17.600]  那麼他說
[00:03:17.600 --> 00:03:20.600]  大象啊你怎麼還沒有啊
[00:03:20.600 --> 00:03:22.800]  大象說我的要來了
[00:03:22.800 --> 00:03:23.800]  我的來了
[00:03:23.800 --> 00:03:25.400]  我一隻小象呢
[00:03:25.400 --> 00:03:28.200]  就抵上你好幾窩的狗
[00:03:28.200 --> 00:03:29.400]  是吧
[00:03:29.400 --> 00:03:33.000]  因為孕育的是大象
[00:03:33.000 --> 00:03:36.800]  而大象小象要長到大象要多久啊
[00:03:36.800 --> 00:03:39.200]  也是要好幾年
[00:03:39.200 --> 00:03:42.400]  一隻小狗長到大狗啊
[00:03:42.400 --> 00:03:45.000]  一年兩年就長成了
[00:03:45.000 --> 00:03:51.800]  因為狗的七年就是幾乎是我們人的七十歲了
[00:03:51.800 --> 00:03:53.800]  所以你就知道了
[00:03:53.800 --> 00:04:00.800]  不是說快快的或者是不需要等候的
[00:04:00.800 --> 00:04:03.600]  而能夠有結果的就是好的
[00:04:03.600 --> 00:04:08.400]  更何況我們的神是值得我們等的
[00:04:08.400 --> 00:04:10.800]  讓我們低頭禱告
[00:04:10.800 --> 00:04:12.400]  阿爸我們感謝你
[00:04:12.400 --> 00:04:13.800]  我們讚美你
[00:04:13.800 --> 00:04:16.600]  因為你是又真又活的神
[00:04:16.600 --> 00:04:18.200]  阿勒路亞
[00:04:18.200 --> 00:04:20.400]  願我們今天在你的面前
[00:04:20.400 --> 00:04:23.000]  我們一面聽一面等候你
[00:04:23.000 --> 00:04:25.200]  看你在我們心中做工
[00:04:25.200 --> 00:04:30.600]  我們弟兄姐妹我們教會也是巴不得來我們中間
[00:04:30.600 --> 00:04:32.000]  是的神
[00:04:32.000 --> 00:04:35.600]  願你得到那應得當得配得的榮耀
[00:04:35.600 --> 00:04:37.400]  感謝你禱告讚
[00:04:37.400 --> 00:04:40.000]  是奉主耶穌基督的名
[00:04:40.000 --> 00:04:44.000]  阿們好的
[00:04:44.000 --> 00:04:50.400]  信心的特點之一就是信心是要等候及考驗
[00:04:50.400 --> 00:04:55.200]  讓我們再把這個F81打一下
[00:04:55.200 --> 00:04:57.600]  F82對不起
[00:04:57.600 --> 00:05:00.400]  我們先請念過我們再來念一遍
[00:05:00.400 --> 00:05:03.000]  你豈不曾知道嗎
[00:05:03.000 --> 00:05:05.600]  你豈不曾聽見嗎
[00:05:05.600 --> 00:05:13.000]  永在的神耶和華創造地極的主並不疲乏也不困艱
[00:05:13.000 --> 00:05:15.600]  他的智慧無法測度
[00:05:15.600 --> 00:05:18.200]  疲乏的他賜能力
[00:05:18.200 --> 00:05:20.800]  軟弱的他加力量
[00:05:20.800 --> 00:05:24.600]  就是少年人也要疲乏困艱
[00:05:24.600 --> 00:05:28.000]  強壯的也必全然跌倒
[00:05:28.000 --> 00:05:32.200]  但那等候耶和華的必重新得力
[00:05:32.200 --> 00:05:35.600]  他們必如音展示上層
[00:05:35.600 --> 00:05:38.400]  他們奔跑不問倦
[00:05:38.400 --> 00:05:40.800]  行走卻不疲乏
[00:05:40.800 --> 00:05:43.000]  好的謝謝
[00:05:43.000 --> 00:05:47.200]  所以這裡就講到說我們要等候
[00:05:47.200 --> 00:05:52.800]  信心的特點一個是等候一個是考驗
[00:05:52.800 --> 00:05:55.000]  是說不是很快就能夠得到
[00:05:55.000 --> 00:05:58.400]  而是長久的等候
[00:05:58.400 --> 00:06:05.000]  我以前催師母的時候
[00:06:05.000 --> 00:06:08.800]  有的時候一等等很久
[00:06:08.800 --> 00:06:11.400]  哎呀
[00:06:11.400 --> 00:06:15.600]  都懷疑我的人生了
[00:06:15.600 --> 00:06:17.000]  但是
[00:06:17.000 --> 00:06:18.600]  等到好不好
[00:06:18.600 --> 00:06:21.000]  好感謝主
[00:06:21.000 --> 00:06:22.800]  是不是
[00:06:22.800 --> 00:06:27.400]  所以我們等候不是說你要快快的得到
[00:06:27.400 --> 00:06:30.600]  最明顯的是亞伯拉罕
[00:06:30.600 --> 00:06:33.800]  神在他身上有幾個應許
[00:06:33.800 --> 00:06:34.800]  兩個應許
[00:06:34.800 --> 00:06:37.200]  第一個應許是要有怎麼樣
[00:06:37.200 --> 00:06:39.600]  兒子第二個應許是
[00:06:39.600 --> 00:06:41.000]  得地業
[00:06:41.000 --> 00:06:42.200]  是不是
[00:06:42.200 --> 00:06:44.400]  這是亞伯拉罕之約
[00:06:44.400 --> 00:06:47.400]  他說你的子孫要兜入天上的心海邊的沙
[00:06:47.400 --> 00:06:51.000]  他說你的你將來要成大國
[00:06:51.000 --> 00:06:52.600]  還要得地為業
[00:06:52.600 --> 00:06:57.800]  而且把迦南美帝說要給他不是嗎
[00:06:57.800 --> 00:07:00.000]  但是您知道嗎
[00:07:00.000 --> 00:07:02.600]  我們來看下一段經文
[00:07:02.600 --> 00:07:05.000]  一起來念一下
[00:07:05.000 --> 00:07:07.200]  這個是希伯來書裡面
[00:07:07.200 --> 00:07:08.600]  因著信
[00:07:08.600 --> 00:07:13.400]  連沙拉自己雖然過了生育的歲數
[00:07:13.400 --> 00:07:15.200]  還能懷孕
[00:07:15.200 --> 00:07:19.600]  因他以為那應許他的是可信的
[00:07:19.600 --> 00:07:23.200]  所以從一個彷彿已死的人
[00:07:23.200 --> 00:07:25.400]  就生出子孫
[00:07:25.400 --> 00:07:28.800]  如同天上的星那樣眾多
[00:07:28.800 --> 00:07:32.400]  海邊的沙那樣無數
[00:07:32.400 --> 00:07:36.400]  所以亞伯拉罕當他七十多歲的時候
[00:07:36.400 --> 00:07:38.600]  神就跟他應許了
[00:07:38.600 --> 00:07:41.400]  到他幾歲才成就
[00:07:41.400 --> 00:07:43.000]  一百歲
[00:07:43.000 --> 00:07:45.400]  沙拉都九十歲了
[00:07:45.400 --> 00:07:47.600]  為什麼
[00:07:47.600 --> 00:07:49.800]  因為你知道嗎
[00:07:49.800 --> 00:07:51.800]  當你還年輕的時候你生孩子
[00:07:51.800 --> 00:07:53.600]  你說神又不找你啊
[00:07:53.600 --> 00:07:56.800]  這個生的是我靠我自己的
[00:07:56.800 --> 00:07:59.000]  不是靠你的
[00:07:59.000 --> 00:08:01.400]  那麼神要make sure
[00:08:01.400 --> 00:08:04.800]  你一百歲了沙拉九十歲了
[00:08:04.800 --> 00:08:07.600]  已經不可能的事情了
[00:08:07.600 --> 00:08:12.200]  然後你才知道這個孩子真是從你來的
[00:08:12.200 --> 00:08:15.400]  那個上個禮拜我們去遊湖
[00:08:15.400 --> 00:08:18.400]  那麼有一個
[00:08:18.400 --> 00:08:20.400]  上個禮拜五啊
[00:08:20.400 --> 00:08:23.200]  禮拜一二我們去遊湖
[00:08:23.200 --> 00:08:26.200]  有一個婦人
[00:08:26.200 --> 00:08:30.400]  她帶了一個小孩子一歲半的樣子
[00:08:30.400 --> 00:08:32.400]  就是然後她說
[00:08:32.400 --> 00:08:33.800]  穆斯拉
[00:08:33.800 --> 00:08:37.400]  這個孩子就是上次你跟師母來我們家
[00:08:37.400 --> 00:08:40.000]  為我禱告我生的
[00:08:40.000 --> 00:08:41.800]  她說我很肯定
[00:08:41.800 --> 00:08:44.400]  就是你來的那一段時間
[00:08:44.400 --> 00:08:48.000]  後來醫生算就是那段時間懷的孕
[00:08:48.000 --> 00:08:50.800]  因為她已經有了一個想要生個兒子
[00:08:50.800 --> 00:08:52.000]  一直沒有
[00:08:52.000 --> 00:08:54.200]  結果說這個孩子就是
[00:08:54.200 --> 00:08:55.600]  就是你的
[00:08:55.600 --> 00:08:56.600]  你禱告的
[00:08:56.600 --> 00:08:57.400]  不是我的
[00:08:57.400 --> 00:09:00.600]  你禱告的
[00:09:00.600 --> 00:09:04.400]  然後她說現在這個孩子一歲半了
[00:09:04.400 --> 00:09:06.400]  還不會講話
[00:09:06.400 --> 00:09:08.600]  不是你為他禱告
[00:09:08.600 --> 00:09:10.400]  所以我就憑著信心
[00:09:10.400 --> 00:09:12.800]  我就按手在這個孩子頭上
[00:09:12.800 --> 00:09:17.400]  我就說神要讓他九月份就會講話
[00:09:17.400 --> 00:09:18.800]  阿們
[00:09:18.800 --> 00:09:20.800]  當場我還教他說
[00:09:20.800 --> 00:09:21.600]  哈雷路亞
[00:09:21.600 --> 00:09:22.200]  哈雷路亞
[00:09:22.200 --> 00:09:24.600]  他還跟我講哈雷路亞
[00:09:24.600 --> 00:09:26.600]  我真巴不得等到
[00:09:26.600 --> 00:09:28.000]  各位也要多替我禱告
[00:09:28.000 --> 00:09:31.000]  九月份要講話
[00:09:31.000 --> 00:09:32.800]  這個壓力很大
[00:09:32.800 --> 00:09:36.200]  還有一個禮拜啊
[00:09:36.200 --> 00:09:37.000]  有信心
[00:09:37.000 --> 00:09:37.800]  哈雷路亞
[00:09:37.800 --> 00:09:39.200]  是的
[00:09:39.200 --> 00:09:40.400]  所以
[00:09:40.400 --> 00:09:44.000]  這個講得很明白
[00:09:44.000 --> 00:09:48.800]  亞伯拉罕等這個孩子等到一百歲
[00:09:48.800 --> 00:09:50.400]  是不是
[00:09:50.400 --> 00:09:52.200]  那我問你
[00:09:52.200 --> 00:09:57.800]  他等這個定業加南平原等了多久啊
[00:09:57.800 --> 00:10:00.800]  他等了四百三十年
[00:10:00.800 --> 00:10:03.200]  一直到摩西跟約書亞
[00:10:03.200 --> 00:10:05.800]  出埃及以後再進入加南平原
[00:10:05.800 --> 00:10:07.600]  才得到那地啊
[00:10:07.600 --> 00:10:11.000]  那牛奶與蜜之地啊
[00:10:11.000 --> 00:10:11.800]  是不是
[00:10:11.800 --> 00:10:14.800]  才得加南為地為業
[00:10:14.800 --> 00:10:18.800]  我們下一節經文
[00:10:18.800 --> 00:10:24.200]  他因著信就住在所應許之地作客
[00:10:24.200 --> 00:10:27.400]  好像在異地居住帳篷
[00:10:27.400 --> 00:10:32.000]  與那同盟一個應許的以撒亞各一樣
[00:10:32.000 --> 00:10:35.800]  因為他等候那座有根基的城
[00:10:35.800 --> 00:10:39.400]  就是神所經營所建造的
[00:10:39.400 --> 00:10:40.400]  哈雷路亞
[00:10:40.400 --> 00:10:42.800]  一座有根基的城啊
[00:10:42.800 --> 00:10:44.000]  是不是
[00:10:44.000 --> 00:10:48.800]  他就根據這個啟示而產生出了信心啊
[00:10:48.800 --> 00:10:50.800]  其實亞伯拉罕在世的時候
[00:10:50.800 --> 00:10:53.600]  他沒有得到加南平原啊
[00:10:53.600 --> 00:10:54.800]  是不是
[00:10:54.800 --> 00:10:59.800]  但是他就是因為這個神的啟示
[00:10:59.800 --> 00:11:04.000]  甚至於他也是從神的應許
[00:11:04.000 --> 00:11:07.600]  神說我要你把以茲瑪利趕走
[00:11:07.600 --> 00:11:09.600]  你肉生生的孩子
[00:11:09.600 --> 00:11:15.200]  然後我要你獻以撒為繁祭給我
[00:11:15.200 --> 00:11:17.000]  聖經上面說
[00:11:17.000 --> 00:11:22.200]  他彷彿從死中得回他的兒子來
[00:11:22.200 --> 00:11:23.800]  因為他記得神應許他
[00:11:23.800 --> 00:11:27.000]  你的子孫要多如天上的星海邊的沙
[00:11:27.000 --> 00:11:28.600]  神你應許給我這個孩子
[00:11:28.600 --> 00:11:31.000]  現在你要我殺了他
[00:11:31.000 --> 00:11:35.400]  那麼我的後裔怎麼樣才能多如天上的星海邊的沙
[00:11:35.400 --> 00:11:37.800]  你一定會叫他從死裡復活嘛
[00:11:37.800 --> 00:11:39.000]  不是嗎
[00:11:39.000 --> 00:11:43.000]  所以就是這樣的一個信心
[00:11:43.000 --> 00:11:46.400]  亞伯拉罕看見一座有根基的城
[00:11:46.400 --> 00:11:48.800]  他每天晚上
[00:11:48.800 --> 00:11:51.600]  當他腳踏出帳篷的時候
[00:11:51.600 --> 00:11:54.600]  他看到滿天的星
[00:11:54.600 --> 00:11:56.600]  趙庸基牧師說
[00:11:56.600 --> 00:12:00.600]  他看到每一顆星都閃閃發笑
[00:12:00.600 --> 00:12:04.400]  向他叫阿爸阿爸阿爸
[00:12:04.400 --> 00:12:06.200]  哇他心裡得到安慰
[00:12:06.200 --> 00:12:09.800]  神你真是慶喜的神啊
[00:12:09.800 --> 00:12:11.800]  他的孩子叫他叫這麼多
[00:12:11.800 --> 00:12:14.800]  也真這麼多了不是嗎
[00:12:14.800 --> 00:12:17.600]  當他每次到了海邊的時候
[00:12:17.600 --> 00:12:21.400]  他看到那個海邊的沙那麼多
[00:12:21.400 --> 00:12:25.800]  每次回到家裡面身上抖都抖不乾淨
[00:12:25.800 --> 00:12:27.800]  就那麼多
[00:12:27.800 --> 00:12:30.800]  他心裡面再次受到的激勵
[00:12:30.800 --> 00:12:32.400]  Hallelujah
[00:12:32.400 --> 00:12:34.400]  這是我們的神
[00:12:34.400 --> 00:12:36.000]  是的
