
[00:00:00.000 --> 00:00:08.000]  正妹早晨,今日同大家睇一篇舊約識書卷。
[00:00:08.000 --> 00:00:15.000]  喺聖誕歷史裏面,我哋都會講關於耶穌基督誕生嘅事蹟。
[00:00:15.000 --> 00:00:26.000]  通常我哋都會睇一睇新約嘅福音書信,譬如《馬太福音》、《路加福音》,裏面記載關於耶穌基督出生嘅經過過程,同埋喺周邊一啲相關人物嘅事件。
[00:00:26.000 --> 00:00:37.000]  譬如三國士、天使報喜信比瑪利亞、約瑟嘅夢境裏面,正妹有小朋友,同埋可能牧羊人抽到天使嘅報信。
[00:00:37.000 --> 00:00:49.000]  我都可能講一方面一樣,我哋係重溫耶穌基督嘅誕生,但今次我就選擇唔用呢些神約嘅經文,我選擇用一件書叫做《以賽瓦書》。
[00:00:49.000 --> 00:01:00.000]  《以賽瓦書》裏面有講及到一個叫做耶和華的僕人,後來我睇到呢個耶和華的僕人就叫利塞瓦,救世主嘅人物。
[00:01:00.000 --> 00:01:22.000]  裏面有些預言講及耶和華的僕人救世主去世間嘅時候,有些事跡嘅記載,今日我同大家去睇。所以因為有這些記載,所以呢個《以賽瓦書》亦被稱為竇約嘅福音書,又話係第五本嘅福音書,
[00:01:22.000 --> 00:01:32.000]  馬太、馬可、路加、約翰,呢個第五本福音書,對耶穌基督或者對利塞瓦呢個描述比較多啲。
[00:01:32.000 --> 00:01:47.000]  而新約聖經好多時引用其中一本書,特別《以賽瓦書》裏面,指向呢個耶和華的僕人,就係利塞瓦,就係經督救世主,呢個人係邊個?就係耶穌基督嘅身上。
[00:01:47.000 --> 00:02:04.000]  再想同大家講一講呢一本《以賽瓦書》書卷嘅時候,我想同大家睇多少少呢一本《先知書》嘅形成過程,以致我哋可以睇一睇呢一個《以賽瓦書》嘅特質喺裏面。
[00:02:04.000 --> 00:02:16.000]  其實當先知去收到神嘅說話嘅時候,先知就會如實地將上帝嘅說話講出嚟,向當時嘅人講,但當佢講咗之後,佢會記錄低落嚟㗎喎。
[00:02:16.000 --> 00:02:33.000]  有時佢自己記錄,有時身邊有人都係記錄。咁點解佢需要記錄呢?因為講咗呢個訊息,特別有時會講出啲預言將會發生嘅事嘅時候,咁就有聖經話畀我哋知道,先知有真先知亦都假先知,點樣決定一個係真先知?
[00:02:33.000 --> 00:02:47.000]  就係佢講嗰個預言應驗,咪真囉。如果佢講嗰個預言唔應驗,係咩?假囉。最好容易分啦。但問題就係佢可能講嗰個預言係好多好多年之後嘅時候呢,咁我哋先係好多年好多年之後先確定㗎喎。
[00:02:47.000 --> 00:03:03.000]  咁佢寫低咗落嚟嘅時候,後人當發現原來佢預言係應驗咗嘅時候,就話佢係真先知喎。咁真先知講有關嘅說話嘅言論我開始就要重視啦。重視嘅時候我哋要咩?收集囉。收集結合成書。
[00:03:03.000 --> 00:03:30.000]  但係有時先知講嘅歷代時間好長,變咗要幾次唔同嘅收集嘅過程,而形成一卷書,其間就有人去編整,編修,仲有啲整理喺裏面。有時先知去寫,領受所有啲說話嘅時候,去寫出覺,寫再落嚟嘅時候呢,佢有時會好feeling咗呢個係邊個時候,邊個皇帝,邊個時期,邊個日子會講呢班說話嘅。
[00:03:30.000 --> 00:03:42.000]  咁當你能夠有呢個咁嘅背景呢,我哋睇嗰篇幅先知書嘅訊息就清楚好多啦。但係有時冇嘅點呀?冇嘅真係唔知喎。
[00:03:42.000 --> 00:04:02.000]  除非你字裏行間裏面流露咗啲背景,我哋大概知。但係有時佢冇留到嘅時候,我哋成日都睇到個先知就鬧人囉,審判人囉,講好多嗰啲雜地嘅說話,要叫人迴轉囉。佢差唔多裏裏都係咁。又或者佢冇嗰時間feeling嘅時候呢,喺呢度係一定有啲困難。
[00:04:02.000 --> 00:04:19.000]  咁當你見到個題目,嘩!成本宣傳書材都好似講呢啲嘢㗎,你會覺得好悶。咁事實就係有呢個困難喺裏面。咁但係經過一啲嘅研究正經人裏面慢慢幫你攞啲嘅研究之後呢,對個背景多啲嘅了解。但當然有啲係難啲嘅。
[00:04:19.000 --> 00:04:44.000]  咁而喺呢一個嘅以暢雅書裏面呢,經過一啲人嘅研究分析裏面之後呢,佢漸漸地掌握到呢本書裏面有三個嘅背景,先知寫講個訊息嘅時候有個咁嘅背景喺裏面嘅。咁以暢雅書可以分三部分,一至到三十九章呢,就係講佢喺秘魯之前,即係猶大國秘魯之前,喺猶大地方裏面嗰個背景嘅。
[00:04:44.000 --> 00:05:11.000]  咁呢個好清楚。另外呢,第四十至五十五章呢,我哋會研究到出嚟呢,就係屬於已經秘魯咗喺巴比倫嘅背景之下,嗰個環境之下而講出嘅訊息。最後就五十六至六十章呢,就係講到佢秘魯回歸之後返返到耶路撒冷,當時係被波斯喺嗰個管治環境之下呢,去講呢幾章嘅訊息。
[00:05:11.000 --> 00:05:40.000]  而我今日呢想同大家睇嗰個以暢雅書四十二章嘅第一至第九節呢,佢屬於係邊個部分呀?係呢個部分喎,就係四十至到五十五章裏面,佢哋喺被保於巴比倫嘅環境之下,當時上帝畀先知嘅訊息,講咗其中有四首係記載喺嗰部分裏面,叫做「復仁之歌」,先學者而家就叫做「復仁之歌」。
[00:05:40.000 --> 00:05:51.000]  呢個「復仁之歌」裏面呢描述一位僕人,或者呢話呢個係耶和華嘅僕人。呢個耶和華嘅僕人呢,有啲嘅特徵,有啲特點,同埋佢嘅工作係啲乜嘢嘢㗎?
[00:05:51.000 --> 00:06:14.000]  透過喺新約嘅聖經之下呢,我哋先知睇到原來呢度所講嘅耶和華嘅僕人,呢個係一個離唱呀,要降臨嘅救世主,原來就喺耶穌基督身上,而特別係當我哋有新約聖經嘅時候,去睇返,原來新約聖經即刻引用返呢啲「復仁之歌」呢舊嘅聖經,就指向耶穌基督。
[00:06:14.000 --> 00:06:26.000]  其中有一節,有一章聖經呢,我哋都好熟悉喎,特別係喺受苦嘅時候呢,我哋通常都會引用佢俾佢讀喎,係咪呀?不如我哋一齊讀一次,睇下會唔會覺得好熟悉呀,係咪呀?
[00:06:26.000 --> 00:06:50.000]  「他被藐視,被人嫌棄,多受痛苦,常經憂患。他被藐視,好像被人掩掩不放的一樣,我們也不尊重他。他成年擔當我們的憂患,背負我們的痛苦,我們卻以為他受責罰,被神擊打苦待了。
[00:06:50.000 --> 00:07:04.000]  那知他為我們的過犯受害,為我們的罪孽發傷,因他受的刑罰,我們得平安,因他受的鞭傷,我們得醫治。
[00:07:04.000 --> 00:07:30.000]  我們都如羊首迷,各人偏行己路,而或使我們眾人的罪孽,都歸在他身上。他被欺壓,在受苦的時候不開口。他丈羊膏被牽到宰殺之地,有丈羊在展無的人手下無聲,他也是這樣不開口。
[00:07:30.000 --> 00:07:44.000]  因受欺壓和審判,他被奪去,至於他同世的人,誰想他受鞭打,從活人之地被剪除,只因我百姓的罪過。
[00:07:44.000 --> 00:07:56.000]  他雖然未行強暴,口中也沒有詭詐,仍還是他與惡人同盟,誰知死的時候與才主同葬。
[00:07:56.000 --> 00:08:07.000]  你讀完聖經時指誰?但記住這是預言,五百幾、七百幾年前已經描述了耶和華的復仁要有這樣的苦。
[00:08:07.000 --> 00:08:13.000]  去到新約聖經時,我們看清楚是誰?耶穌基督在裏面。
[00:08:13.000 --> 00:08:24.000]  但今日我不和你看這首五十五章的復仁之歌,這是第四首復仁之歌,我想和大家看第一首復仁之歌,在第二章的一至九節。
[00:08:24.000 --> 00:08:34.000]  在裏面講述了關於這個復耶和華復人的來源,以及他的身份,以及他的工作是怎樣。
[00:08:34.000 --> 00:08:42.000]  透過這個耶和華的復人,我們再看一看,原來耶穌正正就是實現這個預言裏面所講的來源。
[00:08:42.000 --> 00:08:52.000]  這個第一首復仁之歌,有兩個段落,第一至第四節是一個段落,第二個段落是五至九節。
[00:08:52.000 --> 00:08:57.000]  我們先讀第一段落,我們一齊來讀第一段落,預備起。
[00:08:57.000 --> 00:09:10.000]  看那!我的復仁,我所扶持,所揀選,心裏所喜悅的,可以將我的靈似合他,他必將功利傳給外邦。
[00:09:10.000 --> 00:09:26.000]  他不宣揚,不揚聲,也不使街上聽見他的聲音。他將的蘆葦,他不截斷,將殘的燈火,他不催眠,他不真實將功利傳開。
[00:09:26.000 --> 00:09:35.000]  他不灰心,也不壯膽,直到他在地上設立功利,海島都等候他的教會。
[00:09:35.000 --> 00:09:43.000]  這裡講到一個耶和華的復仁,是神所揀選,神所喜歡,和神將他的靈放在裏面,他會將功利傳遍外邦。
[00:09:43.000 --> 00:09:49.000]  然後他怎樣傳?在第二至第四節裏面,他很低調,不大聲講。
[00:09:49.000 --> 00:10:03.000]  就算有些壓傷的蘆葦,將殘的燈火的受苦人,他都很康固他們,目的要將功利傳開去,他不灰心,很堅忍的,直到這個功利在世上裏面被設立了。
[00:10:03.000 --> 00:10:12.000]  這裡大概這樣講。然後我們再看第二個段落,五至到第九節,一起讀讀。
[00:10:12.000 --> 00:10:41.000]  『創造諸天,鋪倉防倉,將地和地所出的一丁鋪開,似氣息給地上的眾人,又似靈性給行在地上之人的神,耶和華。』他如此說:『我耶和華憑功義教你,先攙扶你的手,保守你,使你作眾民的忠報,作外邦人的光。』
[00:10:41.000 --> 00:10:52.000]  『開乞兒的眼,領被囚的出牢獄,領坐黑暗的出監牢。』『我是耶和華,這是我的名。』
