
[00:00:00.000 --> 00:00:02.000]  各位頂子妹早晨
[00:00:02.000 --> 00:00:04.000]  多謝教會邀請
[00:00:04.000 --> 00:00:06.000]  今早能夠來到當中
[00:00:06.000 --> 00:00:08.000]  一騰來敬拜
[00:00:08.000 --> 00:00:10.000]  和分享神話語
[00:00:10.000 --> 00:00:12.000]  師母說
[00:00:12.000 --> 00:00:14.000]  我們已經是七年沒見過面
[00:00:14.000 --> 00:00:16.000]  很開心再次
[00:00:16.000 --> 00:00:18.000]  見頂子妹
[00:00:18.000 --> 00:00:20.000]  經過疫情
[00:00:20.000 --> 00:00:22.000]  經過試過各樣的
[00:00:22.000 --> 00:00:24.000]  困難危險
[00:00:24.000 --> 00:00:26.000]  我們都是蒙神保守
[00:00:26.000 --> 00:00:28.000]  到今天
[00:00:28.000 --> 00:00:30.000]  來敬拜
[00:00:30.000 --> 00:00:32.000]  也都盼望我們一天在天上
[00:00:32.000 --> 00:00:34.000]  能夠一齊
[00:00:34.000 --> 00:00:36.000]  來敬拜我們的父神
[00:00:36.000 --> 00:00:38.000]  今早我想和大家一同
[00:00:38.000 --> 00:00:40.000]  來分享
[00:00:40.000 --> 00:00:42.000]  彼得前書
[00:00:42.000 --> 00:00:44.000]  第一章
[00:00:44.000 --> 00:00:46.000]  三節五節
[00:00:46.000 --> 00:00:48.000]  這裡就講到
[00:00:48.000 --> 00:00:50.000]  復活的主所賜
[00:00:50.000 --> 00:00:52.000]  給我們的祝福
[00:00:52.000 --> 00:00:54.000]  請大家同心祈禱
[00:00:54.000 --> 00:00:56.000]  天父我們來到面前
[00:00:56.000 --> 00:00:58.000]  我們敬拜你
[00:00:58.000 --> 00:01:00.000]  我們求主你今早
[00:01:00.000 --> 00:01:02.000]  與我們同在
[00:01:02.000 --> 00:01:04.000]  靠著聖靈的感動
[00:01:04.000 --> 00:01:06.000]  帶領我們進入真理
[00:01:06.000 --> 00:01:08.000]  使我們得到自由
[00:01:08.000 --> 00:01:10.000]  使我們內心得到安息
[00:01:10.000 --> 00:01:12.000]  也都有
[00:01:12.000 --> 00:01:14.000]  活潑的盼望
[00:01:14.000 --> 00:01:16.000]  走人生的道路
[00:01:16.000 --> 00:01:18.000]  求主你開我們的耳朵
[00:01:18.000 --> 00:01:20.000]  開我們的心跳
[00:01:20.000 --> 00:01:22.000]  讓我們能夠領受
[00:01:22.000 --> 00:01:24.000]  也都能夠生命有改變
[00:01:24.000 --> 00:01:26.000]  奉耶穌基督名求
[00:01:26.000 --> 00:01:28.000]  阿們
[00:01:28.000 --> 00:01:36.000]  剛才所讀的經文
[00:01:36.000 --> 00:01:38.000]  就是彼得前書
[00:01:38.000 --> 00:01:40.000]  一章三節五節
[00:01:40.000 --> 00:01:42.000]  這裡就講到
[00:01:42.000 --> 00:01:44.000]  復活的主
[00:01:44.000 --> 00:01:46.000]  為我們
[00:01:46.000 --> 00:01:48.000]  信徒所帶來
[00:01:48.000 --> 00:01:50.000]  生命裡面的祝福
[00:01:50.000 --> 00:01:52.000]  這裡就講到
[00:01:52.000 --> 00:01:54.000]  耶穌基督的復活
[00:01:54.000 --> 00:01:56.000]  使我們每個人
[00:01:56.000 --> 00:01:58.000]  得到重生
[00:01:58.000 --> 00:02:00.000]  新的生命
[00:02:00.000 --> 00:02:02.000]  所以我們感激神
[00:02:02.000 --> 00:02:04.000]  就是因為信耶穌
[00:02:04.000 --> 00:02:06.000]  我們得到新的生命
[00:02:06.000 --> 00:02:08.000]  保祿就說
[00:02:08.000 --> 00:02:10.000]  若有人在基督裡
[00:02:10.000 --> 00:02:12.000]  他就是新造的人
[00:02:12.000 --> 00:02:14.000]  舊事過都變成新的了
[00:02:14.000 --> 00:02:16.000]  所以即使說
[00:02:16.000 --> 00:02:18.000]  當我們進入基督裡面
[00:02:18.000 --> 00:02:20.000]  得到屬靈的生命的時候
[00:02:20.000 --> 00:02:22.000]  我們的生命都會改變
[00:02:22.000 --> 00:02:26.000]  接著彼得就
[00:02:26.000 --> 00:02:28.000]  更加清楚就從三方面
[00:02:28.000 --> 00:02:30.000]  講到
[00:02:30.000 --> 00:02:32.000]  生命的改變
[00:02:32.000 --> 00:02:34.000]  的內涵
[00:02:34.000 --> 00:02:36.000]  我們中文就
[00:02:36.000 --> 00:02:38.000]  都不是那麼清楚
[00:02:38.000 --> 00:02:40.000]  如果大家看
[00:02:40.000 --> 00:02:42.000]  希臘文的時候
[00:02:42.000 --> 00:02:44.000]  就有三個A,E,I,S,G,2
[00:02:44.000 --> 00:02:46.000]  即使說講到
[00:02:46.000 --> 00:02:48.000]  因為耶穌基督的復活
[00:02:48.000 --> 00:02:50.000]  重生了我們
[00:02:50.000 --> 00:02:52.000]  而神就
[00:02:52.000 --> 00:02:54.000]  將三方面的祝福
[00:02:54.000 --> 00:02:56.000]  賜給我們
[00:02:56.000 --> 00:02:58.000]  每一個信徒
[00:02:58.000 --> 00:03:00.000]  第一方面
[00:03:00.000 --> 00:03:02.000]  就講到
[00:03:02.000 --> 00:03:04.000]  耶穌的復活
[00:03:04.000 --> 00:03:06.000]  賜給我們
[00:03:06.000 --> 00:03:08.000]  有復活的盼望
[00:03:08.000 --> 00:03:10.000]  這裡說叫
[00:03:10.000 --> 00:03:12.000]  即使說so that
[00:03:12.000 --> 00:03:14.000]  我們有一個復活的盼望
[00:03:14.000 --> 00:03:16.000]  那些盼望
[00:03:16.000 --> 00:03:18.000]  是很重要對不對
[00:03:18.000 --> 00:03:20.000]  我們信徒活在世上
[00:03:20.000 --> 00:03:22.000]  最重要就是有盼望
[00:03:22.000 --> 00:03:24.000]  記得
[00:03:24.000 --> 00:03:26.000]  我們每一個人
[00:03:26.000 --> 00:03:28.000]  讀小學的時候
[00:03:28.000 --> 00:03:30.000]  我自己讀小學就希望上中學
[00:03:30.000 --> 00:03:32.000]  中學的時候就
[00:03:32.000 --> 00:03:34.000]  希望入6th form
[00:03:34.000 --> 00:03:36.000]  接著就
[00:03:36.000 --> 00:03:38.000]  入大學
[00:03:38.000 --> 00:03:40.000]  一路一路我們人生
[00:03:40.000 --> 00:03:42.000]  都有不同的盼望
[00:03:42.000 --> 00:03:44.000]  不同的階段
[00:03:44.000 --> 00:03:48.000]  當我們的人生一路一路
[00:03:48.000 --> 00:03:50.000]  在這裡來改變的時候
[00:03:50.000 --> 00:03:52.000]  尤其是我們的
[00:03:52.000 --> 00:03:54.000]  退休人士
[00:03:54.000 --> 00:03:56.000]  我們有什麼盼望呢
[00:03:56.000 --> 00:03:58.000]  是不是
[00:03:58.000 --> 00:04:00.000]  聖經裡面就講到
[00:04:00.000 --> 00:04:02.000]  就是我們
[00:04:02.000 --> 00:04:04.000]  有一個活潑的盼望
[00:04:04.000 --> 00:04:06.000]  英文就是
[00:04:06.000 --> 00:04:08.000]  a lively hope
[00:04:08.000 --> 00:04:10.000]  或者living hope
[00:04:10.000 --> 00:04:12.000]  就講到這個盼望
[00:04:12.000 --> 00:04:14.000]  是有生命的
[00:04:14.000 --> 00:04:16.000]  中文是活潑的
[00:04:16.000 --> 00:04:18.000]  以至到
[00:04:18.000 --> 00:04:20.000]  我們的盼望是很實在的
[00:04:20.000 --> 00:04:22.000]  你知道
[00:04:22.000 --> 00:04:24.000]  盼望和我們
[00:04:24.000 --> 00:04:26.000]  有些希望
[00:04:26.000 --> 00:04:28.000]  有不同對不對
[00:04:28.000 --> 00:04:30.000]  我們個個都知道
[00:04:30.000 --> 00:04:32.000]  就是讀書的時候
[00:04:32.000 --> 00:04:34.000]  盼望入大學
[00:04:34.000 --> 00:04:36.000]  怎知道又入不到
[00:04:36.000 --> 00:04:38.000]  就變成失望
[00:04:38.000 --> 00:04:40.000]  出去做工
[00:04:40.000 --> 00:04:42.000]  我們每個弟兄姊妹
[00:04:42.000 --> 00:04:44.000]  相信我們經過很多
[00:04:44.000 --> 00:04:46.000]  盼望和失望的
[00:04:46.000 --> 00:04:48.000]  經歷
[00:04:48.000 --> 00:04:50.000]  甚至長大
[00:04:50.000 --> 00:04:52.000]  都希望他們個個成才
[00:04:52.000 --> 00:04:54.000]  但是呢
[00:04:54.000 --> 00:04:56.000]  都不簡單對不對
[00:04:56.000 --> 00:04:58.000]  尤其是我的兒子
[00:04:58.000 --> 00:05:00.000]  五歲患cancer
[00:05:00.000 --> 00:05:02.000]  一路盼望盼望盼望
[00:05:02.000 --> 00:05:04.000]  盼望了25年
[00:05:04.000 --> 00:05:06.000]  最後呢
[00:05:06.000 --> 00:05:08.000]  搞定了
[00:05:08.000 --> 00:05:10.000]  就是我們每個人
[00:05:10.000 --> 00:05:12.000]  在人生不同的階段
[00:05:12.000 --> 00:05:14.000]  我們都有我們的盼望
[00:05:14.000 --> 00:05:16.000]  但是我們的盼望
[00:05:16.000 --> 00:05:18.000]  成為事實
[00:05:18.000 --> 00:05:20.000]  這件事
