
[00:00:00.000 --> 00:00:06.200]  今次晚上和大家在一起,真是一個憤外的喜樂。
[00:00:06.200 --> 00:00:13.900]  我很期望在未來的十晚,和大家花時間看全套書。
[00:00:13.900 --> 00:00:21.900]  當然,整本書有十二章那麼多,在十晚我們是看不完的。
[00:00:21.900 --> 00:00:29.700]  但我想和大家一起探索一下這本書的主要主題。
[00:00:29.700 --> 00:00:34.700]  讓我們一起低頭禱告。
[00:00:34.700 --> 00:00:44.200]  新愛天父,求祢開我們眼睛,讓我們看到祢奇妙的生命之道。
[00:00:44.200 --> 00:00:51.700]  幫助我們不要單單成為聽道的人,也成為行道的人,
[00:00:51.700 --> 00:00:55.200]  讓我們能夠從此成長。
[00:00:55.200 --> 00:01:00.200]  奉主耶穌基督的名求,Amen。
[00:01:00.200 --> 00:01:13.700]  在1977年,我在一個青年的營會裡,和一群年輕人一起帶領他們。
[00:01:13.700 --> 00:01:25.700]  我和這群年輕人在我們的度假村裡面,每一間房間,每一間房間去禱告。
[00:01:25.700 --> 00:01:40.200]  我為將要來到每一間房間裡面,居住的年輕人去禱告求主,讓他們有休息。
[00:01:40.200 --> 00:01:49.700]  我們去到餐廳,希望當我們進膳的時候,有很好的團契。
[00:01:49.700 --> 00:02:03.700]  我們去到會議室裡面,希望當我們查經的時候,我們在裡面有很好的亮光。
[00:02:03.700 --> 00:02:09.700]  我看到那些年輕人很熱切地來禱告。
[00:02:09.700 --> 00:02:15.200]  主啊,我將這間房間交託給祢,求祢使用。
[00:02:15.200 --> 00:02:19.700]  我們將餐廳交託給祢,求祢使用。
[00:02:19.700 --> 00:02:26.200]  我們將這些會議室分別為聖,求祢使用。
[00:02:26.200 --> 00:02:39.200]  當我們經過洗手間的時候,有一個年輕人,他是初信主的,他很誠懇地說,
[00:02:39.200 --> 00:02:45.200]  主啊,我將這個廁所交託給祢,求祢使用。
[00:02:45.200 --> 00:02:53.200]  小朋友講的說話真的很奇怪。
[00:02:53.200 --> 00:03:03.700]  但我在研讀聖經的時候,我發現原來成年人他們講的說話都很奇怪。
[00:03:03.700 --> 00:03:13.200]  我看到傳道書裡面其實滿是一些很奇怪的說話。
[00:03:13.200 --> 00:03:20.200]  它不是一個小朋友或者一個年輕人寫的,是一個君王寫的。
[00:03:20.200 --> 00:03:28.200]  不單是一個普通的君王,還有一個很有智慧的君王寫的。
[00:03:28.200 --> 00:03:34.200]  所以這個傳道書是一本很奇怪的聖經書卷。
[00:03:34.200 --> 00:03:39.200]  在這本書裡面有很多令人震驚的句子。
[00:03:39.200 --> 00:03:41.200]  我給兩個例子大家。
[00:03:41.200 --> 00:03:45.200]  他說他恨護生命。
[00:03:45.200 --> 00:03:49.200]  他說他喜愛燕籠。
[00:03:49.200 --> 00:03:54.200]  很奇怪地,他說他也愛財富。
[00:03:54.200 --> 00:03:58.200]  他真的在傳道書裡面這樣寫的。
[00:03:58.200 --> 00:04:09.200]  他寫的時候,他能夠享受世界上所有最豪華、最奢華的美好的事物。
[00:04:09.200 --> 00:04:17.200]  但很奇怪地,在四章一節他說他恨護生命。
[00:04:17.200 --> 00:04:26.200]  他寫說他能夠去欣賞那些日子。
[00:04:26.200 --> 00:04:39.200]  在不同的生活裡面,我們都會送一些賀卡給不同的日子、不同的場合。
[00:04:39.200 --> 00:04:48.200]  或者如果家裡有人生了孩子,我們都會送一些賀卡。
[00:04:48.200 --> 00:04:58.200]  但是這個人去到一個喪禮裡面,竟然去恭賀那些死了的人。
[00:04:58.200 --> 00:05:12.200]  五章十五節他竟然說,其實沒有什麼好得過吃喝和快樂的。
[00:05:12.200 --> 00:05:23.200]  換句話來說,生命這麼苦,為什麼我們不及時行樂呢?
[00:05:23.200 --> 00:05:31.200]  人生苦短,我們出去歡樂,吃喝和享樂。
[00:05:31.200 --> 00:05:45.200]  他又在十章那裡說,錢是一切事物的答案。
[00:05:45.200 --> 00:05:51.200]  有什麼問題是錢解決不了的呢?
[00:05:51.200 --> 00:05:54.200]  這個真是一個很奇怪的人,他竟然是聖經的作者。
[00:05:54.200 --> 00:06:09.200]  他竟然說我恨護生命,我喜歡喜樂,而說錢是最好的。
[00:06:09.200 --> 00:06:20.200]  他是一本很奇怪的書,但其實他給了我們一些很好的建議。
[00:06:20.200 --> 00:06:31.200]  有一個作者說他是一切書卷裡面最真實的書。
[00:06:31.200 --> 00:06:47.200]  Thomas Wolfe 說他是最好的詩句,最優雅的真理,
[00:06:47.200 --> 00:06:52.200]  他也是在所有我見過的作品裡面是最偉大的作品。
[00:06:52.200 --> 00:07:03.200]  這些作者為什麼對於這本傳告書這麼熱切的喜愛呢?
[00:07:03.200 --> 00:07:15.200]  第一,這本書寫成的時候,他用的語言是西族人的語言。
[00:07:15.200 --> 00:07:23.200]  第二個原因是他們不太明白這本書。
[00:07:23.200 --> 00:07:34.200]  因為你沒辦法,如果你明白了這本書,你仍然是一個西族人的話,
[00:07:34.200 --> 00:07:39.200]  根本你就是不明白。
[00:07:39.200 --> 00:07:49.200]  你不可能明白傳道書,但你仍然是一個虛無主義者。
[00:07:49.200 --> 00:07:58.200]  但不只是那些西族人發覺傳道書很有趣。
[00:07:58.200 --> 00:08:07.200]  早期的拉比也覺得這本書很奇怪。
[00:08:07.200 --> 00:08:17.200]  早期的拉比他們甚至為了傳道書是否應該放在聖經裡面來辯論。
[00:08:17.200 --> 00:08:29.200]  Stephen 說這本傳道書是聖經裡面的黑羊。
[00:08:29.200 --> 00:08:37.200]  Wyscott也說這是聖經裡面最奇怪的一本書。
[00:08:37.200 --> 00:08:47.200]  因為它對於神的指紋來說有一個很深層的意義。
[00:08:47.200 --> 00:08:55.200]  未來的十晚我們會慢慢去研讀這本這麼精彩的書。
[00:08:55.200 --> 00:09:01.200]  這位作者的名字叫Kohelev。
[00:09:01.200 --> 00:09:04.200]  這其實是他的筆名。
[00:09:04.200 --> 00:09:12.200]  是他的名號。
[00:09:12.200 --> 00:09:18.200]  這個字只有在聖經裡面這個地方出現過。
[00:09:18.200 --> 00:09:22.200]  所以他用不同的形式被演繹出來。
[00:09:25.200 --> 00:09:32.200]  NASB聖經就說他是一個傳道者。
[00:09:32.200 --> 00:09:38.200]  NEB就說他是一個說話的人。
[00:09:38.200 --> 00:09:43.200]  NIV聖經就說他是一個教師。
[00:09:43.200 --> 00:09:49.200]  TEV版本就說他是一個哲學家。
[00:09:49.200 --> 00:09:56.200]  亞瑟穆斯就說他是一個哲學教師。
[00:09:56.200 --> 00:10:04.200]  這個人寫了一本很奇怪又很有趣的書。
[00:10:04.200 --> 00:10:12.200]  今晚我會給大家一個很簡單的概覽去看這本傳道書。
[00:10:12.200 --> 00:10:17.200]  我用四三二一來看這本書。
[00:10:17.200 --> 00:10:20.200]  有四個大的問題在這本書裡面會問出來。
[00:10:20.200 --> 00:10:27.200]  書裡面已經提到三個人生裡面重要的呼召。
[00:10:27.200 --> 00:10:32.200]  書裡面提到兩種的人生。
[00:10:32.200 --> 00:10:40.200]  然後有一個很重要的神聖的忠告。
[00:10:40.200 --> 00:10:51.200]  四個大的問題,三個呼召,兩個人生,一個很偉大的總結。
[00:10:51.200 --> 00:10:54.200]  我們逐一來看。
[00:10:54.200 --> 00:11:04.200]  首先傳道書有十二章的聖經,他會回答四個問題。
[00:11:04.200 --> 00:11:16.200]  第一個問題是為什麼人生充滿無奈和沮喪?
[00:11:16.200 --> 00:11:24.200]  他談及到生命裡面的掙扎在傳道書的一至三章裡面。
[00:11:24.200 --> 00:11:31.200]  第二個問題,生命是從哪裡而來的呢?
[00:11:31.200 --> 00:11:39.200]  在傳道書的四至六章,他談及到生命的源頭的問題。
[00:11:39.200 --> 00:11:47.200]  第三個問題,我們要怎樣去度過我們的人生?
[00:11:47.200 --> 00:11:56.200]  傳道書七至十一章幫我們講到做一個生命的好管家。
[00:11:56.200 --> 00:12:01.200]  第一,生命的掙扎,為什麼人生充滿無奈和沮喪?
[00:12:01.200 --> 00:12:08.200]  第一至第三章,生命的源頭,生命從何而來?
[00:12:08.200 --> 00:12:17.200]  第四至第六章,生命的好管家,我們要怎樣過我們的人生?
[00:12:17.200 --> 00:12:26.200]  傳道書七至十一章。
[00:12:26.200 --> 00:12:35.200]  最後就是人生的意義是什麼呢?換句話來說就是人生的重要性。
[00:12:35.200 --> 00:12:43.200]  這個談及到人生的重要性或者是人生的秘訣,就是最後的一章第十二章。
[00:12:43.200 --> 00:12:55.200]  所以我們發現原來這本書是真的去處理人生裏面很重要的問題。
[00:12:55.200 --> 00:13:04.200]  這本書不是寫給那些想要在人生裏面找到簡單答案的人。
[00:13:04.200 --> 00:13:11.200]  因為生命是很複雜的,有時人生是很令人混亂的。
[00:13:11.200 --> 00:13:17.200]  這本書就是探討這些問題。
[00:13:17.200 --> 00:13:35.200]  首先它處理到人面對的兩難,第二它處理到人生裏面的迷思。
[00:13:35.200 --> 00:13:44.200]  當它處理人的兩難和生命的迷思的時候,
