
[00:00:00.000 --> 00:00:04.920]  我哋再畀啲熱烈嘅掌聲多謝
[00:00:04.920 --> 00:00:07.400]  喜樂報道團
[00:00:07.400 --> 00:00:14.440]  我想同大家講一個
[00:00:14.440 --> 00:00:17.880]  十五年前我一個嘅親身嘅經歷
[00:00:17.880 --> 00:00:22.200]  喺十五年前我有機會喺廣州市
[00:00:22.200 --> 00:00:24.560]  去一間教會出席一個
[00:00:24.560 --> 00:00:26.560]  師班嘅會演
[00:00:26.560 --> 00:00:31.400]  當時大致上係全廣州市大約十幾間教會
[00:00:31.400 --> 00:00:33.720]  每一間教會就出一個師班
[00:00:33.720 --> 00:00:35.720]  嚟到去其中一間教會裏面
[00:00:35.720 --> 00:00:37.720]  然後輪住一齊去唱歌
[00:00:37.720 --> 00:00:39.720]  一齊去分享
[00:00:39.720 --> 00:00:41.720]  去到最後一個嘅
[00:00:41.720 --> 00:00:43.720]  師班出現
[00:00:43.720 --> 00:00:45.720]  佢叫方川教會
[00:00:45.720 --> 00:00:50.520]  出嚟嘅同其他師班好唔同嘅地方
[00:00:50.520 --> 00:00:52.520]  其中一個最令我記得嘅
[00:00:52.520 --> 00:00:54.520]  就係佢嘅人數好少
[00:00:55.520 --> 00:00:57.520]  大約有十個人
[00:00:57.520 --> 00:01:00.640]  佢哋出嚟嗰陣時排隊上嚟嗰陣時好特別
[00:01:00.640 --> 00:01:03.040]  因為佢哋係手拖住手
[00:01:03.040 --> 00:01:05.040]  咁樣上台去唱歌
[00:01:05.040 --> 00:01:07.520]  原來當佢哋上到嚟嗰陣時
[00:01:07.520 --> 00:01:09.520]  我發覺佢哋每一個
[00:01:09.520 --> 00:01:11.520]  都係失明嘅人士
[00:01:11.520 --> 00:01:16.320]  後來我知道佢哋每一個弟兄姊妹
[00:01:16.320 --> 00:01:19.160]  都係起碼有七十歲
[00:01:19.160 --> 00:01:23.240]  當佢哋一開口唱歌嗰陣時
[00:01:23.240 --> 00:01:25.240]  嗰啲嘅聲音
[00:01:25.240 --> 00:01:28.080]  我仲記得十五年
[00:01:28.080 --> 00:01:30.560]  我仲記得我嘅眼淚
[00:01:30.560 --> 00:01:32.560]  就忍唔住
[00:01:32.560 --> 00:01:36.000]  呢個嘅感動
[00:01:36.000 --> 00:01:40.240]  當頭先喜樂暴露團唱佢哋第一首詩歌嗰陣時
[00:01:40.240 --> 00:01:42.240]  再一次淋到
[00:01:42.240 --> 00:01:45.520]  淋到我身上
[00:01:45.520 --> 00:01:48.800]  當我聽到佢哋唱第一首詩歌嗰陣時
[00:01:48.800 --> 00:01:51.800]  我嘅眼淚又忍唔住
[00:01:51.800 --> 00:01:53.800]  我喺度諗
[00:01:53.800 --> 00:01:57.080]  究竟呢個係出於一份嘅同情
[00:01:57.080 --> 00:02:00.520]  去睇到一班失明人士去唱歌
[00:02:00.520 --> 00:02:02.520]  係出於一份嘅
[00:02:02.520 --> 00:02:04.520]  感動因為佢哋嘅詩歌
[00:02:04.520 --> 00:02:06.520]  唱得好好
[00:02:06.520 --> 00:02:10.680]  定話係出於一份嘅感恩
[00:02:10.680 --> 00:02:13.320]  我答案好肯定嘅話
[00:02:13.320 --> 00:02:15.320]  係出於一份嘅感恩
[00:02:15.320 --> 00:02:17.320]  包括十五年前
[00:02:17.320 --> 00:02:19.320]  包括今日
[00:02:19.320 --> 00:02:23.800]  呢份嘅感恩係因為我要感謝我所相信嘅神
[00:02:23.800 --> 00:02:27.560]  因為無論喺人嘅眼中睇嚟
[00:02:27.560 --> 00:02:30.760]  呢班嘅人嘅生命
[00:02:30.760 --> 00:02:32.760]  係幾咁唔完整
[00:02:32.760 --> 00:02:34.760]  係幾咁有缺陷
[00:02:34.760 --> 00:02:37.400]  但係我哋嘅神
[00:02:37.400 --> 00:02:39.400]  愛佢哋每一個
[00:02:39.400 --> 00:02:43.400]  呢份嘅感恩我要感謝神
[00:02:43.400 --> 00:02:45.400]  係因為無論佢哋生命上面
[00:02:45.400 --> 00:02:48.520]  喺人睇嚟係幾咁嘅唔完美
[00:02:48.520 --> 00:02:50.520]  但係當神
[00:02:50.520 --> 00:02:52.520]  當耶穌進入佢哋嘅生命嘅時候
[00:02:52.520 --> 00:02:54.520]  佢哋嘅生命
[00:02:54.520 --> 00:02:56.520]  就唔一樣
[00:02:56.520 --> 00:02:58.520]  佢哋嘅生命
[00:02:58.520 --> 00:03:00.520]  就充滿咗喜樂
[00:03:00.520 --> 00:03:02.520]  同埋充滿咗盼望
[00:03:02.520 --> 00:03:04.520]  聖經
[00:03:04.520 --> 00:03:06.520]  亦都記載咗一個
[00:03:06.520 --> 00:03:08.520]  有關於失明人嘅故事
[00:03:08.520 --> 00:03:10.520]  頭先
[00:03:10.520 --> 00:03:12.520]  我冇同呢個姐妹夾定嘅
[00:03:12.520 --> 00:03:14.520]  但原來我哋用同一段嘅經文
[00:03:14.520 --> 00:03:16.520]  係來自於漢弗音第九章
[00:03:16.520 --> 00:03:18.520]  大家唔需要揭
[00:03:18.520 --> 00:03:20.520]  我可以讀俾你聽
[00:03:20.520 --> 00:03:22.520]  係來自新普及譯本
[00:03:22.520 --> 00:03:24.520]  漢弗音第九章第一到第三節
[00:03:24.520 --> 00:03:26.520]  佢哋咁樣話
[00:03:26.520 --> 00:03:28.520]  耶穌走在路上
[00:03:28.520 --> 00:03:30.520]  看見一個天生眼黑的人
[00:03:30.520 --> 00:03:32.520]  門徒就問耶穌
[00:03:32.520 --> 00:03:34.520]  佢拉比
[00:03:34.520 --> 00:03:36.520]  老師點解呢個人
[00:03:36.520 --> 00:03:38.520]  生嚟就係黑眼呢
[00:03:38.520 --> 00:03:40.520]  係因為佢自己嘅罪
[00:03:40.520 --> 00:03:42.520]  定係因為佢父母嘅罪
[00:03:42.520 --> 00:03:44.520]  耶穌就回答
[00:03:44.520 --> 00:03:46.520]  唔係因為佢嘅罪
[00:03:46.520 --> 00:03:48.520]  或者係因為佢父母嘅罪
[00:03:48.520 --> 00:03:50.520]  而係因為要喺
[00:03:50.520 --> 00:03:52.520]  佢嘅身上面
[00:03:52.520 --> 00:03:54.520]  顯出神嘅大能
[00:03:54.520 --> 00:03:56.520]  當時
[00:03:56.520 --> 00:03:58.520]  門徒見到呢個天生
[00:03:58.520 --> 00:04:00.520]  盲眼嘅人
[00:04:00.520 --> 00:04:02.520]  佢哋第一個反應
[00:04:02.520 --> 00:04:04.520]  佢哋就好想知道
[00:04:04.520 --> 00:04:06.520]  究竟呢個人點解會係盲咗眼呢
[00:04:06.520 --> 00:04:08.520]  今日
[00:04:08.520 --> 00:04:10.520]  好似我哋好多人都相信
[00:04:10.520 --> 00:04:12.520]  可能係有前生
[00:04:12.520 --> 00:04:14.520]  係有因果嘅
[00:04:14.520 --> 00:04:16.520]  善有善報
[00:04:16.520 --> 00:04:18.520]  惡有惡報嘅
[00:04:18.520 --> 00:04:20.520]  所以我哋第一件事見到個人盲咗眼
[00:04:20.520 --> 00:04:22.520]  我哋就會問
[00:04:22.520 --> 00:04:24.520]  究竟係咪佢嘅錯
[00:04:24.520 --> 00:04:26.520]  一定話係佢父母嘅錯
[00:04:26.520 --> 00:04:28.520]  所以今日我哋
[00:04:28.520 --> 00:04:30.520]  因為相信有前生嘅時候
[00:04:30.520 --> 00:04:32.520]  所以我喺日常生活裏面
[00:04:32.520 --> 00:04:34.520]  我哋一生裏面盡量做好多嘅善事
[00:04:34.520 --> 00:04:36.520]  我哋會去添香油
[00:04:36.520 --> 00:04:38.520]  我哋會去放生
[00:04:38.520 --> 00:04:40.520]  期望喺我哋生命裏面
[00:04:40.520 --> 00:04:42.520]  做好多善事
[00:04:42.520 --> 00:04:44.520]  以至可能跟住落嚟我哋嘅後代
[00:04:44.520 --> 00:04:46.520]  就唔使受一啲
[00:04:46.520 --> 00:04:48.520]  嘅痛苦
[00:04:48.520 --> 00:04:50.520]  因為知道
[00:04:50.520 --> 00:04:52.520]  可能喺我哋生命裏面
[00:04:52.520 --> 00:04:54.520]  做一啲善事嘅時候
[00:04:54.520 --> 00:04:56.520]  我哋就可以彌補咗
[00:04:56.520 --> 00:04:58.520]  為咗下一代
[00:04:58.520 --> 00:05:00.520]  所以
[00:05:00.520 --> 00:05:02.520]  當耶穌嘅門徒
[00:05:02.520 --> 00:05:04.520]  都好似我哋好多人咁樣
[00:05:04.520 --> 00:05:06.520]  當佢睇到呢個心靈嘅人嘅時候
[00:05:06.520 --> 00:05:08.520]  佢自然就諗到
[00:05:08.520 --> 00:05:10.520]  係邊一個嘅錯
[00:05:10.520 --> 00:05:12.520]  自然我哋都係能夠知道
[00:05:12.520 --> 00:05:14.520]  究竟我哋好想知道
[00:05:14.520 --> 00:05:16.520]  個原因係點解
[00:05:16.520 --> 00:05:18.520]  但係耶穌嘅回答
[00:05:18.520 --> 00:05:20.520]  唔係咁
[00:05:20.520 --> 00:05:22.520]  耶穌嘅回答好直接
[00:05:22.520 --> 00:05:24.520]  即刻就話畀佢聽
[00:05:24.520 --> 00:05:26.520]  呢個唔係呢個盲眼嘅人嘅罪
[00:05:26.520 --> 00:05:28.520]  亦都唔係佢父母嘅罪
[00:05:28.520 --> 00:05:30.520]  耶穌好清楚指出一個道理
[00:05:30.520 --> 00:05:32.520]  我哋今日所眼見嘅
[00:05:32.520 --> 00:05:34.520]  結果唔一定
[00:05:34.520 --> 00:05:36.520]  係由單一嘅原因
[00:05:36.520 --> 00:05:38.520]  單一嘅因素所構成
[00:05:38.520 --> 00:05:40.520]  而呢啲所謂嘅結果
[00:05:40.520 --> 00:05:42.520]  亦都絕對唔能夠
[00:05:42.520 --> 00:05:44.520]  去描寫或者去決定咗
[00:05:44.520 --> 00:05:46.520]  呢一個人嘅一生
[00:05:46.520 --> 00:05:48.520]  嘅生命係點樣
[00:05:48.520 --> 00:05:52.520]  我諗相信大家亦都會同意
[00:05:52.520 --> 00:05:54.520]  亦都明白耶穌嘅講法
[00:05:54.520 --> 00:05:56.520]  因為喺我哋日常生活
[00:05:56.520 --> 00:05:58.520]  裡面確實係有好多嘅事情
[00:05:58.520 --> 00:06:00.520]  唔係我哋可以計算
[00:06:00.520 --> 00:06:02.520]  喺裏面嘅
[00:06:02.520 --> 00:06:04.520]  我所見嘅可能係
[00:06:04.520 --> 00:06:06.520]  爸爸媽媽好有才華嘅
[00:06:06.520 --> 00:06:08.520]  但係佢嘅仔女
[00:06:08.520 --> 00:06:10.520]  唔一定係好出色
[00:06:10.520 --> 00:06:12.520]  相反嘅可能
[00:06:12.520 --> 00:06:14.520]  喺生長喺一個好平凡嘅家庭
[00:06:14.520 --> 00:06:16.520]  裏面仔女
[00:06:16.520 --> 00:06:18.520]  係非常之出眾
[00:06:18.520 --> 00:06:20.520]  又或者我哋會睇到一個
[00:06:20.520 --> 00:06:22.520]  好勤力工作嘅人
[00:06:22.520 --> 00:06:24.520]  唔一定保證佢能夠就獲得
[00:06:24.520 --> 00:06:26.520]  上司嘅賞識而升職
[00:06:26.520 --> 00:06:28.520]  反而係一個
[00:06:28.520 --> 00:06:32.520]  唔係咁老實
[00:06:32.520 --> 00:06:34.520]  好識講大話嘅人
[00:06:34.520 --> 00:06:36.520]  你發覺佢好容易上咗位
[00:06:36.520 --> 00:06:38.520]  原來
[00:06:38.520 --> 00:06:40.520]  喺我哋生命裏面
[00:06:40.520 --> 00:06:42.520]  就係充滿咗咁多
[00:06:42.520 --> 00:06:44.520]  不可以預知
[00:06:44.520 --> 00:06:46.520]  不可以掌握
[00:06:46.520 --> 00:06:48.520]  冇辦法解釋
[00:06:48.520 --> 00:06:52.520]  所以最近一套嘅劇集
[00:06:52.520 --> 00:06:54.520]  原本嗰個人覺得
[00:06:54.520 --> 00:06:56.520]  好人有好報
[00:06:56.520 --> 00:06:58.520]  最後佢都轉軚
[00:06:58.520 --> 00:07:00.520]  冇錯
[00:07:00.520 --> 00:07:02.520]  好多嘅苦難
[00:07:02.520 --> 00:07:04.520]  好多嘅唔同嘅世界觀
[00:07:04.520 --> 00:07:06.520]  好多唔同宗教
[00:07:06.520 --> 00:07:08.520]  對苦難嘅解釋
[00:07:08.520 --> 00:07:10.520]  可能都唔一樣
[00:07:10.520 --> 00:07:12.520]  但係我諗都有一個好肯定嘅答案
[00:07:12.520 --> 00:07:14.520]  就係
[00:07:14.520 --> 00:07:16.520]  人生裏面
[00:07:16.520 --> 00:07:18.520]  無論你喺邊一個階段
[00:07:18.520 --> 00:07:20.520]  人生裏面總係充滿咗
[00:07:20.520 --> 00:07:22.520]  有困難
[00:07:22.520 --> 00:07:24.520]  人生總係充滿咗有起有跌
[00:07:24.520 --> 00:07:26.520]  唔係我哋可以預測
[00:07:26.520 --> 00:07:28.520]  裏面
[00:07:28.520 --> 00:07:30.520]  耶穌跟住
[00:07:30.520 --> 00:07:32.520]  對門徒點樣講呢
[00:07:32.520 --> 00:07:34.520]  耶穌佢話
[00:07:34.520 --> 00:07:36.520]  係要喺呢個盲眼嘅人
[00:07:36.520 --> 00:07:38.520]  身上顯出
[00:07:38.520 --> 00:07:40.520]  神嘅作為
[00:07:40.520 --> 00:07:42.520]  大家唔好誤會咗呢段經文講
[00:07:42.520 --> 00:07:44.520]  就係因為神要顯出佢嘅作為
[00:07:44.520 --> 00:07:46.520]  所以呢令到呢個人
[00:07:46.520 --> 00:07:48.520]  佢一生咁痛苦
[00:07:48.520 --> 00:07:50.520]  令到佢盲
[00:07:50.520 --> 00:07:52.520]  為咗可以顯示佢有幾咁嘅大嘅能力
[00:07:52.520 --> 00:07:54.520]  你誤會咗呢段經文
[00:07:54.520 --> 00:07:56.520]  嗰個重點
[00:07:56.520 --> 00:07:58.520]  相反就係話
[00:07:58.520 --> 00:08:00.520]  神藉住佢哋
[00:08:00.520 --> 00:08:02.520]  有缺陷嘅一生
[00:08:02.520 --> 00:08:04.520]  相反可以
[00:08:04.520 --> 00:08:06.520]  睇到神嗰種嘅作為
[00:08:06.520 --> 00:08:08.520]  作為嘅意思就係
[00:08:08.520 --> 00:08:10.520]  睇到神嘅大能
[00:08:10.520 --> 00:08:12.520]  耶穌基督
[00:08:12.520 --> 00:08:14.520]  對門徒嘅回答
[00:08:14.520 --> 00:08:16.520]  冇即時
[00:08:16.520 --> 00:08:18.520]  要解決咗呢班
[00:08:18.520 --> 00:08:20.520]  盲眼嘅人嘅問題
[00:08:20.520 --> 00:08:22.520]  反而去帶門徒
[00:08:22.520 --> 00:08:24.520]  或者帶我哋每一個
