
[00:00:00.000 --> 00:00:04.700]  我們怎麼能夠彼此幫助讓我們熟齡的生命成長
[00:00:04.700 --> 00:00:07.400]  嬰兒當然要人照顧對不對
[00:00:07.400 --> 00:00:11.000]  但是我們在成長的過程當中
[00:00:11.000 --> 00:00:13.700]  實際上也需要人的幫助
[00:00:13.700 --> 00:00:18.400]  讓我們能夠更快更健康的能夠長大起來
[00:00:18.400 --> 00:00:21.700]  那麼今天我希望跟你們分享幾方面
[00:00:21.700 --> 00:00:24.200]  可以彼此幫助一塊去成長
[00:00:24.200 --> 00:00:28.700]  學習互相幫助做一個熟齡的大人
[00:00:28.700 --> 00:00:32.700]  首先第一件事情我感覺到我們需要學習的是什麼呢
[00:00:32.700 --> 00:00:35.700]  我們要學習要肯定每一個人的價值
[00:00:35.700 --> 00:00:38.700]  藉著肯定每一個人的價值
[00:00:38.700 --> 00:00:41.700]  我們能夠幫助大家一塊去學習成長
[00:00:41.700 --> 00:00:47.700]  為什麼肯定一個人的價值是那麼重要
[00:00:47.700 --> 00:00:48.700]  很簡單嘛
[00:00:48.700 --> 00:00:53.700]  因為如果我們不能夠肯定每個人都有價值的時候
[00:00:53.700 --> 00:00:59.700]  我們不會投資我們的時間我們的精力在這個人生上面
[00:00:59.700 --> 00:01:01.700]  用了等於沒有用
[00:01:01.700 --> 00:01:02.700]  因為這個沒有價值的嘛
[00:01:02.700 --> 00:01:06.700]  為什麼要花時間花精力花金錢
[00:01:06.700 --> 00:01:10.700]  投資在一些沒有價值的事情上面對不對
[00:01:10.700 --> 00:01:14.700]  所以呢我們必須要肯定神所創造的每一個人
[00:01:14.700 --> 00:01:16.700]  當他放在這個世界上面的時候
[00:01:16.700 --> 00:01:18.700]  都是有他的價值的
[00:01:18.700 --> 00:01:20.700]  那麼如果他有價值的時候呢
[00:01:20.700 --> 00:01:23.700]  很簡單我們就學習彼此接納
[00:01:23.700 --> 00:01:25.700]  不論你看感覺到他的價值有多少
[00:01:25.700 --> 00:01:27.700]  只要他是有價值的時候
[00:01:27.700 --> 00:01:30.700]  我們就學習要彼此去接納
[00:01:30.700 --> 00:01:32.700]  那麼保羅在這方面也有提醒
[00:01:32.700 --> 00:01:34.700]  他說你們要彼此接納
[00:01:34.700 --> 00:01:37.700]  如同基督接納了你們一樣
[00:01:37.700 --> 00:01:41.700]  是榮耀歸給神
[00:01:41.700 --> 00:01:45.700]  我不曉得你們看到這封聖經的時候呢
[00:01:45.700 --> 00:01:49.700]  大家有沒有問題去接納教會你們的人
[00:01:49.700 --> 00:01:51.700]  我曉得人們國語崇拜的人比較少一點點
[00:01:51.700 --> 00:01:54.700]  他們每一個人都是比較認真的對不對
[00:01:54.700 --> 00:01:56.700]  那時候教會裡面很多人
[00:01:56.700 --> 00:01:58.700]  有不同的人
[00:01:58.700 --> 00:02:03.700]  不曉得您有沒有問題去接納教會裡面的每一個人
[00:02:03.700 --> 00:02:05.700]  特別是那些剛來我們教會的
[00:02:05.700 --> 00:02:07.700]  或者是剛剛信主的
[00:02:07.700 --> 00:02:11.700]  剛剛來參加你們的小組的
[00:02:11.700 --> 00:02:16.700]  我們是否真的每一個人都能夠接納呢
[00:02:16.700 --> 00:02:17.700]  按照我的觀察一般來講
[00:02:17.700 --> 00:02:21.700]  我相信大部分人都應該沒問題的吧
[00:02:21.700 --> 00:02:23.700]  我們都是nice guy nice girl
[00:02:23.700 --> 00:02:25.700]  我們都是蠻好的人
[00:02:25.700 --> 00:02:28.700]  接納人一般來講都應該沒有問題
[00:02:28.700 --> 00:02:33.700]  只不過可能漸進在我們的小組裡面
[00:02:33.700 --> 00:02:36.700]  在你教會認識的人當中有一個兩個
[00:02:36.700 --> 00:02:38.700]  不是很多
[00:02:38.700 --> 00:02:40.700]  但是就是有一個有兩個
[00:02:40.700 --> 00:02:42.700]  我們對他們的行為
[00:02:42.700 --> 00:02:43.700]  他們的說話
[00:02:43.700 --> 00:02:46.700]  他們做事的方法
[00:02:46.700 --> 00:02:51.700]  或者是包括他們一些生活的態度
[00:02:51.700 --> 00:02:55.700]  我們就是感覺到有一點點吃不消
[00:02:55.700 --> 00:02:58.700]  有沒有這樣的人在教會當中
[00:02:58.700 --> 00:02:59.700]  在教會裡面的碰到人裡面
[00:02:59.700 --> 00:03:05.700]  有沒有人令你有這樣的感覺沒有
[00:03:05.700 --> 00:03:07.700]  當我們遇到這些人的時候呢
[00:03:07.700 --> 00:03:09.700]  當然我喜歡的跟他多交往嘛
[00:03:09.700 --> 00:03:11.700]  不喜歡的感覺他不舒服的
[00:03:11.700 --> 00:03:15.700]  就不想跟他多聯繫對不對
[00:03:15.700 --> 00:03:17.700]  問題是保羅怎麼教導我們的呢
[00:03:17.700 --> 00:03:19.700]  保羅怎麼說呢
[00:03:19.700 --> 00:03:22.700]  保羅說你們要彼此接納
[00:03:22.700 --> 00:03:27.700]  如同基督接納你們一樣
[00:03:27.700 --> 00:03:31.700]  如果我們感覺到人都是不完美的嘛
[00:03:31.700 --> 00:03:33.700]  我們常常在教會都是這樣講
[00:03:33.700 --> 00:03:36.700]  人都是不完美不完全
[00:03:36.700 --> 00:03:39.700]  那麼我自己也不是什麼壞人
[00:03:39.700 --> 00:03:43.700]  所以耶穌就能夠接納我了
[00:03:43.700 --> 00:03:47.700]  雖然不完美但是我也是還不錯嘛
[00:03:47.700 --> 00:03:49.700]  所以耶穌接納了我
[00:03:49.700 --> 00:03:53.700]  我不曉得你會不會有這樣的想法
[00:03:53.700 --> 00:03:54.700]  如果你有這樣的想法的時候
[00:03:54.700 --> 00:03:57.700]  你要很小心很小心
[00:03:57.700 --> 00:04:02.700]  因為保羅在羅馬書第三章第九節跟第十節
[00:04:02.700 --> 00:04:03.700]  PowerPoint沒有的
[00:04:03.700 --> 00:04:05.700]  但是我讀給你們聽
[00:04:05.700 --> 00:04:09.700]  保羅在羅馬書第三章第九節跟第十節那裡說
[00:04:09.700 --> 00:04:14.700]  我們猶太人比外邦人強嗎
[00:04:14.700 --> 00:04:16.700]  沒有這回事
[00:04:16.700 --> 00:04:19.700]  我已經指出了猶太人和外邦人
[00:04:19.700 --> 00:04:23.700]  同樣處在罪惡的權勢底下
[00:04:23.700 --> 00:04:24.700]  正上聖經所說的
[00:04:24.700 --> 00:04:30.700]  沒有一人連一個也沒有
[00:04:30.700 --> 00:04:31.700]  所以我剛才說
[00:04:31.700 --> 00:04:32.700]  如果當我們感覺到
[00:04:32.700 --> 00:04:34.700]  耶穌會接納好像我這樣一個人
[00:04:34.700 --> 00:04:36.700]  是因為我還不錯
[00:04:36.700 --> 00:04:37.700]  雖然我還不完美
[00:04:37.700 --> 00:04:39.700]  但是我還不錯
[00:04:39.700 --> 00:04:40.700]  當你有這樣的感覺的時候
[00:04:40.700 --> 00:04:41.700]  換句話說
[00:04:41.700 --> 00:04:42.700]  我們是感覺到
[00:04:42.700 --> 00:04:46.700]  耶穌不會接納一些比你比我差的人
[00:04:46.700 --> 00:04:47.700]  你聽懂我意思嗎
[00:04:47.700 --> 00:04:49.700]  所以當我們有這樣的意念的時候
[00:04:49.700 --> 00:04:50.700]  有這樣的想法的時候
[00:04:50.700 --> 00:04:52.700]  我們要十分十分的小心
[00:04:52.700 --> 00:04:57.700]  因為這是一個錯誤的想法
[00:04:57.700 --> 00:04:59.700]  聖經的教導是什麼呢
[00:04:59.700 --> 00:05:00.700]  聖經教導我們說
[00:05:00.700 --> 00:05:02.700]  我們要像耶穌一樣去接納
[00:05:02.700 --> 00:05:05.700]  這個世界上的每一個人
[00:05:05.700 --> 00:05:07.700]  包括哪一個哪兩個
[00:05:07.700 --> 00:05:09.700]  在小組裡面在教會當中你碰到的
[00:05:09.700 --> 00:05:11.700]  可能令你感覺不舒服的
[00:05:11.700 --> 00:05:13.700]  你吃不消的人
[00:05:13.700 --> 00:05:14.700]  聖經教導我們說
[00:05:14.700 --> 00:05:17.700]  我們也需要接納他們
[00:05:17.700 --> 00:05:20.700]  他要求我們去幫助這些人
[00:05:20.700 --> 00:05:21.700]  特別是那一些在教會裡面
[00:05:21.700 --> 00:05:25.700]  我們小組裡面的人
[00:05:25.700 --> 00:05:29.700]  當我們去學習接納這些人的時候
[00:05:29.700 --> 00:05:30.700]  當然不容易
[00:05:30.700 --> 00:05:32.700]  因為我剛才說了
[00:05:32.700 --> 00:05:34.700]  如果有一些人真的令你感覺到
[00:05:34.700 --> 00:05:36.700]  吃不消
[00:05:36.700 --> 00:05:38.700]  很難
[00:05:38.700 --> 00:05:42.700]  這些人是需要有過愛的包容
[00:05:42.700 --> 00:05:45.700]  需要你去額外的去包容這些人
[00:05:45.700 --> 00:05:48.700]  因為有時候人總是人
[00:05:48.700 --> 00:05:51.700]  有時候說老實的
[00:05:51.700 --> 00:05:54.700]  我們真的感覺有些人蠻難對付
[00:05:54.700 --> 00:05:56.700]  很難去應付他
[00:05:56.700 --> 00:05:59.700]  我們真的需要額外的給我們的恩典
[00:05:59.700 --> 00:06:03.700]  去包容去接納他們
[00:06:03.700 --> 00:06:05.700]  這個就是為什麼保羅說
[00:06:05.700 --> 00:06:08.700]  當我們能夠去像耶穌基督一樣
[00:06:08.700 --> 00:06:10.700]  去接納這些人
[00:06:10.700 --> 00:06:11.700]  包容這些人
[00:06:11.700 --> 00:06:14.700]  特別是這些我們感覺到不私人
[00:06:14.700 --> 00:06:16.700]  看不上眼的這些人的時候
[00:06:16.700 --> 00:06:19.700]  就能夠做什麼事情
[00:06:19.700 --> 00:06:22.700]  使上帝的榮耀
[00:06:22.700 --> 00:06:24.700]  如果你去接納你能夠接納的人
[00:06:24.700 --> 00:06:25.700]  愛你所愛的人
[00:06:25.700 --> 00:06:27.700]  聖經也是講得很清楚
[00:06:27.700 --> 00:06:29.700]  就是不信主的人也是這樣
[00:06:29.700 --> 00:06:31.700]  但是我們是耶穌的人
[00:06:31.700 --> 00:06:33.700]  所以我們就接納那些
[00:06:33.700 --> 00:06:36.700]  好像我們自己不能夠接納的人
[00:06:36.700 --> 00:06:39.700]  讓我告訴大家一件事情
[00:06:39.700 --> 00:06:41.700]  這個是我的觀察
[00:06:41.700 --> 00:06:45.700]  這些需要我們額外去包容
[00:06:45.700 --> 00:06:49.700]  額外去用功夫去接受他們的人
[00:06:49.700 --> 00:06:54.700]  實際上他們的身體語言告訴我
[00:06:54.700 --> 00:06:57.700]  他們需要人更多的關心
[00:06:57.700 --> 00:06:59.700]  他們需要人更多的體諒
[00:06:59.700 --> 00:07:02.700]  他們需要人更大的幫忙
[00:07:02.700 --> 00:07:04.700]  因為他們有這樣的表現
[00:07:04.700 --> 00:07:06.700]  是告訴我們說
[00:07:06.700 --> 00:07:11.700]  他們心靈的深處有特別的需要
[00:07:11.700 --> 00:07:13.700]  如果我們能夠學會了
[00:07:13.700 --> 00:07:18.700]  我們能夠看到人到底心靈裡面深處
[00:07:18.700 --> 00:07:20.700]  他的需要是什麼的時候
[00:07:20.700 --> 00:07:21.700]  我告訴你
[00:07:21.700 --> 00:07:23.700]  我們就比較能夠接納這些人
[00:07:23.700 --> 00:07:28.700]  包括這一兩個好像很難去接納的人
[00:07:28.700 --> 00:07:31.700]  那麼我們怎麼才能夠看到一個人
[00:07:31.700 --> 00:07:34.700]  心靈深處的需要呢
[00:07:34.700 --> 00:07:36.700]  很簡單
[00:07:36.700 --> 00:07:39.700]  留心他們的一言一語
[00:07:39.700 --> 00:07:41.700]  一舉一動
[00:07:41.700 --> 00:07:43.700]  留心他們的行為
[00:07:43.700 --> 00:07:45.700]  留心他們的表現
[00:07:45.700 --> 00:07:46.700]  然後問
[00:07:46.700 --> 00:07:49.700]  為什麼這個人說話那麼誇張
[00:07:49.700 --> 00:07:50.700]  有看到這樣的人嗎
[00:07:50.700 --> 00:07:54.700]  為什麼這個人對人是那麼多挑剔的呢
[00:07:54.700 --> 00:07:59.700]  他為什麼那麼介意別人這樣去說他
[00:07:59.700 --> 00:08:02.700]  我就是留意去問這些問題
[00:08:02.700 --> 00:08:03.700]  然後就問
[00:08:03.700 --> 00:08:04.700]  他這些表現
[00:08:04.700 --> 00:08:05.700]  他這些行為
[00:08:05.700 --> 00:08:09.700]  到底是反映出他心靈的深處
[00:08:09.700 --> 00:08:10.700]  有什麼問題
[00:08:10.700 --> 00:08:13.700]  當你能夠從這個角度去看人的時候
[00:08:13.700 --> 00:08:14.700]  我告訴你
[00:08:14.700 --> 00:08:17.700]  你很容易就發覺問題在哪裡
[00:08:17.700 --> 00:08:18.700]  你就很容易
[00:08:18.700 --> 00:08:20.700]  原來不是說他對了
[00:08:20.700 --> 00:08:23.700]  但是你曉得為什麼他有這樣的表現
[00:08:23.700 --> 00:08:24.700]  為什麼會這樣講話
[00:08:24.700 --> 00:08:27.700]  你就能夠比較容易去接納他
[00:08:27.700 --> 00:08:29.700]  比如有一個人
[00:08:29.700 --> 00:08:32.700]  他在小組當中常常唱反調的
[00:08:32.700 --> 00:08:34.700]  有沒有這樣的人
[00:08:34.700 --> 00:08:35.700]  在教會裡面開會的時候
[00:08:35.700 --> 00:08:37.700]  常常唱反調的
[00:08:37.700 --> 00:08:39.700]  無論是誰提出意見
