
[00:00:00.000 --> 00:00:05.120]  相信大家都可能會聽過以下的說話
[00:00:05.120 --> 00:00:10.240]  假如你去一個很重要的運動比賽
[00:00:10.240 --> 00:00:13.820]  然後有個人聽到之後就跟你說
[00:00:13.820 --> 00:00:15.880]  你可以的,支持你
[00:00:15.880 --> 00:00:19.460]  你就會問,怎樣支持呀
[00:00:19.460 --> 00:00:22.020]  那個人如果是這樣回答
[00:00:22.020 --> 00:00:24.320]  精神上支持你
[00:00:24.320 --> 00:00:26.620]  如果他這樣說的時候
[00:00:26.620 --> 00:00:29.180]  應該就在表達他應該是來不了
[00:00:29.180 --> 00:00:34.040]  或者是他真的沒有什麼可以幫到手
[00:00:34.040 --> 00:00:38.900]  很多時候我們會覺得這些說話很空洞
[00:00:38.900 --> 00:00:40.700]  為什麼呢
[00:00:40.700 --> 00:00:42.740]  因為我們確實看不到
[00:00:42.740 --> 00:00:46.340]  真的有什麼幫助
[00:00:46.340 --> 00:00:48.120]  但是這樣
[00:00:48.120 --> 00:00:50.680]  有一個牧者他曾經說過
[00:00:50.680 --> 00:00:52.220]  我們基督徒
[00:00:52.220 --> 00:00:54.780]  沒有什麼可以提供給別人
[00:00:54.780 --> 00:00:56.580]  我們最能夠提供的
[00:00:56.580 --> 00:00:59.920]  就是我們的同在
[00:00:59.920 --> 00:01:01.960]  有一套電影叫做《鋼腳嶺》
[00:01:01.960 --> 00:01:03.500]  它是一套2016年
[00:01:03.500 --> 00:01:05.800]  真人真事改編的電影
[00:01:05.800 --> 00:01:07.580]  男主角Depthman Dawes
[00:01:07.580 --> 00:01:09.380]  他是在二次世界大戰裡面
[00:01:09.380 --> 00:01:13.220]  一個很想入美軍的想做軍醫
[00:01:13.220 --> 00:01:17.060]  因為他希望在破碎的世界當中
[00:01:17.060 --> 00:01:20.640]  盡力去修補彼此的裂痕
[00:01:20.640 --> 00:01:23.200]  但是他加入軍隊有一個條件
[00:01:23.200 --> 00:01:26.540]  就是不帶任何的配槍
[00:01:26.540 --> 00:01:30.120]  因為他堅守在十界裡面
[00:01:30.120 --> 00:01:33.700]  那個不可殺人的誡命
[00:01:33.700 --> 00:01:35.000]  人人都看低他
[00:01:35.000 --> 00:01:37.040]  覺得他沒什麼用
[00:01:37.040 --> 00:01:39.080]  做不了事
[00:01:39.080 --> 00:01:40.620]  覺得他是一個懦夫
[00:01:40.620 --> 00:01:43.700]  他是一個廢物
[00:01:43.700 --> 00:01:49.320]  但是Dawes他選擇在軍隊裡面有另類的服侍
[00:01:49.320 --> 00:01:54.180]  他就是勇敢走進去槍林彈雨之中
[00:01:54.180 --> 00:01:58.020]  去拯救任何一位受傷的軍人
[00:01:58.020 --> 00:02:00.320]  任何一位
[00:02:00.320 --> 00:02:04.940]  他看到的包括敵軍的傷兵
[00:02:04.940 --> 00:02:08.780]  他用另類的方法去參與這一場戰爭
[00:02:08.780 --> 00:02:11.340]  具體地去實踐和平
[00:02:11.340 --> 00:02:13.120]  因為他愛上帝
[00:02:13.120 --> 00:02:16.700]  他都愛他的鄰舍
[00:02:16.700 --> 00:02:19.260]  愛是有具體的行動
[00:02:19.260 --> 00:02:22.080]  不是只說的
[00:02:22.080 --> 00:02:24.900]  而今天這段經文同樣是講耶穌的愛
[00:02:24.900 --> 00:02:27.200]  是有具體行動
[00:02:27.200 --> 00:02:32.320]  透過洗腳這個具體的動作
[00:02:32.320 --> 00:02:34.120]  弟兄姊妹
[00:02:34.120 --> 00:02:37.440]  你願不願意去為你的弟兄姊妹
[00:02:37.440 --> 00:02:39.740]  你的鄰舍去洗腳
[00:02:39.740 --> 00:02:41.540]  你願不願意
[00:02:41.540 --> 00:02:46.660]  去服侍你的弟兄姊妹你的鄰舍呢
[00:02:46.660 --> 00:02:50.760]  我們先看第一節到第五節
[00:02:50.760 --> 00:02:54.600]  如節以前耶穌知道自己離世歸父的時候到了
[00:02:54.600 --> 00:02:57.160]  他一向愛世間屬自己的人
[00:02:57.160 --> 00:02:59.200]  就愛他們到底
[00:02:59.200 --> 00:03:02.280]  晚餐的時候魔鬼二把出賣耶穌的意思
[00:03:02.280 --> 00:03:04.580]  放在迦略人世門的耳指
[00:03:04.580 --> 00:03:06.380]  猶大心裡
[00:03:06.380 --> 00:03:09.440]  耶穌知道父已把萬有交在他手裡
[00:03:09.440 --> 00:03:12.260]  且知道自己是從神出來的
[00:03:12.260 --> 00:03:14.060]  又要回到神那裡去
[00:03:14.060 --> 00:03:15.340]  就離席站起來
[00:03:15.340 --> 00:03:17.120]  脫了衣服
[00:03:17.120 --> 00:03:19.180]  拿一條手巾束腰
[00:03:19.180 --> 00:03:21.480]  隨後把水倒在盆裡
[00:03:21.480 --> 00:03:24.040]  開始洗門徒的腳
[00:03:24.040 --> 00:03:29.940]  並用束腰的手巾擦乾
[00:03:29.940 --> 00:03:33.000]  作者去特登highlight如月節的來臨
[00:03:33.000 --> 00:03:36.340]  這個是一個猶太人的節日
[00:03:36.340 --> 00:03:39.660]  舊約出埃及記當中去記載
[00:03:39.660 --> 00:03:41.460]  如月節的羔羊
[00:03:41.460 --> 00:03:43.500]  是代替以色列人
[00:03:43.500 --> 00:03:45.800]  死的憲制
[00:03:45.800 --> 00:03:50.660]  現在基督就成為了如月節的羔羊
[00:03:50.660 --> 00:03:54.760]  去獻上自己的生命去換來救贖
[00:03:54.760 --> 00:03:59.380]  猶太人在約翰福音裡是一群宗教領袖
[00:03:59.380 --> 00:04:03.460]  他們主持耶路撒冷當中的宗教事務
[00:04:03.460 --> 00:04:07.060]  包括如月節這個節日
[00:04:07.060 --> 00:04:11.140]  那群宗教領袖非常討厭耶穌所做的事情
[00:04:11.140 --> 00:04:14.220]  包括他所行過的神蹟
[00:04:14.220 --> 00:04:17.040]  去講過的所有教導
[00:04:17.040 --> 00:04:19.600]  當然也有些人是看見耶穌
[00:04:19.600 --> 00:04:22.920]  就相信耶穌
[00:04:22.920 --> 00:04:26.000]  在十一章醫好了拉撒路之後
[00:04:26.000 --> 00:04:29.060]  五十七節 十一章五十七節
[00:04:29.060 --> 00:04:34.180]  宗教領袖就下定決心要捉拿耶穌
[00:04:34.180 --> 00:04:38.800]  在十三章約翰就表示耶穌的時候到了
[00:04:38.800 --> 00:04:40.580]  等了這麼久
[00:04:40.580 --> 00:04:43.140]  耶穌由第二章開始
[00:04:43.140 --> 00:04:45.440]  在加拿分宴那裡開始說
[00:04:45.440 --> 00:04:48.260]  時候未到一直都說未到未到
[00:04:48.260 --> 00:04:50.820]  去到十三章終於來了
[00:04:50.820 --> 00:04:54.660]  時候到了
[00:04:54.660 --> 00:04:56.960]  耶穌愛門徒愛到底
[00:04:56.960 --> 00:05:00.040]  有個與大相關的意味
[00:05:00.040 --> 00:05:01.320]  第一
[00:05:01.320 --> 00:05:03.880]  是愛得徹底
[00:05:03.880 --> 00:05:04.900]  第二
[00:05:04.900 --> 00:05:08.480]  是愛到死都在所不惜
[00:05:08.480 --> 00:05:12.080]  這一種愛是上帝愛我們這一幫罪人
[00:05:12.080 --> 00:05:14.900]  愛得十分徹底
[00:05:14.900 --> 00:05:19.240]  在三章十六節我們大家都很熟的經文
[00:05:19.240 --> 00:05:21.300]  就很具體去展現出
[00:05:21.300 --> 00:05:25.400]  神愛世人甚至將他的獨生指示給他們
[00:05:25.400 --> 00:05:28.460]  這一句說話
[00:05:28.460 --> 00:05:32.040]  這一種愛就是為朋友寫命的愛
[00:05:32.040 --> 00:05:35.120]  在第二節
[00:05:35.120 --> 00:05:36.400]  就揭曉出
[00:05:36.400 --> 00:05:40.500]  出賣耶穌的是誰 就是猶大
[00:05:40.500 --> 00:05:44.340]  但是耶穌仍然去為猶大洗腳
[00:05:44.340 --> 00:05:49.200]  即使猶大已經被魔鬼入侵了他的心
[00:05:49.200 --> 00:05:51.760]  耶穌仍然為他洗腳
[00:05:51.760 --> 00:05:56.620]  正正就是實踐出愛到底
[00:05:56.620 --> 00:05:58.420]  所以福音書裡面
[00:05:58.420 --> 00:06:01.240]  都說愛仇敵是怎樣的愛
[00:06:01.240 --> 00:06:05.840]  耶穌在這裡就示範給我們看
[00:06:05.840 --> 00:06:08.160]  很多時候我們說愛
[00:06:08.160 --> 00:06:10.200]  什麼是愛呢
[00:06:10.200 --> 00:06:13.020]  愛是有行動的
[00:06:13.020 --> 00:06:15.320]  耶穌以洗腳這個行動
[00:06:15.320 --> 00:06:20.960]  去表示向愛
[00:06:20.960 --> 00:06:21.720]  一直以來
[00:06:21.720 --> 00:06:26.080]  約翰福音中的耶穌都是一位很反傳統的耶穌
[00:06:26.080 --> 00:06:28.380]  在第二章加拿分宴那裡
[00:06:28.380 --> 00:06:32.220]  耶穌一反猶太人的潔淨禮的禮儀
[00:06:32.220 --> 00:06:35.040]  將潔淨用的那六缸水
[00:06:35.040 --> 00:06:37.600]  變成酒
[00:06:37.600 --> 00:06:43.240]  潔淨的律法被更新過來 變成服侍人的酒
[00:06:43.240 --> 00:06:46.300]  而耶穌洗腳的這個動作
[00:06:46.300 --> 00:06:52.200]  同樣都是反傳統的行動
[00:06:52.200 --> 00:06:55.520]  第四節為什麼作者要描述
[00:06:55.520 --> 00:07:00.120]  脫下衣服這個細節呢
[00:07:00.120 --> 00:07:01.160]  衣服
[00:07:01.160 --> 00:07:02.680]  你穿什麼衣服
[00:07:02.680 --> 00:07:05.760]  就代表你是一個什麼人
[00:07:05.760 --> 00:07:08.840]  例如如果你穿紫色衣服
[00:07:08.840 --> 00:07:10.880]  那些貴重顏色的衣服
[00:07:10.880 --> 00:07:12.680]  就代表你是一個有錢人
[00:07:12.680 --> 00:07:15.480]  一個達官貴人
[00:07:15.480 --> 00:07:18.040]  但這裡說耶穌脫衣服
[00:07:18.040 --> 00:07:21.640]  代表什麼呢
[00:07:21.640 --> 00:07:28.040]  脫衣服代表著卸下自己的身份
[00:07:28.040 --> 00:07:30.600]  耶穌去脫下自己的衣服
[00:07:30.600 --> 00:07:32.900]  就是甘願降卑
[00:07:32.900 --> 00:07:34.940]  由老師的身份
[00:07:34.940 --> 00:07:38.260]  降卑成為僕人
[00:07:38.260 --> 00:07:41.860]  讓因為作者在這裡實在是要回應
[00:07:41.860 --> 00:07:44.420]  路加福音裡面的教導
[00:07:44.420 --> 00:07:46.200]  在天國裡面
[00:07:46.200 --> 00:07:48.760]  哪一個是最大呢
[00:07:48.760 --> 00:07:51.320]  天國裡面最大的就是甘願
[00:07:51.320 --> 00:07:53.880]  去謙卑信復的那一位
[00:07:53.880 --> 00:07:56.960]  去服侍人的那一位
[00:07:56.960 --> 00:07:59.000]  耶穌去身為上帝
[00:07:59.000 --> 00:08:01.820]  但降卑脫下衣服
[00:08:01.820 --> 00:08:04.640]  為門徒洗腳
[00:08:04.640 --> 00:08:06.680]  所以菲勒比書說到
[00:08:06.680 --> 00:08:09.240]  基督本有神的形象
[00:08:09.240 --> 00:08:11.800]  卻不堅持自己與神同等
[00:08:11.800 --> 00:08:13.340]  反倒虛己
[00:08:13.340 --> 00:08:15.400]  取了盧卜的形象
[00:08:15.400 --> 00:08:16.920]  成為人的樣式
[00:08:16.920 --> 00:08:18.460]  既有人的樣子
[00:08:18.460 --> 00:08:20.000]  就謙卑自己
[00:08:20.000 --> 00:08:21.800]  全心信復
[00:08:21.800 --> 00:08:23.320]  以致於死
[00:08:23.320 --> 00:08:31.520]  且死在十字架上
[00:08:31.520 --> 00:08:34.080]  在我去年的實習的時候呢
[00:08:34.080 --> 00:08:38.440]  我有機會去參加到教會裡面一個關懷貧窮
[00:08:38.440 --> 00:08:42.780]  就是和信復去合作的一個關懷貧窮的學校
[00:08:42.780 --> 00:08:43.800]  當中呢
[00:08:43.800 --> 00:08:47.140]  他們就邀請了一位
[00:08:47.140 --> 00:08:52.260]  在大學裡面去教藝術的一個教授
[00:08:52.260 --> 00:08:54.820]  他叫程先生
[00:08:54.820 --> 00:08:56.360]  他去中大和APA教書
[00:08:56.360 --> 00:08:58.140]  大家可能會搜尋到
[00:08:58.140 --> 00:08:59.680]  不過
[00:08:59.680 --> 00:09:01.720]  他有什麼特別呢就是
[00:09:01.720 --> 00:09:04.280]  一個人他雖然是教書
[00:09:04.280 --> 00:09:05.560]  但是
[00:09:05.560 --> 00:09:09.140]  他選擇了用他空閒的時候
[00:09:09.140 --> 00:09:12.980]  去進入到一些受壓迫的群體當中
[00:09:12.980 --> 00:09:16.560]  你會問有什麼壓迫的群體呀
[00:09:16.560 --> 00:09:17.600]  例如
[00:09:17.600 --> 00:09:21.940]  他會走進去港鐵的車站裡面做清潔工
[00:09:21.940 --> 00:09:25.280]  去進入到清潔工的那些休息間裡面
[00:09:25.280 --> 00:09:27.840]  體會到有多麼的
[00:09:27.840 --> 00:09:29.120]  不濟
[00:09:29.120 --> 00:09:33.720]  環境裡面有多麼的不舒服
[00:09:33.720 --> 00:09:37.060]  他為這些工人去發聲
[00:09:37.060 --> 00:09:38.600]  他走進去
[00:09:38.600 --> 00:09:41.660]  這一班清潔工當中
[00:09:41.660 --> 00:09:44.740]  去進入他們在裡面
[00:09:44.740 --> 00:09:49.340]  去和他們一起的工作
[00:09:49.340 --> 00:09:52.680]  他本身是大學教書的但是他選擇了
[00:09:52.680 --> 00:09:53.960]  鋼杯
[00:09:53.960 --> 00:10:03.440]  去進入這個工作裡面
[00:10:03.440 --> 00:10:06.760]  我們看第六至十一節
[00:10:06.760 --> 00:10:09.320]  到女婿們給得金錢
[00:10:09.320 --> 00:10:11.120]  給得對他說
[00:10:11.120 --> 00:10:13.680]  主呀你洗我的腳嗎
[00:10:13.680 --> 00:10:15.460]  耶穌回答她說
[00:10:15.460 --> 00:10:18.280]  我所做的你現在不知道
[00:10:18.280 --> 00:10:20.320]  但以後會明白
[00:10:20.320 --> 00:10:24.160]  給得對他說你絕對不可洗我的腳
[00:10:24.160 --> 00:10:26.460]  耶穌回答他我若不洗你
[00:10:26.460 --> 00:10:29.020]  你就與我無分了
[00:10:29.020 --> 00:10:32.100]  聲門給得對他說主呀不僅是我的腳
[00:10:32.100 --> 00:10:34.660]  連手和頭也要洗
[00:10:34.660 --> 00:10:38.500]  耶穌對他說凡洗過的的人不需要再洗
[00:10:38.500 --> 00:10:41.060]  只要把腳一洗全身就乾淨了
[00:10:41.060 --> 00:10:43.100]  你們都是乾淨的
[00:10:43.100 --> 00:10:46.180]  然而不都是乾淨的
[00:10:46.180 --> 00:10:49.000]  耶穌已知道要出賣他的是誰
[00:10:49.000 --> 00:10:55.140]  因此說你們不都是乾淨的
[00:10:55.140 --> 00:10:58.220]  在這裡給得甚至跟其他叛徒一樣
[00:10:58.220 --> 00:11:01.040]  都不太明白耶穌為什麼要這樣做
[00:11:01.040 --> 00:11:04.620]  只是給得去說出口
[00:11:04.620 --> 00:11:05.900]  因為這個行動
[00:11:05.900 --> 00:11:10.240]  和他的身份和耶穌的身份完全不相符
[00:11:10.240 --> 00:11:12.560]  老師怎麼會為他的門生
[00:11:12.560 --> 00:11:14.860]  去做一些這麼卑微的服事呢
[00:11:14.860 --> 00:11:16.900]  洗腳
[00:11:16.900 --> 00:11:19.460]  在第六節的這一句
[00:11:19.460 --> 00:11:21.000]  本來的結構上
[00:11:21.000 --> 00:11:25.860]  是以主開首腳做結尾
[00:11:25.860 --> 00:11:27.660]  如果用我不負責任的翻譯
[00:11:27.660 --> 00:11:29.180]  大概就是
[00:11:29.180 --> 00:11:35.340]  主你為我洗腳
[00:11:35.340 --> 00:11:41.740]  作者想強調這個反差實在太大
[00:11:41.740 --> 00:11:44.300]  那耶穌怎樣去回答給得呢
[00:11:44.300 --> 00:11:47.620]  耶穌有一點諷刺的回答
[00:11:47.620 --> 00:11:48.660]  是呀
[00:11:48.660 --> 00:11:54.020]  我要洗你呀給得
[00:11:54.020 --> 00:11:56.580]  但給得再次拒絕
[00:11:56.580 --> 00:11:58.640]  耶穌說給得現在不明白
[00:11:58.640 --> 00:12:01.700]  那究竟什麼時候才明白呢
[00:12:01.700 --> 00:12:06.060]  怎樣才會明白呢
[00:12:06.060 --> 00:12:07.340]  認識基督
[00:12:07.340 --> 00:12:09.140]  是一個盡情
[00:12:09.140 --> 00:12:11.700]  認識不是一步到位
[00:12:11.700 --> 00:12:16.060]  不會突然之間叮一聲就會明白
[00:12:16.060 --> 00:12:18.860]  認識是一個過程
[00:12:18.860 --> 00:12:20.660]  在耶穌臨別的時候
[00:12:20.660 --> 00:12:23.740]  他就以洗腳作為一個其中
[00:12:23.740 --> 00:12:29.100]  一個認識祂的教導
[00:12:29.100 --> 00:12:32.700]  第八節給得他說絕對不可
[00:12:32.700 --> 00:12:36.020]  但是如果耶穌不用給得的話
[00:12:36.020 --> 00:12:38.840]  他就和耶穌無分
[00:12:38.840 --> 00:12:40.880]  他的意思就是說
[00:12:40.880 --> 00:12:44.200]  他不能夠和上帝接受
[00:12:44.200 --> 00:12:48.040]  一個永恆的團契
[00:12:48.040 --> 00:12:50.100]  在現在這個境況下
[00:12:50.100 --> 00:12:53.680]  門徒要接受耶穌的死亡的事實
[00:12:53.680 --> 00:12:54.960]  如果不是的話
[00:12:54.960 --> 00:13:01.100]  就和耶穌的死無分
[00:13:01.100 --> 00:13:03.420]  我們基督徒都是一樣
[00:13:03.420 --> 00:13:05.460]  依靠基督
[00:13:05.460 --> 00:13:09.560]  就要接受基督的死亡
[00:13:09.560 --> 00:13:14.160]  瑪利亞和耶穌他自己
[00:13:14.160 --> 00:13:16.980]  他都接受死亡的這個事實
[00:13:16.980 --> 00:13:19.280]  死亡的這一條道路
[00:13:19.280 --> 00:13:20.820]  但是相反
[00:13:20.820 --> 00:13:24.420]  猶大和彼得都是拒絕
[00:13:24.420 --> 00:13:29.020]  後來更加背叛耶穌
[00:13:29.020 --> 00:13:30.300]  第九節
[00:13:30.300 --> 00:13:31.840]  彼得的回應是
[00:13:31.840 --> 00:13:34.900]  那不如全身都洗吧
[00:13:34.900 --> 00:13:36.960]  更加表示自己
[00:13:36.960 --> 00:13:43.100]  彼得其實都是更加不明白耶穌為什麼要死
[00:13:43.100 --> 00:13:44.640]  然後第十節
[00:13:44.640 --> 00:13:47.960]  耶穌說門徒是乾淨的
[00:13:47.960 --> 00:13:52.060]  那耶穌所說的乾淨是怎樣的乾淨呢?
[00:13:52.060 --> 00:13:54.120]  在這裡至少有兩個可能性
[00:13:54.120 --> 00:13:55.640]  第一
[00:13:55.640 --> 00:13:58.200]  禮儀上的潔淨
[00:13:58.200 --> 00:14:00.260]  因為猶太人的傳統裡面
[00:14:00.260 --> 00:14:02.820]  是需要猶太人在吃飯之前
[00:14:02.820 --> 00:14:03.840]  進食之前
[00:14:03.840 --> 00:14:05.900]  清潔雙手很衛生
[00:14:05.900 --> 00:14:08.200]  也可能腳也要洗
[00:14:08.200 --> 00:14:12.300]  因為他們走路的路不是現在的路
[00:14:12.300 --> 00:14:15.880]  是沙塵棍棍的路
[00:14:15.880 --> 00:14:17.420]  第二個可能性
[00:14:17.420 --> 00:14:20.240]  就是象徵的層面上
[00:14:20.240 --> 00:14:25.100]  門徒已經被耶穌的說話所潔淨
[00:14:25.100 --> 00:14:27.660]  再沒有在那些外顯的
[00:14:27.660 --> 00:14:30.980]  物理上的禮儀上的潔淨
[00:14:30.980 --> 00:14:35.340]  因為他們已經被耶穌的說話潔淨了
[00:14:35.340 --> 00:14:40.200]  既然基督是那位傳言聖潔神的使者
[00:14:40.200 --> 00:14:41.740]  透過宣講
[00:14:41.740 --> 00:14:44.300]  透過祂的說話
[00:14:44.300 --> 00:14:46.860]  門徒當然是潔淨的
[00:14:46.860 --> 00:14:49.680]  但是十一節當然就是說出哪一個不潔淨
[00:14:49.680 --> 00:14:54.540]  那個就是猶太
[00:14:54.540 --> 00:14:56.840]  等一下節目我們有明不明白
[00:14:56.840 --> 00:14:59.660]  耶穌所做的事情呢?
[00:14:59.660 --> 00:15:02.980]  什麼叫明白呢?
[00:15:02.980 --> 00:15:08.620]  明白就是你知道怎樣去做怎樣去應用
[00:15:08.620 --> 00:15:10.660]  這樣就是明白
[00:15:10.660 --> 00:15:12.700]  如果你不明白的話
[00:15:12.700 --> 00:15:14.760]  你就不知道怎樣走
[00:15:14.760 --> 00:15:17.580]  就好像你知道一種語言
[00:15:17.580 --> 00:15:20.140]  你就會說那種語言
[00:15:20.140 --> 00:15:22.700]  你知道怎樣去踩單車
[00:15:22.700 --> 00:15:25.000]  你就會真的騎上去
[00:15:25.000 --> 00:15:27.820]  兩隻輪子這樣踩
[00:15:27.820 --> 00:15:29.340]  你明白
[00:15:29.340 --> 00:15:31.660]  你就知道怎樣走
[00:15:31.660 --> 00:15:33.460]  你不明白
[00:15:33.460 --> 00:15:36.020]  你就不知道怎樣走
[00:15:36.020 --> 00:15:37.800]  猶大和彼得
[00:15:37.800 --> 00:15:41.140]  都不明白洗腳的意義
[00:15:41.140 --> 00:15:43.180]  所以兩位的行動
[00:15:43.180 --> 00:15:44.460]  他們是有行動的
[00:15:44.460 --> 00:15:47.280]  不過是一個出賣主的行動
[00:15:47.280 --> 00:15:51.380]  而不是跟隨耶穌基督的行動
[00:15:51.380 --> 00:15:53.420]  等一下節目我們有明不明白
[00:15:53.420 --> 00:15:59.560]  洗腳的意義呢?
[00:15:59.560 --> 00:16:01.860]  十二至十五節
[00:16:01.860 --> 00:16:03.660]  耶穌洗完了他們的腳
[00:16:03.660 --> 00:16:04.940]  就穿上衣服
[00:16:04.940 --> 00:16:05.960]  又坐下
[00:16:05.960 --> 00:16:07.240]  對他們說
[00:16:07.240 --> 00:16:08.780]  我為你們所做的
