
[00:00:00.000 --> 00:00:03.640]  好,請大家繼續翻開剛才所讀那節的經文
[00:00:03.640 --> 00:00:06.800]  馬可福音八章十五節
[00:00:06.800 --> 00:00:10.200]  耶穌這樣祝福這班門徒
[00:00:10.200 --> 00:00:11.760]  他們要謹慎
[00:00:11.760 --> 00:00:15.720]  防備花里塞人的教和希律的教
[00:00:15.720 --> 00:00:17.200]  你可以讀個「教」字
[00:00:17.200 --> 00:00:18.440]  也可以讀個「孝」字
[00:00:18.440 --> 00:00:20.320]  有時叫「無教餅」
[00:00:20.320 --> 00:00:21.800]  或者我們叫「孝母」
[00:00:21.800 --> 00:00:23.600]  我們一般就說
[00:00:23.600 --> 00:00:26.040]  這些是用來焗麵包的
[00:00:26.040 --> 00:00:29.320]  那麼在近日香港的政改問題
[00:00:29.320 --> 00:00:30.960]  繼續帶來很多的分歧
[00:00:30.960 --> 00:00:31.920]  很多的紛爭
[00:00:31.920 --> 00:00:34.760]  甚至撕裂香港
[00:00:34.760 --> 00:00:37.040]  很多人對香港的未來
[00:00:37.040 --> 00:00:39.280]  為香港的前途
[00:00:39.280 --> 00:00:40.640]  有不同的想法
[00:00:40.640 --> 00:00:41.560]  想法不一
[00:00:41.560 --> 00:00:43.520]  但是各走各路
[00:00:43.520 --> 00:00:47.440]  今天我們也是很關心在這個世代裡面
[00:00:47.440 --> 00:00:48.960]  我們處身的當中
[00:00:48.960 --> 00:00:49.880]  我們很盼望
[00:00:49.880 --> 00:00:54.040]  我們也常常為我們在香港的生活
[00:00:54.040 --> 00:00:54.960]  我們去禱告
[00:00:54.960 --> 00:00:57.800]  我們很盼望我們的地方能夠是
[00:00:58.880 --> 00:00:59.840]  穩定
[00:00:59.840 --> 00:01:01.160]  我們能夠可以
[00:01:01.160 --> 00:01:02.600]  好像聖經所說
[00:01:02.600 --> 00:01:03.520]  我們能夠
[00:01:03.520 --> 00:01:05.200]  敬獻道逸的
[00:01:05.200 --> 00:01:06.400]  平安無事的
[00:01:06.400 --> 00:01:07.840]  能夠傳揚福音
[00:01:07.840 --> 00:01:08.880]  敬拜我們主
[00:01:08.880 --> 00:01:10.280]  高舉主的名字
[00:01:10.280 --> 00:01:13.440]  今天跟大家去看這段經文裡面
[00:01:13.440 --> 00:01:15.360]  講到
[00:01:15.360 --> 00:01:17.840]  耶穌和這群門徒
[00:01:17.840 --> 00:01:19.280]  講到這句話
[00:01:19.280 --> 00:01:22.400]  也感謝主當那群門徒
[00:01:22.400 --> 00:01:24.360]  經常想起要吃東西
[00:01:24.360 --> 00:01:27.000]  睡覺的題目的時候
[00:01:27.000 --> 00:01:29.120]  耶穌就借題發揮說
[00:01:29.120 --> 00:01:30.600]  當他們想是不是沒東西吃
[00:01:30.600 --> 00:01:32.000]  講到餅呢
[00:01:32.000 --> 00:01:34.600]  講到要防備法理錯人的教
[00:01:34.600 --> 00:01:36.280]  還有希律的教呢
[00:01:36.280 --> 00:01:37.640]  當然不是
[00:01:37.640 --> 00:01:38.800]  當然是講到
[00:01:38.800 --> 00:01:41.920]  裡面有一種特別的意識
[00:01:41.920 --> 00:01:43.520]  以致要防備
[00:01:43.520 --> 00:01:45.920]  在一個信徒群體之間
[00:01:45.920 --> 00:01:47.760]  在一個教會裡面
[00:01:47.760 --> 00:01:48.880]  那麼
[00:01:48.880 --> 00:01:50.840]  在耶穌處身的時代
[00:01:50.840 --> 00:01:55.360]  是羅馬帝國一個興起的時代
[00:01:55.640 --> 00:01:59.680]  羅馬帝國是以軍事政治馳名世界
[00:01:59.680 --> 00:02:01.880]  它是興起一個國家
[00:02:01.880 --> 00:02:04.680]  這個國家西方能夠去進佔
[00:02:04.680 --> 00:02:08.760]  當時整個的帝國中心
[00:02:08.760 --> 00:02:11.480]  包括了歐亞非這些地方
[00:02:11.480 --> 00:02:15.120]  但是他們是會沿用當時希臘的
[00:02:15.120 --> 00:02:18.880]  古代的文化文明
[00:02:18.880 --> 00:02:21.440]  帶入帝國裡面
[00:02:21.440 --> 00:02:24.000]  所以我們有時候說是一個希羅文化
[00:02:24.000 --> 00:02:25.240]  希羅的帝國
[00:02:25.240 --> 00:02:29.120]  以羅馬的軍事政治去統治
[00:02:29.120 --> 00:02:31.600]  以希臘傳統的文化
[00:02:31.600 --> 00:02:33.080]  一種思想
[00:02:33.080 --> 00:02:34.480]  能夠去主導
[00:02:34.480 --> 00:02:38.600]  所以它又在整個的帝國裡面
[00:02:38.600 --> 00:02:40.200]  去到不同的地方裡面
[00:02:40.200 --> 00:02:42.040]  都是採用這樣的形式
[00:02:42.040 --> 00:02:47.240]  以致它一統天下的帝國
[00:02:47.240 --> 00:02:50.560]  當處身於羅馬
[00:02:50.560 --> 00:02:53.520]  這個帝國很積極去建國的時候
[00:02:53.520 --> 00:02:56.760]  當時在帝國裡面有不同的民族
[00:02:56.760 --> 00:02:58.480]  不同的地方
[00:02:58.480 --> 00:03:03.800]  都因著羅馬一些的分封
[00:03:03.800 --> 00:03:04.840]  一些的皇帝
[00:03:04.840 --> 00:03:06.360]  讓他們來管治
[00:03:06.360 --> 00:03:10.520]  他們都為了能夠鞏固自己的地方的權勢
[00:03:10.520 --> 00:03:14.320]  為了鞏固自己的統治力量
[00:03:14.320 --> 00:03:15.640]  都各自謀算
[00:03:15.640 --> 00:03:18.240]  各自走自己的道路裡面
[00:03:18.240 --> 00:03:22.240]  今天能夠講到耶穌的背景
[00:03:22.240 --> 00:03:25.960]  我們知道提及到希律
[00:03:25.960 --> 00:03:27.200]  希律的教
[00:03:27.200 --> 00:03:32.800]  因為講到當時一個管理猶大地
[00:03:32.800 --> 00:03:35.680]  一個分封的皇帝就是希律王
[00:03:35.680 --> 00:03:40.040]  先講回何謂教或者孝
[00:03:40.040 --> 00:03:42.280]  可能大家都有不同的讀法
[00:03:42.280 --> 00:03:46.880]  《新約聖經》裡面有十四次
[00:03:46.880 --> 00:03:49.680]  關於面教或者教
[00:03:49.680 --> 00:03:50.640]  單單這樣
[00:03:50.640 --> 00:03:54.120]  當然這個就是說一些有機的物件裡面
[00:03:54.120 --> 00:03:57.120]  有機物本身有某些的菌
[00:03:57.120 --> 00:03:59.080]  能夠分解出來
[00:03:59.080 --> 00:04:01.280]  發酵的現象
[00:04:01.280 --> 00:04:03.360]  這個就是那些的教
[00:04:03.360 --> 00:04:07.320]  我們今天煮食都會用到的
[00:04:07.320 --> 00:04:10.120]  焗麵包會不會用到的?
[00:04:10.120 --> 00:04:10.920]  可能會用到
[00:04:10.920 --> 00:04:12.320]  我不太知道
[00:04:12.320 --> 00:04:13.320]  有些用發粉
[00:04:13.320 --> 00:04:14.720]  有些用面教
[00:04:14.720 --> 00:04:15.720]  都會用到這些
[00:04:15.720 --> 00:04:17.360]  使它發起來
[00:04:17.360 --> 00:04:20.160]  所以希臘文本身的字眼
[00:04:20.160 --> 00:04:22.880]  就是發熱的意思
[00:04:22.880 --> 00:04:25.160]  因為孝本身放在這裡
[00:04:25.160 --> 00:04:28.160]  它就會自己發酵
[00:04:28.160 --> 00:04:29.360]  自己就會膨脹
[00:04:29.360 --> 00:04:30.920]  或者自己會變化
[00:04:30.920 --> 00:04:33.360]  就會有這樣的力量在裡面
[00:04:33.360 --> 00:04:37.400]  究竟這個字
[00:04:37.400 --> 00:04:38.640]  出現在《聖經》裡面
[00:04:38.640 --> 00:04:40.440]  不知道大家的印象是怎麼樣
[00:04:40.440 --> 00:04:46.920]  是覺得是正面還是負面的呢?
