
[00:00:00.000 --> 00:00:01.360]  這段聖經的時候
[00:00:01.360 --> 00:00:02.940]  在什麼時間會說呢?
[00:00:02.940 --> 00:00:06.460]  我們發現通常都會在母親節那裡說的
[00:00:06.460 --> 00:00:08.220]  提到這位婦人
[00:00:08.220 --> 00:00:09.140]  兩個星期之前
[00:00:09.140 --> 00:00:11.360]  我曾經在一個香港教會的網站裡面
[00:00:11.360 --> 00:00:14.880]  聽到一位傳道人分享這位婦人的信息
[00:00:14.880 --> 00:00:16.800]  因為當天是母親節
[00:00:16.800 --> 00:00:20.160]  我就發現了這位傳道童工
[00:00:20.160 --> 00:00:23.640]  不斷提到這位婦人的名字叫做阿比薩
[00:00:23.640 --> 00:00:26.440]  後來我就發了一個電郵給他們的教會
[00:00:26.440 --> 00:00:29.360]  非常有禮貌地提一提他們的教會
[00:00:29.360 --> 00:00:30.140]  告訴他們
[00:00:30.140 --> 00:00:33.740]  其實在列王紀上第一章第三節
[00:00:33.740 --> 00:00:35.780]  那裡出現的這個名稱
[00:00:35.780 --> 00:00:37.980]  叫做阿比薩這個名稱
[00:00:37.980 --> 00:00:39.060]  其實是
[00:00:39.060 --> 00:00:44.880]  跟今天我們讀第四章第八節的這個書念婦人
[00:00:44.880 --> 00:00:46.880]  不是同一個人
[00:00:46.880 --> 00:00:49.080]  為什麼我們這麼說呢?
[00:00:49.080 --> 00:00:49.900]  是因為
[00:00:49.900 --> 00:00:50.980]  試想一想
[00:00:50.980 --> 00:00:55.920]  在列王紀上第一章第三節出現過的這位少女
[00:00:55.920 --> 00:00:56.980]  阿比薩
[00:00:56.980 --> 00:00:59.720]  當時她大概只有十三到十八歲
[00:00:59.720 --> 00:01:01.980]  大家試想一想
[00:01:01.980 --> 00:01:02.940]  試想一想
[00:01:02.940 --> 00:01:06.760]  從大衛的王朝一直到列王紀下
[00:01:06.760 --> 00:01:08.400]  第四章第八節
[00:01:08.400 --> 00:01:11.880]  第四章第八節經過多久的時間呢?
[00:01:11.880 --> 00:01:17.080]  就算由所羅門王登基一直開始
[00:01:17.080 --> 00:01:20.580]  到羅波安這個皇帝的時候
[00:01:20.580 --> 00:01:22.720]  大概已經隔了五十七年
[00:01:22.720 --> 00:01:24.860]  哪有可能是同一個人呢?
[00:01:24.860 --> 00:01:27.740]  沒錯 他們唯一相同的地方就是大家都是女人
[00:01:27.740 --> 00:01:30.900]  同一個地方就是大家都是來自書念這個地方
[00:01:30.900 --> 00:01:32.220]  其實
[00:01:32.220 --> 00:01:33.820]  如果論篇幅去計算
[00:01:33.820 --> 00:01:35.360]  這位婦人
[00:01:35.360 --> 00:01:40.800]  這位婦人其實就是一個相當詳細的故事裡面擔任女主角的人
[00:01:40.800 --> 00:01:42.460]  她有一個特別的地方
[00:01:42.460 --> 00:01:45.020]  就是她能夠捉住很多男人的心
[00:01:45.020 --> 00:01:50.540]  當然我的意思是紫經文裡面出現過的好幾位男士的心
[00:01:50.540 --> 00:01:52.620]  難怪第四章第八節那裡
[00:01:52.620 --> 00:01:55.420]  你有沒有留意聖經裡面用「大戶」這個字
[00:01:55.420 --> 00:01:58.060]  「大戶」的「大」這個字
[00:01:58.060 --> 00:02:00.440]  其實當然可以說到她的年紀
[00:02:00.440 --> 00:02:02.040]  也可以說到她的體積
[00:02:02.040 --> 00:02:03.380]  就是她的身形
[00:02:03.380 --> 00:02:04.800]  但是翻譯聖經的人
[00:02:04.800 --> 00:02:08.300]  特別是在這個字眼上用了「大戶」這個字
[00:02:08.300 --> 00:02:10.300]  當然你一聽到「大戶」這個字
[00:02:10.300 --> 00:02:11.400]  你的第一個印象
[00:02:11.400 --> 00:02:13.040]  就是覺得她非常有錢
[00:02:13.040 --> 00:02:14.400]  這也是事實
[00:02:14.400 --> 00:02:17.160]  因為聖經裡面有說她有田又有地
[00:02:17.160 --> 00:02:19.020]  又有閣樓可以加建
[00:02:19.020 --> 00:02:21.860]  當然我不知道當時會不會有僭建的問題
[00:02:21.860 --> 00:02:24.300]  但是聖經裡面也說到她有瀑人
[00:02:24.300 --> 00:02:25.760]  又有生畜等等
[00:02:25.760 --> 00:02:28.980]  肯定她是一個頗有錢的人
[00:02:28.980 --> 00:02:31.920]  用「大戶」去形容她也沒有什麼錯
[00:02:31.920 --> 00:02:33.600]  但是呢
[00:02:33.600 --> 00:02:36.860]  「大戶」這個字其實的意思就是
[00:02:36.860 --> 00:02:38.220]  「大」的意思
[00:02:38.220 --> 00:02:40.160]  就是偉大的意思
[00:02:40.160 --> 00:02:42.580]  所以其實她是一個非常重要
[00:02:42.580 --> 00:02:44.900]  非常偉大的女人
[00:02:44.900 --> 00:02:47.220]  這樣就跟第五章
[00:02:47.220 --> 00:02:49.700]  遲些我們有機會再說的一個
[00:02:49.700 --> 00:02:52.740]  在講到「乃蠻將軍」這個元帥的時候
[00:02:52.740 --> 00:02:55.180]  提到一個小女人
[00:02:55.180 --> 00:02:56.300]  小女子
[00:02:56.300 --> 00:02:58.620]  這樣就形成一個很大的對比
[00:02:58.620 --> 00:03:00.260]  一個偉大的女人
[00:03:00.260 --> 00:03:03.280]  另一個是一個很小的女人
[00:03:03.280 --> 00:03:05.840]  大與小遙遙相對
[00:03:05.840 --> 00:03:07.040]  她的偉大
[00:03:07.040 --> 00:03:08.400]  不單是她的財富
[00:03:08.400 --> 00:03:10.240]  更加就是她作為一個女人
[00:03:10.240 --> 00:03:11.240]  作為一個女人
[00:03:11.240 --> 00:03:11.940]  我們很奇怪
[00:03:11.940 --> 00:03:12.600]  在聖經裡面
[00:03:12.600 --> 00:03:13.880]  在當時代
[00:03:13.880 --> 00:03:16.780]  她竟然是一個有主見的女人
[00:03:16.780 --> 00:03:18.520]  她竟然不單是有主見
[00:03:18.520 --> 00:03:20.440]  她能夠有自己的決定
[00:03:20.440 --> 00:03:21.800]  有自主權
[00:03:21.800 --> 00:03:23.900]  而且她也有憐憫的心腸
[00:03:23.900 --> 00:03:26.260]  願意接待有需要的人
[00:03:26.260 --> 00:03:28.840]  她是一位有很強性格的女性
[00:03:28.840 --> 00:03:30.060]  也是很主動
[00:03:30.060 --> 00:03:31.220]  能夠做決定
[00:03:31.220 --> 00:03:32.020]  甚至乎
[00:03:32.020 --> 00:03:37.300]  她能夠獨立地做自己的決定
[00:03:37.300 --> 00:03:40.840]  而且也很希望能夠達到她自己的期望
[00:03:40.840 --> 00:03:41.620]  目的
[00:03:41.620 --> 00:03:43.160]  這個故事
[00:03:43.160 --> 00:03:46.220]  跟其他女性的故事在聖經裡面很不同
[00:03:47.180 --> 00:03:49.320]  因為這個故事的開頭
[00:03:49.320 --> 00:03:53.560]  完全沒有強調她需要其他人的幫助
[00:03:53.560 --> 00:03:55.960]  跟我們之前讀的窮寡婦的故事
[00:03:55.960 --> 00:03:57.120]  是完全不同的
[00:03:57.120 --> 00:04:00.840]  也沒有強調她也需要其他男性的幫助
[00:04:00.840 --> 00:04:03.160]  所以在神學界裡面
[00:04:03.160 --> 00:04:04.380]  或者是聖經界裡面
[00:04:04.380 --> 00:04:05.860]  講到婦解神學的時候
[00:04:05.860 --> 00:04:07.960]  很流行用這一段聖經
[00:04:07.960 --> 00:04:10.260]  如果你讀過她的故事的人
[00:04:10.260 --> 00:04:13.140]  你就會被她的行動打動了你的芳心
[00:04:13.140 --> 00:04:15.040]  就會被她捉住了你的心
[00:04:15.040 --> 00:04:17.720]  所以今天我們嘗試從這個女人身上
[00:04:17.720 --> 00:04:19.700]  從這段經文的文本裡面
[00:04:19.700 --> 00:04:20.500]  去解讀一下
[00:04:20.500 --> 00:04:24.880]  到底她如何能夠捉住這麼多人的鮮火心
[00:04:24.880 --> 00:04:27.660]  在我們還沒有正式進入這個故事之前
[00:04:27.660 --> 00:04:30.840]  我們首先重溝一下這段聖經的故事
[00:04:30.840 --> 00:04:33.220]  這段故事
[00:04:33.220 --> 00:04:37.360]  其實是講述在距離先知以利沙加密山上
[00:04:37.360 --> 00:04:39.680]  約有二十公里的一個城鎮
[00:04:39.680 --> 00:04:42.040]  叫做樞廉這個地方
[00:04:42.040 --> 00:04:43.680]  住了一個家庭
[00:04:43.680 --> 00:04:45.860]  這個家庭沒有兒女
[00:04:45.860 --> 00:04:47.840]  夫婦兩個人
[00:04:47.840 --> 00:04:50.580]  知道了以利沙先知在那裡經過
[00:04:50.580 --> 00:04:54.320]  所以就強迫她留在她的家裡面吃飯
[00:04:54.320 --> 00:04:56.360]  就是因為自此之後
[00:04:56.360 --> 00:04:58.780]  先知以利沙每逢經過這個地方
[00:04:58.780 --> 00:05:00.720]  都一定會去到這個家庭
[00:05:00.720 --> 00:05:02.000]  吃一頓晚飯
[00:05:02.000 --> 00:05:03.260]  或者是吃一頓麵飯
[00:05:03.260 --> 00:05:05.760]  我們不知道吃飯的中午是什麼時間
[00:05:05.760 --> 00:05:07.960]  中午還是晚餐?
[00:05:07.960 --> 00:05:10.560]  這個家庭其實是挺富有的
[00:05:10.560 --> 00:05:12.320]  所以這位女主人家
[00:05:12.320 --> 00:05:14.800]  我們稱她為樞廉的婦人
[00:05:14.800 --> 00:05:17.000]  她就跟她的丈夫建議
[00:05:17.000 --> 00:05:20.300]  既然我們看得出這是一個聖潔的神人
[00:05:20.300 --> 00:05:24.380]  不如我們可以在閣樓建一間房出來
[00:05:24.380 --> 00:05:26.720]  擺放一些很基本的家具用品
[00:05:26.720 --> 00:05:28.760]  讓先知以利沙來到的時候
[00:05:28.760 --> 00:05:30.620]  有一個自己的空間
[00:05:30.620 --> 00:05:32.240]  又可以讓他住宿
[00:05:32.240 --> 00:05:35.860]  所以先知以利沙每一次經過的時候
[00:05:35.860 --> 00:05:37.860]  都會住在那裡住宿
[00:05:37.860 --> 00:05:39.640]  當然了
[00:05:39.640 --> 00:05:42.300]  這個家庭對神人以利沙這麼好
[00:05:42.300 --> 00:05:46.140]  他就自然想辦法去報答這個家庭
[00:05:46.140 --> 00:05:49.220]  以利沙於是就叫他的僕人基哈西尼
[00:05:49.220 --> 00:05:51.380]  就叫這位婦人去他那裡
[00:05:51.380 --> 00:05:53.680]  就問他:你有沒有需要?
[00:05:53.680 --> 00:05:56.420]  其實我可以幫你去找皇帝
[00:05:56.420 --> 00:05:58.760]  甚至去找元帥幫一幫你的忙
[00:05:58.760 --> 00:06:00.660]  不過這位婦人很奇怪
