
[00:00:00.000 --> 00:00:02.400]  今日能夠站在大家當中
[00:00:02.400 --> 00:00:06.400]  其實都是一個值得感恩的事
[00:00:06.400 --> 00:00:10.000]  上年十一月知道有肺癌的時候
[00:00:10.000 --> 00:00:13.000]  很多弟兄姊妹都給我代禱
[00:00:13.000 --> 00:00:14.800]  給我的祝福
[00:00:14.800 --> 00:00:17.000]  今天能夠站在這裡
[00:00:17.000 --> 00:00:19.600]  經歷過行過死刃的幽谷
[00:00:19.600 --> 00:00:21.000]  亦都不怕遭害
[00:00:21.000 --> 00:00:24.600]  臣給我的平安是值得感恩
[00:00:24.600 --> 00:00:26.000]  開刀之後
[00:00:26.000 --> 00:00:28.600]  透氣都有點困難
[00:00:28.600 --> 00:00:31.600]  到今天可以站在這裡講話
[00:00:31.600 --> 00:00:35.600]  這真是要見證臣自己的大能
[00:00:35.600 --> 00:00:39.600]  今日想跟大家分享的一個題目就是
[00:00:39.600 --> 00:00:43.600]  從大誡命到大使命
[00:00:43.600 --> 00:00:46.600]  臣就是頒佈了誡命
[00:00:46.600 --> 00:00:51.600]  誡命我們將它總歸做兩條
[00:00:51.600 --> 00:00:56.600]  基本上就是愛人愛臣然後愛鄰舍
[00:00:56.600 --> 00:01:00.600]  愛臣愛鄰舍我們就叫大誡命
[00:01:00.600 --> 00:01:06.600]  大使命就是我們將福音帶到
[00:01:06.600 --> 00:01:10.600]  由耶路撒冷猶太傳遞一直直到地極
[00:01:10.600 --> 00:01:13.600]  中間當然經過撒瑪利亞
[00:01:13.600 --> 00:01:18.600]  是做耶穌基督的見證人
[00:01:18.600 --> 00:01:21.600]  見證人不是作見證
[00:01:21.600 --> 00:01:25.600]  作見證人不只是我口講緊要
[00:01:25.600 --> 00:01:28.600]  是我怎樣活出來
[00:01:28.600 --> 00:01:31.600]  有耶穌基督的形象
[00:01:31.600 --> 00:01:32.600]  神的形象
[00:01:32.600 --> 00:01:36.600]  這個就是做見證人的意思
[00:01:36.600 --> 00:01:39.600]  而大誡命大使命
[00:01:39.600 --> 00:01:42.600]  其實背後最重要就是一個字
[00:01:42.600 --> 00:01:44.600]  就是愛字
[00:01:44.600 --> 00:01:46.600]  我們信仰裏面信望愛
[00:01:46.600 --> 00:01:49.600]  其中最大的愛
[00:01:49.600 --> 00:01:51.600]  因為愛的緣故
[00:01:51.600 --> 00:01:56.600]  我們天上的父派耶穌來到我們世間
[00:01:56.600 --> 00:01:58.600]  是拯救我們的罪
[00:01:58.600 --> 00:02:03.600]  耶穌捨身為我們的救贖
[00:02:03.600 --> 00:02:06.600]  以致我們能夠做祂兒女
[00:02:06.600 --> 00:02:08.600]  祂亦都是愛世人
[00:02:08.600 --> 00:02:15.600]  所以祂想我們將福音帶到未得之地
[00:02:15.600 --> 00:02:17.600]  這個就是大誡命
[00:02:17.600 --> 00:02:20.600]  都是愛的推動
[00:02:20.600 --> 00:02:24.600]  所以大誡命和大誡命
[00:02:24.600 --> 00:02:27.600]  可以說是很多時候連在一起
[00:02:27.600 --> 00:02:31.600]  當我們能夠盡心盡性盡意盡力
[00:02:31.600 --> 00:02:34.600]  愛主我們的神的時候
[00:02:34.600 --> 00:02:37.600]  很自然我們會愛鄰舍
[00:02:37.600 --> 00:02:41.600]  很自然我們會將福音帶到未得之地
[00:02:41.600 --> 00:02:44.600]  有時想劃分都不是很容易
[00:02:44.600 --> 00:02:46.600]  因為我們內心的轉變就是
[00:02:46.600 --> 00:02:50.600]  一路由未信到信,以致成為門徒
[00:02:50.600 --> 00:02:53.600]  以致我們能夠獻上
[00:02:53.600 --> 00:02:57.600]  以致我們能夠為神作美好的見證
[00:02:57.600 --> 00:03:01.600]  去到外邦,去到彝族的地方
[00:03:01.600 --> 00:03:06.600]  因此今天我們一齊看一段經文去思想
[00:03:06.600 --> 00:03:08.600]  從大誡命到大誡命
[00:03:08.600 --> 00:03:11.600]  就是司唐傳十章,廿五到三十七節
[00:03:11.600 --> 00:03:13.600]  然後司唐傳一章八節
[00:03:13.600 --> 00:03:16.600]  這兩段經文裏面
[00:03:16.600 --> 00:03:22.600]  我們看到當時耶穌所面對的社會是甚麼社會
[00:03:22.600 --> 00:03:24.600]  當時的宗教領袖
[00:03:24.600 --> 00:03:31.600]  包括律法師、文士、法利賽人、祭司等等的人
[00:03:31.600 --> 00:03:36.600]  他們看到自己亡國的原因就是因為他們不守律法
[00:03:36.600 --> 00:03:38.600]  所以因此去到耶穌的時期
[00:03:38.600 --> 00:03:45.600]  他們守律法到一個程度就形成律法主義
[00:03:45.600 --> 00:03:48.600]  因此有一班的宗教領袖
[00:03:48.600 --> 00:03:53.600]  他們將對神的信仰表面化了
[00:03:53.600 --> 00:03:58.600]  重點就是我們的行為究竟可不可以討神的喜悅
[00:03:58.600 --> 00:04:01.600]  不是我和神的關係
[00:04:01.600 --> 00:04:04.600]  我對神的愛,對神的毀身
[00:04:04.600 --> 00:04:07.600]  以致我得到神的喜悅
[00:04:07.600 --> 00:04:14.600]  所以他們將核心轉移到我們可以眼見的行為
[00:04:14.600 --> 00:04:17.600]  而在這樣的背景下
[00:04:17.600 --> 00:04:20.600]  我們看看他們那班人
[00:04:20.600 --> 00:04:22.600]  看來甚麼是救恩呢?
[00:04:22.600 --> 00:04:24.600]  就是我能夠做多少事
[00:04:24.600 --> 00:04:27.600]  你知道我們的神是愛的神
[00:04:27.600 --> 00:04:32.600]  神重視的是我們對祂的愛
[00:04:32.600 --> 00:04:35.600]  並非我們能做多少事
[00:04:35.600 --> 00:04:37.600]  就如聖經說
[00:04:37.600 --> 00:04:39.600]  我可以去獻祭
[00:04:39.600 --> 00:04:43.600]  但如果我們沒有真心去敬拜的時候
[00:04:43.600 --> 00:04:45.600]  神寧願我們不去獻祭
[00:04:45.600 --> 00:04:48.600]  神寧願我們真心去敬拜祂
[00:04:48.600 --> 00:04:50.600]  我們擺下祭物
[00:04:50.600 --> 00:04:53.600]  然後專心去仰望神,敬拜神
[00:04:53.600 --> 00:04:57.600]  這就是神對我們真正的要求
[00:04:57.600 --> 00:04:59.600]  並非我們做甚麼
[00:04:59.600 --> 00:05:05.600]  看猶太人的宗教領袖,律法師,文師,法理,蔡英文
[00:05:05.600 --> 00:05:06.600]  他們不是這樣看
[00:05:06.600 --> 00:05:09.600]  他們帶動著整班以色列人
[00:05:09.600 --> 00:05:13.600]  走向一條表面化的信仰
[00:05:13.600 --> 00:05:17.600]  不是真真正正神喜悅的信仰
[00:05:17.600 --> 00:05:21.600]  他們慢慢將信仰變成了宗教
[00:05:21.600 --> 00:05:23.600]  做了這些儀式的時候
[00:05:23.600 --> 00:05:25.600]  他們認為可以討神的喜悅
[00:05:25.600 --> 00:05:31.600]  其實我們現今都會遇到這些弟兄姊妹
[00:05:31.600 --> 00:05:35.600]  我試過有弟兄姊妹來見我
[00:05:35.600 --> 00:05:37.600]  她第一個問題問
[00:05:37.600 --> 00:05:39.600]  「你靈修了嗎?」
[00:05:39.600 --> 00:05:41.600]  我回答她「有」
[00:05:41.600 --> 00:05:43.600]  第二次她又再來
[00:05:43.600 --> 00:05:46.600]  第一句又問我「你靈修了嗎?」
[00:05:46.600 --> 00:05:48.600]  我每次遇到她
[00:05:48.600 --> 00:05:51.600]  她都會說這句話「你靈修了嗎?」
[00:05:51.600 --> 00:05:53.600]  我寧願她問
[00:05:53.600 --> 00:05:57.600]  「你最近跟神的關係好嗎?」
[00:05:57.600 --> 00:05:59.600]  律法主義去到一個地步
[00:05:59.600 --> 00:06:01.600]  有時會捆綁我們
[00:06:01.600 --> 00:06:04.600]  使得我們不得到自由
[00:06:04.600 --> 00:06:06.600]  因為大家都想想
[00:06:06.600 --> 00:06:08.600]  你行為去到一個地步的時候
[00:06:08.600 --> 00:06:11.600]  你發覺我有些東西都守不到
[00:06:11.600 --> 00:06:14.600]  於是心靈裏面就會想問
[00:06:14.600 --> 00:06:16.600]  到底我自己得夠了沒有呢?
[00:06:16.600 --> 00:06:19.600]  我是不是真是神的兒女呢?
[00:06:19.600 --> 00:06:21.600]  所以有時我們信耶穌
[00:06:21.600 --> 00:06:23.600]  只是律法主義的時候
[00:06:23.600 --> 00:06:27.600]  會給我們有心靈裏面的痛苦
[00:06:27.600 --> 00:06:30.600]  我們信仰的核心就是跟神的關係
[00:06:30.600 --> 00:06:32.600]  直的關係
[00:06:32.600 --> 00:06:33.600]  我們愛神
[00:06:33.600 --> 00:06:34.600]  神愛我
[00:06:34.600 --> 00:06:35.600]  我愛神
[00:06:35.600 --> 00:06:37.600]  橫的關係
[00:06:37.600 --> 00:06:39.600]  我要愛鄰舍
[00:06:39.600 --> 00:06:44.600]  到底我們會不會將它信仰表面化
[00:06:44.600 --> 00:06:46.600]  我只是來教會
[00:06:46.600 --> 00:06:47.600]  我奉獻
[00:06:47.600 --> 00:06:49.600]  我就是叫做愛神
[00:06:49.600 --> 00:06:51.600]  到底愛神是甚麼呢?
[00:06:51.600 --> 00:06:53.600]  是想帶大家去思想一下
[00:06:53.600 --> 00:06:55.600]  從經文裏面可以看到
[00:06:55.600 --> 00:06:57.600]  如果愛神的時候
[00:06:57.600 --> 00:07:01.600]  神對我們的要求是怎樣
[00:07:01.600 --> 00:07:04.600]  這個律法師來問耶穌
[00:07:04.600 --> 00:07:08.600]  究竟我可以怎樣得到永生呢?
[00:07:08.600 --> 00:07:11.600]  其實他是想試一下耶穌
[00:07:11.600 --> 00:07:13.600]  耶穌怎樣想呢?
[00:07:13.600 --> 00:07:16.600]  跟他們主流猶太教裏面
[00:07:16.600 --> 00:07:18.600]  猶太宗教領袖
[00:07:18.600 --> 00:07:21.600]  他們的思維是否銜接呢?
[00:07:21.600 --> 00:07:23.600]  耶穌的水平去了哪裏呢?
[00:07:23.600 --> 00:07:25.600]  他就問耶穌
[00:07:25.600 --> 00:07:27.600]  其實我都很好
[00:07:27.600 --> 00:07:29.600]  我行這麼多好的事
[00:07:29.600 --> 00:07:32.600]  我是否得到永生呢?
[00:07:32.600 --> 00:07:34.600]  耶穌厲害
[00:07:34.600 --> 00:07:35.600]  耶穌就問他
[00:07:35.600 --> 00:07:36.600]  其實你學的
[00:07:36.600 --> 00:07:39.600]  你在律法書上所學的
[00:07:39.600 --> 00:07:41.600]  是怎樣說呢?
[00:07:41.600 --> 00:07:45.600]  律法師其實都頗熟聖經
[00:07:45.600 --> 00:07:50.600]  盡心盡性盡力盡義愛主
[00:07:50.600 --> 00:07:51.600]  你的神
[00:07:51.600 --> 00:07:54.600]  猶如愛倫赦予同自己
[00:07:54.600 --> 00:07:56.600]  他的答案是100分
[00:07:56.600 --> 00:07:59.600]  但是他明不明白
[00:07:59.600 --> 00:08:04.600]  甚麼叫盡心盡性盡力盡義愛主呢?
[00:08:04.600 --> 00:08:08.600]  當很重視表面行為的時候
[00:08:08.600 --> 00:08:12.600]  這些講到內心世界
[00:08:12.600 --> 00:08:14.600]  我們對神的態度
[00:08:14.600 --> 00:08:16.600]  可能他不是很明白
[00:08:16.600 --> 00:08:19.600]  於是乎他就說
[00:08:19.600 --> 00:08:22.600]  其實要愛倫赦
[00:08:22.600 --> 00:08:23.600]  他亦都講行為
[00:08:23.600 --> 00:08:24.600]  愛倫赦
[00:08:24.600 --> 00:08:26.600]  哪些是我倫赦呀?
[00:08:26.600 --> 00:08:27.600]  這樣的時候
[00:08:27.600 --> 00:08:31.600]  就希望將倫赦的範圍收窄
[00:08:31.600 --> 00:08:34.600]  以致他愛一批可愛的人
[00:08:34.600 --> 00:08:36.600]  其他人可以不用理
[00:08:36.600 --> 00:08:38.600]  如果合格的時候
[00:08:38.600 --> 00:08:40.600]  那我就得到永生
[00:08:40.600 --> 00:08:46.600]  這個就是當時的宗教領袖的思維
[00:08:46.600 --> 00:08:51.600]  耶穌就講了一個比喻給他們聽
[00:08:51.600 --> 00:08:54.600]  一般叫做好撒瑪利亞人的比喻
[00:08:54.600 --> 00:08:57.600]  一會兒我們就會進入這個比喻裡面
[00:08:57.600 --> 00:09:00.600]  但當我們去看看
[00:09:00.600 --> 00:09:04.600]  其實這條大誡命所要求的是甚麼呢?
[00:09:04.600 --> 00:09:05.600]  愛神
[00:09:05.600 --> 00:09:06.600]  愛人
[00:09:06.600 --> 00:09:10.600]  愛神,怎樣愛神呢?
[00:09:10.600 --> 00:09:11.600]  這是大誡命
[00:09:11.600 --> 00:09:13.600]  所以我們就跳後一點
[00:09:13.600 --> 00:09:16.600]  看看舊約裡面的律法書
[00:09:16.600 --> 00:09:17.600]  律法書裡面
[00:09:17.600 --> 00:09:19.600]  其中十誡講到甚麼呢?
[00:09:19.600 --> 00:09:21.600]  就是神是獨一的
[00:09:21.600 --> 00:09:22.600]  無別的神
[00:09:22.600 --> 00:09:24.600]  不可以雕刻偶像
[00:09:24.600 --> 00:09:26.600]  不可以拜偶像
[00:09:26.600 --> 00:09:28.600]  在這樣的思維裡面
[00:09:28.600 --> 00:09:29.600]  其實我們都知道
[00:09:29.600 --> 00:09:31.600]  當我們守律法
[00:09:31.600 --> 00:09:35.600]  是要尊神為至高
[00:09:35.600 --> 00:09:37.600]  神是最大
[00:09:37.600 --> 00:09:43.600]  唯有神一個比其他所有東西都重要
[00:09:43.600 --> 00:09:47.600]  而耶穌在和撒瑪利亞人的對話裡面
[00:09:47.600 --> 00:09:50.600]  他都看到大誡命就講到
[00:09:50.600 --> 00:09:54.600]  要盡心盡性盡力盡義愛我們的神
[00:09:54.600 --> 00:09:56.600]  很多時候我們講愛神
