
[00:00:00.000 --> 00:00:02.000]  各位早上好
[00:00:02.000 --> 00:00:08.520]  謝謝教父 克拉倫斯 這早上邀請我來講講
[00:00:08.520 --> 00:00:10.520]  很高興能夠在這兒在這裡
[00:00:10.520 --> 00:00:15.240]  讓我們祈禱
[00:00:15.240 --> 00:00:17.240]  聖父 我們感謝您的言語
[00:00:17.240 --> 00:00:21.560]  我們祈禱您會對我們的心靈和心靈說話
[00:00:21.560 --> 00:00:29.560]  我們祈禱您會幫助我們
[00:00:29.560 --> 00:00:32.840]  尊敬神父與我們所有人的生命
[00:00:32.840 --> 00:00:34.840]  在祂的名字中我們祈禱
[00:00:34.840 --> 00:00:41.080]  您現在需要什麼呢?
[00:00:41.080 --> 00:00:49.360]  如果我能夠從這個傷害和疾病中康復
[00:00:49.360 --> 00:00:54.360]  如果我能夠從這個財務的需求和經濟得到滿足
[00:00:54.360 --> 00:00:58.760]  如果我能夠找到正確的工作 正確的收入 正確的狀況
[00:00:58.760 --> 00:01:02.760]  如果我能夠找到好的工作 好的薪水 或者好的條件
[00:01:02.760 --> 00:01:05.760]  如果我能夠有更多時間完成我的工作
[00:01:05.760 --> 00:01:08.760]  如果我能夠有更多時間完成我的工作
[00:01:08.760 --> 00:01:13.760]  如果我能夠有更多時間完成我的工作
[00:01:13.760 --> 00:01:17.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:17.760 --> 00:01:18.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:18.760 --> 00:01:20.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:20.760 --> 00:01:22.760]  你現在需要什麼呢?
[00:01:22.760 --> 00:01:24.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:24.760 --> 00:01:26.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:26.760 --> 00:01:28.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:28.760 --> 00:01:30.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:30.760 --> 00:01:32.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:32.760 --> 00:01:34.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:34.760 --> 00:01:36.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:36.760 --> 00:01:38.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:38.760 --> 00:01:40.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:40.760 --> 00:01:42.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:42.760 --> 00:01:44.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:44.760 --> 00:01:46.760]  如果我能夠修補我和我的兒女 父母 朋友的關係
[00:01:56.760 --> 00:01:58.760]  我們總是希望事情是好的
[00:01:58.760 --> 00:02:00.760]  我們總是希望事情是好的
[00:02:00.760 --> 00:02:02.760]  我們總是希望我們的生活美好
[00:02:02.760 --> 00:02:04.760]  我們的家庭幸福
[00:02:04.760 --> 00:02:06.760]  我們的世界和平
[00:02:06.760 --> 00:02:08.760]  我們總是希望我們的生活美好
[00:02:08.760 --> 00:02:10.760]  我們的家庭幸福
[00:02:10.760 --> 00:02:12.760]  我們的世界和平
[00:02:12.760 --> 00:02:14.760]  我們希望一切都能夠解決
[00:02:14.760 --> 00:02:16.760]  我們總是希望一切都能夠解決
[00:02:16.760 --> 00:02:18.760]  我們總是希望一切都能夠解決
[00:02:18.760 --> 00:02:20.760]  我們總是希望一切都能夠解決
[00:02:20.760 --> 00:02:22.760]  我們總是希望一切都能夠解決
[00:02:22.760 --> 00:02:24.760]  我們總是希望一切都能夠解決
[00:02:24.760 --> 00:02:26.760]  我們總是希望一切都能夠解決
[00:02:26.760 --> 00:02:28.760]  我們總是希望一切都能夠解決
[00:02:28.760 --> 00:02:30.760]  我們總是希望一切都能夠解決
[00:02:30.760 --> 00:02:32.760]  我們總是希望一切都能夠解決
[00:02:32.760 --> 00:02:34.760]  我們總是希望一切都能夠解決
[00:02:34.760 --> 00:02:36.760]  我們總是希望一切都能夠解決
[00:02:36.760 --> 00:02:38.760]  我們總是希望一切都能夠解決
[00:02:38.760 --> 00:02:40.760]  我們總是希望一切都能夠解決
[00:02:40.760 --> 00:02:42.760]  我們總是希望一切都能夠解決
[00:02:42.760 --> 00:02:44.760]  我們總是希望一切都能夠解決
[00:02:44.760 --> 00:02:46.760]  我們總是希望一切都能夠解決
[00:02:46.760 --> 00:02:48.760]  我們總是希望一切都能夠解決
[00:02:48.760 --> 00:02:50.760]  我們總是希望一切都能夠解決
[00:02:50.760 --> 00:02:52.760]  我們總是希望一切都能夠解決
[00:02:52.760 --> 00:02:54.760]  我們總是希望一切都能夠解決
[00:02:54.760 --> 00:02:56.760]  我們總是希望一切都能夠解決
[00:02:56.760 --> 00:02:58.760]  我們總是希望一切都能夠解決
[00:02:58.760 --> 00:03:00.760]  我們總是希望一切都能夠解決
[00:03:00.760 --> 00:03:02.760]  我們總是希望一切都能夠解決
[00:03:02.760 --> 00:03:04.760]  我們總是希望一切都能夠解決
[00:03:04.760 --> 00:03:06.760]  我們總是希望一切都能夠解決
[00:03:06.760 --> 00:03:08.760]  我們總是希望一切都能夠解決
[00:03:08.760 --> 00:03:10.760]  我們總是希望一切都能夠解決
[00:03:10.760 --> 00:03:12.760]  我們總是希望一切都能夠解決
[00:03:12.760 --> 00:03:14.760]  我們總是希望一切都能夠解決
[00:03:14.760 --> 00:03:16.760]  我們總是希望一切都能夠解決
[00:03:16.760 --> 00:03:18.760]  我們總是希望一切都能夠解決
[00:03:18.760 --> 00:03:20.760]  我們總是希望一切都能夠解決
