
[00:00:00.000 --> 00:00:03.840]  我們繼續我們這個穿梭聖地猶的講道篇
[00:00:03.840 --> 00:00:06.920]  不是一些快閃 不是三分鐘就講完的
[00:00:06.920 --> 00:00:11.520]  很多時在遊學團當中去到解釋
[00:00:11.520 --> 00:00:15.160]  每個地方都要解釋 接著大家又怕玩不夠
[00:00:15.160 --> 00:00:17.120]  所以很快就講一下
[00:00:17.120 --> 00:00:21.560]  所以每次去到那個地方都是講三五分鐘就完
[00:00:21.560 --> 00:00:25.560]  所以我們這次去到看這個講道篇的時候
[00:00:25.560 --> 00:00:27.800]  希望多一點時間去看看聖經
[00:00:27.800 --> 00:00:32.200]  這次這個地方叫做希西嘉水道
[00:00:32.200 --> 00:00:36.080]  我們先來看這段聖經
[00:00:36.080 --> 00:00:40.160]  列王幾下二十章第二十節
[00:00:40.160 --> 00:00:43.440]  他說希西嘉其餘的事和他一切的勇力
[00:00:43.440 --> 00:00:45.240]  和合本翻譯為勇力
[00:00:45.240 --> 00:00:47.320]  或者英勇的事跡
[00:00:47.320 --> 00:00:50.280]  他怎樣造詞挖鉤引水入城
[00:00:50.280 --> 00:00:54.400]  不都寫在《猶大列王記》上嗎
[00:00:54.400 --> 00:00:56.840]  希西嘉與他的祖先同垂
[00:00:56.840 --> 00:00:59.920]  他兒子馬拉西接族他作王
[00:00:59.920 --> 00:01:01.320]  短短兩節的經文
[00:01:01.320 --> 00:01:03.200]  我這裡有三個重點
[00:01:03.200 --> 00:01:06.840]  第一個重點就是希西嘉的大事
[00:01:06.840 --> 00:01:13.400]  聖經怎樣記載他的執政期間曾經有過的大事
[00:01:13.400 --> 00:01:15.120]  第二點就是
[00:01:15.120 --> 00:01:19.760]  聖經的記載裡面信仰的生命擺在什麼位置
[00:01:19.760 --> 00:01:23.280]  就是一個人你和上帝的關係
[00:01:23.280 --> 00:01:25.200]  到底是什麼位置
[00:01:25.200 --> 00:01:27.520]  然後第三我們會反省到
[00:01:27.520 --> 00:01:32.600]  就是怎樣做一個神的恩賜的好的管家
[00:01:32.600 --> 00:01:34.560]  所以第一方面我們講到
[00:01:34.560 --> 00:01:38.880]  就是列王幾上面剛才那段的經文
[00:01:38.880 --> 00:01:40.280]  短短兩節
[00:01:40.280 --> 00:01:44.840]  就是記錄希西嘉執政期間發生過的事
[00:01:44.840 --> 00:01:46.240]  他的大事
[00:01:46.240 --> 00:01:48.680]  列王幾你記得有個印象
[00:01:48.680 --> 00:01:51.120]  你不需要看完你都記得
[00:01:51.120 --> 00:01:53.280]  就是一味講那些王
[00:01:53.280 --> 00:01:57.760]  一味講那些王的執政期間或者他的政績等等
[00:01:57.760 --> 00:02:01.240]  一個一個這樣數著下去來講的
[00:02:01.240 --> 00:02:03.680]  那麼列王幾講到哪裡呢
[00:02:03.680 --> 00:02:07.360]  你記得列王幾之前就是什麼
[00:02:07.360 --> 00:02:10.120]  薩姆爾紀是不是
[00:02:10.120 --> 00:02:12.800]  創出黎明生 舒士德 薩王
[00:02:12.800 --> 00:02:15.640]  薩姆爾紀上下就是講到
[00:02:15.640 --> 00:02:18.880]  頭兩個王就是聯合王國的時候
[00:02:18.880 --> 00:02:21.960]  蘇羅 還有誰 大衛
[00:02:21.960 --> 00:02:25.320]  接著到列王幾第一章開始就開始講
[00:02:25.320 --> 00:02:26.520]  所羅門
[00:02:26.520 --> 00:02:30.120]  都是還是聯合王國的時候
[00:02:30.120 --> 00:02:33.560]  然後所羅門完了之後就發生什麼事
[00:02:33.560 --> 00:02:35.560]  就分裂成為南北國
[00:02:35.560 --> 00:02:38.480]  北國叫做以色列 南國叫做右大
[00:02:38.480 --> 00:02:41.160]  接著這個列王幾就一直來報告
[00:02:41.160 --> 00:02:44.160]  在報導北國南國發生什麼事
[00:02:44.160 --> 00:02:45.720]  逐個逐個來講
[00:02:45.720 --> 00:02:50.480]  北國大概有十九個王
[00:02:50.480 --> 00:02:53.040]  全部都是衰來的 衰仔來的
[00:02:53.040 --> 00:02:57.240]  然之後南國 右大國就有二十個王
[00:02:57.240 --> 00:02:59.280]  有八個是好的
[00:02:59.280 --> 00:03:01.720]  其他那些都是衰仔來的
[00:03:01.720 --> 00:03:05.720]  怎樣都好他們追溯著整個聯合王國之後
[00:03:05.720 --> 00:03:08.720]  南北王國那些不同的君王
[00:03:08.720 --> 00:03:12.680]  到底他們的政績 他們的生命的故事等等
[00:03:12.680 --> 00:03:16.240]  所以是一種歷史的記錄來的
[00:03:16.240 --> 00:03:18.000]  歷史的記錄
[00:03:18.000 --> 00:03:20.880]  每逢講到歷史記錄或者一些新聞報導的時候
[00:03:20.880 --> 00:03:24.040]  當然是有他的perspective 有他的角度
[00:03:24.040 --> 00:03:27.040]  一定是這樣 沒有人可以將他comprehensively
[00:03:27.040 --> 00:03:28.960]  什麼都講完 什麼都講完
[00:03:28.960 --> 00:03:32.080]  我們就不用吃飯 我們都看不完
[00:03:32.080 --> 00:03:33.600]  你的人生都是一樣
[00:03:33.600 --> 00:03:34.800]  如果什麼都講完
[00:03:34.800 --> 00:03:37.520]  很多時候那些小組茶餐廳介紹一下自己
[00:03:37.520 --> 00:03:39.320]  有個組員他不懂做的時候
[00:03:39.320 --> 00:03:42.000]  他就說我出世幾時
[00:03:42.000 --> 00:03:44.000]  那你就要等很久
[00:03:44.000 --> 00:03:46.320]  因為他在數算他一輩子
[00:03:46.320 --> 00:03:48.280]  很精彩整個人生
[00:03:48.280 --> 00:03:50.800]  但大家只有兩分鐘
[00:03:50.800 --> 00:03:53.240]  所以你就一定某個角度講出來
[00:03:53.240 --> 00:03:57.880]  有些大事或者強調的重點
[00:03:57.880 --> 00:03:59.960]  獵王記都是一樣
[00:03:59.960 --> 00:04:02.040]  新聞報導總是有perspective
[00:04:02.040 --> 00:04:04.640]  我們芝加哥最近有城市
[00:04:04.640 --> 00:04:09.520]  在Downtown有NASCAR賽車
[00:04:09.520 --> 00:04:12.640]  你看不同的新聞都有不同的角度
[00:04:12.640 --> 00:04:15.120]  有些當然是讚到他好
[00:04:15.120 --> 00:04:19.400]  有些就說他左頭左勢
[00:04:19.400 --> 00:04:20.600]  你不喜歡賽車的
[00:04:20.600 --> 00:04:23.720]  你就覺得為什麼這車這麼吵
[00:04:23.720 --> 00:04:24.880]  有什麼好看
[00:04:24.880 --> 00:04:26.720]  他喜歡賽車的
[00:04:26.720 --> 00:04:31.040]  巴不得可以在跑道上自己開
[00:04:31.040 --> 00:04:33.280]  我和我的子女說
[00:04:33.280 --> 00:04:37.280]  如果我能夠開我的BMW在那條路上就好了
[00:04:37.280 --> 00:04:40.040]  起碼讓我玩一圈
[00:04:40.040 --> 00:04:41.600]  有不同的角度 有不同的perspective
[00:04:41.600 --> 00:04:43.320]  獵王記都是一樣的
[00:04:43.320 --> 00:04:47.760]  這段新聞就是希西嘉的正職紀錄
[00:04:47.760 --> 00:04:50.040]  最後的兩節
[00:04:50.040 --> 00:04:51.560]  所謂一個結論
[00:04:51.560 --> 00:04:55.000]  這裡提到一些偉大的工程
[00:04:55.000 --> 00:04:58.240]  造池掛溝引水入城
[00:04:58.240 --> 00:04:59.760]  什麼意思
[00:04:59.760 --> 00:05:02.480]  我講過聖經是可以走出來
[00:05:02.480 --> 00:05:03.320]  真的可以走出來
[00:05:03.320 --> 00:05:06.840]  這個水道確實可以走進去走
[00:05:06.840 --> 00:05:11.720]  發現了大概一百多二百年左右
[00:05:11.720 --> 00:05:16.440]  探險家或者一些學者
[00:05:16.440 --> 00:05:18.200]  就去找回這個水道出來
[00:05:18.200 --> 00:05:22.880]  就是在耶路撒冷南面大圍城的山的裡面
[00:05:22.880 --> 00:05:25.920]  為什麼這條水道這麼重要
[00:05:25.920 --> 00:05:29.320]  就是當時希西嘉作王的時候
[00:05:29.320 --> 00:05:34.040]  就有一個國家的岌岌可危的事情發生
[00:05:34.040 --> 00:05:35.880]  就是當時的亞述帝國
[00:05:35.880 --> 00:05:39.040]  東邊東北邊有一個很強大的帝國
[00:05:39.040 --> 00:05:40.880]  一個軍閥的帝國
[00:05:40.880 --> 00:05:44.720]  他就開始征討西邊
[00:05:44.720 --> 00:05:46.240]  征討西邊要奪加冕地
[00:05:46.240 --> 00:05:49.760]  其實他就不太在乎要奪加冕地
[00:05:49.760 --> 00:05:52.120]  他最主要要下去埃及
[00:05:52.120 --> 00:05:53.120]  但是要去埃及的話
[00:05:53.120 --> 00:05:55.720]  就要經過希西嘉這個地方
[00:05:55.720 --> 00:05:57.800]  如果這個人不聽話的話
[00:05:57.800 --> 00:05:59.920]  他就要將他征服
[00:05:59.920 --> 00:06:01.160]  如果你是帝國的話
[00:06:01.160 --> 00:06:03.440]  你就覺得這個人左右左勢
[00:06:03.440 --> 00:06:05.120]  這個耶路撒冷
[00:06:05.120 --> 00:06:08.320]  游大地不跟我合作
[00:06:08.320 --> 00:06:12.280]  因為軍隊經過的時候要怎樣
[00:06:12.280 --> 00:06:14.960]  三軍未到糧草才行
[00:06:14.960 --> 00:06:16.040]  對不對
[00:06:16.040 --> 00:06:17.960]  要有食物才行
[00:06:17.960 --> 00:06:19.200]  如果他不聽話的時候
[00:06:19.200 --> 00:06:22.600]  他怎麼經過加冕地這個所謂地橋
[00:06:22.600 --> 00:06:24.040]  下去埃及
[00:06:24.040 --> 00:06:28.040]  偏偏希西嘉不聽他的指點
[00:06:28.040 --> 00:06:31.520]  所以亞述帝國就打到來
[00:06:31.520 --> 00:06:32.880]  當時北國
[00:06:32.880 --> 00:06:34.600]  我剛才不是提到北國
[00:06:34.600 --> 00:06:35.880]  北國已經滅亡了
[00:06:35.880 --> 00:06:38.280]  又是亞述帝國手下
[00:06:38.280 --> 00:06:40.120]  就淪亡了
[00:06:40.120 --> 00:06:42.080]  然後剩下了游大地
[00:06:42.080 --> 00:06:43.360]  游大國
[00:06:43.360 --> 00:06:45.200]  所以他在左右左勢的時候
[00:06:45.200 --> 00:06:47.760]  這個亞述帝國就說要打到你
[00:06:47.760 --> 00:06:51.840]  以前打仗就很喜歡圍城
[00:06:51.840 --> 00:06:53.840]  就是怎樣圍城
[00:06:53.840 --> 00:06:55.560]  就是你有個城市在
[00:06:55.560 --> 00:06:57.800]  我就將軍隊包圍著你
[00:06:57.800 --> 00:06:59.520]  等你出不了入不了
[00:06:59.520 --> 00:07:01.720]  就等什麼
[00:07:01.720 --> 00:07:04.080]  等你餓死或者渴死
[00:07:04.080 --> 00:07:06.240]  然後你聽聽話話你就怎樣
[00:07:06.240 --> 00:07:08.880]  你就投降了
[00:07:08.880 --> 00:07:10.680]  我就不費一兵一卒
[00:07:10.680 --> 00:07:12.440]  我就可以進城
[00:07:12.440 --> 00:07:15.120]  然後將你攻取
[00:07:15.120 --> 00:07:18.480]  所以首先軍隊就會去到城的周圍
[00:07:18.480 --> 00:07:22.240]  就會拿走那些水源
[00:07:22.240 --> 00:07:24.240]  然後就會圍著那個城
[00:07:24.240 --> 00:07:26.000]  以致那個城圍到一個地步
[00:07:26.000 --> 00:07:26.880]  可能幾個月
[00:07:26.880 --> 00:07:28.880]  可能一年或者兩年
[00:07:28.880 --> 00:07:32.200]  來到最後是投降的
[00:07:32.200 --> 00:07:34.080]  所以希西嘉做了什麼
[00:07:34.080 --> 00:07:35.680]  希西嘉首先第一步
[00:07:35.680 --> 00:07:37.320]  就做國防的時候
[00:07:37.320 --> 00:07:39.080]  他就將他周圍
[00:07:39.080 --> 00:07:40.760]  耶路撒冷附近周圍山區
[00:07:40.760 --> 00:07:42.120]  都有些小的水泉
[00:07:42.120 --> 00:07:44.680]  他就將它全部阻塞著
[00:07:44.680 --> 00:07:46.800]  那些亞述軍隊來到的時候
[00:07:46.800 --> 00:07:48.480]  他就不容易拿到水
[00:07:48.480 --> 00:07:49.360]  不容易拿到水
[00:07:49.360 --> 00:07:50.640]  他在外面紮營的時候
[00:07:50.640 --> 00:07:52.760]  他就不紮得很久
[00:07:52.760 --> 00:07:55.120]  就希望他很快就走
[00:07:55.120 --> 00:07:56.320]  然後他第二件事
[00:07:56.320 --> 00:07:59.760]  就是去到兼顧他自己的國防
[00:07:59.760 --> 00:08:01.200]  就將他耶路撒冷城
[00:08:01.200 --> 00:08:05.040]  城牆裡面的國防做好一點
[00:08:05.040 --> 00:08:06.320]  有些什麼要做呢
[00:08:06.320 --> 00:08:09.160]  你知道以色列最重要的是什麼
[00:08:09.160 --> 00:08:10.680]  是水
[00:08:10.680 --> 00:08:14.040]  我們要和大英姐妹去兩個禮拜
[00:08:14.040 --> 00:08:15.800]  你什麼都可以不帶
[00:08:15.800 --> 00:08:17.800]  但是一定要帶一瓶水
[00:08:17.800 --> 00:08:19.600]  帶個水瓶
[00:08:19.600 --> 00:08:20.600]  最重要是水
[00:08:20.600 --> 00:08:23.840]  所以他就在耶路撒冷的京都
[00:08:23.840 --> 00:08:28.480]  他就去到做一個很偉大的水利工程
[00:08:28.480 --> 00:08:30.640]  就在耶路撒冷的山下面
[00:08:30.640 --> 00:08:32.160]  有一個水泉的地方
[00:08:32.160 --> 00:08:32.960]  叫做基奮泉
[00:08:32.960 --> 00:08:34.320]  Kihon Spring
[00:08:34.320 --> 00:08:36.440]  它那裡本身已經有一些的城樓
[00:08:36.440 --> 00:08:38.440]  是保護著那個水泉的
[00:08:38.440 --> 00:08:39.600]  但是覺得不夠
[00:08:39.600 --> 00:08:42.080]  因為有很多北國的難民又湧了進來
[00:08:42.080 --> 00:08:43.800]  耶路撒冷又大了很多
[00:08:43.800 --> 00:08:47.240]  幾乎是當時耶路撒冷的人口的雙倍
[00:08:47.240 --> 00:08:48.240]  兩倍
[00:08:48.240 --> 00:08:49.120]  正因為這樣的緣故
[00:08:49.120 --> 00:08:51.600]  所以水吃水需要解決
[00:08:51.600 --> 00:08:54.960]  所以他就掘了一條很長的水道
[00:08:54.960 --> 00:09:00.000]  將水由水泉引進來城牆以內
[00:09:00.000 --> 00:09:03.640]  那些人就不需要出城去打水
[00:09:03.640 --> 00:09:07.200]  所以希望那個城能夠是自給自足
[00:09:07.200 --> 00:09:10.840]  所以亞述大軍打過來的時候
[00:09:10.840 --> 00:09:15.520]  他們能夠去抵抗那個圍城
[00:09:15.520 --> 00:09:16.840]  讓他圍著圍著的時候
[00:09:16.840 --> 00:09:18.680]  他們外面紮營的那些都沒東西吃
[00:09:18.680 --> 00:09:20.040]  他們就自己走
[00:09:20.040 --> 00:09:21.200]  這個就是那個戰略
[00:09:21.200 --> 00:09:22.600]  那個strategie
[00:09:22.600 --> 00:09:24.720]  所以他解決了這個水的問題的緣故
[00:09:24.720 --> 00:09:27.080]  所以就出現這個所謂什麼
[00:09:27.080 --> 00:09:30.640]  造池刮溝和引水入城
[00:09:30.640 --> 00:09:34.920]  這一回的這樣的大國防的事
[00:09:34.920 --> 00:09:36.880]  有一個三分鐘的影片
[00:09:36.880 --> 00:09:38.400]  我想播給大家看
[00:09:38.400 --> 00:09:41.240]  就是我們還沒出街
[00:09:41.240 --> 00:09:45.200]  不過就因為太大了那個影片
[00:09:45.200 --> 00:09:46.800]  我走到中間的時候
[00:09:46.800 --> 00:09:48.680]  我鏡頭都沒電
[00:09:48.680 --> 00:09:49.600]  所以停了在那裡
[00:09:49.600 --> 00:09:51.600]  接著我就要再charge它
[00:09:51.600 --> 00:09:54.120]  我們cut了三分鐘左右出來
[00:09:54.120 --> 00:09:55.640]  希望你能夠見到
[00:09:55.640 --> 00:09:58.160]  這個是行得出來的聖經
[00:09:58.160 --> 00:09:59.720]  希薩加水道
[00:10:01.640 --> 00:10:04.600]  進去之後我們右邊就是積噴泉
[00:10:04.600 --> 00:10:08.680]  我右邊的是積汗泉
[00:10:08.680 --> 00:10:11.280]  積汗泉就在這裡
[00:10:11.280 --> 00:10:13.800]  積噴泉就在這裡流水出來了
[00:10:13.800 --> 00:10:16.720]  在希薩加水道就會一直跟著
[00:10:16.720 --> 00:10:17.920]  天然水
[00:10:17.920 --> 00:10:20.200]  沒錯 天然的山泉
[00:10:20.200 --> 00:10:23.000]  OK 大家在這裡看著
[00:10:23.000 --> 00:10:24.360]  這裡是下水的
[00:10:24.360 --> 00:10:26.200]  哇 好冷
[00:10:26.200 --> 00:10:28.000]  哇 好冷
[00:10:28.000 --> 00:10:30.160]  哇 水很流
[00:10:30.160 --> 00:10:32.160]  流汗了
[00:10:32.160 --> 00:10:34.840]  OK
[00:10:34.840 --> 00:10:37.720]  這次我們來到希薩加水道
[00:10:37.720 --> 00:10:38.480]  有點不一樣
[00:10:38.480 --> 00:10:43.160]  因為我有一個360的鏡頭
[00:10:43.160 --> 00:10:45.960]  希望大家能夠見到
[00:10:45.960 --> 00:10:50.320]  希薩加水道是主持七百多年的時候
[00:10:50.320 --> 00:10:51.720]  七百多年的時候
[00:10:51.720 --> 00:10:53.520]  七零五 七零四的時候
[00:10:53.520 --> 00:10:57.320]  為了防禦亞索帝國
[00:10:57.320 --> 00:11:00.360]  為了攻佔耶路撒冷而建的
[00:11:00.360 --> 00:11:07.040]  是兩邊的工人向著大家的方向
[00:11:07.040 --> 00:11:09.680]  由一個山下一個山上
[00:11:09.680 --> 00:11:12.600]  去挖一個水道
[00:11:12.600 --> 00:11:15.640]  這個水道就將積噴泉的山水
[00:11:15.640 --> 00:11:16.640]  天然的山水
[00:11:16.640 --> 00:11:21.120]  引導進去當時的耶路撒冷
[00:11:21.120 --> 00:11:23.960]  整個城牆
[00:11:23.960 --> 00:11:26.000]  這是希薩加水道
[00:11:26.000 --> 00:11:27.480]  我們正在運作
[00:11:27.480 --> 00:11:31.480]  我們正在使用360的鏡頭
[00:11:31.480 --> 00:11:34.320]  讓大家可以看到環境
[00:11:34.320 --> 00:11:37.920]  這是一個2000米長的生產水道
[00:11:37.920 --> 00:11:40.760]  由兩個組織組成
[00:11:40.760 --> 00:11:45.840]  一個組織由水源的水流開始
[00:11:45.840 --> 00:11:48.680]  另一個組織由
[00:11:48.680 --> 00:11:52.600]  西隆城的四個水道組成
[00:11:52.600 --> 00:11:56.240]  兩個組織互相聆聽
[00:11:56.240 --> 00:12:00.480]  他們走到山上
[00:12:00.480 --> 00:12:02.160]  你可以看到
[00:12:02.160 --> 00:12:03.600]  這個水道的大小
[00:12:03.600 --> 00:12:05.640]  是身體的大小
[00:12:05.640 --> 00:12:07.520]  他們走著走著
[00:12:07.520 --> 00:12:10.920]  聽著彼此的聲音和探測
[00:12:10.920 --> 00:12:12.800]  他們嘗試和彼此溝通
[00:12:12.800 --> 00:12:18.440]  在工程中的最後
[00:12:18.440 --> 00:12:20.280]  兩個組織和彼此溝通
[00:12:20.280 --> 00:12:28.040]  他們的溝通和溪門的水道
[00:12:28.040 --> 00:12:31.320]  可以走到西隆城的城牆
[00:12:31.320 --> 00:12:34.280]  讓人們可以得到水的
[00:12:34.280 --> 00:12:38.440]  而不走出城牆的路
[00:12:38.440 --> 00:12:41.120]  大家可以嗎?
[00:12:41.120 --> 00:12:42.120]  可以嗎?
[00:12:42.120 --> 00:12:43.120]  可以!
[00:12:51.280 --> 00:12:55.280]  抱歉,這是我現在的寶寶
[00:12:55.280 --> 00:12:57.280]  這個溝通太長了
[00:12:57.280 --> 00:12:59.280]  不好意思,因為現在沒電了
[00:12:59.280 --> 00:13:02.280]  我現在在...
[00:13:02.280 --> 00:13:08.280]  錄影停了
[00:13:08.280 --> 00:13:11.280]  現在試試關掉電源
[00:13:11.280 --> 00:13:13.280]  撞死了
[00:13:13.280 --> 00:13:18.280]  小心頭
[00:13:21.280 --> 00:13:23.280]  撞死了
[00:13:23.280 --> 00:13:31.280]  現在我們走了一半
[00:13:31.280 --> 00:13:35.280]  只有一半
[00:13:35.280 --> 00:13:45.280]  大家看到這裡是錯了
[00:13:45.280 --> 00:13:47.280]  所以要轉方向
[00:13:47.280 --> 00:13:49.280]  看著頭
[00:13:51.280 --> 00:13:53.280]  看著頭
[00:13:53.280 --> 00:14:02.280]  好,這個就是部分的西西加水道
[00:14:02.280 --> 00:14:04.280]  我們很喜歡做探險
[00:14:04.280 --> 00:14:07.280]  或者一些不合規矩的事
[00:14:07.280 --> 00:14:11.280]  專門在以色列捐山捐洞
[00:14:11.280 --> 00:14:13.280]  這個西西加水道
[00:14:13.280 --> 00:14:20.280]  你可以看到大概一個人身這麼大
[00:14:20.280 --> 00:14:25.280]  總共大概有二千尺長
[00:14:25.280 --> 00:14:28.280]  你把山割開
[00:14:28.280 --> 00:14:30.280]  你就看到藍色這條線
[00:14:30.280 --> 00:14:33.280]  就是由右邊那個飢憤泉開始
[00:14:33.280 --> 00:14:35.280]  我們剛剛開始下水那裡
[00:14:35.280 --> 00:14:39.280]  然後就一直跟著那個水道
[00:14:39.280 --> 00:14:40.280]  它刮開了的水道
[00:14:40.280 --> 00:14:42.280]  一直這樣一個人身這麼窄的地方
[00:14:42.280 --> 00:14:44.280]  我們就背著東西帶著所有人
[00:14:44.280 --> 00:14:46.280]  我們就拿著電筒
[00:14:46.280 --> 00:14:48.280]  然後我們一直跟著
[00:14:48.280 --> 00:14:51.280]  就下去山下面左下角
[00:14:51.280 --> 00:14:52.280]  就有一個水池
[00:14:52.280 --> 00:14:54.280]  那個叫西羅瓦池
[00:14:54.280 --> 00:14:56.280]  Silo One Pool
[00:14:56.280 --> 00:14:57.280]  就一直跟著下去
[00:14:57.280 --> 00:14:59.280]  大概走一段時間
