
[00:00:00.000 --> 00:00:01.000]  帝公子妹平安
[00:00:01.000 --> 00:00:02.000]  是否大家未睡醒?
[00:00:02.000 --> 00:00:03.000]  平安
[00:00:03.000 --> 00:00:11.000]  感謝神有機會跟你們一起來看神的話
[00:00:11.000 --> 00:00:15.000]  我們感謝神讓我有機會再次跟你們去看神的話語
[00:00:15.000 --> 00:00:17.000]  幾個月前跟你們看的
[00:00:17.000 --> 00:00:21.000]  我們有機會看到神自己在教會
[00:00:21.000 --> 00:00:23.000]  透過祂自己的聖眼
[00:00:23.000 --> 00:00:25.000]  也藉著提摩太
[00:00:25.000 --> 00:00:27.000]  保羅西給提摩太的書信
[00:00:27.000 --> 00:00:28.000]  給我們很多的提醒
[00:00:28.000 --> 00:00:33.000]  在幾個月前感謝神讓我有機會跟你們分享神的誓言
[00:00:33.000 --> 00:00:36.000]  在提摩太前書那段的說話
[00:00:36.000 --> 00:00:39.000]  今天我們要看一下《遺福所書》
[00:00:39.000 --> 00:00:41.000]  今天我們要看《遺福所書》
[00:00:41.000 --> 00:00:44.000]  和提青長老溝通
[00:00:44.000 --> 00:00:46.000]  他自己也希望說
[00:00:46.000 --> 00:00:51.000]  在以下如果我有機會跟你們正道的話
[00:00:51.000 --> 00:00:54.000]  會繼續的來看《遺福所書》
[00:00:54.000 --> 00:00:57.000]  我跟提青長老分享過的時候
[00:00:57.000 --> 00:01:02.000]  他希望我能夠繼續用《遺福所書》在當中跟大家分享
[00:01:02.000 --> 00:01:05.000]  所以今天我們一起來看《遺福所書》的時候
[00:01:05.000 --> 00:01:08.000]  我們相信不是陌生的一本書
[00:01:08.000 --> 00:01:10.000]  我相信今天我們所看的《遺福所書》
[00:01:10.000 --> 00:01:12.000]  不是一個很陌生的書卷
[00:01:12.000 --> 00:01:15.000]  那為什麼說教會是神的奧秘
[00:01:15.000 --> 00:01:18.000]  或教會是個奧秘?
[00:01:18.000 --> 00:01:20.000]  為什麼說教會是神的奧秘
[00:01:20.000 --> 00:01:22.000]  或者教會是一個奧秘呢?
[00:01:22.000 --> 00:01:25.000]  那這個奧秘並不是我們常以為的那種
[00:01:25.000 --> 00:01:29.000]  我們看那種秘書
[00:01:29.000 --> 00:01:32.000]  或是那種要我們去解
[00:01:32.000 --> 00:01:35.000]  要我們去解這個謎的一般的奧秘
[00:01:35.000 --> 00:01:38.000]  這個奧秘意思不是我們一直以為
[00:01:38.000 --> 00:01:40.000]  想的那些我們要解題
[00:01:40.000 --> 00:01:44.000]  要去解釋那些不可以知道的事物一樣
[00:01:44.000 --> 00:01:46.000]  那這《聖經》奧秘的意思
[00:01:46.000 --> 00:01:50.000]  基本上就是神從前沒有顯明的
[00:01:50.000 --> 00:01:52.000]  時候滿足
[00:01:52.000 --> 00:01:56.000]  它就揭開讓我們能夠看見
[00:01:56.000 --> 00:01:58.000]  能夠明白
[00:01:58.000 --> 00:02:00.000]  《聖經》所說的奧秘是說到
[00:02:00.000 --> 00:02:02.000]  以前是不知道直到時候滿足的時候
[00:02:02.000 --> 00:02:04.000]  將這個奧秘能夠展開
[00:02:04.000 --> 00:02:06.000]  讓大家明白了解
[00:02:06.000 --> 00:02:08.000]  所以在《遺福所書》有提到
[00:02:08.000 --> 00:02:12.000]  多次奧秘這個詞
[00:02:12.000 --> 00:02:13.000]  在《遺福所書》裡面
[00:02:13.000 --> 00:02:15.000]  多次提到奧秘這個詞
[00:02:15.000 --> 00:02:17.000]  所以我們看一下教會
[00:02:17.000 --> 00:02:19.000]  為何是神的奧秘
[00:02:19.000 --> 00:02:21.000]  或教會是奧秘
[00:02:21.000 --> 00:02:22.000]  所以我們要明白
[00:02:22.000 --> 00:02:23.000]  為何教會是奧秘
[00:02:23.000 --> 00:02:24.000]  或教會是奧秘
[00:02:24.000 --> 00:02:26.000]  很明顯的
[00:02:26.000 --> 00:02:28.000]  在舊約沒有提到
[00:02:28.000 --> 00:02:31.000]  很明顯的教會在舊約裡面沒有提到
[00:02:31.000 --> 00:02:32.000]  意思是說
[00:02:32.000 --> 00:02:34.000]  神自己在祂的心意中
[00:02:34.000 --> 00:02:36.000]  祂計劃中
[00:02:36.000 --> 00:02:39.000]  到了時候就是我們新約的開啟
[00:02:39.000 --> 00:02:41.000]  耶穌基督到成肉身的時候
[00:02:41.000 --> 00:02:43.000]  祂自己藉著祂的死
[00:02:43.000 --> 00:02:45.000]  成就聖靈的降下
[00:02:45.000 --> 00:02:47.000]  成就了教會
[00:02:47.000 --> 00:02:49.000]  所以從開始的時候
[00:02:49.000 --> 00:02:51.000]  其實是沒有這件事情
[00:02:51.000 --> 00:02:52.000]  是藉著時候滿足
[00:02:52.000 --> 00:02:54.000]  耶穌基督降世為人
[00:02:54.000 --> 00:02:55.000]  祂死後之後
[00:02:55.000 --> 00:02:57.000]  就將聖靈降臨
[00:02:57.000 --> 00:02:59.000]  之後教會就出現了
[00:02:59.000 --> 00:03:02.000]  所以我們上次跟你們政道的時候
[00:03:02.000 --> 00:03:03.000]  也跟你們分享
[00:03:03.000 --> 00:03:06.000]  教會不是建築
[00:03:06.000 --> 00:03:08.000]  上次和大家已經分享過
[00:03:08.000 --> 00:03:10.000]  教會不是一個建築物
[00:03:10.000 --> 00:03:11.000]  那我們常常說
[00:03:11.000 --> 00:03:13.000]  我們一起去教會
[00:03:13.000 --> 00:03:14.000]  這個其實我們應該說
[00:03:14.000 --> 00:03:15.000]  我們去教堂
[00:03:15.000 --> 00:03:16.000]  同意吧
