
[00:00:00.000 --> 00:00:03.360]  是 我們的人生都有很多的挑戰
[00:00:03.360 --> 00:00:05.320]  我不知道你現在的情況是怎樣
[00:00:05.320 --> 00:00:07.200]  我們面對疫症
[00:00:07.200 --> 00:00:10.080]  我們面對人生我們個人自己的需要
[00:00:10.080 --> 00:00:14.800]  在我們人生的路裏面都有些大大小小的挑戰
[00:00:14.800 --> 00:00:20.280]  大家我相信都會留意東京的奧運會
[00:00:20.280 --> 00:00:22.880]  發覺他們都很好
[00:00:22.880 --> 00:00:25.080]  香港也奪得很好的佳績
[00:00:25.080 --> 00:00:27.800]  令到香港人都很振奮
[00:00:27.800 --> 00:00:31.840]  我不知道大家有沒有機會看到那些比賽
[00:00:31.840 --> 00:00:36.480]  但我們也知道這些比賽的背後
[00:00:36.480 --> 00:00:39.800]  也帶來給運動員很大的壓力
[00:00:39.800 --> 00:00:42.920]  我想很不容易
[00:00:42.920 --> 00:00:46.640]  其中有一個美國體操選手叫比拉斯
[00:00:46.640 --> 00:00:47.760]  大家可能會留意
[00:00:47.760 --> 00:00:51.000]  她本來是一個很傑出的體操運動員
[00:00:51.000 --> 00:00:55.800]  但因為很可惜之前在這個賽事
[00:00:55.800 --> 00:01:01.920]  發生了她有一位的家屬離世
[00:01:01.920 --> 00:01:05.600]  她說到其實那個心情是非常的沉重
[00:01:05.600 --> 00:01:08.800]  差不多要去比賽的時候
[00:01:08.800 --> 00:01:12.800]  她因為情緒健康的問題要退出比賽
[00:01:12.800 --> 00:01:15.000]  很多的賽事她都參加不了
[00:01:15.000 --> 00:01:18.040]  但她又真的很堅毅
[00:01:18.040 --> 00:01:21.600]  最後她在這個平衡木裏面參賽
[00:01:21.600 --> 00:01:23.360]  得到這個銅獎
[00:01:23.360 --> 00:01:25.640]  香港的李慧詩也都不例外
[00:01:25.640 --> 00:01:27.640]  說了類似的話
[00:01:27.640 --> 00:01:33.320]  在賽事裏面有些成敗有些得失
[00:01:33.320 --> 00:01:37.000]  都令到她很沒有信心很絕望
[00:01:37.000 --> 00:01:42.200]  她都是因為家人和隊友給她的打氣
[00:01:42.200 --> 00:01:45.040]  她才能夠拿到今天這個銅牌
[00:01:45.040 --> 00:01:46.640]  真的很不容易
[00:01:46.640 --> 00:01:48.640]  我不知道你的人生是怎樣呢
[00:01:48.640 --> 00:01:51.640]  當我們有一些挑戰的時候
[00:01:51.640 --> 00:01:55.640]  你的目光是注視什麼呢
[00:01:55.640 --> 00:01:57.640]  是環境嗎
[00:01:57.640 --> 00:02:00.640]  是我們自己呢
[00:02:00.640 --> 00:02:01.640]  我們的能力呢
[00:02:01.640 --> 00:02:04.640]  還是我們這位主人蘇基督呢
[00:02:04.640 --> 00:02:08.640]  我們知道疫症都是持續了一段很長的時間
[00:02:08.640 --> 00:02:13.640]  我們都感恩今天我們可以回來一起聚會
[00:02:13.640 --> 00:02:15.640]  並且領受聖餐
[00:02:15.640 --> 00:02:17.640]  其實真的是不容易的
[00:02:17.640 --> 00:02:19.640]  我不知道你有沒有想過呢
[00:02:19.640 --> 00:02:21.640]  有時候還有沒有這個機會呢
[00:02:21.640 --> 00:02:23.640]  我們真的不知道
[00:02:23.640 --> 00:02:26.640]  因為生命我們整個疫情呢
[00:02:26.640 --> 00:02:29.640]  我們似乎很難去掌握
[00:02:29.640 --> 00:02:32.640]  我們還有面對社會的改變
[00:02:32.640 --> 00:02:34.640]  政治文化在香港呢
[00:02:34.640 --> 00:02:37.640]  你發覺很大很多的改變
[00:02:37.640 --> 00:02:42.640]  我們又會怎樣去走我們人生的路程呢
[00:02:42.640 --> 00:02:44.640]  很值得我們去想
[00:02:44.640 --> 00:02:46.640]  有時候我在教會受訪呢
[00:02:46.640 --> 00:02:48.640]  這段時間都很不容易
[00:02:48.640 --> 00:02:51.640]  但是我們又想想我們在依靠誰呢
[00:02:51.640 --> 00:02:54.640]  好像我今天跟大家一起的題目
[00:02:54.640 --> 00:02:56.640]  還有這段經文看到
[00:02:56.640 --> 00:02:59.640]  我們信靠我們這位榮耀的主
[00:02:59.640 --> 00:03:01.640]  這個是很重要的
[00:03:01.640 --> 00:03:05.640]  過去崇拜我們看伊斯拉基一段時間
[00:03:05.640 --> 00:03:08.640]  我們看到進行神話語的重要
[00:03:08.640 --> 00:03:10.640]  我們怎樣去實踐
[00:03:10.640 --> 00:03:12.640]  怎樣去悔改認罪等等
[00:03:12.640 --> 00:03:14.640]  這個很重要
[00:03:14.640 --> 00:03:19.640]  來到我們這次開始一個新的講道系列
[00:03:19.640 --> 00:03:21.640]  就是講希伯來書
[00:03:21.640 --> 00:03:24.640]  希伯來書主要的主題就是持守信仰
[00:03:24.640 --> 00:03:28.640]  我們不會失去我們的信仰
[00:03:28.640 --> 00:03:30.640]  在希伯來書十二章呢
[00:03:30.640 --> 00:03:32.640]  大家都很熟的了
[00:03:32.640 --> 00:03:35.640]  比喻人生好像一個長跑一樣
[00:03:35.640 --> 00:03:39.640]  我們就要脫去容易纏累我們的罪
[00:03:39.640 --> 00:03:42.640]  我們還有很多放下我們的重擔
[00:03:42.640 --> 00:03:45.640]  仰望為我們信心創始成中的耶穌基督
[00:03:45.640 --> 00:03:48.640]  所以我們的生命是仰望很重要的
[00:03:48.640 --> 00:03:50.640]  或者我們看這段經文的時候
[00:03:50.640 --> 00:03:53.640]  就開始這段的
[00:03:53.640 --> 00:03:57.640]  開始希伯來書的一頭這幾節
[00:03:57.640 --> 00:04:00.640]  都是強調耶穌基督是誰
[00:04:00.640 --> 00:04:04.640]  作者都沒有提到自己的名字
[00:04:04.640 --> 00:04:06.640]  也都沒有講修信人
[00:04:06.640 --> 00:04:10.640]  有人說希伯來書是一本書信
[00:04:10.640 --> 00:04:12.640]  還是什麼呢
[00:04:12.640 --> 00:04:14.640]  當然有些人是修信的
[00:04:14.640 --> 00:04:19.640]  因為最後結尾講到一些文後的說話
[00:04:19.640 --> 00:04:22.640]  也都講到這封信是寫了一個
[00:04:22.640 --> 00:04:28.640]  是為了要一個慰勉信徒的
[00:04:28.640 --> 00:04:31.640]  或者有人就這樣去形容希伯來書
[00:04:31.640 --> 00:04:35.640]  就好像一個講章寫一張書信裏面
[00:04:35.640 --> 00:04:40.640]  當然有信的意義在裏面
[00:04:40.640 --> 00:04:43.640]  但也都主要是一個講章
[00:04:43.640 --> 00:04:46.640]  一個屬靈的一個勸勉的話
[00:04:46.640 --> 00:04:48.640]  我們講一下那些背景
[00:04:48.640 --> 00:04:53.640]  誰寫的這本希伯來書呢
[00:04:53.640 --> 00:04:56.640]  很難去決定
[00:04:56.640 --> 00:04:59.640]  因為早期的教會的教父
[00:04:59.640 --> 00:05:04.640]  特別是在東方面的教會
[00:05:04.640 --> 00:05:06.640]  就說應該是保羅所寫的
[00:05:06.640 --> 00:05:09.640]  因為裏面講到救因
[00:05:09.640 --> 00:05:11.640]  講到很多邏輯推理
[00:05:11.640 --> 00:05:15.640]  似乎都是保羅這樣寫的
[00:05:15.640 --> 00:05:19.640]  但後來有人就發覺文筆又不太像
[00:05:19.640 --> 00:05:22.640]  還加上我們看內文
[00:05:22.640 --> 00:05:24.640]  希伯來書第二章就講到
[00:05:24.640 --> 00:05:28.640]  這些救因是後來聽見的人
[00:05:28.640 --> 00:05:31.640]  給我們證實的
[00:05:31.640 --> 00:05:33.640]  即是有些人聽到然後就告訴我們
[00:05:33.640 --> 00:05:35.640]  不像是第一手的
[00:05:35.640 --> 00:05:41.640]  好像保羅這樣親身經歷耶穌基督而寫的
[00:05:41.640 --> 00:05:45.640]  我們跟早期的教父就說
[00:05:45.640 --> 00:05:47.640]  其實保羅都有些理據的
[00:05:47.640 --> 00:05:49.640]  不過不能夠確定
[00:05:49.640 --> 00:05:51.640]  唯有神知道
[00:05:51.640 --> 00:05:52.640]  如果他這樣講
[00:05:52.640 --> 00:05:54.640]  我想我們都很難再找到
[00:05:54.640 --> 00:05:56.640]  哪一個是真正的作者
[00:05:56.640 --> 00:05:57.640]  但這個都不緊要
[00:05:57.640 --> 00:05:59.640]  最緊要作者都是
[00:05:59.640 --> 00:06:01.640]  他很強調我們仰望
[00:06:01.640 --> 00:06:04.640]  我們那位主耶穌基督
[00:06:04.640 --> 00:06:06.640]  收信人又是誰呢
[00:06:06.640 --> 00:06:08.640]  如果我們看內文
[00:06:08.640 --> 00:06:10.640]  很多是引用舊約的經文
[00:06:10.640 --> 00:06:13.640]  並且有些是提醒他們
[00:06:13.640 --> 00:06:18.640]  不要再回到舊約的敬拜生活當中
[00:06:18.640 --> 00:06:20.640]  可能這些信徒
[00:06:20.640 --> 00:06:23.640]  是一些有猶太教的背景
[00:06:23.640 --> 00:06:27.640]  他們可能面受一些逼迫
[00:06:27.640 --> 00:06:33.640]  他們有些人在會眾當中
[00:06:33.640 --> 00:06:35.640]  可能會想走回
[00:06:35.640 --> 00:06:38.640]  去猶太教裡面的敬拜
[00:06:38.640 --> 00:06:43.640]  省得自己陷入一個很大的張力
[00:06:43.640 --> 00:06:45.640]  或者一個迫害
[00:06:45.640 --> 00:06:48.640]  基伯維斯的作者就叫他們要持定
[00:06:48.640 --> 00:06:52.640]  既然我們有了耶穌基督這個豐富的救恩
[00:06:52.640 --> 00:06:54.640]  以致我們要持守
[00:06:54.640 --> 00:06:56.640]  繼續去走這個人生路
[00:06:56.640 --> 00:06:58.640]  所以這一段經文
[00:06:58.640 --> 00:07:03.640]  首先講到耶穌基督的屬性
[00:07:03.640 --> 00:07:05.640]  或者祂做了些什麼
[00:07:05.640 --> 00:07:07.640]  或者我們首先看看
[00:07:07.640 --> 00:07:12.640]  耶穌基督是神最完美
[00:07:12.640 --> 00:07:16.640]  用祂去啟示信徒
[00:07:16.640 --> 00:07:19.640]  或者我首先讀一讀
[00:07:19.640 --> 00:07:22.640]  如果你有聖經可以跟著我一起讀
[00:07:22.640 --> 00:07:24.640]  第一 第二節
[00:07:24.640 --> 00:07:31.640]  古時後 上帝藉著眾仙之多次多方向列祖說話
[00:07:31.640 --> 00:07:34.640]  末世藉著他兒子向我們說話
[00:07:34.640 --> 00:07:36.640]  我們先讀到這裡
[00:07:36.640 --> 00:07:38.640]  兩子提到說話
[00:07:38.640 --> 00:07:41.640]  開始的時候就講到古時
[00:07:41.640 --> 00:07:46.640]  當然是以末世來做一個對比
[00:07:46.640 --> 00:07:48.640]  古時候有哪些人呢
[00:07:48.640 --> 00:07:51.640]  有些列祖 講到以前的時代的人
[00:07:51.640 --> 00:07:53.640]  不一定只是指到以色列人
[00:07:53.640 --> 00:07:55.640]  以前那些father
[00:07:55.640 --> 00:08:00.640]  然後末世 末世應該什麼時候開始呢
[00:08:00.640 --> 00:08:04.640]  就是耶穌基督來到世上
[00:08:04.640 --> 00:08:06.640]  施行祂的工作就是末世的開始
[00:08:06.640 --> 00:08:10.640]  正如這裡說 末世藉著他兒子向我們說話
[00:08:10.640 --> 00:08:14.640]  當然末世也包括了世界的終局
[00:08:14.640 --> 00:08:18.640]  我們現在已經活在末世
[00:08:18.640 --> 00:08:25.640]  我們現在活在一個非常時期
[00:08:25.640 --> 00:08:28.640]  是神的救恩已經來臨的時代
[00:08:28.640 --> 00:08:31.640]  所以這段經文對我們特別有意思
[00:08:31.640 --> 00:08:36.640]  在古時的時候 神就藉著眾仙之多次多方
[00:08:36.640 --> 00:08:40.640]  多次就是說有不同的部分
[00:08:40.640 --> 00:08:48.640]  或者是零碎的 或者是這一位的仙子會去啟示
[00:08:48.640 --> 00:08:50.640]  藉著他去啟示某些的意思
[00:08:50.640 --> 00:08:51.640]  我們會知道聖經裡面
[00:08:51.640 --> 00:08:54.640]  一路這樣不同的仙子一路這樣累積下去
[00:08:54.640 --> 00:08:59.640]  是一個漸進的啟示 逐一逐一
[00:08:59.640 --> 00:09:03.640]  並且是多次多方
[00:09:03.640 --> 00:09:08.640]  多方的意思就是說方式 不同的方式
[00:09:08.640 --> 00:09:10.640]  因為舊約的聖經我們會看到
[00:09:10.640 --> 00:09:13.640]  有些是在夢裡面看到一些啟示
[00:09:13.640 --> 00:09:15.640]  又或者是一些的儀仗
[00:09:15.640 --> 00:09:18.640]  又或者是神直接跟仙子說
[00:09:18.640 --> 00:09:22.640]  或者藉著一些的天使等等
[00:09:22.640 --> 00:09:24.640]  所以多次多方你發覺
[00:09:24.640 --> 00:09:30.640]  神是一個會很鄭重向人去啟示的一位的神
[00:09:30.640 --> 00:09:34.640]  一路這樣說下去
[00:09:34.640 --> 00:09:36.640]  我們會知道 如果我們看舊約的聖經
[00:09:36.640 --> 00:09:40.640]  仙子就說到我們都會很明白的
[00:09:40.640 --> 00:09:43.640]  大家都會知道主要的重點在哪裡
[00:09:43.640 --> 00:09:46.640]  就是人一開始的時候
[00:09:46.640 --> 00:09:49.640]  神創造天地 然後人犯罪
[00:09:49.640 --> 00:09:52.640]  然後在罪惡裡面神設立救恩
[00:09:52.640 --> 00:09:55.640]  最明顯就是從阿伯拉罕的約
[00:09:55.640 --> 00:10:01.640]  地上的萬俗都因他以後的子孫得福
