
[00:00:00.000 --> 00:00:06.000]  (主持人:今天跟大家簡介一段經文是來自菲律賓書第二章)
[00:00:06.000 --> 00:00:09.000]  (主持人:想和大家思想到耶穌的整個生命裏面)
[00:00:09.000 --> 00:00:11.000]  (主持人:祂有一個很重要的心腸)
[00:00:11.000 --> 00:00:13.000]  (主持人:而藉著耶穌的心智)
[00:00:13.000 --> 00:00:18.000]  (主持人:也請提醒我們明白神對我們的愛是不離不棄)
[00:00:18.000 --> 00:00:21.000]  (主持人:還有我們有沒有願意去效法耶穌基督的心腸)
[00:00:21.000 --> 00:00:23.000]  (主持人:這樣走人生的路呢)
[00:00:23.000 --> 00:00:26.000]  (主持人:聖誕節通常有某些宗派的傳統)
[00:00:26.000 --> 00:00:31.000]  (主持人:他們會點蠟燭每個禮拜去準備聖誕節)
[00:00:31.000 --> 00:00:35.000]  (主持人:所以上個禮拜有些傳統叫張臨期)
[00:00:35.000 --> 00:00:38.000]  (主持人:通常他們會在港壇附近)
[00:00:38.000 --> 00:00:40.000]  (主持人:某個地方綁五個蠟燭)
[00:00:40.000 --> 00:00:42.000]  (主持人:我們追查一些典故)
[00:00:42.000 --> 00:00:45.000]  (主持人:通常有三支是紫色)
[00:00:45.000 --> 00:00:46.000]  (主持人:一支是粉紅色)
[00:00:46.000 --> 00:00:48.000]  (主持人:中間有一支是白色)
[00:00:48.000 --> 00:00:51.000]  (主持人:其實就是慢慢預備去明白)
[00:00:51.000 --> 00:00:53.000]  (主持人:耶穌的來臨)
[00:00:53.000 --> 00:00:55.000]  (主持人:對世人的愛和盼望等等)
[00:00:55.000 --> 00:00:57.000]  (主持人:但是當我們回想)
[00:00:57.000 --> 00:01:00.000]  (主持人:去預備聖誕節的時候)
[00:01:00.000 --> 00:01:02.000]  (主持人:耶穌降臨的環境)
[00:01:02.000 --> 00:01:04.000]  (主持人:其實都是很多艱難)
[00:01:04.000 --> 00:01:05.000]  (主持人:大家熟悉的經文就說)
[00:01:05.000 --> 00:01:10.000]  (主持人:耶穌身為投胎的兒子)
[00:01:10.000 --> 00:01:13.000]  (主持人:被布包起來放在馬槽)
[00:01:13.000 --> 00:01:15.000]  (主持人:因為客店沒有地方)
[00:01:15.000 --> 00:01:18.000]  (主持人:然後記得所謂的三博士)
[00:01:18.000 --> 00:01:21.000]  (主持人:來朝拜的時候)
[00:01:21.000 --> 00:01:25.000]  (主持人:希律王後來表面說去敬拜)
[00:01:25.000 --> 00:01:28.000]  (主持人:實際上要殺了兩歲以內)
[00:01:28.000 --> 00:01:30.000]  (主持人:整個伯利恆的小孩)
[00:01:30.000 --> 00:01:32.000]  (主持人:所以耶穌來到地上)
[00:01:32.000 --> 00:01:34.000]  (主持人:其實是經歷一個很強權)
[00:01:34.000 --> 00:01:36.000]  (主持人:很霸道的環境)
[00:01:36.000 --> 00:01:37.000]  (主持人:一個懷疑重刃的人)
[00:01:37.000 --> 00:01:39.000]  (主持人:要回鄉下去登記)
[00:01:39.000 --> 00:01:41.000]  (主持人:當時可能很多人)
[00:01:41.000 --> 00:01:43.000]  (主持人:或者環境不容易)
[00:01:43.000 --> 00:01:47.000]  (主持人:也讓一個懷疑很重刃的女子)
[00:01:47.000 --> 00:01:49.000]  (主持人:要在馬槽附近去生)
[00:01:49.000 --> 00:01:52.000]  (主持人:然後又有一個希律王)
[00:01:52.000 --> 00:01:54.000]  (主持人:要殺了嬰孩等等)
[00:01:54.000 --> 00:01:56.000]  (主持人:所以其實聖誕節)
[00:01:56.000 --> 00:01:59.000]  (主持人:代表了一種很大負代價)
[00:01:59.000 --> 00:02:00.000]  (主持人:很多挑戰的一個)
[00:02:00.000 --> 00:02:02.000]  (主持人:耶穌這個生平的進入)
[00:02:02.000 --> 00:02:04.000]  (主持人:而在今天的菲律賓書)
[00:02:04.000 --> 00:02:05.000]  (主持人:其中一節經文)
[00:02:05.000 --> 00:02:07.000]  (主持人:我們很熟悉是第五節)
[00:02:07.000 --> 00:02:08.000]  (主持人:讀第五節)
[00:02:08.000 --> 00:02:10.000]  (主持人:我們讀一讀新譯本的版本)
[00:02:10.000 --> 00:02:11.000]  (主持人:一起讀)
[00:02:11.000 --> 00:02:14.000]  (主持人:你們應當有這樣的意念)
[00:02:14.000 --> 00:02:19.000]  (主持人:也是基督耶穌的意念)
[00:02:19.000 --> 00:02:20.000]  (主持人:原來文字我們熟悉)
[00:02:20.000 --> 00:02:22.000]  (主持人:就是以基督心為心)
[00:02:22.000 --> 00:02:26.000]  (主持人:王寶宗把靈心智等等)
[00:02:26.000 --> 00:02:27.000]  (主持人:變成心這個表達)
[00:02:27.000 --> 00:02:29.000]  (主持人:中文是一個很合適的表達)
[00:02:29.000 --> 00:02:31.000]  (主持人:但原文希臘的表達)
[00:02:31.000 --> 00:02:33.000]  (主持人:用意念就是思想)
[00:02:33.000 --> 00:02:35.000]  (主持人:我們有沒有耶穌的思想)
[00:02:35.000 --> 00:02:36.000]  (主持人:或者我們另一個表達)
[00:02:36.000 --> 00:02:38.000]  (主持人:有沒有耶穌基督的心智呢)
[00:02:38.000 --> 00:02:40.000]  (主持人:所以保羅就用一個)
[00:02:40.000 --> 00:02:41.000]  (主持人:整個耶穌的生平)
[00:02:41.000 --> 00:02:44.000]  (主持人:耶穌怎樣離開天上榮耀進入世界)
[00:02:44.000 --> 00:02:47.000]  (主持人:甚至去一個卑微的環境)
[00:02:47.000 --> 00:02:50.000]  (主持人:甚至卑微到要為我們死)
[00:02:50.000 --> 00:02:52.000]  (主持人:成為了奴僕的形象)
[00:02:52.000 --> 00:02:54.000]  (主持人:然後死得最慘)
[00:02:54.000 --> 00:02:56.000]  (主持人:死在十字架上的死)
[00:02:56.000 --> 00:02:59.000]  (主持人:所以保羅就用這個應用提醒我們)
[00:02:59.000 --> 00:03:01.000]  (主持人:當時代有很多人想事情)
[00:03:01.000 --> 00:03:03.000]  (主持人:不是好像耶穌那樣想事情)
[00:03:03.000 --> 00:03:05.000]  (主持人:他很愛菲律賓教會)
[00:03:05.000 --> 00:03:06.000]  (主持人:提醒他有沒有)
[00:03:06.000 --> 00:03:08.000]  (主持人:我們有沒有一個真的謙卑)
[00:03:08.000 --> 00:03:11.000]  (主持人:好像耶穌基督的心腸)
[00:03:38.000 --> 00:03:41.000]  (主持人:同一個思想,動詞表達)
[00:04:09.000 --> 00:04:12.000]  (主持人:所以在今天第三、第四節說)
[00:04:38.000 --> 00:04:41.000]  (主持人:在職場裡,如果公司不好)
[00:04:41.000 --> 00:04:44.000]  (主持人:要炒魷魚,四個炒剩三個)
[00:04:44.000 --> 00:04:46.000]  (主持人:四個炒剩兩個)
[00:04:46.000 --> 00:04:50.000]  (主持人:有時職場裡會找些鬥爭)
[00:04:50.000 --> 00:04:52.000]  (主持人:要趕走對方,不是趕走自己)
[00:04:52.000 --> 00:04:54.000]  (主持人:有些鬥爭方法)
[00:04:54.000 --> 00:04:56.000]  (主持人:世上要趕走很多虛榮的)
[00:04:56.000 --> 00:04:58.000]  (主持人:虛耀榮耀,坐在椅子上)
[00:04:58.000 --> 00:05:00.000]  (主持人:坐在辦公室也很重要)
[00:05:00.000 --> 00:05:02.000]  (主持人:如果我的辦公室可以看到海)
[00:05:02.000 --> 00:05:04.000]  (主持人:就高檔一點辦公室)
[00:05:04.000 --> 00:05:09.000]  (主持人:如果辦公室沒有空調,空調不流通)
[00:05:09.000 --> 00:05:13.000]  (主持人:越坐越睡覺,會有病)
[00:05:13.000 --> 00:05:16.000]  (主持人:是一個不舒服的環境)
[00:05:16.000 --> 00:05:19.000]  (主持人:外面的鬥爭是說鬥爭的方法)
[00:05:19.000 --> 00:05:22.000]  (主持人:說一個虛榮、空洞的榮耀方法)
[00:05:22.000 --> 00:05:24.000]  (主持人:但聖經裡面提到)
[00:05:24.000 --> 00:05:27.000]  (主持人:我們是不是按真正謙卑的方法呢)
[00:05:27.000 --> 00:05:29.000]  (主持人:而真正謙卑的其中一個條件)
[00:05:29.000 --> 00:05:34.000]  (主持人:形容為別人看別人比自己強)
[00:05:34.000 --> 00:05:36.000]  (主持人:你翻譯就是)
[00:05:36.000 --> 00:05:39.000]  (主持人:個人看別人比自己更重要)
[00:05:39.000 --> 00:05:41.000]  (主持人:不是說對方一定比你強)
[00:05:41.000 --> 00:05:43.000]  (主持人:或者好像我為例)
[00:05:43.000 --> 00:05:45.000]  (主持人:我自己喜歡讀數學,小時候也讀數學)
[00:05:45.000 --> 00:05:47.000]  (主持人:我女兒的數學比較強)
[00:05:47.000 --> 00:05:49.000]  (主持人:我兒子的數學比較弱)
[00:05:49.000 --> 00:05:52.000]  (主持人:我沒理由說我數學比我兒子弱強)
[00:05:52.000 --> 00:05:55.000]  (主持人:我兒子比我強,我怎麼想都想不到)
[00:05:55.000 --> 00:05:57.000]  (主持人:或者將來我女兒比我強,我都比較合理)
[00:05:57.000 --> 00:06:00.000]  (主持人:其實個人比自己強不是一種很賴衣服)
[00:06:00.000 --> 00:06:02.000]  (主持人:很愚蠢的想法)
[00:06:02.000 --> 00:06:04.000]  (主持人:我自己什麼都不懂的想法)
[00:06:04.000 --> 00:06:06.000]  (主持人:我想保羅的意思更多是)
[00:06:06.000 --> 00:06:09.000]  (主持人:我們看對方重要,我們尊重他)
[00:06:09.000 --> 00:06:11.000]  (主持人:無論他是強與弱)
[00:06:11.000 --> 00:06:13.000]  (主持人:無論他是什麼背景)
[00:06:13.000 --> 00:06:16.000]  (主持人:在教會裡面我們要走同心的路)
[00:06:16.000 --> 00:06:18.000]  (主持人:好像耶穌那樣愛世人)
[00:06:18.000 --> 00:06:21.000]  (主持人:甚至願意為卑微的罪人去死)
[00:06:21.000 --> 00:06:23.000]  (主持人:死在十字架上)
[00:06:23.000 --> 00:06:26.000]  (主持人:耶穌就看他們每一個人的生命為珍貴)
[00:06:26.000 --> 00:06:28.000]  (主持人:我們同樣在教會的相處)
[00:06:28.000 --> 00:06:30.000]  (主持人:在我們生命的相處)
[00:06:30.000 --> 00:06:33.000]  (主持人:我們是不是要看對方為珍貴呢?)
[00:06:33.000 --> 00:06:35.000]  (主持人:但是在這個世界裡面)
[00:06:35.000 --> 00:06:38.000]  (主持人:其實有很多人是玩鬥爭)
[00:06:38.000 --> 00:06:40.000]  (主持人:玩自大,玩自私)
[00:06:40.000 --> 00:06:42.000]  (主持人:玩虛榮的榮耀)
[00:06:42.000 --> 00:06:45.000]  (主持人:有時很多時代故事)
[00:06:45.000 --> 00:06:47.000]  (主持人:最近有一個大新聞就是)
[00:06:47.000 --> 00:06:51.000]  (主持人:美國總統在聖誕節前不久就承認)
