
[00:00:00.000 --> 00:00:02.000]  當你坐下來的時候跟你隔壁的同學說一聲
[00:00:02.000 --> 00:00:04.000]  「聖靈住在你心中」
[00:00:04.000 --> 00:00:06.000]  我們今天回到題目
[00:00:06.000 --> 00:00:08.000]  在二馬內里實驗的第七講
[00:00:08.000 --> 00:00:10.000]  無法想像的進路
[00:00:10.000 --> 00:00:12.000]  這是人的理性
[00:00:12.000 --> 00:00:14.000]  無法想像出來的進路
[00:00:14.000 --> 00:00:16.000]  叫做「捨己與馴服」
[00:00:16.000 --> 00:00:18.000]  我們人類被造
[00:00:18.000 --> 00:00:20.000]  本身是有限的
[00:00:20.000 --> 00:00:22.000]  我們最近有
[00:00:22.000 --> 00:00:24.000]  科學家研究說
[00:00:24.000 --> 00:00:26.000]  我們人類的壽命
[00:00:26.000 --> 00:00:28.000]  當然有部分科學家不贊成這個研究
[00:00:28.000 --> 00:00:30.000]  是我們人類壽命
[00:00:30.000 --> 00:00:32.000]  最多去到一百二十二歲
[00:00:32.000 --> 00:00:34.000]  已經是最長壽
[00:00:34.000 --> 00:00:36.000]  是盡頭的了
[00:00:36.000 --> 00:00:38.000]  其實在聖經創世紀羅亞出方舟之後
[00:00:38.000 --> 00:00:40.000]  上帝已經預告了人類的壽命
[00:00:40.000 --> 00:00:42.000]  只要去到一百二十歲
[00:00:42.000 --> 00:00:44.000]  我們的壽命是有限的
[00:00:44.000 --> 00:00:46.000]  我們的智慧是有限的
[00:00:46.000 --> 00:00:48.000]  我們的理性也是有限的
[00:00:48.000 --> 00:00:50.000]  但是當人類犯罪之後
[00:00:50.000 --> 00:00:52.000]  人的自然是成為什麼叫自然呢
[00:00:52.000 --> 00:00:54.000]  就是自我中心的
[00:00:54.000 --> 00:00:56.000]  跟你隔壁的同學說一聲
[00:00:56.000 --> 00:00:58.000]  人的自然是什麼
[00:00:58.000 --> 00:01:00.000]  人就是活在一個
[00:01:00.000 --> 00:01:02.000]  自我的視野當中
[00:01:02.000 --> 00:01:04.000]  我們受到我們的文化
[00:01:04.000 --> 00:01:06.000]  受到我們的成長
[00:01:06.000 --> 00:01:08.000]  受到我們的
[00:01:08.000 --> 00:01:10.000]  別人灌輸給我們的價值觀
[00:01:10.000 --> 00:01:12.000]  的看法
[00:01:12.000 --> 00:01:14.000]  我們看的事物是有限性的
[00:01:14.000 --> 00:01:16.000]  在南非的人和北非的人
[00:01:16.000 --> 00:01:18.000]  在中南美洲和美洲的人
[00:01:18.000 --> 00:01:20.000]  在中國和亞洲的人
[00:01:20.000 --> 00:01:22.000]  和日本人的思維不一樣
[00:01:22.000 --> 00:01:24.000]  我們的視野不一樣
[00:01:24.000 --> 00:01:26.000]  就是說我們的限制
[00:01:26.000 --> 00:01:28.000]  是非常之大的
[00:01:28.000 --> 00:01:30.000]  如果這樣的時候
[00:01:30.000 --> 00:01:32.000]  人犯罪之後就不能夠
[00:01:32.000 --> 00:01:34.000]  靠自己的本性去成就
[00:01:34.000 --> 00:01:36.000]  上帝的旨意在地上
[00:01:36.000 --> 00:01:38.000]  人的本性將會怎樣發展呢
[00:01:38.000 --> 00:01:40.000]  保羅就在提摩大學書三章一到五節
[00:01:40.000 --> 00:01:42.000]  這樣描述
[00:01:42.000 --> 00:01:44.000]  我要很快的讀
[00:01:44.000 --> 00:02:06.000]  (解讀)
[00:02:06.000 --> 00:02:08.000]  你每年讀一次這段經文
[00:02:08.000 --> 00:02:10.000]  你就發覺這段經文應驗的越來越多
[00:02:10.000 --> 00:02:12.000]  越來越普遍
[00:02:12.000 --> 00:02:14.000]  人類已經邁向一個這樣的世界
[00:02:14.000 --> 00:02:16.000]  在不同的層面
[00:02:16.000 --> 00:02:18.000]  不同的國家不同的地域
[00:02:18.000 --> 00:02:20.000]  共同性在這裏
[00:02:20.000 --> 00:02:22.000]  所以人類犯罪之後的共同性
[00:02:22.000 --> 00:02:24.000]  反而是離棄上帝的
[00:02:24.000 --> 00:02:26.000]  耶穌的宣佈
[00:02:26.000 --> 00:02:28.000]  我們要達至的耳馬內利的進路
[00:02:28.000 --> 00:02:30.000]  是無法想像的進路
[00:02:30.000 --> 00:02:32.000]  耶穌怎樣說
[00:02:32.000 --> 00:02:34.000]  耶穌對眾人說
[00:02:34.000 --> 00:02:36.000]  如果有人要跟從我
[00:02:36.000 --> 00:02:38.000]  就當是寫幾天天配置的十字架來跟從我
[00:02:38.000 --> 00:02:40.000]  因為凡是要求
[00:02:40.000 --> 00:02:42.000]  自己的生命
[00:02:42.000 --> 00:02:44.000]  要求自己的生命必喪掉生命
[00:02:44.000 --> 00:02:46.000]  凡是要求我喪掉生命
[00:02:46.000 --> 00:02:48.000]  他必救自己的生命
[00:02:48.000 --> 00:02:50.000]  人就勢賺得全世界
[00:02:50.000 --> 00:02:52.000]  卻喪失了自己或者賠償自己
[00:02:52.000 --> 00:02:54.000]  有什麼益處呢
[00:02:54.000 --> 00:02:56.000]  耶穌的說法
[00:02:56.000 --> 00:02:58.000]  是一個生死的抉擇
[00:02:58.000 --> 00:03:00.000]  和你旁邊的人說一聲
[00:03:00.000 --> 00:03:02.000]  是一個生死的抉擇
[00:03:02.000 --> 00:03:04.000]  不是可抉擇
[00:03:04.000 --> 00:03:06.000]  不可抉擇
[00:03:06.000 --> 00:03:08.000]  是一個生死的抉擇
[00:03:08.000 --> 00:03:10.000]  第二個很奇怪
[00:03:10.000 --> 00:03:12.000]  在全世界我看到很多基督徒
[00:03:12.000 --> 00:03:14.000]  跟我說
[00:03:14.000 --> 00:03:16.000]  牧師我也有上教會
[00:03:16.000 --> 00:03:18.000]  不過我不是很虔誠
[00:03:18.000 --> 00:03:20.000]  為什麼呢
[00:03:20.000 --> 00:03:22.000]  其實他創造了第三類人
[00:03:22.000 --> 00:03:24.000]  什麼叫第三類
[00:03:24.000 --> 00:03:26.000]  世界上有三類人
[00:03:26.000 --> 00:03:28.000]  我一向認為只有兩類
[00:03:28.000 --> 00:03:30.000]  他創造了第三類
[00:03:30.000 --> 00:03:32.000]  這個世界只有兩類
[00:03:32.000 --> 00:03:34.000]  信耶穌還是不信耶穌
[00:03:34.000 --> 00:03:36.000]  跟從主還是不跟從主
[00:03:36.000 --> 00:03:38.000]  世界上有一些很敬虔的跟從主
[00:03:38.000 --> 00:03:40.000]  有一些很斜著的跟從主
[00:03:40.000 --> 00:03:42.000]  和你旁邊的人說一聲
[00:03:42.000 --> 00:03:44.000]  沒有斜著跟從主
[00:03:44.000 --> 00:03:46.000]  斜著即是不跟從
[00:03:46.000 --> 00:03:48.000]  在耶穌的定義
[00:03:48.000 --> 00:03:50.000]  耶穌的定義
[00:03:50.000 --> 00:03:52.000]  斜著即是不跟從
[00:03:52.000 --> 00:03:54.000]  一是跟從一是不跟從
[00:03:54.000 --> 00:03:56.000]  一跟從就是當社稷天天背起十字架
[00:03:56.000 --> 00:03:58.000]  跟從我
[00:03:58.000 --> 00:04:00.000]  而且在世界裡面
[00:04:00.000 --> 00:04:02.000]  我看到很多人
[00:04:02.000 --> 00:04:04.000]  都走過來吃飯
[00:04:04.000 --> 00:04:06.000]  就在那裡高解
[00:04:06.000 --> 00:04:08.000]  牧師我曾經回過教會
[00:04:08.000 --> 00:04:10.000]  信過
[00:04:10.000 --> 00:04:12.000]  但現在沒有了
[00:04:12.000 --> 00:04:14.000]  有些人說我其實是教徒
[00:04:14.000 --> 00:04:16.000]  但沒有人知道
[00:04:16.000 --> 00:04:18.000]  牧師隱形戰機
[00:04:18.000 --> 00:04:20.000]  耶穌說
[00:04:20.000 --> 00:04:22.000]  凡把我和我的道理
[00:04:22.000 --> 00:04:24.000]  當作可恥人子在自己榮耀裡面
[00:04:24.000 --> 00:04:26.000]  和天父和聖天使的榮耀裡面
[00:04:26.000 --> 00:04:28.000]  來臨的時候也要把那人當作可恥的
[00:04:28.000 --> 00:04:30.000]  不敢提自己是教徒
[00:04:30.000 --> 00:04:32.000]  不敢自己是信耶穌
[00:04:32.000 --> 00:04:34.000]  就是覺得可恥
[00:04:34.000 --> 00:04:36.000]  對不對
[00:04:36.000 --> 00:04:38.000]  你不敢提你爸爸是誰
[00:04:38.000 --> 00:04:40.000]  不敢提你媽媽是誰
[00:04:40.000 --> 00:04:42.000]  你就覺得可恥
[00:04:42.000 --> 00:04:44.000]  如果你引以為榮
[00:04:44.000 --> 00:04:46.000]  你就會提你爸爸是誰
[00:04:46.000 --> 00:04:48.000]  你媽媽是誰
[00:04:48.000 --> 00:04:50.000]  你爸媽引你為榮
[00:04:50.000 --> 00:04:52.000]  你就會提我兒子
[00:04:52.000 --> 00:04:54.000]  你兒子在哪裡
[00:04:54.000 --> 00:04:56.000]  不要提了
[00:04:56.000 --> 00:04:58.000]  當沒有了
[00:04:58.000 --> 00:05:00.000]  對不對
[00:05:00.000 --> 00:05:02.000]  我是今天跟從基督的人
[00:05:02.000 --> 00:05:04.000]  所以保羅說我不以方為恥
[00:05:04.000 --> 00:05:06.000]  我不覺得
