
[00:00:00.000 --> 00:00:02.240]  各位靈姐妹早安
[00:00:02.240 --> 00:00:08.220]  讓我們再次低頭同心祈禱
[00:00:08.220 --> 00:00:10.460]  天父上帝,我們感謝祢
[00:00:10.460 --> 00:00:13.480]  祢是我們今天有這麼美好的清晨
[00:00:13.480 --> 00:00:18.020]  能夠回到祢的殿當中,去經歷豐富
[00:00:18.020 --> 00:00:21.620]  能夠體會上主祢的恩典更多
[00:00:21.620 --> 00:00:24.320]  讓我們能夠專心去到祢面前
[00:00:24.320 --> 00:00:27.220]  開過祢的耳朵,讓我們專心去聆聽
[00:00:27.220 --> 00:00:30.640]  開過祢的眼睛,讓我們能夠瞻仰到祢的榮光
[00:00:30.640 --> 00:00:33.540]  有願僕人口中的言語,弟兄姊妹之間的心思意念
[00:00:33.540 --> 00:00:36.400]  蒙聖靈的啟迪,蒙主的月立
[00:00:36.400 --> 00:00:41.040]  禱告奉耶穌基督的名,阿們
[00:00:41.040 --> 00:00:43.780]  各位弟兄姊妹,今天想和大家去專心
[00:00:43.780 --> 00:00:49.620]  去看看耶穌基督和門徒這一段的對話和教訓
[00:00:49.620 --> 00:00:54.280]  所以我想你可以打開周刊,又或者打開你手上的聖經
[00:00:54.280 --> 00:00:58.680]  我們一起去進入《馬科方》九章這段經文
[00:00:58.680 --> 00:01:00.060]  無論你有多熟悉也好
[00:01:00.060 --> 00:01:03.300]  我想你今次重新再進入這段聖經
[00:01:03.300 --> 00:01:06.860]  可能你想像自己是當時其中一位的門徒
[00:01:06.860 --> 00:01:09.500]  又或者你是想像旁邊的一些群眾
[00:01:09.500 --> 00:01:11.300]  無論如何,希望我們再一次
[00:01:11.300 --> 00:01:14.340]  用第一身的角度去進入這段聖經
[00:01:14.340 --> 00:01:16.540]  去想一想,去思想一下
[00:01:16.540 --> 00:01:20.120]  今天我們的主上帝向我們要說的是甚麼的話
[00:01:20.120 --> 00:01:23.720]  在《馬科方》第九章三十到三十七節
[00:01:23.720 --> 00:01:27.320]  請留心聽,我再一次去讀出
[00:01:27.320 --> 00:01:30.820]  當時耶穌和門徒就離開那個地方
[00:01:30.820 --> 00:01:33.160]  經過了加里尼
[00:01:33.160 --> 00:01:35.560]  耶穌祂不想別人知道
[00:01:35.560 --> 00:01:38.460]  因為祂正正在教訓門徒說
[00:01:38.460 --> 00:01:41.260]  人子將要被加在人的手裏
[00:01:41.260 --> 00:01:43.060]  他們要殺害他
[00:01:43.060 --> 00:01:46.140]  被殺以後三日後要復活
[00:01:46.140 --> 00:01:48.700]  門徒卻是不明白這番說話
[00:01:48.700 --> 00:01:50.740]  又不敢問祂
[00:01:50.740 --> 00:01:54.940]  他們來到加伯隆,耶穌在屋裏就問門徒說
[00:01:54.940 --> 00:01:58.220]  你們在路上議論甚麼呢?
[00:01:58.220 --> 00:01:59.820]  門徒沒有出聲
[00:01:59.820 --> 00:02:04.020]  因為他們在路上彼此爭論誰最偉大
[00:02:04.020 --> 00:02:05.860]  耶穌就坐下來
[00:02:05.860 --> 00:02:08.660]  叫十二個門徒來跟他們說
[00:02:08.660 --> 00:02:11.160]  如果有人願意為首的
[00:02:11.160 --> 00:02:12.900]  他要作眾人之後
[00:02:12.900 --> 00:02:15.660]  要成為眾人的用人
[00:02:15.660 --> 00:02:19.140]  於是耶穌就另一個小朋友來到他們當中
[00:02:19.140 --> 00:02:22.480]  又抱起他,跟門徒說
[00:02:22.480 --> 00:02:26.580]  誰為我的名接納這個好像小朋友一樣的
[00:02:26.580 --> 00:02:27.880]  就是接納我
[00:02:27.880 --> 00:02:29.280]  凡接納我的
[00:02:29.280 --> 00:02:30.540]  不只是接納我
[00:02:30.540 --> 00:02:35.080]  而是接納那位差我來的
