
[00:00:00.000 --> 00:00:03.000]  這段《聖經》我信徒之後就知道有這段《聖經》
[00:00:03.000 --> 00:00:07.000]  在我人生不同的階段,我有讀這段《聖經》
[00:00:07.000 --> 00:00:11.000]  對我來講有不同的感受跟不同的意義,不同的應用
[00:00:11.000 --> 00:00:14.000]  所以今天我們就來挑戰一下我們的大腦
[00:00:14.000 --> 00:00:18.000]  我們來真的認真看一下這段《聖經》雖然很難明白
[00:00:18.000 --> 00:00:21.000]  但到底它在講一些什麼東西呢?
[00:00:21.000 --> 00:00:25.000]  我會給一些不同的version給大家
[00:00:25.000 --> 00:00:27.000]  然後你自己去pick and choose
[00:00:27.000 --> 00:00:34.000]  首先有個disclaimer,這段《聖經》儘管我真的花了好多時間
[00:00:34.000 --> 00:00:40.000]  花了很多年去嘗試去感受,去apply到我的生命裡面
[00:00:40.000 --> 00:00:47.000]  我到今天為止,我承認我不覺得我fully comprehend這段《聖經》
[00:00:47.000 --> 00:00:53.000]  我覺得它裡面還有些很豐富的真理,是我還未曾感受到的
[00:00:53.000 --> 00:00:56.000]  但是我已經感受到,經歷過了,我可以跟你分享
[00:00:56.000 --> 00:01:00.000]  那我也可以跟你分享很多不同對這段《聖經》的解釋
[00:01:00.000 --> 00:01:07.000]  你自己在人生不同的階段,你去挑這個角度看比較適合我
[00:01:07.000 --> 00:01:09.000]  現今的階段
[00:01:09.000 --> 00:01:12.000]  那麼到底這段《聖經》講什麼呢?只分兩點
[00:01:12.000 --> 00:01:16.000]  第一點就是它講到一個,如果作為主耶穌的門徒
[00:01:16.000 --> 00:01:18.000]  你需要建立一個家庭觀
[00:01:18.000 --> 00:01:21.000]  那個家庭觀跟我們現在的家庭觀很不一樣
[00:01:21.000 --> 00:01:23.000]  那麼這個家庭觀是什麼呢?
[00:01:23.000 --> 00:01:26.000]  路加福音的十四章二十五到二十六節
[00:01:26.000 --> 00:01:31.000]  這裡是這樣講的,為什麼這段話這麼的radical呢?
[00:01:31.000 --> 00:01:36.000]  它說有極多的人和耶穌同行,就很多人跟著耶穌
[00:01:36.000 --> 00:01:38.000]  然後耶穌轉過來就對他們說
[00:01:38.000 --> 00:01:43.000]  他說人到我這裡來,若不愛我勝過愛自己的父母
[00:01:43.000 --> 00:01:49.000]  我特別括號那邊特別說,愛我勝過愛原文是恨
[00:01:49.000 --> 00:01:54.000]  所以原文應該是讀說,人到我這裡來,若不恨自己的父母
[00:01:54.000 --> 00:02:00.000]  妻子、兒女、弟兄、姐妹,甚至恨自己的性命
[00:02:00.000 --> 00:02:03.000]  就不能做我的門徒
[00:02:03.000 --> 00:02:06.000]  這節《聖經》其實很多人都讀過
[00:02:06.000 --> 00:02:08.000]  因為太難了,所以讀過
[00:02:08.000 --> 00:02:14.000]  人是這樣的,人我們有所謂的自我防衛的這種措施
[00:02:14.000 --> 00:02:18.000]  萬一有些東西太radical的時候,你automatically會blackout
[00:02:18.000 --> 00:02:21.000]  所以大概你讀完就會忘記,我沒讀過,沒聽過
[00:02:21.000 --> 00:02:23.000]  從來不知道我這段經文
[00:02:23.000 --> 00:02:26.000]  但這段經文from time to time其實都會stick out
[00:02:26.000 --> 00:02:27.000]  有時候你會讀不到
[00:02:27.000 --> 00:02:30.000]  那今天我們來處理一下,到底他講什麼
[00:02:30.000 --> 00:02:33.000]  因為很難明的是,第一個問題就是說
[00:02:33.000 --> 00:02:36.000]  很多人說,《聖經》不是叫我們要愛父母的嗎?
[00:02:36.000 --> 00:02:39.000]  你要愛妻子,你們有讀過保羅說的嗎?
[00:02:39.000 --> 00:02:43.000]  每個人要愛你的妻子,就好像耶穌愛教會
[00:02:43.000 --> 00:02:47.000]  要叫我們敬重父母,要愛弟兄姐妹,愛你的孩子
[00:02:47.000 --> 00:02:50.000]  奇怪為什麼耶穌自己的話說
[00:02:50.000 --> 00:02:52.000]  他說如果你到了這裡來
[00:02:52.000 --> 00:02:59.000]  如果你不恨你自己的父母、妻子、兒女、弟兄姐妹和自己的性命
[00:02:59.000 --> 00:03:01.000]  就不能做我的門徒
[00:03:01.000 --> 00:03:03.000]  到底他在講什麼?
[00:03:03.000 --> 00:03:06.000]  所以第一個要解釋為什麼他用恨這個字
[00:03:06.000 --> 00:03:09.000]  中文翻譯非常好,其實這個不難解決
[00:03:09.000 --> 00:03:14.000]  因為中文他直接把他的解釋翻譯出來了
[00:03:14.000 --> 00:03:17.000]  所以荷荷本在翻譯的時候,他就說
[00:03:17.000 --> 00:03:20.000]  若不愛我勝過愛,那翻譯得非常棒
[00:03:20.000 --> 00:03:23.000]  因為他不是只是翻譯,他不是按原文翻譯
[00:03:23.000 --> 00:03:26.000]  他是按他解釋的意思翻譯
[00:03:26.000 --> 00:03:29.000]  因為在希伯來文化講到恨這個字,大概有兩個層面
[00:03:29.000 --> 00:03:33.000]  一個叫actively hate,就是我真的很討厭你
[00:03:33.000 --> 00:03:36.000]  我看到你就討厭,這種叫actively hate
[00:03:36.000 --> 00:03:40.000]  我主動的actively去hate一個人
[00:03:40.000 --> 00:03:43.000]  那有一種hate叫做hate by comparison
[00:03:43.000 --> 00:03:45.000]  就是說我不是討厭你
[00:03:45.000 --> 00:03:48.000]  只是說你跟他兩者比較
[00:03:48.000 --> 00:03:53.000]  因為我太愛他了,我對他的愛深到一種程度
[00:03:53.000 --> 00:03:56.000]  跟你對照起來,就好像我很恨你
[00:03:56.000 --> 00:04:00.000]  所以這種在希伯來文的恨字,叫相對式的恨
[00:04:00.000 --> 00:04:03.000]  是一種文學的用語
[00:04:03.000 --> 00:04:09.000]  就是他用來表達說你對其中一方的愛到底有多深
[00:04:09.000 --> 00:04:12.000]  深到一種程度,他是一種誇張的講法
[00:04:12.000 --> 00:04:15.000]  我愛A深到一種程度,我其實不討厭B
[00:04:15.000 --> 00:04:18.000]  可是我愛A愛到太愛他了
[00:04:18.000 --> 00:04:21.000]  相比之下就好像我很恨B
[00:04:21.000 --> 00:04:24.000]  所以這就是這尊經文第一重要解釋
[00:04:24.000 --> 00:04:26.000]  就是當主耶穌,雖然他原文是說
[00:04:26.000 --> 00:04:31.000]  人到我這裡來,如果不恨你自己的妻子,父母,兒女
[00:04:31.000 --> 00:04:33.000]  但是中文翻譯很好
[00:04:33.000 --> 00:04:36.000]  他說他把以前那個文化也翻譯出來
[00:04:36.000 --> 00:04:38.000]  所以主耶穌的意思大概是說
[00:04:38.000 --> 00:04:40.000]  你如果要跟我可以
[00:04:40.000 --> 00:04:45.000]  但是你需要有一個很健康的家庭觀
[00:04:45.000 --> 00:04:47.000]  這個家庭觀就是說
[00:04:47.000 --> 00:04:50.000]  如果你不愛我,在整個家庭當中
[00:04:50.000 --> 00:04:53.000]  你需要把你對我的愛放在第一位
[00:04:53.000 --> 00:04:59.000]  如果你不愛我勝過你對你父母,妻子,兒女,弟兄姊妹
[00:04:59.000 --> 00:05:02.000]  甚至你自己的愛的話
[00:05:02.000 --> 00:05:05.000]  那你就不配做我的門徒
[00:05:05.000 --> 00:05:08.000]  所以這是第一個,中文解釋得很清楚
[00:05:08.000 --> 00:05:10.000]  這個不難,這個不難
[00:05:10.000 --> 00:05:13.000]  反而下一個問題就比較難
[00:05:13.000 --> 00:05:17.000]  下一個問題就是說,為什麼他會講這句話
[00:05:17.000 --> 00:05:19.000]  為什麼他會這麼強調說
[00:05:19.000 --> 00:05:21.000]  如果你要來跟我
[00:05:21.000 --> 00:05:23.000]  如果在眾多的人際關係裡面
[00:05:23.000 --> 00:05:25.000]  如果我不是最突出的那個
[00:05:25.000 --> 00:05:30.000]  如果我要你愛到我愛我愛到一種程度
[00:05:30.000 --> 00:05:33.000]  跟你愛別人比起來就好像你恨他一樣
[00:05:33.000 --> 00:05:35.000]  這個比較是很嚴重的
[00:05:35.000 --> 00:05:39.000]  為什麼他要這樣,這到底有什麼重要
[00:05:39.000 --> 00:05:43.000]  這個重要的地方到底在哪裡
[00:05:43.000 --> 00:05:45.000]  當然人生不同的階段
[00:05:45.000 --> 00:05:47.000]  你自己去揣摩
[00:05:47.000 --> 00:05:49.000]  就是你跟身邊的人的關係
[00:05:49.000 --> 00:05:51.000]  有時候你要想一想說
[00:05:51.000 --> 00:05:53.000]  我真的愛什麼,我真的愛主嗎
[00:05:53.000 --> 00:05:56.000]  我愛主比我愛我父母或者
[00:05:56.000 --> 00:05:58.000]  當然有些人是很簡單的
[00:05:58.000 --> 00:06:00.000]  有些人覺得piece of cake簡單
[00:06:00.000 --> 00:06:02.000]  我本來就蠻討厭我父母的
[00:06:02.000 --> 00:06:04.000]  所以這個叫做piece of cake
[00:06:04.000 --> 00:06:06.000]  如果愛家人倒是很難
[00:06:06.000 --> 00:06:09.000]  要恨家人,it comes so easy for me
[00:06:09.000 --> 00:06:11.000]  it comes natural
[00:06:11.000 --> 00:06:13.000]  但有些人就不一樣
[00:06:13.000 --> 00:06:16.000]  有些人就說不行啊,我愛將愛得翻天覆地
