
[00:00:00.000 --> 00:00:03.000]  在逆境中堅強
[00:00:03.000 --> 00:00:08.000]  我們可以怎樣在逆境中堅強呢?
[00:00:08.000 --> 00:00:14.000]  或者我們可以在一些人物身上學習功課
[00:00:14.000 --> 00:00:16.000]  正如我經常有提到
[00:00:16.000 --> 00:00:18.000]  閱人的操練
[00:00:18.000 --> 00:00:22.000]  閱讀人物在他身上學習功課
[00:00:22.000 --> 00:00:25.000]  我們可以向哪位學習呢?
[00:00:25.000 --> 00:00:27.000]  當講到這一方面
[00:00:27.000 --> 00:00:31.000]  這位人物大家都很熟悉
[00:00:31.000 --> 00:00:33.000]  亦都聽過
[00:00:33.000 --> 00:00:39.000]  這位人物叫邱吉爾
[00:00:39.000 --> 00:00:43.000]  是上世紀四五十年代
[00:00:43.000 --> 00:00:48.000]  非常有名的英國前任首相
[00:00:48.000 --> 00:00:51.000]  是一位大政治家
[00:00:51.000 --> 00:00:55.000]  甚至原來他也是大文學家
[00:00:55.000 --> 00:00:57.000]  為什麼呢?
[00:00:57.000 --> 00:01:00.000]  原來他曾經寫過一本書
[00:01:00.000 --> 00:01:03.000]  在一九五三年
[00:01:03.000 --> 00:01:08.000]  寫過一本叫《第二次世界大戰回憶錄》
[00:01:08.000 --> 00:01:15.000]  這本書令他獲得諾貝爾文學獎
[00:01:15.000 --> 00:01:20.000]  所以他不單止是大政治家首相
[00:01:20.000 --> 00:01:23.000]  更加是一位文學家
[00:01:23.000 --> 00:01:25.000]  但是我們都留意一下
[00:01:25.000 --> 00:01:27.000]  在他的生命裏
[00:01:27.000 --> 00:01:32.000]  有些地方是特別值得我們去學習的
[00:01:32.000 --> 00:01:33.000]  是什麼呢?
[00:01:33.000 --> 00:01:37.000]  就是他那種生命的堅強
[00:01:37.000 --> 00:01:39.000]  生命的堅強
[00:01:39.000 --> 00:01:44.000]  所以有人都稱他好像一位硬漢子
[00:01:44.000 --> 00:01:47.000]  他曾經考大學
[00:01:47.000 --> 00:01:51.000]  考了三次都考不到
[00:01:51.000 --> 00:01:54.000]  不過第四次他考得到
[00:01:54.000 --> 00:01:57.000]  他曾經有一次去到美國
[00:01:57.000 --> 00:01:58.000]  一九二一年
[00:01:58.000 --> 00:02:00.000]  去美國來演講
[00:02:00.000 --> 00:02:02.000]  有一些反英的組織
[00:02:02.000 --> 00:02:06.000]  就放話要去暗殺他
[00:02:06.000 --> 00:02:09.000]  本來人聽到這些都很害怕
[00:02:09.000 --> 00:02:10.000]  但是他不害怕
[00:02:10.000 --> 00:02:12.000]  他不怕這些威嚇
[00:02:12.000 --> 00:02:15.000]  他繼續去講而且還講得更多
[00:02:15.000 --> 00:02:17.000]  結果講了多少場呢?
[00:02:17.000 --> 00:02:20.000]  四十五場的演講
[00:02:20.000 --> 00:02:22.000]  還有大家都知道
[00:02:22.000 --> 00:02:25.000]  在第二次世界大戰的時候
[00:02:25.000 --> 00:02:28.000]  英國處境是非常非常的困難
[00:02:28.000 --> 00:02:32.000]  而他也是當時帶領了英國的人民
[00:02:32.000 --> 00:02:36.000]  去渡過第二次世界大戰
[00:02:36.000 --> 00:02:38.000]  並且是贏了
[00:02:38.000 --> 00:02:39.000]  大家都知道
[00:02:39.000 --> 00:02:43.000]  最終是盟軍的勝利
[00:02:43.000 --> 00:02:46.000]  在當中他有一句名言
[00:02:46.000 --> 00:02:48.000]  都很值得我們去想想
[00:02:48.000 --> 00:02:50.000]  那句名言是什麼呢?
[00:02:50.000 --> 00:02:52.000]  他就說
[00:02:52.000 --> 00:02:56.000]  如果我們敢於向危險挑戰
[00:02:56.000 --> 00:03:00.000]  這樣危險就會減低一半
[00:03:00.000 --> 00:03:04.000]  如果我們敢於向危險挑戰
[00:03:04.000 --> 00:03:07.000]  危險就會減低一半
[00:03:07.000 --> 00:03:09.000]  無論你信不信
[00:03:09.000 --> 00:03:11.000]  不過都值得我們去思考
[00:03:11.000 --> 00:03:13.000]  透過這些說話讓我們看到
[00:03:13.000 --> 00:03:16.000]  他是多麼的勇敢
[00:03:16.000 --> 00:03:19.000]  多麼的堅強的心
[00:03:19.000 --> 00:03:22.000]  所以今天當我們去到思想
[00:03:22.000 --> 00:03:24.000]  在逆境中
[00:03:24.000 --> 00:03:27.000]  我們可以怎樣能夠更加堅定的話
[00:03:27.000 --> 00:03:30.000]  或者我們可以從一些人物身上
[00:03:30.000 --> 00:03:32.000]  去學習一下功課
[00:03:32.000 --> 00:03:35.000]  從一些近代的歷史人物
[00:03:35.000 --> 00:03:37.000]  去學習一下功課
[00:03:37.000 --> 00:03:38.000]  不過當然最重要
[00:03:38.000 --> 00:03:41.000]  我們作為基督的門徒
[00:03:41.000 --> 00:03:44.000]  我們不只是在其他人物身上學習功課
[00:03:44.000 --> 00:03:46.000]  我們更加重要的是
[00:03:46.000 --> 00:03:49.000]  在聖經裡面學習功課
[00:03:49.000 --> 00:03:54.000]  而其中我們可以向保羅學習功課
[00:03:54.000 --> 00:04:00.000]  因為保羅也同樣是一位很堅強的人
[00:04:00.000 --> 00:04:04.000]  一位很堅強的神的僕人
[00:04:04.000 --> 00:04:07.000]  在剛才我們所讀的經文裡
[00:04:07.000 --> 00:04:10.000]  我們可以看到
[00:04:10.000 --> 00:04:13.000]  保羅是一位怎樣堅強的人
[00:04:13.000 --> 00:04:16.000]  在所遇到的逆境、困境
[00:04:16.000 --> 00:04:18.000]  一點都不比我們少
[00:04:18.000 --> 00:04:21.000]  甚至是更多
[00:04:21.000 --> 00:04:24.000]  但是保羅的心智是怎樣呢?
[00:04:24.000 --> 00:04:26.000]  保羅的經驗是怎樣呢?
[00:04:26.000 --> 00:04:28.000]  我們可以來看看
[00:04:28.000 --> 00:04:30.000]  哥林多後書的第四章
[00:04:30.000 --> 00:04:33.000]  第七到第十節和十六節
[00:04:33.000 --> 00:04:36.000]  那裡可以告訴我們是怎樣的
[00:04:36.000 --> 00:04:40.000]  保羅說我們有這個寶貝放在瓦起裡
[00:04:40.000 --> 00:04:43.000]  顯明這莫大的能力是出於神
[00:04:43.000 --> 00:04:45.000]  不是出於我們
[00:04:45.000 --> 00:04:48.000]  我們四面受敵卻不被困住
[00:04:48.000 --> 00:04:51.000]  心裡作難卻不致失望
[00:04:51.000 --> 00:04:54.000]  遭逼迫卻不被凋棄
[00:04:54.000 --> 00:04:57.000]  打倒了卻不致死亡
[00:04:57.000 --> 00:05:00.000]  身上常帶著耶穌的死
[00:05:00.000 --> 00:05:04.000]  使耶穌的生也顯明在我們身上
[00:05:04.000 --> 00:05:05.000]  然後十六節他說
[00:05:05.000 --> 00:05:10.000]  所以我們不喪膽,外體雖然毀壞
[00:05:10.000 --> 00:05:13.000]  內心卻一天,生死一天
[00:05:13.000 --> 00:05:16.000]  當我們看完這幾節經文的時候
[00:05:16.000 --> 00:05:17.000]  我相信我們都可以說
[00:05:17.000 --> 00:05:21.000]  保羅在這些說話裡面反映給我們知道
[00:05:21.000 --> 00:05:24.000]  他是一位心智很堅定的人
[00:05:24.000 --> 00:05:28.000]  他雖然遇到很多的困境、很多的逆境
[00:05:28.000 --> 00:05:30.000]  但是他毫不退縮
[00:05:30.000 --> 00:05:32.000]  他仍然的是謹守崗位
[00:05:32.000 --> 00:05:34.000]  仍然的是忠於使命
[00:05:34.000 --> 00:05:40.000]  而形成了我稱他為一個侍奉上的不倒翁
[00:05:40.000 --> 00:05:42.000]  就是這樣的情況
[00:05:42.000 --> 00:05:45.000]  似乎在保羅生命的見證裡面
[00:05:45.000 --> 00:05:47.000]  彷彿是打不死的
[00:05:47.000 --> 00:05:51.000]  他為主的緣故是可以繼續向前
[00:05:51.000 --> 00:05:56.000]  繼續克服種種的困難、種種的逆境
[00:05:56.000 --> 00:06:00.000]  譬如在這兩節的經文第八、第九節
[00:06:00.000 --> 00:06:02.000]  我們嘗試了解一下
[00:06:02.000 --> 00:06:04.000]  大概是哪一種的處境
[00:06:04.000 --> 00:06:06.000]  或者哪一種的逆境呢?
[00:06:06.000 --> 00:06:08.000]  在這裡我們看第八、第九節
[00:06:08.000 --> 00:06:12.000]  我們看到大概可以說是有四種的逆境
[00:06:12.000 --> 00:06:15.000]  四種的處境給我們知道
[00:06:15.000 --> 00:06:17.000]  但是我們都發現保羅告訴我們
[00:06:17.000 --> 00:06:22.000]  他都可以面對、跨過、沒有懼怕
[00:06:22.000 --> 00:06:28.000]  第一,他說我們四面受敵,卻不被困住
[00:06:28.000 --> 00:06:32.000]  四面受敵是一個很艱難的境況
[00:06:32.000 --> 00:06:35.000]  前又有、後又有、左右又有、後又有
[00:06:35.000 --> 00:06:37.000]  敵人不斷進逼來
[00:06:37.000 --> 00:06:42.000]  所以就形成了我們那種被困的境況
[00:06:42.000 --> 00:06:47.000]  困住的原文的意思是有一種狹窄的空間
[00:06:47.000 --> 00:06:49.000]  就是越來越少了
[00:06:49.000 --> 00:06:50.000]  困住就是越來越少了
[00:06:50.000 --> 00:06:51.000]  動彈不得了
[00:06:51.000 --> 00:06:54.000]  但是他說卻不被困住
[00:06:54.000 --> 00:06:58.000]  雖然敵人是這樣從四處走過來
[00:06:58.000 --> 00:07:02.000]  但是我終於都可以面對得到
[00:07:02.000 --> 00:07:04.000]  我仍然可以逃脫
[00:07:04.000 --> 00:07:06.000]  不會因為這個狹窄的空間
[00:07:06.000 --> 00:07:08.000]  我無法自己動彈、無法自己動
[00:07:08.000 --> 00:07:11.000]  卻不被困住
[00:07:11.000 --> 00:07:13.000]  這個是其中一個情景
[00:07:13.000 --> 00:07:14.000]  另外一個情景是什麼呢?
[00:07:14.000 --> 00:07:17.000]  心裡作難,但是卻不致失望
[00:07:17.000 --> 00:07:19.000]  作難的意思就是很困惑
[00:07:19.000 --> 00:07:23.000]  內在很困擾、很困惑、很迷惘的意思
[00:07:23.000 --> 00:07:27.000]  就是說究竟我前面下一步是怎樣呢?
[00:07:27.000 --> 00:07:28.000]  在這裏反覆的思量
[00:07:28.000 --> 00:07:31.000]  我肯定是想都想不通這樣的情況
[00:07:31.000 --> 00:07:33.000]  一籌莫展這樣
[00:07:33.000 --> 00:07:34.000]  但是無論怎樣都好
[00:07:34.000 --> 00:07:36.000]  終於就不致失望
[00:07:36.000 --> 00:07:40.000]  意思就是說我始終都是有路可走的
[00:07:40.000 --> 00:07:41.000]  不是沒有路的
[00:07:41.000 --> 00:07:45.000]  上帝都會終於帶領我有路走出去
[00:07:45.000 --> 00:07:50.000]  而不會令到我繼續的迷惘和困惑
[00:07:50.000 --> 00:07:52.000]  然後第三種的情景
[00:07:52.000 --> 00:07:55.000]  遭逼伯卻不被凋棄
[00:07:55.000 --> 00:07:57.000]  遭逼伯這裏的含義
[00:07:57.000 --> 00:08:00.000]  是說到一些士兵一路撤退的時候
[00:08:00.000 --> 00:08:02.000]  有些敵人在追趕
[00:08:02.000 --> 00:08:04.000]  當被追趕的時候
[00:08:04.000 --> 00:08:09.000]  如果帶領軍隊的領導人、軍官走了的話
[00:08:09.000 --> 00:08:10.000]  那就很慘了
[00:08:10.000 --> 00:08:15.000]  所以他說當我一直受到敵人迫害的時候
[00:08:15.000 --> 00:08:16.000]  我一路撤退的時候
[00:08:16.000 --> 00:08:19.000]  他發現他是不會被凋棄
[00:08:19.000 --> 00:08:21.000]  因為上帝是不會凋棄他
[00:08:21.000 --> 00:08:23.000]  仍然繼續在統領他
[00:08:23.000 --> 00:08:25.000]  帶領他前面的步伐
[00:08:25.000 --> 00:08:27.000]  所以他沒有懼怕
[00:08:27.000 --> 00:08:30.000]  不會被凋棄
[00:08:30.000 --> 00:08:32.000]  然後最後一種的情景
[00:08:32.000 --> 00:08:36.000]  他說打倒了卻不致死亡
[00:08:36.000 --> 00:08:40.000]  被打倒是一件很困難的事
[00:08:40.000 --> 00:08:42.000]  很悲慘的事
[00:08:42.000 --> 00:08:44.000]  在boxing打拳
[00:08:44.000 --> 00:08:46.000]  你就知道一倒地就很慘了
[00:08:46.000 --> 00:08:48.000]  打自由格鬥就更加厲害
[00:08:48.000 --> 00:08:51.000]  你一被打倒對方就會走過來
[00:08:51.000 --> 00:08:54.000]  打到你幾槌你根本就輸了
