
[00:00:00.000 --> 00:00:02.000]  各位電影師妹早安
[00:00:02.000 --> 00:00:04.000]  今天是父親節
[00:00:04.000 --> 00:00:08.000]  想問一下在座有哪一位是以為孕婦的
[00:00:08.000 --> 00:00:10.000]  或者將會成為父親的
[00:00:10.000 --> 00:00:12.000]  你都揮揮手好嗎
[00:00:12.000 --> 00:00:16.000]  我們祝他們父親節快樂
[00:00:16.000 --> 00:00:21.000]  各位父親
[00:00:21.000 --> 00:00:23.000]  你們的子女
[00:00:23.000 --> 00:00:26.000]  在他們心目中你是一個怎樣的形象呢
[00:00:26.000 --> 00:00:28.000]  他會怎樣形容你呢
[00:00:29.000 --> 00:00:31.000]  爸爸經常都不在家
[00:00:31.000 --> 00:00:33.000]  要上班
[00:00:33.000 --> 00:00:35.000]  可能一個星期都不知道見到他幾天
[00:00:35.000 --> 00:00:38.000]  但是他每次都會買一些很特別的東西給我
[00:00:38.000 --> 00:00:41.000]  所以我都知道其實他很掛念我
[00:00:41.000 --> 00:00:43.000]  我的爸爸很帥
[00:00:43.000 --> 00:00:46.000]  我的爸爸會戴眼鏡
[00:00:46.000 --> 00:00:49.000]  我的爸爸會和我玩火車
[00:00:49.000 --> 00:00:51.000]  我的爸爸抱著我
[00:00:51.000 --> 00:00:53.000]  我爸爸很像貓頭鷹
[00:00:53.000 --> 00:00:56.000]  因為他的眉毛很粗而且很有學問
[00:00:56.000 --> 00:00:58.000]  他又經常做功課做到手軟
[00:00:58.000 --> 00:01:01.000]  而且他很喜歡吃香蕉拌粗麥皮
[00:01:01.000 --> 00:01:03.000]  我想爸爸對我最大的影響
[00:01:03.000 --> 00:01:07.000]  是我今天能夠在職場和商界裡面處事
[00:01:07.000 --> 00:01:10.000]  因為他能夠自守他的信仰
[00:01:10.000 --> 00:01:12.000]  還有能夠做一個好管家
[00:01:12.000 --> 00:01:15.000]  這個是對我最大的學習
[00:01:15.000 --> 00:01:17.000]  我爸爸是長留法的
[00:01:17.000 --> 00:01:19.000]  我家裡有句名句
[00:01:19.000 --> 00:01:20.000]  好吃的給媽媽
[00:01:20.000 --> 00:01:22.000]  不好吃的就給爸爸
[00:01:22.000 --> 00:01:24.000]  是因為爸爸他不選擇飲食
[00:01:24.000 --> 00:01:25.000]  我爸爸都很忙
[00:01:25.000 --> 00:01:27.000]  但是他都幫我和我們溝通一下
[00:01:27.000 --> 00:01:29.000]  有很多時候我很喜歡和他玩
[00:01:29.000 --> 00:01:31.000]  因為他都很風趣
[00:01:31.000 --> 00:01:35.000]  你會怎樣形容你的父親呢?
[00:01:35.000 --> 00:01:39.000]  我爸爸已經離世了大概七年多的時間
[00:01:39.000 --> 00:01:42.000]  但是他在我心目中的印象仍然很深刻
[00:01:42.000 --> 00:01:44.000]  每一次我打電話回家的時候
[00:01:44.000 --> 00:01:46.000]  他都會問我一句話
[00:01:46.000 --> 00:01:48.000]  你什麼時候回來吃飯呢?
[00:01:48.000 --> 00:01:53.000]  而我們在天上也有另外一位父親
[00:01:53.000 --> 00:01:54.000]  就是我們的天父
[00:01:54.000 --> 00:01:58.000]  我們對我們的天父認識的東西有多少呢?
[00:01:58.000 --> 00:01:59.000]  有些人研究
[00:01:59.000 --> 00:02:03.000]  他說父母和子女的關係
[00:02:03.000 --> 00:02:09.000]  往往是受著子女怎樣去想像他們父母的形象
[00:02:09.000 --> 00:02:13.000]  今天我們和天父的關係都一樣
[00:02:13.000 --> 00:02:16.000]  我們怎樣去理解我們的天父的時候
[00:02:16.000 --> 00:02:19.000]  我們的關係也都會受到影響
[00:02:19.000 --> 00:02:20.000]  有些弟兄姊妹
[00:02:20.000 --> 00:02:22.000]  他很喜歡一祈禱
[00:02:22.000 --> 00:02:23.000]  閉上眼睛的時候
[00:02:23.000 --> 00:02:25.000]  就說親愛的天父
[00:02:25.000 --> 00:02:28.000]  我們在天上的爸爸天父
[00:02:28.000 --> 00:02:29.000]  很親密的
[00:02:29.000 --> 00:02:30.000]  但是有些弟兄姊妹
[00:02:30.000 --> 00:02:32.000]  他也都會分享到
[00:02:32.000 --> 00:02:34.000]  我和我爸爸的關係不好
[00:02:34.000 --> 00:02:36.000]  我很難去想像
[00:02:36.000 --> 00:02:38.000]  神又是我的天父
[00:02:38.000 --> 00:02:40.000]  我怎樣做他的子女
[00:02:40.000 --> 00:02:43.000]  很難叫得出天父
[00:02:43.000 --> 00:02:46.000]  今天我們看一段經文
[00:02:46.000 --> 00:02:50.000]  是新年的三章一至十二節
[00:02:50.000 --> 00:02:54.000]  裏面出現了三次「我而」
[00:02:54.000 --> 00:02:56.000]  我們都知道在心言裏面
[00:02:56.000 --> 00:02:58.000]  經常都會出現「我而」
[00:02:58.000 --> 00:03:02.000]  它表達著呼籲整體的會眾
[00:03:02.000 --> 00:03:06.000]  去留心聽耶和華要對我們說的話
[00:03:06.000 --> 00:03:08.000]  但是今天我們看這段經文
[00:03:08.000 --> 00:03:11.000]  它特別出現了三次之多
[00:03:11.000 --> 00:03:14.000]  似乎神在這段經文
[00:03:14.000 --> 00:03:16.000]  祂想多一層的意義
[00:03:16.000 --> 00:03:18.000]  從父親的角度
[00:03:18.000 --> 00:03:20.000]  祂的分面對我們在座
[00:03:20.000 --> 00:03:22.000]  每一位屬祂的兒女
[00:03:22.000 --> 00:03:23.000]  有一番的全面
[00:03:23.000 --> 00:03:27.000]  我們一起有個禱告
[00:03:27.000 --> 00:03:28.000]  親愛的天父
[00:03:28.000 --> 00:03:31.000]  我們將這個時刻交託給主您
[00:03:31.000 --> 00:03:34.000]  主啊,願以祢的靈與我們同在
[00:03:34.000 --> 00:03:36.000]  祢打開我們的心
[00:03:36.000 --> 00:03:38.000]  讓我們能夠去聆聽
[00:03:38.000 --> 00:03:39.000]  祢對我們的分配
[00:03:39.000 --> 00:03:41.000]  有傳記在心
[00:03:41.000 --> 00:03:42.000]  我們很深信
[00:03:42.000 --> 00:03:45.000]  神啊,祢的說話是大有能力的
[00:03:45.000 --> 00:03:47.000]  祢就幫助我們
[00:03:47.000 --> 00:03:48.000]  讓我們去明白
[00:03:48.000 --> 00:03:49.000]  又能夠遵行
[00:03:49.000 --> 00:03:51.000]  我們同心祈禱
[00:03:51.000 --> 00:03:56.000]  是奉教主耶穌基督命而求
[00:03:56.000 --> 00:04:00.000]  我們會先從三章一至十二節的結構
[00:04:00.000 --> 00:04:02.000]  來去理解
