
[00:00:00.000 --> 00:00:03.680]  今天我們來到《勞德記》第四章
[00:00:03.680 --> 00:00:09.680]  要看波亞斯如何處理答應了勞德
[00:00:09.680 --> 00:00:15.320]  有關他願意盡近親救贖者的義務
[00:00:15.320 --> 00:00:17.280]  我上星期說過
[00:00:17.280 --> 00:00:19.360]  《彥宗版》第三章的翻譯
[00:00:19.360 --> 00:00:21.080]  特別是第九節
[00:00:21.080 --> 00:00:22.720]  《彥宗版》是這樣翻譯的
[00:00:22.720 --> 00:00:25.200]  先生,我是勞德,你的婢女
[00:00:25.200 --> 00:00:26.720]  你是我的至親
[00:00:26.720 --> 00:00:30.600]  有義務照顧我,請你娶我
[00:00:30.600 --> 00:00:33.120]  這個翻譯的好處就是
[00:00:33.120 --> 00:00:37.440]  現代人一讀就明白勞德的要求
[00:00:37.440 --> 00:00:40.680]  是牽涉到婚姻的
[00:00:40.680 --> 00:00:45.120]  不過不好處就是使人不容易明白
[00:00:45.120 --> 00:00:47.800]  第四章的記載
[00:00:47.800 --> 00:00:53.480]  為何波亞斯提到要買地的事
[00:00:53.480 --> 00:00:58.440]  而不是直接說娶勞德的事呢?
[00:00:58.440 --> 00:01:02.040]  但如果我們照原文的翻譯
[00:01:02.040 --> 00:01:05.800]  《勞德記》三章九節是應該這樣翻譯的
[00:01:05.800 --> 00:01:07.480]  我是你的婢女勞德
[00:01:07.480 --> 00:01:11.120]  求你用你的衣襟遮蓋你的皮蕾
[00:01:11.120 --> 00:01:15.320]  因為你是一位近親救贖者
[00:01:15.320 --> 00:01:17.480]  其實勞德說的是
[00:01:17.480 --> 00:01:22.080]  求你用你的衣襟遮蓋你的皮蕾
[00:01:22.080 --> 00:01:24.680]  在作者的心目中
[00:01:24.680 --> 00:01:28.080]  這是很重要的一句說話
[00:01:28.080 --> 00:01:30.040]  何以見得呢?
[00:01:30.040 --> 00:01:31.520]  首先我解釋一下
[00:01:31.520 --> 00:01:36.840]  用你的衣襟遮蓋這句說話的含義是甚麼
[00:01:36.840 --> 00:01:39.120]  原文的衣襟那個字
[00:01:39.120 --> 00:01:44.000]  也可以翻譯成一對翅膀、一對翼
[00:01:44.000 --> 00:01:47.320]  但是人肯定沒有翅膀、沒有翼
[00:01:47.320 --> 00:01:49.720]  所以就改了做衣襟
[00:01:49.720 --> 00:01:52.640]  為何猶太人會發展出一句這樣的說話
[00:01:52.640 --> 00:01:55.600]  用翅膀遮蓋呢?
[00:01:55.600 --> 00:02:00.920]  我相信這句說話當然不會是按字面的意義來理解
[00:02:00.920 --> 00:02:03.400]  而是要穿過字面的意義
[00:02:03.400 --> 00:02:06.560]  了解背後的含義
[00:02:06.560 --> 00:02:11.720]  我猜他們很可能是知道約櫃的結構
[00:02:11.720 --> 00:02:17.680]  約櫃的蓋是象徵上帝的私恩寶座
[00:02:17.680 --> 00:02:20.800]  有一幅約櫃的圖畫
[00:02:20.800 --> 00:02:24.280]  私恩寶座上有兩個天使
[00:02:24.280 --> 00:02:30.080]  天使要剪開翅膀來遮蓋私恩寶座
[00:02:30.080 --> 00:02:37.480]  故此剪翅遮蓋代表一個私恩的意思
[00:02:37.480 --> 00:02:41.920]  如果將私恩的意思代入勞德的說話
[00:02:41.920 --> 00:02:44.800]  三章九字就變成
[00:02:44.800 --> 00:02:49.040]  我是你的婢女勞德,求你私恩給你的婢女
[00:02:49.040 --> 00:02:53.080]  因為你是一位近親救贖者
[00:02:53.080 --> 00:02:58.120]  所以其實很著重用你的衣襟遮蓋你的婢女這句說話
[00:02:58.120 --> 00:03:03.480]  這三章四節就藉著拿俄美的口說了一次
[00:03:03.480 --> 00:03:07.320]  教勞德做一件很特別的事
[00:03:07.320 --> 00:03:10.720]  就是要去到波亞斯睡覺的地方
[00:03:10.720 --> 00:03:15.840]  然後掀開被子,躺在他腳邊
[00:03:15.840 --> 00:03:23.120]  其實這個動作就是用你的衣襟遮蓋你的婢女行動的表達
[00:03:23.120 --> 00:03:31.080]  而第七節又記載勞德真的去到掀開被子,躺在他腳邊
[00:03:31.080 --> 00:03:34.120]  第九節再說這句說話
[00:03:34.120 --> 00:03:37.840]  結果由於波亞斯看見勞德
[00:03:37.840 --> 00:03:44.280]  波亞斯看見的不是勞德很可憐或者很值得同情
[00:03:44.280 --> 00:03:48.120]  而是勞德是一位有誠信的人
[00:03:48.120 --> 00:03:50.320]  他對他的婆婆誠信
[00:03:50.320 --> 00:03:56.040]  他對已故丈夫的家族也非常忠誠
[00:03:56.040 --> 00:03:58.840]  因此波亞斯義不容辭
[00:03:58.840 --> 00:04:02.520]  答應要盡近親救贖者的義務
[00:04:02.520 --> 00:04:06.320]  不過有一個小小的難題
[00:04:06.320 --> 00:04:14.520]  就是以利未累有一位親屬比波亞斯和他的關係更親的人
[00:04:14.520 --> 00:04:17.760]  除非他讓位給波亞斯
[00:04:17.760 --> 00:04:23.680]  否則波亞斯就不能做近親救贖者
[00:04:23.680 --> 00:04:30.480]  經文給我們看到要盡上做近親救贖者的義務
[00:04:30.480 --> 00:04:34.880]  其實是要付出很大的代價
[00:04:34.880 --> 00:04:37.480]  我們一起思想今天的經文
[00:04:37.480 --> 00:04:40.600]  可以打開聖經,打開手機
[00:04:40.600 --> 00:04:48.560]  打開的時候我們可能會想著波亞斯早就去找至親
[00:04:48.560 --> 00:04:51.920]  上門拜訪
[00:04:51.920 --> 00:04:54.600]  不過四章一節告訴我們
[00:04:54.600 --> 00:04:59.480]  他只是去到城門口公眾集合的地方
[00:04:59.480 --> 00:05:00.680]  坐在那裏
[00:05:00.680 --> 00:05:03.560]  他是不是去探查呢?
[00:05:03.560 --> 00:05:06.760]  原來不是
[00:05:06.760 --> 00:05:10.040]  他只是在那裏等待那位至親的出現
[00:05:10.040 --> 00:05:12.240]  不用上門拜訪
[00:05:12.240 --> 00:05:13.680]  坐在那裏等就行了
[00:05:13.680 --> 00:05:17.000]  後來那位至親真的經過那裏
[00:05:17.000 --> 00:05:19.840]  很可能在那個時候
[00:05:19.840 --> 00:05:24.560]  所有的人如果要辦任何事務都會經過城門口
[00:05:24.560 --> 00:05:27.240]  於是波亞斯坐在那裏等
[00:05:27.240 --> 00:05:28.880]  見到他經過就叫著他
[00:05:28.880 --> 00:05:31.080]  過來過來,請你過來坐下
[00:05:31.080 --> 00:05:34.920]  你坐下之後是不是馬上開始談判呢?
[00:05:34.920 --> 00:05:36.840]  又不是
[00:05:36.840 --> 00:05:39.080]  又不是馬上開始談判
[00:05:39.080 --> 00:05:40.840]  波亞斯還在等
[00:05:40.840 --> 00:05:44.000]  然後請了十位當地的長老
[00:05:44.000 --> 00:05:47.720]  你們大家過來,有空的話過來坐下
[00:05:47.720 --> 00:05:49.120]  坐下了
[00:05:49.120 --> 00:05:54.640]  我想起在《針研三十一章》
[00:05:54.640 --> 00:05:56.920]  講到一位賢慧的妻子
[00:05:56.920 --> 00:05:59.800]  由於那位妻子那麼賢慧
[00:05:59.800 --> 00:06:03.080]  又懂得管理家務,又懂得做生意
[00:06:03.080 --> 00:06:07.480]  所以她的丈夫坐在城門口
[00:06:07.480 --> 00:06:09.680]  與本地的長老同座
[00:06:09.680 --> 00:06:11.200]  為眾人所認識
[00:06:11.200 --> 00:06:13.400]  這就是那個背景
[00:06:13.400 --> 00:06:17.800]  所以我們看不到波亞斯一早去敲門找那個至親
[00:06:17.800 --> 00:06:19.560]  他坐在城門口
[00:06:19.560 --> 00:06:23.240]  等那個至親出現,又找其他長老一起坐下
[00:06:23.240 --> 00:06:26.440]  第三節波亞斯開始說話
[00:06:26.440 --> 00:06:28.240]  很奇怪
[00:06:28.240 --> 00:06:35.240]  他不是說「我想娶娜娥美從摩亞帶回來的寡婦」
[00:06:35.240 --> 00:06:40.000]  「不過你有優先權,讓你先娶,你不娶就輪到我了」
[00:06:40.000 --> 00:06:42.360]  他不是說這件事
[00:06:42.360 --> 00:06:43.680]  他說什麼呢?
[00:06:43.680 --> 00:06:46.440]  他說「娜娥美從摩亞回來了」
[00:06:46.440 --> 00:06:52.320]  「她要賣我們親族以利米勒的那塊地」
[00:06:52.320 --> 00:06:58.600]  我相信那塊地不是娜娥美和盧德在城裏住的那塊屋地
[00:06:58.600 --> 00:07:03.920]  而是在城外用來耕田種植用的地
[00:07:03.920 --> 00:07:10.720]  因為原文用的字跟二章三節說到盧德去那個田那裏
[00:07:10.720 --> 00:07:14.760]  去撿墨水的字是一樣的田字
[00:07:14.760 --> 00:07:20.160]  但是娜娥美想賣的那塊地
[00:07:20.160 --> 00:07:22.800]  在第三篇沒有提及
[00:07:22.800 --> 00:07:27.160]  完全沒有交代娜娥美想賣的那塊地
[00:07:27.160 --> 00:07:35.000]  不過既然盧德要求波亞斯要盡近親舊屬者的義務
[00:07:35.000 --> 00:07:38.280]  那就包含了買地的事了
[00:07:38.280 --> 00:07:41.680]  不是純粹結婚那麼簡單
[00:07:41.680 --> 00:07:43.840]  在第四節
[00:07:43.840 --> 00:07:49.160]  那位至親可能由於面子的關係
[00:07:49.160 --> 00:07:51.960]  在那麼多位長老面前
[00:07:51.960 --> 00:07:55.280]  如果一口拒絕說不熟的話
[00:07:55.280 --> 00:08:01.760]  日後她在百里行城的聲譽就會變得很差
