
[00:00:00.000 --> 00:00:06.000]  各位靖姐妹,各位朋友,大家好,今天是復活節,祝大家復活節平安
[00:00:06.000 --> 00:00:10.000]  願意我們去聆聽上帝說話之前,我們有一個禱告
[00:00:10.000 --> 00:00:16.000]  天父,我們都多謝你,你的恩典實在是很大
[00:00:16.000 --> 00:00:21.000]  今天,我們是紀念基督為我們受死而復活的日子
[00:00:21.000 --> 00:00:26.000]  求上帝親自去開我們的眼睛
[00:00:27.000 --> 00:00:31.000]  希望我們能夠去明白復活的主對我們的意義
[00:00:31.000 --> 00:00:34.000]  我們多謝你,我們祈禱奉耶穌的聖名
[00:00:34.000 --> 00:00:43.000]  在2007年1月,一個很冷的早上
[00:00:43.000 --> 00:00:47.000]  有一個人在Washington D.C.的 Union Station
[00:00:47.000 --> 00:00:50.000]  用小提琴拉咒巴赫的名曲
[00:00:50.000 --> 00:00:56.000]  他拉了45分鐘,大約有2000人經過
[00:00:57.000 --> 00:01:00.000]  有6個人停一停,聽了一會兒便離開了
[00:01:00.000 --> 00:01:04.000]  有20個人放下了一些錢便繼續走了
[00:01:04.000 --> 00:01:09.000]  他繼續演奏,沒有人在意,沒有人拍手
[00:01:09.000 --> 00:01:13.000]  一個小時後,他收到32美金
[00:01:13.000 --> 00:01:18.000]  收拾他的小提琴,靜靜地離開Union Station
[00:01:18.000 --> 00:01:24.000]  但其實沒有人留意到他,原來是George Bell
[00:01:25.000 --> 00:01:28.000]  是世界上頂尖的小提琴家
[00:01:28.000 --> 00:01:34.000]  他是用他自己價值350萬美金的小提琴
[00:01:34.000 --> 00:01:38.000]  在人來人往的車站,演奏巴赫的名曲
[00:01:38.000 --> 00:01:42.000]  一小時,但沒有人理會他
[00:01:42.000 --> 00:01:48.000]  兩小時前,他在Boston Theatre的演奏門券
[00:01:48.000 --> 00:01:54.000]  早已被搶光,平均每張是超過100美金
[00:01:55.000 --> 00:01:58.000]  巴赫的名曲,很多人都聽過
[00:01:58.000 --> 00:02:01.000]  街頭演奏也不是什麼新鮮的事
[00:02:01.000 --> 00:02:08.000]  還有免費,更加沒有人會珍惜
[00:02:08.000 --> 00:02:12.000]  沒有人想到,也不會相信
[00:02:12.000 --> 00:02:16.000]  一個世界頂尖的小提琴大師
[00:02:16.000 --> 00:02:19.000]  竟然會冒著天寒地凍
[00:02:19.000 --> 00:02:23.000]  一早來到車站,為市民免費演奏
[00:02:24.000 --> 00:02:29.000]  我就問,如果當時他向人介紹
[00:02:29.000 --> 00:02:34.000]  說自己是George Bell,你猜那些人怎麼看他?
[00:02:34.000 --> 00:02:39.000]  簽名?還是說他傻?
[00:02:39.000 --> 00:02:45.000]  更不可思議的是,在二千多年前
[00:02:45.000 --> 00:02:50.000]  創造天地的主宰,用人的形體來到這個世界
[00:02:50.000 --> 00:02:52.000]  成為人的肉身
[00:02:53.000 --> 00:02:56.000]  而蘇當時向人宣告,卸罪呼音的時候
[00:02:56.000 --> 00:02:59.000]  一樣是很少人理會他
[00:02:59.000 --> 00:03:06.000]  但所不同的是,他招致更多人的攻擊
[00:03:06.000 --> 00:03:10.000]  你從哪裡來的?誰給你權柄這麼做?
[00:03:10.000 --> 00:03:14.000]  剛才大家所聽到的一段經文
[00:03:14.000 --> 00:03:17.000]  講到一個人叫蘇羅
[00:03:17.000 --> 00:03:20.000]  蘇羅這個名字可能對你陌生
[00:03:21.000 --> 00:03:23.000]  但後來改名為保羅
[00:03:23.000 --> 00:03:28.000]  我想保羅在香港,大家怎麼會聽過?
[00:03:28.000 --> 00:03:35.000]  其實香港有很多用保羅命名的學校
[00:03:35.000 --> 00:03:37.000]  可能有大家母校的
[00:03:37.000 --> 00:03:41.000]  譬如聖保學校,聖保教育學校
[00:03:41.000 --> 00:03:44.000]  聖保學校,甚至有醫院
[00:03:44.000 --> 00:03:48.000]  世界各地都有聖保羅大教堂
[00:03:48.000 --> 00:03:50.000]  全世界都有
[00:03:51.000 --> 00:03:52.000]  也有不同的城市
[00:03:52.000 --> 00:03:55.000]  例如巴西的聖保羅市
[00:03:55.000 --> 00:03:57.000]  法國的聖保羅山城
[00:03:57.000 --> 00:04:00.000]  很多地方都用保羅命名
[00:04:00.000 --> 00:04:03.000]  保羅究竟是誰?
[00:04:03.000 --> 00:04:06.000]  為什麼有這麼大的影響力?
[00:04:06.000 --> 00:04:09.000]  全世界各地都有人紀念他
[00:04:09.000 --> 00:04:12.000]  保羅原名就是蘇羅
[00:04:12.000 --> 00:04:14.000]  他是猶太裔的羅馬公民
[00:04:14.000 --> 00:04:18.000]  羅馬公民當時是一個令人羨慕的身份
[00:04:19.000 --> 00:04:23.000]  他在猶太族群當中屬於正統的法利賽派
[00:04:23.000 --> 00:04:27.000]  是社會上富裕的精英階層
[00:04:27.000 --> 00:04:32.000]  他亦是著名學者加瑪烈一世的門生
[00:04:32.000 --> 00:04:35.000]  他是耶穌時代的人
[00:04:35.000 --> 00:04:38.000]  所以他聽過耶穌的事蹟
[00:04:38.000 --> 00:04:42.000]  知道耶穌所說的道理是什麼
[00:04:42.000 --> 00:04:46.000]  正因為他學識淵博
[00:04:47.000 --> 00:04:49.000]  學識猶太的法律和神學
[00:04:49.000 --> 00:04:51.000]  當他聽到耶穌教導
[00:04:51.000 --> 00:04:54.000]  和他所認知的那一套
[00:04:54.000 --> 00:04:56.000]  很不同的時候
[00:04:56.000 --> 00:04:58.000]  他接受不了
[00:04:58.000 --> 00:05:01.000]  他認定耶穌是涉俗上帝
[00:05:01.000 --> 00:05:03.000]  宣揚在異端
[00:05:03.000 --> 00:05:07.000]  當耶穌被登十字架之後
[00:05:07.000 --> 00:05:10.000]  基督徒受到迫害
[00:05:10.000 --> 00:05:12.000]  大家都聽過吧
[00:05:12.000 --> 00:05:16.000]  信徒司帝犯亦被捕
[00:05:17.000 --> 00:05:19.000]  當司帝犯答辯的時候
[00:05:19.000 --> 00:05:22.000]  保羅亦用他淵博的學識
[00:05:22.000 --> 00:05:24.000]  精密的思維
[00:05:24.000 --> 00:05:28.000]  極力指證司帝犯所傳的是邪教
[00:05:28.000 --> 00:05:30.000]  是迷惑人心
[00:05:30.000 --> 00:05:33.000]  又贊成將司帝犯處死
[00:05:33.000 --> 00:05:37.000]  在司帝犯被殺之後
[00:05:37.000 --> 00:05:41.000]  保羅對基督徒的迫害變本加厲
[00:05:41.000 --> 00:05:45.000]  剛才大家讀過一段記載
[00:05:46.000 --> 00:05:50.000]  保羅是不斷地去威嚇
[00:05:50.000 --> 00:05:52.000]  甚至轟耶穌的門徒
[00:05:52.000 --> 00:05:55.000]  還窮追猛打
[00:05:55.000 --> 00:05:57.000]  走到大馬士革抓人
[00:05:57.000 --> 00:05:59.000]  將基督徒捆綁
[00:05:59.000 --> 00:06:01.000]  押回耶路撒冷法樂
[00:06:01.000 --> 00:06:04.000]  其實當時人們都看到
[00:06:04.000 --> 00:06:06.000]  耶穌已經被登十字架
[00:06:06.000 --> 00:06:08.000]  是公開處死的一個事實
[00:06:08.000 --> 00:06:12.000]  當保羅拿著手令
[00:06:12.000 --> 00:06:14.000]  浩浩蕩蕩帶齊人馬
[00:06:15.000 --> 00:06:17.000]  去到大馬式附近的時候
[00:06:17.000 --> 00:06:19.000]  復活了的耶穌
[00:06:19.000 --> 00:06:22.000]  竟然日光日白
[00:06:22.000 --> 00:06:26.000]  在天上光照保羅向他顯現
[00:06:26.000 --> 00:06:29.000]  這麼震撼的經歷
[00:06:29.000 --> 00:06:32.000]  令保羅的人生發生徹底的改變
[00:06:32.000 --> 00:06:35.000]  由一個熱心迫害教會
[00:06:35.000 --> 00:06:37.000]  殘殺基督徒的兇手
[00:06:37.000 --> 00:06:40.000]  變成一個忠心跟隨耶穌的門徒
[00:06:40.000 --> 00:06:44.000]  還加入了自己一手迫害的教會
[00:06:45.000 --> 00:06:46.000]  自己被迫害
[00:06:46.000 --> 00:06:48.000]  如果這是一個傳說
[00:06:48.000 --> 00:06:50.000]  只是一個故事
[00:06:50.000 --> 00:06:54.000]  我聽了就算了
[00:06:54.000 --> 00:06:56.000]  也沒有什麼現實意義
[00:06:56.000 --> 00:06:59.000]  但在歷史上
[00:06:59.000 --> 00:07:02.000]  真的有一個曾經迫害
[00:07:02.000 --> 00:07:05.000]  耶穌信徒的保羅
[00:07:05.000 --> 00:07:08.000]  被復活的耶穌改變了
[00:07:08.000 --> 00:07:11.000]  還受耶穌的指派
[00:07:11.000 --> 00:07:13.000]  將福音傳到歐洲
[00:07:14.000 --> 00:07:17.000]  成為傳福音範圍最闊最廣
[00:07:17.000 --> 00:07:20.000]  影響力最大的一個教會領袖
[00:07:20.000 --> 00:07:23.000]  正因為保羅將福音傳到歐洲
[00:07:23.000 --> 00:07:26.000]  基督信仰就影響了
[00:07:26.000 --> 00:07:29.000]  日後整個西方文明的發展
[00:07:29.000 --> 00:07:31.000]  大家都知道
[00:07:31.000 --> 00:07:33.000]  所以今天
[00:07:33.000 --> 00:07:35.000]  世界各地都有很多學府
[00:07:35.000 --> 00:07:38.000]  教堂 地方 機構
[00:07:38.000 --> 00:07:40.000]  是以保羅命名的
[00:07:40.000 --> 00:07:43.000]  如果不是耶穌的復活
[00:07:44.000 --> 00:07:45.000]  道羅不會變成保羅
[00:07:45.000 --> 00:07:48.000]  人類文明的歷史
[00:07:48.000 --> 00:07:53.000]  也不會有我們今天所認知的
[00:07:53.000 --> 00:07:55.000]  格局在發展
[00:07:55.000 --> 00:07:58.000]  對於一個死去做的偉人
[00:07:58.000 --> 00:08:02.000]  我們最多為他做一些雕像
[00:08:02.000 --> 00:08:04.000]  紀念碑去紀念他
[00:08:04.000 --> 00:08:07.000]  但沒有人說要相信他
[00:08:07.000 --> 00:08:09.000]  更加不可能依靠他
[00:08:09.000 --> 00:08:11.000]  他已經死了
[00:08:12.000 --> 00:08:15.000]  但今天我們是相信耶穌
[00:08:15.000 --> 00:08:17.000]  我們是依靠神
[00:08:17.000 --> 00:08:21.000]  我們今天隨時可以用祈禱
[00:08:21.000 --> 00:08:25.000]  和耶穌互動 溝通
[00:08:25.000 --> 00:08:27.000]  而不是動神主牌
[00:08:27.000 --> 00:08:30.000]  單方面跪在那裡去拜
[00:08:30.000 --> 00:08:32.000]  就是因為
[00:08:32.000 --> 00:08:36.000]  耶穌是活的而不是死的
[00:08:36.000 --> 00:08:40.000]  世人才可以信任他
[00:08:41.000 --> 00:08:43.000]  了解一件事
[00:08:43.000 --> 00:08:45.000]  我們可以從多一個角度去看
[00:08:45.000 --> 00:08:46.000]  會清楚一點
[00:08:46.000 --> 00:08:48.000]  剛才我們所讀到的
[00:08:48.000 --> 00:08:51.000]  是從第三者的角度
[00:08:51.000 --> 00:08:53.000]  好像新聞報告那樣
[00:08:53.000 --> 00:08:56.000]  去記載保羅生命的轉捩點
[00:08:56.000 --> 00:08:58.000]  下面一段
[00:08:58.000 --> 00:09:00.000]  你看到有一段經文
[00:09:00.000 --> 00:09:03.000]  就是保羅在亞基帕王面前
[00:09:03.000 --> 00:09:05.000]  接受審訊的時候
[00:09:05.000 --> 00:09:07.000]  他親自答辯
[00:09:07.000 --> 00:09:09.000]  用第一身的角度
[00:09:10.000 --> 00:09:13.000]  去看耶穌如何改變他
[00:09:13.000 --> 00:09:16.000]  還有改變他有什麼目的
[00:09:16.000 --> 00:09:18.000]  給他什麼使命
[00:09:18.000 --> 00:09:20.000]  或者我們可以一起讀一讀
[00:09:20.000 --> 00:09:22.000]  因為經文不短
[00:09:22.000 --> 00:09:24.000]  開頭的三節
[00:09:24.000 --> 00:09:27.000]  我想比較少人的地方
[00:09:27.000 --> 00:09:29.000]  右手邊好不好
[00:09:29.000 --> 00:09:31.000]  右手邊的弟兄姊妹
[00:09:31.000 --> 00:09:33.000]  幫我讀九節十位節
[00:09:33.000 --> 00:09:35.000]  我已經帶出來了
[00:09:35.000 --> 00:09:37.000]  我們一起讀九節十位節
[00:09:38.000 --> 00:09:40.000]  從前我自己認為
[00:09:40.000 --> 00:09:42.000]  必須竭力反對
[00:09:42.000 --> 00:09:44.000]  那撒勒人耶穌的命
[00:09:44.000 --> 00:09:46.000]  我在耶路撒冷
[00:09:46.000 --> 00:09:48.000]  也曾這樣做過
[00:09:48.000 --> 00:09:51.000]  我不但從祭司長得了權柄
[00:09:51.000 --> 00:09:54.000]  把許多聖徒收在監獄
[00:09:54.000 --> 00:09:56.000]  而且他們被殺
[00:09:56.000 --> 00:09:58.000]  我也表示贊成
[00:09:58.000 --> 00:10:00.000]  在國同和
[00:10:00.000 --> 00:10:02.000]  我屢次用形
[00:10:02.000 --> 00:10:04.000]  強迫他們說褻瀆的話
[00:10:04.000 --> 00:10:06.000]  我非常厭惡他們
[00:10:07.000 --> 00:10:08.000]  甚至追逼他們
[00:10:08.000 --> 00:10:10.000]  直到外邦的城鎮
[00:10:10.000 --> 00:10:13.000]  這也是他複述
[00:10:13.000 --> 00:10:15.000]  剛才那一段的經歷
[00:10:15.000 --> 00:10:17.000]  以下這一段比較長
[00:10:17.000 --> 00:10:20.000]  我會讀十二到十五節
