
[00:00:00.000 --> 00:00:02.800]  我們上兩次提到
[00:00:02.800 --> 00:00:05.820]  《嗜唐傳》第九章的經文
[00:00:05.820 --> 00:00:08.240]  這是一個關鍵性的一章
[00:00:08.240 --> 00:00:11.600]  因為撒瑪利亞的教會被建立了
[00:00:11.600 --> 00:00:16.000]  然後就去到一個外邦的範圍
[00:00:16.000 --> 00:00:19.280]  但是有一個關鍵性的人物就是素羅
[00:00:19.280 --> 00:00:20.720]  就是保羅
[00:00:20.720 --> 00:00:25.080]  他蒙神自己的顯現
[00:00:25.080 --> 00:00:27.480]  讓他的生命得以翻轉
[00:00:27.480 --> 00:00:32.700]  他的生命改變成為了神使用一個很重要的人物
[00:00:32.700 --> 00:00:34.500]  在初期教會歷史裡面
[00:00:34.500 --> 00:00:39.480]  實在保羅蒙神使用是非常重要
[00:00:39.480 --> 00:00:44.600]  我們看到他不單止被神翻轉他的生命
[00:00:44.600 --> 00:00:47.960]  更加在神那裡領受使命
[00:00:47.960 --> 00:00:50.840]  我們也講過上一次
[00:00:50.840 --> 00:00:56.480]  在這個過程裡面有一位被神使用的人物
[00:00:56.480 --> 00:00:58.720]  他是誰?記不記得?
[00:00:58.720 --> 00:01:00.120]  阿拉利亞
[00:01:00.120 --> 00:01:05.500]  阿拉利亞就是帶領保羅去信主
[00:01:05.500 --> 00:01:06.880]  當然是神向他顯現
[00:01:06.880 --> 00:01:08.840]  不過阿拉利亞是配合
[00:01:08.840 --> 00:01:13.040]  讓他能夠更加清楚耶穌基督這位的救主
[00:01:13.040 --> 00:01:16.200]  阿拉利亞幫保羅去施洗
[00:01:16.200 --> 00:01:21.200]  在他的生命當中是一個美好的見證
[00:01:21.200 --> 00:01:23.520]  今天我們仍然在第九章
[00:01:23.520 --> 00:01:26.000]  當然也有其他的經文
[00:01:26.000 --> 00:01:30.080]  不過我們就看見另一位的人物了
[00:01:30.080 --> 00:01:32.960]  這位的人物也是很重要的
[00:01:32.960 --> 00:01:36.760]  如果我們說阿拉利亞是仕途保羅
[00:01:36.760 --> 00:01:41.240]  他信主一個關鍵的人物
[00:01:41.240 --> 00:01:46.360]  我們說巴拿巴就是保羅成為教會領袖
[00:01:46.360 --> 00:01:51.800]  一個功不可沒的一個很重要神所使用的人
[00:01:51.800 --> 00:01:54.080]  巴拿巴不單止在保羅身上
[00:01:54.080 --> 00:01:56.320]  有一個很重要的工作
[00:01:56.320 --> 00:02:02.480]  事實上他的為人一直侍奉他後來的影響
[00:02:02.480 --> 00:02:07.280]  也證明到他是一位建立別人的人
[00:02:07.280 --> 00:02:09.200]  所以今天我們巴巴德
[00:02:09.200 --> 00:02:11.520]  我們也好像仕途保羅那樣
[00:02:11.520 --> 00:02:13.360]  被神翻轉我們的生命
[00:02:13.360 --> 00:02:16.120]  得以改變領受新的使命
[00:02:16.120 --> 00:02:18.160]  我們也好像阿拉利亞一樣
[00:02:18.160 --> 00:02:22.400]  能夠成為一個被神使用的人
[00:02:22.400 --> 00:02:24.400]  今天我們更進一步看見
[00:02:24.400 --> 00:02:26.640]  這個就好像巴拿巴
[00:02:26.640 --> 00:02:30.000]  用我們作為一個建立別人的人
[00:02:30.000 --> 00:02:33.920]  基督徒特別是我們華人的基督徒
[00:02:33.920 --> 00:02:36.080]  很多時候信主
[00:02:36.080 --> 00:02:38.000]  很多時候都想到自己
[00:02:38.000 --> 00:02:42.200]  自己得救自己重生自己蒙因
[00:02:42.200 --> 00:02:47.600]  我們比較在我們中國傳統的文化裡受到影響
[00:02:47.600 --> 00:02:49.400]  獨善其身
[00:02:49.400 --> 00:02:51.200]  獨善其身即是怎樣
[00:02:51.200 --> 00:02:52.640]  即是顧及到自己
[00:02:52.640 --> 00:02:54.240]  自己好就好了
[00:02:54.240 --> 00:02:56.560]  自己靈性進步就進步了
[00:02:56.560 --> 00:02:57.840]  這個固然重要
[00:02:57.840 --> 00:03:01.360]  因為沒有了我們自己本身和神的關係
[00:03:01.360 --> 00:03:04.960]  自己的更生自己宿命的成長
[00:03:04.960 --> 00:03:06.800]  沒有辦法幫助人
[00:03:06.800 --> 00:03:08.800]  但是他不是停在這裡
[00:03:08.800 --> 00:03:11.920]  我們需要去想到當我們成長了之後
[00:03:11.920 --> 00:03:15.120]  怎樣能夠幫助去建立別人
[00:03:15.120 --> 00:03:19.600]  這個是神在我們身上一個很重要的心意
[00:03:19.600 --> 00:03:21.920]  不知道大家信得住多少年
[00:03:21.920 --> 00:03:25.360]  你已經成為可能你旁邊那個
[00:03:25.360 --> 00:03:28.320]  或者其他的弟兄姊妹信主連日
[00:03:28.320 --> 00:03:30.080]  比較年長的
[00:03:30.080 --> 00:03:33.920]  可能在屬靈上面你是哥哥是姐姐
[00:03:33.920 --> 00:03:35.760]  年紀上面可能未必
[00:03:35.760 --> 00:03:39.760]  但是屬靈的生命上面應該可能已經信得住很多年
[00:03:39.760 --> 00:03:44.560]  究竟我們的生命只不過是自己成長
[00:03:44.560 --> 00:03:46.480]  越來越熟悉入聖經等等
[00:03:46.480 --> 00:03:48.080]  這些都是很重要的
[00:03:48.080 --> 00:03:53.440]  但是還是我們更加進一步成為一個去建立別人的人呢
[00:03:53.440 --> 00:03:59.280]  今天我們基督徒很重要的神給我們在屬靈的家裡面
[00:03:59.280 --> 00:04:00.800]  基督的身體裡面
[00:04:00.800 --> 00:04:02.640]  我們也是領受了大使命
[00:04:02.640 --> 00:04:05.520]  就是說我們叫人成為什麼
[00:04:05.520 --> 00:04:08.720]  成為耶穌基督的門徒
[00:04:08.720 --> 00:04:12.400]  大使命的中心就是叫人成為門徒
[00:04:12.400 --> 00:04:18.320]  所以凡是耶穌吩咐我們的都教訓別人遵守
[00:04:18.320 --> 00:04:23.680]  這個正是主給我們的基督徒成長的一個藍圖
[00:04:23.680 --> 00:04:27.280]  也是教會彼此建立一重成長
