
[00:00:00.000 --> 00:00:03.200]  提供姐妹早,平安,感謝主
[00:00:03.200 --> 00:00:07.520]  在主裡相聚是一件非常美好的事
[00:00:07.520 --> 00:00:11.480]  我不曉得大家最近有沒有在注意到
[00:00:11.480 --> 00:00:15.000]  這個社會上的一些新聞跟報導
[00:00:15.000 --> 00:00:18.080]  跟這個我們美國整個的環境
[00:00:18.080 --> 00:00:21.520]  從八月份,八月底開始
[00:00:21.520 --> 00:00:23.680]  那個佛羅里達就開始有
[00:00:23.680 --> 00:00:28.200]  德州,從德州開始就有很大的風災
[00:00:28.200 --> 00:00:32.440]  有五十個縣市都是災區
[00:00:32.440 --> 00:00:36.480]  而且三萬個人都要被迫離開家
[00:00:36.480 --> 00:00:38.200]  不能住在自己家裡面
[00:00:38.200 --> 00:00:40.760]  然後緊接著下來就是
[00:00:40.760 --> 00:00:45.720]  Elma的颱風,那個風又到了佛羅里達去了
[00:00:45.720 --> 00:00:48.200]  然後在同時間,在同時間
[00:00:48.200 --> 00:00:52.160]  在這個美屬的波多黎各裡面就發生大地震
[00:00:52.160 --> 00:00:55.000]  這個大地震裡面就死了二十七個人
[00:00:55.000 --> 00:00:57.680]  有二十七個人傷亡、死亡
[00:00:57.680 --> 00:01:00.280]  而且他們斷水、斷電
[00:01:00.280 --> 00:01:04.480]  而且各地都進入災區在支援
[00:01:04.480 --> 00:01:07.320]  可是好像都還是不行,還是不夠
[00:01:07.320 --> 00:01:10.160]  我們看到那個波多黎各的那個市長
[00:01:10.160 --> 00:01:12.280]  他都一直起來呼籲說
[00:01:12.280 --> 00:01:14.480]  我們還需要,我們還有需要
[00:01:14.480 --> 00:01:19.840]  那後來也是真的是要多為他們禱告
[00:01:19.840 --> 00:01:21.320]  這樣一路下來
[00:01:21.320 --> 00:01:25.400]  然後接著十月一號的晚上
[00:01:25.960 --> 00:01:29.840]  那個在拉斯維加斯的球場裡面
[00:01:29.840 --> 00:01:32.640]  本來是一個很喜樂的一個
[00:01:32.640 --> 00:01:35.240]  一個很歡樂的音樂會
[00:01:35.240 --> 00:01:38.600]  結果有一個六十四歲的退休的人
[00:01:38.600 --> 00:01:41.040]  聽說他還是一個很富有的人
[00:01:41.040 --> 00:01:44.200]  他跑到這個球場的對面的旅館
[00:01:44.200 --> 00:01:50.320]  在三十二樓的樓上面把那個窗子打破
[00:01:50.320 --> 00:01:53.400]  然後從上面用那個機關槍
[00:01:53.400 --> 00:01:56.160]  十八支的機關槍不停地掃射
[00:01:56.160 --> 00:01:59.200]  就殺了五十九個人
[00:01:59.200 --> 00:02:02.520]  有差不多五百二十七個人受傷
[00:02:02.520 --> 00:02:07.280]  這是十月一號晚上發生的事情
[00:02:07.280 --> 00:02:09.440]  就到了十月十號的時候
[00:02:09.440 --> 00:02:10.960]  朱牧師走了第二天
[00:02:10.960 --> 00:02:12.320]  電視又來了
[00:02:12.320 --> 00:02:16.040]  一開始南北加州大火
[00:02:16.040 --> 00:02:17.280]  有看到沒有
[00:02:17.280 --> 00:02:19.240]  那個南加州
[00:02:19.240 --> 00:02:22.880]  說本來是從一個小小的二十五英畝開始的
[00:02:22.880 --> 00:02:24.200]  結果後來因為風一吹
[00:02:24.200 --> 00:02:27.960]  在六個小時之內就燒到五百個英畝
[00:02:27.960 --> 00:02:29.920]  你看那個火是很嚴重的
[00:02:29.920 --> 00:02:31.480]  然後這是南加
[00:02:31.480 --> 00:02:32.440]  那北加
[00:02:32.440 --> 00:02:34.120]  北加就從那個酒廠
[00:02:34.120 --> 00:02:35.280]  Sonoma County
[00:02:35.280 --> 00:02:38.240]  一路下去到這個
[00:02:38.240 --> 00:02:41.160]  從Napa County到Sonoma County
[00:02:41.160 --> 00:02:43.040]  一直燒到Santa Rosa
[00:02:43.040 --> 00:02:44.320]  這個Santa Rosa
[00:02:44.320 --> 00:02:47.600]  我在加州的時候就住在Santa Rosa的旁邊
[00:02:47.600 --> 00:02:49.760]  所以其實已經很近了
[00:02:49.760 --> 00:02:51.960]  那個火不是在很遠的地方
[00:02:51.960 --> 00:02:53.280]  已經很近了
[00:02:53.280 --> 00:02:55.720]  所以而且災情非常的慘重
[00:02:55.720 --> 00:02:58.560]  最近新聞都還一直在報導這個火
[00:02:58.560 --> 00:03:01.520]  都還沒有全熄掉
[00:03:01.520 --> 00:03:04.880]  那對於這一連串發生的事情
[00:03:04.880 --> 00:03:07.640]  我不曉得你心裡頭會怎麼想
[00:03:07.640 --> 00:03:11.120]  你用什麼樣的心態來面對這些事情
[00:03:11.120 --> 00:03:12.800]  有的人說
[00:03:12.800 --> 00:03:16.280]  這個川普一上台就有這麼多的事情
[00:03:16.280 --> 00:03:19.160]  好像把責任就推到川普身上去
[00:03:19.160 --> 00:03:20.720]  可是有的人說
[00:03:20.720 --> 00:03:21.760]  不是哦
[00:03:21.760 --> 00:03:23.280]  這是漠視哦
[00:03:23.280 --> 00:03:26.120]  漠視都是這種現象的
[00:03:26.120 --> 00:03:29.640]  然後也有人說
[00:03:29.640 --> 00:03:33.880]  是神的憎怒跟神的懲處罰
[00:03:33.880 --> 00:03:36.800]  那弟兄姊妹
[00:03:36.800 --> 00:03:42.360]  讓我們來想一想神做事的律
[00:03:42.360 --> 00:03:46.280]  其實這一連串下來的事情
[00:03:46.280 --> 00:03:49.080]  都是累積起來的
[00:03:49.080 --> 00:03:51.440]  你知道從1982年開始
[00:03:51.440 --> 00:03:54.040]  你不可以在學校裡面禱告
[00:03:54.040 --> 00:03:56.200]  這個以基督立國的國家
[00:03:56.200 --> 00:03:58.040]  從1982年開始
[00:03:58.040 --> 00:04:00.880]  學校校園裡面不准禱告
[00:04:00.880 --> 00:04:04.680]  然後到最近這幾年更嚴重了
[00:04:04.680 --> 00:04:08.360]  說聖誕節的時候不可以說聖誕快樂
[00:04:08.360 --> 00:04:10.600]  要說假日愉快
[00:04:10.600 --> 00:04:12.160]  不可以說Merry Christmas
[00:04:12.160 --> 00:04:14.680]  要說Happy Holiday
[00:04:14.680 --> 00:04:16.360]  現在就已經
[00:04:16.360 --> 00:04:19.120]  我們的歐巴馬總統八年下來
[00:04:19.120 --> 00:04:20.600]  就已經變成這樣子
[00:04:20.600 --> 00:04:23.320]  還有你記得在歐巴馬
[00:04:23.320 --> 00:04:27.520]  要連任之前選舉的時候
[00:04:27.520 --> 00:04:28.840]  大麻合法
[00:04:28.840 --> 00:04:30.760]  同性戀合法
[00:04:30.760 --> 00:04:33.960]  還有這個槍械的管制
[00:04:33.960 --> 00:04:36.960]  還有這個種族歧視
[00:04:36.960 --> 00:04:39.760]  我們的總統都是黑人了
[00:04:39.760 --> 00:04:42.960]  還在開那個黑人跟白人
[00:04:42.960 --> 00:04:45.880]  白人警察起衝突的這種倒車
[00:04:45.880 --> 00:04:48.400]  所以你就看到這個美國
[00:04:48.400 --> 00:04:51.960]  真是很讓人擔心跟傷痛
[00:04:51.960 --> 00:04:53.360]  但是弟兄姊妹
[00:04:53.360 --> 00:04:56.440]  今天我想要鼓勵大家
[00:04:56.440 --> 00:04:58.240]  把我們的眼光
[00:04:58.240 --> 00:05:02.000]  把我們的眼光從這些災難上面轉開來
[00:05:02.000 --> 00:05:03.680]  因為為什麼
[00:05:03.680 --> 00:05:06.680]  因為我們每一個人都要看到
[00:05:06.680 --> 00:05:10.680]  神讓我們生在這個世代裡面
[00:05:10.680 --> 00:05:13.000]  讓我們在這個末世裡面
[00:05:13.000 --> 00:05:14.680]  仍然在這裡
[00:05:14.680 --> 00:05:17.320]  有祂的目的和意義在的
[00:05:17.320 --> 00:05:20.280]  我們要記住我們自己的位分
[00:05:20.280 --> 00:05:24.160]  我們要真的是活出不一樣的生命
[00:05:24.160 --> 00:05:27.160]  在這個末後黑暗的世代
[00:05:27.160 --> 00:05:30.600]  要像一個明燈一樣的來照亮
[00:05:30.600 --> 00:05:31.840]  我們常常講說
[00:05:31.840 --> 00:05:33.520]  我們興旺愛靈陽堂
[00:05:33.520 --> 00:05:35.160]  座落在加美之處
[00:05:35.160 --> 00:05:38.520]  我們希望我們能夠成為一盞垮的燈塔
[00:05:38.520 --> 00:05:39.680]  弟兄姊妹
[00:05:39.680 --> 00:05:42.360]  我們不要去看環境
[00:05:42.360 --> 00:05:45.520]  看環境真的是會讓我們灰心失望
[00:05:45.520 --> 00:05:47.600]  但是我們要看
[00:05:47.600 --> 00:05:50.600]  神在我們身上的心意跟目的
[00:05:50.600 --> 00:05:53.320]  讓我們低頭禱告
[00:05:53.320 --> 00:05:54.200]  親愛的天父主耶穌
[00:05:54.200 --> 00:05:57.360]  聖保佑我們用感恩的心來到祢面前
[00:05:57.360 --> 00:05:59.800]  主啊 我們真是
[00:05:59.800 --> 00:06:02.000]  不知道要說什麼
[00:06:02.000 --> 00:06:04.560]  但是主我們還是要感恩
[00:06:04.560 --> 00:06:09.080]  祢讓我們在這個末後的世代存活
[00:06:09.080 --> 00:06:11.440]  主啊 我們真是求主祢幫助我們
[00:06:11.440 --> 00:06:13.040]  能夠站立的穩
[00:06:13.040 --> 00:06:15.120]  能夠挺起我們的肩膀
[00:06:15.120 --> 00:06:16.800]  抬起我們的頭
[00:06:16.800 --> 00:06:18.280]  在這個末後的世代
[00:06:18.280 --> 00:06:20.840]  我們真的是謙卑的來服侍
[00:06:20.840 --> 00:06:22.840]  服侍我們的社區
[00:06:22.840 --> 00:06:24.960]  服侍我們的家庭
[00:06:24.960 --> 00:06:27.600]  服侍我們的附近的環境
[00:06:27.600 --> 00:06:31.160]  真是要在這些敗壞的世代中
[00:06:31.160 --> 00:06:33.080]  活出不一樣的生命
[00:06:33.080 --> 00:06:36.120]  而且要在這個敗壞的世代裡面
[00:06:36.120 --> 00:06:38.840]  主我們定義我們要豐收
[00:06:38.840 --> 00:06:40.880]  我們要在這個敗壞的世代裡面
[00:06:40.880 --> 00:06:42.920]  我們仍然要豐收
[00:06:42.920 --> 00:06:44.960]  就像以色列在荒野裡面
[00:06:44.960 --> 00:06:47.880]  主祢祝福他有百倍的收成
[00:06:47.880 --> 00:06:50.400]  主耶穌就祝福我們的弟兄姊妹
[00:06:50.400 --> 00:06:52.440]  在這個末後的世代
[00:06:52.440 --> 00:06:55.560]  我們要活出不一樣的生命來
[00:06:55.560 --> 00:06:56.840]  謝謝祢 主耶穌
[00:06:56.840 --> 00:06:58.320]  求祢與我們同在
[00:06:58.320 --> 00:07:00.040]  垂聽我們的祈禱
[00:07:00.040 --> 00:07:01.640]  奉耶穌基督的名
[00:07:01.640 --> 00:07:02.680]  Amen
[00:07:02.680 --> 00:07:03.840]  我不曉得John
[00:07:03.840 --> 00:07:05.880]  你可不可以把我們今天宣召的經文
[00:07:05.880 --> 00:07:06.520]  再叫出來
[00:07:06.520 --> 00:07:09.480]  我們一起再唸一次好不好
[00:07:09.480 --> 00:07:13.480]  好 這個是哥林多後書六章一到二節
[00:07:13.480 --> 00:07:15.360]  我們一起再來唸一次好不好
[00:07:15.360 --> 00:07:19.200]  我們與神同工的也勸你們
[00:07:19.200 --> 00:07:21.680]  不可徒受祂的恩典
[00:07:21.680 --> 00:07:23.040]  因為祂說
[00:07:23.040 --> 00:07:26.440]  在悅納的時候我應允了你
[00:07:26.440 --> 00:07:29.800]  在拯救的日子我搭救了你
[00:07:29.800 --> 00:07:33.440]  看啊 現在正是悅納的時候
[00:07:33.440 --> 00:07:36.360]  現在正是拯救的日子
[00:07:36.360 --> 00:07:37.320]  Hallelujah
[00:07:37.320 --> 00:07:38.840]  時間過得很快
[00:07:38.840 --> 00:07:40.880]  一下子已經十月了
[00:07:40.880 --> 00:07:43.760]  今年我的講臺的信息
[00:07:43.760 --> 00:07:46.600]  都一直在哥林多前書後書前後
[00:07:46.600 --> 00:07:49.120]  都一直在那裡轉
[00:07:49.120 --> 00:07:52.000]  所以我想跟大家來複習一下
[00:07:52.000 --> 00:07:54.920]  這個哥林多前後書的作者是誰
[00:07:54.920 --> 00:08:01.120]  大聲一點 沒錯 我聽到了
[00:08:01.120 --> 00:08:02.120]  保羅
[00:08:02.120 --> 00:08:03.280]  保羅
[00:08:03.280 --> 00:08:05.240]  如果你不知道的話
[00:08:05.240 --> 00:08:07.560]  兄姐妹 記下來
[00:08:07.560 --> 00:08:08.720]  你把它記下來
[00:08:08.720 --> 00:08:11.560]  我們聽到不要這樣子 聽了就過去
[00:08:11.560 --> 00:08:13.160]  像耳邊風一樣的
[00:08:13.160 --> 00:08:15.240]  聽了也還是一樣糊裡糊塗的
[00:08:15.240 --> 00:08:16.400]  我們要把它記下來
[00:08:16.400 --> 00:08:16.960]  為什麼
[00:08:16.960 --> 00:08:19.400]  因為記下來以後就是你的東西了
[00:08:19.400 --> 00:08:21.360]  你以後就知道了
[00:08:21.360 --> 00:08:23.440]  這個哥林多前後書
[00:08:23.440 --> 00:08:25.720]  還有此圖行傳
[00:08:25.720 --> 00:08:28.160]  去年我們講的一年的此圖行傳
[00:08:28.160 --> 00:08:29.680]  都是保羅寫的
[00:08:29.680 --> 00:08:30.800]  所以保羅
[00:08:30.800 --> 00:08:32.880]  那保羅是誰呀
[00:08:32.880 --> 00:08:35.880]  他的身份是什麼
[00:08:35.880 --> 00:08:37.640]  保羅是門徒嗎
[00:08:37.640 --> 00:08:40.200]  自主約書的十二個門徒嗎
[00:08:40.200 --> 00:08:42.160]  不是
[00:08:42.160 --> 00:08:43.440]  他是使徒
