
[00:00:00.000 --> 00:00:02.440]  弟兄妹平安
[00:00:02.440 --> 00:00:05.700]  我想這幾週人最關注的就是
[00:00:05.700 --> 00:00:08.580]  美伊戰爭的消息
[00:00:08.580 --> 00:00:11.180]  我們看見飛彈亂飛
[00:00:11.180 --> 00:00:13.080]  油價亂漲
[00:00:13.080 --> 00:00:17.280]  然後心裡也跟著股市七上八下
[00:00:17.280 --> 00:00:18.960]  老實說現在的世界
[00:00:18.960 --> 00:00:23.020]  就像是隨時會炸開的火藥庫
[00:00:23.020 --> 00:00:24.660]  而許多人的心裡
[00:00:24.660 --> 00:00:27.520]  也像是剛被轟炸過一樣
[00:00:27.520 --> 00:00:29.800]  心裡充滿不安
[00:00:29.800 --> 00:00:30.960]  當然這些不安
[00:00:30.960 --> 00:00:34.200]  不一定是來自於遠方的戰爭
[00:00:34.200 --> 00:00:38.500]  而更多是來自於我們生活的內戰
[00:00:38.500 --> 00:00:40.340]  長期的工作壓力
[00:00:40.340 --> 00:00:41.740]  財務壓力
[00:00:41.740 --> 00:00:45.640]  或是那個碎了一地的人際關係
[00:00:45.640 --> 00:00:48.480]  但我們常常裝著外表沒事
[00:00:48.480 --> 00:00:50.120]  可是內心啊
[00:00:50.120 --> 00:00:54.660]  可能早已像家裡那個儲藏室一樣
[00:00:54.660 --> 00:00:55.920]  門關上
[00:00:55.920 --> 00:00:58.620]  看起來乾乾淨淨
[00:00:58.620 --> 00:00:59.960]  門一打開
[00:00:59.960 --> 00:01:02.860]  哇 裡面是另一個世界
[00:01:02.860 --> 00:01:05.200]  三年前買的健身器材
[00:01:05.200 --> 00:01:08.300]  現在變成高級的塞衣架
[00:01:08.300 --> 00:01:11.340]  還有一堆不知道屬於哪台機器的充電線
[00:01:11.340 --> 00:01:14.440]  糾纏得像一盤炒麵一樣
[00:01:14.440 --> 00:01:15.940]  弟兄姊妹我們的內心
[00:01:15.940 --> 00:01:19.020]  是否也像那一間儲藏室
[00:01:19.020 --> 00:01:22.280]  亂到自己不敢打開
[00:01:22.280 --> 00:01:25.460]  如果是的話請不要灰心
[00:01:25.460 --> 00:01:27.920]  因為其實我們所面對的混亂
[00:01:27.920 --> 00:01:31.300]  在聖經的第一頁就出現過
[00:01:31.300 --> 00:01:33.560]  我們常以為創世紀第一章
[00:01:33.560 --> 00:01:35.600]  是關於恐龍化石
[00:01:35.600 --> 00:01:36.900]  大爆炸理論
[00:01:36.900 --> 00:01:39.340]  這種科學的辯論
[00:01:39.340 --> 00:01:42.600]  這些就讓神學家科學家去傷腦筋
[00:01:42.600 --> 00:01:45.580]  今天我要把焦點從宇宙
[00:01:45.580 --> 00:01:48.580]  拉回我們的內心
[00:01:48.580 --> 00:01:53.380]  因為創世紀不僅是講世界的起源
[00:01:53.380 --> 00:01:57.060]  更是當我們在面對失控的生活時候
[00:01:57.060 --> 00:02:00.820]  創世紀要幫助我們恢復生命
[00:02:00.820 --> 00:02:02.960]  那個榮美的秩序
[00:02:02.960 --> 00:02:05.800]  那麼今天當我們進入混亂的季節
[00:02:05.800 --> 00:02:10.040]  創世紀第一章教導我們該如何行
[00:02:10.040 --> 00:02:11.440]  有三點
[00:02:11.440 --> 00:02:14.540]  第一個用宣告取代抱怨
[00:02:14.540 --> 00:02:20.280]  跟你旁邊講用宣告取代抱怨
[00:02:20.280 --> 00:02:21.980]  創世紀一章一到三節
[00:02:21.980 --> 00:02:28.760]  祈出神創造天地 地是空虛混沌 淵面黑暗
[00:02:28.760 --> 00:02:30.460]  聖經一開始就告訴我們
[00:02:30.460 --> 00:02:32.060]  世界出現之前
[00:02:32.060 --> 00:02:38.000]  宇宙的狀態空虛混沌 淵面黑暗
[00:02:38.000 --> 00:02:41.200]  空虛混沌這四個字在希伯來文裡面
[00:02:41.200 --> 00:02:47.000]  叫做頭乎肉無乎
[00:02:47.000 --> 00:02:48.580]  大家可以念念看
[00:02:48.580 --> 00:02:53.380]  其實聽起來好像豆腐碎成一粒的樣子
[00:02:53.380 --> 00:02:55.480]  頭乎肉無乎
[00:02:55.480 --> 00:02:57.880]  這個就是世界的開始
[00:02:57.880 --> 00:02:59.980]  沒有形狀 沒有秩序
[00:02:59.980 --> 00:03:03.120]  伸手不見五指的黑暗
[00:03:03.120 --> 00:03:04.720]  聽起來很遙遠嗎
[00:03:04.720 --> 00:03:06.020]  其實不是
[00:03:06.020 --> 00:03:10.660]  這常常就是我們真實生活的寫照不是嗎
[00:03:10.660 --> 00:03:12.600]  就像你明天早上進了辦公室
[00:03:12.600 --> 00:03:14.900]  端著咖啡打開郵件的那一瞬間
[00:03:14.900 --> 00:03:17.640]  未讀郵件三十封
[00:03:17.640 --> 00:03:21.400]  老闆在群裡面拼命的標記你
[00:03:21.400 --> 00:03:26.480]  但是你的電腦卻在這關鍵時刻當機了
[00:03:26.480 --> 00:03:31.720]  那一刻你的處境就是頭乎肉無乎
[00:03:31.720 --> 00:03:34.680]  又或者你看見健檢的報告
[00:03:34.680 --> 00:03:39.160]  跟你關心的股票都是滿江紅
[00:03:39.160 --> 00:03:41.560]  這個也是頭乎肉無乎
[00:03:41.560 --> 00:03:43.400]  當你在夜深人靜的時候
[00:03:43.400 --> 00:03:47.440]  突然覺得自己不知為何而忙
[00:03:47.440 --> 00:03:49.700]  這叫空虛
[00:03:49.700 --> 00:03:52.640]  當事情多到讓你崩潰
[00:03:52.640 --> 00:03:55.340]  這是混沌
[00:03:55.340 --> 00:03:58.680]  當你看不到未來的方向
[00:03:58.680 --> 00:04:01.140]  這是黑暗
[00:04:01.140 --> 00:04:05.180]  那麼今天當人面對生活當中的空虛混沌黑暗
[00:04:05.180 --> 00:04:07.420]  人常有什麼反應呢
[00:04:07.420 --> 00:04:09.960]  最普遍的反應就是抱怨
[00:04:09.960 --> 00:04:14.620]  因為抱怨會給人一種虛假的安慰
[00:04:14.620 --> 00:04:18.600]  只要我把錯歸給環境 推給別人
[00:04:18.600 --> 00:04:21.500]  推給我的父母 推給運氣
[00:04:21.500 --> 00:04:25.100]  我心裡就好過一點
[00:04:25.100 --> 00:04:30.620]  但事實上抱怨不但無法解決混亂
[00:04:30.620 --> 00:04:34.220]  而且會擴大黑暗
[00:04:34.220 --> 00:04:36.520]  請留意一條屬靈法則
[00:04:36.520 --> 00:04:39.820]  那就是話語都帶著能力
[00:04:39.820 --> 00:04:43.120]  神的話帶有創造的能力
[00:04:43.120 --> 00:04:48.200]  而抱怨就帶有反創造的能力
[00:04:48.200 --> 00:04:49.800]  當人不斷的抱怨
[00:04:49.800 --> 00:04:54.200]  就是不斷在擴大他生命當中的黑洞
[00:04:54.200 --> 00:04:59.480]  直到那個黑洞吞噬掉所有人的視線
[00:04:59.480 --> 00:05:02.840]  比如你的團隊正在推動一個很重要的專案
[00:05:02.840 --> 00:05:05.820]  就有關鍵時刻有人產生失誤
[00:05:05.820 --> 00:05:08.320]  這個時候如果你選擇抱怨
[00:05:08.320 --> 00:05:10.720]  為什麼這點事情都做不好
[00:05:10.720 --> 00:05:12.560]  結果會怎麼樣
[00:05:12.560 --> 00:05:16.760]  抱怨會像病毒一樣的擴散
[00:05:16.760 --> 00:05:20.860]  瞬間就變成互相指責的批鬥大會
[00:05:20.860 --> 00:05:25.840]  士氣瞬間瓦解 溝通全面癱瘓
[00:05:25.840 --> 00:05:28.800]  原本的失誤會因為抱怨
[00:05:28.800 --> 00:05:34.340]  而被放大成一場巨大的空虛混沌
[00:05:34.340 --> 00:05:35.640]  所以創造天地的神
[00:05:35.640 --> 00:05:38.040]  當他面對宇宙級的空虛混沌
[00:05:38.040 --> 00:05:39.640]  他沒有抱怨
[00:05:39.640 --> 00:05:41.120]  他也沒有很焦慮大喊
