
[00:00:00.000 --> 00:00:05.000]  多謝主今天有機會和大家分享祂的訊息
[00:00:05.000 --> 00:00:07.000]  讓我們一起低頭祈禱
[00:00:07.000 --> 00:00:12.000]  多謝主讓我們今天仍然可以在網上敬拜
[00:00:12.000 --> 00:00:18.000]  求祢對每一個在螢幕前的弟兄姊妹說話
[00:00:18.000 --> 00:00:20.000]  打開他們的心對他們說話
[00:00:20.000 --> 00:00:22.000]  保守孩子的訊息分享
[00:00:22.000 --> 00:00:25.000]  禱告奉主耶穌基督命其求
[00:00:25.000 --> 00:00:30.000]  多走一步
[00:00:30.000 --> 00:00:32.000]  英文叫做Extra Miles
[00:00:32.000 --> 00:00:33.000]  我們都聽過了
[00:00:33.000 --> 00:00:35.000]  就是要做多一點
[00:00:35.000 --> 00:00:38.000]  英文叫做Above and Beyond
[00:00:38.000 --> 00:00:41.000]  做多過所要求的
[00:00:41.000 --> 00:00:43.000]  每次想起多走一步
[00:00:43.000 --> 00:00:46.000]  我就想起以下這個圖
[00:00:46.000 --> 00:00:50.000]  這兩個圖畫
[00:00:50.000 --> 00:00:52.000]  一個上面在做修甲
[00:00:52.000 --> 00:00:55.000]  下面就不是足浴
[00:00:55.000 --> 00:00:56.000]  他是穿著鞋子
[00:00:56.000 --> 00:00:57.000]  就是擦鞋
[00:00:57.000 --> 00:01:01.000]  同一個店舖裏面又修甲又擦鞋
[00:01:01.000 --> 00:01:06.000]  請問你知不知道這是什麼店舖呢
[00:01:06.000 --> 00:01:08.000]  通常有修甲的地方就不會有擦鞋
[00:01:08.000 --> 00:01:10.000]  有擦鞋的地方就不會有修甲
[00:01:10.000 --> 00:01:15.000]  原來這個店舖就是海底撈
[00:01:15.000 --> 00:01:17.000]  中國的一個品牌
[00:01:17.000 --> 00:01:19.000]  就是做這個火鍋的
[00:01:19.000 --> 00:01:20.000]  我知道美國有
[00:01:20.000 --> 00:01:22.000]  Acadia Mall也有一間
[00:01:22.000 --> 00:01:26.000]  但是由於文化和可能這邊的人工貴一點
[00:01:26.000 --> 00:01:28.000]  不同的
[00:01:28.000 --> 00:01:32.000]  因為我那時候去中國
[00:01:32.000 --> 00:01:34.000]  我記得在深圳
[00:01:34.000 --> 00:01:36.000]  有人帶我去海底撈
[00:01:36.000 --> 00:01:40.000]  因為他要很多人去
[00:01:40.000 --> 00:01:42.000]  很多時候都要排一個多小時
[00:01:42.000 --> 00:01:45.000]  排隊的期間
[00:01:45.000 --> 00:01:49.000]  原來有修甲服務是免費的
[00:01:49.000 --> 00:01:52.000]  然後男人可以有擦鞋的服務
[00:01:52.000 --> 00:01:54.000]  也是免費的
[00:01:54.000 --> 00:01:56.000]  就給你打發時間
[00:01:56.000 --> 00:01:58.000]  然後有些小食給你吃
[00:01:58.000 --> 00:02:00.000]  有些涼茶什麼給你喝的
[00:02:00.000 --> 00:02:02.000]  然後你坐下之後
[00:02:02.000 --> 00:02:04.000]  他就給你一塊布
[00:02:04.000 --> 00:02:06.000]  有摺得很好的布給你
[00:02:06.000 --> 00:02:08.000]  然後用來擦眼鏡
[00:02:08.000 --> 00:02:09.000]  因為我有戴眼鏡
[00:02:09.000 --> 00:02:11.000]  因為火鍋有時候會彈你的油
[00:02:11.000 --> 00:02:13.000]  弄到你的眼鏡
[00:02:13.000 --> 00:02:17.000]  有時候女人就會給你那些橡筋箍
[00:02:17.000 --> 00:02:20.000]  火鍋有時候會扎你的頭髮
[00:02:20.000 --> 00:02:22.000]  甚至看到有人帶著嬰兒去
[00:02:22.000 --> 00:02:25.000]  帶著嬰兒抱著
[00:02:25.000 --> 00:02:27.000]  他睡了很麻煩
[00:02:27.000 --> 00:02:31.000]  他直接把嬰兒的床放在桌子旁邊
[00:02:31.000 --> 00:02:34.000]  這個我一看的時候
[00:02:34.000 --> 00:02:37.000]  真的是多了一步
[00:02:37.000 --> 00:02:39.000]  所以圖畫就說
[00:02:39.000 --> 00:02:42.000]  海底撈不是賣火鍋
[00:02:42.000 --> 00:02:43.000]  是賣什麼呢
[00:02:43.000 --> 00:02:45.000]  是賣經驗
[00:02:45.000 --> 00:02:48.000]  是一種體驗
[00:02:48.000 --> 00:02:50.000]  當然他們做這麼多東西
[00:02:50.000 --> 00:02:52.000]  不是因為特別關心你
[00:02:52.000 --> 00:02:54.000]  而是為了做生意
[00:02:54.000 --> 00:02:55.000]  吸引更多人來
[00:02:55.000 --> 00:02:59.000]  所以現在在國內開到盛項盛市
[00:02:59.000 --> 00:03:03.000]  現在美加等等都有了
[00:03:03.000 --> 00:03:05.000]  不是跟他賣廣告
[00:03:05.000 --> 00:03:09.000]  因為美國那間服務也不錯
[00:03:09.000 --> 00:03:12.000]  不過跟大陸差很遠
[00:03:12.000 --> 00:03:14.000]  多了一步
[00:03:14.000 --> 00:03:15.000]  當然我們想起
[00:03:15.000 --> 00:03:17.000]  聖經裡面有一個
[00:03:17.000 --> 00:03:19.000]  耶穌說的比喻
[00:03:19.000 --> 00:03:23.000]  說好撒瑪利亞人的比喻
[00:03:23.000 --> 00:03:27.000]  這句話已經成為了諺語
[00:03:27.000 --> 00:03:30.000]  Gustav Merton一個好撒瑪利亞人
[00:03:30.000 --> 00:03:32.000]  他說的話大家很熟悉
[00:03:32.000 --> 00:03:35.000]  有一個人在耶路撒冷去到耶利哥
[00:03:35.000 --> 00:03:40.000]  中途被強盜來打劫
[00:03:40.000 --> 00:03:44.000]  打到他半死就把他扔下
[00:03:44.000 --> 00:03:47.000]  有一個祭司經過
[00:03:47.000 --> 00:03:50.000]  祭司沒有理會就走了
[00:03:50.000 --> 00:03:52.000]  有一個文士
[00:03:52.000 --> 00:03:53.000]  什麼文士呢
[00:03:53.000 --> 00:03:55.000]  文士就是研究聖經
[00:03:55.000 --> 00:03:57.000]  抄寫聖經的人
[00:03:57.000 --> 00:03:59.000]  就是一個神學家
[00:03:59.000 --> 00:04:01.000]  經過又不理會他
[00:04:01.000 --> 00:04:03.000]  照樣碰也碰過
[00:04:03.000 --> 00:04:08.000]  然後說唯有一個撒瑪利亞人
[00:04:08.000 --> 00:04:10.000]  行路到那裡
[00:04:10.000 --> 00:04:13.000]  看見他動了持心就上去幫他
[00:04:13.000 --> 00:04:15.000]  耶穌在說這個比喻的時候
[00:04:15.000 --> 00:04:18.000]  特別說這個主人翁
[00:04:18.000 --> 00:04:20.000]  不是猶太人
[00:04:20.000 --> 00:04:23.000]  也不是那個祭司
[00:04:23.000 --> 00:04:24.000]  不是那個利美人
[00:04:24.000 --> 00:04:25.000]  是誰呢
[00:04:25.000 --> 00:04:27.000]  是一個撒瑪利亞人
[00:04:27.000 --> 00:04:28.000]  這個很重要
[00:04:28.000 --> 00:04:30.000]  因為什麼是撒瑪利亞人呢
[00:04:30.000 --> 00:04:32.000]  我們看四方就開始看到
[00:04:32.000 --> 00:04:34.000]  什麼撒瑪利亞人
[00:04:34.000 --> 00:04:38.000]  原來很多人相信撒瑪利亞人是哪裡來的
[00:04:38.000 --> 00:04:42.000]  就是在主前五百多年的時候
[00:04:42.000 --> 00:04:45.000]  當以色列被擄巴比倫的時候
[00:04:45.000 --> 00:04:48.000]  很多人就被人押送去
