
[00:00:00.000 --> 00:00:01.480]  各位電影姐妹大家好
[00:00:01.480 --> 00:00:03.120]  我們又一起讀聖經了
[00:00:03.120 --> 00:00:05.000]  又是《生命說書教》的網絡
[00:00:05.000 --> 00:00:06.480]  跟大家一起看聖經人
[00:00:06.480 --> 00:00:08.200]  看聖經的事件
[00:00:08.200 --> 00:00:11.720]  看看上帝在背後的心意
[00:00:11.720 --> 00:00:15.680]  那麼繼續講時詩記的耶福他時詩
[00:00:15.680 --> 00:00:17.000]  那麼這次呢
[00:00:17.000 --> 00:00:18.160]  哎呀
[00:00:18.160 --> 00:00:20.520]  真的很開心的
[00:00:20.520 --> 00:00:21.520]  打贏仗
[00:00:21.520 --> 00:00:25.280]  不過又一時口快
[00:00:25.280 --> 00:00:26.800]  又失誤
[00:00:26.800 --> 00:00:27.760]  不是失誤的
[00:00:27.760 --> 00:00:30.080]  我想不是耶福他特別想的
[00:00:30.080 --> 00:00:32.040]  不過就是一時很開心
[00:00:32.040 --> 00:00:34.520]  那麼就許了一個大願
[00:00:34.520 --> 00:00:38.120]  結果就令到他真的抱憾了
[00:00:38.120 --> 00:00:42.000]  好,看看耶福他以他女兒許願
[00:00:42.000 --> 00:00:43.000]  就是今天的題目
[00:00:43.000 --> 00:00:46.600]  其實耶福他向上帝許願
[00:00:46.600 --> 00:00:48.960]  就不是用他的女兒來許願的
[00:00:48.960 --> 00:00:49.560]  不過呢
[00:00:49.560 --> 00:00:52.520]  我是將整件事情用一句話來講
[00:00:52.520 --> 00:00:55.760]  是耶福他用了他的女兒來許願
[00:00:55.760 --> 00:00:57.760]  其實是耶福他許願
[00:00:57.760 --> 00:01:00.600]  不過結果就是關乎他的女兒
[00:01:00.600 --> 00:01:03.560]  他最疼愛的獨女
[00:01:03.560 --> 00:01:04.480]  好,看看
[00:01:04.480 --> 00:01:06.840]  時詩記十一章
[00:01:06.840 --> 00:01:08.720]  這次我就會這樣的
[00:01:08.720 --> 00:01:10.440]  就今天開始試一下
[00:01:10.440 --> 00:01:11.960]  就是改一改形式
[00:01:11.960 --> 00:01:14.240]  我會整個故事講完
[00:01:14.240 --> 00:01:18.800]  才去到最後有三點跟大家思想的
[00:01:18.800 --> 00:01:20.880]  就不會在中間開始思想了
[00:01:20.880 --> 00:01:23.720]  耶福他就向耶和華許願
[00:01:24.120 --> 00:01:26.880]  那麼你看到這個黃色的字
[00:01:26.880 --> 00:01:28.240]  就是螢光了
[00:01:28.240 --> 00:01:30.200]  就是最重要的地方了
[00:01:30.200 --> 00:01:32.880]  耶福他向耶和華許願就說了
[00:01:32.880 --> 00:01:34.760]  上個星期讀過這段聖經的了
[00:01:34.760 --> 00:01:35.280]  說
[00:01:35.280 --> 00:01:38.760]  「你若將阿們人交在我手中
[00:01:38.760 --> 00:01:43.880]  我從阿們人那裡平平安安回來的時候
[00:01:43.880 --> 00:01:46.200]  無論什麼人
[00:01:46.200 --> 00:01:50.400]  先從我家門出來迎接我
[00:01:50.400 --> 00:01:52.560]  就必歸你
[00:01:53.320 --> 00:01:57.240]  我也必將他獻上為梵祭」
[00:01:57.240 --> 00:02:01.760]  這個上一次就昨天已經講過了
[00:02:01.760 --> 00:02:04.600]  不過今天我再用它
[00:02:04.600 --> 00:02:07.800]  將今天的故事聯繫有關係
[00:02:07.800 --> 00:02:10.440]  耶福他向神許願
[00:02:10.440 --> 00:02:12.840]  起誓,立願
[00:02:12.840 --> 00:02:16.840]  「如果我贏了阿們人
[00:02:16.840 --> 00:02:19.080]  而且平安回來
[00:02:19.080 --> 00:02:21.000]  我是會回家的
[00:02:21.000 --> 00:02:22.640]  我不知道的
[00:02:22.920 --> 00:02:26.880]  總之家裡第一個跑出來迎接我的
[00:02:26.880 --> 00:02:29.000]  我就將他歸給你
[00:02:29.000 --> 00:02:33.880]  我會叫他獻上為梵祭」
[00:02:33.880 --> 00:02:35.680]  我們上次解釋過了
[00:02:35.680 --> 00:02:38.760]  將一個人獻上為梵祭
[00:02:38.760 --> 00:02:41.640]  剛剛跑出來是一隻羊也沒問題
[00:02:41.640 --> 00:02:43.440]  跑出來是一隻牛也沒問題
[00:02:43.440 --> 00:02:45.840]  跑出來是一個人來迎接我
[00:02:45.840 --> 00:02:47.000]  怎麼會做梵祭呢?
[00:02:47.000 --> 00:02:48.880]  耶福他也知道不會的
[00:02:48.880 --> 00:02:55.600]  是因為上帝早就已經非常反對用人為祭
[00:02:55.600 --> 00:02:58.480]  不過這是一個說法
[00:02:58.480 --> 00:03:00.440]  有時候我們也會說
[00:03:00.440 --> 00:03:03.440]  「主啊,我獻上我自己做活祭」
[00:03:03.440 --> 00:03:06.480]  真的用火燒死自己嗎?不是的
[00:03:06.480 --> 00:03:08.480]  梵祭的意思是
[00:03:08.480 --> 00:03:09.680]  「Ola」
[00:03:09.680 --> 00:03:11.760]  「Ola」是火祭或者升高
[00:03:11.760 --> 00:03:13.960]  將自己交給主
[00:03:13.960 --> 00:03:15.840]  遞上去的意思
[00:03:16.920 --> 00:03:20.200]  於是耶福他就往阿門人那裡去了
[00:03:20.200 --> 00:03:21.960]  與他們爭戰
[00:03:21.960 --> 00:03:25.720]  耶和華說將他們交在他手中
[00:03:25.720 --> 00:03:27.800]  就是耶福他打贏了
[00:03:27.800 --> 00:03:30.840]  他就大大殺敗他們
[00:03:30.840 --> 00:03:33.280]  從阿羅爾到米尼
[00:03:33.280 --> 00:03:35.560]  直到阿彼納
[00:03:35.560 --> 00:03:37.000]  就是基拉明
[00:03:37.000 --> 00:03:38.840]  這些名字在哪裡說的
[00:03:38.840 --> 00:03:40.480]  什麼意思不說了
[00:03:40.480 --> 00:03:43.480]  就攻取了二十座城
[00:03:43.480 --> 00:03:44.880]  也不是說不厲害
[00:03:44.880 --> 00:03:47.800]  而是神特別的手幫助他
[00:03:47.800 --> 00:03:49.800]  因為你要攻城
[00:03:49.800 --> 00:03:51.040]  其實是很難的
[00:03:51.040 --> 00:03:52.760]  而且很危險
[00:03:52.760 --> 00:03:55.760]  而且很多時候都會損傷很大
[00:03:55.760 --> 00:03:57.360]  攻城,不過呢
[00:03:57.360 --> 00:03:59.560]  攻了二十座城
[00:03:59.560 --> 00:04:03.200]  這樣阿門人就被以色列人制服
[00:04:03.200 --> 00:04:05.280]  本來是帶著大軍
[00:04:05.280 --> 00:04:08.200]  現在我們收回我們的地
