
[00:00:00.000 --> 00:00:03.000]  頂姐妹今年的猜拳月
[00:00:03.000 --> 00:00:08.000]  是聚焦在中亞和中東的需要
[00:00:08.000 --> 00:00:12.000]  我先講一個中亞的小故事
[00:00:12.000 --> 00:00:15.000]  在哈薩克斯坦這個國家
[00:00:15.000 --> 00:00:19.000]  是一個極度傳統的遊牧民族國家
[00:00:19.000 --> 00:00:23.000]  他們很多人都是這樣說
[00:00:23.000 --> 00:00:26.000]  身為一個哈薩克斯坦的人
[00:00:26.000 --> 00:00:30.000]  就是身為一位穆斯林
[00:00:30.000 --> 00:00:32.000]  所以在那個地方
[00:00:32.000 --> 00:00:34.000]  人數稀少的基督徒
[00:00:34.000 --> 00:00:38.000]  就受到激烈的迫害
[00:00:38.000 --> 00:00:39.000]  即使是這樣
[00:00:39.000 --> 00:00:41.000]  在這樣的患難當中
[00:00:41.000 --> 00:00:42.000]  仍然有宣教士
[00:00:42.000 --> 00:00:44.000]  他不減宣教心
[00:00:44.000 --> 00:00:47.000]  進到哈薩克斯坦當地
[00:00:47.000 --> 00:00:49.000]  而當地也有信徒
[00:00:49.000 --> 00:00:50.000]  他們信了主之後
[00:00:50.000 --> 00:00:51.000]  歸了主之後
[00:00:51.000 --> 00:00:54.000]  他們同樣既是很小心
[00:00:54.000 --> 00:00:59.000]  亦都很努力去傳主的道
[00:00:59.000 --> 00:01:01.000]  有一個宣教士的媽媽
[00:01:01.000 --> 00:01:03.000]  和她的孩子阿Sam
[00:01:03.000 --> 00:01:06.000]  有過這樣的對話
[00:01:06.000 --> 00:01:09.000]  這個媽媽剛剛講完一個電話
[00:01:09.000 --> 00:01:10.000]  阿Sam就問
[00:01:10.000 --> 00:01:15.000]  媽媽,剛剛你和誰講電話?
[00:01:15.000 --> 00:01:19.000]  是不是烏蘭今晚要過來?
[00:01:19.000 --> 00:01:20.000]  阿Sam口中
[00:01:20.000 --> 00:01:22.000]  這個小朋友口中的烏蘭
[00:01:22.000 --> 00:01:26.000]  是當地哈薩克斯坦的一個小朋友
[00:01:26.000 --> 00:01:29.000]  是阿Sam在當地的朋友
[00:01:29.000 --> 00:01:31.000]  宣教士的媽媽就回答
[00:01:31.000 --> 00:01:34.000]  是的,烏蘭和她的爸爸
[00:01:34.000 --> 00:01:37.000]  再過幾分鐘就到了
[00:01:37.000 --> 00:01:39.000]  阿Sam,不過他們正在進行
[00:01:39.000 --> 00:01:42.000]  一項非常秘密的任務
[00:01:42.000 --> 00:01:44.000]  必須盡可能
[00:01:44.000 --> 00:01:47.000]  盡可能謹慎行事
[00:01:47.000 --> 00:01:50.000]  很快,過了一兩分鐘之後
[00:01:50.000 --> 00:01:52.000]  就有人敲門
[00:01:52.000 --> 00:01:53.000]  當阿Sam打開門
[00:01:53.000 --> 00:01:55.000]  他就見到他的好朋友烏蘭
[00:01:55.000 --> 00:02:00.000]  和烏蘭的爸爸沙塔
[00:02:00.000 --> 00:02:03.000]  沙塔一見到宣教士就跟他說
[00:02:03.000 --> 00:02:05.000]  多謝你讓我們過來
[00:02:05.000 --> 00:02:08.000]  我都知道已經很晚了
[00:02:08.000 --> 00:02:10.000]  這個時候是晚上
[00:02:10.000 --> 00:02:13.000]  沙塔和烏蘭去找宣教士
[00:02:13.000 --> 00:02:14.000]  宣教士就回答
[00:02:14.000 --> 00:02:17.000]  沒問題,你要多少?
[00:02:17.000 --> 00:02:20.000]  就這樣聽,你不知道他要些什麼
[00:02:20.000 --> 00:02:23.000]  於是宣教士就帶著沙塔
[00:02:23.000 --> 00:02:28.000]  一路去到谷子後面的一個地方
[00:02:28.000 --> 00:02:30.000]  沙塔就跟他說
[00:02:30.000 --> 00:02:32.000]  可不可以給我幾本
[00:02:32.000 --> 00:02:35.000]  我們的畫的聖經?
[00:02:35.000 --> 00:02:40.000]  我有幾個朋友很想讀神的話語
[00:02:40.000 --> 00:02:43.000]  好,宣教士當然很開心
[00:02:43.000 --> 00:02:45.000]  他就打開那個櫃
[00:02:45.000 --> 00:02:47.000]  然後再問他
[00:02:47.000 --> 00:02:48.000]  你要多少本?
[00:02:48.000 --> 00:02:50.000]  兩本?三本?
[00:02:50.000 --> 00:02:53.000]  沙塔很尷尬地說
[00:02:53.000 --> 00:02:57.000]  其實我們需要十七本
[00:02:57.000 --> 00:03:01.000]  宣教士既驚訝又興奮
[00:03:01.000 --> 00:03:03.000]  沙塔和烏蘭這個時候
[00:03:03.000 --> 00:03:06.000]  很快地將那十七本的聖經
[00:03:06.000 --> 00:03:09.000]  帶到他們帶來的袋子當中
[00:03:09.000 --> 00:03:11.000]  在夜色的掩護下
[00:03:11.000 --> 00:03:13.000]  他們就離開了宣教士的家
[00:03:13.000 --> 00:03:15.000]  當他們離開後,Sam就問媽媽
[00:03:15.000 --> 00:03:19.000]  媽媽,為什麼他們要拿這麼多聖經?
[00:03:19.000 --> 00:03:22.000]  以前都沒有拿這麼多
[00:03:22.000 --> 00:03:28.000]  Sam,那是因為沙塔緊張他的朋友
[00:03:28.000 --> 00:03:30.000]  我們要為他們祈禱
[00:03:30.000 --> 00:03:34.000]  求神讓他和烏蘭可以安全地
[00:03:34.000 --> 00:03:39.000]  傳講神的話語
[00:03:39.000 --> 00:03:44.000]  患難從來都沒有離開過宣教
[00:03:44.000 --> 00:03:46.000]  在今天我們所讀的第十一章的十九節
[00:03:46.000 --> 00:03:47.000]  一開始就說
[00:03:47.000 --> 00:03:50.000]  那些因斯提反事件遭受苦難
[00:03:50.000 --> 00:03:53.000]  而四散的門徒
[00:03:53.000 --> 00:03:54.000]  這個事件你會記得
[00:03:54.000 --> 00:03:56.000]  是初期教會的一件大事
[00:03:56.000 --> 00:03:58.000]  是一個轉捩點
[00:03:58.000 --> 00:04:01.000]  斯提反和一眾的執事被選立之後
[00:04:01.000 --> 00:04:02.000]  《哲行傳》這樣記載
[00:04:02.000 --> 00:04:04.000]  神的道傳開了
[00:04:04.000 --> 00:04:09.000]  在耶路撒冷門徒的人數大大增加
[00:04:09.000 --> 00:04:10.000]  就在這個時候
[00:04:10.000 --> 00:04:13.000]  斯提反卻是被抹黑和誣告
[00:04:13.000 --> 00:04:16.000]  被抓去公議會審訊
[00:04:16.000 --> 00:04:18.000]  然後被人亂石打死
[00:04:18.000 --> 00:04:20.000]  成為初期教會史上
[00:04:20.000 --> 00:04:23.000]  第一位為福音殉道的人
[00:04:23.000 --> 00:04:25.000]  因為他的殉道
[00:04:25.000 --> 00:04:28.000]  教會隨即遭受很大的迫害
[00:04:28.000 --> 00:04:31.000]  信徒四散
[00:04:31.000 --> 00:04:33.000]  今天我們會讀的經文
[00:04:33.000 --> 00:04:37.000]  仍然延續著這個事件之後的後遺症
[00:04:37.000 --> 00:04:40.000]  講述在初期教會的基督徒
[00:04:40.000 --> 00:04:42.000]  他們如何在艱難的日子裏
[00:04:42.000 --> 00:04:45.000]  作出他們生命的抉擇
[00:04:45.000 --> 00:04:48.000]  同時我們也可以拿著這段經文
[00:04:48.000 --> 00:04:51.000]  對照我們自己的處境
[00:04:51.000 --> 00:04:55.000]  聆聽主話語的教導
[00:04:55.000 --> 00:04:58.000]  我們再一次將這段時間交託給主
[00:04:58.000 --> 00:05:03.000]  主呀求祢的靈在我們心中動功
[00:05:03.000 --> 00:05:07.000]  讓我們聽見的不是人的話語
[00:05:07.000 --> 00:05:11.000]  而是你聖經裏面寶貴的聖言
[00:05:11.000 --> 00:05:15.000]  求祢讓我們讀得明
[00:05:15.000 --> 00:05:18.000]  求祢讓我們明之後又去行
[00:05:18.000 --> 00:05:19.000]  多謝祢
[00:05:19.000 --> 00:05:22.000]  祈禱奉主耶穌基督得聖命之祈求
[00:05:22.000 --> 00:05:28.000]  阿門
[00:05:52.000 --> 00:05:56.000]  在這段經文當中
[00:05:56.000 --> 00:06:00.000]  我們看見沒有交代信徒在走難之後
[00:06:00.000 --> 00:06:02.000]  他們如何生活
[00:06:02.000 --> 00:06:05.000]  也沒有記下他們如何懷念以前
[00:06:05.000 --> 00:06:07.000]  耶路撒冷教會那種興盛的日子
[00:06:07.000 --> 00:06:09.000]  你記得門徒人數日日增加
[00:06:09.000 --> 00:06:12.000]  同心合意讚美
[00:06:12.000 --> 00:06:16.000]  互相有愛言的那種美好日子
[00:06:16.000 --> 00:06:19.000]  聖經沒有記載他們去懷念這些日子
[00:06:19.000 --> 00:06:23.000]  次唐傳在司提反轉捩點之後的第八第九
[00:06:23.000 --> 00:06:25.000]  一直到第十一章
[00:06:25.000 --> 00:06:30.000]  一直記載著這件事的各種影響和後遺症
[00:06:30.000 --> 00:06:33.000]  在第八章四節已經說
[00:06:33.000 --> 00:06:34.000]  那些分散的人
[00:06:34.000 --> 00:06:36.000]  即是司提反事件之後已經分散了
[00:06:36.000 --> 00:06:42.000]  分散的人經過各地傳揚福音真道
[00:06:42.000 --> 00:06:46.000]  這個描述揭開了第八章說
[00:06:46.000 --> 00:06:48.000]  耶路撒冷以及猶大地的人
[00:06:48.000 --> 00:06:51.000]  他們能夠領受福音先
[00:06:51.000 --> 00:06:52.000]  去到八章上半說
[00:06:52.000 --> 00:06:55.000]  撒瑪利亞人也信主了
[00:06:55.000 --> 00:06:57.000]  八章下半說到
[00:06:57.000 --> 00:07:00.000]  一個埃提阿伯的太監
[00:07:00.000 --> 00:07:02.000]  其實他是歸信猶太教的外邦人
[00:07:02.000 --> 00:07:04.000]  他去到耶路撒冷聖殿敬拜
[00:07:04.000 --> 00:07:07.000]  回去的途中他信主
[00:07:07.000 --> 00:07:09.000]  第九章再說到
[00:07:09.000 --> 00:07:13.000]  一個猶太教強硬派的訴羅貴主
[00:07:13.000 --> 00:07:14.000]  第十章
[00:07:14.000 --> 00:07:19.000]  哥尼流一個尋道的外邦人信主
[00:07:19.000 --> 00:07:23.000]  二十一章下半就說到
[00:07:23.000 --> 00:07:32.000]  即使遠至在北面的安提阿都有人信主了
[00:07:32.000 --> 00:07:35.000]  門徒一直走到菲尼基
[00:07:35.000 --> 00:07:38.000]  塞浦路斯安提阿
[00:07:38.000 --> 00:07:41.000]  一直走到Asfaras
[00:07:41.000 --> 00:07:45.000]  其實再次出現在教會的轉折點
[00:07:45.000 --> 00:07:47.000]  這個字「直走到」
[00:07:47.000 --> 00:07:50.000]  其實在之前已經出現過
[00:07:50.000 --> 00:07:53.000]  或者這樣翻譯會更加清楚
[00:07:53.000 --> 00:07:55.000]  門徒是穿州過省
[00:07:55.000 --> 00:08:00.000]  直到菲尼基、塞浦路斯、安提阿
[00:08:00.000 --> 00:08:04.000]  如果翻譯成「直到」再加上「全港」
[00:08:04.000 --> 00:08:07.000]  你就會想起很多關聯
[00:08:07.000 --> 00:08:10.000]  你記得第一章耶穌基督的說話
[00:08:10.000 --> 00:08:13.000]  聖靈降臨之後你們得著能力
[00:08:13.000 --> 00:08:14.000]  你們要在耶路撒冷
[00:08:14.000 --> 00:08:18.000]  猶太全地和撒瑪利亞直到地極
[00:08:18.000 --> 00:08:20.000]  作我的見證
[00:08:20.000 --> 00:08:22.000]  直到和全港
[00:08:22.000 --> 00:08:24.000]  直到和見證
[00:08:24.000 --> 00:08:29.000]  其實是告訴你主的說話不斷應驗
[00:08:29.000 --> 00:08:32.000]  層層推進
[00:08:32.000 --> 00:08:34.000]  在五旬節之後陸續有很多人信主
[00:08:34.000 --> 00:08:37.000]  由近的耶路撒冷一直到撒瑪利亞
[00:08:37.000 --> 00:08:41.000]  一直到一些皈依猶太教的人的外邦人信主
[00:08:41.000 --> 00:08:43.000]  附近城市的外邦人信主
[00:08:43.000 --> 00:08:47.000]  直到比較遠的菲尼基、塞浦路斯、安提阿的人
[00:08:47.000 --> 00:08:49.000]  就是今天我們所說的這一段
[00:08:49.000 --> 00:08:52.000]  這個層層不斷推進的情景
[00:08:52.000 --> 00:08:58.000]  說到信徒怎樣去適應他們外地的生活
[00:08:58.000 --> 00:09:01.000]  聖經沒有記下他們怎樣去生存
[00:09:01.000 --> 00:09:04.000]  只是重點記下他們有做了一些事
[00:09:04.000 --> 00:09:07.000]  第十九節說他們去全港
[00:09:07.000 --> 00:09:11.000]  第十節也說他們去全港主耶穌
[00:09:11.000 --> 00:09:17.000]  他們去到異地仍然會做這件全港的事
[00:09:17.000 --> 00:09:19.000]  頂姐妹你呢?
[00:09:19.000 --> 00:09:21.000]  你可以想像有一天
[00:09:21.000 --> 00:09:23.000]  如果你身處一個截然不同的環境
[00:09:23.000 --> 00:09:26.000]  你會做些什麼?
[00:09:26.000 --> 00:09:29.000]  當然要生存下去、生活下去
[00:09:29.000 --> 00:09:31.000]  就好像一個留學生
[00:09:31.000 --> 00:09:33.000]  他去到陌生的國度
[00:09:33.000 --> 00:09:35.000]  他如果去到那個地方
[00:09:35.000 --> 00:09:37.000]  能夠跟同聲同氣的人
[00:09:37.000 --> 00:09:40.000]  都是來自香港的人有來往的
[00:09:40.000 --> 00:09:42.000]  他會快些適應的
[00:09:42.000 --> 00:09:44.000]  當然你英文好些
[00:09:44.000 --> 00:09:46.000]  或者你能夠跟外國人來往
[00:09:46.000 --> 00:09:49.000]  很快就可以融入當地的校園生活
[00:09:49.000 --> 00:09:51.000]  然後呢?
[00:09:51.000 --> 00:09:53.000]  你會做些什麼?
[00:09:53.000 --> 00:09:55.000]  你有沒有想過
[00:09:55.000 --> 00:10:00.000]  為什麼上帝要帶你去那個地方讀書?
[00:10:00.000 --> 00:10:02.000]  為什麼上帝要帶你
[00:10:02.000 --> 00:10:06.000]  去你現在所身處的環境?
[00:10:06.000 --> 00:10:09.000]  除了人可以為自己做的未來人生規劃
[00:10:09.000 --> 00:10:11.000]  你有沒有想過
[00:10:11.000 --> 00:10:14.000]  有一些事情無論在哪一個地方
[00:10:14.000 --> 00:10:16.000]  都是不變的?
[00:10:16.000 --> 00:10:18.000]  聖經就是指出了
[00:10:18.000 --> 00:10:20.000]  那個不變就是你信耶穌的身份
[00:10:20.000 --> 00:10:22.000]  而你因為有這個身份
[00:10:22.000 --> 00:10:25.000]  你能夠去全港主耶穌
[00:10:25.000 --> 00:10:27.000]  為耶穌作見證
[00:10:27.000 --> 00:10:29.000]  這一課的宣教心
[00:10:29.000 --> 00:10:31.000]  在哪裡都一樣
[00:10:31.000 --> 00:10:34.000]  其實宣教的弟兄姊妹不難明白
[00:10:34.000 --> 00:10:36.000]  簡單來說
[00:10:36.000 --> 00:10:39.000]  就是一群未聞福音的人
[00:10:39.000 --> 00:10:41.000]  去見證主耶穌
[00:10:41.000 --> 00:10:44.000]  去全港主耶穌
[00:10:44.000 --> 00:10:47.000]  所以接著這兩節其實做了一個比較
[00:10:47.000 --> 00:10:49.000]  當時去到這麼遠的地方
[00:10:49.000 --> 00:10:50.000]  有一批人
[00:10:50.000 --> 00:10:51.000]  這批猶太信徒
[00:10:51.000 --> 00:10:55.000]  他們就不對別人說
[00:10:55.000 --> 00:10:57.000]  他們不對別人全講
[00:10:57.000 --> 00:11:00.000]  只對猶太人全講
[00:11:00.000 --> 00:11:02.000]  他們找回自己的同鄉
[00:11:02.000 --> 00:11:04.000]  去講耶穌的事
[00:11:04.000 --> 00:11:07.000]  但是另外有一批人
[00:11:07.000 --> 00:11:08.000]  他們怎樣呢?
[00:11:08.000 --> 00:11:10.000]  有一群希臘人
[00:11:10.000 --> 00:11:12.000]  全講這道
[00:11:12.000 --> 00:11:16.000]  全揚主耶穌
[00:11:16.000 --> 00:11:18.000]  和不和外族人傳福音
[00:11:18.000 --> 00:11:20.000]  其實是初期教會一個
[00:11:20.000 --> 00:11:23.000]  新近遇到的難題
[00:11:23.000 --> 00:11:26.000]  如果他們當時想不通這個問題
[00:11:26.000 --> 00:11:29.000]  我們今天沒有得到福音的機會
[00:11:29.000 --> 00:11:31.000]  在十一章的十八節
[00:11:31.000 --> 00:11:33.000]  當彼得向教會匯報
[00:11:33.000 --> 00:11:35.000]  哥尼留去全家信主
[00:11:35.000 --> 00:11:37.000]  這個外邦人信主的事
[00:11:37.000 --> 00:11:41.000]  顯示有外邦人是在上帝的救恩計劃當中
[00:11:41.000 --> 00:11:44.000]  原來外邦人都是能夠得救的
[00:11:44.000 --> 00:11:46.000]  耶路撒冷的教會那群人
[00:11:46.000 --> 00:11:48.000]  才有這個觀察
[00:11:48.000 --> 00:11:50.000]  他們在十八節說
[00:11:50.000 --> 00:11:55.000]  這樣看來神也把悔改的心賜給外族人
[00:11:55.000 --> 00:11:57.000]  使他們得生命
[00:11:57.000 --> 00:12:00.000]  這個和二十節一起用了「也」字
[00:12:00.000 --> 00:12:02.000]  顯示事情的層層推進
[00:12:02.000 --> 00:12:04.000]  超乎他們的理解
[00:12:04.000 --> 00:12:06.000]  是一種突破
[00:12:06.000 --> 00:12:11.000]  原來神也讓非以色列人悔改得生命
[00:12:11.000 --> 00:12:16.000]  原來福音也要傳給外邦人
[00:12:16.000 --> 00:12:18.000]  這個全揚耶穌的舉動
[00:12:18.000 --> 00:12:23.000]  在當時是一個突破
[00:12:23.000 --> 00:12:25.000]  在這個歷史的轉折當中
[00:12:25.000 --> 00:12:27.000]  他們有這個突破
[00:12:27.000 --> 00:12:29.000]  你知道嗎?
[00:12:29.000 --> 00:12:33.000]  香港本來不是宣導會的宣教地點
[00:12:33.000 --> 00:12:36.000]  當初孫信博士在1887年創辦宣導會
[00:12:36.000 --> 00:12:42.000]  同年立即派宣教士來中國
[00:12:42.000 --> 00:12:46.000]  但是他們後來在香港所建立的
[00:12:46.000 --> 00:12:48.000]  不是教會
[00:12:48.000 --> 00:12:52.000]  只是一個警會的後援基地
[00:12:52.000 --> 00:12:54.000]  因為宣導會當時有一個心志
[00:12:54.000 --> 00:12:59.000]  就是要向未得之地的未得之民傳福音
[00:12:59.000 --> 00:13:02.000]  不在別人已經建立的基礎上去做功
[00:13:02.000 --> 00:13:07.000]  所以最初香港這個地方只是一個中途的供應站
[00:13:07.000 --> 00:13:10.000]  幫助進入中國的人的宣教士
[00:13:10.000 --> 00:13:12.000]  有一個後援的基地
[00:13:12.000 --> 00:13:16.000]  直至1949年警察會撤離香港
[00:13:16.000 --> 00:13:17.000]  來到香港
[00:13:17.000 --> 00:13:20.000]  宣教士正處於一個失意之中
