
[00:00:00.000 --> 00:00:06.160]  感謝神給各位 今天有健康的身體
[00:00:06.160 --> 00:00:10.460]  靈命坐在這裡 聽神的話語
[00:00:10.460 --> 00:00:13.800]  但願聖靈幫助各位
[00:00:13.800 --> 00:00:18.660]  將神的話語用在你的生命上面
[00:00:18.660 --> 00:00:25.880]  使得我們的生活都是回到神的名字
[00:00:25.880 --> 00:00:33.700]  今天信息會描寫兩條人生路徑和方向
[00:00:33.700 --> 00:00:35.680]  各位你自己可以回憶
[00:00:35.680 --> 00:00:42.120]  你自己在人生的路徑和方向上面的經歷
[00:00:42.120 --> 00:00:53.000]  你能夠知道你是不是已經走在那條不美好的路徑上面
[00:00:53.000 --> 00:00:58.080]  人若可以走到一個目的地
[00:00:58.080 --> 00:01:01.100]  在分叉路的時候
[00:01:01.100 --> 00:01:06.560]  必須揀選其中一條
[00:01:06.560 --> 00:01:09.320]  我們活在這個世上
[00:01:09.320 --> 00:01:17.440]  也常常會遇到這樣的情形
[00:01:17.440 --> 00:01:22.960]  這首詩是俄羅斯的情歌
[00:01:22.960 --> 00:01:25.880]  描寫一個人騎著馬
[00:01:25.880 --> 00:01:31.280]  希望很快就和他的愛人重逢
[00:01:31.280 --> 00:01:34.480]  但是發生了不幸的事
[00:01:34.480 --> 00:01:38.160]  唯有請過路的人
[00:01:38.160 --> 00:01:43.960]  傳遞他心中的感受給他的愛人
[00:01:43.960 --> 00:01:46.600]  歌詞是這樣
[00:01:46.600 --> 00:01:49.760]  草原茫無邊
[00:01:49.760 --> 00:01:53.040]  路途遙又遠
[00:01:53.040 --> 00:01:55.200]  有一騎馬者
[00:01:55.200 --> 00:01:58.200]  東疆在草原
[00:01:58.200 --> 00:02:01.280]  飲一微聲喚
[00:02:01.280 --> 00:02:04.560]  懇求過路人
[00:02:04.560 --> 00:02:10.040]  把我的信息交給我愛人
[00:02:10.040 --> 00:02:12.560]  請你告訴他
[00:02:12.560 --> 00:02:15.640]  不要太悲傷
[00:02:15.640 --> 00:02:18.840]  相愛在人間
[00:02:18.840 --> 00:02:23.920]  重逢在天家
[00:02:23.920 --> 00:02:30.200]  歌詞描寫出人行走的兩條路徑
[00:02:30.200 --> 00:02:37.800]  一條是讓人滿足在這個世界的慾望
[00:02:37.800 --> 00:02:44.880]  另外一條是讓人能夠和他的親友
[00:02:44.880 --> 00:02:50.960]  將來在天家再會面
[00:02:50.960 --> 00:02:56.120]  保羅和巴拿巴全福音的行程
[00:02:56.120 --> 00:03:01.640]  記載在《使徒行傳》十三章和十四章
[00:03:01.640 --> 00:03:06.760]  路斯德城是保羅第一次
[00:03:06.760 --> 00:03:10.880]  全福音的路程上面經過的城市
[00:03:10.880 --> 00:03:13.440]  第二次全福音路程
[00:03:13.440 --> 00:03:18.240]  它也都經過路斯德這個城市
[00:03:18.240 --> 00:03:24.040]  各位可以在剛才讀的《使徒行傳》
[00:03:24.040 --> 00:03:29.040]  十四章第八至到第十八節
[00:03:29.040 --> 00:03:34.040]  記載了在路斯德城發生的事
[00:03:34.040 --> 00:03:42.160]  亦都是今天信息的內容
[00:03:42.160 --> 00:03:43.960]  今天信息的主題是
[00:03:43.960 --> 00:03:49.320]  人生路徑與方向
[00:03:49.320 --> 00:03:56.320]  認識了我們自己和世人正在走的路
[00:03:56.320 --> 00:03:59.840]  然後反思我們自己
[00:03:59.840 --> 00:04:03.800]  已經走在哪條路徑
[00:04:03.800 --> 00:04:07.840]  和向著哪個方向
[00:04:07.840 --> 00:04:12.400]  今天的內容分為兩個部分
[00:04:12.400 --> 00:04:18.760]  第一是重複環境的路徑
[00:04:18.760 --> 00:04:25.840]  第二是豐盛妙愛的路徑
[00:04:25.840 --> 00:04:29.840]  請我們大家低頭祈禱
[00:04:29.840 --> 00:04:31.680]  求聖靈幫助我們
[00:04:31.680 --> 00:04:34.640]  將神祢的話語放在我們的心裡面
[00:04:34.640 --> 00:04:39.840]  以致我們日常生活的時候都能夠行為
[00:04:39.840 --> 00:04:42.840]  表現出神祢的愛
[00:04:42.840 --> 00:04:47.240]  以致我們能夠使得萬人都得救
[00:04:47.240 --> 00:04:48.760]  禱告奉主耶穌的名
[00:04:48.760 --> 00:04:51.240]  阿們
[00:04:51.240 --> 00:04:56.640]  現在講第一個部分
[00:04:56.640 --> 00:05:04.040]  重複環境的路徑
[00:05:04.040 --> 00:05:06.840]  剛才大家讀的聖經
[00:05:06.840 --> 00:05:09.680]  如果不記得不要緊
[00:05:09.680 --> 00:05:12.800]  現在我所講的是
[00:05:12.800 --> 00:05:18.160]  路師得成的人需要悔改
[00:05:18.160 --> 00:05:19.360]  保羅說
[00:05:19.360 --> 00:05:21.920]  我們全福音給你們
[00:05:21.920 --> 00:05:27.280]  是要你們遠離這些虛妄的事
[00:05:27.280 --> 00:05:29.720]  他們需要悔改
[00:05:29.720 --> 00:05:35.360]  遠離虛妄的事
[00:05:35.360 --> 00:05:41.000]  聽見神直聖經述說的真理
[00:05:41.000 --> 00:05:42.760]  口裡承認
[00:05:42.760 --> 00:05:48.360]  心裡相信就必得救
[00:05:48.360 --> 00:05:53.160]  路師得成的人的反應是怎樣呢
[00:05:53.160 --> 00:05:55.040]  從他們的反應我們就知道
[00:05:55.040 --> 00:05:59.920]  當時通行的虛妄的事
[00:05:59.920 --> 00:06:09.920]  就是拜外邦的神靈和偶像
[00:06:09.920 --> 00:06:12.320]  其他虛妄的事
[00:06:12.320 --> 00:06:15.120]  或者鬼炸的事
[00:06:15.120 --> 00:06:20.320]  或者他們不會讓別人知道
[00:06:20.320 --> 00:06:24.720]  心裡面有很多秘密
[00:06:24.720 --> 00:06:28.000]  但是聖靈會指出
[00:06:28.000 --> 00:06:32.120]  耶利米先知這樣教導
[00:06:32.120 --> 00:06:37.080]  他曾經一邊嘆息一邊講
[00:06:37.080 --> 00:06:42.520]  人心被萬物都鬼炸
[00:06:42.520 --> 00:06:46.160]  壞到極處
[00:06:46.160 --> 00:06:51.640]  誰能夠識透呢
[00:06:51.640 --> 00:06:58.520]  希伯拉書給了一個好的答案
[00:06:58.520 --> 00:07:02.840]  聖經就是這樣講
[00:07:02.840 --> 00:07:05.560]  因為神的道是活潑的
[00:07:05.560 --> 00:07:07.440]  是有效的
[00:07:07.440 --> 00:07:12.680]  比一切兩人的劍更鋒利
[00:07:12.680 --> 00:07:15.600]  甚至可以刺入
[00:07:15.600 --> 00:07:20.360]  剖開魂和靈
[00:07:20.360 --> 00:07:23.880]  關節和骨髓
[00:07:23.880 --> 00:07:36.760]  並且能夠辨明心中的思想和意念
[00:07:36.760 --> 00:07:41.680]  包括鬼炸在裡面
[00:07:41.680 --> 00:07:45.600]  這些是我們不認識的
[00:07:45.600 --> 00:07:49.400]  認識不透的心靈
[00:07:49.400 --> 00:07:52.040]  寶羅在聖經也指出
[00:07:52.040 --> 00:07:56.200]  神的話語
[00:07:56.200 --> 00:08:00.840]  在提摩太後書第三章十六節
[00:08:00.840 --> 00:08:01.800]  寶羅這樣講
[00:08:01.800 --> 00:08:06.160]  聖經都是神所默示的
[00:08:06.160 --> 00:08:11.720]  於教訓篤責使人歸正
[00:08:11.720 --> 00:08:19.360]  教導人學而都是有益的
[00:08:19.360 --> 00:08:23.280]  兩人的劍可以刺入
[00:08:23.280 --> 00:08:28.080]  剖開人的魂和靈
[00:08:28.080 --> 00:08:34.720]  神的話語可以教訓篤責使人歸正
[00:08:34.720 --> 00:08:40.680]  教導人學而
[00:08:40.680 --> 00:08:43.320]  從我們繼續放出的圖片
[00:08:43.320 --> 00:08:45.760]  可以看到當日
[00:08:45.760 --> 00:08:50.000]  他們虛妄的事是什麼呢
[00:08:50.000 --> 00:08:53.440]  寶羅經過路斯德城的時候
[00:08:53.440 --> 00:08:59.320]  醫好一個瘸腿的人
[00:08:59.320 --> 00:09:04.760]  那些人見到寶羅行的神蹟的時候
[00:09:04.760 --> 00:09:11.000]  就用寶羅不認識的女高旗話
[00:09:11.000 --> 00:09:13.000]  大聲喊
[00:09:13.000 --> 00:09:19.240]  有神明在我們中間成為人形
[00:09:19.240 --> 00:09:22.280]  降到我們這裡來
[00:09:22.280 --> 00:09:28.840]  於是他們稱巴拿巴是就斯
[00:09:28.840 --> 00:09:34.600]  稱寶羅是漢密斯
[00:09:34.600 --> 00:09:37.680]  圖片給大家看到他們所拜的
