
[00:00:00.000 --> 00:00:01.800]  在過去兩個星期
[00:00:01.800 --> 00:00:05.300]  社會公義成為美國的一個熱門話題
[00:00:05.300 --> 00:00:08.060]  很多時事評論都嘗試解釋
[00:00:08.060 --> 00:00:10.780]  為何這麼多人上街暴動
[00:00:10.780 --> 00:00:15.460]  不用否認的是社會存在很多不公平
[00:00:15.460 --> 00:00:21.180]  但是按照不同種族疫情的染病和死亡的統計數字
[00:00:21.180 --> 00:00:22.900]  就可以看得很清楚
[00:00:22.900 --> 00:00:26.620]  George Floyd這件事提供了一個導火線
[00:00:26.620 --> 00:00:30.900]  讓很多人積累已久的憤怒一下子爆發了出來
[00:00:30.900 --> 00:00:32.700]  士氣必有因
[00:00:32.700 --> 00:00:34.620]  我們嘗試了解任何事情
[00:00:34.620 --> 00:00:37.380]  都必須了解不同人的想法
[00:00:37.380 --> 00:00:38.980]  不同人的感受
[00:00:38.980 --> 00:00:40.660]  作為傳道人我經常問
[00:00:40.660 --> 00:00:43.500]  為何這個人不願意相信福音
[00:00:43.500 --> 00:00:46.220]  為何那個人不肯回教會
[00:00:46.220 --> 00:00:48.780]  過去兩個星期社會的動盪
[00:00:48.780 --> 00:00:50.580]  為何對這麼多現代人
[00:00:50.580 --> 00:00:54.060]  尤其是美國年青的一代所謂Millennials
[00:00:54.060 --> 00:00:56.100]  他們抗拒基督教
[00:00:56.100 --> 00:00:58.460]  其實提供了一些答案
[00:00:58.460 --> 00:01:01.900]  很多人拒絕基督教是出於兩個原因
[00:01:01.900 --> 00:01:04.260]  都是和社會公義有關
[00:01:04.260 --> 00:01:08.700]  第一個原因是出於對基督教的誤解
[00:01:08.700 --> 00:01:12.620]  以為基督教只是講寬恕不講公義
[00:01:12.620 --> 00:01:14.620]  有罪可以當為無罪
[00:01:14.620 --> 00:01:16.420]  一世人作奸犯科
[00:01:16.420 --> 00:01:18.060]  只要說一句信耶穌
[00:01:18.060 --> 00:01:21.020]  一樣可以上天堂捐些錢
[00:01:21.020 --> 00:01:22.300]  做些善事
[00:01:22.300 --> 00:01:23.460]  積些陰德
[00:01:23.460 --> 00:01:25.220]  教會買些贖罪券
[00:01:25.220 --> 00:01:28.180]  就連親戚朋友都可以帶上天堂
[00:01:28.180 --> 00:01:33.220]  有些人就是看不起這個虛偽形式化的信仰
[00:01:33.220 --> 00:01:37.180]  今天我第一個要澄清的就是這個誤解
[00:01:37.180 --> 00:01:40.540]  但很多人其實明白基督教的倫理
[00:01:40.540 --> 00:01:43.420]  他們知道基督教相信公義
[00:01:43.420 --> 00:01:46.660]  相信人有天賦的尊嚴
[00:01:46.660 --> 00:01:48.220]  是基督教所說的話
[00:01:48.220 --> 00:01:53.900]  但他們不認同人權是上天所賜的觀念
[00:01:53.900 --> 00:01:57.180]  很多人認為人權 平等
[00:01:57.180 --> 00:02:00.620]  只不過是文明社會的契約
[00:02:00.620 --> 00:02:02.420]  一個社會協議
[00:02:02.420 --> 00:02:04.860]  人權不是在大自然當中
[00:02:04.860 --> 00:02:06.700]  可以找到的科學定理
[00:02:06.700 --> 00:02:09.980]  所以他們認為基督教講人的尊嚴
[00:02:09.980 --> 00:02:14.860]  只是用一個神話來支持某一種的政治制度
[00:02:14.860 --> 00:02:17.380]  當中沒有絕對的真理
[00:02:17.380 --> 00:02:20.900]  首先我們回應第一個的誤解
[00:02:20.900 --> 00:02:23.620]  其實只要打開聖經看一看
[00:02:23.620 --> 00:02:27.820]  你就知道基督教並非只講饒恕 不講公義
[00:02:27.820 --> 00:02:31.260]  聖經從來沒有說過有罪可以算為無罪
[00:02:31.260 --> 00:02:34.900]  聖經沒有說過犯罪的人可以逍遙法外
[00:02:34.900 --> 00:02:38.100]  聖經一再強調罪有應得的道理
[00:02:38.100 --> 00:02:43.260]  而且對人犯罪的動機是有深刻的分析
[00:02:43.260 --> 00:02:47.100]  今天讀的經文約書亞提醒以色列人
[00:02:47.100 --> 00:02:51.340]  關於摩西律法當中屠城的法則
[00:02:51.340 --> 00:02:53.460]  就是一個好的例子
[00:02:53.460 --> 00:02:57.020]  約書亞記第20章第1到第6節這樣說
[00:03:23.460 --> 00:03:26.580]  事情陳述給那城的長老聽
[00:03:26.580 --> 00:03:29.940]  他們就要接他入城 給他地方
[00:03:29.940 --> 00:03:32.700]  讓他住在他們中間
[00:03:32.700 --> 00:03:35.580]  若是暴血仇者追上了他
[00:03:35.580 --> 00:03:39.300]  長老不可把他交在暴血仇者的手裏
[00:03:39.300 --> 00:03:42.420]  因為他是無意中殺了鄰舍的
[00:03:42.420 --> 00:03:45.820]  並非過去彼此之間有仇恨
[00:03:45.820 --> 00:03:47.820]  他要住在那城裏
[00:03:47.820 --> 00:03:52.060]  直到他站在會眾面前受審判
[00:03:52.060 --> 00:03:55.180]  等到當時的大祭司死後
[00:03:55.180 --> 00:03:59.500]  殺人者再可以回到本城本家
[00:03:59.500 --> 00:04:03.660]  就是他所逃出來的那城
[00:04:03.660 --> 00:04:08.980]  關於屠城的法則可以歸納為四個原則
[00:04:08.980 --> 00:04:11.940]  第一誤殺不等同謀殺
[00:04:11.940 --> 00:04:15.100]  第二血債只可以血償
[00:04:15.100 --> 00:04:17.940]  第三證人的關鍵性
[00:04:17.940 --> 00:04:22.140]  第四血債污穢大地
[00:04:22.140 --> 00:04:25.060]  謀殺不等同誤殺
[00:04:25.060 --> 00:04:28.220]  謀殺是必須被處死
[00:04:28.220 --> 00:04:31.900]  誤殺必須在會眾面前受審判
[00:04:31.900 --> 00:04:34.260]  證明不是謀殺
[00:04:34.260 --> 00:04:36.700]  就可以在屠城裏躲避
[00:04:36.700 --> 00:04:39.900]  直到現任的大祭司逝世
[00:04:39.900 --> 00:04:43.660]  第二血債只可以血償
[00:04:43.660 --> 00:04:46.620]  謀殺罪和誤殺罪
[00:04:46.620 --> 00:04:49.540]  都不能用金錢來贖罪
[00:04:49.540 --> 00:04:51.460]  文素記35章
[00:04:51.460 --> 00:04:55.820]  莫西第一次提出屠城法則的經文
[00:04:55.820 --> 00:04:56.540]  那裡說
[00:04:56.540 --> 00:04:58.820]  那犯死罪的殺人犯
[00:04:58.820 --> 00:05:03.100]  你們不可收贖價來代替他的命
[00:05:03.100 --> 00:05:05.100]  他必須被處死
[00:05:05.100 --> 00:05:07.380]  那逃到屠城的人
[00:05:07.380 --> 00:05:09.940]  你們不可向他收贖價
[00:05:09.940 --> 00:05:14.380]  使他在大祭司未死以先回本地居住
[00:05:15.620 --> 00:05:16.860]  第三個方面
[00:05:16.860 --> 00:05:19.020]  證人的關鍵性
[00:05:19.020 --> 00:05:21.900]  作假見證陷害人被拆穿
[00:05:21.900 --> 00:05:27.260]  就要受相等於誣衊指控的懲罰
[00:05:27.260 --> 00:05:29.020]  人無論犯了甚麼罪
[00:05:29.020 --> 00:05:30.220]  作甚麼惡
[00:05:30.220 --> 00:05:33.020]  不可單憑一個人的見證
[00:05:33.020 --> 00:05:35.820]  總要憑兩個證人的口
[00:05:35.820 --> 00:05:39.700]  或三個證人的口才可定案
[00:05:39.700 --> 00:05:42.780]  看 證人作的是偽證
[00:05:42.780 --> 00:05:45.340]  要用偽證陷害弟兄
[00:05:45.340 --> 00:05:47.180]  你們就要對付他
[00:05:47.180 --> 00:05:50.500]  如同他想要對付的弟兄一樣
[00:05:50.500 --> 00:05:54.540]  這樣你就把惡從你們中間除掉
[00:05:54.540 --> 00:05:57.780]  第四 血債污穢大地
[00:05:57.780 --> 00:06:01.700]  假若流人血的罪不公義處理
[00:06:01.700 --> 00:06:03.780]  大地就會污穢
[00:06:03.780 --> 00:06:05.780]  文素記三十五節這樣結論
[00:06:05.780 --> 00:06:08.740]  因為血能使地污穢
[00:06:08.740 --> 00:06:10.620]  若有血流在地上
[00:06:10.620 --> 00:06:12.780]  除非那殺人者的血
[00:06:12.780 --> 00:06:15.660]  否則那地就不得結證
[00:06:15.660 --> 00:06:18.260]  你們不可沾污所住之地
[00:06:18.260 --> 00:06:20.620]  就是我住在當中的地
[00:06:20.620 --> 00:06:24.500]  因為我耶和華住在以色列人中間
[00:06:24.500 --> 00:06:29.340]  四個原則都是基於一個原因
[00:06:29.340 --> 00:06:32.260]  就是人命關天
[00:06:32.260 --> 00:06:35.620]  因為人命是無價的
[00:06:35.620 --> 00:06:38.820]  所以血債只可以血償
[00:06:38.820 --> 00:06:42.380]  多少錢都不能賠償人命
[00:06:42.380 --> 00:06:47.500]  當時附近的民族有些是容許用錢來賠償人命
[00:06:47.500 --> 00:06:51.740]  結果窮人的命變得很卑賤
[00:06:51.740 --> 00:06:56.260]  摩世堅持不能用金錢來賠償血債
[00:06:56.260 --> 00:06:58.540]  是一個劃時代的觀念
[00:06:58.540 --> 00:07:00.940]  因為人命關天
[00:07:00.940 --> 00:07:06.100]  所以裁定殺人罪就有超過一個見證人
[00:07:06.100 --> 00:07:07.700]  如果做假見證
[00:07:07.700 --> 00:07:10.460]  是誣衊一個無辜的人謀殺
[00:07:10.460 --> 00:07:13.300]  到真相大白做假見證的人
[00:07:13.300 --> 00:07:16.140]  亦會被判死刑
[00:07:16.140 --> 00:07:18.620]  因為人命是這麼寶貴
[00:07:18.620 --> 00:07:22.500]  所以誤殺和謀殺就要分清楚
[00:07:22.500 --> 00:07:26.220]  如果誤殺不可以判死刑
[00:07:26.220 --> 00:07:27.780]  人命是寶貴的
[00:07:27.780 --> 00:07:31.100]  誤殺的一位的性命也是寶貴的
[00:07:31.100 --> 00:07:32.860]  但是誤殺也是罪
[00:07:32.860 --> 00:07:35.180]  死罪可免活罪難饒
[00:07:35.180 --> 00:07:37.500]  如果誤殺不看為罪
[00:07:37.500 --> 00:07:41.820]  人就會變成粗心大意草管人命
[00:07:41.820 --> 00:07:43.820]  所以設立屠城的原因
[00:07:43.820 --> 00:07:46.100]  就是一個折衷的辦法
[00:07:46.100 --> 00:07:48.460]  一個人去了屠城裏面
[00:07:48.460 --> 00:07:50.860]  雖然未至於監禁
[00:07:50.860 --> 00:07:55.620]  但的確喪失了一些用錢也不可以換取的自由
[00:07:55.620 --> 00:07:58.300]  因為人命關天
[00:07:58.300 --> 00:08:02.820]  血債沒有血償就會污穢大地
[00:08:02.820 --> 00:08:06.380]  耶和華臣就不再住在他們的中間
[00:08:07.260 --> 00:08:12.380]  今天很多人都不能接受這個人命關天的理由
[00:08:12.380 --> 00:08:13.380]  為甚麼呢?
[00:08:13.380 --> 00:08:15.580]  因為不再相信天
[00:08:15.580 --> 00:08:17.460]  很多人看倫理
[00:08:17.460 --> 00:08:19.260]  是從一個社會契約
[00:08:19.260 --> 00:08:21.860]  social contract 的角度去看
[00:08:21.860 --> 00:08:23.580]  社會契約論
[00:08:23.580 --> 00:08:27.820]  是一個解釋人類社會怎樣產生的理論
[00:08:27.820 --> 00:08:30.020]  認為一個人在社會當中
[00:08:30.020 --> 00:08:32.180]  有權利也有義務
[00:08:32.180 --> 00:08:34.700]  你要享用社會給你的權利
[00:08:34.700 --> 00:08:37.300]  就要盡你的社會義務
[00:08:37.300 --> 00:08:41.700]  社會契約論解釋殺人填命是一個義務
[00:08:41.700 --> 00:08:43.300]  尊重其他人的生命
[00:08:43.300 --> 00:08:46.620]  是每一位社會成員入會的誓約
[00:08:46.620 --> 00:08:49.180]  一個人不尊重其他人的生命
[00:08:49.180 --> 00:08:52.380]  破壞社會秩序就是害群之馬
[00:08:52.380 --> 00:08:54.060]  必須被開除
[00:08:54.060 --> 00:08:57.780]  但聖經給殺人要填命
[00:08:57.780 --> 00:09:00.900]  是一個比社會契約更加基本的理由
[00:09:00.900 --> 00:09:04.820]  每一個人都有神所賜的尊嚴
[00:09:04.820 --> 00:09:06.900]  當你殺一個人的時候
[00:09:06.900 --> 00:09:09.860]  你不單只是破壞了這個社會
[00:09:09.860 --> 00:09:12.060]  你是干犯了上天
[00:09:12.060 --> 00:09:14.500]  創世紀第九章解釋
[00:09:14.500 --> 00:09:15.980]  人命關天
[00:09:15.980 --> 00:09:20.140]  因為人是按照神的形象來做的
[00:09:20.140 --> 00:09:23.380]  人是made in the image of God
[00:09:23.380 --> 00:09:25.460]  拉丁文是imago Dei
[00:09:25.460 --> 00:09:26.420]  image of God
[00:09:26.420 --> 00:09:28.460]  人是神的象徵
[00:09:28.820 --> 00:09:31.820]  用一個國家來比喻神的王權
[00:09:31.820 --> 00:09:33.740]  人就是國旗
[00:09:33.740 --> 00:09:35.740]  人就是國徽
[00:09:35.740 --> 00:09:39.340]  因為人是按照神的形象來做的
[00:09:39.340 --> 00:09:42.700]  傷害一個人的性命就等於燒國旗
[00:09:42.700 --> 00:09:44.900]  污辱國徽
[00:09:44.900 --> 00:09:48.700]  是踐踏神的尊榮
[00:09:48.700 --> 00:09:52.700]  所以不可殺人是十誡之中後誤誡第一條
[00:09:52.700 --> 00:09:56.900]  其實一切生命都是寶貴的
[00:09:56.900 --> 00:09:59.980]  動物的血是象徵生命
[00:09:59.980 --> 00:10:01.980]  所以都是神聖的
[00:10:01.980 --> 00:10:03.780]  除非人是為了充飢
[00:10:03.780 --> 00:10:05.780]  亦即是保存人的生命
[00:10:05.780 --> 00:10:08.620]  動物的血都不應該隨便流
[00:10:08.620 --> 00:10:13.580]  但是人類有造物之中最高的尊嚴
[00:10:13.580 --> 00:10:18.260]  因為人是神的代表
[00:10:18.260 --> 00:10:21.460]  你可能覺得奇怪
[00:10:21.460 --> 00:10:25.180]  不可殺人是人天生的良知
[00:10:25.180 --> 00:10:29.580]  為何需要社會學和神學來解釋
[00:10:29.580 --> 00:10:33.260]  其實你只要想深一層便會明白
[00:10:33.260 --> 00:10:35.980]  問題的關鍵就在這裡
[00:10:35.980 --> 00:10:38.580]  人的良知從何而來
[00:10:38.580 --> 00:10:41.500]  很多社會契約主義者認為
[00:10:41.500 --> 00:10:44.620]  你的良知不外乎是社會教你的
[00:10:44.620 --> 00:10:46.700]  人沒有社會良知
[00:10:46.700 --> 00:10:49.420]  原因就是沒有好的公民教育
[00:10:49.420 --> 00:10:51.940]  你從小沒有人教你愛國
[00:10:51.940 --> 00:10:54.500]  教你對國歌要尊敬
[00:10:54.500 --> 00:10:56.780]  你就沒有社會良知
[00:10:56.780 --> 00:11:00.260]  你從小沒有人教你尊重其他人的生命價值
[00:11:00.260 --> 00:11:03.300]  你就不懂得珍惜其他人的生命
[00:11:03.300 --> 00:11:05.660]  你從小沒有人教你講真話
[00:11:05.660 --> 00:11:07.660]  你便只懂得說謊
[00:11:07.660 --> 00:11:11.740]  但聖經給良知一個不同的解釋
[00:11:11.740 --> 00:11:15.180]  聖經告訴我們良知是人性的一個部分
[00:11:15.180 --> 00:11:16.300]  羅馬書指出
[00:11:16.300 --> 00:11:18.740]  神的事情人所能明白
[00:11:18.740 --> 00:11:21.140]  完顯明在人心裡
[00:11:21.140 --> 00:11:24.260]  所以外邦人雖然沒有摩西的律法
[00:11:24.260 --> 00:11:26.380]  他們有人類的本性
[00:11:26.380 --> 00:11:27.700]  就有良知
[00:11:27.700 --> 00:11:28.780]  懂得自責
[00:11:28.780 --> 00:11:30.860]  懂得為自己辯護
[00:11:30.860 --> 00:11:32.100]  換句話來說
[00:11:32.100 --> 00:11:33.980]  人之所以有良知
[00:11:33.980 --> 00:11:35.700]  最終的第一因
[00:11:35.700 --> 00:11:39.980]  是神將良知放在人的心裡
[00:11:39.980 --> 00:11:42.500]  所以社會契約論
[00:11:42.500 --> 00:11:44.020]  Social Contract Theory
[00:11:44.020 --> 00:11:45.700]  和神的形象論
[00:11:45.700 --> 00:11:47.740]  Immortal Day的理論
[00:11:47.740 --> 00:11:49.500]  無論是從理論層面
[00:11:49.500 --> 00:11:52.100]  或者是從實際層面
[00:11:52.100 --> 00:11:56.020]  都屬於兩個截然不同的世界觀
[00:11:56.020 --> 00:11:58.860]  一切社會契約
[00:11:58.860 --> 00:12:00.380]  其實都是相對的
[00:12:00.380 --> 00:12:01.580]  是relative的
[00:12:01.580 --> 00:12:03.100]  是有條件的
[00:12:03.100 --> 00:12:04.580]  是conditional的
[00:12:04.580 --> 00:12:06.220]  但神的形象
[00:12:06.220 --> 00:12:07.860]  就是絕對的
[00:12:07.860 --> 00:12:08.780]  absolute的
[00:12:08.780 --> 00:12:09.940]  無條件的
[00:12:09.940 --> 00:12:11.340]  unconditional的
[00:12:11.340 --> 00:12:14.580]  相對和有條件
[00:12:14.580 --> 00:12:15.460]  就會怎樣?
[00:12:15.460 --> 00:12:17.140]  就會因人而異
[00:12:17.140 --> 00:12:19.900]  如果你是透過社會的契約觀點
[00:12:19.900 --> 00:12:21.540]  來衡量另一個人
[00:12:21.540 --> 00:12:22.820]  對你的價值
[00:12:22.820 --> 00:12:24.900]  你第一個問題必然是
[00:12:24.900 --> 00:12:27.100]  哪一個社會的價值呢?
[00:12:27.100 --> 00:12:28.380]  你甚至可能問
[00:12:28.380 --> 00:12:31.260]  那個人是否屬於你的社會呢?
[00:12:31.260 --> 00:12:33.900]  有一個法理賽人問耶穌
[00:12:33.900 --> 00:12:36.020]  誰是我的鄰舍?
[00:12:36.020 --> 00:12:37.580]  就是這條問題
[00:12:37.580 --> 00:12:39.300]  末世的寓言
[00:12:39.300 --> 00:12:40.700]  民要攻打民
[00:12:40.700 --> 00:12:42.180]  國要攻打國
[00:12:42.180 --> 00:12:43.860]  應驗在我們眼前
[00:12:43.860 --> 00:12:45.180]  歸根究底
[00:12:45.180 --> 00:12:46.980]  就是這條問題
[00:12:46.980 --> 00:12:48.620]  某些人
[00:12:48.620 --> 00:12:51.500]  你不看他是屬於你的社會
