
[00:00:00.000 --> 00:00:04.600]  我們教會每一個星期四上午有童工會
[00:00:04.600 --> 00:00:09.480]  我們開始的時候會跟童工一起有一個集體的運動
[00:00:09.480 --> 00:00:13.560]  跟著我們有一段唱詩分享
[00:00:13.560 --> 00:00:14.840]  和
[00:00:14.840 --> 00:00:15.880]  禱告的時間
[00:00:15.880 --> 00:00:17.920]  那才再進入這個
[00:00:17.920 --> 00:00:19.200]  議事
[00:00:19.200 --> 00:00:24.060]  前幾天我們一位童工輪流輪到他領詩的時候呢
[00:00:24.060 --> 00:00:25.600]  他又選了一首詩
[00:00:25.600 --> 00:00:28.160]  一首相當熟的
[00:00:28.680 --> 00:00:30.220]  很小的時候我已經唱過一首詩
[00:00:30.220 --> 00:00:34.560]  很輕快的一首詩叫做《我愛全陽者福音》
[00:00:34.560 --> 00:00:35.840]  《全福音》
[00:00:35.840 --> 00:00:37.120]  是要有一個
[00:00:37.120 --> 00:00:39.680]  激情、有一個愛在裏面
[00:00:39.680 --> 00:00:42.240]  你有沒有留意第三第四行那裏
[00:00:42.240 --> 00:00:44.560]  他說《我愛全陽者福音》
[00:00:44.560 --> 00:00:46.340]  《尚講耶穌真道》
[00:00:46.340 --> 00:00:48.640]  《從福術說及親鄰》
[00:00:48.640 --> 00:00:50.960]  《沛國興鄉美好》
[00:00:50.960 --> 00:00:53.520]  很澎湃很開心
[00:00:53.520 --> 00:00:55.560]  但是我
[00:00:55.560 --> 00:00:57.100]  發現
[00:00:57.100 --> 00:00:58.380]  很多基督徒
[00:00:59.400 --> 00:01:00.680]  《全福音》的時候
[00:01:00.680 --> 00:01:01.960]  沒有這個感覺
[00:01:01.960 --> 00:01:04.000]  《沛國興鄉美好》
[00:01:04.000 --> 00:01:07.840]  反而有很多基督徒覺得有那種內疚的心
[00:01:07.840 --> 00:01:09.380]  或者是一種
[00:01:09.380 --> 00:01:12.720]  沒有力的心態
[00:01:12.720 --> 00:01:14.240]  內疚的原因是
[00:01:14.240 --> 00:01:16.040]  很多時候沒有
[00:01:16.040 --> 00:01:20.140]  盡力去傳福音覺得有虧欠
[00:01:20.140 --> 00:01:24.740]  或者有些傳了很久但是親朋戚友都沒有信到
[00:01:24.740 --> 00:01:25.760]  而覺得
[00:01:25.760 --> 00:01:26.780]  很沒力
[00:01:27.560 --> 00:01:31.140]  這個沒力的情況令我想起
[00:01:31.140 --> 00:01:32.940]  一個星期之前
[00:01:32.940 --> 00:01:34.720]  澳洲第三大城市
[00:01:34.720 --> 00:01:35.760]  Brisbane
[00:01:35.760 --> 00:01:38.560]  有一個工程
[00:01:38.560 --> 00:01:41.120]  拆屋工程一位專家公司
[00:01:41.120 --> 00:01:43.680]  用炸藥把屋子拆掉
[00:01:43.680 --> 00:01:46.500]  這個用炸藥拆屋是很普遍的
[00:01:46.500 --> 00:01:48.300]  通常做得很好的
[00:01:48.300 --> 00:01:49.580]  整間屋就
[00:01:49.580 --> 00:01:51.360]  塌下來
[00:01:51.360 --> 00:01:53.420]  很容易清理
[00:01:53.420 --> 00:01:55.200]  但那次就不是
[00:01:55.200 --> 00:01:55.980]  那次
[00:01:56.480 --> 00:01:57.760]  炸完之後
[00:01:57.760 --> 00:01:59.040]  就變成這樣
[00:01:59.040 --> 00:02:00.580]  塞了一點點
[00:02:00.580 --> 00:02:03.140]  沒有塌下來
[00:02:03.140 --> 00:02:04.680]  不三不四
[00:02:04.680 --> 00:02:07.500]  很多時候我們傳福音都是
[00:02:07.500 --> 00:02:09.540]  好像不夠力
[00:02:09.540 --> 00:02:11.340]  炸藥不夠力
[00:02:11.340 --> 00:02:13.120]  得不到我們應有的效果
[00:02:13.120 --> 00:02:16.200]  你看完這裏你就說
[00:02:16.200 --> 00:02:19.520]  是呀牧師我傳福音每次都是這樣
[00:02:19.520 --> 00:02:23.360]  為什麼我沒力呢
[00:02:23.360 --> 00:02:25.420]  我要跟大家解釋一下
[00:02:26.440 --> 00:02:30.020]  用一個比喻來解釋為什麼你傳福音沒能力
[00:02:30.020 --> 00:02:32.580]  我發現很多時候基督徒
[00:02:32.580 --> 00:02:34.380]  信仰歷程
[00:02:34.380 --> 00:02:36.160]  是去到葛國他
[00:02:36.160 --> 00:02:38.720]  沒有去到五旬節
[00:02:38.720 --> 00:02:42.560]  葛國他那裏你的罪得著赦免
[00:02:42.560 --> 00:02:45.900]  在五旬節那裏你得著能力
[00:02:45.900 --> 00:02:49.740]  但是葛國他離開五旬節
[00:02:49.740 --> 00:02:52.300]  就有50天的時間
[00:02:52.800 --> 00:02:58.960]  如何計算五旬節呢就是在如月節耶穌基督受苦的那天受苦節數50天
[00:02:58.960 --> 00:03:00.480]  就到五旬節
[00:03:00.480 --> 00:03:02.540]  耶穌基督
[00:03:02.540 --> 00:03:04.080]  受苦之後升天
[00:03:04.080 --> 00:03:06.880]  升天之後受苦之後復活
[00:03:06.880 --> 00:03:08.940]  復活銅門徒有40天
[00:03:08.940 --> 00:03:11.240]  然後他升天
[00:03:11.240 --> 00:03:12.780]  過了大概十天
[00:03:12.780 --> 00:03:14.060]  就五旬節
[00:03:14.060 --> 00:03:15.340]  就升靈降臨
[00:03:15.340 --> 00:03:17.900]  所以
[00:03:18.400 --> 00:03:23.280]  今天我要和大家看這一段經文這個歷史事件
[00:03:23.280 --> 00:03:25.840]  他可能改變你一生
[00:03:25.840 --> 00:03:28.400]  如果你今天看到神的話
[00:03:28.400 --> 00:03:30.700]  而心裏面有回應的話
[00:03:30.700 --> 00:03:34.280]  你會傳福音有完全的不同效果
[00:03:34.280 --> 00:03:36.320]  和你的生命的方向
[00:03:36.320 --> 00:03:39.400]  都會改變不是因為我
[00:03:39.400 --> 00:03:41.440]  而是因為神的話語在你心裏面
[00:03:41.440 --> 00:03:42.980]  所以大家留心聽
[00:03:44.260 --> 00:03:48.880]  接下來的三個半月我們會講使徒行傳
[00:03:48.880 --> 00:03:52.460]  剛剛撞正我講第一章第二章
[00:03:52.460 --> 00:03:56.040]  五旬節升靈降臨
[00:03:56.040 --> 00:04:01.680]  我們首先用一分鐘的時間看一下使徒行傳的背景
[00:04:01.680 --> 00:04:06.020]  記不記得三個月之前我們講迦拉泰書剛剛又撞正我講第一章
[00:04:06.020 --> 00:04:08.320]  我將整個迦拉泰書的背景
[00:04:08.320 --> 00:04:09.860]  大綱給大家聽
[00:04:09.860 --> 00:04:11.400]  大家記得很清楚了
[00:04:11.400 --> 00:04:13.440]  現在你放下迦拉泰書
[00:04:13.700 --> 00:04:18.300]  將你的腦來承載使徒行傳的背景
[00:04:18.300 --> 00:04:21.120]  使徒行傳是路加醫生所作
[00:04:21.120 --> 00:04:24.460]  他同時也作了一本路加福音
[00:04:24.460 --> 00:04:26.760]  寫完路加福音就寫使徒行傳
[00:04:26.760 --> 00:04:31.100]  路加福音就講到耶穌基督的救贖工作
[00:04:31.100 --> 00:04:33.920]  而使徒行傳就講到基督
[00:04:33.920 --> 00:04:35.720]  藉著聖靈
[00:04:35.720 --> 00:04:39.040]  透過教會實踐他的大使命
[00:04:39.040 --> 00:04:40.580]  這一句話
[00:04:40.580 --> 00:04:43.140]  是整本使徒行傳的
[00:04:43.900 --> 00:04:45.180]  中心思想
[00:04:45.180 --> 00:04:46.220]  基督
[00:04:46.220 --> 00:04:47.500]  藉著聖靈
[00:04:47.500 --> 00:04:50.820]  透過教會實踐他的大使命
[00:04:50.820 --> 00:04:58.240]  你整本使徒行傳裡面看到聖靈的工作他的引導他掌管
[00:04:58.240 --> 00:05:00.300]  所有情況的
[00:05:00.300 --> 00:05:03.100]  發生帶領使徒的腳步
[00:05:03.100 --> 00:05:05.420]  所以有人說使徒行傳
[00:05:05.420 --> 00:05:07.460]  就是聖靈行傳
[00:05:07.460 --> 00:05:11.300]  使徒行傳是敘述耶穌基督升天之後
[00:05:11.300 --> 00:05:13.340]  33年
[00:05:14.380 --> 00:05:18.220]  初期教會的工作
[00:05:18.220 --> 00:05:22.820]  使徒行傳最後一章就講到保羅被監禁
[00:05:22.820 --> 00:05:25.380]  其實是他
[00:05:25.380 --> 00:05:28.460]  被殺之前幾年大約33年
[00:05:28.460 --> 00:05:35.620]  而路加福音和其他的福音書就講到耶穌基督升天之前的33年
[00:05:35.620 --> 00:05:39.200]  因為耶穌基督的一生就是大約33歲
[00:05:39.200 --> 00:05:40.480]  34歲出來傳道
[00:05:40.480 --> 00:05:43.040]  傳道了三年半就離開了這個世界
[00:05:43.800 --> 00:05:46.600]  每一份都是33年
[00:05:46.600 --> 00:05:51.220]  使徒行傳可以分為兩個部分
[00:05:51.220 --> 00:05:53.780]  第一部分第一章到十二章
[00:05:53.780 --> 00:05:58.900]  重要的地域就講耶路撒冷猶太前地撒瑪利亞
[00:05:58.900 --> 00:06:04.020]  第二部分第十三章到二十八章就講到福音
[00:06:04.020 --> 00:06:07.620]  離開撒瑪利亞去到羅馬帝國
[00:06:07.620 --> 00:06:09.140]  每一個角落
[00:06:09.140 --> 00:06:13.500]  第一部分的中心地點是耶路撒冷
[00:06:14.020 --> 00:06:16.300]  第二部分的中心地點是安提沃
[00:06:16.300 --> 00:06:19.640]  第一部分的主領代表是彼得
[00:06:19.640 --> 00:06:20.920]  第二部分是保羅
[00:06:20.920 --> 00:06:26.020]  第一部分的福音對象先是猶太人後是外邦人
[00:06:26.020 --> 00:06:30.600]  第二部分也是先是猶太人後是外邦人
[00:06:30.600 --> 00:06:33.680]  或者你會問為什麼這麼有趣
[00:06:33.680 --> 00:06:37.520]  兩度都是先是猶太人後是外邦人呢?
[00:06:39.580 --> 00:06:46.460]  很多解經家講出使徒行傳的主旨就是教會的成立
[00:06:46.460 --> 00:06:48.460]  和福音傳遍萬民
[00:06:48.460 --> 00:06:49.580]  這是沒有錯的
[00:06:49.580 --> 00:06:51.100]  不過他留了一樣東西
[00:06:51.100 --> 00:06:53.920]  使徒行傳有一個很重要的敘述
[00:06:53.920 --> 00:06:57.260]  就是福音第二次的提供給猶太人
[00:06:57.260 --> 00:07:01.600]  已經提供了第一次,第一次是耶穌基督自己傳的
[00:07:01.600 --> 00:07:04.420]  猶太人拒絕了,將它釘在十字架上
[00:07:04.420 --> 00:07:08.260]  耶穌基督升天之後,福音第二次的傳給猶太人
[00:07:08.520 --> 00:07:10.560]  他拒絕了,將斯提反殺了
[00:07:10.560 --> 00:07:14.140]  所以斯提反被殺使徒行傳第七章
[00:07:14.140 --> 00:07:18.500]  是頭十二節的中心事件
[00:07:18.500 --> 00:07:23.360]  一到七章就是講到斯提反被殺,引導到斯提反被殺
[00:07:23.360 --> 00:07:26.180]  而七到十二章是講到他被殺之後的事
[00:07:26.180 --> 00:07:32.840]  斯提反被殺是猶太人民族命運的轉捩點
[00:07:34.120 --> 00:07:41.540]  還有一個很重要的代表意義,就是代表猶太人第二次的正式拒絕基督
[00:07:41.540 --> 00:07:46.660]  雖然猶太人兩次拒絕基督
[00:07:46.660 --> 00:07:53.320]  但在這個過程裏面,我們看到上帝的心腸肺腑和他對選民的愛
[00:07:53.320 --> 00:07:59.460]  過了這件事之後,在羅馬書第十一章,保羅再提到
[00:07:59.720 --> 00:08:04.580]  在末日的時候,以色列全家都要得救
[00:08:04.580 --> 00:08:08.160]  即是上帝還沒有放棄他們,上帝仍然愛他們
[00:08:08.160 --> 00:08:13.800]  在這兩本書中,兩個重要人物,保羅和彼得
[00:08:13.800 --> 00:08:17.120]  在他們的生命裏面都看到他們對國家民族的愛
[00:08:17.120 --> 00:08:22.760]  保羅在第九章第三節就很痛心地說
[00:08:22.760 --> 00:08:25.840]  我為了弟兄,為了骨肉之親
[00:08:26.100 --> 00:08:32.240]  在自己被咒詛與基督分離,我也願意
[00:08:32.240 --> 00:08:36.600]  被咒詛與基督分離即是落地獄
[00:08:36.600 --> 00:08:41.200]  為了我骨肉之親,就算我落地獄,我也願意
[00:08:41.200 --> 00:08:43.760]  這句話
[00:08:43.760 --> 00:08:45.040]  不容易說
[00:08:45.040 --> 00:08:49.400]  我記得很多年前,我做了一個禱告
[00:08:49.400 --> 00:08:54.260]  我那時候在一間石油公司裏面工作,我對上帝說
[00:08:54.760 --> 00:08:57.580]  主我願意回中國侍奉祢
[00:08:57.580 --> 00:09:00.400]  就算在貧窮
[00:09:00.400 --> 00:09:02.200]  和捆綁當中
[00:09:02.200 --> 00:09:03.480]  我都願意
[00:09:03.480 --> 00:09:08.840]  之後我就看到上帝在我生命裏面做公
[00:09:08.840 --> 00:09:10.120]  我
[00:09:10.120 --> 00:09:12.180]  辭去我的職位
[00:09:12.180 --> 00:09:13.960]  我去讀神學
[00:09:13.960 --> 00:09:15.240]  我去做傳讀人
[00:09:15.240 --> 00:09:18.320]  現在四年多之前,上帝帶領我回來
[00:09:18.320 --> 00:09:22.920]  回到香港,回到中國來侍奉祂
[00:09:23.960 --> 00:09:25.240]  將來祂怎樣帶領我
[00:09:25.240 --> 00:09:26.520]  我不知道
[00:09:26.520 --> 00:09:30.600]  可能祂會成就我禱告的全部份
[00:09:30.600 --> 00:09:35.980]  弟兄姊妹,你願不願意做一個這樣的禱告
[00:09:35.980 --> 00:09:42.120]  今日我們看《少雄傳》頭兩章
[00:09:42.120 --> 00:09:43.920]  有一節經文
[00:09:43.920 --> 00:09:47.500]  我們會特別重視去看的
[00:09:47.500 --> 00:09:49.300]  第一章第八節
[00:09:51.080 --> 00:09:54.400]  少雄傳一章八節說,但聖靈抗臨在你們身上
[00:09:54.400 --> 00:09:55.940]  你們就必得著能力
[00:09:55.940 --> 00:09:59.520]  並要在耶路撒冷猶太傳遞撒瑪利亞
[00:09:59.520 --> 00:10:01.580]  直到地極做我的見證
[00:10:01.580 --> 00:10:05.160]  這一節在整本少雄傳的鎖匙
[00:10:05.160 --> 00:10:07.460]  如果少雄傳有間屋的話
[00:10:07.460 --> 00:10:09.000]  這條鎖匙就可以開到少雄傳
[00:10:09.000 --> 00:10:15.660]  他訂立了整本書的主旨的大綱
[00:10:15.660 --> 00:10:18.720]  大家都知道很多大機構公司
[00:10:18.720 --> 00:10:20.520]  他們是很喜歡訂一些
[00:10:21.040 --> 00:10:25.900]  意象宣言
[00:10:25.900 --> 00:10:28.460]  使命宣言,mission statement
[00:10:28.460 --> 00:10:30.760]  他們有定長短計劃
[00:10:30.760 --> 00:10:32.560]  大綱目標
[00:10:32.560 --> 00:10:35.120]  這一節聖經
[00:10:35.120 --> 00:10:39.460]  就是耶穌基督為教會所定的
[00:10:39.460 --> 00:10:43.820]  意象宣言,使命宣言,目標和策略
[00:10:43.820 --> 00:10:50.220]  這就是耶穌基督的大使命
[00:10:51.240 --> 00:10:52.780]  有很多人說,牧師
[00:10:52.780 --> 00:10:55.340]  大使命不是在馬太福音
[00:10:55.340 --> 00:10:57.140]  第28章
[00:10:57.140 --> 00:10:59.440]  第19-20節嗎?
[00:10:59.440 --> 00:11:01.740]  馬太福音28章19-20節
[00:11:01.740 --> 00:11:07.640]  所以你們要去使萬民作我的門徒,奉父子聖靈的名給他們施洗
[00:11:07.640 --> 00:11:13.520]  凡我所吩咐的都要教訓他們而來遵守
[00:11:13.520 --> 00:11:19.400]  這個的確是大使命,不過其實每一卷福音書都有大使命
[00:11:19.660 --> 00:11:24.520]  每一卷福音書記載到耶穌基督復活之後,都吩咐門徒去傳福音
[00:11:24.520 --> 00:11:27.080]  如果你看馬太福音當然是28章
[00:11:27.080 --> 00:11:30.400]  馬可福音你看16章,若昂福音你看20章
[00:11:30.400 --> 00:11:33.480]  路加福音你看24章,都是叫他們去傳福音
[00:11:33.480 --> 00:11:40.140]  而史路恆傳第一章,就是耶穌基督升天之前最後一次叫他們
[00:11:40.140 --> 00:11:42.180]  最後那一刻都叫他們去傳福音
[00:11:42.180 --> 00:11:44.740]  耶穌基督復活第一日就已經叫他們去傳福音
[00:11:44.740 --> 00:11:48.320]  已經是大使命,由耶穌基督復活第一日到最後一日
[00:11:50.640 --> 00:11:51.660]  那40日
[00:11:51.660 --> 00:11:56.260]  耶穌基督都不絕地提醒他們去傳福音
[00:11:56.260 --> 00:11:57.800]  這個就是大使命
[00:11:57.800 --> 00:12:00.620]  所以史路恆傳
[00:12:00.620 --> 00:12:02.920]  一章八節都是大使命的一部分
[00:12:02.920 --> 00:12:06.000]  耶穌基督這個大使命不單止給11個門徒
[00:12:06.000 --> 00:12:11.120]  是給所有教會,有人形容這個是耶穌基督給我們的行軍令
[00:12:11.120 --> 00:12:13.160]  一個Marching Order
[00:12:13.160 --> 00:12:15.720]  這個Marching Order就是
[00:12:15.720 --> 00:12:18.540]  前進抗章
[00:12:18.800 --> 00:12:20.340]  Onward
[00:12:20.340 --> 00:12:21.880]  Outward
[00:12:21.880 --> 00:12:23.160]  前進
[00:12:23.160 --> 00:12:24.180]  抗章
[00:12:24.180 --> 00:12:28.020]  從耶路撒冷,猶太傳遞,撒瑪利亞,直到地極
[00:12:28.020 --> 00:12:29.300]  做我的見證
[00:12:29.300 --> 00:12:35.960]  馬太福音和史路恆傳這兩節聖經中間有什麼不同呢
[00:12:35.960 --> 00:12:37.740]  雖然都是大使命的一部分
[00:12:37.740 --> 00:12:40.560]  但有些微妙不同的著重點
[00:12:40.560 --> 00:12:43.120]  馬太福音28章就說到
[00:12:43.120 --> 00:12:44.140]  你們要
[00:12:44.140 --> 00:12:45.940]  建立使徒
[00:12:46.200 --> 00:12:51.820]  整節聖經有一個主要動詞,就是使萬民作
[00:12:51.820 --> 00:12:55.920]  英文是make,disciple那個make
[00:12:55.920 --> 00:12:56.940]  中文呢
[00:12:56.940 --> 00:12:58.220]  就把它翻譯成
[00:12:58.220 --> 00:12:59.500]  使萬民作我的門徒
[00:12:59.500 --> 00:13:02.060]  這個make
[00:13:02.060 --> 00:13:03.860]  就是一個主要動詞
[00:13:03.860 --> 00:13:05.900]  其他全部都是輔助動詞
[00:13:05.900 --> 00:13:07.440]  換句話說
[00:13:07.440 --> 00:13:11.020]  馬太福音第28章就說你們要去
[00:13:11.020 --> 00:13:12.560]  建立門徒
[00:13:13.580 --> 00:13:16.900]  史路恆傳第一章第八節的著重點就是聖靈
[00:13:16.900 --> 00:13:19.980]  你們怎麼可以建立門徒呢?聖靈與你們同在
[00:13:19.980 --> 00:13:21.780]  你們就得著能力
[00:13:21.780 --> 00:13:26.380]  你們就可以前進,可以抗章,去全世界建立門徒
[00:13:26.380 --> 00:13:28.180]  這個就是耶穌基督
[00:13:28.180 --> 00:13:32.260]  叫新約教會的一個命令,一個marching order
[00:13:32.260 --> 00:13:35.080]  我們這次看看
[00:13:35.080 --> 00:13:37.380]  究竟聖靈降臨
[00:13:37.380 --> 00:13:39.440]  在教會裏面
[00:13:39.440 --> 00:13:40.980]  在使徒當中
[00:13:40.980 --> 00:13:42.260]  他有什麼的
[00:13:43.020 --> 00:13:45.840]  重要意義呢?有兩點我們要說的
[00:13:45.840 --> 00:13:54.280]  聖靈來到這個
[00:13:54.280 --> 00:13:58.120]  來到這個
[00:13:58.120 --> 00:13:59.920]  使徒當中
[00:13:59.920 --> 00:14:03.240]  第一他要開始一個新時代
[00:14:03.240 --> 00:14:04.780]  聖靈降臨
[00:14:04.780 --> 00:14:07.100]  不是好像舊約的時代那樣
[00:14:07.100 --> 00:14:12.220]  舊約的時代是聖靈暫時降臨在一個人的身上
[00:14:12.460 --> 00:14:16.300]  或者兩個人身上,去完成一些特殊任務,那他就離開
[00:14:16.300 --> 00:14:18.100]  但是這次新約
[00:14:18.100 --> 00:14:21.160]  是聖靈在五旬節降臨
[00:14:21.160 --> 00:14:22.700]  是普世降臨
[00:14:22.700 --> 00:14:23.980]  普降
[00:14:23.980 --> 00:14:26.040]  而且是不再離開的
[00:14:26.040 --> 00:14:29.100]  聖靈來到我們身上,他是和我們一起
[00:14:29.100 --> 00:14:32.940]  我剛才說過
[00:14:32.940 --> 00:14:37.040]  使徒行傳的重要中心思想是基督
[00:14:37.040 --> 00:14:39.340]  藉著聖靈透過教會
[00:14:39.340 --> 00:14:41.140]  去完成他的大使命
[00:14:41.900 --> 00:14:43.680]  這個
[00:14:43.680 --> 00:14:48.540]  這個聖靈的工作在使徒行傳和在以後
[00:14:48.540 --> 00:14:50.600]  整個教會的發展
