
[00:00:00.000 --> 00:00:01.400]  靚姐妹平安
[00:00:01.400 --> 00:00:03.400]  弟兄姊妹平安
[00:00:03.400 --> 00:00:06.000]  今天又玩一下猜猜我是誰
[00:00:06.000 --> 00:00:10.700]  今天我想跟你們玩一下猜猜我是誰
[00:00:10.700 --> 00:00:13.600]  大家看看認不認識這個
[00:00:13.600 --> 00:00:16.700]  大家看看你認識這個人嗎
[00:00:16.700 --> 00:00:18.700]  這個人
[00:00:18.700 --> 00:00:21.200]  他會是誰呢
[00:00:21.200 --> 00:00:22.400]  應該都見過了
[00:00:22.400 --> 00:00:23.700]  都很面熟
[00:00:23.700 --> 00:00:25.200]  可能都見過
[00:00:25.200 --> 00:00:29.200]  有些人可能覺得他的樣子挺熟悉的
[00:00:30.200 --> 00:00:31.700]  我開鼓了
[00:00:31.700 --> 00:00:34.700]  他就是我們宣道會的創始人
[00:00:34.700 --> 00:00:38.200]  這個是我們宣道會的創始人
[00:00:38.200 --> 00:00:39.700]  孫信博士
[00:00:39.700 --> 00:00:41.700]  是孫信博士
[00:00:41.700 --> 00:00:43.200]  他曾經分享
[00:00:43.200 --> 00:00:45.200]  他做牧師做了一段時間之後
[00:00:45.200 --> 00:00:48.400]  他覺得很渴望有更盡心的生活
[00:00:48.400 --> 00:00:49.400]  deeper life
[00:00:49.400 --> 00:00:51.400]  他就曾經分享
[00:00:51.400 --> 00:00:54.200]  就是說他當牧師一段時間以後
[00:00:54.200 --> 00:00:57.200]  更渴望有更晉升的生活
[00:00:57.200 --> 00:00:59.700]  孫信牧師對聖經的教導
[00:00:59.700 --> 00:01:02.500]  是很認真很深的
[00:01:02.500 --> 00:01:07.000]  孫信牧師對聖經的教導已經認識很深了
[00:01:07.000 --> 00:01:10.500]  他很重視花很多時間去禱告和等候神
[00:01:10.500 --> 00:01:14.000]  他也很重視花時間禱告還有等候神
[00:01:14.000 --> 00:01:16.000]  但仍然感到不滿足
[00:01:16.000 --> 00:01:18.000]  但他仍然感到不滿足
[00:01:18.000 --> 00:01:20.700]  有一天他在靈修親近主的時候
[00:01:20.700 --> 00:01:22.700]  主就跟他說話了
[00:01:22.700 --> 00:01:26.200]  有一天在他靈修親近主的時候
[00:01:26.200 --> 00:01:28.000]  主就向他說話
[00:01:28.000 --> 00:01:32.500]  當道神叫他去某一些人中間去傳福音
[00:01:32.500 --> 00:01:36.000]  神就讓他到一些人的中間去傳福音
[00:01:36.000 --> 00:01:37.000]  去分享他的生命
[00:01:37.000 --> 00:01:38.500]  然後他就照著做了
[00:01:38.500 --> 00:01:40.000]  去分享他的生命
[00:01:40.000 --> 00:01:42.900]  然後他就盡了神的吩咐去做了
[00:01:42.900 --> 00:01:46.600]  之後他就裡面有一個說不出來的滿足
[00:01:46.600 --> 00:01:47.800]  他這樣做了以後
[00:01:47.800 --> 00:01:50.700]  心裡有一種說不出來的滿足
[00:01:50.700 --> 00:01:52.300]  當時他就說
[00:01:52.300 --> 00:01:56.800]  當我在信心裡面去接受主
[00:01:56.800 --> 00:01:58.400]  他分享的時候他就說
[00:01:58.400 --> 00:02:01.100]  當我在信心裡面接受主
[00:02:01.100 --> 00:02:03.200]  我就能夠穩健神
[00:02:03.200 --> 00:02:05.000]  我就能夠尋見神
[00:02:05.000 --> 00:02:07.700]  然後我進一步用神給我的豐富
[00:02:07.700 --> 00:02:09.300]  就成為人家的祝福
[00:02:09.300 --> 00:02:12.800]  然後我進一步用神的豐富
[00:02:12.800 --> 00:02:15.200]  我就成為人的祝福
[00:02:15.200 --> 00:02:20.100]  所以他就很強調要有更盡心的生活
[00:02:20.100 --> 00:02:24.200]  雙心牧師強調要有更深近的生活
[00:02:24.200 --> 00:02:26.700]  就是同人一起分享他的生命
[00:02:26.700 --> 00:02:29.900]  就是同人一起分享他的生命
[00:02:29.900 --> 00:02:33.200]  1897年他就成立了宣道會
[00:02:33.200 --> 00:02:36.000]  在1897年
[00:02:36.000 --> 00:02:38.400]  雙心牧師就成立了宣道會
[00:02:38.400 --> 00:02:42.400]  他強調全球普存福音
[00:02:42.400 --> 00:02:46.100]  他強調全球普存福音
[00:02:46.100 --> 00:02:47.800]  就是聯合基督徒
[00:02:47.800 --> 00:02:51.400]  去世界各地去全福音
[00:02:51.400 --> 00:02:52.900]  去宣講神的道
[00:02:52.900 --> 00:02:55.300]  就是要聯合基督徒
[00:02:55.300 --> 00:02:57.900]  到世界裡面去傳道
[00:02:57.900 --> 00:03:02.500]  帶領和鼓勵神的子民
[00:03:02.500 --> 00:03:05.400]  可以更盡心去認識神和牧神
[00:03:05.400 --> 00:03:10.300]  帶領神的子民去更深的認識神
[00:03:10.300 --> 00:03:14.600]  也把福音傳到世界很多被忽略的地方
[00:03:14.600 --> 00:03:18.600]  也把福音傳到世界的每一個地方
[00:03:18.600 --> 00:03:20.400]  所以今天我們都有宣道會
[00:03:20.400 --> 00:03:21.800]  在世界各地
[00:03:21.800 --> 00:03:26.600]  所以今天我們宣道會也在世界各地都有
[00:03:26.600 --> 00:03:29.400]  這個就是我們所說的活水的生命
[00:03:29.400 --> 00:03:32.400]  這就是我們所說的活水的生命
[00:03:32.400 --> 00:03:34.400]  上個星期我就說過
[00:03:34.400 --> 00:03:35.800]  耶穌和撒瑪利亞夫人
[00:03:35.800 --> 00:03:38.600]  用活水去展示神的救恩
[00:03:38.600 --> 00:03:40.400]  上個星期我就講過
[00:03:40.400 --> 00:03:43.800]  耶穌與撒瑪利亞夫人
[00:03:43.800 --> 00:03:46.600]  用活水來展示神的救恩
[00:03:46.600 --> 00:03:48.600]  今天繼續講活水
[00:03:48.600 --> 00:03:51.000]  今天我繼續講活水
[00:03:51.000 --> 00:03:53.400]  如果你留意約翰福音第七章
[00:03:53.400 --> 00:03:55.500]  耶穌在耶路撒冷的聖殿
[00:03:55.500 --> 00:03:58.000]  又再次向猶太人講活水
