
[00:00:00.000 --> 00:00:04.600]  我們當中如果和我們一起看創世紀一段時間
[00:00:04.600 --> 00:00:08.920]  都知道我們每次都想回到藍圖
[00:00:08.920 --> 00:00:12.120]  以至大家記得查經究竟應該是怎樣查的
[00:00:12.120 --> 00:00:18.120]  我們跟我們的study guide裏面講了有5個step
[00:00:18.120 --> 00:00:23.760]  第一個應該是認識整卷書瞭解背景的核心
[00:00:23.760 --> 00:00:26.960]  我們其實沒有skip這個step
[00:00:26.960 --> 00:00:29.600]  因爲我們暫時沒有時間去做這件事
[00:00:29.600 --> 00:00:31.760]  我要九月第二個禮拜六
[00:00:31.760 --> 00:00:34.880]  我就會和大家一起有個講座去講
[00:00:34.880 --> 00:00:36.680]  究竟應該怎樣去明白
[00:00:36.680 --> 00:00:39.120]  或者創世紀應該是怎樣
[00:00:39.120 --> 00:00:42.760]  不過我們不斷強調一些重要的背景
[00:00:42.760 --> 00:00:47.640]  所以每次來大家都是學一點點整本創世紀是什麼
[00:00:47.640 --> 00:00:50.120]  先知道整本創世紀是講什麼
[00:00:50.120 --> 00:00:51.160]  它的核心思想是什麼
[00:00:51.160 --> 00:00:54.000]  然後我們就可以進入那個禮拜
[00:00:54.000 --> 00:00:57.240]  我們的咀嚼的那段成經
[00:00:57.240 --> 00:01:00.280]  今天我們所讀的就是第2章第25節
[00:01:00.280 --> 00:01:02.280]  去到第3章第24節
[00:01:02.280 --> 00:01:07.040]  咀嚼主的靈量細讀挖掘主題
[00:01:07.040 --> 00:01:12.800]  接着我們要再看看追溯舊約時留意神學的發展
[00:01:12.800 --> 00:01:15.720]  因爲聖經不只是創世紀
[00:01:15.720 --> 00:01:18.680]  創世紀之後有塞埃及紀
[00:01:18.680 --> 00:01:20.720]  有利美紀
[00:01:20.720 --> 00:01:21.880]  有文素紀
[00:01:21.880 --> 00:01:23.240]  有生命紀
[00:01:23.240 --> 00:01:25.600]  我們知道這5本書大概是一個unit
[00:01:25.600 --> 00:01:27.800]  但之後又有很多其他的書
[00:01:27.800 --> 00:01:30.480]  所以其實我們相信聖經的作者
[00:01:30.480 --> 00:01:32.120]  儘管是衆多的人
[00:01:32.120 --> 00:01:34.520]  也是唯有上帝是最終的作者
[00:01:34.520 --> 00:01:38.200]  所以整本書是連貫的
[00:01:38.200 --> 00:01:41.240]  於是我們讀了聖經的時候
[00:01:41.240 --> 00:01:45.080]  我們要繼續去朝着舊約的發展
[00:01:45.080 --> 00:01:46.600]  接着我們去到新約
[00:01:46.600 --> 00:01:50.240]  因爲新約與舊約的break不單止是400年的問題
[00:01:50.240 --> 00:01:52.240]  而是舊約是影子
[00:01:52.240 --> 00:01:53.520]  新約纔是實體
[00:01:53.520 --> 00:01:56.840]  所以所有舊約的東西是指向新約的實體
[00:01:56.840 --> 00:01:58.200]  當然從另一個角度來說
[00:01:58.200 --> 00:01:59.600]  如果你聽過新約道多
[00:01:59.600 --> 00:02:02.880]  你都知道耶穌基督所做的神蹟騎士
[00:02:02.880 --> 00:02:07.520]  都是一個影子指向最終十字架的實體
[00:02:07.520 --> 00:02:08.520]  都挺複雜的
[00:02:08.520 --> 00:02:10.680]  不過其實都是同一個道理
[00:02:10.680 --> 00:02:15.400]  我們最後不要留在舊約裏面形容
[00:02:15.400 --> 00:02:16.800]  一定要去到新約
[00:02:16.800 --> 00:02:19.840]  接着看看基督如何成就聯經文
[00:02:19.840 --> 00:02:23.080]  接着纔去形容
[00:02:23.080 --> 00:02:26.040]  我想這個是你在這做查經和外面
[00:02:26.040 --> 00:02:28.840]  或者你聽其他人講道是最不一樣的
[00:02:28.840 --> 00:02:32.480]  就是我不會在舊約裏面去形容的
[00:02:32.480 --> 00:02:34.400]  因爲我們不是猶太人
[00:02:34.400 --> 00:02:35.920]  我們是基督徒
[00:02:35.920 --> 00:02:39.360]  我們一定要從保羅的角度來講
[00:02:39.360 --> 00:02:43.960]  我通常最近和弟兄姐妹討論的時候
[00:02:43.960 --> 00:02:44.560]  我都會說
[00:02:44.560 --> 00:02:47.440]  譬如我們聽了一篇道是講舊約的
[00:02:47.440 --> 00:02:48.600]  我去到某個地方
[00:02:48.600 --> 00:02:50.560]  他解完經我就會問
[00:02:50.560 --> 00:02:53.600]  你猜如果保羅聽了這篇道他會怎樣應用呢
[00:02:53.600 --> 00:02:54.120]  你明白嗎
[00:02:54.120 --> 00:02:55.720]  那我爲什麼要彈保羅出來呢
[00:02:55.720 --> 00:02:58.520]  因爲保羅不是在舊約是在新約
[00:02:58.520 --> 00:03:02.000]  那我們很多時候是切斷了這個步驟的
[00:03:02.000 --> 00:03:03.760]  我們直接就說
[00:03:03.760 --> 00:03:05.600]  這個講到大衛什麼的
[00:03:05.600 --> 00:03:07.160]  那怎麼應用在我們身邊呢
[00:03:07.160 --> 00:03:08.520]  我們要好像大衛那樣
[00:03:08.520 --> 00:03:11.360]  那你其實是切斷了整本聖經的
[00:03:11.360 --> 00:03:12.400]  你應該去到新約
[00:03:12.400 --> 00:03:15.000]  你說如果保羅聽了這篇道
[00:03:15.000 --> 00:03:16.240]  那保羅會怎樣應用呢
[00:03:16.240 --> 00:03:17.200]  那就差不多了
[00:03:17.200 --> 00:03:21.280]  那你立刻整個應用是很不一樣的
[00:03:21.280 --> 00:03:21.800]  好
[00:03:21.800 --> 00:03:27.160]  那今天我們要看的就是《創世紀》第二章25節至3章24節
[00:03:27.160 --> 00:03:29.600]  那我們分組之前
[00:03:29.600 --> 00:03:33.080]  我們都是做這5點的exercise
[00:03:33.080 --> 00:03:34.360]  試用一句說話
[00:03:34.360 --> 00:03:36.320]  一個總結這個故事
[00:03:36.320 --> 00:03:38.080]  因爲你讀完這個故事
[00:03:38.080 --> 00:03:38.800]  第二
[00:03:38.800 --> 00:03:42.760]  在這個故事當中出現最多的字詞是什麼
[00:03:42.760 --> 00:03:44.680]  那當然這件事我就
[00:03:44.680 --> 00:03:48.440]  我說這招不是每次都可行的
[00:03:48.440 --> 00:03:50.440]  不是出現最多就是好的
[00:03:50.440 --> 00:03:53.920]  如果我出現最多就不代表我是最重要的
[00:03:53.920 --> 00:03:56.560]  那我剛纔已經給了一個tips給你了
[00:03:56.560 --> 00:03:57.360]  比如說
[00:03:57.360 --> 00:03:58.560]  赤裸
[00:03:58.560 --> 00:03:59.880]  是一個很重要的詞組
[00:03:59.880 --> 00:04:01.440]  出現過兩次而已
[00:04:01.440 --> 00:04:03.320]  其實在原文出現過一次
[00:04:03.320 --> 00:04:06.440]  因爲兩個赤裸在原文是不一樣的
[00:04:06.440 --> 00:04:07.040]  ok
[00:04:07.040 --> 00:04:10.200]  那雖然它只是出現過一次或者兩次
[00:04:10.200 --> 00:04:12.960]  但是赤裸是整個故事的關鍵
[00:04:12.960 --> 00:04:13.520]  ok
[00:04:13.520 --> 00:04:16.240]  所以有時候這招未必一定可行的
[00:04:16.240 --> 00:04:17.080]  第三
[00:04:17.080 --> 00:04:19.600]  故事是誰寫的
[00:04:19.600 --> 00:04:20.720]  寫給誰的
[00:04:20.720 --> 00:04:21.840]  那我不斷強調
[00:04:21.840 --> 00:04:23.200]  如果你在看創世紀的話
[00:04:23.200 --> 00:04:23.920]  你要記得
[00:04:23.920 --> 00:04:26.920]  是寫給出了埃及
[00:04:26.920 --> 00:04:29.800]  正在進入或者在曠野裏面
[00:04:29.800 --> 00:04:31.840]  準備要進入或者
[00:04:31.840 --> 00:04:34.960]  在過程裏面去進入應去之地的那羣人
[00:04:34.960 --> 00:04:36.040]  但是那羣人
[00:04:36.040 --> 00:04:36.920]  又很喜歡埃及
[00:04:36.920 --> 00:04:38.120]  經常都想回去的
[00:04:38.120 --> 00:04:41.520]  這個就是整個故事的一箇中心
[00:04:41.520 --> 00:04:43.560]  就是是誰寫的寫給誰
[00:04:43.560 --> 00:04:45.000]  是摩西寫的寫給
[00:04:45.000 --> 00:04:49.560]  那羣經常都貪念埃及的以色列人
[00:04:49.560 --> 00:04:53.800]  這個故事和舊約的其他經文有什麼關係
[00:04:53.800 --> 00:04:58.960]  最後這個故事和新約的信徒又有什麼意義
[00:04:58.960 --> 00:04:59.720]  ok
[00:04:59.720 --> 00:05:01.680]  我們照着這五點
[00:05:01.680 --> 00:05:04.120]  嘗試去想一想
[00:05:04.120 --> 00:05:04.480]  ok
[00:05:04.480 --> 00:05:10.240]  接着我想我們大概回答八回來
[00:05:10.240 --> 00:05:12.280]  就是大家有半個小時的時間
[00:05:12.280 --> 00:05:13.360]  八回來
[00:05:13.360 --> 00:05:15.280]  因爲我不想太遲
[00:05:15.280 --> 00:05:16.360]  那我們就
[00:05:16.360 --> 00:05:18.480]  我就幫大家總結
[00:05:18.480 --> 00:05:21.080]  那我們回來我想給大家一點點總結
[00:05:21.080 --> 00:05:22.760]  我剛纔說了
[00:05:22.760 --> 00:05:25.880]  如果你自己看着你的查經資料
[00:05:25.880 --> 00:05:28.240]  它是由第三章第一節開始的
[00:05:28.240 --> 00:05:32.440]  但是我就選擇叫大家回到第二章第二十五節
[00:05:32.440 --> 00:05:34.080]  那裏去看這個
[00:05:34.080 --> 00:05:35.480]  就是當時
[00:05:35.480 --> 00:05:37.760]  夫婦二人赤身露體
[00:05:37.760 --> 00:05:39.960]  並不覺得羞恥
[00:05:39.960 --> 00:05:40.640]  ok
[00:05:40.640 --> 00:05:42.400]  那你知道呢
[00:05:42.400 --> 00:05:43.960]  之後發生了什麼事呢
[00:05:43.960 --> 00:05:46.040]  就是他們有個叛逆
[00:05:46.040 --> 00:05:48.200]  而叛逆了之後在第七節
[00:05:48.200 --> 00:05:49.760]  其實是很短的
[00:05:49.760 --> 00:05:51.360]  就是七節聖經之後
[00:05:51.360 --> 00:05:52.320]  就會說
[00:05:52.320 --> 00:05:54.640]  二人的眼睛就開了
[00:05:54.640 --> 00:05:57.440]  知道自己赤身露體
[00:05:57.440 --> 00:05:58.800]  之前又是赤身露體
[00:05:58.800 --> 00:06:00.200]  後面又是赤身露體
[00:06:00.200 --> 00:06:00.920]  是吧
[00:06:00.920 --> 00:06:04.120]  但是你看一下我用的顏色都已經變了
[00:06:04.120 --> 00:06:06.120]  之前那個是藍色紅色
[00:06:06.120 --> 00:06:08.200]  現在變成了紅色藍色了
[00:06:08.200 --> 00:06:10.040]  現在又是赤身露體
[00:06:10.040 --> 00:06:12.320]  就偏執無花果樹的樹葉
[00:06:12.320 --> 00:06:14.600]  爲自己做裙子
[00:06:14.600 --> 00:06:18.280]  所以這個赤身露體其實有沒有改變呢
[00:06:18.280 --> 00:06:19.000]  是有的
[00:06:19.000 --> 00:06:21.040]  那我已經跟你一早說了
[00:06:21.040 --> 00:06:22.440]  在原文裏面
[00:06:22.440 --> 00:06:25.640]  其實他用了兩個不同的希伯來文
[00:06:25.640 --> 00:06:27.880]  去代表這兩個赤身露體
[00:06:27.880 --> 00:06:29.680]  有時候我們可以叫做
[00:06:29.680 --> 00:06:32.600]  Nicholas A和Nicholas B
[00:06:32.600 --> 00:06:33.720]  什麼意思
[00:06:33.720 --> 00:06:37.840]  第一個赤身露體是未叛逆之前的赤身露體
[00:06:37.840 --> 00:06:40.600]  第二個赤身露體是叛逆了之後的
[00:06:40.600 --> 00:06:43.080]  其實已經不是同一樣東西了
[00:06:43.080 --> 00:06:46.000]  雖然表面上是同一樣東西
[00:06:46.000 --> 00:06:46.680]  OK
[00:06:46.680 --> 00:06:48.080]  那我給一個比喻
[00:06:48.080 --> 00:06:50.400]  剛纔我在小組裏面給了一個比喻
[00:06:50.400 --> 00:06:52.000]  不是耶穌的比喻
[00:06:52.000 --> 00:06:53.000]  是真的比喻
[00:06:53.000 --> 00:06:54.000]  講到的比喻
[00:06:54.000 --> 00:06:55.560]  那你就會明白了
[00:06:55.560 --> 00:06:57.920]  我不知道你有沒有看過一些
[00:06:57.920 --> 00:07:03.640]  日本原子彈炸下去的那些紀錄片
[00:07:03.640 --> 00:07:04.920]  當然就不是說
[00:07:04.920 --> 00:07:06.560]  炸了下去然後死了
[00:07:06.560 --> 00:07:08.240]  原子彈讓人害怕的地方
[00:07:08.240 --> 00:07:10.440]  就不單止是它炸下去的那一刻
[00:07:10.440 --> 00:07:12.440]  然後那些人都死了
[00:07:12.440 --> 00:07:14.880]  是它還有一個東西叫做什麼
[00:07:14.880 --> 00:07:15.720]  輻射
[00:07:15.720 --> 00:07:18.880]  所以今天你有些日本地方
[00:07:18.880 --> 00:07:20.120]  你都不太想去的
[00:07:20.120 --> 00:07:22.080]  就是因爲輻射
[00:07:22.080 --> 00:07:23.880]  我看過一些紀錄片就是
[00:07:23.880 --> 00:07:28.240]  有一個家庭主婦在摺衣服
[00:07:28.240 --> 00:07:31.440]  突然間有一陣風
[00:07:31.440 --> 00:07:34.880]  你看到她好像被風吹一吹
[00:07:34.880 --> 00:07:37.760]  她就不以爲然繼續摺下去
[00:07:37.760 --> 00:07:38.720]  發生了什麼事呢
[00:07:38.720 --> 00:07:40.760]  就是她住的地方
[00:07:40.760 --> 00:07:42.960]  不是在那個災區裏面
[00:07:42.960 --> 00:07:44.520]  所以她沒有被炸死
[00:07:44.520 --> 00:07:47.440]  但是她在那個災區的郊外
[00:07:47.440 --> 00:07:49.440]  她會接受到什麼呢
[00:07:49.440 --> 00:07:50.080]  輻射
[00:07:50.080 --> 00:07:54.080]  所以那陣風就是輻射了
