
[00:00:00.000 --> 00:00:02.000]  好,大家早晨
[00:00:02.000 --> 00:00:06.680]  我們有兩條熱身問題,先回答了,然後我們先開播
[00:00:06.680 --> 00:00:08.680]  第一條問題是說
[00:00:08.680 --> 00:00:11.940]  以色列人發怨言沒有水害
[00:00:11.940 --> 00:00:15.480]  為什麼摩西雪灘門試探耶和華呢?
[00:00:15.480 --> 00:00:18.560]  試探神是什麼意思呢?
[00:00:18.560 --> 00:00:21.420]  我猜這條問題它沒有給我聖經
[00:00:21.420 --> 00:00:26.360]  應該是《猜及記》第十七章裡面說到它沒有水
[00:00:26.360 --> 00:00:27.860]  如果你看回那段聖經
[00:00:27.860 --> 00:00:30.940]  其實中文翻譯不是翻得很清楚
[00:00:30.940 --> 00:00:32.800]  其實它們正在做的事情就是
[00:00:32.800 --> 00:00:34.360]  prosecute耶和華
[00:00:34.360 --> 00:00:36.740]  所謂prosecute就是控告耶和華
[00:00:36.740 --> 00:00:40.440]  其實好像帶耶和華上court那樣
[00:00:40.440 --> 00:00:44.240]  所以它那個試探不只是一個普通話
[00:00:44.240 --> 00:00:46.840]  我沒有水,求耶和華給我們水
[00:00:46.840 --> 00:00:49.140]  其實耶和華做了這麼多的神蹟
[00:00:49.140 --> 00:00:51.640]  如果你真的沒有水,真的有需要水
[00:00:51.640 --> 00:00:54.120]  其實問耶和華拿不是一個問題
[00:00:54.120 --> 00:00:56.920]  但是你會發現那段聖經很強調
[00:00:56.920 --> 00:00:58.280]  他們的態度
[00:00:58.280 --> 00:00:59.560]  他們是埋怨的
[00:00:59.560 --> 00:01:01.820]  問都沒有問,已經在埋怨了
[00:01:01.820 --> 00:01:04.760]  然後直接說你帶我們出來這裡
[00:01:04.760 --> 00:01:06.300]  是弄死我們
[00:01:06.300 --> 00:01:08.820]  其實它背後有一個意義
[00:01:08.820 --> 00:01:13.100]  你繼續看《猜及記》或者《創出黎民生》的時候
[00:01:13.100 --> 00:01:15.200]  你會發現他們是很想回去埃及的
[00:01:15.200 --> 00:01:18.180]  所以它最後借一些意
[00:01:18.180 --> 00:01:19.300]  不是我不想跟你
[00:01:19.300 --> 00:01:20.440]  不過你對我這麼差
[00:01:20.440 --> 00:01:22.380]  你逼我要回去而已
[00:01:22.380 --> 00:01:25.780]  你有沒有聽過有些人信了主沒多久
[00:01:25.780 --> 00:01:27.880]  接著就不再信了
[00:01:27.880 --> 00:01:29.120]  你問他為什麼
[00:01:29.120 --> 00:01:30.120]  他說我對耶和華
[00:01:30.120 --> 00:01:31.780]  我對耶穌失望
[00:01:31.780 --> 00:01:33.060]  那時候我跟了他
[00:01:33.060 --> 00:01:34.860]  我其實對他很好的
[00:01:34.860 --> 00:01:36.360]  我其實很忠心的
[00:01:36.360 --> 00:01:37.720]  不過跟著他
[00:01:37.720 --> 00:01:40.400]  他那些很實際的需要他都不給我
[00:01:40.400 --> 00:01:42.460]  那你叫我怎樣呢
[00:01:42.460 --> 00:01:43.260]  我沒有辦法
[00:01:43.260 --> 00:01:45.100]  因為人在江湖,身不由己
[00:01:45.100 --> 00:01:46.800]  總是要謀生而已
[00:01:46.800 --> 00:01:47.900]  於是就回去了
[00:01:47.900 --> 00:01:51.640]  這些全部都是假象
[00:01:51.640 --> 00:01:56.280]  扣解了聖經,也都扣解了上帝的本質
[00:01:56.280 --> 00:01:58.840]  如果你有機會回去看《創世紀》
[00:01:58.840 --> 00:02:00.420]  那個人的墮落裡面
[00:02:00.420 --> 00:02:02.980]  你會發現人的墮落最大的問題就是
[00:02:02.980 --> 00:02:05.720]  那個撒旦來引誘他們的時候
[00:02:05.720 --> 00:02:07.960]  就在質疑上帝的本質
[00:02:07.960 --> 00:02:10.500]  上帝是不是一個好的上帝
[00:02:10.500 --> 00:02:13.160]  上帝是不是一個關心我們
[00:02:13.160 --> 00:02:14.160]  關顧我們
[00:02:14.160 --> 00:02:16.000]  去愛護我們的上帝
[00:02:16.000 --> 00:02:18.960]  當然他會引入很多自己的思想
[00:02:18.960 --> 00:02:20.440]  如果他真的對你這麼好
[00:02:20.440 --> 00:02:22.000]  為什麼你這麼掙扎
[00:02:22.000 --> 00:02:23.840]  為什麼你找不到一份好工作
[00:02:23.840 --> 00:02:25.380]  為什麼你讀書讀不成
[00:02:25.380 --> 00:02:26.840]  為什麼你找不到一個老公
[00:02:26.840 --> 00:02:28.240]  為什麼你找不到一個老婆
[00:02:28.240 --> 00:02:32.020]  他用這些很人性的角度去侵入你
[00:02:32.020 --> 00:02:32.920]  好像很關心你
[00:02:32.920 --> 00:02:35.480]  其實是將上帝抹黑
[00:02:35.480 --> 00:02:38.380]  這些東西當然就是發生在以色列人的身上
[00:02:38.380 --> 00:02:40.360]  所以這個故事
[00:02:40.360 --> 00:02:42.120]  如果有一天有機會
[00:02:42.120 --> 00:02:44.420]  講那篇道理給你聽你就知道了
[00:02:44.420 --> 00:02:48.160]  其實是非常獨立的一些手法
[00:02:48.160 --> 00:02:50.540]  就是上帝應該控告他們
[00:02:50.540 --> 00:02:52.440]  他們反而控告上帝
[00:02:52.440 --> 00:02:55.200]  但是結果在故事裏面
[00:02:55.200 --> 00:02:56.740]  上帝做了一些事情
[00:02:56.740 --> 00:03:00.640]  以致他們不至於馬上死在沙漠上
[00:03:00.640 --> 00:03:02.880]  這個是一個耶穌基督的認知
[00:03:02.880 --> 00:03:07.020]  最後祂為我們接受了審判等等
[00:03:07.020 --> 00:03:08.160]  以後有機會再講
[00:03:08.160 --> 00:03:10.160]  第二條問題
[00:03:10.160 --> 00:03:13.220]  我決定在這裏解答這些問題
[00:03:13.220 --> 00:03:15.160]  都是因為其實它們是很重要的問題
