
[00:00:00.000 --> 00:00:05.000]  今天雖然是年初三,不用有拜年的活動,
[00:00:05.000 --> 00:00:10.000]  不過大家回來親近敬拜神,都是神所賜福的。
[00:00:10.000 --> 00:00:16.000]  我在新年祝大家新春愉快,身心康泰。
[00:00:16.000 --> 00:00:19.000]  我就說耶穌怎樣過新年了。
[00:00:19.000 --> 00:00:26.000]  我在美國病的時候,在床上有很多安靜時間,
[00:00:26.000 --> 00:00:28.000]  看聖經。
[00:00:28.000 --> 00:00:35.000]  我看到以色列人新年的時候,是大事發生的時候,
[00:00:35.000 --> 00:00:42.000]  而且是以色列人一個民族新生命的開始。
[00:00:42.000 --> 00:00:46.000]  舊養新養,以色列人因為被外邦人統治,
[00:00:46.000 --> 00:00:51.000]  他們除了有自己的民事曆法,外邦人的曆法之外,
[00:00:51.000 --> 00:00:56.000]  就好像我們今天陰曆陽曆,他還有一個宗教的曆法。
[00:00:56.000 --> 00:01:00.000]  宗教的曆法是以逾越節作為開始。
[00:01:00.000 --> 00:01:03.000]  我們看張埃及記的時候就知道,
[00:01:03.000 --> 00:01:07.000]  這個逾節,這個新年是怎樣開始呢?
[00:01:07.000 --> 00:01:11.000]  就是他們圍爐幾百年,要離開埃及,
[00:01:11.000 --> 00:01:16.000]  法老的心剛硬,神就是用十個神蹟,
[00:01:16.000 --> 00:01:19.000]  來令法老的心軟化下來,
[00:01:19.000 --> 00:01:25.000]  法老仍然剛硬,最後第十個神蹟是怎樣呢?
[00:01:25.000 --> 00:01:32.000]  是以埃及傳遞,除非在門尾門腔上是油了紅色的。
[00:01:32.000 --> 00:01:37.000]  所以猶太人和我們中國人都有很相似的地方,
[00:01:37.000 --> 00:01:39.000]  有些人說甚至是開封的猶太人,
[00:01:39.000 --> 00:01:44.000]  將這個門腔門尾,貼紅色的習慣帶來中國。
[00:01:44.000 --> 00:01:51.000]  我們貼了春聯,我們貼這個門尾上,
[00:01:51.000 --> 00:01:59.000]  貼一些紅字迎春節福,紅色有驅邪的作用。
[00:01:59.000 --> 00:02:05.000]  原來這個紅色的血,是令到這個天使越門而過,
[00:02:05.000 --> 00:02:09.000]  如果不是的話,凡是這間屋守生的,
[00:02:09.000 --> 00:02:13.000]  由人到生畜,生命就要終結。
[00:02:13.000 --> 00:02:20.000]  他們離開了埃及,是代表著這個民族生命的新開始。
[00:02:20.000 --> 00:02:24.000]  我們過年的時候,無論古今中外,
[00:02:24.000 --> 00:02:28.000]  無論有宗教沒有宗教,都有很多儀式。
[00:02:28.000 --> 00:02:34.000]  每年在這個紐約時代廣場看著大蘋果下來,
[00:02:34.000 --> 00:02:37.000]  倒數,是一種儀式。
[00:02:37.000 --> 00:02:44.000]  是人類社會集體心理對時間轉變的一種守望。
[00:02:44.000 --> 00:02:47.000]  為什麼時間轉變這麼重要呢?
[00:02:47.000 --> 00:02:53.000]  因為時間就是生命,時間就是光陰,時間就是機會。
[00:02:53.000 --> 00:02:58.000]  過去的時間就是代表著無論好與不好的事情,
[00:02:58.000 --> 00:03:01.000]  我們沒有辦法重複。
[00:03:01.000 --> 00:03:04.000]  特別是不好的話,我們都很希望,
[00:03:04.000 --> 00:03:08.000]  隨著時間過去,這些不好的事情是離開了。
[00:03:08.000 --> 00:03:13.000]  新的時間,就算你衰到鐵地,逆境是怎樣,
[00:03:13.000 --> 00:03:18.000]  但是活著的狗比死去的獅子更加重要。
[00:03:18.000 --> 00:03:22.000]  留得青山在,哪怕沒柴燒。
[00:03:22.000 --> 00:03:27.000]  能夠活到好像一隻狗,都仍然有時間的話,
[00:03:27.000 --> 00:03:30.000]  就有翻身的機會。
[00:03:30.000 --> 00:03:33.000]  所以我們基督徒有信仰的人,
[00:03:33.000 --> 00:03:36.000]  我們覺得神託管我們最重要的一件事,
[00:03:36.000 --> 00:03:40.000]  不是金錢,甚至不是關係,
[00:03:40.000 --> 00:03:45.000]  是比這些更先,就是有沒有時間,有沒有光陰。
[00:03:45.000 --> 00:03:49.000]  沒有時間,沒有光陰,就沒有機會。
[00:03:49.000 --> 00:03:54.000]  所以新年為什麼這麼有社會的意義,
[00:03:54.000 --> 00:04:00.000]  心理的意義,和屬靈的意義,就是這個原因。
[00:04:00.000 --> 00:04:05.000]  在舊約聖經裡面,有八節經文講到年初一。
[00:04:05.000 --> 00:04:10.000]  這個年初一不是巴比倫的曆法,也不是羅馬人的曆法,
[00:04:10.000 --> 00:04:15.000]  是他們宗教曆法裡面的年初一,
[00:04:15.000 --> 00:04:19.000]  預節這個快要開始的時候。
[00:04:19.000 --> 00:04:24.000]  挪亞方舟是在哪個時候呢?
[00:04:24.000 --> 00:04:29.000]  挪亞680一歲正月初一,地上的水都乾了,
[00:04:29.000 --> 00:04:33.000]  他們就出來竹炭獻祭。
[00:04:33.000 --> 00:04:37.000]  挪亞方舟是很大的一件事,
[00:04:37.000 --> 00:04:41.000]  竹炭獻祭,神的祝福,
[00:04:41.000 --> 00:04:47.000]  是來到舊的災禍過去,是在正月初一的時候。
[00:04:47.000 --> 00:04:53.000]  在昌開及記,正月初一,神吩咐摩西要立這個會幕,
[00:04:53.000 --> 00:04:58.000]  第二年的正月初一,會幕就立起來了。
[00:04:58.000 --> 00:05:03.000]  建立以色列人敬拜的核心,是正月初一。
[00:05:03.000 --> 00:05:08.000]  來到之下,他們要潔淨這個聖殿,
[00:05:08.000 --> 00:05:12.000]  從正月初一日就潔淨,
[00:05:12.000 --> 00:05:16.000]  用了十六日完成這個潔淨。
[00:05:16.000 --> 00:05:23.000]  以色列在正月初一去教導真理,教導婚姻的聖見,
[00:05:23.000 --> 00:05:29.000]  以色列才知道在正月初一,來應受耶和華的說話。
[00:05:29.000 --> 00:05:33.000]  就算不是正月初一,在正月也有很多事情發生,
[00:05:33.000 --> 00:05:38.000]  我們看書下記,他們曠野漂流四十年,
[00:05:38.000 --> 00:05:42.000]  最後一個雨季,在這個河東的地方,
[00:05:42.000 --> 00:05:47.000]  守完節,行完國禮,他們就過河。
[00:05:47.000 --> 00:05:50.000]  正月初十,就過了河。
[00:05:50.000 --> 00:05:56.000]  神給他們新的時間,新的領域,新的使命,
[00:05:56.000 --> 00:06:00.000]  新的挑戰,新的領袖,繼續向前走。
[00:06:00.000 --> 00:06:06.000]  所以時間的轉變,特別來到新的時間空間的時候,
[00:06:06.000 --> 00:06:10.000]  是一個神聖的時刻。
[00:06:10.000 --> 00:06:14.000]  我們要為過去,甚至將要過去的事情,
[00:06:14.000 --> 00:06:20.000]  來數算因點,我們要為未來前面的不確定性,
[00:06:20.000 --> 00:06:25.000]  未來的事情,是有各種各種的可能性,
[00:06:25.000 --> 00:06:29.000]  是好是壞,我們不知道,但我們只知道一件事,
[00:06:29.000 --> 00:06:35.000]  從過往我們的信仰經驗,耶和華必須領我們走過,
[00:06:35.000 --> 00:06:40.000]  耶和華必有足夠的因點給我們,
[00:06:40.000 --> 00:06:45.000]  而且在困難當中,主耶穌一定帶領我們經過。
[00:06:45.000 --> 00:06:50.000]  在新約的時候,說到耶穌,特別是路加福音第二章,
[00:06:50.000 --> 00:06:55.000]  原來耶穌年年都和父母過新年。
[00:06:55.000 --> 00:06:58.000]  你回去看路加福音第二章,
[00:06:58.000 --> 00:07:05.000]  耶穌自年幼的時候,祂就隨父母年年上殿過節,
[00:07:05.000 --> 00:07:09.000]  過什麼節?過愚節,過新年。
[00:07:09.000 --> 00:07:12.000]  特別在十二歲那一年,
[00:07:12.000 --> 00:07:19.000]  祂新年裡面對神話語,對神國的事情,
[00:07:19.000 --> 00:07:23.000]  那種愛慕的心特別顯現了。
[00:07:23.000 --> 00:07:28.000]  我們看耶穌童年那部電影,
[00:07:28.000 --> 00:07:33.000]  你就知道耶穌十二歲的時候那種智慧,
[00:07:33.000 --> 00:07:39.000]  是令熟習聖經的人都很詫異。
[00:07:39.000 --> 00:07:45.000]  如果你十二歲,你的小朋友十二歲,
[00:07:45.000 --> 00:07:50.000]  你帶他去拜年,突然在路上不見了他,
[00:07:50.000 --> 00:07:53.000]  怎麼辦呢?我要去拜年。
[00:07:53.000 --> 00:07:58.000]  後來找到他,不是在麥當勞,是在教堂旁邊,
[00:07:58.000 --> 00:08:02.000]  然後他跟你說,豈不知我要以父的事為念呢?
[00:08:02.000 --> 00:08:05.000]  十二歲,他只是說,
[00:08:05.000 --> 00:08:10.000]  爸爸,豈不知我要以利是的事為念呢?
[00:08:10.000 --> 00:08:13.000]  你現在帶我去哪個地方收利是?
[00:08:13.000 --> 00:08:17.000]  但是耶穌十二歲的時候,
[00:08:17.000 --> 00:08:22.000]  尋道樂而忘返,以父神的事為念。
[00:08:22.000 --> 00:08:25.000]  然後到祂三十歲出來傳道的時候,
[00:08:25.000 --> 00:08:28.000]  祂經歷過三個新年,
[00:08:28.000 --> 00:08:36.000]  馬太、馬可、路加三本福音都有記載耶穌過這個禹節,
[00:08:36.000 --> 00:08:42.000]  但是唯獨一項福音將三個禹節安排在祂侍奉的開始,
[00:08:42.000 --> 00:08:47.000]  侍奉的結束和侍奉的高峰那個地方。
[00:08:47.000 --> 00:08:51.000]  聖經裡面說到,不同的福音書拼合起來,
[00:08:51.000 --> 00:08:55.000]  耶穌在祂侍奉開始,結成聖殿。
[00:08:55.000 --> 00:08:58.000]  耶穌在祂最後一個禹節,
[00:08:58.000 --> 00:09:03.000]  在最後一個禮拜進城的時候,也結成聖殿。
[00:09:03.000 --> 00:09:10.000]  一項福音說到,耶穌以結成聖殿成為祂第一個侍奉的開始。
[00:09:10.000 --> 00:09:14.000]  這三個禹節裡面,
[00:09:14.000 --> 00:09:16.000]  很有屬靈的含義,
[00:09:16.000 --> 00:09:20.000]  也提醒我們,如果我們說要跟隨主的腳蹤走,
[00:09:20.000 --> 00:09:22.000]  做去門徒的話,
[00:09:22.000 --> 00:09:25.000]  我們要跟蹤。
[00:09:25.000 --> 00:09:28.000]  耶穌在新年的時候,祂的心態是怎樣?
[00:09:28.000 --> 00:09:31.000]  來校正我們新年的時候,
[00:09:31.000 --> 00:09:34.000]  是度假的時刻,這些都是重要的。
[00:09:34.000 --> 00:09:38.000]  是家庭團聚的時刻,這些都是重要的。
[00:09:38.000 --> 00:09:41.000]  但是還有更高的屬靈意義,
[00:09:41.000 --> 00:09:43.000]  在這裡提醒我們。
[00:09:43.000 --> 00:09:48.000]  耶穌第一個的新年,特別祂在侍奉出來的時候,
[00:09:48.000 --> 00:09:57.000]  祂以結成聖殿,除舊迎新,作為侍奉的開始。
[00:09:57.000 --> 00:10:01.000]  我特別選了約翰福音2章13節,
[00:10:01.000 --> 00:10:04.000]  猶太人的禹節近了,
[00:10:04.000 --> 00:10:07.000]  耶穌就上耶路撒冷去,
[00:10:07.000 --> 00:10:13.000]  跟祂過往三十年,跟父母上聖殿過節一樣。
[00:10:13.000 --> 00:10:16.000]  就算祂出來侍奉,祂也是這樣。
[00:10:16.000 --> 00:10:20.000]  前面這半句,猶太人的禹節近了,
[00:10:20.000 --> 00:10:25.000]  跟著第六章和十一章,同一句話都出現,
[00:10:25.000 --> 00:10:30.000]  重複提醒我們,這三個節期,
[00:10:30.000 --> 00:10:33.000]  將耶穌的侍奉貫穿起來。
[00:10:33.000 --> 00:10:36.000]  結成聖殿不單止提醒我們,
[00:10:36.000 --> 00:10:39.000]  就是說在聖殿敬拜裡面,
[00:10:39.000 --> 00:10:42.000]  我們要隨祂細做,
[00:10:42.000 --> 00:10:48.000]  肢解相貌這些旁無,令我們分心的事。
[00:10:48.000 --> 00:10:54.000]  重新聚焦這個聖殿設立存在的目的是什麼,
[00:10:54.000 --> 00:10:58.000]  和敬拜的真義是怎樣。
[00:10:58.000 --> 00:11:02.000]  耶穌說敬拜神不是在基里森山,
[00:11:02.000 --> 00:11:05.000]  撒瑪利亞人以為的地方,
[00:11:05.000 --> 00:11:08.000]  甚至不是在石安山,
[00:11:08.000 --> 00:11:11.000]  猶太人所認為應該在的地方。
[00:11:11.000 --> 00:11:15.000]  真正拜父的是要用心靈和聖神,
[00:11:15.000 --> 00:11:17.000]  有些聖經翻譯說,
[00:11:17.000 --> 00:11:22.000]  要敬拜神必須在真理和聖靈的引導下,
[00:11:22.000 --> 00:11:24.000]  來到敬拜神,
[00:11:24.000 --> 00:11:28.000]  in spirit and in truth。
[00:11:28.000 --> 00:11:30.000]  第二個意義,
[00:11:30.000 --> 00:11:39.000]  耶穌是用這個殿來比喻自己要被拆毀和建築。
[00:11:39.000 --> 00:11:42.000]  祂說這個殿拆毀之後,
[00:11:42.000 --> 00:11:44.000]  我三天能夠建造。
[00:11:44.000 --> 00:11:46.000]  到他復會的時候,
[00:11:46.000 --> 00:11:50.000]  門徒就想起他在潔淨聖殿的時候所說的話,
[00:11:50.000 --> 00:11:52.000]  他為父的殿,
[00:11:52.000 --> 00:11:57.000]  心裡焦急如同火焚燒一樣。
[00:11:57.000 --> 00:11:59.000]  新年不是想念逗利士,
[00:11:59.000 --> 00:12:02.000]  不是想念吃蘿蔔糕,
[00:12:02.000 --> 00:12:04.000]  哪一間好,
[00:12:04.000 --> 00:12:06.000]  這個年高,
[00:12:06.000 --> 00:12:12.000]  新年在這個值得歡慶的節日裡面,
[00:12:12.000 --> 00:12:17.000]  耶穌仍然以神的殿的事為念,
[00:12:17.000 --> 00:12:20.000]  以神國的事情為念。
[00:12:20.000 --> 00:12:22.000]  我覺得這件事,
[00:12:22.000 --> 00:12:25.000]  是值得放在我們新年裡面考慮,
[00:12:25.000 --> 00:12:29.000]  校正我們過年的一個想法。
[00:12:29.000 --> 00:12:33.000]  門徒又想起耶穌曾經說,
