
[00:00:00.000 --> 00:00:02.200]  今天我們繼續看到
[00:00:02.200 --> 00:00:05.300]  《唸書傳奇》的第三講
[00:00:05.300 --> 00:00:08.980]  就是我渴求更多自由
[00:00:08.980 --> 00:00:13.000]  美國是一個言論自由的地方
[00:00:13.000 --> 00:00:14.580]  所以我們很講到
[00:00:14.580 --> 00:00:15.800]  freedom of speech(言論自由)
[00:00:15.800 --> 00:00:18.640]  如果有人禁止報紙、禁止別人說話
[00:00:18.640 --> 00:00:21.000]  發覺就變成一個極權國家
[00:00:21.000 --> 00:00:23.000]  所以在Facebook那裡
[00:00:23.000 --> 00:00:24.960]  很多人都想去說話的
[00:00:24.960 --> 00:00:25.680]  是不是?
[00:00:25.680 --> 00:00:28.740]  你可以隨處發揮你的偉論
[00:00:28.740 --> 00:00:31.760]  有些朋友發了一個很長的 blog(博客)給我
[00:00:31.760 --> 00:00:33.260]  我也沒有時間去看
[00:00:33.260 --> 00:00:35.840]  有些朋友是神學教授
[00:00:35.840 --> 00:00:37.440]  他寫了很多東西
[00:00:37.440 --> 00:00:38.740]  很長氣的
[00:00:38.740 --> 00:00:40.800]  你可以將照片放上去
[00:00:40.800 --> 00:00:41.760]  什麼放上去都可以
[00:00:41.760 --> 00:00:42.960]  很自由的
[00:00:42.960 --> 00:00:44.760]  我們發覺
[00:00:44.760 --> 00:00:47.060]  這個自由的感覺
[00:00:47.060 --> 00:00:50.300]  所以Facebook很受人歡迎
[00:00:50.300 --> 00:00:51.940]  所以為什麼我們會來到美國
[00:00:51.940 --> 00:00:54.360]  因為美國是一個很自由的國家
[00:00:54.360 --> 00:00:58.640]  自由的程度有時候我們會太自由了
[00:00:58.640 --> 00:01:00.900]  有一次我叫我兒子讀書
[00:01:00.900 --> 00:01:01.700]  他說我不讀了
[00:01:01.700 --> 00:01:02.400]  他說為什麼呢?
[00:01:02.400 --> 00:01:03.900]  他是free country(自由國家)
[00:01:03.900 --> 00:01:05.500]  我不喜歡讀書就不讀書了
[00:01:05.500 --> 00:01:06.460]  很小的時候就這麼說
[00:01:06.460 --> 00:01:06.960]  是不是?
[00:01:06.960 --> 00:01:08.900]  我們其實也很厲害的
[00:01:08.900 --> 00:01:11.040]  至少我們很明白
[00:01:11.040 --> 00:01:15.000]  我們可以用這個自由去濫用了
[00:01:15.000 --> 00:01:17.300]  所以自由是一個平台
[00:01:17.300 --> 00:01:19.140]  Facebook是一個平台
[00:01:19.140 --> 00:01:22.760]  將我們認為好的、不好的東西都放上去
[00:01:22.760 --> 00:01:26.560]  我們想去影響其他人
[00:01:26.560 --> 00:01:30.260]  極權的國家好像越南、中國
[00:01:30.260 --> 00:01:32.640]  他們是不太歡迎Facebook的
[00:01:32.640 --> 00:01:34.040]  所以你打Facebook上去
[00:01:34.040 --> 00:01:35.900]  他就出不來的
[00:01:35.900 --> 00:01:38.200]  是因為他們很怕
[00:01:38.200 --> 00:01:42.500]  有些人的言論會影響政府的
[00:01:42.500 --> 00:01:44.440]  我們發覺其實
[00:01:44.440 --> 00:01:46.440]  自由是講到一個
[00:01:46.440 --> 00:01:49.840]  慢慢變成自由是一個好像
[00:01:49.840 --> 00:01:54.300]  放縱情慾的地方
[00:01:54.300 --> 00:01:56.500]  或者任意妄為
[00:01:56.840 --> 00:01:58.100]  細心想一想
[00:01:58.100 --> 00:01:59.900]  其實神給我們人
[00:01:59.900 --> 00:02:01.700]  有自由是一個很大的特權
[00:02:01.700 --> 00:02:02.300]  是不是?
[00:02:02.300 --> 00:02:04.400]  神創造生命
[00:02:04.400 --> 00:02:06.700]  我覺得人的生命
[00:02:06.700 --> 00:02:08.800]  是最有自由的特權
[00:02:08.800 --> 00:02:10.060]  幾種生命
[00:02:10.060 --> 00:02:11.800]  譬如說植物的生命
[00:02:11.800 --> 00:02:13.300]  植物沒什麼自由的
[00:02:13.300 --> 00:02:14.800]  你種一棵樹
[00:02:14.800 --> 00:02:15.700]  將來發覺
[00:02:15.700 --> 00:02:17.900]  它不會在你門口去到後邑的
[00:02:17.900 --> 00:02:18.400]  是不是?
[00:02:18.400 --> 00:02:19.300]  它不會動的
[00:02:19.300 --> 00:02:21.900]  那棵樹它也有相當的自由度
[00:02:21.900 --> 00:02:26.400]  是一個很被動的生命的自然
[00:02:26.400 --> 00:02:27.800]  律底下來生長的
[00:02:27.800 --> 00:02:29.800]  動物的自由又多一點
[00:02:29.800 --> 00:02:30.300]  是不是?
[00:02:30.300 --> 00:02:32.000]  動物可以到處走
[00:02:32.000 --> 00:02:33.700]  我旁邊有隻貓
[00:02:33.700 --> 00:02:35.500]  牠經常都不在牠的家裡
[00:02:35.500 --> 00:02:36.800]  牠走過來我們後邑那裡
[00:02:36.800 --> 00:02:39.600]  牠覺得這個地方就是牠的了
[00:02:39.600 --> 00:02:41.400]  所以我們有欄杆攔住
[00:02:41.400 --> 00:02:42.800]  但是貓可以跳
[00:02:42.800 --> 00:02:46.100]  所以我們覺得動物的自由又大一點
[00:02:46.100 --> 00:02:48.100]  那麼人有沒有自由呢?
[00:02:48.100 --> 00:02:49.800]  人當然有自由
[00:02:49.800 --> 00:02:52.800]  人的自由不僅是空間的自由
[00:02:52.800 --> 00:02:58.200]  人的自由是可以選擇善與惡的自由
[00:02:58.200 --> 00:03:01.400]  動物沒有一個道德的觀念
[00:03:01.400 --> 00:03:04.100]  牠們不懂得選擇善與惡
[00:03:04.100 --> 00:03:07.900]  但是神給我們人一個很大的自由權
[00:03:07.900 --> 00:03:10.400]  所以有些人就在說
[00:03:10.400 --> 00:03:12.600]  如果亞當夏娃當時
[00:03:12.600 --> 00:03:18.500]  神沒有放分別善惡樹在伊甸園那裡
[00:03:18.500 --> 00:03:20.300]  牠就不會犯罪了
[00:03:20.300 --> 00:03:24.500]  其實是神給人一個自由的選擇
[00:03:24.500 --> 00:03:27.200]  人沒有將人的自由拿去
[00:03:27.200 --> 00:03:31.500]  所以神沒有強迫我們信祂
[00:03:31.500 --> 00:03:33.600]  但是神只是告訴我們
[00:03:33.600 --> 00:03:35.400]  我們需要來相信祂
[00:03:35.400 --> 00:03:39.100]  我們需要行在真理當中
[00:03:39.100 --> 00:03:42.700]  所以今天先跟大家講講自由
[00:03:42.700 --> 00:03:44.300]  我分三樣來講
[00:03:44.300 --> 00:03:48.600]  第一,我們用我們的自由來行真理
[00:03:48.600 --> 00:03:53.900]  第二,我們用我們的自由來將我們的生命奉獻出去
[00:03:53.900 --> 00:03:57.400]  第三,用我們的自由來服侍神
[00:03:57.400 --> 00:04:02.100]  這三方面的自由我們來思想一下
[00:04:02.100 --> 00:04:07.700]  用生命、用我們的自由來行出真理
[00:04:07.700 --> 00:04:10.200]  我們先看一段聖經
[00:04:10.200 --> 00:04:16.200]  在《約翰福音》第八章三十一至三十六字
[00:04:16.200 --> 00:04:18.700]  遵守真理的一個抉擇
[00:04:18.700 --> 00:04:20.400]  認真自由
[00:04:20.400 --> 00:04:21.400]  第三十一字說
[00:04:21.400 --> 00:04:24.700]  於是耶穌對信了他的猶太人說
[00:04:24.700 --> 00:04:26.700]  你們若遵守我的道
[00:04:26.700 --> 00:04:28.900]  就真是我的門徒
[00:04:28.900 --> 00:04:30.700]  你們必定認識真理
[00:04:30.700 --> 00:04:33.000]  真理必定使你們自由
[00:04:33.000 --> 00:04:35.700]  他們說我們是阿伯拉罕的後裔
[00:04:35.700 --> 00:04:39.000]  從來沒有被誰奴役過
[00:04:39.000 --> 00:04:42.000]  你怎麼說你們必得自由呢?
[00:04:42.000 --> 00:04:42.900]  耶穌說
[00:04:42.900 --> 00:04:48.200]  我實實在在告訴你們犯犯罪的都是罪的奴隸
[00:04:48.200 --> 00:04:50.000]  奴隸不能永遠住在家裡
[00:04:50.000 --> 00:04:53.700]  唯有兒子才可以永遠住在家裡
[00:04:53.700 --> 00:04:57.200]  所以臣的兒子若使你們自由
[00:04:57.200 --> 00:05:02.600]  你們就真的得自由了
[00:05:02.600 --> 00:05:04.500]  這個自由
[00:05:04.500 --> 00:05:07.300]  如果英文聖經我們加一個from字
[00:05:07.300 --> 00:05:09.200]  就更加容易明白
[00:05:09.200 --> 00:05:10.000]  freedom
[00:05:10.000 --> 00:05:12.600]  free from什麼?
[00:05:12.600 --> 00:05:17.800]  我們發覺耶穌在這裡要釋放我們
[00:05:17.800 --> 00:05:20.200]  如果我們遵守神的話
[00:05:20.200 --> 00:05:22.600]  我們就真是他的門徒
[00:05:22.600 --> 00:05:25.100]  原來我們跟從耶穌的人
[00:05:25.100 --> 00:05:29.300]  有一個特徵就是我們要遵守神的話語
[00:05:29.300 --> 00:05:31.100]  神的話語是什麼呢?
[00:05:31.100 --> 00:05:34.400]  神的話語就是真理
[00:05:34.400 --> 00:05:35.700]  如果我們這個世界裡面
[00:05:35.700 --> 00:05:37.000]  大家都講自由
[00:05:37.000 --> 00:05:38.200]  不講真理
[00:05:38.200 --> 00:05:40.000]  就世界大亂了
[00:05:40.000 --> 00:05:40.900]  是不是?
[00:05:40.900 --> 00:05:42.600]  你今天來的時候交通燈
[00:05:42.600 --> 00:05:44.500]  你說這個是suggestion(建議)而已
[00:05:44.500 --> 00:05:46.200]  你照衝過去
[00:05:46.200 --> 00:05:49.600]  這個不是一個律
[00:05:49.600 --> 00:05:51.400]  你可以喜歡怎麼做就怎麼做
[00:05:51.400 --> 00:05:53.700]  你發覺很難走是不是?
[00:05:53.700 --> 00:05:55.800]  很多第三世界國家
[00:05:55.800 --> 00:05:57.200]  那些交通很混亂
[00:05:57.200 --> 00:05:59.600]  因為大家都不守真理
[00:05:59.600 --> 00:06:01.700]  喜歡怎麼做就怎麼做
[00:06:01.700 --> 00:06:04.000]  我們發覺沒有真理的自由
[00:06:04.000 --> 00:06:05.700]  是帶來混亂的
[00:06:05.700 --> 00:06:07.800]  更加沒有自由
[00:06:07.800 --> 00:06:08.800]  我們以為有自由
[00:06:08.800 --> 00:06:10.900]  我們以為一個真理
[00:06:10.900 --> 00:06:13.800]  好像神要壟斷我們
[00:06:13.800 --> 00:06:15.100]  維持著我們
[00:06:15.100 --> 00:06:17.500]  想我們無法發揮
[00:06:17.500 --> 00:06:18.700]  其實不是
[00:06:18.700 --> 00:06:20.200]  原來在真理當中
[00:06:20.200 --> 00:06:21.000]  這個自由
[00:06:21.000 --> 00:06:22.800]  原來自由是有一個範圍
[00:06:22.800 --> 00:06:25.800]  這個範圍就在真理裡面
[00:06:25.800 --> 00:06:26.600]  真理是什麼呢?
[00:06:26.600 --> 00:06:29.600]  真理就是神的話語
[00:06:29.600 --> 00:06:32.700]  耶穌幫猶太人講的時候
[00:06:32.700 --> 00:06:35.700]  這些猶太人覺得很不開心
[00:06:35.700 --> 00:06:36.700]  我們沒有自由嗎?
[00:06:36.700 --> 00:06:37.800]  我們是八開的子孫
[00:06:37.800 --> 00:06:40.900]  我們從來都有自由
[00:06:40.900 --> 00:06:42.200]  他們不明白
